,date,uid,sell_code,region,desc_en,group,sub,type,quantity,sold,usd,quantity_sold,usd_sold,unit_price,sold_pending,quantity_sold_pending,usd_sold_pending,scrape_count
3584,2020-03-01,8788245076998499259,7ee4f68218,Tbilisi,3 gr mdma (skidka v bitkoin 5%),MDMA,MDMA,Powder,3.0,0.0,251.08354698,0.0,0.0,83.69451566,0.0,0.0,0.0,10
3585,2020-03-01,8816964147231197284,cb721d4bca,Tbilisi,5 gr Shishki “OG KUSH VHQ”,Cannabis,Cannabis,Cannabis,5.0,0.0,250.0,0.0,0.0,50.0,0.0,0.0,0.0,10
3586,2020-03-01,8974948168073400853,f8a875c191,Tbilisi,Metadon - (KRISTAL) - VHQ - 0.35 G (SALE),Opiates/Opiate Substitutes,Methadone,Powder,0.35,0.0,300.0,0.0,0.0,857.1428571428572,1.0,0.35,300.0,10
3587,2020-03-01,9080332307720553618,dd631c4acf,Tbilisi,☃️ 0.5g HQ COCAINE ☃️,Cocaine,Cocaine,Cocaine,0.5,1.0,99.0,0.5,99.0,198.0,5.0,2.5,495.0,10
3588,2020-03-01,9201778239247101952,bb1791277e,Tbilisi,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%",Cannabis,Cannabis,Cannabis,10.0,0.0,399.0,0.0,0.0,39.9,0.0,0.0,0.0,10
3589,2020-03-02,-9129446186974405067,cb721d4bca,Tbilisi,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr,Cannabis,Cannabis,Resin,10.0,0.0,800.0,0.0,0.0,80.0,0.0,0.0,0.0,10
3590,2020-03-02,-9126594209377246793,4a91350669,Tbilisi,10 gr gashish VHQ gorilla glue hash tgk 28 %,Cannabis,Cannabis,Resin,10.0,0.0,700.0,0.0,0.0,70.0,0.0,0.0,0.0,10
3591,2020-03-02,-9072522208017816687,7ee4f68218,Tbilisi,5 gr mdma (skidka v bitkoin 5%),MDMA,MDMA,Powder,5.0,0.0,407.37024459,0.0,0.0,81.47404891800001,0.0,0.0,0.0,10
3592,2020-03-02,-8791982203407709057,dd631c4acf,Tbilisi,️‍🤩🌈️‍🌈️‍🌈3 LSD 200ug.🌈️‍🌈️‍🌈🤩,Pychedelics,LSD,LSD,3.0,0.0,99.0,0.0,0.0,33.0,0.0,0.0,0.0,10
3593,2020-03-02,-8447248983732003877,f8a875c191,Batumi,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE ),Opiates/Opiate Substitutes,Methadone,Powder,0.27,4.0,270.0,1.08,1080.0,1000.0,1.0,0.27,270.0,10
3594,2020-03-02,-8062145466341331629,cb721d4bca,Tbilisi,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka.",Cannabis,Cannabis,Cannabis,5.0,0.0,250.0,0.0,0.0,50.0,1.0,5.0,250.0,10
3595,2020-03-02,-7364818208864428761,61df6a1c90,Tbilisi,Metadon 1gr,Opiates/Opiate Substitutes,Methadone,Powder,1.0,0.0,450.0,0.0,0.0,450.0,0.0,0.0,0.0,10
3596,2020-03-02,-7095238012329488773,7c395c455d,Tbilisi,10 gr mdma Kristally ochen silni import s evropi,MDMA,MDMA,Powder,10.0,0.0,900.0,0.0,0.0,90.0,0.0,0.0,0.0,10
3597,2020-03-02,-7015895232928533228,436325081c,Tbilisi,Mega Hash 0.5 gr,Cannabis,Cannabis,Resin,0.5,1.0,49.0,0.5,49.0,98.0,0.0,0.0,0.0,10
3598,2020-03-02,-6952969392168773147,c225d2f67d,Tbilisi,Gashish Evro 20gr,Cannabis,Cannabis,Resin,20.0,0.0,777.0,0.0,0.0,38.85,0.0,0.0,0.0,10
3599,2020-03-02,-6450377019503023818,64284550d9,Tbilisi,1G -- FOTO RABOTAET -> Sativa,Cannabis,Cannabis,Cannabis,1.0,9.0,35.0,9.0,315.0,35.0,0.0,0.0,0.0,10
3600,2020-03-02,-5675453161226274542,366326d4d6,Tbilisi,5gr. Columbian Cocaine NEW SALE! SALE!**************NEW SALE! SALE!,Cocaine,Cocaine,Cocaine,5.0,0.0,850.0,0.0,0.0,170.0,0.0,0.0,0.0,10
3601,2020-03-02,-5484414526929228794,366326d4d6,Tbilisi,"0,5gr. Columbian Cocaine NEW SALE! SALE!**************NEW SALE! SALE!",Cocaine,Cocaine,Cocaine,0.5,0.0,109.0,0.0,0.0,218.0,0.0,0.0,0.0,10
3602,2020-03-02,-5455496920628892940,adf2d19b92,Tbilisi,Subotex B8 Francce,Opiates/Opiate Substitutes,Buprenorphine,Buprenorphine,1.4,0.0,280.0,0.0,0.0,200.0,0.0,0.0,0.0,10
3603,2020-03-02,-5438851682042996818,ef3dc4de6c,Tbilisi,Extasy GUCCI 100sht. ves tabletki 450mg,MDMA,MDMA,Pill,100.0,0.0,2000.0,0.0,0.0,20.0,0.0,0.0,0.0,10
3604,2020-03-02,-5168820372848283210,8219f5e7b8,Tbilisi,"LSD - 250 ug, 10 pieces",Pychedelics,LSD,LSD,10.0,0.0,300.0,0.0,0.0,30.0,0.0,0.0,0.0,10
3605,2020-03-02,-4823974745033577544,c225d2f67d,Tbilisi,gashish evro 10g,Cannabis,Cannabis,Resin,10.0,0.0,400.0,0.0,0.0,40.0,0.0,0.0,0.0,10
3606,2020-03-02,-4725275451032569917,89f7212915,Tbilisi,1 G Hybrid Marijuana Buds Za BTS 10% SKIDKA,Cannabis,Cannabis,Cannabis,1.0,4.0,48.0,4.0,192.0,48.0,0.0,0.0,0.0,10
3607,2020-03-02,-4671871072364855983,d4df7908c3,Kutaisi,"Shishki / Weed Afghan Kush, 3g",Cannabis,Cannabis,Cannabis,3.0,1.0,108.0,3.0,108.0,36.0,0.0,0.0,0.0,10
3608,2020-03-02,-4573882323863856652,dd631c4acf,Tbilisi,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,Cocaine,Cocaine,Cocaine,3.0,0.0,590.0,0.0,0.0,196.66666666666663,0.0,0.0,0.0,10
3609,2020-03-02,-4540060773366114878,ef3dc4de6c,Tbilisi,Extasy GUCCI 250sht. ves tabletki 450mg,MDMA,MDMA,Pill,250.0,0.0,4600.0,0.0,0.0,18.4,0.0,0.0,0.0,10
3610,2020-03-02,-4528274339846784579,366326d4d6,Tbilisi,2gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!,Cocaine,Cocaine,Cocaine,2.0,0.0,360.0,0.0,0.0,180.0,0.0,0.0,0.0,10
3611,2020-03-02,-4341810487656454962,35c7cbba1f,Tbilisi,Marihuana [Shishki] [Gali] 100G,Cannabis,Cannabis,Cannabis,100.0,0.0,2500.0,0.0,0.0,25.0,0.0,0.0,0.0,10
3612,2020-03-02,-4332190802825623748,4a91350669,Tbilisi,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%,MDMA,MDMA,Powder,5.0,0.0,550.0,0.0,0.0,110.0,0.0,0.0,0.0,10
3613,2020-03-02,-4316499206219272329,dd631c4acf,Tbilisi,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,Pychedelics,LSD,LSD,5.0,0.0,180.0,0.0,0.0,36.0,0.0,0.0,0.0,10
3614,2020-03-02,-3461564379517697181,e501bd0ada,Tbilisi,"special mix 10 g - gorila glue, amnezia, laughing buddha, northen light - mukhattskaro, close to road",Cannabis,Cannabis,Cannabis,10.0,0.0,240.0,0.0,0.0,24.0,0.0,0.0,0.0,10
3615,2020-03-02,-3348987978396331101,35c7cbba1f,Tbilisi,Amfetamin [White] [Import] 10G,Amphetamines,Amphetamine,Amphetamine,10.0,0.0,2225.0,0.0,0.0,222.5,0.0,0.0,0.0,10
3616,2020-03-02,-3199216595772402719,54915c4374,Tbilisi,Bozhestvennyj eiforik!!! Marki nboooom!!! 2 shtuki,NPS,25i-NBOMe,25i-NBOMe,2.0,2.0,35.0,4.0,70.0,17.5,0.0,0.0,0.0,10
3617,2020-03-02,-3165225031753919786,7c395c455d,Tbilisi,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g,MDMA,MDMA,Pill,4.0,0.0,400.0,0.0,0.0,100.0,0.0,0.0,0.0,10
3618,2020-03-02,-2731355806441228749,dd631c4acf,Tbilisi,💘✨5g. MDMA ✨💘,MDMA,MDMA,Powder,5.0,0.0,489.0,0.0,0.0,97.8,0.0,0.0,0.0,10
3619,2020-03-02,-2533890733381280338,30f48d507d,Batumi,Skunk! 50 gr.,Cannabis,Cannabis,Cannabis,50.0,0.0,1500.0,0.0,0.0,30.0,0.0,0.0,0.0,10
3620,2020-03-02,-2367550878049741263,61bec147f3,Tbilisi,50 gr 23% THC Amnesia Haze top quality,Cannabis,Cannabis,Cannabis,50.0,0.0,1200.0,0.0,0.0,24.0,0.0,0.0,0.0,10
3621,2020-03-02,-2099122961470262499,bb1791277e,Tbilisi,NORTHEN LIGHTS 5 gr marihuana SABURTALO! esli platite s btk skidka 10% !!,Cannabis,Cannabis,Cannabis,5.0,0.0,250.0,0.0,0.0,50.0,0.0,0.0,0.0,10
3622,2020-03-02,-2073230764773642103,4a91350669,Tbilisi,1 ecstasy red maseratti fotki vidno VHQ ekstazi import s SShA,MDMA,MDMA,Pill,1.0,5.0,50.0,5.0,250.0,50.0,0.0,0.0,0.0,10
3623,2020-03-02,-1986474844816704764,f8a875c191,Tbilisi,SUBOXIN - HQ - 100 G.,Opiates/Opiate Substitutes,Buprenorphine,Buprenorphine,100.0,0.0,2000.0,0.0,0.0,20.0,0.0,0.0,0.0,10
3624,2020-03-02,-1950523674703382820,1768a14bbd,Tbilisi,NEW SALE Cocaine HQ 1 gr.,Cocaine,Cocaine,Cocaine,1.0,1.0,189.0,1.0,189.0,189.0,0.0,0.0,0.0,10
3625,2020-03-02,-1845936235288954693,dd631c4acf,Tbilisi,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,MDMA,MDMA,Pill,5.0,0.0,185.0,0.0,0.0,37.0,0.0,0.0,0.0,10
3626,2020-03-02,-1752026264079534596,e501bd0ada,Tbilisi,"weed gorila glue 20 gram, super duper, popcorn size - mukhattskaro, close to road",Cannabis,Cannabis,Cannabis,20.0,0.0,450.0,0.0,0.0,22.5,0.0,0.0,0.0,10
3627,2020-03-02,-979558837173275534,f8a875c191,Tbilisi,MARIXYANA - 5 G. (SHISHKI) (SALE),Cannabis,Cannabis,Cannabis,5.0,0.0,300.0,0.0,0.0,60.0,0.0,0.0,0.0,10
3628,2020-03-02,-414755389082178708,7ee4f68218,Tbilisi,"3 ecstasy 💊""PARTY ROCK""💊 300 mg",MDMA,MDMA,Pill,3.0,0.0,101.62905473,0.0,0.0,33.87635157666667,0.0,0.0,0.0,10
3629,2020-03-02,-143406251192427509,16be2c8499,Tbilisi,10000sht marki 25i-nbome. predoplata,NPS,25i-NBOMe,25i-NBOMe,10000.0,0.0,8500.0,0.0,0.0,0.85,0.0,0.0,0.0,10
3630,2020-03-02,-78627856014788392,f8a875c191,Tbilisi,Metadon - (KRISTAL) - VHQ - 0.27 G (SALE),Opiates/Opiate Substitutes,Methadone,Powder,0.27,0.0,270.0,0.0,0.0,1000.0,0.0,0.0,0.0,10
3631,2020-03-02,-57343965260185777,3814ba5701,Tbilisi,Hybrid Gagarin. 2g.,Cannabis,Cannabis,Cannabis,2.0,0.0,90.0,0.0,0.0,45.0,0.0,0.0,0.0,10
3632,2020-03-02,267811067083362544,f8a875c191,Batumi,SUBOXIN - HQ - 100 G.,Opiates/Opiate Substitutes,Buprenorphine,Buprenorphine,100.0,0.0,2000.0,0.0,0.0,20.0,0.0,0.0,0.0,10
3633,2020-03-02,345267076052005129,8219f5e7b8,Tbilisi,"LSD - 250 ug, 5 pieces",Pychedelics,LSD,LSD,5.0,0.0,150.0,0.0,0.0,30.0,0.0,0.0,0.0,10
3634,2020-03-02,545782079222895727,366326d4d6,Tbilisi,1gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!,Cocaine,Cocaine,Cocaine,1.0,0.0,198.0,0.0,0.0,198.0,0.0,0.0,0.0,10
3635,2020-03-02,795882332547580465,be97026d1d,Tbilisi,Columbia Cocaine VHQ 2.0g BTC SALE 5% SALE!!! SALE!!!,Cocaine,Cocaine,Cocaine,2.0,0.0,320.0,0.0,0.0,160.0,0.0,0.0,0.0,10
3636,2020-03-02,1041374696385465860,dd631c4acf,Tbilisi,🍃💩💩3g. New! Gorilla Glue Premium Hush💩💩🍃,Cannabis,Cannabis,Cannabis,3.0,0.0,189.0,0.0,0.0,63.0,1.0,3.0,189.0,10
3637,2020-03-02,1051025289753597945,f8a875c191,Tbilisi,Metadon - (KRISTAL) - VHQ - 1.1 G (SALE),Opiates/Opiate Substitutes,Methadone,Powder,1.1,1.0,600.0,1.1,600.0,545.4545454545454,0.0,0.0,0.0,10
3638,2020-03-02,1158820560558799666,cb721d4bca,Tbilisi,2 gr Afghan Mazar-i-Sharif Hash top tovar !!! Oplata BITCOIN -10% Skidka,Cannabis,Cannabis,Resin,2.0,0.0,167.0,0.0,0.0,83.5,1.0,2.0,167.0,10
3639,2020-03-02,1163379296680000603,dd631c4acf,Tbilisi,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,Pychedelics,LSD,LSD,10.0,0.0,299.0,0.0,0.0,29.9,0.0,0.0,0.0,10
3640,2020-03-02,1576509543336681812,1dfc50c91e,Tbilisi,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",Cannabis,Cannabis,Cannabis,5.0,0.0,219.0,0.0,0.0,43.8,0.0,0.0,0.0,10
3641,2020-03-02,1767157910250640564,7ee4f68218,Tbilisi,2 gr mdma (skidka v bitkoin 5%),MDMA,MDMA,Powder,2.0,0.0,173.36721100999995,0.0,0.0,86.68360550499997,0.0,0.0,0.0,10
3642,2020-03-02,1838480275779829607,64284550d9,Tbilisi,25G -- HYBRID-> Skidka 5% za BTC,Cannabis,Cannabis,Cannabis,25.0,0.0,700.0,0.0,0.0,28.0,0.0,0.0,0.0,10
3643,2020-03-02,2103971982242323638,ea97036e14,Tbilisi,Metamfetamin ratsemat 5 g. (MQ),Amphetamines,Methamphetamine,Methamphetamine,5.0,0.0,200.0,0.0,0.0,40.0,0.0,0.0,0.0,10
3644,2020-03-02,2267678868508781187,16be2c8499,Tbilisi,Moschnye zhirnye marki 25i nbome 10sht. Gotovye klady v Gruzii ot proizvoditelja!,NPS,25i-NBOMe,25i-NBOMe,10.0,0.0,99.0,0.0,0.0,9.9,0.0,0.0,0.0,10
3645,2020-03-02,2305413676154841254,dd631c4acf,Tbilisi,🍃💩1g. New Hush Gorilla Glue Premium💩🍃,Cannabis,Cannabis,Cannabis,1.0,0.0,69.0,0.0,0.0,69.0,1.0,1.0,69.0,10
3646,2020-03-02,2776024324607860069,c9a56b2b4a,Tbilisi,10x Extasy Duracell 223mg MDMA.,MDMA,MDMA,Pill,10.0,0.0,350.0,0.0,0.0,35.0,0.0,0.0,0.0,10
3647,2020-03-02,2812594322557047067,f8a875c191,Tbilisi,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,Cannabis,Cannabis,Cannabis,150.0,0.0,1500.0,0.0,0.0,10.0,0.0,0.0,0.0,10
3648,2020-03-02,2894459372893940986,012f23b5ea,Batumi,Rabota kladmenom. Tol'ko shishki.,Cannabis,Cannabis,Cannabis,5.0,0.0,250.0,0.0,0.0,50.0,0.0,0.0,0.0,10
3649,2020-03-02,2902390645058209825,7ee4f68218,Tbilisi,1gr mdma (skidka v bitkoin 5%),MDMA,MDMA,Powder,1.0,0.0,91.38074669,0.0,0.0,91.38074669,0.0,0.0,0.0,10
3650,2020-03-02,2975121931380637081,ef3dc4de6c,Tbilisi,Extasy GUCCI 500sht. ves tabletki 450mg,MDMA,MDMA,Pill,500.0,0.0,7500.0,0.0,0.0,15.0,0.0,0.0,0.0,10
3651,2020-03-02,3081798429213838429,b2c155ffa7,Tbilisi,Kokain KOLUMBIA 2g,Cocaine,Cocaine,Cocaine,2.0,0.0,349.0,0.0,0.0,174.5,0.0,0.0,0.0,10
3652,2020-03-02,3089748080487805984,bb1791277e,Tbilisi,Amnesia Haze Auto marihuana 5 GR BUDS imported !!,Cannabis,Cannabis,Cannabis,5.0,0.0,250.0,0.0,0.0,50.0,0.0,0.0,0.0,10
3653,2020-03-02,3187860646795341859,64284550d9,Tbilisi,50G -- HYBRID-> Skidka 5% za BTC,Cannabis,Cannabis,Cannabis,50.0,0.0,999.0,0.0,0.0,19.98,0.0,0.0,0.0,10
3654,2020-03-02,3222845708128933655,dd631c4acf,Tbilisi,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,Cocaine,Cocaine,Cocaine,5.0,0.0,859.0,0.0,0.0,171.8,0.0,0.0,0.0,10
3655,2020-03-02,3483264991709514572,d4df7908c3,Kutaisi,Shishki / weeds Afghan Kush - 2g,Cannabis,Cannabis,Cannabis,2.0,0.0,74.0,0.0,0.0,37.0,0.0,0.0,0.0,10
3656,2020-03-02,3740018151668412438,8ec76151d3,Tbilisi,Metadon VHQ 1 24/7,Opiates/Opiate Substitutes,Methadone,Powder,1.0,1.0,550.0,1.0,550.0,550.0,0.0,0.0,0.0,10
3657,2020-03-02,4045808092080608326,dd631c4acf,Tbilisi,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩,Cannabis,Cannabis,Cannabis,5.0,0.0,329.0,0.0,0.0,65.8,0.0,0.0,0.0,10
3658,2020-03-02,4121355776082257689,7ee4f68218,Tbilisi,cocaine 1g HQ / kokain 1 gr (skidka v bitkoin),Cocaine,Cocaine,Cocaine,1.0,0.0,185.0,0.0,0.0,185.0,0.0,0.0,0.0,10
3659,2020-03-02,4289330117045450860,97bbc3dfd6,Tbilisi,SUBUTEX B8 (ORIGINAL) 0.8 gr. (1 shtuka),Opiates/Opiate Substitutes,Buprenorphine,Buprenorphine,0.8,2.0,150.0,1.6,300.0,187.5,0.0,0.0,0.0,10
3660,2020-03-02,4405737637907115421,cb721d4bca,Tbilisi,"2gr ROYAL AFGHANI HASH FINEST QUALITY gashish top kachestvo ,Oplata BITCOIN -10% Skidka",Cannabis,Cannabis,Resin,2.0,0.0,157.14072328,0.0,0.0,78.57036164,0.0,0.0,0.0,10
3661,2020-03-02,5143462514510413630,dd631c4acf,Tbilisi,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,MDMA,MDMA,Pill,20.0,0.0,599.0,0.0,0.0,29.95,0.0,0.0,0.0,10
3662,2020-03-02,5174399606163651674,ea97036e14,Batumi,Metamfetamin ratsemat 5 g. (MQ),Amphetamines,Methamphetamine,Methamphetamine,5.0,1.0,200.0,5.0,200.0,40.0,0.0,0.0,0.0,10
3663,2020-03-02,5278013632417493903,f8a875c191,Batumi,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,Cannabis,Cannabis,Cannabis,150.0,0.0,1500.0,0.0,0.0,10.0,0.0,0.0,0.0,10
3664,2020-03-02,6077474363621325615,1768a14bbd,Tbilisi,"NEW Sale!! Cocaine 0,5 gr. HQ",Cocaine,Cocaine,Cocaine,0.5,1.0,99.0,0.5,99.0,198.0,0.0,0.0,0.0,10
3665,2020-03-02,6139946700530891574,dd631c4acf,Tbilisi,☃️❄NEW 10g.COCAINE❄☃️,Cocaine,Cocaine,Cocaine,10.0,0.0,1449.0,0.0,0.0,144.9,0.0,0.0,0.0,10
3666,2020-03-02,6416504151361170654,21de5577be,Tbilisi,0.5 gr. LSD Fem (Hibrid>>INDICA) IMPORT (IRAN),Cannabis,Cannabis,Cannabis,0.5,5.0,29.0,2.5,145.0,58.0,0.0,0.0,0.0,10
3667,2020-03-02,6505628032800809843,4c4ab8c0de,Tbilisi,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨,Pychedelics,LSD,LSD,10.0,0.0,365.0,0.0,0.0,36.5,0.0,0.0,0.0,10
3668,2020-03-02,6796595263694940718,3814ba5701,Tbilisi,Weed from Gali 5g.,Cannabis,Cannabis,Cannabis,5.0,0.0,240.0,0.0,0.0,48.0,1.0,5.0,240.0,10
3669,2020-03-02,6821630896148007826,dd631c4acf,Tbilisi,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,MDMA,MDMA,Pill,10.0,0.0,369.0,0.0,0.0,36.9,0.0,0.0,0.0,10
3670,2020-03-02,7876066417093223319,c9a56b2b4a,Tbilisi,20x Extasy Duracell 223mg MDMA.,MDMA,MDMA,Pill,20.0,0.0,700.0,0.0,0.0,35.0,0.0,0.0,0.0,10
3671,2020-03-02,8275154431495417037,dd631c4acf,Tbilisi,☃️❄1g. New COCAINE!!❄☃️,Cocaine,Cocaine,Cocaine,1.0,2.0,180.0,2.0,360.0,180.0,0.0,0.0,0.0,10
3672,2020-03-02,8313623195186796273,bb1791277e,Tbilisi,5gr Cream Cookies Auto marihuana BUDS saburtalo !! esli platite s btk skidka 10% !!,Cannabis,Cannabis,Cannabis,5.0,0.0,250.0,0.0,0.0,50.0,0.0,0.0,0.0,10
3673,2020-03-02,8404041662008743602,dd631c4acf,Tbilisi,🍃🍃2g. New! Gorilla Glue Premium Hush🍃🍃,Cannabis,Cannabis,Cannabis,2.0,0.0,119.0,0.0,0.0,59.5,0.0,0.0,0.0,10
3674,2020-03-02,8558492390007482540,bb1791277e,Tbilisi,5 gr GORILLA GLUE marihuana BUDS saburtalo!! esli platite s btk skidka 1%,Cannabis,Cannabis,Cannabis,5.0,0.0,240.0,0.0,0.0,48.0,0.0,0.0,0.0,10
3675,2020-03-02,8745435193568276222,cb721d4bca,Tbilisi,"5gr WHITE WIDOW marihuana shishki, Oplata BITCOIN -10% Skidka.",Cannabis,Cannabis,Cannabis,5.0,0.0,199.0,0.0,0.0,39.8,0.0,0.0,0.0,10
3676,2020-03-02,8760473490349762937,366326d4d6,Tbilisi,!!!NEW!!! 5G Jack Herer !!!NEW!!!,Cannabis,Cannabis,Cannabis,5.0,0.0,155.0,0.0,0.0,31.0,0.0,0.0,0.0,10
3677,2020-03-02,8788245076998499259,7ee4f68218,Tbilisi,3 gr mdma (skidka v bitkoin 5%),MDMA,MDMA,Powder,3.0,0.0,254.49964966,0.0,0.0,84.83321655333333,0.0,0.0,0.0,10
3678,2020-03-02,8816964147231197284,cb721d4bca,Tbilisi,5 gr Shishki “OG KUSH VHQ”,Cannabis,Cannabis,Cannabis,5.0,0.0,250.0,0.0,0.0,50.0,0.0,0.0,0.0,10
3679,2020-03-02,8974948168073400853,f8a875c191,Tbilisi,Metadon - (KRISTAL) - VHQ - 0.35 G (SALE),Opiates/Opiate Substitutes,Methadone,Powder,0.35,0.0,300.0,0.0,0.0,857.1428571428572,1.0,0.35,300.0,10
3680,2020-03-02,9080332307720553618,dd631c4acf,Tbilisi,☃️ 0.5g HQ COCAINE ☃️,Cocaine,Cocaine,Cocaine,0.5,1.0,99.0,0.5,99.0,198.0,1.0,0.5,99.0,10
3681,2020-03-02,9201778239247101952,bb1791277e,Tbilisi,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%",Cannabis,Cannabis,Cannabis,10.0,0.0,399.0,0.0,0.0,39.9,0.0,0.0,0.0,10
3682,2020-03-03,-9129446186974405067,cb721d4bca,Tbilisi,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr,Cannabis,Cannabis,Resin,10.0,0.0,800.0,0.0,0.0,80.0,0.0,0.0,0.0,10
3683,2020-03-03,-9126594209377246793,4a91350669,Tbilisi,10 gr gashish VHQ gorilla glue hash tgk 28 %,Cannabis,Cannabis,Resin,10.0,0.0,700.0,0.0,0.0,70.0,0.0,0.0,0.0,10
3684,2020-03-03,-9072522208017816687,7ee4f68218,Tbilisi,5 gr mdma (skidka v bitkoin 5%),MDMA,MDMA,Powder,5.0,0.0,400.705826,0.0,0.0,80.1411652,0.0,0.0,0.0,10
3685,2020-03-03,-8795357012062550253,adf2d19b92,Tbilisi,"Metadon prjamikom s Leningrada 3+0,5gr",Opiates/Opiate Substitutes,Methadone,Powder,3.5,0.0,1350.0,0.0,0.0,385.71428571428567,0.0,0.0,0.0,10
3686,2020-03-03,-8447248983732003877,f8a875c191,Batumi,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE ),Opiates/Opiate Substitutes,Methadone,Powder,0.27,2.0,270.0,0.54,540.0,1000.0,0.0,0.0,0.0,10
3687,2020-03-03,-8062145466341331629,cb721d4bca,Tbilisi,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka.",Cannabis,Cannabis,Cannabis,5.0,0.0,250.0,0.0,0.0,50.0,0.0,0.0,0.0,10
3688,2020-03-03,-7786130684582283190,8ddca45a78,Tbilisi,1g NORTHERN LIGHTS Indica THC 20% / BTC -10% sale,Cannabis,Cannabis,Cannabis,1.0,0.0,40.0,0.0,0.0,40.0,0.0,0.0,0.0,10
3689,2020-03-03,-7783059580358762386,16be2c8499,Tbilisi,"Moschnejshie marki 25I nbome 1 sht. Gotovye klady v Gruzii, ot proizvoditelja!",NPS,25i-NBOMe,25i-NBOMe,1.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,10
3690,2020-03-03,-7739577182577872322,8ddca45a78,Tbilisi,1g AMNESIA HAZE Sativa THC 20% / BTC -10% sale,Cannabis,Cannabis,Cannabis,1.0,0.0,40.0,0.0,0.0,40.0,0.0,0.0,0.0,10
3691,2020-03-03,-7095238012329488773,7c395c455d,Tbilisi,10 gr mdma Kristally ochen silni import s evropi,MDMA,MDMA,Powder,10.0,0.0,900.0,0.0,0.0,90.0,0.0,0.0,0.0,10
3692,2020-03-03,-7015895232928533228,436325081c,Tbilisi,Mega Hash 0.5 gr,Cannabis,Cannabis,Resin,0.5,0.0,49.0,0.0,0.0,98.0,0.0,0.0,0.0,10
3693,2020-03-03,-6952969392168773147,c225d2f67d,Tbilisi,Gashish Evro 20gr,Cannabis,Cannabis,Resin,20.0,0.0,777.0,0.0,0.0,38.85,0.0,0.0,0.0,10
3694,2020-03-03,-6450377019503023818,64284550d9,Tbilisi,1G -- FOTO RABOTAET -> Sativa,Cannabis,Cannabis,Cannabis,1.0,19.0,35.0,19.0,665.0,35.0,0.0,0.0,0.0,10
3695,2020-03-03,-5675453161226274542,366326d4d6,Tbilisi,5gr. Columbian Cocaine NEW SALE! SALE!**************NEW SALE! SALE!,Cocaine,Cocaine,Cocaine,5.0,0.0,850.0,0.0,0.0,170.0,0.0,0.0,0.0,10
3696,2020-03-03,-5484414526929228794,366326d4d6,Tbilisi,"0,5gr. Columbian Cocaine NEW SALE! SALE!**************NEW SALE! SALE!",Cocaine,Cocaine,Cocaine,0.5,0.0,109.0,0.0,0.0,218.0,0.0,0.0,0.0,10
3697,2020-03-03,-5455496920628892940,adf2d19b92,Tbilisi,Subotex B8 Francce,Opiates/Opiate Substitutes,Buprenorphine,Buprenorphine,1.4,0.0,280.0,0.0,0.0,200.0,0.0,0.0,0.0,10
3698,2020-03-03,-5438851682042996818,ef3dc4de6c,Tbilisi,Extasy GUCCI 100sht. ves tabletki 450mg,MDMA,MDMA,Pill,100.0,0.0,2000.0,0.0,0.0,20.0,0.0,0.0,0.0,10
3699,2020-03-03,-5168820372848283210,8219f5e7b8,Tbilisi,"LSD - 250 ug, 10 pieces",Pychedelics,LSD,LSD,10.0,0.0,300.0,0.0,0.0,30.0,0.0,0.0,0.0,10
3700,2020-03-03,-4923434729326366894,8ddca45a78,Tbilisi,3g MIX / PURPLE HAZE + BLUE CHEESE + NORTHERN LIGHTS / BTC -10%,Cannabis,Cannabis,Cannabis,3.0,0.0,110.0,0.0,0.0,36.66666666666666,1.0,3.0,110.0,10
