,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Didube,€,Дигоми,Varketili,Vake,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
102,13-02-2020 05:56:33,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.1884,126094,49280,4384,2000,,,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
103,13-02-2020 05:56:33,Tbilisi,9VVG,ToWeedShop,Hybrid Skunk! 100 gr,True,нет,1,Тбилиси,100 гр,0.1696,113485,44352,3945,1800,,,,,,,,,,,,Hybrid Skunk! 100 gr
104,13-02-2020 05:56:33,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2355,157618,61600,5480,2500,,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
105,13-02-2020 05:56:33,Tbilisi,F8K,BestAcid,"марки 25i-nbome 2,5mg (100шт)",True,нет,2,Тбилиси,100 гр,0.0368,27110,10595,943,430,,,,,,,,,,,,"marki 25i-nbome 2,5mg (100sht)"
106,13-02-2020 05:56:33,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.4334,290016,113344,10083,4600,,,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
107,13-02-2020 05:56:33,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.7066,472853,184800,16439,7500,,,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
108,13-02-2020 05:56:33,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.8008,535900,209440,18631,8500,,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
109,13-02-2020 05:56:33,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,1,нет,Тбилиси,1 гр,0.0171,12609,4928,438,200,,,,,,,,,,,,KURYER..500RUB.+BONUS
110,13-02-2020 05:56:33,Tbilisi,3TGJ9,Elegant,Требуется Курьер,True,1,нет,Тбилиси,1 гр,0.0171,12609,4928,438,200,,,,,,,,,,,,Trebuetsja Kur'er
111,13-02-2020 05:56:33,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0188,12609,4928,438,200,,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
112,13-02-2020 05:56:33,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0236,15762,6160,548,250,,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
113,13-02-2020 05:56:33,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.4261,945705,369600,32879,15000,,,,,,,,,,,,Vakansija optovogo kur'era na mef
114,13-02-2020 05:57:57,Batumi,XH0NP,XX-PABLO-XX,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE - SALE - SALE ),,6,10,Батуми,0.27 гр,0.0215,14312,5593,498,227,,,,,,,,,True,,,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE - SALE - SALE )
115,13-02-2020 05:57:57,Batumi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),,нет,19,Батуми,5 гр,0.0171,12609,4928,438,200,,,,,,,,,True,,,Metamfetamin ratsemat 5 g. (MQ)
116,13-02-2020 05:57:57,Batumi,9VVG,ToWeedShop,Hybrid Skunk! 50 gr,,нет,2,Батуми,50 гр,0.0892,59895,23408,2082,950,,,,,,,,,True,,,Hybrid Skunk! 50 gr
117,13-02-2020 05:57:57,Batumi,9VVG,ToWeedShop,Hybrid Skunk! 100 gr,,нет,1,Батуми,100 гр,0.169,113485,44352,3945,1800,,,,,,,,,True,,,Hybrid Skunk! 100 gr
118,13-02-2020 05:57:57,Batumi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.2844,189141,73920,6576,3000,,,,,,,,,True,,,SUBOXIN - HQ - 100 G.
119,13-02-2020 05:57:57,Batumi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,5,Батуми,150 гр,0.237,157618,61600,5480,2500,,,,,,,,,True,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
120,13-02-2020 05:57:57,Batumi,O9SXJ,Parnavaz,"Приходите к нам работать вторым кладменом (кладчик, курьер)",,1,нет,Батуми,1 гр,0.0095,6305,2464,219,100,,,,,,,,,True,,,"Prihodite k nam rabotat' vtorym kladmenom (kladchik, kur'er)"
121,13-02-2020 05:57:57,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0043,3152,1232,110,50,,,,,,,,,True,,,kur'er v Batumi
122,13-02-2020 05:57:57,Batumi,5SSE9,BIGBROSH0P,Вакансия Курьера в Батуми,,1,нет,Батуми,3 гр,0.0043,3152,1232,110,50,,,,,,,,,True,,,Vakansija Kur'era v Batumi
123,13-02-2020 05:57:57,Batumi,5SSE9,BIGBROSH0P,Вакансия Курьера в Батуми,,1,нет,Батуми,5 гр,0.0068,5000,2301,174,,,,,,,,,,True,,,Vakansija Kur'era v Batumi
124,13-02-2020 05:57:57,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0213,15762,6160,548,250,,,,,,,,,True,,,Ischu kur'era v Gruzii!
125,13-02-2020 05:57:57,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.4208,945705,369600,32879,15000,,,,,,,,,True,,,Vakansija optovogo kur'era na mef
126,13-02-2020 05:57:57,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0469,31524,12320,1096,500,,,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
127,13-02-2020 05:59:01,Kutaisi,O9SXJ,Parnavaz,"Шишки/weeds Afghan Kush, - 0,5г - Удобные клады в подъездах",,3,нет,Кутаиси,0.5 гр,0.0019,1261,493,44,20,,,,,,,,,,,True,"Shishki/weeds Afghan Kush, - 0,5g - Udobnye klady v pod'ezdah"
128,13-02-2020 05:59:01,Kutaisi,O9SXJ,Parnavaz,"Шишки/weed Afghan Kush, 1г - Удобные клады в подъездах",,4,нет,Кутаиси,1 гр,0.0035,2333,912,81,37,,,,,,,,,,,True,"Shishki/weed Afghan Kush, 1g - Udobnye klady v pod'ezdah"
129,13-02-2020 05:59:01,Kutaisi,O9SXJ,Parnavaz,Шишки / weeds Afghan Kush - 2г,,2,нет,Кутаиси,2 гр,0.007,4665,1823,162,74,,,,,,,,,,,True,Shishki / weeds Afghan Kush - 2g
130,13-02-2020 05:59:01,Kutaisi,O9SXJ,Parnavaz,"Шишки / Weed Afghan Kush, 3g",,2,3,Кутаиси,3 гр,0.01,6620,2587,230,105,,,,,,,,,,,True,"Shishki / Weed Afghan Kush, 3g"
131,13-02-2020 05:59:01,Kutaisi,O9SXJ,Parnavaz,"Приходите к нам работать вторым кладменом (кладчик, курьер)",,1,нет,Кутаиси,1 гр,0.0095,6305,2464,219,100,,,,,,,,,,,True,"Prihodite k nam rabotat' vtorym kladmenom (kladchik, kur'er)"
