,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,€,Vake,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
10,10,07-02-2020 02:17:34,Tbilisi,8ec76151d3,Metadon VHQ 0.5 24/7,True,2,нет,Тбилиси,0.5 гр,0.0271,18839,7440,648,300.0,,,,,,,,,Metadon VHQ 0.5 24/7
11,11,07-02-2020 02:17:34,Tbilisi,dd631c4acf,❄❄❄0.5g HQ COCAINE❄❄❄,True,1,нет,Тбилиси,0.5 гр,0.0099,6217,2455,214,99.0,,,,,,,,,❄❄❄0.5g HQ COCAINE❄❄❄
12,12,07-02-2020 02:17:34,Tbilisi,97bbc3dfd6,SUBUTEX B8 (ORIGINAL) 0.8 гр. (1 штука) ВНИМАНИЕ! НЕДЕЛЬНАЯ РАСПРОДАЖА! 120$!,True,14,нет,Тбилиси,0.8 гр,0.0119,7536,2976,259,120.0,,,,,,,,,SUBUTEX B8 (ORIGINAL) 0.8 gr. (1 shtuka) VNIMANIE! NEDEL'NAJa RASPRODAZhA! 120$!
13,13,07-02-2020 02:17:34,Tbilisi,89f7212915,1 G Hybrid Marijuana Buds За BТС 10% СКИДКА,True,12,нет,Тбилиси,1 гр,0.0041,2826,1116,97,45.0,,,,,,,,,1 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
14,14,07-02-2020 02:17:34,Tbilisi,21de5577be,1 gr. Auto Jamaica Feminized 100% Natural/Hybrid/ IMPORT,,2,нет,Тбилиси,1 гр,0.0047,2952,1166,102,47.0,True,,,,,,,,1 gr. Auto Jamaica Feminized 100% Natural/Hybrid/ IMPORT
15,15,07-02-2020 02:17:34,Tbilisi,64284550d9,1G -- AK-47 -> Sativa,,4,нет,Тбилиси,1 гр,0.0038,2449,967,84,39.0,True,,,,,,,,1G -- AK-47 -> Sativa
16,16,07-02-2020 02:17:34,Tbilisi,3e177bb968,1gr Pineapple chunk VHQ Buds Imported quality,True,1,нет,Тбилиси,1 гр,0.0048,3014,1190,104,48.0,,,,,,,,,1gr Pineapple chunk VHQ Buds Imported quality
17,17,07-02-2020 02:17:34,Tbilisi,7ee4f68218,1gr mdma (скидка в биткоин 5%),True,2,нет,Тбилиси,1 гр,0.0089,5872,2319,202,,,85.0,,,,,,,1gr mdma (skidka v bitkoin 5%)
18,18,07-02-2020 02:17:34,Tbilisi,366326d4d6,1gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!,True,1,нет,Тбилиси,1 гр,0.0199,12434,4910,428,198.0,,,,,,,,,1gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!
19,19,07-02-2020 02:17:34,Tbilisi,8ec76151d3,Apvp VHQ 1g 24/7,True,5,нет,Тбилиси,1 гр,0.0119,7536,2976,259,120.0,,,,,,,,,Apvp VHQ 1g 24/7
20,20,07-02-2020 02:17:34,Tbilisi,8219f5e7b8,"Cocaine, 1g",True,4,нет,Тбилиси,1 гр,0.0221,13816,5456,476,220.0,,,,,,,,,"Cocaine, 1g"
21,21,07-02-2020 02:17:34,Tbilisi,28bf667d16,Crystal Mephedrone 1g,True,2,нет,Тбилиси,1 гр,0.0108,6845,2703,236,109.0,,,,,,,,,Crystal Mephedrone 1g
22,22,07-02-2020 02:17:34,Tbilisi,2fdc22f2b2,HASH Mexicana 1 g SALE -10% for bitcoin.,True,1,нет,Тбилиси,1 гр,0.0065,4490,1773,155,,,65.0,,,,,,,HASH Mexicana 1 g SALE -10% for bitcoin.
23,23,07-02-2020 02:17:34,Tbilisi,8219f5e7b8,Ketamine 1g,True,15,нет,Тбилиси,1 гр,0.01,6280,2480,216,100.0,,,,,,,,,Ketamine 1g
24,24,07-02-2020 02:17:34,Tbilisi,366326d4d6,Ketamine 1g.,True,2,нет,Тбилиси,1 гр,0.0089,5589,2207,192,89.0,,,,,,,,,Ketamine 1g.
25,25,07-02-2020 02:17:34,Tbilisi,be97026d1d,MDMA from Europe!!! 1.0g BTC SALE 5%,True,3,нет,Тбилиси,1 гр,0.0093,5966,2356,205,95.0,,,,,,,,,MDMA from Europe!!! 1.0g BTC SALE 5%
26,26,07-02-2020 02:17:34,Tbilisi,8ec76151d3,Metadon VHQ 1 24/7,True,2,нет,Тбилиси,1 гр,0.0452,31399,12400,1081,500.0,,,,,,,,,Metadon VHQ 1 24/7
27,27,07-02-2020 02:17:34,Tbilisi,1768a14bbd,NEW SALE Cocaine HQ 1 гр.,True,6,нет,Тбилиси,1 гр,0.018000000000000002,11241,4439,387,179.0,,,,,,,,,NEW SALE Cocaine HQ 1 gr.
28,28,07-02-2020 02:17:34,Tbilisi,c72111ac1a,NZT-52 mind storm limited 1г мука,True,7,нет,Тбилиси,1 гр,0.0126,8792,3472,303,140.0,,,,,,,,,NZT-52 mind storm limited 1g muka
29,29,07-02-2020 02:17:34,Tbilisi,7ee4f68218,cocaine 1g HQ / кокаин 1 гр (скидка в биткоин),True,2,нет,Тбилиси,1 гр,0.0172,11304,4464,389,180.0,,,,,,,,,cocaine 1g HQ / kokain 1 gr (skidka v bitkoin)
30,30,07-02-2020 02:17:34,Tbilisi,d04eeb6525,Кокаин HQ 1г.,True,3,нет,Тбилиси,1 гр,0.0186,11869,4687,409,189.0,,,,,,,,,Kokain HQ 1g.
31,31,07-02-2020 02:17:34,Tbilisi,b2c155ffa7,Кокаин КОЛУМБИА 1g,,4,нет,Тбилиси,1 гр,0.0198,12497,4935,430,199.0,,,True,,,,,,Kokain KOLUMBIA 1g
32,32,07-02-2020 02:18:04,Tbilisi,e8a987a33c,"Метадон, 1gr",True,6,нет,Тбилиси,1 гр,0.0447,28259,11160,973,450.0,,,,,,,,,"Metadon, 1gr"
33,33,07-02-2020 02:18:04,Tbilisi,6b3ed5f127,мощный гибрид /hybrid weed 1g strong,,12,нет,Тбилиси,1 гр,0.0032,2198,868,76,35.0,True,,,,,,,,moschnyj gibrid /hybrid weed 1g strong
34,34,07-02-2020 02:18:04,Tbilisi,dd631c4acf,✨ 1g. MDMA ✨,True,3,нет,Тбилиси,1 гр,0.0109,6845,2703,236,109.0,,,,,,,,,✨ 1g. MDMA ✨
35,35,07-02-2020 02:18:04,Tbilisi,dd631c4acf,❄1g. New COCAINE!!❄,True,2,нет,Тбилиси,1 гр,0.0181,11304,4464,389,180.0,,,,,,,,,❄1g. New COCAINE!!❄
36,36,07-02-2020 02:18:04,Tbilisi,64284550d9,2G -- AK-47 -> Sativa,,4,нет,Тбилиси,2 гр,0.0071,4584,1810,158,73.0,True,,,,,,,,2G -- AK-47 -> Sativa
37,37,07-02-2020 02:18:04,Tbilisi,366326d4d6,2gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!,True,5,нет,Тбилиси,2 гр,0.0362,22607,8928,778,360.0,,,,,,,,,2gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!
38,38,07-02-2020 02:18:04,Tbilisi,be97026d1d,Columbia Cocaine VHQ 2.0g BTC SALE 5%,True,2,нет,Тбилиси,2 гр,0.0375,24177,9548,832,385.0,,,,,,,,,Columbia Cocaine VHQ 2.0g BTC SALE 5%
39,39,07-02-2020 02:18:04,Tbilisi,8219f5e7b8,Ketamine 2 g,True,4,нет,Тбилиси,2 гр,0.0181,11304,4464,389,180.0,,,,,,,,,Ketamine 2 g
40,40,07-02-2020 02:18:04,Tbilisi,8219f5e7b8,"LSD - 250 ug, 2 pieces",True,2,нет,Тбилиси,2 гр,0.006999999999999999,4396,1736,151,70.0,,,,,,,,,"LSD - 250 ug, 2 pieces"
41,41,07-02-2020 02:18:04,Tbilisi,c72111ac1a,NZT-52 mind storm limited 2г мука,True,8,нет,Тбилиси,2 гр,0.0217,15071,5952,519,240.0,,,,,,,,,NZT-52 mind storm limited 2g muka
42,42,07-02-2020 02:18:04,Tbilisi,d04eeb6525,Кокаин HQ 2г.,True,6,нет,Тбилиси,2 гр,0.0362,23800,9399,819,379.0,,,,,,,,,Kokain HQ 2g.
43,43,07-02-2020 02:18:04,Tbilisi,013e75d78f,C O C A i N E 2 g +0.1 g падарка.,True,5,нет,Тбилиси,2.1 гр,0.0333,21037,8308,724,335.0,,,,,,,,,C O C A i N E 2 g +0.1 g padarka.
44,44,07-02-2020 02:18:04,Tbilisi,366326d4d6,3LSD !!!NEW!!! 3LSD ALBERT HOFFMAN 200ug,True,2,нет,Тбилиси,3 гр,0.0099,6217,2455,214,99.0,,,,,,,,,3LSD !!!NEW!!! 3LSD ALBERT HOFFMAN 200ug
45,45,07-02-2020 02:18:04,Tbilisi,c9a56b2b4a,3x Extasy Duracell 280mg,True,5,нет,Тбилиси,3 гр,0.0105,6594,2604,227,105.0,,,,,,,,,3x Extasy Duracell 280mg
46,46,07-02-2020 02:18:04,Tbilisi,dd631c4acf,3г. SPEED Амфетамин стимулятор,True,4,нет,Тбилиси,3 гр,0.0099,6217,2455,214,99.0,,,,,,,,,3g. SPEED Amfetamin stimuljator
47,47,07-02-2020 02:18:04,Tbilisi,99accec7c7,GASHISH 3 gr лучшая цена,True,2,нет,Тбилиси,3 гр,0.0161,10362,4092,357,165.0,True,,,,,,,,GASHISH 3 gr luchshaja tsena
48,48,07-02-2020 02:18:04,Tbilisi,c72111ac1a,NZT-52 mind storm limited 3г мука,True,1,нет,Тбилиси,3 гр,0.0307,21351,8432,735,340.0,,,,,,,,,NZT-52 mind storm limited 3g muka
49,49,07-02-2020 02:18:04,Tbilisi,dd631c4acf,️‍🤩🌈️‍🌈️‍🌈3 LSD 200ug.🌈️‍🌈️‍🌈🤩,True,1,нет,Тбилиси,3 гр,0.0099,6217,2455,214,99.0,,,,,,,,,️‍🤩🌈️‍🌈️‍🌈3 LSD 200ug.🌈️‍🌈️‍🌈🤩
50,50,07-02-2020 02:18:04,Tbilisi,dd631c4acf,💊💊💊3 ecstasy Tekashi69💊💊💊,True,3,нет,Тбилиси,3 гр,0.0116,7222,2852,249,115.0,,,,,,,,,💊💊💊3 ecstasy Tekashi69💊💊💊
51,51,07-02-2020 02:18:04,Tbilisi,9795761a65,*new* Cocaine peru HQ 5 gr BTC -10 %,True,2,нет,Тбилиси,5 гр,0.0768,53378,21080,1837,850.0,,,,,,,,,*new* Cocaine peru HQ 5 gr BTC -10 %
52,52,07-02-2020 02:18:04,Tbilisi,ad9cb826c6,"5 Grm MDMA , Purity A +++",True,1,нет,Тбилиси,5 гр,0.0289,20095,7936,692,320.0,,,,,,,,,"5 Grm MDMA , Purity A +++"
53,53,07-02-2020 02:18:04,Tbilisi,366326d4d6,5gr. Columbian Cocaine NEW SALE! SALE!**************NEW SALE! SALE!,True,1,нет,Тбилиси,5 гр,0.0854,53378,21080,1837,850.0,,,,,,,,,5gr. Columbian Cocaine NEW SALE! SALE!**************NEW SALE! SALE!
54,54,07-02-2020 02:18:04,Tbilisi,c9a56b2b4a,5x Extasy Duracell 280mg MDMA.,True,4,нет,Тбилиси,5 гр,0.0176,10990,4340,378,175.0,,,,,,,,,5x Extasy Duracell 280mg MDMA.
55,55,07-02-2020 02:18:04,Tbilisi,8219f5e7b8,"LSD - 250 ug, 5 pieces",True,4,нет,Тбилиси,5 гр,0.0151,9420,3720,324,150.0,,,,,,,,,"LSD - 250 ug, 5 pieces"
56,56,07-02-2020 02:18:04,Tbilisi,e501bd0ada,gorilla glue 5 g,,2,нет,Тбилиси,5 гр,0.0158,10990,4340,378,175.0,True,,,,,,,,gorilla glue 5 g
57,57,07-02-2020 02:18:04,Tbilisi,c225d2f67d,гашиш евро 5г,True,3,нет,Тбилиси,5 гр,0.02,13188,5208,454,210.0,,,,,,,,,gashish evro 5g
58,58,07-02-2020 02:18:04,Tbilisi,b01f16ca19,"10g. Шишки Amnesia Haze, Сатива",,1,нет,Тбилиси,10 гр,0.0397,25056,9895,862,399.0,True,,,,,,,,"10g. Shishki Amnesia Haze, Sativa"
59,59,07-02-2020 02:18:04,Tbilisi,ef3dc4de6c,Extasy GUCCI 10шт. вес таблетки 450mg,True,5,нет,Тбилиси,10 гр,0.0266,16767,6622,577,267.0,,,,,,,,,Extasy GUCCI 10sht. ves tabletki 450mg
60,60,07-02-2020 02:18:04,Tbilisi,c225d2f67d,гашиш евро 10г,True,2,нет,Тбилиси,10 гр,0.0382,25119,9920,865,400.0,,,,,,,,,gashish evro 10g
61,61,07-02-2020 02:18:04,Tbilisi,ce6827deee,"марки 25i-nbome 2,5mg (10шт)",True,22,нет,Тбилиси,10 гр,0.009000000000000001,6280,2480,216,100.0,,,,,,,,,"marki 25i-nbome 2,5mg (10sht)"
62,62,07-02-2020 02:18:04,Tbilisi,9795761a65,* SALE * COCAINE Peru 11 gr BTC -30 %,True,2,нет,Тбилиси,11 гр,0.11599999999999999,103626,40920,3568,,,1500.0,,,,,,,* SALE * COCAINE Peru 11 gr BTC -30 %
63,63,07-02-2020 02:18:04,Tbilisi,c9a56b2b4a,15x Extasy Duracell 280mg MDMA.,True,1,10,Тбилиси,15 гр,0.0447,28259,11160,973,450.0,,,,,,,,,15x Extasy Duracell 280mg MDMA.
64,64,07-02-2020 02:18:04,Tbilisi,8219f5e7b8,"LSD - 250 ug, 20 pieces",True,1,нет,Тбилиси,20 гр,0.0402,25119,9920,865,400.0,,,,,,,,,"LSD - 250 ug, 20 pieces"
65,65,07-02-2020 02:18:04,Tbilisi,c225d2f67d,Гашиш Евро 20гр,True,1,нет,Тбилиси,20 гр,0.0741,48794,19270,1679,777.0,,,,,,,,,Gashish Evro 20gr
66,66,07-02-2020 02:18:04,Tbilisi,9795761a65,* SALE *COCAINE Peru 20+2 gr,True,2,нет,Тбилиси,22 гр,0.2011,179618,70928,6184,,,2600.0,,,,,,,* SALE *COCAINE Peru 20+2 gr
67,67,07-02-2020 02:18:04,Tbilisi,9795761a65,Exstasy blue punisher 25 шт BTC -10%,True,1,нет,Тбилиси,25 гр,0.0768,53378,21080,1837,850.0,,,,,,,,,Exstasy blue punisher 25 sht BTC -10%
68,68,07-02-2020 02:18:50,Tbilisi,f8a875c191,Метадон - (KRISTAL) - VHQ - 0.27 G (SALE),True,нет,4,Тбилиси,0.27 гр,0.0251,15699,6200,540,250.0,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.27 G (SALE)
69,69,07-02-2020 02:18:50,Tbilisi,f8a875c191,Метадон - (KRISTAL) - VHQ - 0.35 G (SALE),True,нет,5,Тбилиси,0.35 гр,0.0352,21979,8680,757,350.0,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.35 G (SALE)
70,70,07-02-2020 02:18:50,Tbilisi,f8a875c191,Метадон - (KRISTAL) - VHQ - 1 G (SALE),True,нет,5,Тбилиси,1 гр,0.0603,37679,14880,1297,600.0,,,,,,,,,Metadon - (KRISTAL) - VHQ - 1 G (SALE)
71,71,07-02-2020 02:18:50,Tbilisi,7c395c455d,2 gr mdma Кристаллы очен силни импорт с европи,True,нет,2,Тбилиси,2 гр,0.0219,13816,5456,476,220.0,,,,,,,,,2 gr mdma Kristally ochen silni import s evropi
72,72,07-02-2020 02:18:50,Tbilisi,7c395c455d,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,10,Тбилиси,4 гр,0.0398,25119,9920,865,400.0,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
73,73,07-02-2020 02:18:50,Tbilisi,bb1791277e,5 gr GORILLA GLUE марихуана BUDS saburtalo!! если платите с бтк скидка 1%,True,нет,9,Тбилиси,5 гр,0.0239,15071,5952,519,240.0,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS saburtalo!! esli platite s btk skidka 1%
74,74,07-02-2020 02:18:50,Tbilisi,cb721d4bca,5 gr Шишки “OG KUSH VHQ”,True,нет,10,Тбилиси,5 гр,0.0249,15699,6200,540,250.0,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
75,75,07-02-2020 02:18:50,Tbilisi,ce030318fd,"5g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)",True,нет,9,Тбилиси,5 гр,0.1356,94197,37200,3242,1500.0,,,,,,,,,"5g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)"
76,76,07-02-2020 02:18:50,Tbilisi,bb1791277e,5gr Cream Cookies Auto марихуана BUDS saburtalo !! если платите с бтк скидка 10% !!,True,нет,2,Тбилиси,5 гр,0.0249,15699,6200,540,250.0,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS saburtalo !! esli platite s btk skidka 10% !!
77,77,07-02-2020 02:18:50,Tbilisi,cb721d4bca,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,10,Тбилиси,5 гр,0.0249,15699,6200,540,250.0,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
78,78,07-02-2020 02:18:50,Tbilisi,cb721d4bca,"5gr WHITE WIDOW марихуана шишки, Оплата BITCOIN -10% Скидка.",True,нет,4,Тбилиси,5 гр,0.0198,12497,4935,430,199.0,,,,,,,,,"5gr WHITE WIDOW marihuana shishki, Oplata BITCOIN -10% Skidka."
79,79,07-02-2020 02:18:50,Tbilisi,bb1791277e,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,4,Тбилиси,5 гр,0.0249,15699,6200,540,250.0,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
80,80,07-02-2020 02:18:50,Tbilisi,1dfc50c91e,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0198,13753,5431,473,219.0,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
81,81,07-02-2020 02:18:50,Tbilisi,851e5b91a0,"Doctor Jamaica (Only Buds, IMPORT) Шишки(всегда подъезд) 5G (BTC sale 10%)",True,нет,3,Тбилиси,5 гр,0.0189,13125,5183,452,209.0,,,,,,,,,"Doctor Jamaica (Only Buds, IMPORT) Shishki(vsegda pod'ezd) 5G (BTC sale 10%)"
82,82,07-02-2020 02:18:50,Tbilisi,851e5b91a0,"Jack Herer - (Only Buds, IMPORT) Шишки(всегда подъезд) 5G (BTC sale 10%)",True,нет,5,Тбилиси,5 гр,0.0189,13125,5183,452,209.0,,,,,,,,,"Jack Herer - (Only Buds, IMPORT) Shishki(vsegda pod'ezd) 5G (BTC sale 10%)"
83,83,07-02-2020 02:18:50,Tbilisi,851e5b91a0,"NEW! O.G. Kush - (Only Buds, IMPORT) Шишки(всегда подъезд) 5G (BTC sale 10%)",True,нет,5,Тбилиси,5 гр,0.0189,13125,5183,452,209.0,,,,,,,,,"NEW! O.G. Kush - (Only Buds, IMPORT) Shishki(vsegda pod'ezd) 5G (BTC sale 10%)"
84,84,07-02-2020 02:18:50,Tbilisi,bb1791277e,NORTHEN LIGHTS 5 gr марихуана SABURTALO! если платите с бтк скидка 10% !!,True,нет,10,Тбилиси,5 гр,0.0249,15699,6200,540,250.0,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana SABURTALO! esli platite s btk skidka 10% !!
85,85,07-02-2020 02:18:50,Tbilisi,ea97036e14,Метамфетамин рацемат 5 г. (MQ),True,нет,19,Тбилиси,5 гр,0.0181,12560,4960,432,200.0,,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
86,86,07-02-2020 02:18:50,Tbilisi,16be2c8499,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2016,140000,64421,4814,,,,,,,,,,reagent 25i nbome. 5gr
87,87,07-02-2020 02:18:50,Tbilisi,16be2c8499,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2712,188393,74400,6485,3000.0,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
88,88,07-02-2020 02:18:50,Tbilisi,dd631c4acf,️‍🌈️‍🌈️‍🌈️‍🌈️‍🌈5шт. L S D 200ug.🌈️‍🌈️‍🌈️‍🌈️‍🌈,True,нет,4,Тбилиси,5 гр,0.019,11869,4687,409,189.0,,,,,,,,,️‍🌈️‍🌈️‍🌈️‍🌈️‍🌈5sht. L S D 200ug.🌈️‍🌈️‍🌈️‍🌈️‍🌈
89,89,07-02-2020 02:18:50,Tbilisi,dd631c4acf,💊💊5. ecstasy Tekashi69💊💊,True,нет,1,Тбилиси,5 гр,0.0186,11618,4588,400,185.0,,,,,,,,,💊💊5. ecstasy Tekashi69💊💊
90,90,07-02-2020 02:18:50,Tbilisi,dd631c4acf,💘✨5g. MDMA ✨💘,True,нет,8,Тбилиси,5 гр,0.0491,30708,12127,1057,489.0,,,,,,,,,💘✨5g. MDMA ✨💘
91,91,07-02-2020 02:18:50,Tbilisi,bb1791277e,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,8,Тбилиси,10 гр,0.0397,25056,9895,862,399.0,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
92,92,07-02-2020 02:18:50,Tbilisi,dd631c4acf,10 грам. Амфетамин SPEED,True,нет,5,Тбилиси,10 гр,0.0402,25119,9920,865,400.0,,,,,,,,,10 gram. Amfetamin SPEED
93,93,07-02-2020 02:18:50,Tbilisi,ce030318fd,"10g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)",True,нет,4,Тбилиси,10 гр,0.1808,125595,49600,4323,2000.0,,,,,,,,,"10g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)"
94,94,07-02-2020 02:18:50,Tbilisi,cb721d4bca,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,5,Тбилиси,10 гр,0.0796,50238,19840,1729,800.0,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
95,95,07-02-2020 02:18:50,Tbilisi,851e5b91a0,"Doctor Jamaica (Only Buds, IMPORT) Шишки(всегда подъезд) 10G (BTC sale 10%) (предзаказ будет сделан очень оперативно)",True,нет,5,Тбилиси,10 гр,0.0361,25056,9895,862,399.0,,,,,,,,,"Doctor Jamaica (Only Buds, IMPORT) Shishki(vsegda pod'ezd) 10G (BTC sale 10%) (predzakaz budet sdelan ochen' operativno)"
96,96,07-02-2020 02:18:50,Tbilisi,35c7cbba1f,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2213,139725,55180,4809,2225.0,,,,,,,,,Amfetamin [White] [Import] 10G
97,97,07-02-2020 02:18:50,Tbilisi,dd631c4acf,️‍🌈10. LSD 200ug.🌈,True,нет,3,Тбилиси,10 гр,0.032,20032,7911,690,319.0,,,,,,,,,️‍🌈10. LSD 200ug.🌈
98,98,07-02-2020 02:18:50,Tbilisi,dd631c4acf,💘✨10gram MDMA ✨💘,True,нет,10,Тбилиси,10 гр,0.0812,50741,20038,1747,808.0,,,,,,,,,💘✨10gram MDMA ✨💘
99,99,07-02-2020 02:18:50,Tbilisi,ce030318fd,"20g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)",True,нет,8,Тбилиси,20 гр,0.2983,207232,81840,7133,3300.0,,,,,,,,,"20g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)"
100,100,07-02-2020 02:20:57,Tbilisi,64284550d9,25G -- HYBRID-> Скидка 5% за BTC,True,нет,2,Тбилиси,25 гр,0.0572,37679,14880,1297,600.0,,,,,,,,,25G -- HYBRID-> Skidka 5% za BTC
101,101,07-02-2020 02:20:57,Tbilisi,61bec147f3,50 gr 23% THC Amnesia Haze top quality,True,нет,1,Тбилиси,50 гр,0.1083,75357,29760,2594,1200.0,,,,,,,,,50 gr 23% THC Amnesia Haze top quality
102,102,07-02-2020 02:20:57,Tbilisi,64284550d9,50G -- HYBRID-> Скидка 5% за BTC,True,нет,2,Тбилиси,50 гр,0.0858,56518,22320,1945,900.0,,,,,,,,,50G -- HYBRID-> Skidka 5% za BTC
103,103,07-02-2020 02:20:57,Tbilisi,30f48d507d,Hybrid Skunk! 50 gr,True,нет,2,Тбилиси,50 гр,0.0943,59658,23560,2053,950.0,,,,,,,,,Hybrid Skunk! 50 gr
104,104,07-02-2020 02:20:57,Tbilisi,ef3dc4de6c,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.1986,125595,49600,4323,2000.0,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
105,105,07-02-2020 02:20:57,Tbilisi,30f48d507d,Hybrid Skunk! 100 gr,True,нет,1,Тбилиси,100 гр,0.1788,113036,44640,3891,1800.0,,,,,,,,,Hybrid Skunk! 100 gr
106,106,07-02-2020 02:20:57,Tbilisi,35c7cbba1f,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2483,156994,62000,5404,2500.0,,,,,,,,,Marihuana [Shishki] [Gali] 100G
107,107,07-02-2020 02:20:57,Tbilisi,ce6827deee,"марки 25i-nbome 2,5mg (100шт)",True,нет,2,Тбилиси,100 гр,0.0388,27003,10664,929,430.0,,,,,,,,,"marki 25i-nbome 2,5mg (100sht)"
