,Unnamed: 0,time_stamp,region,sell_code,description,Saburtalo,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Тбилиси,Gldani,Дигоми,€,Didube,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
98,98,18-03-2020 13:00:14,Tbilisi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Тбилиси,400 гр,2.4924,1108344,427500,35510,15000.0,True,,,,,,,,,,Vakansija optovogo kur'era na mef
99,99,18-03-2020 13:00:44,Tbilisi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Тбилиси,400 гр,2.4924,1108344,427500,35510,15000.0,True,,,,,,,,,,Vakansija optovogo kur'era na mef
100,100,18-03-2020 13:01:37,Batumi,c72111ac1a,NZT-52 limited 1 г мука,,30,нет,Батуми,1 гр,0.0285,14039,5415,450,190.0,,,,,,,,True,,,NZT-52 limited 1 g muka
101,101,18-03-2020 13:01:37,Batumi,c72111ac1a,NZT-52 limited 2г мука,,12,нет,Батуми,2 гр,0.0511,25122,9690,805,340.0,,,,,,,,True,,,NZT-52 limited 2g muka
102,102,18-03-2020 13:01:37,Batumi,3ee37c89bb,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.3636,162557,62700,5208,2200.0,,,,,,,,True,,,[100g] SPAIN HASH
103,103,18-03-2020 13:01:37,Batumi,ea97036e14,Метамфетамин рацемат 5 г. (MQ),,нет,15,Батуми,5 гр,0.0301,14778,5700,473,200.0,,,,,,,,True,,,Metamfetamin ratsemat 5 g. (MQ)
104,104,18-03-2020 13:01:37,Batumi,f8a875c191,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.3339,147779,57000,4735,2000.0,,,,,,,,True,,,SUBOXIN - HQ - 100 G.
105,105,18-03-2020 13:01:37,Batumi,f8a875c191,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,3,Батуми,150 гр,0.2504,110834,42750,3551,1500.0,,,,,,,,True,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
106,106,18-03-2020 13:01:37,Batumi,22610cd7c4,курьер в Батуми,,1,нет,Батуми,1 гр,0.015,7389,2850,237,100.0,,,,,,,,True,,,kur'er v Batumi
107,107,18-03-2020 13:01:37,Batumi,012f23b5ea,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0376,18472,7125,592,250.0,,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
108,108,18-03-2020 13:01:37,Batumi,54915c4374,Работа на марки (курьер),,1,нет,Батуми,10 гр,0.0225,11083,4275,355,150.0,,,,,,,,True,,,Rabota na marki (kur'er)
109,109,18-03-2020 13:01:37,Batumi,ce6827deee,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0376,18472,7125,592,250.0,,,,,,,,True,,,Ischu kur'era v Gruzii!
110,110,18-03-2020 13:01:37,Batumi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,2.5017,1108344,427500,35510,15000.0,,,,,,,,True,,,Vakansija optovogo kur'era na mef
111,111,18-03-2020 13:01:37,Batumi,16be2c8499,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0826,36945,14250,1184,500.0,,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
112,112,18-03-2020 13:02:47,Kutaisi,54915c4374,Работа на марки (курьер),,1,нет,Кутаиси,10 гр,0.0225,11083,4275,355,150.0,,,,,,,,,,True,Rabota na marki (kur'er)
