,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Old Tbilisi (Старый город),€,Didube,Авлобари,Батуми,Центр,Кутаиси,desc_en
20,09-03-2020 17:24:14,Tbilisi,91Z98,Avocado,VHQ BEST Cocaine 5g.,True,1,нет,Тбилиси,5 гр,0.0872,57998,21922,1924,859,,,,,,,,,VHQ BEST Cocaine 5g.
21,09-03-2020 17:24:14,Tbilisi,P5MBO,ToppoT,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨,,3,нет,Тбилиси,10 гр,0.0407,24644,9315,817,365,,,,True,,,,,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨
22,09-03-2020 17:24:14,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 10шт. вес таблетки 450mg,True,3,нет,Тбилиси,10 гр,0.0298,18027,6814,598,267,,,,,,,,,Extasy GUCCI 10sht. ves tabletki 450mg
23,09-03-2020 17:24:14,Tbilisi,SM7B,SWEETWEED,гашиш евро 10г,True,2,нет,Тбилиси,10 гр,0.0428,27007,10208,896,400,,,,,,,,,gashish evro 10g
24,09-03-2020 17:24:14,Tbilisi,SM7B,SWEETWEED,Гашиш Евро 20гр,True,1,нет,Тбилиси,20 гр,0.0832,52461,19829,1740,777,,,,,,,,,Gashish Evro 20gr
25,09-03-2020 17:24:14,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - TBILISI- 0.27 G,True,7,5,Тбилиси,0.27 гр,0.0304,18230,6890,605,270,,,,,,,,,Metadon - (KRISTAL) - VHQ - TBILISI- 0.27 G
26,09-03-2020 17:24:14,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 1.1 G (SALE),True,нет,5,Тбилиси,1.1 гр,0.0733,43886,16588,1456,650,,,,,,,,,Metadon - (KRISTAL) - VHQ - 1.1 G (SALE)
27,09-03-2020 17:24:14,Tbilisi,9VLN,AlienShop,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,3,Тбилиси,3 гр,0.0665,39835,15057,1321,590,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
28,09-03-2020 17:24:14,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,7,Тбилиси,4 гр,0.0447,27007,10208,896,400,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
29,09-03-2020 17:24:14,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0614,37135,14036,1232,550,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
30,09-03-2020 17:24:14,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS saburtalo!! если платите с бтк скидка 1%,True,нет,8,Тбилиси,5 гр,0.0174,10533,3981,349,156,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS saburtalo!! esli platite s btk skidka 1%
31,09-03-2020 17:24:14,Tbilisi,SF03,CRAZYFROG,5 gr Шишки “OG KUSH VHQ”,True,нет,10,Тбилиси,5 гр,0.0222,13436,5078,446,199,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
32,09-03-2020 17:24:14,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS saburtalo !! если платите с бтк скидка 10% !!,True,нет,2,Тбилиси,5 гр,0.0179,10803,4083,358,160,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS saburtalo !! esli platite s btk skidka 10% !!
33,09-03-2020 17:24:14,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,10,Тбилиси,5 гр,0.0222,13436,5078,446,199,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
34,09-03-2020 17:24:14,Tbilisi,SF03,CRAZYFROG,"5gr WHITE WIDOW марихуана шишки, Оплата BITCOIN -10% Скидка.",True,нет,2,Тбилиси,5 гр,0.0222,13436,5078,446,199,,,,,,,,,"5gr WHITE WIDOW marihuana shishki, Oplata BITCOIN -10% Skidka."
35,09-03-2020 17:25:06,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана SABURTALO! если платите с бтк скидка 10% !!,True,нет,10,Тбилиси,5 гр,0.0168,10128,3828,336,150,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana SABURTALO! esli platite s btk skidka 10% !!
36,09-03-2020 17:25:06,Tbilisi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),True,нет,15,Тбилиси,5 гр,0.0204,13504,5104,448,200,,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
37,09-03-2020 17:25:06,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2864,190000,87429,6311,,,,,,,,,,reagent 25i nbome. 5gr
38,09-03-2020 17:25:06,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.3054,202553,76560,6719,3000,,True,,,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
39,09-03-2020 17:25:06,Tbilisi,9VLN,AlienShop,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,3,Тбилиси,5 гр,0.0971,57998,21922,1924,859,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
40,09-03-2020 17:25:06,Tbilisi,9VLN,AlienShop,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,3,Тбилиси,5 гр,0.0209,12491,4721,414,185,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
41,09-03-2020 17:25:06,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,True,нет,5,Тбилиси,5 гр,0.0553,33016,12479,1095,489,,,,,,,,,💘✨5g. MDMA ✨💘
42,09-03-2020 17:25:06,Tbilisi,9VLN,AlienShop,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩,True,нет,5,Тбилиси,5 гр,0.0372,22213,8396,737,329,,,,,,,,,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩
43,09-03-2020 17:25:06,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,True,нет,3,Тбилиси,5 гр,0.0204,12153,4594,403,180,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
44,09-03-2020 17:25:06,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.1008,60766,22968,2016,900,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
45,09-03-2020 17:25:06,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,5,Тбилиси,10 гр,0.0784,47262,17864,1568,700,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
46,09-03-2020 17:25:06,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,8,Тбилиси,10 гр,0.0447,26939,10182,894,399,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
47,09-03-2020 17:25:06,Tbilisi,NVOG,ProperMgzn,10x Extasy Duracell 223mg MDMA.,True,нет,5,Тбилиси,10 гр,0.0396,23631,8932,784,350,,,,,,,,,10x Extasy Duracell 223mg MDMA.
48,09-03-2020 17:25:06,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,5,Тбилиси,10 гр,0.0896,54014,20416,1792,800,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
49,09-03-2020 17:25:06,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2491,150226,56782,4983,2225,,,,,,,,,Amfetamin [White] [Import] 10G
50,09-03-2020 17:25:06,Tbilisi,9VLN,AlienShop,☃️❄NEW 10g.COCAINE❄☃️,True,нет,9,Тбилиси,10 гр,0.1639,97833,36978,3245,1449,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
51,09-03-2020 17:25:06,Tbilisi,9VLN,AlienShop,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.0417,24914,9417,826,369,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
52,09-03-2020 17:25:06,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,4,Тбилиси,10 гр,0.0338,20188,7630,670,299,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
53,09-03-2020 17:25:06,Tbilisi,9VLN,AlienShop,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.0677,40443,15286,1342,599,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
54,09-03-2020 17:25:06,Tbilisi,ABOAB,ProGrow,25G -- HYBRID-> Скидка 5% за BTC,True,нет,2,Тбилиси,25 гр,0.0752,47262,17864,1568,700,,,,,,,,,25G -- HYBRID-> Skidka 5% za BTC
55,09-03-2020 17:25:06,Tbilisi,EIH4,San4oPan4o,MDMA from Europe!!! 40g,True,нет,1,Тбилиси,40 гр,0.3583,216056,81664,7167,3200,,,,,,,,,MDMA from Europe!!! 40g
56,09-03-2020 17:25:06,Tbilisi,RGIUB,SaintJoint,50 gr 23% THC Amnesia Haze top quality,True,нет,1,Тбилиси,50 гр,0.1221,81021,30624,2688,1200,,,,,,,,,50 gr 23% THC Amnesia Haze top quality
57,09-03-2020 17:25:06,Tbilisi,ABOAB,ProGrow,50G -- HYBRID-> Скидка 5% за BTC,True,нет,1,Тбилиси,50 гр,0.1073,67450,25494,2237,999,,,,,,,,,50G -- HYBRID-> Skidka 5% za BTC
58,09-03-2020 17:25:06,Tbilisi,EIH4,San4oPan4o,MDMA from Europe!!! 50g,True,нет,1,Тбилиси,50 гр,0.4479,270070,102080,8958,4000,,,,,,,,,MDMA from Europe!!! 50g
59,09-03-2020 17:25:06,Tbilisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 70g,True,нет,1,Тбилиси,70 гр,1.1756,708934,267960,23516,10500,,,,,,,,,Columbia Cocaine VHQ 70g
60,09-03-2020 17:25:06,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2239,135035,51040,4479,2000,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
61,09-03-2020 17:25:06,Tbilisi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,True,нет,1,Тбилиси,100 гр,0.2262,135035,51040,4479,2000,,,,,,,,,SUBOXIN - HQ - 100 G.
62,09-03-2020 17:25:06,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2799,168794,63800,5599,2500,,,,,,,,,Marihuana [Shishki] [Gali] 100G
63,09-03-2020 17:25:06,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,True,нет,1,Тбилиси,150 гр,0.1696,101276,38280,3359,1500,,,,,,,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
64,09-03-2020 17:25:06,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.515,310581,117392,10302,4600,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
65,09-03-2020 17:25:06,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.8397,506381,191400,16797,7500,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
66,09-03-2020 17:25:06,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.9517,573899,216920,19037,8500,,,,,,,,,10000sht marki 25i-nbome. predoplata
67,09-03-2020 17:25:06,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,1,нет,Тбилиси,1 гр,0.0204,13504,5104,448,200,,,,,,,,,KURYER..500RUB.+BONUS
68,09-03-2020 17:25:06,Tbilisi,A3I9,Joookerrr,Работа на марки (курьер),True,1,нет,Тбилиси,10 гр,0.0153,10128,3828,336,150,,,,,,,,,Rabota na marki (kur'er)
69,09-03-2020 17:25:33,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0224,13504,5104,448,200,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
70,09-03-2020 17:25:33,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.028,16879,6380,560,250,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
71,09-03-2020 17:25:33,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.6945,1012763,382800,33594,15000,,,,,,,,,Vakansija optovogo kur'era na mef
72,09-03-2020 17:26:59,Batumi,72B,CHINATOWN,NZT-52 limited 1 г мука,,22,нет,Батуми,1 гр,0.0203,13504,5104,448,200,,,,,,True,,,NZT-52 limited 1 g muka
73,09-03-2020 17:26:59,Batumi,CL7K,go420times,ORANGE PUNCH [1g],,3,нет,Батуми,1 гр,0.0067,4051,1531,134,60,,,,,,True,,,ORANGE PUNCH [1g]
74,09-03-2020 17:26:59,Batumi,72B,CHINATOWN,NZT-52 limited 2г мука,,13,нет,Батуми,2 гр,0.0366,24306,9187,806,360,,,,,,True,,,NZT-52 limited 2g muka
75,09-03-2020 17:26:59,Batumi,Z9UT,Rainbow,Super Critical HIGHEST QUALITY 2G,,1,нет,Батуми,2 гр,0.0112,6752,2552,224,100,,,,,,,True,,Super Critical HIGHEST QUALITY 2G
76,09-03-2020 17:26:59,Batumi,Z9UT,Rainbow,Super Critical HIGHEST QUALITY 5G,,2,нет,Батуми,5 гр,0.028,16879,6380,560,250,,,,,,,True,,Super Critical HIGHEST QUALITY 5G
77,09-03-2020 17:26:59,Batumi,9VVG,ToWeedShop,Skunk! 50 gr.,,1,нет,Батуми,50 гр,0.1678,101276,38280,3359,1500,,,,,,True,,,Skunk! 50 gr.
78,09-03-2020 17:26:59,Batumi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - BATUMI - 0.27 G,,1,5,Батуми,0.27 гр,0.0305,18230,6890,605,270,,,,,,True,,,Metadon - (KRISTAL) - VHQ - BATUMI - 0.27 G
79,09-03-2020 17:26:59,Batumi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),,нет,16,Батуми,5 гр,0.0203,13504,5104,448,200,,,,,,True,,,Metamfetamin ratsemat 5 g. (MQ)
80,09-03-2020 17:26:59,Batumi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.226,135035,51040,4479,2000,,,,,,True,,,SUBOXIN - HQ - 100 G.
81,09-03-2020 17:26:59,Batumi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,3,Батуми,150 гр,0.1695,101276,38280,3359,1500,,,,,,True,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
82,09-03-2020 17:26:59,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0051,3376,1276,112,50,,,,,,True,,,kur'er v Batumi
83,09-03-2020 17:26:59,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0254,16879,6380,560,250,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
84,09-03-2020 17:26:59,Batumi,A3I9,Joookerrr,Работа на марки (курьер),,1,нет,Батуми,10 гр,0.0153,10128,3828,336,150,,,,,,True,,,Rabota na marki (kur'er)
85,09-03-2020 17:26:59,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0254,16879,6380,560,250,,,,,,True,,,Ischu kur'era v Gruzii!
86,09-03-2020 17:26:59,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.6936,1012763,382800,33594,15000,,,,,,True,,,Vakansija optovogo kur'era na mef
87,09-03-2020 17:26:59,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0559,33759,12760,1120,500,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
88,09-03-2020 17:28:23,Kutaisi,A3I9,Joookerrr,Работа на марки (курьер),,1,нет,Кутаиси,10 гр,0.0153,10128,3828,336,150,,,,,,,,True,Rabota na marki (kur'er)
