,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,€,Vake,Gldani,Didube,Old Tbilisi (Старый город),Авлобари,Центр,Батуми,Кутаиси,desc_en
10,10,25-03-2020 06:42:01,Tbilisi,eb7e03535b,Cocaine Pure VHQ 1g,True,1,нет,Тбилиси,1 гр,0.0255,14903,5330,491,189.0,,,,,,,,,,,Cocaine Pure VHQ 1g
11,11,25-03-2020 06:42:01,Tbilisi,ae784bef73,NEW ! Super Skunk ! NEW ! BUDS ! 1G,True,3,нет,Тбилиси,1 гр,0.0065,3627,1297,120,46.0,,,,,,,,,,,NEW ! Super Skunk ! NEW ! BUDS ! 1G
12,12,25-03-2020 06:42:01,Tbilisi,0a8c230fa2,VHQ BEST Cocaine 1g.,True,3,нет,Тбилиси,1 гр,0.0276,16164,5781,533,205.0,,,,,,,,,,,VHQ BEST Cocaine 1g.
13,13,25-03-2020 06:42:01,Tbilisi,b2c155ffa7,Кокаин КОЛУМБИА 1g,,1,нет,Тбилиси,1 гр,0.0251,14114,5048,465,179.0,,,True,,,,,,,,Kokain KOLUMBIA 1g
14,14,25-03-2020 06:42:01,Tbilisi,61df6a1c90,Метадон 1гр,True,1,нет,Тбилиси,1 гр,0.1148,70964,25380,2340,900.0,,,,,,,,,,,Metadon 1gr
15,15,25-03-2020 06:42:01,Tbilisi,4a91350669,2 Amnesia Haze марихуана шишки тгк 25%,True,3,нет,Тбилиси,2 гр,0.0111,6229,2228,205,79.0,,,,,,,,,,,2 Amnesia Haze marihuana shishki tgk 25%
16,16,25-03-2020 06:42:01,Tbilisi,4a91350669,2 ecstasy red maseratti фотки видно VHQ екстази импорт с США,True,4,нет,Тбилиси,2 гр,0.0126,7096,2538,234,90.0,,,,,,,,,,,2 ecstasy red maseratti fotki vidno VHQ ekstazi import s SShA
17,17,25-03-2020 06:42:01,Tbilisi,cb721d4bca,2 gr Шишки “OG KUSH VHQ”,True,2,нет,Тбилиси,2 гр,0.0111,6229,2228,205,79.0,,,,,,,,,,,2 gr Shishki “OG KUSH VHQ”
18,18,25-03-2020 06:42:01,Tbilisi,4659482266,2g super Skunk top class buds. Indica,,2,нет,Тбилиси,2 гр,0.0112,6229,2228,205,79.0,,,,True,,,,,,,2g super Skunk top class buds. Indica
19,19,25-03-2020 06:42:01,Tbilisi,e56bb6ca93,2gr Indica dominant Buds,,1,нет,Тбилиси,2 гр,0.0075,4652,1664,153,59.0,True,,,,,,,,,,2gr Indica dominant Buds
20,20,25-03-2020 06:42:01,Tbilisi,ae784bef73,Gorilla Glue! 2G ! NEW ! BUDS !,True,2,нет,Тбилиси,2 гр,0.0105,5914,2115,195,75.0,,,,,,,,,,,Gorilla Glue! 2G ! NEW ! BUDS !
21,21,25-03-2020 06:42:01,Tbilisi,54915c4374,Божественный эифорик!!! Марки нбоооом!!! 2 штуки,True,4,нет,Тбилиси,2 гр,0.0046,2839,1015,94,36.0,,,,,,,,,,,Bozhestvennyj eiforik!!! Marki nboooom!!! 2 shtuki
22,22,25-03-2020 06:42:01,Tbilisi,c9a56b2b4a,3x Extasy Duracell 223mg MDMA,True,2,нет,Тбилиси,3 гр,0.0149,8279,2961,273,105.0,,,,,,,,,,,3x Extasy Duracell 223mg MDMA
23,23,25-03-2020 06:42:01,Tbilisi,4659482266,Marijuana Super Skunk leaves 3g plan,,2,нет,Тбилиси,3 гр,0.005,2760,987,91,35.0,,,,True,,,,,,,Marijuana Super Skunk leaves 3g plan
24,24,25-03-2020 06:42:01,Tbilisi,54915c4374,Божественный эифорик!!! Марки нбооооом!!! 3 штуки!!!,True,2,нет,Тбилиси,3 гр,0.0061,3785,1354,125,48.0,,,,,,,,,,,Bozhestvennyj eiforik!!! Marki nbooooom!!! 3 shtuki!!!
25,25,25-03-2020 06:42:01,Tbilisi,4be7861731,metadon sirop 4ml,,1,нет,Тбилиси,4 гр,0.0094,5283,1889,174,67.0,True,,,,,,,,,,metadon sirop 4ml
26,26,25-03-2020 06:42:01,Tbilisi,366326d4d6,!!!NEW!!! 5G Critical KusH !!!NEW!!!,True,3,нет,Тбилиси,5 гр,0.0225,12537,4484,413,159.0,,,,,,,,,,,!!!NEW!!! 5G Critical KusH !!!NEW!!!
27,27,25-03-2020 06:42:01,Tbilisi,366326d4d6,!!!NEW!!! 5G Jack Herer !!!NEW!!!,True,1,нет,Тбилиси,5 гр,0.022000000000000002,12222,4371,403,155.0,,,,,,,,,,,!!!NEW!!! 5G Jack Herer !!!NEW!!!
28,28,25-03-2020 06:42:01,Tbilisi,7ee4f68218,5 gr mdma (скидка в биткоин 5%),True,2,нет,Тбилиси,5 гр,0.0394,23065,8235,761,,,270.0,,,,,,,,,5 gr mdma (skidka v bitkoin 5%)
29,29,25-03-2020 06:42:01,Tbilisi,f4d1c31614,5g MDMA (IMPORTED),True,1,нет,Тбилиси,5 гр,0.0539,31540,11280,1040,400.0,,,,,,,,,,,5g MDMA (IMPORTED)
30,30,25-03-2020 06:42:01,Tbilisi,c9a56b2b4a,5x Extasy Duracell 223mg MDMA.,True,8,нет,Тбилиси,5 гр,0.0248,13799,4935,455,175.0,,,,,,,,,,,5x Extasy Duracell 223mg MDMA.
31,31,25-03-2020 06:42:01,Tbilisi,366326d4d6,NEW !!! 5G OG KusH !!! NEW,True,4,нет,Тбилиси,5 гр,0.0225,12537,4484,413,159.0,,,,,,,,,,,NEW !!! 5G OG KusH !!! NEW
32,32,25-03-2020 06:42:01,Tbilisi,16be2c8499,Мощные жирные марки 25i nbome 5шт. Готовые клады в Грузии от производителя!,True,8,нет,Тбилиси,5 гр,0.0083,5125,1833,169,65.0,,,,,,,,,,,Moschnye zhirnye marki 25i nbome 5sht. Gotovye klady v Gruzii ot proizvoditelja!
33,33,25-03-2020 06:42:01,Tbilisi,e56bb6ca93,10 gr marijuana buds. -indica-,,1,нет,Тбилиси,10 гр,0.0335,18845,6740,621,239.0,True,,,,,,,,,,10 gr marijuana buds. -indica-
34,34,25-03-2020 06:42:40,Tbilisi,b01f16ca19,"10g. Шишки Amnesia Haze, Сатива",,2,нет,Тбилиси,10 гр,0.055999999999999994,31461,11252,1037,399.0,True,,,,,,,,,,"10g. Shishki Amnesia Haze, Sativa"
35,35,25-03-2020 06:42:40,Tbilisi,4c4ab8c0de,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨,,2,нет,Тбилиси,10 гр,0.0512,28780,10293,949,365.0,,,,,True,,,,,,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨
36,36,25-03-2020 06:42:40,Tbilisi,ef3dc4de6c,Extasy GUCCI 10шт. вес таблетки 450mg,True,1,нет,Тбилиси,10 гр,0.0375,21053,7529,694,267.0,,,,,,,,,,,Extasy GUCCI 10sht. ves tabletki 450mg
37,37,25-03-2020 06:42:40,Tbilisi,16be2c8499,Мощные жирные марки 25i nbome 10шт. Готовые клады в Грузии от производителя!,True,6,нет,Тбилиси,10 гр,0.0126,7806,2792,257,99.0,,,,True,,,,,,,Moschnye zhirnye marki 25i nbome 10sht. Gotovye klady v Gruzii ot proizvoditelja!
38,38,25-03-2020 06:42:40,Tbilisi,c225d2f67d,гашиш евро 10г,True,2,нет,Тбилиси,10 гр,0.0539,31540,11280,1040,400.0,,,,,,,,,,,gashish evro 10g
39,39,25-03-2020 06:42:40,Tbilisi,ea97036e14,Метамферамин рацемат 60 г (мини-опт),True,1,нет,Тбилиси,60 гр,0.2552,157699,56400,5200,2000.0,,,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
40,40,25-03-2020 06:42:40,Tbilisi,16be2c8499,Мощные жирные марки 25i nbome 100шт. Готовые клады в Грузии от производителя!,,1,нет,Тбилиси,100 гр,0.0561,34694,12408,1144,440.0,,,,,,True,,,,,Moschnye zhirnye marki 25i nbome 100sht. Gotovye klady v Gruzii ot proizvoditelja!
41,41,25-03-2020 06:42:40,Tbilisi,f8a875c191,METADON - 0.25 G,True,22,5,Тбилиси,0.25 гр,0.0319,17741,6345,585,225.0,,,,,,,,,,,METADON - 0.25 G
42,42,25-03-2020 06:42:40,Tbilisi,f8a875c191,Метадон - (KRISTAL) - VHQ - 0.35 G,True,нет,5,Тбилиси,0.35 гр,0.0425,23655,8460,780,300.0,,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.35 G
43,43,25-03-2020 06:42:40,Tbilisi,2dbb5960b9,Methadone HQ in city 0.75g,True,нет,4,Тбилиси,0.75 гр,0.0519,29174,10434,962,370.0,,,,,,,,,,,Methadone HQ in city 0.75g
44,44,25-03-2020 06:42:40,Tbilisi,f8a875c191,Метадон - (KRISTAL) - VHQ - 1.1 G (SALE),True,1,3,Тбилиси,1.1 гр,0.0992,55195,19740,1820,700.0,,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 1.1 G (SALE)
45,45,25-03-2020 06:42:40,Tbilisi,2dbb5960b9,Methadone HQ in city 1.4g,True,нет,1,Тбилиси,1.4 гр,0.0983,55195,19740,1820,700.0,,,,,,,,,,,Methadone HQ in city 1.4g
46,46,25-03-2020 06:42:40,Tbilisi,dd631c4acf,✨✨2gram. MDMA✨✨,True,нет,2,Тбилиси,2 гр,0.0284,15770,5640,520,200.0,,,,,,,,,,,✨✨2gram. MDMA✨✨
47,47,25-03-2020 06:42:40,Tbilisi,dd631c4acf,❄❄2g HQ COCAINE❄❄,True,нет,5,Тбилиси,2 гр,0.0523,29095,10406,959,369.0,,,,,,,,,,,❄❄2g HQ COCAINE❄❄
48,48,25-03-2020 06:42:40,Tbilisi,dd631c4acf,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,3,Тбилиси,3 гр,0.0836,46521,16638,1534,590.0,,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
49,49,25-03-2020 06:42:40,Tbilisi,dd631c4acf,🍃💩💩3g. New! Gorilla Glue Premium Hush💩💩🍃,True,нет,4,Тбилиси,3 гр,0.0267,16480,5894,543,209.0,,,,,,,,,,,🍃💩💩3g. New! Gorilla Glue Premium Hush💩💩🍃
50,50,25-03-2020 06:42:40,Tbilisi,7c395c455d,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,7,Тбилиси,4 гр,0.0561,31540,11280,1040,400.0,,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
51,51,25-03-2020 06:42:40,Tbilisi,4a91350669,5 Amnesia Haze марихуана шишки тгк 25%,True,нет,4,Тбилиси,5 гр,0.0279,15691,5612,517,199.0,,,,,,,,,,,5 Amnesia Haze marihuana shishki tgk 25%
52,52,25-03-2020 06:42:40,Tbilisi,4a91350669,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0772,43367,15510,1430,550.0,,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
53,53,25-03-2020 06:42:40,Tbilisi,bb1791277e,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,True,нет,1,Тбилиси,5 гр,0.0279,15691,5612,517,199.0,,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
54,54,25-03-2020 06:42:40,Tbilisi,cb721d4bca,5 gr Шишки “OG KUSH VHQ”,True,нет,9,Тбилиси,5 гр,0.0279,15691,5612,517,199.0,,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
55,55,25-03-2020 06:42:40,Tbilisi,bb1791277e,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,True,нет,1,Тбилиси,5 гр,0.0279,15691,5612,517,199.0,,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
56,56,25-03-2020 06:42:40,Tbilisi,cb721d4bca,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,10,Тбилиси,5 гр,0.0279,15691,5612,517,199.0,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
57,57,25-03-2020 06:42:40,Tbilisi,bb1791277e,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,9,Тбилиси,5 гр,0.0279,15691,5612,517,199.0,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
58,58,25-03-2020 06:42:40,Tbilisi,1dfc50c91e,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0279,17268,6176,569,219.0,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
59,59,25-03-2020 06:42:40,Tbilisi,f8a875c191,MARIXYANA - 5 G. (SHISHKI) (SALE),True,нет,5,Тбилиси,5 гр,0.0425,23655,8460,780,300.0,,,,,,,,,,,MARIXYANA - 5 G. (SHISHKI) (SALE)
60,60,25-03-2020 06:42:40,Tbilisi,bb1791277e,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,7,Тбилиси,5 гр,0.0279,15691,5612,517,199.0,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
61,61,25-03-2020 06:42:40,Tbilisi,ea97036e14,Метамфетамин рацемат 5 г. (MQ),True,нет,15,Тбилиси,5 гр,0.0255,15770,5640,520,200.0,,,,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
62,62,25-03-2020 06:42:40,Tbilisi,16be2c8499,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.3075,190000,87429,6269,,,,,,,,,,,,reagent 25i nbome. 5gr
63,63,25-03-2020 06:42:40,Tbilisi,16be2c8499,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.3828,236548,84600,7800,3000.0,,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
64,64,25-03-2020 06:42:40,Tbilisi,dd631c4acf,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,3,Тбилиси,5 гр,0.1232,68520,24506,2259,869.0,,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
65,65,25-03-2020 06:42:40,Tbilisi,dd631c4acf,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,6,Тбилиси,5 гр,0.0269,14981,5358,494,190.0,,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
66,66,25-03-2020 06:43:58,Tbilisi,dd631c4acf,💘✨5g. MDMA ✨💘,True,нет,5,Тбилиси,5 гр,0.0693,38557,13790,1271,489.0,,,,,,,,,,,💘✨5g. MDMA ✨💘
67,67,25-03-2020 06:43:58,Tbilisi,dd631c4acf,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩,True,нет,2,Тбилиси,5 гр,0.0481,26730,9560,881,339.0,,,,,,,,,,,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩
68,68,25-03-2020 06:43:58,Tbilisi,dd631c4acf,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,True,нет,8,Тбилиси,5 гр,0.0268,14903,5330,491,189.0,,,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
69,69,25-03-2020 06:43:58,Tbilisi,7c395c455d,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.1263,70964,25380,2340,900.0,,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
70,70,25-03-2020 06:43:58,Tbilisi,4a91350669,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,5,Тбилиси,10 гр,0.0983,55195,19740,1820,700.0,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
71,71,25-03-2020 06:43:58,Tbilisi,bb1791277e,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,6,Тбилиси,10 гр,0.0449,25232,9024,832,320.0,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
72,72,25-03-2020 06:43:58,Tbilisi,c9a56b2b4a,10x Extasy Duracell 223mg MDMA.,True,нет,5,Тбилиси,10 гр,0.0496,27597,9870,910,350.0,,,,,,,,,,,10x Extasy Duracell 223mg MDMA.
73,73,25-03-2020 06:43:58,Tbilisi,cb721d4bca,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,5,Тбилиси,10 гр,0.1123,63079,22560,2080,800.0,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
74,74,25-03-2020 06:43:58,Tbilisi,35c7cbba1f,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.3123,175440,62745,5785,2225.0,,,,,,,,,,,Amfetamin [White] [Import] 10G
75,75,25-03-2020 06:43:58,Tbilisi,dd631c4acf,☃️❄NEW 10g.COCAINE❄☃️,True,нет,9,Тбилиси,10 гр,0.2054,114253,40862,3767,1449.0,,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
76,76,25-03-2020 06:43:58,Tbilisi,dd631c4acf,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.0523,29095,10406,959,369.0,,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
77,77,25-03-2020 06:43:58,Tbilisi,dd631c4acf,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,2,Тбилиси,10 гр,0.0424,23576,8432,777,299.0,,,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
78,78,25-03-2020 06:43:58,Tbilisi,dd631c4acf,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.0849,47231,16892,1557,599.0,,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
79,79,25-03-2020 06:43:58,Tbilisi,61bec147f3,50 gr 23% THC Amnesia Haze top quality,True,нет,1,Тбилиси,50 гр,0.1531,94619,33840,3120,1200.0,,,,,,,,,,,50 gr 23% THC Amnesia Haze top quality
80,80,25-03-2020 06:43:58,Tbilisi,ef3dc4de6c,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2807,157699,56400,5200,2000.0,,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
81,81,25-03-2020 06:43:58,Tbilisi,f8a875c191,SUBOXIN - HQ - 100 G.,True,нет,1,Тбилиси,100 гр,0.2835,157699,56400,5200,2000.0,,,,,,,,,,,SUBOXIN - HQ - 100 G.
82,82,25-03-2020 06:43:58,Tbilisi,35c7cbba1f,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.3509,197123,70500,6500,2500.0,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
83,83,25-03-2020 06:43:58,Tbilisi,f8a875c191,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,True,нет,1,Тбилиси,150 гр,0.2127,118274,42300,3900,1500.0,,,,,,,,,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
84,84,25-03-2020 06:43:58,Tbilisi,ef3dc4de6c,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.6457,362707,129720,11960,4600.0,,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
85,85,25-03-2020 06:43:58,Tbilisi,ef3dc4de6c,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,1.0527,591370,211500,19500,7500.0,,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
86,86,25-03-2020 06:43:58,Tbilisi,16be2c8499,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,1.1931,670219,239700,22100,8500.0,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
87,87,25-03-2020 06:43:58,Tbilisi,f9eb3bf4d6,KURYER..500RUB.+BONUS,True,1,нет,Тбилиси,1 гр,0.0255,15770,5640,520,200.0,,,,,,,,,,,KURYER..500RUB.+BONUS
88,88,25-03-2020 06:43:58,Tbilisi,e56bb6ca93,"Работа курьером в Тбилиси, ЗП от 1500$ в месяц, работа только с марихуаной, залог от 200$",True,1,нет,Тбилиси,1 гр,0.0281,15770,5640,520,200.0,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1500$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 200$"
89,89,25-03-2020 06:43:58,Tbilisi,54915c4374,Работа на марки (курьер),True,1,нет,Тбилиси,10 гр,0.0191,11827,4230,390,150.0,,,,,,,,,,,Rabota na marki (kur'er)
90,90,25-03-2020 06:43:58,Tbilisi,cb721d4bca,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0281,15770,5640,520,200.0,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
91,91,25-03-2020 06:43:58,Tbilisi,21de5577be,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0351,19712,7050,650,250.0,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
92,92,25-03-2020 06:43:58,Tbilisi,ea97036e14,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,2.1246,1182740,423000,39000,15000.0,,,,,,,,,,,Vakansija optovogo kur'era na mef
93,93,25-03-2020 06:45:41,Batumi,99accec7c7,HEROINE-999 0.25гр из авганистана! скидка при покупке BTC,,13,нет,Батуми,0.25 гр,0.027999999999999997,15691,5612,517,199.0,,,,,,,,True,,,HEROINE-999 0.25gr iz avganistana! skidka pri pokupke BTC
94,94,25-03-2020 06:45:41,Batumi,99accec7c7,METHADONE 0.25 THE BEST QUALITY VHQ,,8,нет,Батуми,0.25 гр,0.0281,15770,5640,520,200.0,,,,,,,,True,,,METHADONE 0.25 THE BEST QUALITY VHQ
95,95,25-03-2020 06:45:41,Batumi,99accec7c7,COCAINE 1 gr THE BEST COCO IN GEORGIA,,4,нет,Батуми,1 гр,0.0383,23655,8460,780,300.0,,,,,,,,True,,,COCAINE 1 gr THE BEST COCO IN GEORGIA
96,96,25-03-2020 06:45:41,Batumi,c72111ac1a,NZT-52 limited 1 г мука,,15,нет,Батуми,1 гр,0.0243,14981,5358,494,190.0,,,,,,,,,True,,NZT-52 limited 1 g muka
97,97,25-03-2020 06:45:41,Batumi,012f23b5ea,Power Africa 1g,,1,нет,Батуми,1 гр,0.0064,3942,1410,130,50.0,,,,,,,,,True,,Power Africa 1g
98,98,25-03-2020 06:45:41,Batumi,c72111ac1a,NZT-52 limited 2г мука,,6,нет,Батуми,2 гр,0.0434,26809,9588,884,340.0,,,,,,,,,True,,NZT-52 limited 2g muka
99,99,25-03-2020 06:45:41,Batumi,3ee37c89bb,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.309,173468,62040,5720,2200.0,,,,,,,,,True,,[100g] SPAIN HASH
100,100,25-03-2020 06:45:41,Batumi,f8a875c191,METADON - BATUMI - 0.27 G,,5,5,Батуми,0.27 гр,0.0355,19712,7050,650,250.0,,,,,,,,True,,,METADON - BATUMI - 0.27 G
101,101,25-03-2020 06:45:41,Batumi,ea97036e14,Метамфетамин рацемат 5 г. (MQ),,нет,14,Батуми,5 гр,0.0255,15770,5640,520,200.0,,,,,,,,,True,,Metamfetamin ratsemat 5 g. (MQ)
102,102,25-03-2020 06:45:41,Batumi,f8a875c191,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.2838,157699,56400,5200,2000.0,,,,,,,,,True,,SUBOXIN - HQ - 100 G.
103,103,25-03-2020 06:45:41,Batumi,f8a875c191,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,3,Батуми,150 гр,0.2128,118274,42300,3900,1500.0,,,,,,,,,True,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
104,104,25-03-2020 06:45:41,Batumi,22610cd7c4,курьер в Батуми,,1,нет,Батуми,1 гр,0.0128,7885,2820,260,100.0,,,,,,,,,True,,kur'er v Batumi
105,105,25-03-2020 06:45:41,Batumi,012f23b5ea,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0319,19712,7050,650,250.0,,,,,,,,,True,,Rabota kladmenom. Tol'ko shishki.
106,106,25-03-2020 06:45:41,Batumi,54915c4374,Работа на марки (курьер),,1,нет,Батуми,10 гр,0.0192,11827,4230,390,150.0,,,,,,,,,True,,Rabota na marki (kur'er)
