,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Дигоми,Vake,Old Tbilisi (Старый город),Авлобари,Центр,Батуми,Кутаиси,desc_en
106,16-02-2020 07:50:55,Batumi,Z9UT,Rainbow,Super SKUNK 2G,,1,нет,Батуми,2 гр,0.0088,6345,2464,220,100,,,,,,True,,,Super SKUNK 2G
107,16-02-2020 07:50:55,Batumi,A08BZ,Subway,Метамфетамин рацемат 2г (MQ),,1,нет,Батуми,2 гр,0.0083,5394,2094,187,85,,,,,,,True,,Metamfetamin ratsemat 2g (MQ)
108,16-02-2020 07:50:55,Batumi,XH0NP,XX-PABLO-XX,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE - SALE - SALE ),,7,10,Батуми,0.27 гр,0.0223,14404,5593,499,227,,,,,,,True,,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE - SALE - SALE )
109,16-02-2020 07:50:55,Batumi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),,нет,19,Батуми,5 гр,0.0177,12691,4928,440,200,,,,,,,True,,Metamfetamin ratsemat 5 g. (MQ)
110,16-02-2020 07:50:55,Batumi,9VVG,ToWeedShop,Hybrid Skunk! 50 gr,,нет,2,Батуми,50 гр,0.0922,60281,23408,2089,950,,,,,,,True,,Hybrid Skunk! 50 gr
111,16-02-2020 07:50:55,Batumi,9VVG,ToWeedShop,Hybrid Skunk! 100 gr,,нет,1,Батуми,100 гр,0.1747,114216,44352,3957,1800,,,,,,,True,,Hybrid Skunk! 100 gr
112,16-02-2020 07:50:55,Batumi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.2941,190361,73920,6596,3000,,,,,,,True,,SUBOXIN - HQ - 100 G.
113,16-02-2020 07:50:55,Batumi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,5,Батуми,150 гр,0.2451,158634,61600,5497,2500,,,,,,,True,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
114,16-02-2020 07:50:55,Batumi,O9SXJ,Parnavaz,"Приходите к нам работать вторым кладменом (кладчик, курьер)",,1,нет,Батуми,1 гр,0.0098,6345,2464,220,100,,,,,,,True,,"Prihodite k nam rabotat' vtorym kladmenom (kladchik, kur'er)"
115,16-02-2020 07:50:55,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0044,3173,1232,110,50,,,,,,,True,,kur'er v Batumi
116,16-02-2020 07:50:55,Batumi,5SSE9,BIGBROSH0P,Вакансия Курьера в Батуми,,1,нет,Батуми,3 гр,0.0044,3173,1232,110,50,,,,,,,True,,Vakansija Kur'era v Batumi
117,16-02-2020 07:50:55,Batumi,5SSE9,BIGBROSH0P,Вакансия Курьера в Батуми,,1,нет,Батуми,5 гр,0.007,5000,2301,173,,,,,,,,True,,Vakansija Kur'era v Batumi
118,16-02-2020 07:50:55,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0221,15863,6160,550,250,,,,,,,True,,Ischu kur'era v Gruzii!
119,16-02-2020 07:50:55,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.4694,951804,369600,32979,15000,,,,,,,True,,Vakansija optovogo kur'era na mef
120,16-02-2020 07:50:55,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0485,31727,12320,1099,500,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
121,16-02-2020 07:52:00,Kutaisi,O9SXJ,Parnavaz,"Шишки/weeds Afghan Kush, - 0,5г - Удобные клады в подъездах",,3,нет,Кутаиси,0.5 гр,0.0022,1396,542,48,22,,,,,,,,True,"Shishki/weeds Afghan Kush, - 0,5g - Udobnye klady v pod'ezdah"
122,16-02-2020 07:52:00,Kutaisi,O9SXJ,Parnavaz,"Шишки/weed Afghan Kush, 1г - Удобные клады в подъездах",,3,нет,Кутаиси,1 гр,0.0039,2538,986,88,40,,,,,,,,True,"Shishki/weed Afghan Kush, 1g - Udobnye klady v pod'ezdah"
123,16-02-2020 07:52:00,Kutaisi,O9SXJ,Parnavaz,Шишки / weeds Afghan Kush - 2г,,2,нет,Кутаиси,2 гр,0.0078,5076,1971,176,80,,,,,,,,True,Shishki / weeds Afghan Kush - 2g
124,16-02-2020 07:52:00,Kutaisi,O9SXJ,Parnavaz,"Шишки / Weed Afghan Kush, 3g",,2,3,Кутаиси,3 гр,0.0109,7043,2735,244,111,,,,,,,,True,"Shishki / Weed Afghan Kush, 3g"
125,16-02-2020 07:52:00,Kutaisi,O9SXJ,Parnavaz,"Приходите к нам работать вторым кладменом (кладчик, курьер)",,1,нет,Кутаиси,1 гр,0.0098,6345,2464,220,100,,,,,,,,True,"Prihodite k nam rabotat' vtorym kladmenom (kladchik, kur'er)"
