,time_stamp,region,sell_code,sell_name,description,Old Tbilisi (Старый город),готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Тбилиси,Saburtalo,Дигоми,Авлобари,Gldani,Varketili,Didube,€,Центр,Батуми,Кутаиси,desc_en
105,05-05-2020 13:40:27,Batumi,CL7K,go420times,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.2319,159998,59730,5400,2200,,,,,,,,,,True,,[100g] SPAIN HASH
106,05-05-2020 13:40:27,Batumi,A3I9,Joookerrr,Марки Н-ВоооооМ!!!! 4 штуки,,нет,10,Батуми,4 гр,0.0064,4431,1652,150,,,,,,,,,56,,True,,Marki N-VoooooM!!!! 4 shtuki
107,05-05-2020 13:40:27,Batumi,A3I9,Joookerrr,"""Джокер экспрес"" марки нбооом 10 шт",,нет,8,Батуми,10 гр,0.0116,8000,2987,270,110,,,,,,,,,,True,,"""Dzhoker ekspres"" marki nbooom 10 sht"
108,05-05-2020 13:40:27,Batumi,QHW5I,DrugEA,❥Твой! ГАШИШ Марокко 100 грамм ♥,,нет,2,Батуми,100 гр,0.0504,34790,16009,1131,,,,,,,,,,,True,,❥Tvoj! GAShISh Marokko 100 gramm ♥
109,05-05-2020 13:40:27,Batumi,QHW5I,DrugEA,❥ Твой! ГАШИШ Марокко 500 грамм ♥,,нет,1,Батуми,500 гр,0.1637,112990,51992,3672,,,,,,,,,,,True,,❥ Tvoj! GAShISh Marokko 500 gramm ♥
110,05-05-2020 13:40:27,Batumi,QHW5I,DrugEA,❥Твой! ГАШИШ Марокко 1000 грамм ♥,,нет,1,Батуми,1000 гр,0.2592,178890,82316,5814,,,,,,,,,,,True,,❥Tvoj! GAShISh Marokko 1000 gramm ♥
111,05-05-2020 13:40:27,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0096,7273,2715,245,100,,,,,,,,,,True,,kur'er v Batumi
112,05-05-2020 13:40:27,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.024,18182,6788,614,250,,,,,,,,,,True,,Rabota kladmenom. Tol'ko shishki.
113,05-05-2020 13:40:27,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.024,18182,6788,614,250,,,,,,,,,,True,,Ischu kur'era v Gruzii!
114,05-05-2020 13:40:27,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.5953,1090895,407250,36816,15000,,,,,,,,,,True,,Vakansija optovogo kur'era na mef
115,05-05-2020 13:40:27,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0527,36363,13575,1227,500,,,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
116,05-05-2020 13:42:06,Kutaisi,EIH4,San4oPan4o,MDMA from Europe!!! 1.5g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,2,нет,Кутаиси,1.5 гр,0.0227,16000,5973,540,220,,,,,,,,,,,True,MDMA from Europe!!! 1.5g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
117,05-05-2020 13:42:06,Kutaisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 2g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,7,нет,Кутаиси,2 гр,0.0548,37818,14118,1276,520,,,,,,,,,,,True,Columbia Cocaine VHQ 2g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
118,05-05-2020 13:42:06,Kutaisi,EIH4,San4oPan4o,MDMA from Europe!!! 3g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,9,нет,Кутаиси,3 гр,0.0403,28363,10589,957,390,,,,,,,,,,,True,MDMA from Europe!!! 3g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
119,05-05-2020 13:42:06,Kutaisi,A3I9,Joookerrr,Работа на марки (курьер),,нет,1,Кутаиси,25 гр,0.0211,14545,5430,491,200,,,,,,,,,,,True,Rabota na marki (kur'er)
