,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Old Tbilisi (Старый город),Nadzaladevi,Didube,€,Авлобари,Батуми,Центр,Кутаиси,desc_en
0,0,08-04-2020 16:29:15,Tbilisi,54915c4374,MDMA 0.4 грам.,True,3,нет,Тбилиси,0.4 гр,0.0078,4924,1781,166,65.0,,,,,,,,,,MDMA 0.4 gram.
1,1,08-04-2020 16:29:15,Tbilisi,99accec7c7,MDMA 0.5gr огромные камни! НУЖЕН КУРЬЕР,True,6,нет,Тбилиси,0.5 гр,0.01,5681,2055,191,75.0,,,,,,,,,,MDMA 0.5gr ogromnye kamni! NUZhEN KUR'ER
2,2,08-04-2020 16:29:15,Tbilisi,99accec7c7,MEPHEDRONE 0.5 gr,True,2,нет,Тбилиси,0.5 гр,0.0073,4166,1507,140,55.0,,,,,,,,,,MEPHEDRONE 0.5 gr
3,3,08-04-2020 16:29:15,Tbilisi,0a8c230fa2,Pure COCAINE VHQ 0.5g,True,3,нет,Тбилиси,0.5 гр,0.0166,9847,3562,332,130.0,,,,,,,,,,Pure COCAINE VHQ 0.5g
4,4,08-04-2020 16:29:15,Tbilisi,54915c4374,"MDMA чистоган!!! ""Цуунаммииии удовольсвия""!!!! 0.6 грамм",True,1,нет,Тбилиси,0.6 гр,0.0109,6818,2466,230,90.0,,,,,,,,,,"MDMA chistogan!!! ""Tsuunammiiii udovol'svija""!!!! 0.6 gramm"
5,5,08-04-2020 16:29:15,Tbilisi,4a91350669,1 Amnesia Haze марихуана шишки тгк 25%,True,1,нет,Тбилиси,1 гр,0.0058,3333,1206,112,44.0,,,,,,,,,,1 Amnesia Haze marihuana shishki tgk 25%
6,6,08-04-2020 16:29:15,Tbilisi,89f7212915,1 G Hybrid Marijuana Buds За BТС 10% СКИДКА,True,6,нет,Тбилиси,1 гр,0.0072,4545,1644,153,60.0,,,,,,,,,,1 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
7,7,08-04-2020 16:29:15,Tbilisi,eb7e03535b,Cocaine Pure VHQ 1g,True,3,нет,Тбилиси,1 гр,0.0247,14695,5316,495,194.0,,,,,,,,,,Cocaine Pure VHQ 1g
8,8,08-04-2020 16:29:15,Tbilisi,99accec7c7,HEROINE-999 1 гр из авганистана! скидка при покупке BTC,,5,нет,Тбилиси,1 гр,0.0797,45450,16440,1531,600.0,True,,,,,,,,,HEROINE-999 1 gr iz avganistana! skidka pri pokupke BTC
9,9,08-04-2020 16:29:15,Tbilisi,99accec7c7,METHADONE 1gr! SALE SALE SALE! THE BEST QUALITY VHQ!,,3,нет,Тбилиси,1 гр,0.09300000000000001,53025,19180,1786,700.0,True,,,,,,,,,METHADONE 1gr! SALE SALE SALE! THE BEST QUALITY VHQ!
10,10,08-04-2020 16:29:15,Tbilisi,61df6a1c90,Метадон 1гр,True,1,нет,Тбилиси,1 гр,0.1087,68175,24660,2297,900.0,,,,,,,,,,Metadon 1gr
11,11,08-04-2020 16:29:15,Tbilisi,16be2c8499,"Мощнейшие марки 25I nbome 1 шт. Готовые клады в Грузии, от производителя!",True,10,нет,Тбилиси,1 гр,0.0024,1515,548,51,20.0,,,,,,,,,,"Moschnejshie marki 25I nbome 1 sht. Gotovye klady v Gruzii, ot proizvoditelja!"
12,12,08-04-2020 16:29:15,Tbilisi,83f3d55917,19% ТГК Шишки Northern Lights 1.1г Скидка 5% через БИТКОИН,,6,нет,Тбилиси,1.1 гр,0.0064,3788,1370,128,50.0,,True,,,,,,,,19% TGK Shishki Northern Lights 1.1g Skidka 5% cherez BITKOIN
13,13,08-04-2020 16:29:15,Tbilisi,c9a56b2b4a,2x Extasy Duracell 223mg MDMA.,True,6,нет,Тбилиси,2 гр,0.0094,5303,1918,179,70.0,,,,,,,,,,2x Extasy Duracell 223mg MDMA.
14,14,08-04-2020 16:29:15,Tbilisi,ae784bef73,New ! Big Buds ! 2G,True,1,нет,Тбилиси,2 гр,0.0077,4848,1754,163,64.0,,,,,,,,,,New ! Big Buds ! 2G
15,15,08-04-2020 16:29:15,Tbilisi,16be2c8499,Мощные жирные марки 25i nbome. 2шт. готовые клады в Грузии от производителя!,True,2,нет,Тбилиси,2 гр,0.0042,2651,959,89,35.0,True,,,,,,,,,Moschnye zhirnye marki 25i nbome. 2sht. gotovye klady v Gruzii ot proizvoditelja!
16,16,08-04-2020 16:29:15,Tbilisi,dd631c4acf,️‍🤩🌈️‍🌈️‍2 LSD 200ug.🌈️‍🌈️‍🤩,True,2,нет,Тбилиси,2 гр,0.0119,6742,2439,227,89.0,,,,,,,,,,️‍🤩🌈️‍🌈️‍2 LSD 200ug.🌈️‍🌈️‍🤩
17,17,08-04-2020 16:29:15,Tbilisi,ad9cb826c6,"5 Grm MDMA , Purity A +++",True,2,нет,Тбилиси,5 гр,0.0408,24240,8768,817,320.0,,,,,,,,,,"5 Grm MDMA , Purity A +++"
18,18,08-04-2020 16:29:15,Tbilisi,688dd1cbd1,5 Grm Mdma Pure Quality A +++,True,3,нет,Тбилиси,5 гр,0.0394,22725,8220,766,300.0,,,,,,,,,,5 Grm Mdma Pure Quality A +++
19,19,08-04-2020 16:29:15,Tbilisi,64284550d9,5G ---> ONLY BUDS,,1,нет,Тбилиси,5 гр,0.0126,7196,2603,242,95.0,True,,,,,,,,,5G ---> ONLY BUDS
20,20,08-04-2020 16:29:15,Tbilisi,f4d1c31614,5g MDMA (IMPORTED),True,1,нет,Тбилиси,5 гр,0.051,30300,10960,1021,400.0,,,,,,,,,,5g MDMA (IMPORTED)
21,21,08-04-2020 16:29:15,Tbilisi,e56bb6ca93,5gr marijuana buds -indica- (hight quality),True,16,нет,Тбилиси,5 гр,0.0178,10150,3672,342,134.0,,,,,,,,,,5gr marijuana buds -indica- (hight quality)
22,22,08-04-2020 16:29:15,Tbilisi,c9a56b2b4a,5x Extasy Duracell 223mg MDMA.,True,1,нет,Тбилиси,5 гр,0.0235,13256,4795,447,175.0,,,,,,,,,,5x Extasy Duracell 223mg MDMA.
23,23,08-04-2020 16:29:15,Tbilisi,54915c4374,Божественный эйфорик!!! Марки нбоооом!!! 6 штук!!!!,,1,нет,Тбилиси,5 гр,0.0091,5681,2055,191,75.0,,,True,,,,,,,Bozhestvennyj ejforik!!! Marki nboooom!!! 6 shtuk!!!!
24,24,08-04-2020 16:29:15,Tbilisi,16be2c8499,Мощные жирные марки 25i nbome 5шт. Готовые клады в Грузии от производителя!,True,2,нет,Тбилиси,5 гр,0.0066,4166,1507,140,55.0,,,,,,,,,,Moschnye zhirnye marki 25i nbome 5sht. Gotovye klady v Gruzii ot proizvoditelja!
25,25,08-04-2020 16:29:15,Tbilisi,e56bb6ca93,10 gr marijuana buds. -indica-,True,1,нет,Тбилиси,10 гр,0.0278,15832,5727,533,209.0,,,,,,,,,,10 gr marijuana buds. -indica-
26,26,08-04-2020 16:29:15,Tbilisi,4c4ab8c0de,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨,,1,нет,Тбилиси,10 гр,0.0485,27649,10001,931,365.0,,,,True,,,,,,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨
27,27,08-04-2020 16:29:15,Tbilisi,54915c4374,Божественный эифорик!!! Марки нбооооом!!! 10 штук!!! (спец предзаказ),True,1,3,Тбилиси,10 гр,0.0131,8223,2980,277,,,True,,,100.0,,,,,Bozhestvennyj eiforik!!! Marki nbooooom!!! 10 shtuk!!! (spets predzakaz)
28,28,08-04-2020 16:29:15,Tbilisi,16be2c8499,Мощные жирные марки 25i nbome 10шт. Готовые клады в Грузии от производителя!,True,2,нет,Тбилиси,10 гр,0.0103,6439,2329,217,85.0,,,,,,,,,,Moschnye zhirnye marki 25i nbome 10sht. Gotovye klady v Gruzii ot proizvoditelja!
29,29,08-04-2020 16:29:15,Tbilisi,c225d2f67d,гашиш евро 10г,True,2,нет,Тбилиси,10 гр,0.051,30300,10960,1021,400.0,,,,,,,,,,gashish evro 10g
30,30,08-04-2020 16:29:15,Tbilisi,c225d2f67d,Гашиш Евро 20гр,True,1,нет,Тбилиси,20 гр,0.099,58858,21290,1983,777.0,,,,,,,,,,Gashish Evro 20gr
31,31,08-04-2020 16:29:15,Tbilisi,ea97036e14,Метамферамин рацемат 60 г (мини-опт),True,1,нет,Тбилиси,60 гр,0.2415,151500,54800,5104,2000.0,,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
32,32,08-04-2020 16:29:15,Tbilisi,f8a875c191,METADON - 0.22 G.,True,12,15,Тбилиси,0.22 гр,0.02,11287,4083,380,149.0,,,,,,,,,,METADON - 0.22 G.
33,33,08-04-2020 16:30:12,Tbilisi,54915c4374,MDMA 1 гр,True,нет,1,Тбилиси,1 гр,0.0132,8223,2980,277,,,,,,100.0,,,,,MDMA 1 gr
34,34,08-04-2020 16:30:12,Tbilisi,54915c4374,Бупренорфин!!! Аналог суботекса!!! 2 грамма (порошок),True,нет,1,Тбилиси,2 гр,0.0198,12335,4470,416,,,,,,150.0,,,,,Buprenorfin!!! Analog suboteksa!!! 2 gramma (poroshok)
35,35,08-04-2020 16:30:12,Tbilisi,dd631c4acf,✨✨2gram. MDMA✨✨,True,нет,2,Тбилиси,2 гр,0.027000000000000003,15150,5480,510,200.0,,,,,,,,,,✨✨2gram. MDMA✨✨
36,36,08-04-2020 16:30:12,Tbilisi,dd631c4acf,❄❄2g HQ COCAINE❄❄,True,нет,3,Тбилиси,2 гр,0.0498,27952,10111,942,369.0,,,,,,,,,,❄❄2g HQ COCAINE❄❄
37,37,08-04-2020 16:30:12,Tbilisi,dd631c4acf,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,3,Тбилиси,3 гр,0.0796,44692,16166,1506,590.0,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
38,38,08-04-2020 16:30:12,Tbilisi,7c395c455d,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,7,Тбилиси,4 гр,0.0534,30300,10960,1021,400.0,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
39,39,08-04-2020 16:30:12,Tbilisi,4a91350669,5 Amnesia Haze марихуана шишки тгк 25%,True,нет,4,Тбилиси,5 гр,0.0214,12120,4384,408,160.0,,,,,,,,,,5 Amnesia Haze marihuana shishki tgk 25%
40,40,08-04-2020 16:30:12,Tbilisi,4a91350669,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0735,41662,15070,1404,550.0,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
41,41,08-04-2020 16:30:12,Tbilisi,bb1791277e,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,True,нет,1,Тбилиси,5 гр,0.0226,12802,4631,431,169.0,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
42,42,08-04-2020 16:30:12,Tbilisi,cb721d4bca,5 gr Шишки “OG KUSH VHQ”,True,нет,8,Тбилиси,5 гр,0.0227,12877,4658,434,170.0,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
43,43,08-04-2020 16:30:12,Tbilisi,cb721d4bca,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,10,Тбилиси,5 гр,0.0266,15074,5453,508,199.0,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
44,44,08-04-2020 16:30:12,Tbilisi,bb1791277e,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,6,Тбилиси,5 гр,0.0266,15074,5453,508,199.0,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
45,45,08-04-2020 16:30:12,Tbilisi,1dfc50c91e,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0266,16589,6001,559,219.0,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
46,46,08-04-2020 16:30:12,Tbilisi,28bf667d16,Cocaine Fishscale 5g,True,нет,2,Тбилиси,5 гр,0.1609,91279,33017,3075,1205.0,,,,,,,,,,Cocaine Fishscale 5g
47,47,08-04-2020 16:30:12,Tbilisi,bb1791277e,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,7,Тбилиси,5 гр,0.0266,15074,5453,508,199.0,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
48,48,08-04-2020 16:30:12,Tbilisi,54915c4374,МДМА 5 гр!!!,True,нет,2,Тбилиси,5 гр,0.0461,28782,10430,971,,,,,,350.0,,,,,MDMA 5 gr!!!
49,49,08-04-2020 16:30:12,Tbilisi,ea97036e14,Метамфетамин рацемат 5 г. (MQ),True,нет,12,Тбилиси,5 гр,0.0243,15150,5480,510,200.0,,,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
50,50,08-04-2020 16:30:12,Tbilisi,16be2c8499,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.3045,190000,87429,6426,,,,,,,,,,,reagent 25i nbome. 5gr
51,51,08-04-2020 16:30:12,Tbilisi,16be2c8499,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.3642,227250,82200,7656,3000.0,,True,,,,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
52,52,08-04-2020 16:30:12,Tbilisi,dd631c4acf,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,2,Тбилиси,5 гр,0.1172,65827,23811,2218,869.0,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
53,53,08-04-2020 16:30:12,Tbilisi,dd631c4acf,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,5,Тбилиси,5 гр,0.0256,14392,5206,485,190.0,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
54,54,08-04-2020 16:30:12,Tbilisi,dd631c4acf,💘✨5g. MDMA ✨💘,True,нет,5,Тбилиси,5 гр,0.066,37042,13399,1248,489.0,,,,,,,,,,💘✨5g. MDMA ✨💘
55,55,08-04-2020 16:30:12,Tbilisi,dd631c4acf,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,True,1,5,Тбилиси,5 гр,0.0255,14317,5179,482,189.0,,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
56,56,08-04-2020 16:30:12,Tbilisi,7c395c455d,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.1202,68175,24660,2297,900.0,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
57,57,08-04-2020 16:30:12,Tbilisi,4a91350669,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,5,Тбилиси,10 гр,0.0935,53025,19180,1786,700.0,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
58,58,08-04-2020 16:30:12,Tbilisi,bb1791277e,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,6,Тбилиси,10 гр,0.0427,24240,8768,817,320.0,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
59,59,08-04-2020 16:30:12,Tbilisi,cb721d4bca,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,5,Тбилиси,10 гр,0.1068,60600,21920,2042,800.0,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
60,60,08-04-2020 16:30:12,Tbilisi,35c7cbba1f,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2971,168544,60965,5678,2225.0,,,,,,,,,,Amfetamin [White] [Import] 10G
61,61,08-04-2020 16:30:12,Tbilisi,dd631c4acf,☃️❄NEW 10g.COCAINE❄☃️,True,нет,8,Тбилиси,10 гр,0.1954,109762,39703,3698,1449.0,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
62,62,08-04-2020 16:30:12,Tbilisi,dd631c4acf,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.0498,27952,10111,942,369.0,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
63,63,08-04-2020 16:30:12,Tbilisi,dd631c4acf,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,1,Тбилиси,10 гр,0.0403,22649,8193,763,299.0,,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
