,time_stamp,region,sell_code,sell_name,description,Saburtalo,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Тбилиси,Gldani,Дигоми,€,Didube,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
0,17-03-2020 21:51:19,Tbilisi,V4T,COCAcoLA,HEROINE 0.25 VHQ tru heroine из авганистана!,True,9,нет,Тбилиси,0.25 гр,0.0294,14778,5840,473,200,,,,,,,,,,,HEROINE 0.25 VHQ tru heroine iz avganistana!
1,17-03-2020 21:51:19,Tbilisi,C36EL,TripGuru,Iranian Black Heroin Old WHQ Не сырец 0.25g,,2,нет,Тбилиси,0.25 гр,0.0145,6650,2628,213,90,True,,,,,,,,,,Iranian Black Heroin Old WHQ Ne syrets 0.25g
2,17-03-2020 21:51:19,Tbilisi,BP40,WakeShop,Metadon VHQ 0.25 24/7,,4,нет,Тбилиси,0.25 гр,0.0279,14039,5548,449,190,True,,,,,,,,,,Metadon VHQ 0.25 24/7
3,17-03-2020 21:51:19,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 0.27 G (SALE),,10,10,Тбилиси,0.27 гр,0.037,16773,6628,537,227,True,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.27 G (SALE)
4,17-03-2020 21:51:19,Tbilisi,LYHBG,Playboy,"0,5gr. Columbian Cocaine NEW SALE! SALE!**************NEW SALE! SALE!",,1,нет,Тбилиси,0.5 гр,0.0178,8054,3183,258,109,True,,,,,,,,,,"0,5gr. Columbian Cocaine NEW SALE! SALE!**************NEW SALE! SALE!"
5,17-03-2020 21:51:19,Tbilisi,V4T,COCAcoLA,COCAINE VHQ!!! 0.5gr,True,6,нет,Тбилиси,0.5 гр,0.016,8054,3183,258,109,,,,,,,,,,,COCAINE VHQ!!! 0.5gr
6,17-03-2020 21:51:19,Tbilisi,SDQN,YummyShop,Cocaine Pure VHQ 0.5g,,4,нет,Тбилиси,0.5 гр,0.0153,7315,2891,234,99,True,,,,,,,,,,Cocaine Pure VHQ 0.5g
7,17-03-2020 21:51:19,Tbilisi,V4T,COCAcoLA,MEPHEDRONE 0.5 лучший меф! лечит корона вирус!!!))),True,19,нет,Тбилиси,0.5 гр,0.0117,5911,2336,189,80,,,,,,,,,,,MEPHEDRONE 0.5 luchshij mef! lechit korona virus!!!)))
8,17-03-2020 21:51:19,Tbilisi,P285,Trippyshop,"NEW Sale!! Cocaine 0,5 гр. HQ",,5,нет,Тбилиси,0.5 гр,0.0161,7315,2891,234,99,True,,,,,,,,,,"NEW Sale!! Cocaine 0,5 gr. HQ"
9,17-03-2020 21:51:19,Tbilisi,JVZTQ,partyshop,1 ecstasy red maseratti фотки видно VHQ екстази импорт с США,,3,нет,Тбилиси,1 гр,0.0081,3694,1460,118,50,True,,,,,,,,,,1 ecstasy red maseratti fotki vidno VHQ ekstazi import s SShA
10,17-03-2020 21:51:19,Tbilisi,03F3,geoshop,1 gr mdma Кристаллы очен силни импорт с европи,,9,нет,Тбилиси,1 гр,0.0194,8867,3504,284,120,True,,,,,,,,,,1 gr mdma Kristally ochen silni import s evropi
11,17-03-2020 21:51:19,Tbilisi,03F3,geoshop,2 фото видно ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк,,3,нет,Тбилиси,1 гр,0.0129,5911,2336,189,80,True,,,,,,,,,,2 foto vidno ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk
12,17-03-2020 21:51:19,Tbilisi,V4T,COCAcoLA,MDMA 1gr лучший товар на площадке!,True,1,нет,Тбилиси,1 гр,0.0178,8128,3212,260,110,,,,,,,,,,,MDMA 1gr luchshij tovar na ploschadke!
13,17-03-2020 21:51:19,Tbilisi,BP40,WakeShop,Metadon VHQ 1 24/7,,4,нет,Тбилиси,1 гр,0.0807,40639,16060,1300,550,True,,,,,,,,,,Metadon VHQ 1 24/7
14,17-03-2020 21:51:19,Tbilisi,P285,Trippyshop,NEW SALE Cocaine HQ 1 гр.,,1,нет,Тбилиси,1 гр,0.0308,13965,5519,447,189,True,,,,,,,,,,NEW SALE Cocaine HQ 1 gr.
15,17-03-2020 21:51:19,Tbilisi,V4T,COCAcoLA,cocaine 1gr СУПЕР COCA!!!,True,6,нет,Тбилиси,1 гр,0.0294,14778,5840,473,200,,,,,,,,,,,cocaine 1gr SUPER COCA!!!
16,17-03-2020 21:51:19,Tbilisi,5LZ,ExtraShop,Кокаин HQ 1г.,,2,нет,Тбилиси,1 гр,0.0302,13965,5519,447,189,True,,,,,,,,,,Kokain HQ 1g.
17,17-03-2020 21:51:19,Tbilisi,1IZXK,BadboysTbl,Метадон 1гр,,1,нет,Тбилиси,1 гр,0.1321,66501,26280,2127,900,True,,,,,,,,,,Metadon 1gr
18,17-03-2020 21:51:19,Tbilisi,6UG,Good Enuff,"Мощнейшие марки 25I nbome 1 шт. Готовые клады в Грузии, от производителя!",,3,нет,Тбилиси,1 гр,0.0029,1478,584,47,20,True,True,,,,,,,,,"Moschnejshie marki 25I nbome 1 sht. Gotovye klady v Gruzii, ot proizvoditelja!"
19,17-03-2020 21:51:19,Tbilisi,18FB,Mr.Green Tbilis,2 G Hybrid Marijuana Buds За BТС 10% СКИДКА,,7,нет,Тбилиси,2 гр,0.0132,6650,2628,213,90,True,,,,,,,,,,2 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
20,17-03-2020 21:51:19,Tbilisi,8B31,bobbyz,2gr Indica dominant Buds,True,3,нет,Тбилиси,2 гр,0.0107,4877,1927,156,66,,,,,,,,,,,2gr Indica dominant Buds
21,17-03-2020 21:51:19,Tbilisi,LYHBG,Playboy,2gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!,,3,нет,Тбилиси,2 гр,0.0587,26600,10512,851,360,True,,,,,,,,,,2gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!
22,17-03-2020 21:51:19,Tbilisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 2g BTC SALE 5% ПОДЪЕЗД!!! НА МАГНИТЕ!!!,,4,нет,Тбилиси,2 гр,0.0567,26231,10366,839,355,,,True,,,,,,,,Columbia Cocaine VHQ 2g BTC SALE 5% POD'EZD!!! NA MAGNITE!!!
23,17-03-2020 21:51:19,Tbilisi,QUZIV,Hollyweed,Marijuana Blackberry 2g. Indica,,1,нет,Тбилиси,2 гр,0.0129,5837,2307,187,79,,True,,,,,,,,,Marijuana Blackberry 2g. Indica
24,17-03-2020 21:51:19,Tbilisi,EIH4,San4oPan4o,ГАШИШ твердый!!! Hash!!!! !!BTC SALE 5%!! ПОДЪЕЗД!!!,,1,нет,Тбилиси,2 гр,0.0208,9532,3767,305,129,,,True,,,,,,,,GAShISh tverdyj!!! Hash!!!! !!BTC SALE 5%!! POD'EZD!!!
25,17-03-2020 21:51:19,Tbilisi,7LHWP,GEOBUDS,3 gr Marijuana Buds -INDICA-,True,1,нет,Тбилиси,3 гр,0.0137,6281,2482,201,85,,,,,,,,,,,3 gr Marijuana Buds -INDICA-
26,17-03-2020 21:51:19,Tbilisi,0WE,Khachapuri,3 gr mdma (скидка в биткоин 5%),,1,нет,Тбилиси,3 гр,0.0431,20576,8000,660,,True,,,250,,,,,,,3 gr mdma (skidka v bitkoin 5%)
