,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,€,Didube,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
0,03-03-2020 02:09:10,Tbilisi,PTO3,MeDuZa777,"Black Geroin, Sirec 0.25",True,3,нет,Тбилиси,0.25 гр,0.0086,5306,1995,179,80,,,,,,,,,"Black Geroin, Sirec 0.25"
1,03-03-2020 02:09:10,Tbilisi,ITJ,seazon,Mega Hash 0.5 gr,True,1,нет,Тбилиси,0.5 гр,0.0048,3250,1222,109,49,,,,,,,,,Mega Hash 0.5 gr
2,03-03-2020 02:09:10,Tbilisi,9VLN,AlienShop,☃️ 0.5g HQ COCAINE ☃️,True,2,нет,Тбилиси,0.5 гр,0.0107,6566,2469,221,99,,,,,,,,,☃️ 0.5g HQ COCAINE ☃️
3,03-03-2020 02:09:10,Tbilisi,MJVS,Nordic,SUBUTEX B8 (ORIGINAL) 0.8 гр. (1 штука),True,2,нет,Тбилиси,0.8 гр,0.0161,9949,3741,335,150,,,,,,,,,SUBUTEX B8 (ORIGINAL) 0.8 gr. (1 shtuka)
4,03-03-2020 02:09:10,Tbilisi,18FB,Mr.Green Tbilis,1 G Hybrid Marijuana Buds За BТС 10% СКИДКА,True,2,нет,Тбилиси,1 гр,0.0049,3316,1247,112,50,,,,,,,,,1 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
5,03-03-2020 02:09:10,Tbilisi,JVZTQ,partyshop,1 ecstasy red maseratti фотки видно VHQ екстази импорт с США,True,1,нет,Тбилиси,1 гр,0.0054,3316,1247,112,50,,,,,,,,,1 ecstasy red maseratti fotki vidno VHQ ekstazi import s SShA
6,03-03-2020 02:09:10,Tbilisi,ABOAB,ProGrow,1G -- ФОТО РАБОТАЕТ -> Sativa,,16,нет,Тбилиси,1 гр,0.0037,2321,873,78,35,True,,,,,,,,1G -- FOTO RABOTAET -> Sativa
7,03-03-2020 02:09:10,Tbilisi,P285,Trippyshop,NEW SALE Cocaine HQ 1 гр.,True,4,нет,Тбилиси,1 гр,0.0205,12536,4714,422,189,,,,,,,,,NEW SALE Cocaine HQ 1 gr.
8,03-03-2020 02:09:10,Tbilisi,6UG,Good Enuff,"Мощнейшие марки 25I nbome 1 шт. Готовые клады в Грузии, от производителя!",True,1,нет,Тбилиси,1 гр,0.002,1327,499,45,20,,,,,,,,,"Moschnejshie marki 25I nbome 1 sht. Gotovye klady v Gruzii, ot proizvoditelja!"
9,03-03-2020 02:09:10,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 1гр.,True,1,нет,Тбилиси,1 гр,0.0589,40000,18406,1347,,,,,,,,,,reagent 25i nbome. 1gr.
10,03-03-2020 02:09:10,Tbilisi,0WE,Khachapuri,2 gr mdma (скидка в биткоин 5%),True,1,нет,Тбилиси,2 гр,0.0194,12481,4711,420,,,170,,,,,,,2 gr mdma (skidka v bitkoin 5%)
11,03-03-2020 02:09:10,Tbilisi,LYHBG,Playboy,2gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!,True,4,нет,Тбилиси,2 гр,0.0391,23878,8978,804,360,,,,,,,,,2gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!
12,03-03-2020 02:09:10,Tbilisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 2.0g BTC SALE 5% SALE!!! SALE!!!,,2,нет,Тбилиси,2 гр,0.034,21225,7981,715,320,True,,,,,,,,Columbia Cocaine VHQ 2.0g BTC SALE 5% SALE!!! SALE!!!
13,03-03-2020 02:09:10,Tbilisi,TDSHF,THC,Hybrid Gagarin. 2g.,True,1,нет,Тбилиси,2 гр,0.0093,5969,2245,201,90,,,,,,,,,Hybrid Gagarin. 2g.
14,03-03-2020 02:09:10,Tbilisi,A3I9,Joookerrr,Божественный эифорик!!! Марки нбоооом!!! 2 штуки,True,2,нет,Тбилиси,2 гр,0.0034,2321,873,78,35,True,,,,,,,,Bozhestvennyj eiforik!!! Marki nboooom!!! 2 shtuki
15,03-03-2020 02:09:10,Tbilisi,0WE,Khachapuri,3 gr mdma (скидка в биткоин 5%),True,2,нет,Тбилиси,3 гр,0.0285,18354,6928,618,,,250,,,,,,,3 gr mdma (skidka v bitkoin 5%)
16,03-03-2020 02:09:10,Tbilisi,LYHBG,Playboy,!!!NEW!!! 5G Jack Herer !!!NEW!!!,True,2,нет,Тбилиси,5 гр,0.0168,10281,3866,346,155,,,,,,,,,!!!NEW!!! 5G Jack Herer !!!NEW!!!
17,03-03-2020 02:09:10,Tbilisi,0WE,Khachapuri,5 gr mdma (скидка в биткоин 5%),True,2,нет,Тбилиси,5 гр,0.0457,29367,11084,988,,,400,,,,,,,5 gr mdma (skidka v bitkoin 5%)
18,03-03-2020 02:09:10,Tbilisi,6UG,Good Enuff,Мощные жирные марки 25i nbome 5шт. Готовые клады в Грузии от производителя!,True,2,нет,Тбилиси,5 гр,0.0064,4311,1621,145,65,,,,,,,,,Moschnye zhirnye marki 25i nbome 5sht. Gotovye klady v Gruzii ot proizvoditelja!
19,03-03-2020 02:09:10,Tbilisi,P5MBO,ToppoT,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨,,7,нет,Тбилиси,10 гр,0.0392,24210,9103,815,365,,,True,,,,,,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨
20,03-03-2020 02:09:10,Tbilisi,5JG6,BenderMan,"LSD - 250 ug, 10 pieces",True,1,нет,Тбилиси,10 гр,0.0325,19898,7482,670,300,,,,,,,,,"LSD - 250 ug, 10 pieces"
21,03-03-2020 02:09:10,Tbilisi,6UG,Good Enuff,Мощные жирные марки 25i nbome 10шт. Готовые клады в Грузии от производителя!,True,3,нет,Тбилиси,10 гр,0.0097,6566,2469,221,99,,,,,,,,,Moschnye zhirnye marki 25i nbome 10sht. Gotovye klady v Gruzii ot proizvoditelja!
22,03-03-2020 02:09:10,Tbilisi,SM7B,SWEETWEED,гашиш евро 10г,True,2,нет,Тбилиси,10 гр,0.0412,26531,9976,894,400,,,,,,,,,gashish evro 10g
23,03-03-2020 02:09:10,Tbilisi,0V3X,arinaneb,"weed gorila glue 20 gram, super duper, popcorn size - mukhattskaro, close to road",True,1,нет,Тбилиси,20 гр,0.0464,29847,11223,1005,450,,,,,,,,,"weed gorila glue 20 gram, super duper, popcorn size - mukhattskaro, close to road"
24,03-03-2020 02:09:10,Tbilisi,SM7B,SWEETWEED,Гашиш Евро 20гр,True,1,нет,Тбилиси,20 гр,0.0801,51536,19378,1736,777,,,,,,,,,Gashish Evro 20gr
25,03-03-2020 02:09:10,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 0.27 G (SALE),True,нет,5,Тбилиси,0.27 гр,0.0293,17908,6734,603,270,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.27 G (SALE)
26,03-03-2020 02:09:10,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 0.35 G (SALE),True,нет,4,Тбилиси,0.35 гр,0.0326,19898,7482,670,300,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.35 G (SALE)
27,03-03-2020 02:09:10,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 1.1 G (SALE),True,1,5,Тбилиси,1.1 гр,0.0705,43113,16211,1452,650,,,,,,,,,Metadon - (KRISTAL) - VHQ - 1.1 G (SALE)
28,03-03-2020 02:09:10,Tbilisi,OSN8,KOLOVSKI,Subotex B8 Francce,True,нет,5,Тбилиси,1.4 гр,0.0274,18572,6983,626,280,,,,,,,,,Subotex B8 Francce
29,03-03-2020 02:09:10,Tbilisi,SF03,CRAZYFROG,2 гр Afghan Mazar-i-Sharif Hash топ товар !!! Оплата BITCOIN -10% Скидка,True,нет,5,Тбилиси,2 гр,0.0179,11077,4165,373,167,,,,,,,,,2 gr Afghan Mazar-i-Sharif Hash top tovar !!! Oplata BITCOIN -10% Skidka
30,03-03-2020 02:09:10,Tbilisi,SF03,CRAZYFROG,"2gr ROYAL AFGHANI HASH FINEST QUALITY гашиш топ качество ,Оплата BITCOIN -10% Скидка",True,нет,3,Тбилиси,2 гр,0.0176,12114,4572,408,,,165,,,,,,,"2gr ROYAL AFGHANI HASH FINEST QUALITY gashish top kachestvo ,Oplata BITCOIN -10% Skidka"
31,03-03-2020 02:09:10,Tbilisi,9VLN,AlienShop,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,4,Тбилиси,3 гр,0.064,39133,14715,1318,590,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
32,03-03-2020 02:09:10,Tbilisi,9VLN,AlienShop,🍃💩💩3g. New! Gorilla Glue Premium Hush💩💩🍃,True,нет,3,Тбилиси,3 гр,0.0185,12536,4714,422,189,,,,,,,,,🍃💩💩3g. New! Gorilla Glue Premium Hush💩💩🍃
33,03-03-2020 02:09:10,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,7,Тбилиси,4 гр,0.043,26531,9976,894,400,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
34,03-03-2020 02:09:36,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0591,36480,13717,1229,550,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
35,03-03-2020 02:09:36,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS saburtalo!! если платите с бтк скидка 1%,True,нет,8,Тбилиси,5 гр,0.0258,15919,5986,536,240,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS saburtalo!! esli platite s btk skidka 1%
36,03-03-2020 02:09:36,Tbilisi,SF03,CRAZYFROG,5 gr Шишки “OG KUSH VHQ”,True,нет,10,Тбилиси,5 гр,0.0269,16582,6235,559,250,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
37,03-03-2020 02:09:36,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS saburtalo !! если платите с бтк скидка 10% !!,True,нет,2,Тбилиси,5 гр,0.0269,16582,6235,559,250,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS saburtalo !! esli platite s btk skidka 10% !!
38,03-03-2020 02:09:36,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,10,Тбилиси,5 гр,0.0269,16582,6235,559,250,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
39,03-03-2020 02:09:36,Tbilisi,SF03,CRAZYFROG,"5gr WHITE WIDOW марихуана шишки, Оплата BITCOIN -10% Скидка.",True,нет,2,Тбилиси,5 гр,0.0214,13199,4963,445,199,,,,,,,,,"5gr WHITE WIDOW marihuana shishki, Oplata BITCOIN -10% Skidka."
40,03-03-2020 02:09:36,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,4,Тбилиси,5 гр,0.0269,16582,6235,559,250,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
41,03-03-2020 02:09:36,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0214,14526,5462,489,219,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
42,03-03-2020 02:09:36,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - 5 G. (SHISHKI) (SALE),True,нет,5,Тбилиси,5 гр,0.0326,19898,7482,670,300,,,,,,,,,MARIXYANA - 5 G. (SHISHKI) (SALE)
43,03-03-2020 02:09:36,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана SABURTALO! если платите с бтк скидка 10% !!,True,нет,10,Тбилиси,5 гр,0.0269,16582,6235,559,250,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana SABURTALO! esli platite s btk skidka 10% !!
44,03-03-2020 02:09:36,Tbilisi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),True,нет,17,Тбилиси,5 гр,0.0195,13265,4988,447,200,,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
45,03-03-2020 02:09:36,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2798,190000,87429,6396,,,,,,,,,,reagent 25i nbome. 5gr
46,03-03-2020 02:09:36,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.293,198982,74820,6703,3000,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
47,03-03-2020 02:09:36,Tbilisi,9VLN,AlienShop,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,4,Тбилиси,5 гр,0.0932,56975,21423,1919,859,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
48,03-03-2020 02:09:36,Tbilisi,9VLN,AlienShop,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,5,Тбилиси,5 гр,0.0201,12271,4614,413,185,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
49,03-03-2020 02:09:36,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,True,нет,5,Тбилиси,5 гр,0.0531,32434,12196,1093,489,,,,,,,,,💘✨5g. MDMA ✨💘
50,03-03-2020 02:09:36,Tbilisi,9VLN,AlienShop,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩,True,нет,5,Тбилиси,5 гр,0.0357,21822,8205,735,329,,,,,,,,,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩
51,03-03-2020 02:09:36,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,True,нет,3,Тбилиси,5 гр,0.0195,11939,4489,402,180,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
52,03-03-2020 02:09:36,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.0967,59695,22446,2011,900,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
53,03-03-2020 02:09:36,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,5,Тбилиси,10 гр,0.0752,46429,17458,1564,700,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
54,03-03-2020 02:09:36,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,8,Тбилиси,10 гр,0.0429,26465,9951,891,399,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
55,03-03-2020 02:09:36,Tbilisi,NVOG,ProperMgzn,10x Extasy Duracell 223mg MDMA.,True,нет,5,Тбилиси,10 гр,0.038,23215,8729,782,350,,,,,,,,,10x Extasy Duracell 223mg MDMA.
56,03-03-2020 02:09:36,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,5,Тбилиси,10 гр,0.086,53062,19952,1787,800,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
57,03-03-2020 02:09:36,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2391,147578,55492,4971,2225,,,,,,,,,Amfetamin [White] [Import] 10G
58,03-03-2020 02:09:36,Tbilisi,9VLN,AlienShop,☃️❄NEW 10g.COCAINE❄☃️,True,нет,10,Тбилиси,10 гр,0.1573,96108,36138,3237,1449,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
59,03-03-2020 02:09:36,Tbilisi,9VLN,AlienShop,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.04,24475,9203,824,369,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
60,03-03-2020 02:09:36,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,4,Тбилиси,10 гр,0.0324,19832,7457,668,299,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
61,03-03-2020 02:09:36,Tbilisi,NVOG,ProperMgzn,20x Extasy Duracell 223mg MDMA.,True,нет,5,Тбилиси,20 гр,0.076,46429,17458,1564,700,,,,,,,,,20x Extasy Duracell 223mg MDMA.
62,03-03-2020 02:09:36,Tbilisi,9VLN,AlienShop,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.065,39730,14939,1338,599,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
63,03-03-2020 02:09:36,Tbilisi,ABOAB,ProGrow,25G -- HYBRID-> Скидка 5% за BTC,True,нет,2,Тбилиси,25 гр,0.0722,46429,17458,1564,700,,,,,,,,,25G -- HYBRID-> Skidka 5% za BTC
64,03-03-2020 02:09:36,Tbilisi,RGIUB,SaintJoint,50 gr 23% THC Amnesia Haze top quality,True,нет,1,Тбилиси,50 гр,0.1172,79593,29928,2681,1200,,,,,,,,,50 gr 23% THC Amnesia Haze top quality
65,03-03-2020 02:09:36,Tbilisi,ABOAB,ProGrow,50G -- HYBRID-> Скидка 5% за BTC,True,нет,1,Тбилиси,50 гр,0.103,66261,24915,2232,999,,,,,,,,,50G -- HYBRID-> Skidka 5% za BTC
66,03-03-2020 02:09:36,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2149,132655,49880,4468,2000,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
67,03-03-2020 02:09:36,Tbilisi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,True,нет,1,Тбилиси,100 гр,0.217,132655,49880,4468,2000,,,,,,,,,SUBOXIN - HQ - 100 G.
68,03-03-2020 02:09:36,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2686,165819,62350,5586,2500,,,,,,,,,Marihuana [Shishki] [Gali] 100G
69,03-03-2020 02:10:21,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,True,нет,1,Тбилиси,150 гр,0.1628,99491,37410,3351,1500,,,,,,,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
70,03-03-2020 02:10:21,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.4943,305106,114724,10277,4600,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
71,03-03-2020 02:10:21,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.8059,497456,187050,16757,7500,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
72,03-03-2020 02:10:21,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.9133,563783,211990,18991,8500,,,,,,,,,10000sht marki 25i-nbome. predoplata
73,03-03-2020 02:10:21,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,1,нет,Тбилиси,1 гр,0.0195,13265,4988,447,200,,,,,,,,,KURYER..500RUB.+BONUS
74,03-03-2020 02:10:21,Tbilisi,3TGJ9,Elegant,Требуется Курьер,True,1,нет,Тбилиси,1 гр,0.0195,13265,4988,447,200,,,,,,,,,Trebuetsja Kur'er
75,03-03-2020 02:10:21,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0215,13265,4988,447,200,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
76,03-03-2020 02:10:21,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0269,16582,6235,559,250,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
77,03-03-2020 02:10:21,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.6264,994911,374100,33513,15000,,,,,,,,,Vakansija optovogo kur'era na mef
78,03-03-2020 02:11:34,Batumi,9VVG,ToWeedShop,Skunk! 50 gr.,,1,нет,Батуми,50 гр,0.1612,99491,37410,3351,1500,,,,,,True,,,Skunk! 50 gr.
79,03-03-2020 02:11:34,Batumi,XH0NP,XX-PABLO-XX,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE ),,2,5,Батуми,0.27 гр,0.0293,17908,6734,603,270,,,,,,True,,,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE )
80,03-03-2020 02:11:34,Batumi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),,нет,17,Батуми,5 гр,0.0195,13265,4988,447,200,,,,,,True,,,Metamfetamin ratsemat 5 g. (MQ)
81,03-03-2020 02:11:34,Batumi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.217,132655,49880,4468,2000,,,,,,True,,,SUBOXIN - HQ - 100 G.
82,03-03-2020 02:11:34,Batumi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,3,Батуми,150 гр,0.1628,99491,37410,3351,1500,,,,,,True,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
83,03-03-2020 02:11:34,Batumi,O9SXJ,Parnavaz,"Ищу курьера (кладчик, кладмен)",,1,нет,Батуми,1 гр,0.0109,6633,2494,223,100,,,,,,True,,,"Ischu kur'era (kladchik, kladmen)"
84,03-03-2020 02:11:34,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0049,3316,1247,112,50,,,,,,True,,,kur'er v Batumi
85,03-03-2020 02:11:34,Batumi,5SSE9,BIGBROSH0P,Вакансия Курьера в Батуми,,1,нет,Батуми,3 гр,0.0049,3316,1247,112,50,,,,,,True,,,Vakansija Kur'era v Batumi
86,03-03-2020 02:11:34,Batumi,5SSE9,BIGBROSH0P,Вакансия Курьера в Батуми,,1,нет,Батуми,5 гр,0.0074,5000,2301,168,,,,,,,True,,,Vakansija Kur'era v Batumi
