,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Gldani,€,Дигоми,Didube,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
0,16-03-2020 08:42:07,Tbilisi,BP40,WakeShop,Metadon VHQ 0.25 24/7,True,13,нет,Тбилиси,0.25 гр,0.0291,13906,5109,445,190,,,,,,,,,,,Metadon VHQ 0.25 24/7
1,16-03-2020 08:42:07,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 0.30 G,True,7,3,Тбилиси,0.3 гр,0.051,21956,8067,702,300,,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.30 G
2,16-03-2020 08:42:07,Tbilisi,OX85,amnesia420,"0,5g AFGHANI Indica THC 18% / BTC -5% sale",True,3,нет,Тбилиси,0.5 гр,0.004,1830,672,59,25,,,,,,,,,,,"0,5g AFGHANI Indica THC 18% / BTC -5% sale"
3,16-03-2020 08:42:07,Tbilisi,OX85,amnesia420,"0,5g AMNESIA HAZE Sativa THC 20% / BTC -5% sale",True,4,нет,Тбилиси,0.5 гр,0.004,1830,672,59,25,,,,,,,,,,,"0,5g AMNESIA HAZE Sativa THC 20% / BTC -5% sale"
4,16-03-2020 08:42:07,Tbilisi,LYHBG,Playboy,"0,5gr. Columbian Cocaine NEW SALE! SALE!**************NEW SALE! SALE!",True,10,нет,Тбилиси,0.5 гр,0.0185,7978,2931,255,109,,,,,,,,,,,"0,5gr. Columbian Cocaine NEW SALE! SALE!**************NEW SALE! SALE!"
5,16-03-2020 08:42:07,Tbilisi,SDQN,YummyShop,Cocaine Pure VHQ 0.5g,True,4,нет,Тбилиси,0.5 гр,0.016,7246,2662,232,99,,,,,,,,,,,Cocaine Pure VHQ 0.5g
6,16-03-2020 08:42:07,Tbilisi,V4T,COCAcoLA,MDMA 0.5gr огромные камни!,,7,нет,Тбилиси,0.5 гр,0.0093,4025,1479,129,55,True,,,,,,,,,,MDMA 0.5gr ogromnye kamni!
7,16-03-2020 08:42:07,Tbilisi,91Z98,Avocado,Pure COCAINE VHQ 0.5g,True,2,нет,Тбилиси,0.5 гр,0.0176,7978,2931,255,109,,,,,,,,,,,Pure COCAINE VHQ 0.5g
8,16-03-2020 08:42:07,Tbilisi,V4T,COCAcoLA,mephedrone 0.5 лучший меф! лечит даже корона вирус!))),,22,нет,Тбилиси,0.5 гр,0.0168,7319,2689,234,100,True,,,,,,,,,,mephedrone 0.5 luchshij mef! lechit dazhe korona virus!)))
9,16-03-2020 08:42:07,Tbilisi,2LA7,ACROBATS,Марихуана бошки OG KUSH этим все сказано 0.5г.,True,2,нет,Тбилиси,0.5 гр,0.0042,1830,672,59,25,,,,,,,,,,,Marihuana boshki OG KUSH etim vse skazano 0.5g.
10,16-03-2020 08:42:07,Tbilisi,18FB,Mr.Green Tbilis,1 G Hybrid Marijuana Buds За BТС 10% СКИДКА,True,14,нет,Тбилиси,1 гр,0.0077,3659,1345,117,50,,,,,,,,,,,1 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
11,16-03-2020 08:42:07,Tbilisi,JVZTQ,partyshop,1 ecstasy red maseratti фотки видно VHQ екстази импорт с США,True,3,нет,Тбилиси,1 гр,0.0084,3659,1345,117,50,,,,,,,,,,,1 ecstasy red maseratti fotki vidno VHQ ekstazi import s SShA
12,16-03-2020 08:42:07,Tbilisi,ABOAB,ProGrow,1G ---> ONLY BUDS,True,11,нет,Тбилиси,1 гр,0.0064,2854,1049,91,39,,,,,,,,,,,1G ---> ONLY BUDS
13,16-03-2020 08:42:07,Tbilisi,OX85,amnesia420,1g NORTHERN LIGHTS Indica THC 20% / BTC -5% sale,True,4,нет,Тбилиси,1 гр,0.0065,2928,1076,94,40,,,,,,,,,,,1g NORTHERN LIGHTS Indica THC 20% / BTC -5% sale
14,16-03-2020 08:42:07,Tbilisi,03F3,geoshop,1gr bubble hash thc 25% гашиш вишего качество HQ,True,1,нет,Тбилиси,1 гр,0.0143,6221,2286,199,85,,,,,,,,,,,1gr bubble hash thc 25% gashish vishego kachestvo HQ
15,16-03-2020 08:42:07,Tbilisi,LYHBG,Playboy,1gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!,True,3,нет,Тбилиси,1 гр,0.0337,14491,5324,463,198,,,,,,,,,,,1gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!
16,16-03-2020 08:42:07,Tbilisi,03F3,geoshop,2 фото видно ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк,True,8,нет,Тбилиси,1 гр,0.0135,5855,2151,187,80,,,,,,,,,,,2 foto vidno ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk
17,16-03-2020 08:42:07,Tbilisi,42AF,Leningrad6,Amsterdam weed sativa 1гр,True,7,нет,Тбилиси,1 гр,0.0077,3367,1237,108,46,,,,,,,,,,,Amsterdam weed sativa 1gr
18,16-03-2020 08:42:07,Tbilisi,SDQN,YummyShop,Cocaine Pure VHQ 1g,True,6,нет,Тбилиси,1 гр,0.0289,13101,4813,419,179,,,,,,,,,,,Cocaine Pure VHQ 1g
19,16-03-2020 08:42:07,Tbilisi,V4T,COCAcoLA,MDMA 1gr лучший товар на площадке!,,4,нет,Тбилиси,1 гр,0.0185,8051,2958,257,110,True,,,,,,,,,,MDMA 1gr luchshij tovar na ploschadke!
20,16-03-2020 08:42:07,Tbilisi,X4ZM,ZYX,NEW ! Afghan HQ buds ! NEW ! 1G,True,5,нет,Тбилиси,1 гр,0.0084,3659,1345,117,50,,,,,,,,,,,NEW ! Afghan HQ buds ! NEW ! 1G
21,16-03-2020 08:42:07,Tbilisi,X4ZM,ZYX,NEW ! Super Skunk ! NEW ! BUDS ! 1G,True,3,нет,Тбилиси,1 гр,0.0081,3513,1291,112,48,,,,,,,,,,,NEW ! Super Skunk ! NEW ! BUDS ! 1G
22,16-03-2020 08:42:07,Tbilisi,UJP9,420Inc,THC Snow Buds Only 1G (THC 23+%),True,6,нет,Тбилиси,1 гр,0.007,3074,1129,98,42,,,,,,,,,,,THC Snow Buds Only 1G (THC 23+%)
23,16-03-2020 08:42:07,Tbilisi,91Z98,Avocado,VHQ BEST Cocaine 1g.,True,1,нет,Тбилиси,1 гр,0.0321,14564,5351,466,199,,,,,,,,,,,VHQ BEST Cocaine 1g.
24,16-03-2020 08:42:07,Tbilisi,V4T,COCAcoLA,cocaine 1gr СУПЕР COCA!!!,,6,нет,Тбилиси,1 гр,0.0306,14638,5378,468,200,True,,,,,,,,,,cocaine 1gr SUPER COCA!!!
25,16-03-2020 08:42:07,Tbilisi,5LZ,ExtraShop,Кокаин HQ 1г.,True,3,нет,Тбилиси,1 гр,0.0315,13833,5082,442,189,,,,,,,,,,,Kokain HQ 1g.
26,16-03-2020 08:42:07,Tbilisi,1IZXK,BadboysTbl,Метадон 1гр,True,1,нет,Тбилиси,1 гр,0.1377,65869,24201,2106,900,,,,,,,,,,,Metadon 1gr
27,16-03-2020 08:42:07,Tbilisi,6UG,Good Enuff,"Мощнейшие марки 25I nbome 1 шт. Готовые клады в Грузии, от производителя!",True,7,нет,Тбилиси,1 гр,0.0031,1464,538,47,20,,True,,,,,,,,,"Moschnejshie marki 25I nbome 1 sht. Gotovye klady v Gruzii, ot proizvoditelja!"
28,16-03-2020 08:42:07,Tbilisi,18FB,Mr.Green Tbilis,2 G Hybrid Marijuana Buds За BТС 10% СКИДКА,True,14,нет,Тбилиси,2 гр,0.0138,6587,2420,211,90,,,,,,,,,,,2 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
29,16-03-2020 08:42:07,Tbilisi,LYHBG,Playboy,2gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!,True,5,нет,Тбилиси,2 гр,0.0612,26348,9680,842,360,,,,,,,,,,,2gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!
30,16-03-2020 08:42:07,Tbilisi,5LZ,ExtraShop,Кокаин HQ 2г.,True,1,нет,Тбилиси,2 гр,0.0612,27738,10191,887,379,,,,,,,,,,,Kokain HQ 2g.
31,16-03-2020 08:42:07,Tbilisi,0WE,Khachapuri,3 gr mdma (скидка в биткоин 5%),True,1,нет,Тбилиси,3 гр,0.0452,20465,7488,654,,,,250,,,,,,,,3 gr mdma (skidka v bitkoin 5%)
32,16-03-2020 08:42:07,Tbilisi,NVOG,ProperMgzn,3x Extasy Duracell 223mg MDMA,True,6,нет,Тбилиси,3 гр,0.0179,7685,2823,246,105,,,,,,,,,,,3x Extasy Duracell 223mg MDMA
33,16-03-2020 08:42:07,Tbilisi,C7LQ,Scandal,"5 Grm MDMA , Purity A +++",True,2,нет,Тбилиси,5 гр,0.049,23420,8605,749,320,,,,,,,,,,,"5 Grm MDMA , Purity A +++"
34,16-03-2020 08:42:44,Tbilisi,BCF,Doitgod,5 Grm Mdma Pure Quality A +++,True,2,нет,Тбилиси,5 гр,0.0501,21956,8067,702,300,,,,,,,,,,,5 Grm Mdma Pure Quality A +++
35,16-03-2020 08:42:44,Tbilisi,0WE,Khachapuri,5 gr mdma (скидка в биткоин 5%),True,2,нет,Тбилиси,5 гр,0.0632,28651,10483,915,,,,350,,,,,,,,5 gr mdma (skidka v bitkoin 5%)
36,16-03-2020 08:42:44,Tbilisi,NVOG,ProperMgzn,5x Extasy Duracell 223mg MDMA.,True,7,нет,Тбилиси,5 гр,0.0298,12808,4706,410,175,,,,,,,,,,,5x Extasy Duracell 223mg MDMA.
37,16-03-2020 08:42:44,Tbilisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 5g BTC SALE 5%!!,,3,нет,Тбилиси,5 гр,0.1327,57599,21162,1842,787,,,,True,,,,,,,Columbia Cocaine VHQ 5g BTC SALE 5%!!
38,16-03-2020 08:42:44,Tbilisi,5HOGC,NewHybrid,Hybrid Weed VHQ (5г) BТС 10% СКИДКА,True,3,нет,Тбилиси,5 гр,0.0261,12442,4571,398,170,,,,,,,,,,,Hybrid Weed VHQ (5g) BTS 10% SKIDKA
39,16-03-2020 08:42:44,Tbilisi,6UG,Good Enuff,Мощные жирные марки 25i nbome 5шт. Готовые клады в Грузии от производителя!,True,3,нет,Тбилиси,5 гр,0.01,4757,1748,152,65,,,,,,,,,,,Moschnye zhirnye marki 25i nbome 5sht. Gotovye klady v Gruzii ot proizvoditelja!
40,16-03-2020 08:42:44,Tbilisi,EIH4,San4oPan4o,MDMA from Europe!!! 5g + (0.5g hash подарок !!!!) BTC SALE 5%!!,,4,нет,Тбилиси,5.5 гр,0.066,28909,10622,924,395,,,,True,,,,,,,MDMA from Europe!!! 5g + (0.5g hash podarok !!!!) BTC SALE 5%!!
41,16-03-2020 08:42:44,Tbilisi,P5MBO,ToppoT,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨,,2,нет,Тбилиси,10 гр,0.0616,26714,9815,854,365,,,,,True,,,,,,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨
42,16-03-2020 08:42:44,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 10шт. вес таблетки 450mg,True,2,нет,Тбилиси,10 гр,0.045,19541,7180,625,267,,,,,,,,,,,Extasy GUCCI 10sht. ves tabletki 450mg
43,16-03-2020 08:42:44,Tbilisi,6UG,Good Enuff,Мощные жирные марки 25i nbome 10шт. Готовые клады в Грузии от производителя!,True,4,нет,Тбилиси,10 гр,0.0152,7246,2662,232,99,,True,,,,,,,,,Moschnye zhirnye marki 25i nbome 10sht. Gotovye klady v Gruzii ot proizvoditelja!
44,16-03-2020 08:42:44,Tbilisi,SM7B,SWEETWEED,гашиш евро 10г,True,2,нет,Тбилиси,10 гр,0.0647,29275,10756,936,400,,,,,,,,,,,gashish evro 10g
45,16-03-2020 08:42:44,Tbilisi,EIH4,San4oPan4o,MDMA from Europe!!! 10g + (1g hash подарок !!!!) BTC SALE 5%!!,,2,нет,Тбилиси,11 гр,0.1341,58185,21378,1860,795,,,,True,,,,,,,MDMA from Europe!!! 10g + (1g hash podarok !!!!) BTC SALE 5%!!
46,16-03-2020 08:42:44,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - TBILISI- 0.27 G,True,15,5,Тбилиси,0.27 гр,0.046,19761,7260,632,270,,,,,,,,,,,Metadon - (KRISTAL) - VHQ - TBILISI- 0.27 G
47,16-03-2020 08:42:44,Tbilisi,Y6FO,Opiate,Methadone HQ in city 0.35g,True,нет,4,Тбилиси,0.35 гр,0.0388,16833,6185,538,230,,,,,,,,,,,Methadone HQ in city 0.35g
48,16-03-2020 08:42:44,Tbilisi,Y6FO,Opiate,Methadone HQ in city 0.75g,True,нет,3,Тбилиси,0.75 гр,0.0624,27080,9949,866,370,,,,,,,,,,,Methadone HQ in city 0.75g
49,16-03-2020 08:42:44,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 1.1 G (SALE),True,1,3,Тбилиси,1.1 гр,0.1192,51232,18823,1638,700,,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 1.1 G (SALE)
50,16-03-2020 08:42:44,Tbilisi,Y6FO,Opiate,Methadone HQ in city 1.4g,True,нет,2,Тбилиси,1.4 гр,0.1181,51232,18823,1638,700,,,,,,,,,,,Methadone HQ in city 1.4g
51,16-03-2020 08:42:44,Tbilisi,9VLN,AlienShop,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,3,Тбилиси,3 гр,0.1005,43181,15865,1381,590,,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
