,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,€,Vake,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
0,23-02-2020 02:17:12,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 0.15 G,True,1,5,Тбилиси,0.15 гр,0.0151,9645,3677,332,150,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.15 G
1,23-02-2020 02:17:12,Tbilisi,C36EL,TripGuru,Iranian Black Heroin Old WHQ Не сырец 0.25g,True,2,нет,Тбилиси,0.25 гр,0.01,6430,2451,221,100,,,,,,,,,Iranian Black Heroin Old WHQ Ne syrets 0.25g
2,23-02-2020 02:17:12,Tbilisi,C36EL,TripGuru,Iranian Sirec 0.25g.,True,1,нет,Тбилиси,0.25 гр,0.006,3858,1471,133,60,,,,,,,,,Iranian Sirec 0.25g.
3,23-02-2020 02:17:12,Tbilisi,LYHBG,Playboy,"0,5 g MDMA - !!!NEW!!! - Purity 93%",True,6,нет,Тбилиси,0.5 гр,0.007,4437,1691,153,69,,,,,,,,,"0,5 g MDMA - !!!NEW!!! - Purity 93%"
4,23-02-2020 02:17:12,Tbilisi,BP40,WakeShop,Metadon VHQ 0.5 24/7,True,1,нет,Тбилиси,0.5 гр,0.0263,18647,7108,641,290,,,,,,,,,Metadon VHQ 0.5 24/7
5,23-02-2020 02:17:12,Tbilisi,91Z98,Avocado,Pure COCAINE VHQ 0.5g,True,4,нет,Тбилиси,0.5 гр,0.0104,7009,2672,241,109,,,,,,,,,Pure COCAINE VHQ 0.5g
6,23-02-2020 02:17:12,Tbilisi,1IZXK,BadboysTbl,Метадон 0.6гр,True,3,нет,Тбилиси,0.6 гр,0.0272,19290,7353,664,300,,,,,,,,,Metadon 0.6gr
7,23-02-2020 02:17:12,Tbilisi,JVZTQ,partyshop,1 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,10,нет,Тбилиси,1 гр,0.0099,6366,2426,219,99,,,,,,,,,1 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
8,23-02-2020 02:17:12,Tbilisi,03F3,geoshop,1 gr mdma Кристаллы очен силни импорт с европи,True,2,нет,Тбилиси,1 гр,0.012,7716,2941,265,120,,,,,,,,,1 gr mdma Kristally ochen silni import s evropi
9,23-02-2020 02:17:12,Tbilisi,SF03,CRAZYFROG,"1 mdma very strong best quality , import califronia , лучши мдма на саите",True,10,нет,Тбилиси,1 гр,0.01,6430,2451,221,100,,,,,,,,,"1 mdma very strong best quality , import califronia , luchshi mdma na saite"
10,23-02-2020 02:17:12,Tbilisi,ABOAB,ProGrow,1G -- AK-47 -> Sativa,,5,нет,Тбилиси,1 гр,0.0036,2379,907,82,37,True,,,,,,,,1G -- AK-47 -> Sativa
11,23-02-2020 02:17:12,Tbilisi,SF03,CRAZYFROG,"1GR GORILLA GLUE AUTO Шишки ,Оплата BITCOIN -10% Скидка",True,1,нет,Тбилиси,1 гр,0.005,3215,1226,111,50,,,,,,,,,"1GR GORILLA GLUE AUTO Shishki ,Oplata BITCOIN -10% Skidka"
12,23-02-2020 02:17:12,Tbilisi,03F3,geoshop,1gr bubble hash thc 25% гашиш вишего качество HQ,True,3,нет,Тбилиси,1 гр,0.0085,5466,2083,188,85,,,,,,,,,1gr bubble hash thc 25% gashish vishego kachestvo HQ
13,23-02-2020 02:17:12,Tbilisi,SDQN,YummyShop,Cocaine Pure VHQ 1g,True,5,нет,Тбилиси,1 гр,0.0173,12217,4657,420,190,,,,,,,,,Cocaine Pure VHQ 1g
14,23-02-2020 02:17:12,Tbilisi,YOI,Hashland,HASH Mexicana 1 g SALE -10% for bitcoin.,True,6,нет,Тбилиси,1 гр,0.0064,4512,1724,155,,,65,,,,,,,HASH Mexicana 1 g SALE -10% for bitcoin.
15,23-02-2020 02:17:12,Tbilisi,Z5UFK,Vein,Hashish Ice-o-lator 1g,True,4,нет,Тбилиси,1 гр,0.0076,4887,1863,168,76,,,,,,,,,Hashish Ice-o-lator 1g
16,23-02-2020 02:17:12,Tbilisi,5JG6,BenderMan,Ketamine 1g,True,4,нет,Тбилиси,1 гр,0.0101,6430,2451,221,100,,,,,,,,,Ketamine 1g
17,23-02-2020 02:17:12,Tbilisi,5JG6,BenderMan,"LSD - 250 ug, 1piece",True,3,нет,Тбилиси,1 гр,0.004,2572,980,88,40,,,,,,,,,"LSD - 250 ug, 1piece"
18,23-02-2020 02:17:12,Tbilisi,BP40,WakeShop,Metadon VHQ 1 24/7,True,1,нет,Тбилиси,1 гр,0.0454,32150,12255,1106,500,,,,,,,,,Metadon VHQ 1 24/7
19,23-02-2020 02:17:12,Tbilisi,P285,Trippyshop,NEW SALE Cocaine HQ 1 гр.,True,2,нет,Тбилиси,1 гр,0.0191,12153,4632,418,189,,,,,,,,,NEW SALE Cocaine HQ 1 gr.
20,23-02-2020 02:17:12,Tbilisi,UJP9,420Inc,THC Snow Buds Only 1G (THC 23+%),True,3,нет,Тбилиси,1 гр,0.0046,3022,1152,104,47,,,,,,,,,THC Snow Buds Only 1G (THC 23+%)
21,23-02-2020 02:17:12,Tbilisi,91Z98,Avocado,VHQ BEST Cocaine 1g.,True,1,нет,Тбилиси,1 гр,0.0191,12796,4877,440,199,,,,,,,,,VHQ BEST Cocaine 1g.
22,23-02-2020 02:17:12,Tbilisi,X4ZM,ZYX,Гашиш Double-Twesla ! 1g ! VHQ ! TOP ! NEW !,True,2,нет,Тбилиси,1 гр,0.0075,4823,1838,166,75,,,,,,,,,Gashish Double-Twesla ! 1g ! VHQ ! TOP ! NEW !
23,23-02-2020 02:17:12,Tbilisi,1IZXK,BadboysTbl,Метадон 1гр,True,1,нет,Тбилиси,1 гр,0.0409,28935,11030,995,450,,,,,,,,,Metadon 1gr
24,23-02-2020 02:17:12,Tbilisi,EYO96,ROCKSHOP,"Метадон, 1gr",True,3,нет,Тбилиси,1 гр,0.04,25720,9804,885,400,,,,,,,,,"Metadon, 1gr"
25,23-02-2020 02:17:12,Tbilisi,9VLN,AlienShop,💩1g. New Hush Gorilla Glue Premium💩,True,2,нет,Тбилиси,1 гр,0.007,4437,1691,153,69,,,,,,,,,💩1g. New Hush Gorilla Glue Premium💩
26,23-02-2020 02:17:12,Tbilisi,X4ZM,ZYX,MDMA 0.8g + ketamine 0.3g ! VHQ,True,1,нет,Тбилиси,1.1 гр,0.0139,8938,3407,307,139,,,,,,,,,MDMA 0.8g + ketamine 0.3g ! VHQ
27,23-02-2020 02:17:12,Tbilisi,JVZTQ,partyshop,2 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,1,нет,Тбилиси,2 гр,0.0235,15111,5760,520,235,,,,,,,,,2 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
