,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Gldani,€,Дигоми,Didube,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
88,17-03-2020 03:16:24,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0353,14825,5580,473,200,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
89,17-03-2020 03:16:24,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0441,18532,6975,591,250,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
90,17-03-2020 03:16:24,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,2.6705,1111893,418500,35454,15000,,,,,,,,,,,Vakansija optovogo kur'era na mef
91,17-03-2020 03:17:37,Batumi,9VVG,ToWeedShop,Skunk! 50 gr.,,1,нет,Батуми,50 гр,0.2655,111189,41850,3545,1500,,,,,,,,True,,,Skunk! 50 gr.
92,17-03-2020 03:17:37,Batumi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),,нет,16,Батуми,5 гр,0.0322,14825,5580,473,200,,,,,,,,True,,,Metamfetamin ratsemat 5 g. (MQ)
93,17-03-2020 03:17:37,Batumi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.3575,148252,55800,4727,2000,,,,,,,,True,,,SUBOXIN - HQ - 100 G.
94,17-03-2020 03:17:37,Batumi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,3,Батуми,150 гр,0.2681,111189,41850,3545,1500,,,,,,,,True,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
95,17-03-2020 03:17:37,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0161,7413,2790,236,100,,,,,,,,True,,,kur'er v Batumi
96,17-03-2020 03:17:37,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0402,18532,6975,591,250,,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
97,17-03-2020 03:17:37,Batumi,A3I9,Joookerrr,Работа на марки (курьер),,1,нет,Батуми,10 гр,0.0241,11119,4185,355,150,,,,,,,,True,,,Rabota na marki (kur'er)
98,17-03-2020 03:17:37,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0402,18532,6975,591,250,,,,,,,,True,,,Ischu kur'era v Gruzii!
99,17-03-2020 03:17:37,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,2.679,1111893,418500,35454,15000,,,,,,,,True,,,Vakansija optovogo kur'era na mef
