,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Gldani,€,Nadzaladevi,Varketili,Didube,Old Tbilisi (Старый город),Дигоми,Батуми,Центр,Кутаиси,desc_en
96,13-04-2020 17:02:57,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0344,18381,6825,619,250,,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
97,13-04-2020 17:02:57,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,2.0828,1102868,409500,37128,15000,,,,,,,,,,,,Vakansija optovogo kur'era na mef
98,13-04-2020 17:03:56,Batumi,CL7K,go420times,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.3037,161754,59950,5445,2200,,,,,,,,,True,,,[100g] SPAIN HASH
99,13-04-2020 17:03:56,Batumi,F1CR,PvPalpha,Ск синий крис очень сильный 3гр,,нет,3,Батуми,3 гр,0.0414,24263,8993,817,330,,,,,,,,,,True,,Sk sinij kris ochen' sil'nyj 3gr
100,13-04-2020 17:03:56,Batumi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.2789,147049,54500,4950,2000,,,,,,,,,True,,,SUBOXIN - HQ - 100 G.
101,13-04-2020 17:03:56,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0126,7352,2725,248,100,,,,,,,,,True,,,kur'er v Batumi
102,13-04-2020 17:03:56,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0314,18381,6813,619,250,,,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
103,13-04-2020 17:03:56,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0314,18381,6813,619,250,,,,,,,,,True,,,Ischu kur'era v Gruzii!
104,13-04-2020 17:03:56,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,2.0897,1102868,408750,37128,15000,,,,,,,,,True,,,Vakansija optovogo kur'era na mef
105,13-04-2020 17:03:56,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.069,36762,13625,1238,500,,,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
106,13-04-2020 17:04:52,Kutaisi,EIH4,San4oPan4o,MDMA from Europe!!! 1.5g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,3,нет,Кутаиси,1.5 гр,0.0198,10661,3951,359,145,,,,,,,,,,,True,MDMA from Europe!!! 1.5g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
107,13-04-2020 17:04:52,Kutaisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 2g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,10,нет,Кутаиси,2 гр,0.0499,26836,9946,903,365,,,,,,,,,,,True,Columbia Cocaine VHQ 2g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
108,13-04-2020 17:04:52,Kutaisi,EIH4,San4oPan4o,MDMA from Europe!!! 3g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,10,нет,Кутаиси,3 гр,0.0376,20219,7494,681,275,,,,,,,,,,,True,MDMA from Europe!!! 3g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
