,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Old Tbilisi (Старый город),Saburtalo,€,Дигоми,Didube,Авлобари,Батуми,Центр,Кутаиси,desc_en
105,12-03-2020 13:06:11,Batumi,72B,CHINATOWN,NZT-52 limited 2г мука,,11,нет,Батуми,2 гр,0.04,25730,9630,833,360,,,,,,,True,,,NZT-52 limited 2g muka
106,12-03-2020 13:06:11,Batumi,Z9UT,Rainbow,Super Critical HIGHEST QUALITY 5G,,1,нет,Батуми,5 гр,0.0306,17868,6688,579,250,,,,,,,,True,,Super Critical HIGHEST QUALITY 5G
107,12-03-2020 13:06:11,Batumi,9VVG,ToWeedShop,Skunk! 50 gr.,,1,нет,Батуми,50 гр,0.1834,107208,40125,3471,1500,,,,,,,True,,,Skunk! 50 gr.
108,12-03-2020 13:06:11,Batumi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - BATUMI - 0.27 G,,2,4,Батуми,0.27 гр,0.0333,19297,7223,625,270,,,,,,,True,,,Metadon - (KRISTAL) - VHQ - BATUMI - 0.27 G
109,12-03-2020 13:06:11,Batumi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),,нет,16,Батуми,5 гр,0.0222,14294,5350,463,200,,,,,,,True,,,Metamfetamin ratsemat 5 g. (MQ)
110,12-03-2020 13:06:11,Batumi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.247,142944,53500,4628,2000,,,,,,,True,,,SUBOXIN - HQ - 100 G.
111,12-03-2020 13:06:11,Batumi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,3,Батуми,150 гр,0.1852,107208,40125,3471,1500,,,,,,,True,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
112,12-03-2020 13:06:11,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0056,3574,1338,116,50,,,,,,,True,,,kur'er v Batumi
113,12-03-2020 13:06:11,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0278,17868,6688,579,250,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
114,12-03-2020 13:06:11,Batumi,A3I9,Joookerrr,Работа на марки (курьер),,1,нет,Батуми,10 гр,0.0167,10721,4013,347,150,,,,,,,True,,,Rabota na marki (kur'er)
115,12-03-2020 13:06:11,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0278,17868,6688,579,250,,,,,,,True,,,Ischu kur'era v Gruzii!
116,12-03-2020 13:06:11,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.8505,1072080,401250,34712,15000,,,,,,,True,,,Vakansija optovogo kur'era na mef
117,12-03-2020 13:06:11,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0611,35736,13375,1157,500,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
118,12-03-2020 13:07:35,Kutaisi,A3I9,Joookerrr,Работа на марки (курьер),,1,нет,Кутаиси,10 гр,0.0167,10721,4013,347,150,,,,,,,,,True,Rabota na marki (kur'er)
