,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Vake,€,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
0,0,28-02-2020 22:42:56,Tbilisi,adf2d19b92,Bio-555 вес 0.5,True,1,нет,Тбилиси,0.5 гр,0.0056,3685,1359,123,55.0,,,,,,,,,Bio-555 ves 0.5
1,1,28-02-2020 22:42:56,Tbilisi,97bbc3dfd6,SUBUTEX B8 (ORIGINAL) 0.8 гр. (1 штука),True,2,нет,Тбилиси,0.8 гр,0.0167,10049,3705,335,150.0,,,,,,,,,SUBUTEX B8 (ORIGINAL) 0.8 gr. (1 shtuka)
2,2,28-02-2020 22:42:56,Tbilisi,64284550d9,1G -- ФОТО РАБОТАЕТ -> Sativa,,31,нет,Тбилиси,1 гр,0.0042,2613,963,87,39.0,True,,,,,,,,1G -- FOTO RABOTAET -> Sativa
3,3,28-02-2020 22:42:56,Tbilisi,8219f5e7b8,"LSD - 250 ug, 1piece",True,2,нет,Тбилиси,1 гр,0.0045,2680,988,89,40.0,,,,,,,,,"LSD - 250 ug, 1piece"
4,4,28-02-2020 22:42:56,Tbilisi,7ee4f68218,cocaine 1g HQ / кокаин 1 гр (скидка в биткоин),True,1,нет,Тбилиси,1 гр,0.0192,12058,4446,402,180.0,,,,,,,,,cocaine 1g HQ / kokain 1 gr (skidka v bitkoin)
5,5,28-02-2020 22:42:56,Tbilisi,89f7212915,2 G Hybrid Marijuana Buds За BТС 10% СКИДКА,True,5,нет,Тбилиси,2 гр,0.0086,5694,2100,190,85.0,,,,,,,,,2 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
6,6,28-02-2020 22:42:56,Tbilisi,be97026d1d,Columbia Cocaine VHQ 2.0g BTC SALE 5% SALE!!! SALE!!!,,2,нет,Тбилиси,2 гр,0.0352,21437,7904,715,320.0,True,,,,,,,,Columbia Cocaine VHQ 2.0g BTC SALE 5% SALE!!! SALE!!!
7,7,28-02-2020 22:42:56,Tbilisi,b2c155ffa7,Кокаин КОЛУМБИА 2g,,2,нет,Тбилиси,2 гр,0.0388,23380,8620,780,349.0,,True,,,,,,,Kokain KOLUMBIA 2g
8,8,28-02-2020 22:42:56,Tbilisi,366326d4d6,!!!NEW!!! 5G Critical KusH !!!NEW!!!,True,5,нет,Тбилиси,5 гр,0.0178,10652,3927,355,159.0,,,,,,,,,!!!NEW!!! 5G Critical KusH !!!NEW!!!
9,9,28-02-2020 22:42:56,Tbilisi,366326d4d6,!!!NEW!!! 5G Jack Herer !!!NEW!!!,True,5,нет,Тбилиси,5 гр,0.0174,10384,3829,346,155.0,,,,,,,,,!!!NEW!!! 5G Jack Herer !!!NEW!!!
10,10,28-02-2020 22:42:56,Tbilisi,8219f5e7b8,"LSD - 250 ug, 5 pieces",True,1,нет,Тбилиси,5 гр,0.0168,10049,3705,335,150.0,,,,,,,,,"LSD - 250 ug, 5 pieces"
11,11,28-02-2020 22:42:56,Tbilisi,366326d4d6,NEW !!! 5G White Widow !!! NEW,True,1,нет,Тбилиси,5 гр,0.0173,10317,3804,344,154.0,,,,,,,,,NEW !!! 5G White Widow !!! NEW
12,12,28-02-2020 22:42:56,Tbilisi,7ee4f68218,🍃 5гр ГАШИШ 🍃,True,1,нет,Тбилиси,5 гр,0.0288,18088,6669,603,270.0,,,,,,,,,🍃 5gr GAShISh 🍃
13,13,28-02-2020 22:42:56,Tbilisi,7ee4f68218,"10 ecstasy New Pills! 💊""PARTY ROCK""💊 300 mg",True,1,нет,Тбилиси,10 гр,0.0352,22117,8133,732,,,,300.0,,,,,,"10 ecstasy New Pills! 💊""PARTY ROCK""💊 300 mg"
14,14,28-02-2020 22:42:56,Tbilisi,7ee4f68218,10 ecstasy 💊Tekashi69💊 260mg mdma (скидка в биктоин),True,1,нет,Тбилиси,10 гр,0.0352,22117,8133,732,,,,300.0,,,,,,10 ecstasy 💊Tekashi69💊 260mg mdma (skidka v biktoin)
15,15,28-02-2020 22:42:56,Tbilisi,8219f5e7b8,"LSD - 250 ug, 10 pieces",True,1,нет,Тбилиси,10 гр,0.0336,20097,7410,670,300.0,,,,,,,,,"LSD - 250 ug, 10 pieces"
16,16,28-02-2020 22:42:56,Tbilisi,e501bd0ada,"special mix 10 g - gorila glue, amnezia, laughing buddha, northen light - mukhattskaro, close to road",True,1,нет,Тбилиси,10 гр,0.0256,16078,5928,536,240.0,,,,,,,,,"special mix 10 g - gorila glue, amnezia, laughing buddha, northen light - mukhattskaro, close to road"
17,17,28-02-2020 22:42:56,Tbilisi,c225d2f67d,гашиш евро 10г,True,2,нет,Тбилиси,10 гр,0.0427,26796,9880,894,400.0,,,,,,,,,gashish evro 10g
