,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,€,Didube,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
0,03-03-2020 11:21:11,Tbilisi,ITJ,seazon,Mega Hash 0.5 gr,True,1,нет,Тбилиси,0.5 гр,0.0049,3250,1222,109,49,,,,,,,,,Mega Hash 0.5 gr
1,03-03-2020 11:21:11,Tbilisi,9VLN,AlienShop,☃️ 0.5g HQ COCAINE ☃️,True,3,нет,Тбилиси,0.5 гр,0.0109,6566,2469,221,99,,,,,,,,,☃️ 0.5g HQ COCAINE ☃️
2,03-03-2020 11:21:11,Tbilisi,MJVS,Nordic,SUBUTEX B8 (ORIGINAL) 0.8 гр. (1 штука),True,2,нет,Тбилиси,0.8 гр,0.0164,9949,3741,335,150,,,,,,,,,SUBUTEX B8 (ORIGINAL) 0.8 gr. (1 shtuka)
3,03-03-2020 11:21:11,Tbilisi,ABOAB,ProGrow,1G -- ФОТО РАБОТАЕТ -> Sativa,,16,нет,Тбилиси,1 гр,0.0038,2321,873,78,35,True,,,,,,,,1G -- FOTO RABOTAET -> Sativa
4,03-03-2020 11:21:11,Tbilisi,P285,Trippyshop,NEW SALE Cocaine HQ 1 гр.,True,1,нет,Тбилиси,1 гр,0.0209,12536,4714,422,189,,,,,,,,,NEW SALE Cocaine HQ 1 gr.
5,03-03-2020 11:21:11,Tbilisi,6UG,Good Enuff,"Мощнейшие марки 25I nbome 1 шт. Готовые клады в Грузии, от производителя!",True,1,нет,Тбилиси,1 гр,0.002,1327,499,45,20,,,,,,,,,"Moschnejshie marki 25I nbome 1 sht. Gotovye klady v Gruzii, ot proizvoditelja!"
6,03-03-2020 11:21:11,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 1гр.,True,1,нет,Тбилиси,1 гр,0.06,40000,18406,1347,,,,,,,,,,reagent 25i nbome. 1gr.
7,03-03-2020 11:21:11,Tbilisi,9VLN,AlienShop,🍃💩1g. New Hush Gorilla Glue Premium💩🍃,True,2,нет,Тбилиси,1 гр,0.0076,4577,1721,154,69,,,,,,,,,🍃💩1g. New Hush Gorilla Glue Premium💩🍃
8,03-03-2020 11:21:11,Tbilisi,0WE,Khachapuri,2 gr mdma (скидка в биткоин 5%),True,1,нет,Тбилиси,2 гр,0.0198,12481,4723,420,,,170,,,,,,,2 gr mdma (skidka v bitkoin 5%)
9,03-03-2020 11:21:11,Tbilisi,LYHBG,Playboy,2gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!,True,4,нет,Тбилиси,2 гр,0.0398,23878,8978,804,360,,,,,,,,,2gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!
