,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,€,Didube,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
10,03-03-2020 11:21:11,Tbilisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 2.0g BTC SALE 5% SALE!!! SALE!!!,,2,нет,Тбилиси,2 гр,0.0374,22883,8604,771,345,True,,,,,,,,Columbia Cocaine VHQ 2.0g BTC SALE 5% SALE!!! SALE!!!
11,03-03-2020 11:21:11,Tbilisi,A3I9,Joookerrr,Божественный эифорик!!! Марки нбоооом!!! 2 штуки,,2,нет,Тбилиси,2 гр,0.0035,2321,873,78,35,True,,,,,,,,Bozhestvennyj eiforik!!! Marki nboooom!!! 2 shtuki
12,03-03-2020 11:21:11,Tbilisi,9VLN,AlienShop,🍃🍃2g. New! Gorilla Glue Premium Hush🍃🍃,True,1,нет,Тбилиси,2 гр,0.0132,7893,2968,266,119,,,,,,,,,🍃🍃2g. New! Gorilla Glue Premium Hush🍃🍃
13,03-03-2020 11:21:11,Tbilisi,0WE,Khachapuri,3 gr mdma (скидка в биткоин 5%),True,2,нет,Тбилиси,3 гр,0.0291,18354,6945,618,,,250,,,,,,,3 gr mdma (skidka v bitkoin 5%)
14,03-03-2020 11:21:11,Tbilisi,0WE,Khachapuri,5 gr mdma (скидка в биткоин 5%),True,2,нет,Тбилиси,5 гр,0.0465,29367,11112,988,,,400,,,,,,,5 gr mdma (skidka v bitkoin 5%)
15,03-03-2020 11:21:11,Tbilisi,LYHBG,Playboy,5gr. Columbian Cocaine NEW SALE! SALE!**************NEW SALE! SALE!,True,1,нет,Тбилиси,5 гр,0.094,56378,21199,1899,850,,,,,,,,,5gr. Columbian Cocaine NEW SALE! SALE!**************NEW SALE! SALE!
16,03-03-2020 11:21:11,Tbilisi,6UG,Good Enuff,Мощные жирные марки 25i nbome 5шт. Готовые клады в Грузии от производителя!,True,2,нет,Тбилиси,5 гр,0.0065,4311,1621,145,65,,,,,,,,,Moschnye zhirnye marki 25i nbome 5sht. Gotovye klady v Gruzii ot proizvoditelja!
17,03-03-2020 11:21:11,Tbilisi,P5MBO,ToppoT,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨,,7,нет,Тбилиси,10 гр,0.0399,24210,9103,815,365,,,True,,,,,,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨
18,03-03-2020 11:21:11,Tbilisi,5JG6,BenderMan,"LSD - 250 ug, 10 pieces",True,1,нет,Тбилиси,10 гр,0.0331,19898,7482,670,300,,,,,,,,,"LSD - 250 ug, 10 pieces"
19,03-03-2020 11:21:11,Tbilisi,6UG,Good Enuff,Мощные жирные марки 25i nbome 10шт. Готовые клады в Грузии от производителя!,True,3,нет,Тбилиси,10 гр,0.0099,6566,2469,221,99,,,,,,,,,Moschnye zhirnye marki 25i nbome 10sht. Gotovye klady v Gruzii ot proizvoditelja!
20,03-03-2020 11:21:11,Tbilisi,SM7B,SWEETWEED,гашиш евро 10г,True,2,нет,Тбилиси,10 гр,0.042,26531,9976,894,400,,,,,,,,,gashish evro 10g
21,03-03-2020 11:21:11,Tbilisi,0V3X,arinaneb,"weed gorila glue 20 gram, super duper, popcorn size - mukhattskaro, close to road",True,1,нет,Тбилиси,20 гр,0.0473,29847,11223,1005,450,,,,,,,,,"weed gorila glue 20 gram, super duper, popcorn size - mukhattskaro, close to road"
22,03-03-2020 11:21:11,Tbilisi,SM7B,SWEETWEED,Гашиш Евро 20гр,True,1,нет,Тбилиси,20 гр,0.0816,51536,19378,1736,777,,,,,,,,,Gashish Evro 20gr
23,03-03-2020 11:21:11,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 0.27 G (SALE),True,нет,5,Тбилиси,0.27 гр,0.0298,17908,6734,603,270,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.27 G (SALE)
24,03-03-2020 11:21:11,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 0.35 G (SALE),True,нет,4,Тбилиси,0.35 гр,0.0332,19898,7482,670,300,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.35 G (SALE)
25,03-03-2020 11:21:11,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 1.1 G (SALE),True,нет,5,Тбилиси,1.1 гр,0.0718,43113,16211,1452,650,,,,,,,,,Metadon - (KRISTAL) - VHQ - 1.1 G (SALE)
26,03-03-2020 11:21:11,Tbilisi,OSN8,KOLOVSKI,Subotex B8 Francce,True,нет,5,Тбилиси,1.4 гр,0.0279,18572,6983,626,280,,,,,,,,,Subotex B8 Francce
27,03-03-2020 11:21:11,Tbilisi,SF03,CRAZYFROG,2 гр Afghan Mazar-i-Sharif Hash топ товар !!! Оплата BITCOIN -10% Скидка,True,нет,5,Тбилиси,2 гр,0.0183,11077,4165,373,167,,,,,,,,,2 gr Afghan Mazar-i-Sharif Hash top tovar !!! Oplata BITCOIN -10% Skidka
28,03-03-2020 11:21:11,Tbilisi,SF03,CRAZYFROG,"2gr ROYAL AFGHANI HASH FINEST QUALITY гашиш топ качество ,Оплата BITCOIN -10% Скидка",True,нет,3,Тбилиси,2 гр,0.018,12114,4584,408,,,165,,,,,,,"2gr ROYAL AFGHANI HASH FINEST QUALITY gashish top kachestvo ,Oplata BITCOIN -10% Skidka"
29,03-03-2020 11:21:11,Tbilisi,X4ZM,ZYX,NEW ! Auto Opium ! NEW ! Imported marijuana buds ! 2G VHQ,True,нет,3,Тбилиси,2 гр,0.0142,8623,3242,290,130,,,,,,,,,NEW ! Auto Opium ! NEW ! Imported marijuana buds ! 2G VHQ
30,03-03-2020 11:21:11,Tbilisi,9VLN,AlienShop,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,4,Тбилиси,3 гр,0.0652,39133,14715,1318,590,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
31,03-03-2020 11:21:11,Tbilisi,9VLN,AlienShop,🍃💩💩3g. New! Gorilla Glue Premium Hush💩💩🍃,True,нет,3,Тбилиси,3 гр,0.0188,12536,4714,422,189,,,,,,,,,🍃💩💩3g. New! Gorilla Glue Premium Hush💩💩🍃
32,03-03-2020 11:21:11,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,7,Тбилиси,4 гр,0.0438,26531,9976,894,400,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
33,03-03-2020 11:21:11,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0602,36480,13717,1229,550,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
34,03-03-2020 11:21:29,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS saburtalo!! если платите с бтк скидка 1%,True,нет,8,Тбилиси,5 гр,0.0261,15919,5986,536,240,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS saburtalo!! esli platite s btk skidka 1%
35,03-03-2020 11:21:29,Tbilisi,SF03,CRAZYFROG,5 gr Шишки “OG KUSH VHQ”,True,нет,10,Тбилиси,5 гр,0.0272,16582,6235,559,250,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
36,03-03-2020 11:21:29,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS saburtalo !! если платите с бтк скидка 10% !!,True,нет,2,Тбилиси,5 гр,0.0272,16582,6235,559,250,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS saburtalo !! esli platite s btk skidka 10% !!
37,03-03-2020 11:21:29,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,10,Тбилиси,5 гр,0.0272,16582,6235,559,250,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
38,03-03-2020 11:21:29,Tbilisi,SF03,CRAZYFROG,"5gr WHITE WIDOW марихуана шишки, Оплата BITCOIN -10% Скидка.",True,нет,2,Тбилиси,5 гр,0.0217,13199,4963,445,199,,,,,,,,,"5gr WHITE WIDOW marihuana shishki, Oplata BITCOIN -10% Skidka."
39,03-03-2020 11:21:29,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,4,Тбилиси,5 гр,0.0272,16582,6235,559,250,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
40,03-03-2020 11:21:29,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0217,14526,5462,489,219,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
41,03-03-2020 11:21:29,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - 5 G. (SHISHKI) (SALE),True,нет,5,Тбилиси,5 гр,0.033,19898,7482,670,300,,,,,,,,,MARIXYANA - 5 G. (SHISHKI) (SALE)
42,03-03-2020 11:21:29,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана SABURTALO! если платите с бтк скидка 10% !!,True,нет,10,Тбилиси,5 гр,0.0272,16582,6235,559,250,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana SABURTALO! esli platite s btk skidka 10% !!
43,03-03-2020 11:21:29,Tbilisi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),True,нет,17,Тбилиси,5 гр,0.0198,13265,4988,447,200,,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
44,03-03-2020 11:21:29,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2834,190000,87429,6396,,,,,,,,,,reagent 25i nbome. 5gr
45,03-03-2020 11:21:29,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2968,198982,74820,6703,3000,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
46,03-03-2020 11:21:29,Tbilisi,9VLN,AlienShop,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,4,Тбилиси,5 гр,0.0944,56975,21423,1919,859,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
47,03-03-2020 11:21:29,Tbilisi,9VLN,AlienShop,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,5,Тбилиси,5 гр,0.0203,12271,4614,413,185,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
48,03-03-2020 11:21:29,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,True,нет,5,Тбилиси,5 гр,0.0537,32434,12196,1093,489,,,,,,,,,💘✨5g. MDMA ✨💘
49,03-03-2020 11:21:29,Tbilisi,9VLN,AlienShop,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩,True,нет,5,Тбилиси,5 гр,0.0362,21822,8205,735,329,,,,,,,,,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩
50,03-03-2020 11:21:29,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,True,нет,3,Тбилиси,5 гр,0.0198,11939,4489,402,180,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
51,03-03-2020 11:21:29,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.0979,59695,22446,2011,900,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
52,03-03-2020 11:21:29,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,5,Тбилиси,10 гр,0.0762,46429,17458,1564,700,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
53,03-03-2020 11:21:29,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,8,Тбилиси,10 гр,0.0434,26465,9951,891,399,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
54,03-03-2020 11:21:29,Tbilisi,NVOG,ProperMgzn,10x Extasy Duracell 223mg MDMA.,True,нет,5,Тбилиси,10 гр,0.0385,23215,8729,782,350,,,,,,,,,10x Extasy Duracell 223mg MDMA.
55,03-03-2020 11:21:29,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,5,Тбилиси,10 гр,0.0871,53062,19952,1787,800,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
56,03-03-2020 11:21:29,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2421,147578,55492,4971,2225,,,,,,,,,Amfetamin [White] [Import] 10G
57,03-03-2020 11:21:29,Tbilisi,9VLN,AlienShop,☃️❄NEW 10g.COCAINE❄☃️,True,нет,10,Тбилиси,10 гр,0.1593,96108,36138,3237,1449,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
58,03-03-2020 11:21:29,Tbilisi,9VLN,AlienShop,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.0406,24475,9203,824,369,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
59,03-03-2020 11:21:29,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,4,Тбилиси,10 гр,0.0329,19832,7457,668,299,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
60,03-03-2020 11:21:29,Tbilisi,NVOG,ProperMgzn,20x Extasy Duracell 223mg MDMA.,True,нет,5,Тбилиси,20 гр,0.0769,46429,17458,1564,700,,,,,,,,,20x Extasy Duracell 223mg MDMA.
61,03-03-2020 11:21:29,Tbilisi,9VLN,AlienShop,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.0658,39730,14939,1338,599,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
62,03-03-2020 11:21:29,Tbilisi,ABOAB,ProGrow,25G -- HYBRID-> Скидка 5% за BTC,True,нет,2,Тбилиси,25 гр,0.0731,46429,17458,1564,700,,,,,,,,,25G -- HYBRID-> Skidka 5% za BTC
63,03-03-2020 11:21:29,Tbilisi,RGIUB,SaintJoint,50 gr 23% THC Amnesia Haze top quality,True,нет,1,Тбилиси,50 гр,0.1187,79593,29928,2681,1200,,,,,,,,,50 gr 23% THC Amnesia Haze top quality
64,03-03-2020 11:21:29,Tbilisi,ABOAB,ProGrow,50G -- HYBRID-> Скидка 5% за BTC,True,нет,1,Тбилиси,50 гр,0.1043,66261,24915,2232,999,,,,,,,,,50G -- HYBRID-> Skidka 5% za BTC
65,03-03-2020 11:21:29,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2176,132655,49880,4468,2000,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
66,03-03-2020 11:21:29,Tbilisi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,True,нет,1,Тбилиси,100 гр,0.2198,132655,49880,4468,2000,,,,,,,,,SUBOXIN - HQ - 100 G.
67,03-03-2020 11:21:29,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2721,165819,62350,5586,2500,,,,,,,,,Marihuana [Shishki] [Gali] 100G
68,03-03-2020 11:21:29,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,True,нет,1,Тбилиси,150 гр,0.1649,99491,37410,3351,1500,,,,,,,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
69,03-03-2020 11:21:47,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.5006,305106,114724,10277,4600,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
70,03-03-2020 11:21:47,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.8162,497456,187050,16757,7500,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
71,03-03-2020 11:21:47,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.925,563783,211990,18991,8500,,,,,,,,,10000sht marki 25i-nbome. predoplata
72,03-03-2020 11:21:47,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,1,нет,Тбилиси,1 гр,0.0198,13265,4988,447,200,,,,,,,,,KURYER..500RUB.+BONUS
73,03-03-2020 11:21:47,Tbilisi,3TGJ9,Elegant,Требуется Курьер,True,1,нет,Тбилиси,1 гр,0.0198,13265,4988,447,200,,,,,,,,,Trebuetsja Kur'er
74,03-03-2020 11:21:47,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0218,13265,4988,447,200,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
75,03-03-2020 11:21:47,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0272,16582,6235,559,250,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
76,03-03-2020 11:21:47,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.6472,994911,374100,33513,15000,,,,,,,,,Vakansija optovogo kur'era na mef
77,03-03-2020 11:23:05,Batumi,9VVG,ToWeedShop,Skunk! 50 gr.,,1,нет,Батуми,50 гр,0.1632,99491,37410,3351,1500,,,,,,True,,,Skunk! 50 gr.
78,03-03-2020 11:23:05,Batumi,XH0NP,XX-PABLO-XX,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE ),,2,5,Батуми,0.27 гр,0.0297,17908,6734,603,270,,,,,,True,,,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE )
79,03-03-2020 11:23:05,Batumi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),,нет,17,Батуми,5 гр,0.0198,13265,4988,447,200,,,,,,True,,,Metamfetamin ratsemat 5 g. (MQ)
80,03-03-2020 11:23:05,Batumi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.2198,132655,49880,4468,2000,,,,,,True,,,SUBOXIN - HQ - 100 G.
81,03-03-2020 11:23:05,Batumi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,3,Батуми,150 гр,0.1649,99491,37410,3351,1500,,,,,,True,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
82,03-03-2020 11:23:05,Batumi,O9SXJ,Parnavaz,"Ищу курьера (кладчик, кладмен)",,1,нет,Батуми,1 гр,0.011,6633,2494,223,100,,,,,,True,,,"Ischu kur'era (kladchik, kladmen)"
83,03-03-2020 11:23:05,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0049,3316,1247,112,50,,,,,,True,,,kur'er v Batumi
84,03-03-2020 11:23:05,Batumi,5SSE9,BIGBROSH0P,Вакансия Курьера в Батуми,,1,нет,Батуми,3 гр,0.0049,3316,1247,112,50,,,,,,True,,,Vakansija Kur'era v Batumi
85,03-03-2020 11:23:05,Batumi,5SSE9,BIGBROSH0P,Вакансия Курьера в Батуми,,1,нет,Батуми,5 гр,0.0075,5000,2301,168,,,,,,,True,,,Vakansija Kur'era v Batumi
86,03-03-2020 11:23:05,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0247,16582,6235,559,250,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
87,03-03-2020 11:23:05,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0247,16582,6235,559,250,,,,,,True,,,Ischu kur'era v Gruzii!
88,03-03-2020 11:23:05,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.6472,994911,374100,33513,15000,,,,,,True,,,Vakansija optovogo kur'era na mef
89,03-03-2020 11:23:05,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0544,33164,12470,1117,500,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
90,03-03-2020 11:24:26,Kutaisi,O9SXJ,Parnavaz,Шишки / weeds Afghan Kush - 2г,,1,нет,Кутаиси,2 гр,0.0081,4908,1846,165,74,,,,,,,,True,Shishki / weeds Afghan Kush - 2g
91,03-03-2020 11:24:26,Kutaisi,O9SXJ,Parnavaz,"Шишки / Weed Afghan Kush, 3g",,1,3,Кутаиси,3 гр,0.0119,7163,2694,241,108,,,,,,,,True,"Shishki / Weed Afghan Kush, 3g"
92,03-03-2020 11:24:26,Kutaisi,O9SXJ,Parnavaz,"Ищу курьера (кладчик, кладмен)",,1,нет,Кутаиси,1 гр,0.011,6633,2494,223,100,,,,,,,,True,"Ischu kur'era (kladchik, kladmen)"
