,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,₴,Br,ք,$,Saburtalo,Gldani,Didube,€,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
15,19-05-2020 00:49:40,Tbilisi,P5MBO,ToppoT,✨✨🍃🍃2pc. LSD California sunshine 200ug.🍃🍃✨✨ SALE BTC 10%,,5,нет,Тбилиси,2 гр,0.009,2354,215,6422,88,,,True,,,,,,,✨✨🍃🍃2pc. LSD California sunshine 200ug.🍃🍃✨✨ SALE BTC 10%
16,19-05-2020 00:49:40,Tbilisi,LYHBG,Playboy,3 ECSTASY << PACO RABANNE >>,True,4,нет,Тбилиси,3 гр,0.0123,3183,291,8685,119,,,,,,,,,,3 ECSTASY << PACO RABANNE >>
17,19-05-2020 00:49:40,Tbilisi,18FB,Mr.Green Tbilis,3 G Hybrid Marijuana Big Buds,True,1,нет,Тбилиси,3 гр,0.0133,3478,318,9487,130,,,,,,,,,,3 G Hybrid Marijuana Big Buds
18,19-05-2020 00:49:40,Tbilisi,LYHBG,Playboy,3LSD ---- LSD ALBERT HOFFMAN 200ug,True,3,нет,Тбилиси,3 гр,0.0123,3183,291,8685,119,,,,,,,,,,3LSD ---- LSD ALBERT HOFFMAN 200ug
19,19-05-2020 00:49:40,Tbilisi,QUZIV,Hollyweed,3g superskunk top class buds.,,2,нет,Тбилиси,3 гр,0.0123,3183,291,8685,119,,True,,,,,,,,3g superskunk top class buds.
20,19-05-2020 00:49:40,Tbilisi,NVOG,ProperMgzn,3x Extasy Duracell 223mg MDMA,True,3,нет,Тбилиси,3 гр,0.0108,2809,257,7663,105,,,,,,,,,,3x Extasy Duracell 223mg MDMA
21,19-05-2020 00:49:40,Tbilisi,NVOG,ProperMgzn,5x Extasy Duracell 223mg MDMA.,True,3,нет,Тбилиси,5 гр,0.018,4681,428,12771,175,,,,,,,,,,5x Extasy Duracell 223mg MDMA.
22,19-05-2020 00:49:40,Tbilisi,SDQN,YummyShop,Cocaine Pure VHQ 5g.,True,1,нет,Тбилиси,5 гр,0.1174,30763,2813,83927,1150,,,,,,,,,,Cocaine Pure VHQ 5g.
23,19-05-2020 00:49:40,Tbilisi,91Z98,Avocado,VHQ BEST Cocaine 5g.,True,2,нет,Тбилиси,5 гр,0.1138,30763,2813,83927,1150,,,,,,,,,,VHQ BEST Cocaine 5g.
24,19-05-2020 00:49:40,Tbilisi,A08BZ,Subway,Метамферамин рацемат 60 г (мини-опт),True,1,нет,Тбилиси,60 гр,0.1856,53500,4892,145960,2000,,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
25,19-05-2020 00:49:40,Tbilisi,A3I9,Joookerrr,Бупренорфин (аналог суботекса) 0.2 гр.,True,нет,9,Тбилиси,0.2 гр,0.0099,2606,238,7105,,,,,90,,,,,,Buprenorfin (analog suboteksa) 0.2 gr.
26,19-05-2020 00:49:40,Tbilisi,A3I9,Joookerrr,"MDMA ""цунами удовольствия) 0.5 грамм",True,нет,10,Тбилиси,0.5 гр,0.0082,2140,196,5838,80,,,,,,,,,,"MDMA ""tsunami udovol'stvija) 0.5 gramm"
27,19-05-2020 00:49:40,Tbilisi,A3I9,Joookerrr,"MDMA чистоган!!! ""Цуунаммииии удовольсвия""!!!! 0.5 грамм (предзаказ) скидка 10%",True,нет,7,Тбилиси,0.5 гр,0.0077,2006,183,5473,75,,,,,,,,,,"MDMA chistogan!!! ""Tsuunammiiii udovol'svija""!!!! 0.5 gramm (predzakaz) skidka 10%"
28,19-05-2020 00:49:40,Tbilisi,18FB,Mr.Green Tbilis,"""Kief"" Weed trichomes 1G",True,нет,5,Тбилиси,1 гр,0.0163,4280,391,11677,160,,,,,,,,,,"""Kief"" Weed trichomes 1G"
29,19-05-2020 00:49:40,Tbilisi,9VLN,AlienShop,❄❄2g HQ COCAINE❄❄,True,нет,1,Тбилиси,2 гр,0.038,9871,903,26930,369,,,,,,,,,,❄❄2g HQ COCAINE❄❄
30,19-05-2020 00:49:40,Tbilisi,9VLN,AlienShop,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,8,Тбилиси,3 гр,0.0597,15488,1416,42255,579,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
31,19-05-2020 00:49:40,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,7,Тбилиси,4 гр,0.0408,10700,978,29192,400,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
32,19-05-2020 00:49:40,Tbilisi,1MZLP,WeedbooM,✿ 4gr Hybrid Weed Indica Buds VHQ ❤,,нет,2,Тбилиси,4 гр,0.0143,3745,342,10217,140,True,,,,,,,,,✿ 4gr Hybrid Weed Indica Buds VHQ ❤
33,19-05-2020 00:49:40,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0562,14713,1345,40139,550,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
34,19-05-2020 00:50:20,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,True,нет,6,Тбилиси,5 гр,0.0245,6420,587,17515,240,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
35,19-05-2020 00:50:20,Tbilisi,SF03,CRAZYFROG,5 gr top buds white widow wишки THC 25% VHQ,True,нет,9,Тбилиси,5 гр,0.0235,6153,563,16785,230,,,,,,,,,,5 gr top buds white widow wishki THC 25% VHQ
36,19-05-2020 00:50:20,Tbilisi,SF03,CRAZYFROG,5 gr Шишки “OG KUSH VHQ”,True,нет,3,Тбилиси,5 гр,0.0163,4253,389,11604,159,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
37,19-05-2020 00:50:20,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,True,нет,4,Тбилиси,5 гр,0.0245,6420,587,17515,240,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
38,19-05-2020 00:50:20,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,9,Тбилиси,5 гр,0.0245,6420,587,17515,240,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
39,19-05-2020 00:50:20,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,6,Тбилиси,5 гр,0.0235,6153,563,16785,230,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
40,19-05-2020 00:50:20,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0203,5858,536,15983,219,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
41,19-05-2020 00:50:20,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,4,Тбилиси,5 гр,0.024,6286,575,17150,235,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
42,19-05-2020 00:50:20,Tbilisi,6P9R,RickNMorty,VHQ Jamaican Dream 19% Thc 5 Gr,True,нет,1,Тбилиси,5 гр,0.0164,4280,391,11677,160,,,,,,,,,,VHQ Jamaican Dream 19% Thc 5 Gr
43,19-05-2020 00:50:20,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2419,87429,6346,190000,,,,,,,,,,,reagent 25i nbome. 5gr
44,19-05-2020 00:50:20,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2787,80250,7339,218939,3000,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
45,19-05-2020 00:50:20,Tbilisi,9VLN,AlienShop,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,8,Тбилиси,5 гр,0.099,25653,2346,69988,959,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
46,19-05-2020 00:50:20,Tbilisi,9VLN,AlienShop,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,3,Тбилиси,5 гр,0.0196,5083,465,13866,190,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
47,19-05-2020 00:50:20,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,True,нет,5,Тбилиси,5 гр,0.0505,13081,1196,35687,489,,,,,,,,,,💘✨5g. MDMA ✨💘
48,19-05-2020 00:50:20,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,True,нет,2,Тбилиси,5 гр,0.0195,5056,462,13793,189,,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
49,19-05-2020 00:50:20,Tbilisi,A3I9,Joookerrr,"""Express Batumi"" марки н-боооом 8 шт.",True,нет,4,Тбилиси,8 гр,0.0102,2675,245,7298,100,,,,,,,,,,"""Express Batumi"" marki n-boooom 8 sht."
50,19-05-2020 00:50:20,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.092,24075,2202,65682,900,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
51,19-05-2020 00:50:20,Tbilisi,SF03,CRAZYFROG,10 gr top buds white widow wишки THC 25% VHQ,True,нет,10,Тбилиси,10 гр,0.0409,10700,978,29192,400,,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
52,19-05-2020 00:50:20,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,2,Тбилиси,10 гр,0.0715,18725,1712,51086,700,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
53,19-05-2020 00:50:20,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,5,Тбилиси,10 гр,0.0429,11235,1027,30652,420,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
54,19-05-2020 00:50:20,Tbilisi,18FB,Mr.Green Tbilis,10G Hybrid Marijuana Leafs,True,нет,38,Тбилиси,10 гр,0.0102,2675,245,7298,100,,,,,,,,,,10G Hybrid Marijuana Leafs
55,19-05-2020 00:50:20,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,3,Тбилиси,10 гр,0.0818,21400,1957,58384,800,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
56,19-05-2020 00:50:20,Tbilisi,6P9R,RickNMorty,VHQ Jamaican Dream 19% Thc 10 Gr,True,нет,1,Тбилиси,10 гр,0.0296,7758,709,21164,290,,,,,,,,,,VHQ Jamaican Dream 19% Thc 10 Gr
57,19-05-2020 00:50:20,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2274,59519,5443,162380,2225,,,,,,,,,,Amfetamin [White] [Import] 10G
58,19-05-2020 00:50:20,Tbilisi,9VLN,AlienShop,☃️❄NEW 10g.COCAINE❄☃️,True,нет,5,Тбилиси,10 гр,0.1609,41703,3814,113776,1559,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
59,19-05-2020 00:50:20,Tbilisi,9VLN,AlienShop,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.0381,9871,903,26930,369,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
60,19-05-2020 00:50:20,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,3,Тбилиси,10 гр,0.0325,8426,771,22989,315,,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
61,19-05-2020 00:50:20,Tbilisi,XH0NP,XX-PABLO-XX,METADON - 20 G.,True,нет,1,Тбилиси,20 гр,0.5161,133750,12231,364899,5000,,,,,,,,,,METADON - 20 G.
62,19-05-2020 00:50:20,Tbilisi,9VLN,AlienShop,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.0618,16023,1465,43715,599,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
63,19-05-2020 00:50:20,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 50шт. вес таблетки 450mg,True,нет,1,Тбилиси,50 гр,0.1124,29425,2691,80278,1100,,,,,,,,,,Extasy GUCCI 50sht. ves tabletki 450mg
64,19-05-2020 00:50:20,Tbilisi,SF03,CRAZYFROG,100 gr marijuana buds,True,нет,1,Тбилиси,100 гр,0.2453,64200,5871,175152,2400,,,,,,,,,,100 gr marijuana buds
65,19-05-2020 00:50:20,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2044,53500,4892,145960,2000,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
66,19-05-2020 00:50:20,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2555,66875,6116,182450,2500,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
67,19-05-2020 00:50:20,Tbilisi,3Y9,HIGHTHC,180 gr марихуана персоално,True,нет,1,Тбилиси,180 гр,0.603,157825,14433,430581,5900,,,,,,,,,,180 gr marihuana persoalno
68,19-05-2020 00:50:20,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.4702,123050,11253,335707,4600,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
69,19-05-2020 00:51:04,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.7666,200625,18347,547349,7500,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
70,19-05-2020 00:51:04,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.8688,227375,20793,620328,8500,,,,,,,,,,10000sht marki 25i-nbome. predoplata
71,19-05-2020 00:51:04,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,2,нет,Тбилиси,1 гр,0.0186,5350,489,14596,200,,,,,,,,,,KURYER..500RUB.+BONUS
72,19-05-2020 00:51:04,Tbilisi,8B31,GEOWEEDSHOP,"Работа курьером в Тбилиси, ЗП от 4500$ в месяц, залог от 400$",True,1,нет,Тбилиси,1 гр,0.0409,10700,978,29192,400,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 4500$ v mesjats, zalog ot 400$"
73,19-05-2020 00:51:04,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0204,5350,489,14596,200,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
74,19-05-2020 00:51:04,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0256,6688,612,18245,250,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
75,19-05-2020 00:51:04,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.5471,401250,36693,1094697,15000,,,,,,,,,,Vakansija optovogo kur'era na mef
76,19-05-2020 00:52:25,Batumi,CL7K,go420times,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.2246,58850,5382,160556,2200,,,,,,,True,,,[100g] SPAIN HASH
77,19-05-2020 00:52:25,Batumi,A3I9,Joookerrr,Бупренорфин (аналог суботекса) 0.2 гр.,,нет,8,Батуми,0.2 гр,0.0099,2606,238,7105,,,,,90,,,True,,,Buprenorfin (analog suboteksa) 0.2 gr.
78,19-05-2020 00:52:25,Batumi,A3I9,Joookerrr,"MDMA ""цунами удовольствия) 0.5 грамм",,нет,24,Батуми,0.5 гр,0.0092,2408,220,6568,90,,,,,,,True,,,"MDMA ""tsunami udovol'stvija) 0.5 gramm"
79,19-05-2020 00:52:25,Batumi,A3I9,Joookerrr,Батуми н-бооом 2 штуки,,нет,10,Батуми,2 гр,0.0036,955,87,2605,,,,,33,,,True,,,Batumi n-booom 2 shtuki
80,19-05-2020 00:52:25,Batumi,A3I9,Joookerrr,"""Express Batumi"" марки н-боооом 8 шт.",,нет,10,Батуми,8 гр,0.0102,2675,245,7298,100,,,,,,,True,,,"""Express Batumi"" marki n-boooom 8 sht."
81,19-05-2020 00:52:25,Batumi,QHW5I,DrugEA,❥ Твой! ГАШИШ Марокко 500 грамм ♥,,нет,1,Батуми,500 гр,0.1581,51992,3774,112990,,,,,,,,True,,,❥ Tvoj! GAShISh Marokko 500 gramm ♥
82,19-05-2020 00:52:25,Batumi,QHW5I,DrugEA,❥Твой! ГАШИШ Марокко 1000 грамм ♥,,нет,1,Батуми,1000 гр,0.2503,82321,5976,178900,,,,,,,,True,,,❥Tvoj! GAShISh Marokko 1000 gramm ♥
83,19-05-2020 00:52:25,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0093,2675,245,7298,100,,,,,,,True,,,kur'er v Batumi
84,19-05-2020 00:52:25,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0232,6688,612,18245,250,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
85,19-05-2020 00:52:25,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0232,6688,612,18245,250,,,,,,,True,,,Ischu kur'era v Gruzii!
86,19-05-2020 00:52:25,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.5454,401250,36693,1094697,15000,,,,,,,True,,,Vakansija optovogo kur'era na mef
87,19-05-2020 00:52:25,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.051,13375,1223,36490,500,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
88,19-05-2020 00:53:28,Kutaisi,EIH4,San4oPan4o,MDMA from Europe!!! 1.5g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,1,нет,Кутаиси,1.5 гр,0.021,5618,514,15326,210,,,,,,,,,True,MDMA from Europe!!! 1.5g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
89,19-05-2020 00:53:28,Kutaisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 2g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,6,нет,Кутаиси,2 гр,0.049,12974,1186,35395,485,,,,,,,,,True,Columbia Cocaine VHQ 2g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
90,19-05-2020 00:53:28,Kutaisi,EIH4,San4oPan4o,MDMA from Europe!!! 3g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,8,нет,Кутаиси,3 гр,0.0374,9898,905,27003,370,,,,,,,,,True,MDMA from Europe!!! 3g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
91,19-05-2020 00:53:28,Kutaisi,A3I9,Joookerrr,Работа на марки (курьер),,нет,1,Кутаиси,25 гр,0.0204,5350,489,14596,200,,,,,,,,,True,Rabota na marki (kur'er)
