,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Old Tbilisi (Старый город),Nadzaladevi,Didube,€,Авлобари,Батуми,Центр,Кутаиси,desc_en
29,29,08-04-2020 21:08:51,Tbilisi,54915c4374,Божественный эифорик!!! Марки нбооооом!!! 10 штук!!! (спец предзаказ),True,1,3,Тбилиси,10 гр,0.0131,8223,2995,277,,,True,,,100.0,,,,,Bozhestvennyj eiforik!!! Marki nbooooom!!! 10 shtuk!!! (spets predzakaz)
30,30,08-04-2020 21:08:51,Tbilisi,16be2c8499,Мощные жирные марки 25i nbome 10шт. Готовые клады в Грузии от производителя!,True,2,нет,Тбилиси,10 гр,0.0102,6439,2342,217,85.0,,,,,,,,,,Moschnye zhirnye marki 25i nbome 10sht. Gotovye klady v Gruzii ot proizvoditelja!
31,31,08-04-2020 21:08:51,Tbilisi,c225d2f67d,гашиш евро 10г,True,2,нет,Тбилиси,10 гр,0.0509,30300,11020,1021,400.0,,,,,,,,,,gashish evro 10g
32,32,08-04-2020 21:08:51,Tbilisi,c225d2f67d,Гашиш Евро 20гр,True,1,нет,Тбилиси,20 гр,0.0988,58858,21406,1983,777.0,,,,,,,,,,Gashish Evro 20gr
33,33,08-04-2020 21:09:21,Tbilisi,ea97036e14,Метамферамин рацемат 60 г (мини-опт),True,1,нет,Тбилиси,60 гр,0.2407,151500,55100,5104,2000.0,,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
34,34,08-04-2020 21:09:21,Tbilisi,f8a875c191,METADON - 0.22 G.,True,10,15,Тбилиси,0.22 гр,0.0199,11287,4105,380,149.0,,,,,,,,,,METADON - 0.22 G.
35,35,08-04-2020 21:09:21,Tbilisi,28bf667d16,Cocaine Fishscale! Limited Quantity 0.5 g. акция -5% при оплате бтк!!!,True,нет,5,Тбилиси,0.5 гр,0.0236,14089,5124,475,186.0,,,,,,,,,,Cocaine Fishscale! Limited Quantity 0.5 g. aktsija -5% pri oplate btk!!!
36,36,08-04-2020 21:09:21,Tbilisi,28bf667d16,Cocaine Fishscale! Limited Quantity 1g. акция -10% при оплате бтк!!!,True,нет,10,Тбилиси,1 гр,0.0439,27649,10056,931,365.0,,,,,,,,,,Cocaine Fishscale! Limited Quantity 1g. aktsija -10% pri oplate btk!!!
37,37,08-04-2020 21:09:21,Tbilisi,54915c4374,MDMA 1 гр,True,нет,1,Тбилиси,1 гр,0.0131,8223,2995,277,,,,,,100.0,,,,,MDMA 1 gr
38,38,08-04-2020 21:09:21,Tbilisi,54915c4374,Бупренорфин!!! Аналог суботекса!!! 2 грамма (порошок),True,нет,1,Тбилиси,2 гр,0.0196,12335,4493,416,,,,,,150.0,,,,,Buprenorfin!!! Analog suboteksa!!! 2 gramma (poroshok)
39,39,08-04-2020 21:09:21,Tbilisi,dd631c4acf,✨✨2gram. MDMA✨✨,True,нет,2,Тбилиси,2 гр,0.0267,15150,5510,510,200.0,,,,,,,,,,✨✨2gram. MDMA✨✨
40,40,08-04-2020 21:09:21,Tbilisi,dd631c4acf,❄❄2g HQ COCAINE❄❄,True,нет,3,Тбилиси,2 гр,0.0493,27952,10166,942,369.0,,,,,,,,,,❄❄2g HQ COCAINE❄❄
41,41,08-04-2020 21:09:21,Tbilisi,dd631c4acf,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,3,Тбилиси,3 гр,0.0789,44692,16255,1506,590.0,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
42,42,08-04-2020 21:09:21,Tbilisi,7c395c455d,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,7,Тбилиси,4 гр,0.053,30300,11020,1021,400.0,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
43,43,08-04-2020 21:09:21,Tbilisi,4a91350669,5 Amnesia Haze марихуана шишки тгк 25%,True,нет,4,Тбилиси,5 гр,0.0212,12120,4408,408,160.0,,,,,,,,,,5 Amnesia Haze marihuana shishki tgk 25%
44,44,08-04-2020 21:09:21,Tbilisi,4a91350669,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0728,41662,15153,1404,550.0,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
45,45,08-04-2020 21:09:21,Tbilisi,bb1791277e,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,True,нет,1,Тбилиси,5 гр,0.0224,12802,4656,431,169.0,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
46,46,08-04-2020 21:09:21,Tbilisi,cb721d4bca,5 gr Шишки “OG KUSH VHQ”,True,нет,8,Тбилиси,5 гр,0.0225,12877,4684,434,170.0,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
47,47,08-04-2020 21:09:21,Tbilisi,cb721d4bca,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,10,Тбилиси,5 гр,0.0263,15074,5482,508,199.0,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
48,48,08-04-2020 21:09:21,Tbilisi,bb1791277e,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,6,Тбилиси,5 гр,0.0263,15074,5482,508,199.0,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
49,49,08-04-2020 21:09:21,Tbilisi,1dfc50c91e,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0264,16589,6033,559,219.0,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
50,50,08-04-2020 21:09:21,Tbilisi,28bf667d16,Cocaine Fishscale 5g,True,нет,1,Тбилиси,5 гр,0.1595,91279,33198,3075,1205.0,,,,,,,,,,Cocaine Fishscale 5g
51,51,08-04-2020 21:09:21,Tbilisi,bb1791277e,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,7,Тбилиси,5 гр,0.0263,15074,5482,508,199.0,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
52,52,08-04-2020 21:09:21,Tbilisi,54915c4374,МДМА 5 гр!!!,True,нет,2,Тбилиси,5 гр,0.0457,28782,10483,971,,,,,,350.0,,,,,MDMA 5 gr!!!
53,53,08-04-2020 21:09:21,Tbilisi,ea97036e14,Метамфетамин рацемат 5 г. (MQ),True,нет,12,Тбилиси,5 гр,0.0241,15150,5510,510,200.0,,,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
54,54,08-04-2020 21:09:21,Tbilisi,16be2c8499,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.3019,190000,87429,6426,,,,,,,,,,,reagent 25i nbome. 5gr
55,55,08-04-2020 21:09:21,Tbilisi,16be2c8499,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.3611,227250,82650,7656,3000.0,,True,,,,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
56,56,08-04-2020 21:09:21,Tbilisi,dd631c4acf,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,2,Тбилиси,5 гр,0.1162,65827,23941,2218,869.0,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
57,57,08-04-2020 21:09:21,Tbilisi,dd631c4acf,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,5,Тбилиси,5 гр,0.0254,14392,5235,485,190.0,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
58,58,08-04-2020 21:09:21,Tbilisi,dd631c4acf,💘✨5g. MDMA ✨💘,True,нет,5,Тбилиси,5 гр,0.0654,37042,13472,1248,489.0,,,,,,,,,,💘✨5g. MDMA ✨💘
59,59,08-04-2020 21:09:21,Tbilisi,dd631c4acf,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,True,1,5,Тбилиси,5 гр,0.0253,14317,5207,482,189.0,,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
60,60,08-04-2020 21:09:21,Tbilisi,7c395c455d,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.1192,68175,24795,2297,900.0,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
61,61,08-04-2020 21:09:21,Tbilisi,4a91350669,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,4,Тбилиси,10 гр,0.0927,53025,19285,1786,700.0,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
62,62,08-04-2020 21:09:21,Tbilisi,bb1791277e,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,6,Тбилиси,10 гр,0.0424,24240,8816,817,320.0,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
63,63,08-04-2020 21:09:21,Tbilisi,cb721d4bca,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,5,Тбилиси,10 гр,0.1059,60600,22040,2042,800.0,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
64,64,08-04-2020 21:09:21,Tbilisi,35c7cbba1f,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2946,168544,61299,5678,2225.0,,,,,,,,,,Amfetamin [White] [Import] 10G
65,65,08-04-2020 21:10:18,Tbilisi,dd631c4acf,☃️❄NEW 10g.COCAINE❄☃️,True,нет,8,Тбилиси,10 гр,0.1938,109762,39920,3698,1449.0,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
66,66,08-04-2020 21:10:18,Tbilisi,dd631c4acf,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.0494,27952,10166,942,369.0,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
67,67,08-04-2020 21:10:18,Tbilisi,dd631c4acf,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,1,Тбилиси,10 гр,0.04,22649,8237,763,299.0,,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
68,68,08-04-2020 21:10:18,Tbilisi,e56bb6ca93,20 gr Indica marijuana buds (hight quality),True,нет,7,Тбилиси,20 гр,0.0536,30679,11158,1034,405.0,True,,,,,,,,,20 gr Indica marijuana buds (hight quality)
69,69,08-04-2020 21:10:18,Tbilisi,dd631c4acf,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.0801,45374,16502,1529,599.0,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
70,70,08-04-2020 21:10:18,Tbilisi,e56bb6ca93,50gr Georgian Indica dominant buds. The Best PRICE,True,нет,13,Тбилиси,50 гр,0.1323,75674,27522,2549,999.0,True,,,,,,,,,50gr Georgian Indica dominant buds. The Best PRICE
71,71,08-04-2020 21:10:18,Tbilisi,ef3dc4de6c,Extasy GUCCI 50шт. вес таблетки 450mg,True,нет,1,Тбилиси,50 гр,0.1457,83325,30305,2807,1100.0,,,,,,,,,,Extasy GUCCI 50sht. ves tabletki 450mg
72,72,08-04-2020 21:10:18,Tbilisi,cb721d4bca,100 gr marijuana buds,True,нет,1,Тбилиси,100 гр,0.3178,181800,66120,6125,2400.0,,,,,,,,,,100 gr marijuana buds
73,73,08-04-2020 21:10:18,Tbilisi,ef3dc4de6c,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2649,151500,55100,5104,2000.0,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
74,74,08-04-2020 21:10:18,Tbilisi,f8a875c191,SUBOXIN - HQ - 100 G.,True,1,1,Тбилиси,100 гр,0.2675,151500,55100,5104,2000.0,,,,,,,,,,SUBOXIN - HQ - 100 G.
75,75,08-04-2020 21:10:18,Tbilisi,35c7cbba1f,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.3311,189375,68875,6380,2500.0,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
76,76,08-04-2020 21:10:18,Tbilisi,ef3dc4de6c,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.6092,348450,126730,11739,4600.0,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
77,77,08-04-2020 21:10:18,Tbilisi,ef3dc4de6c,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.9932,568124,206625,19140,7500.0,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
78,78,08-04-2020 21:10:18,Tbilisi,16be2c8499,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,1.1256,643874,234175,21692,8500.0,,,,,,,,,,10000sht marki 25i-nbome. predoplata
79,79,08-04-2020 21:10:18,Tbilisi,f9eb3bf4d6,KURYER..500RUB.+BONUS,True,2,нет,Тбилиси,1 гр,0.0241,15150,5510,510,200.0,,,,,,,,,,KURYER..500RUB.+BONUS
80,80,08-04-2020 21:10:18,Tbilisi,83f3d55917,"Ишем опитного курера,(CladMan)",True,1,нет,Тбилиси,1 гр,0.0079,5000,2301,169,,,,,,,,,,,"Ishem opitnogo kurera,(CladMan)"
81,81,08-04-2020 21:10:18,Tbilisi,cb721d4bca,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0265,15150,5510,510,200.0,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
82,82,08-04-2020 21:10:18,Tbilisi,21de5577be,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0331,18937,6888,638,250.0,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
83,83,08-04-2020 21:10:18,Tbilisi,ea97036e14,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,2.0044,1136249,413250,38280,15000.0,,,,,,,,,,Vakansija optovogo kur'era na mef
84,84,08-04-2020 21:11:58,Batumi,3ee37c89bb,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.2916,166650,60610,5614,2200.0,,,,,,,True,,,[100g] SPAIN HASH
85,85,08-04-2020 21:11:58,Batumi,ea97036e14,Метамфетамин рацемат 5 г. (MQ),,нет,12,Батуми,5 гр,0.0241,15150,5510,510,200.0,,,,,,,True,,,Metamfetamin ratsemat 5 g. (MQ)
86,86,08-04-2020 21:11:58,Batumi,f8a875c191,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.2677,151500,55100,5104,2000.0,,,,,,,True,,,SUBOXIN - HQ - 100 G.
87,87,08-04-2020 21:11:58,Batumi,22610cd7c4,курьер в Батуми,,1,нет,Батуми,1 гр,0.0121,7575,2755,255,100.0,,,,,,,True,,,kur'er v Batumi
88,88,08-04-2020 21:11:58,Batumi,012f23b5ea,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0301,18937,6888,638,250.0,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
89,89,08-04-2020 21:11:58,Batumi,ce6827deee,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0301,18937,6888,638,250.0,,,,,,,True,,,Ischu kur'era v Gruzii!
90,90,08-04-2020 21:11:58,Batumi,54915c4374,Работа на марки (курьер),,1,нет,Батуми,50 гр,0.0361,22725,8265,766,300.0,,,,,,,True,,,Rabota na marki (kur'er)
91,91,08-04-2020 21:11:58,Batumi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,2.0062,1136249,413250,38280,15000.0,,,,,,,True,,,Vakansija optovogo kur'era na mef
92,92,08-04-2020 21:11:58,Batumi,16be2c8499,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0663,37875,13775,1276,500.0,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
93,93,08-04-2020 21:13:45,Kutaisi,be97026d1d,Columbia Cocaine VHQ 1g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,2,нет,Кутаиси,1 гр,0.0251,14468,5262,487,191.0,,,,,,,,,True,Columbia Cocaine VHQ 1g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
94,94,08-04-2020 21:13:45,Kutaisi,be97026d1d,MDMA from Europe!!! 1.5g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,2,нет,Кутаиси,1.5 гр,0.019,10984,3995,370,145.0,,,,,,,,,True,MDMA from Europe!!! 1.5g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
95,95,08-04-2020 21:13:46,Kutaisi,be97026d1d,Columbia Cocaine VHQ 2g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,10,нет,Кутаиси,2 гр,0.0479,27649,10056,931,365.0,,,,,,,,,True,Columbia Cocaine VHQ 2g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
96,96,08-04-2020 21:13:46,Kutaisi,be97026d1d,ГАШИШ твердый!!! Hash!!!! 2.0 g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,2,нет,Кутаиси,2 гр,0.0177,10226,3719,345,135.0,,,,,,,,,True,GAShISh tverdyj!!! Hash!!!! 2.0 g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
97,97,08-04-2020 21:13:46,Kutaisi,be97026d1d,MDMA from Europe!!! 3g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,10,нет,Кутаиси,3 гр,0.0361,20831,7576,702,275.0,,,,,,,,,True,MDMA from Europe!!! 3g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
