,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,€,Vake,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
0,0,25-02-2020 19:58:39,Tbilisi,ce6827deee,Метадон - 0.12 г Новая партия!,True,2,нет,Тбилиси,0.12 гр,0.0103,7141,2703,245,110.0,,,,,,,,,Metadon - 0.12 g Novaja partija!
1,1,25-02-2020 19:58:39,Tbilisi,8ddca45a78,"0,5g AMNESIA HAZE Sativa THC 20% / BTC -10% sale",True,2,нет,Тбилиси,0.5 гр,0.0023,1623,614,56,25.0,,,,,,,,,"0,5g AMNESIA HAZE Sativa THC 20% / BTC -10% sale"
2,2,25-02-2020 19:58:39,Tbilisi,8ddca45a78,"0,5g BLUE CHEESE Indica THC 18% / BTC -10% sale",True,3,нет,Тбилиси,0.5 гр,0.0023,1623,614,56,25.0,,,,,,,,,"0,5g BLUE CHEESE Indica THC 18% / BTC -10% sale"
3,3,25-02-2020 19:58:39,Tbilisi,8ddca45a78,"0,5g PURPLE HAZE Sativa THC 19% / BTC -10% sale",True,2,нет,Тбилиси,0.5 гр,0.0023,1623,614,56,25.0,,,,,,,,,"0,5g PURPLE HAZE Sativa THC 19% / BTC -10% sale"
4,4,25-02-2020 19:58:39,Tbilisi,21de5577be,0.5 gr. LSD Fem (Hibrid>>INDICA) IMPORT (IRAN),,6,нет,Тбилиси,0.5 гр,0.003,1883,713,65,29.0,True,,,,,,,,0.5 gr. LSD Fem (Hibrid>>INDICA) IMPORT (IRAN)
5,5,25-02-2020 19:58:39,Tbilisi,eb7e03535b,Cocaine Pure VHQ 0.5g,True,3,нет,Тбилиси,0.5 гр,0.0093,6427,2432,220,99.0,,,,,,,,,Cocaine Pure VHQ 0.5g
6,6,25-02-2020 19:58:39,Tbilisi,0a8c230fa2,Pure COCAINE VHQ 0.5g,True,1,нет,Тбилиси,0.5 гр,0.0108,7076,2678,242,109.0,,,,,,,,,Pure COCAINE VHQ 0.5g
7,7,25-02-2020 19:58:39,Tbilisi,edfbad0151,THC Snow Buds Only 0.5 G (THC 23+%),True,9,нет,Тбилиси,0.5 гр,0.0031,1948,737,67,30.0,,,,,,,,,THC Snow Buds Only 0.5 G (THC 23+%)
8,8,25-02-2020 19:58:39,Tbilisi,dd631c4acf,☃️ 0.5g HQ COCAINE ☃️,True,6,нет,Тбилиси,0.5 гр,0.0103,6427,2432,220,99.0,,,,,,,,,☃️ 0.5g HQ COCAINE ☃️
9,9,25-02-2020 19:58:39,Tbilisi,97bbc3dfd6,SUBUTEX B8 (ORIGINAL) 0.8 гр. (1 штука),True,6,нет,Тбилиси,0.8 гр,0.0155,9738,3686,334,150.0,,,,,,,,,SUBUTEX B8 (ORIGINAL) 0.8 gr. (1 shtuka)
10,10,25-02-2020 19:58:39,Tbilisi,4a91350669,1 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,4,нет,Тбилиси,1 гр,0.0102,6427,2432,220,99.0,,,,,,,,,1 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
11,11,25-02-2020 19:58:39,Tbilisi,7c395c455d,1 gr mdma Кристаллы очен силни импорт с европи,True,3,нет,Тбилиси,1 гр,0.0124,7791,2948,267,120.0,,,,,,,,,1 gr mdma Kristally ochen silni import s evropi
12,12,25-02-2020 19:58:39,Tbilisi,4a91350669,1 gr гашиш VHQ gorilla glue hash тгк 28 %,True,2,нет,Тбилиси,1 гр,0.0093,5843,2211,200,90.0,,,,,,,,,1 gr gashish VHQ gorilla glue hash tgk 28 %
13,13,25-02-2020 19:58:39,Tbilisi,bb1791277e,1 gr сжатая марихуана EUPHORIA шишки low thc.,True,5,нет,Тбилиси,1 гр,0.0036,2272,860,78,35.0,,,,,,,,,1 gr szhataja marihuana EUPHORIA shishki low thc.
14,14,25-02-2020 19:58:39,Tbilisi,cb721d4bca,"1 mdma very strong best quality , import califronia , лучши мдма на саите",True,4,нет,Тбилиси,1 гр,0.0103,6492,2457,222,100.0,,,,,,,,,"1 mdma very strong best quality , import califronia , luchshi mdma na saite"
15,15,25-02-2020 19:58:39,Tbilisi,cb721d4bca,1 гр Afghan Mazar-i-Sharif Hash топ товар !!! . Оплата BITCOIN -10% Скидка,True,2,нет,Тбилиси,1 гр,0.0088,5518,2088,189,85.0,,,,,,,,,1 gr Afghan Mazar-i-Sharif Hash top tovar !!! . Oplata BITCOIN -10% Skidka
16,16,25-02-2020 19:58:39,Tbilisi,64284550d9,1G -- AK-47 -> Sativa,True,13,нет,Тбилиси,1 гр,0.0037,2402,909,82,37.0,True,,,,,,,,1G -- AK-47 -> Sativa
17,17,25-02-2020 19:58:39,Tbilisi,cb721d4bca,"1gr ROYAL AFGHANI HASH FINEST QUALITY гашиш топ качество ,Оплата BITCOIN -10% Скидка",True,2,нет,Тбилиси,1 гр,0.0095,5989,2267,205,,,85.0,,,,,,,"1gr ROYAL AFGHANI HASH FINEST QUALITY gashish top kachestvo ,Oplata BITCOIN -10% Skidka"
18,18,25-02-2020 19:58:39,Tbilisi,7c395c455d,1gr bubble hash thc 25% гашиш вишего качество HQ,True,9,нет,Тбилиси,1 гр,0.0088,5518,2088,189,85.0,,,,,,,,,1gr bubble hash thc 25% gashish vishego kachestvo HQ
19,19,25-02-2020 19:58:39,Tbilisi,7ee4f68218,1gr mdma (скидка в биткоин 5%),True,3,нет,Тбилиси,1 гр,0.0097,6341,2400,217,,,90.0,,,,,,,1gr mdma (skidka v bitkoin 5%)
20,20,25-02-2020 19:58:39,Tbilisi,ae784bef73,Afghan HQ buds ! NEW ! 1G,True,5,нет,Тбилиси,1 гр,0.0049,3051,1155,105,47.0,,,,,,,,,Afghan HQ buds ! NEW ! 1G
21,21,25-02-2020 19:58:39,Tbilisi,eb7e03535b,Cocaine Pure VHQ 1g,True,5,нет,Тбилиси,1 гр,0.0178,12335,4668,423,190.0,,,,,,,,,Cocaine Pure VHQ 1g
22,22,25-02-2020 19:58:39,Tbilisi,8219f5e7b8,"Cocaine, 1g",True,5,нет,Тбилиси,1 гр,0.0229,14283,5405,489,220.0,,,,,,,,,"Cocaine, 1g"
23,23,25-02-2020 19:58:39,Tbilisi,8219f5e7b8,"LSD - 250 ug, 1piece",True,1,нет,Тбилиси,1 гр,0.0042,2597,983,89,40.0,,,,,,,,,"LSD - 250 ug, 1piece"
24,24,25-02-2020 19:58:39,Tbilisi,0a8c230fa2,VHQ BEST Cocaine 1g.,True,4,нет,Тбилиси,1 гр,0.0197,12919,4889,443,199.0,,,,,,,,,VHQ BEST Cocaine 1g.
25,25,25-02-2020 19:58:39,Tbilisi,61df6a1c90,Метадон 1гр,True,3,нет,Тбилиси,1 гр,0.0423,29215,11057,1001,450.0,,,,,,,,,Metadon 1gr
26,26,25-02-2020 19:58:39,Tbilisi,e8a987a33c,"Метадон, 1gr",True,3,нет,Тбилиси,1 гр,0.0413,25969,9828,890,400.0,,,,,,,,,"Metadon, 1gr"
27,27,25-02-2020 19:58:39,Tbilisi,dd631c4acf,☃️❄1g. New COCAINE!!❄☃️,True,2,нет,Тбилиси,1 гр,0.0188,11686,4423,400,180.0,,,,,,,,,☃️❄1g. New COCAINE!!❄☃️
28,28,25-02-2020 19:58:39,Tbilisi,dd631c4acf,✨ 1g. MDMA ✨,True,1,нет,Тбилиси,1 гр,0.0114,7076,2678,242,109.0,,,,,,,,,✨ 1g. MDMA ✨
29,29,25-02-2020 19:58:39,Tbilisi,7ee4f68218,🍃 1гр ГАШИШ 🍃,True,1,нет,Тбилиси,1 гр,0.0064,4220,1597,145,65.0,,,,,,,,,🍃 1gr GAShISh 🍃
30,30,25-02-2020 19:58:39,Tbilisi,4a91350669,2 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,1,нет,Тбилиси,2 гр,0.0195,12270,4644,420,189.0,,,,,,,,,2 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
31,31,25-02-2020 19:58:39,Tbilisi,7ee4f68218,"2 ecstasy New Pills! 💊""PARTY ROCK""💊 300 mg",True,2,нет,Тбилиси,2 гр,0.0075,4932,1867,168,,,70.0,,,,,,,"2 ecstasy New Pills! 💊""PARTY ROCK""💊 300 mg"
32,32,25-02-2020 19:59:53,Tbilisi,c9a56b2b4a,2x Extasy Duracell 223mg MDMA.,True,1,нет,Тбилиси,2 гр,0.0073,4545,1720,156,70.0,,,,,,,,,2x Extasy Duracell 223mg MDMA.
33,33,25-02-2020 19:59:53,Tbilisi,8219f5e7b8,"Cocaine, 2 g",True,1,нет,Тбилиси,2 гр,0.0416,25969,9828,890,400.0,,,,,,,,,"Cocaine, 2 g"
34,34,25-02-2020 19:59:53,Tbilisi,be97026d1d,Columbia Cocaine VHQ 2.0g BTC SALE 5%,True,3,нет,Тбилиси,2 гр,0.0352,22398,8477,767,345.0,True,,,,,,,,Columbia Cocaine VHQ 2.0g BTC SALE 5%
35,35,25-02-2020 19:59:53,Tbilisi,8219f5e7b8,Ketamine 2 g,True,5,нет,Тбилиси,2 гр,0.0187,11686,4423,400,180.0,,,,,,,,,Ketamine 2 g
