,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,€,Vake,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
10,10,23-02-2020 06:42:19,Tbilisi,8219f5e7b8,"Cocaine, 0.5 g",True,1,нет,Тбилиси,0.5 гр,0.0111,7073,2696,243,110.0,,,,,,,,,"Cocaine, 0.5 g"
11,11,23-02-2020 06:42:19,Tbilisi,8ec76151d3,Metadon VHQ 0.5 24/7,True,1,нет,Тбилиси,0.5 гр,0.0264,18647,7108,641,290.0,,,,,,,,,Metadon VHQ 0.5 24/7
12,12,23-02-2020 06:42:19,Tbilisi,0a8c230fa2,Pure COCAINE VHQ 0.5g,True,4,нет,Тбилиси,0.5 гр,0.0105,7009,2672,241,109.0,,,,,,,,,Pure COCAINE VHQ 0.5g
13,13,23-02-2020 06:42:19,Tbilisi,61df6a1c90,Метадон 0.6гр,True,3,нет,Тбилиси,0.6 гр,0.0273,19290,7353,664,300.0,,,,,,,,,Metadon 0.6gr
14,14,23-02-2020 06:42:19,Tbilisi,4a91350669,1 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,8,нет,Тбилиси,1 гр,0.0099,6366,2426,219,99.0,,,,,,,,,1 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
15,15,23-02-2020 06:42:19,Tbilisi,7c395c455d,1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк,True,1,нет,Тбилиси,1 гр,0.005,3215,1226,111,50.0,,,,,,,,,1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk
16,16,23-02-2020 06:42:19,Tbilisi,4a91350669,1 ecstasy red maseratti VHQ екстази импорт с США,True,2,нет,Тбилиси,1 гр,0.005,3215,1226,111,50.0,,,,,,,,,1 ecstasy red maseratti VHQ ekstazi import s SShA
17,17,23-02-2020 06:42:19,Tbilisi,7c395c455d,1 gr mdma Кристаллы очен силни импорт с европи,True,2,нет,Тбилиси,1 гр,0.012,7716,2941,265,120.0,,,,,,,,,1 gr mdma Kristally ochen silni import s evropi
18,18,23-02-2020 06:42:19,Tbilisi,cb721d4bca,"1 mdma very strong best quality , import califronia , лучши мдма на саите",True,10,нет,Тбилиси,1 гр,0.01,6430,2451,221,100.0,,,,,,,,,"1 mdma very strong best quality , import califronia , luchshi mdma na saite"
19,19,23-02-2020 06:42:19,Tbilisi,64284550d9,1G -- AK-47 -> Sativa,,2,нет,Тбилиси,1 гр,0.0036,2379,907,82,37.0,True,,,,,,,,1G -- AK-47 -> Sativa
20,20,23-02-2020 06:42:19,Tbilisi,cb721d4bca,"1GR GORILLA GLUE AUTO Шишки ,Оплата BITCOIN -10% Скидка",True,1,нет,Тбилиси,1 гр,0.005,3215,1226,111,50.0,,,,,,,,,"1GR GORILLA GLUE AUTO Shishki ,Oplata BITCOIN -10% Skidka"
21,21,23-02-2020 06:42:19,Tbilisi,7c395c455d,1gr bubble hash thc 25% гашиш вишего качество HQ,True,4,нет,Тбилиси,1 гр,0.0085,5466,2083,188,85.0,,,,,,,,,1gr bubble hash thc 25% gashish vishego kachestvo HQ
22,22,23-02-2020 06:42:19,Tbilisi,eb7e03535b,Cocaine Pure VHQ 1g,True,5,нет,Тбилиси,1 гр,0.0173,12217,4657,420,190.0,,,,,,,,,Cocaine Pure VHQ 1g
23,23,23-02-2020 06:42:19,Tbilisi,2fdc22f2b2,HASH Mexicana 1 g SALE -10% for bitcoin.,True,6,нет,Тбилиси,1 гр,0.0064,4512,1724,155,,,65.0,,,,,,,HASH Mexicana 1 g SALE -10% for bitcoin.
24,24,23-02-2020 06:42:19,Tbilisi,28bf667d16,Hashish Ice-o-lator 1g,True,4,нет,Тбилиси,1 гр,0.0076,4887,1863,168,76.0,,,,,,,,,Hashish Ice-o-lator 1g
25,25,23-02-2020 06:42:19,Tbilisi,8219f5e7b8,Ketamine 1g,True,3,нет,Тбилиси,1 гр,0.0101,6430,2451,221,100.0,,,,,,,,,Ketamine 1g
26,26,23-02-2020 06:42:19,Tbilisi,8219f5e7b8,"LSD - 250 ug, 1piece",True,3,нет,Тбилиси,1 гр,0.004,2572,980,88,40.0,,,,,,,,,"LSD - 250 ug, 1piece"
27,27,23-02-2020 06:42:19,Tbilisi,8ec76151d3,Metadon VHQ 1 24/7,True,1,нет,Тбилиси,1 гр,0.0454,32150,12255,1106,500.0,,,,,,,,,Metadon VHQ 1 24/7
28,28,23-02-2020 06:42:19,Tbilisi,1768a14bbd,NEW SALE Cocaine HQ 1 гр.,True,2,нет,Тбилиси,1 гр,0.0191,12153,4632,418,189.0,,,,,,,,,NEW SALE Cocaine HQ 1 gr.
29,29,23-02-2020 06:42:19,Tbilisi,edfbad0151,THC Snow Buds Only 1G (THC 23+%),True,3,нет,Тбилиси,1 гр,0.0047,3022,1152,104,47.0,,,,,,,,,THC Snow Buds Only 1G (THC 23+%)
30,30,23-02-2020 06:42:19,Tbilisi,0a8c230fa2,VHQ BEST Cocaine 1g.,True,1,нет,Тбилиси,1 гр,0.0191,12796,4877,440,199.0,,,,,,,,,VHQ BEST Cocaine 1g.
31,31,23-02-2020 06:42:19,Tbilisi,ae784bef73,Гашиш Double-Twesla ! 1g ! VHQ ! TOP ! NEW !,True,2,нет,Тбилиси,1 гр,0.0075,4823,1838,166,75.0,,,,,,,,,Gashish Double-Twesla ! 1g ! VHQ ! TOP ! NEW !
32,32,23-02-2020 06:42:56,Tbilisi,e8a987a33c,"Метадон, 1gr",True,3,нет,Тбилиси,1 гр,0.04,25720,9804,885,400.0,,,,,,,,,"Metadon, 1gr"
33,33,23-02-2020 06:42:56,Tbilisi,dd631c4acf,💩1g. New Hush Gorilla Glue Premium💩,True,2,нет,Тбилиси,1 гр,0.006999999999999999,4437,1691,153,69.0,,,,,,,,,💩1g. New Hush Gorilla Glue Premium💩
34,34,23-02-2020 06:42:56,Tbilisi,ae784bef73,MDMA 0.8g + ketamine 0.3g ! VHQ,True,1,нет,Тбилиси,1.1 гр,0.0125,8038,3064,277,125.0,,,,,,,,,MDMA 0.8g + ketamine 0.3g ! VHQ
35,35,23-02-2020 06:42:56,Tbilisi,4a91350669,2 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,1,нет,Тбилиси,2 гр,0.0235,15111,5760,520,235.0,,,,,,,,,2 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
36,36,23-02-2020 06:42:56,Tbilisi,7ee4f68218,"2 ecstasy New Pills! 💊""PARTY ROCK""💊 300 mg",True,2,нет,Тбилиси,2 гр,0.0072,4859,1857,167,,,70.0,,,,,,,"2 ecstasy New Pills! 💊""PARTY ROCK""💊 300 mg"
37,37,23-02-2020 06:42:56,Tbilisi,4a91350669,2 ecstasy red maseratti VHQ екстази импорт с США,True,1,нет,Тбилиси,2 гр,0.009000000000000001,5787,2206,199,90.0,,,,,,,,,2 ecstasy red maseratti VHQ ekstazi import s SShA
38,38,23-02-2020 06:42:56,Tbilisi,7ee4f68218,2 ecstasy 💊Tekashi69💊 260mg mdma (скидка в биктоин),True,2,нет,Тбилиси,2 гр,0.0072,4859,1857,167,,,70.0,,,,,,,2 ecstasy 💊Tekashi69💊 260mg mdma (skidka v biktoin)
39,39,23-02-2020 06:42:56,Tbilisi,64284550d9,2G -- AK-47 -> Sativa,True,12,нет,Тбилиси,2 гр,0.0064,4180,1593,144,65.0,True,,,,,,,,2G -- AK-47 -> Sativa
40,40,23-02-2020 06:42:56,Tbilisi,366326d4d6,2LSD ---- LSD ALBERT HOFFMAN 200ug,True,4,нет,Тбилиси,2 гр,0.008,5080,1936,175,79.0,,,,,,,,,2LSD ---- LSD ALBERT HOFFMAN 200ug
41,41,23-02-2020 06:42:56,Tbilisi,cb721d4bca,"2gr mexica sativa марихуана шишки ,Оплата BITCOIN -10% Скидка.",True,1,нет,Тбилиси,2 гр,0.006999999999999999,4501,1716,155,70.0,,,,,,,,,"2gr mexica sativa marihuana shishki ,Oplata BITCOIN -10% Skidka."
42,42,23-02-2020 06:42:56,Tbilisi,be97026d1d,Columbia Cocaine VHQ 2.0g BTC SALE 5%,True,3,нет,Тбилиси,2 гр,0.0347,22827,8701,785,355.0,True,,,,,,,,Columbia Cocaine VHQ 2.0g BTC SALE 5%
43,43,23-02-2020 06:42:56,Tbilisi,3c4662c591,KALI MIST 2G,,1,нет,Тбилиси,2 гр,0.01,6430,2451,221,100.0,True,,,,,,,,KALI MIST 2G
44,44,23-02-2020 06:42:56,Tbilisi,8219f5e7b8,Ketamine 2 g,True,5,нет,Тбилиси,2 гр,0.0181,11574,4412,398,180.0,,,,,,,,,Ketamine 2 g
45,45,23-02-2020 06:42:56,Tbilisi,8219f5e7b8,"LSD - 250 ug, 2 pieces",True,7,нет,Тбилиси,2 гр,0.0071,4501,1716,155,70.0,,,,,,,,,"LSD - 250 ug, 2 pieces"
46,46,23-02-2020 06:42:56,Tbilisi,edfbad0151,Pineapple Express 2G pressed buds only (hydro),True,1,нет,Тбилиси,2 гр,0.0083,5466,2083,188,85.0,,,,,,,,,Pineapple Express 2G pressed buds only (hydro)
47,47,23-02-2020 06:42:56,Tbilisi,0a8c230fa2,VHQ BEST Cocaine 2g.,True,4,нет,Тбилиси,2 гр,0.0354,25077,9559,863,390.0,,,,,,,,,VHQ BEST Cocaine 2g.
48,48,23-02-2020 06:42:56,Tbilisi,b2c155ffa7,Кокаин КОЛУМБИА 2g,,3,нет,Тбилиси,2 гр,0.0349,22441,8554,772,349.0,,,True,,,,,,Kokain KOLUMBIA 2g
49,49,23-02-2020 06:42:56,Tbilisi,7ee4f68218,🍃 2гр ГАШИШ 🍃,True,2,нет,Тбилиси,2 гр,0.0105,7073,2696,243,110.0,,,,,,,,,🍃 2gr GAShISh 🍃
50,50,23-02-2020 06:42:56,Tbilisi,7ee4f68218,"3 ecstasy New Pills! 💊""PARTY ROCK""💊 300 mg",True,1,нет,Тбилиси,3 гр,0.0103,6942,2653,239,,,100.0,,,,,,,"3 ecstasy New Pills! 💊""PARTY ROCK""💊 300 mg"
51,51,23-02-2020 06:42:56,Tbilisi,7ee4f68218,3 ecstasy 💊Tekashi69💊 260mg mdma (скидка в биктоин),True,1,нет,Тбилиси,3 гр,0.0103,6942,2653,239,,,100.0,,,,,,,3 ecstasy 💊Tekashi69💊 260mg mdma (skidka v biktoin)
52,52,23-02-2020 06:42:56,Tbilisi,7c395c455d,3gr bubble hash thc 25% гашиш вишего качество HQ,True,1,нет,Тбилиси,3 гр,0.0245,15754,6005,542,245.0,,,,,,,,,3gr bubble hash thc 25% gashish vishego kachestvo HQ
53,53,23-02-2020 06:42:56,Tbilisi,c9a56b2b4a,3x Extasy Duracell 223mg MDMA,True,4,нет,Тбилиси,3 гр,0.0106,6752,2574,232,105.0,,,,,,,,,3x Extasy Duracell 223mg MDMA
54,54,23-02-2020 06:42:56,Tbilisi,dd631c4acf,3г. SPEED Амфетамин стимулятор,True,1,нет,Тбилиси,3 гр,0.01,6366,2426,219,99.0,,,,,,,,,3g. SPEED Amfetamin stimuljator
55,55,23-02-2020 06:42:56,Tbilisi,ae784bef73,NEW ! Easy Bud ! SALE !,True,4,нет,Тбилиси,3 гр,0.008,5144,1961,177,80.0,,,,,,,,,NEW ! Easy Bud ! SALE !
56,56,23-02-2020 06:42:56,Tbilisi,dd631c4acf,️‍🤩🌈️‍🌈️‍🌈3 LSD 200ug.🌈️‍🌈️‍🌈🤩,True,2,нет,Тбилиси,3 гр,0.01,6366,2426,219,99.0,,,,,,,,,️‍🤩🌈️‍🌈️‍🌈3 LSD 200ug.🌈️‍🌈️‍🌈🤩
57,57,23-02-2020 06:42:56,Tbilisi,4be7861731,metadon sirop 4ml,True,2,нет,Тбилиси,4 гр,0.0067,4308,1642,148,67.0,,,,,,,,,metadon sirop 4ml
58,58,23-02-2020 06:42:56,Tbilisi,366326d4d6,!!!NEW!!! 5G Critical KusH !!!NEW!!!,True,2,нет,Тбилиси,5 гр,0.016,10224,3897,352,159.0,,,,,,,,,!!!NEW!!! 5G Critical KusH !!!NEW!!!
59,59,23-02-2020 06:42:56,Tbilisi,366326d4d6,!!!NEW!!! 5G Jack Herer !!!NEW!!!,True,3,нет,Тбилиси,5 гр,0.0156,9967,3799,343,155.0,,,,,,,,,!!!NEW!!! 5G Jack Herer !!!NEW!!!
60,60,23-02-2020 06:42:56,Tbilisi,89f7212915,5 G Hybrid Marijuana Buds За BТС 10% СКИДКА,True,5,нет,Тбилиси,5 гр,0.0173,12217,4657,420,190.0,,,,,,,,,5 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
61,61,23-02-2020 06:42:56,Tbilisi,7ee4f68218,"5 ecstasy New Pills! 💊""PARTY ROCK""💊 300 mg",True,1,нет,Тбилиси,5 гр,0.0171,11454,4377,394,,,165.0,,,,,,,"5 ecstasy New Pills! 💊""PARTY ROCK""💊 300 mg"
62,62,23-02-2020 06:42:56,Tbilisi,7ee4f68218,5 ecstasy 💊Tekashi69💊 260mg mdma (скидка в биктоин),True,1,нет,Тбилиси,5 гр,0.0171,11454,4377,394,,,165.0,,,,,,,5 ecstasy 💊Tekashi69💊 260mg mdma (skidka v biktoin)
63,63,23-02-2020 06:42:56,Tbilisi,c9a56b2b4a,5x Extasy Duracell 223mg MDMA.,True,3,нет,Тбилиси,5 гр,0.0177,11253,4289,387,175.0,,,,,,,,,5x Extasy Duracell 223mg MDMA.
64,64,23-02-2020 06:42:56,Tbilisi,8219f5e7b8,"LSD - 250 ug, 5 pieces",True,3,нет,Тбилиси,5 гр,0.0151,9645,3677,332,150.0,,,,,,,,,"LSD - 250 ug, 5 pieces"
65,65,23-02-2020 06:42:56,Tbilisi,366326d4d6,NEW !!! 5G OG KusH !!! NEW,True,3,нет,Тбилиси,5 гр,0.016,10224,3897,352,159.0,,,,,,,,,NEW !!! 5G OG KusH !!! NEW
66,66,23-02-2020 06:42:56,Tbilisi,366326d4d6,NEW !!! 5G White Widow !!! NEW,True,3,нет,Тбилиси,5 гр,0.0155,9902,3775,341,154.0,,,,,,,,,NEW !!! 5G White Widow !!! NEW
67,67,23-02-2020 06:42:56,Tbilisi,c225d2f67d,гашиш евро 5г,True,1,нет,Тбилиси,5 гр,0.0201,13503,5147,465,210.0,,,,,,,,,gashish evro 5g
68,68,23-02-2020 06:43:26,Tbilisi,c225d2f67d,гашиш евро 5г,True,1,нет,Тбилиси,5 гр,0.0201,13503,5147,465,210.0,,,,,,,,,gashish evro 5g
69,69,23-02-2020 06:43:26,Tbilisi,7ee4f68218,🍃 5гр ГАШИШ 🍃,True,1,нет,Тбилиси,5 гр,0.0259,17361,6618,597,270.0,,,,,,,,,🍃 5gr GAShISh 🍃
70,70,23-02-2020 06:43:26,Tbilisi,7ee4f68218,"10 ecstasy New Pills! 💊""PARTY ROCK""💊 300 mg",True,1,нет,Тбилиси,10 гр,0.0311,20826,7959,717,,,300.0,,,,,,,"10 ecstasy New Pills! 💊""PARTY ROCK""💊 300 mg"
71,71,23-02-2020 06:43:26,Tbilisi,ef3dc4de6c,Extasy GUCCI 10шт. вес таблетки 450mg,True,14,нет,Тбилиси,10 гр,0.0267,17168,6544,591,267.0,,,,,,,,,Extasy GUCCI 10sht. ves tabletki 450mg
72,72,23-02-2020 06:43:26,Tbilisi,8219f5e7b8,"LSD - 250 ug, 10 pieces",True,1,нет,Тбилиси,10 гр,0.0303,19290,7353,664,300.0,,,,,,,,,"LSD - 250 ug, 10 pieces"
73,73,23-02-2020 06:43:26,Tbilisi,e501bd0ada,"special mix 10 g - gorila glue, amnezia, laughing buddha, northen light",True,2,нет,Тбилиси,10 гр,0.0318,22505,8579,774,350.0,,,,,,,,,"special mix 10 g - gorila glue, amnezia, laughing buddha, northen light"
74,74,23-02-2020 06:43:26,Tbilisi,c225d2f67d,гашиш евро 10г,True,2,нет,Тбилиси,10 гр,0.0384,25720,9804,885,400.0,,,,,,,,,gashish evro 10g
75,75,23-02-2020 06:43:26,Tbilisi,ce6827deee,"марки 25i-nbome 2,5mg (10шт)",True,6,нет,Тбилиси,10 гр,0.0086,6109,2328,210,95.0,,,,,,,,,"marki 25i-nbome 2,5mg (10sht)"
76,76,23-02-2020 06:43:26,Tbilisi,e501bd0ada,"weed gorila glue 20 gram, super duper, popcorn size",True,3,нет,Тбилиси,20 гр,0.0672,45011,17157,1548,700.0,,,,,,,,,"weed gorila glue 20 gram, super duper, popcorn size"
77,77,23-02-2020 06:43:26,Tbilisi,c225d2f67d,Гашиш Евро 20гр,True,1,нет,Тбилиси,20 гр,0.0745,49962,19044,1719,777.0,,,,,,,,,Gashish Evro 20gr
78,78,23-02-2020 06:43:26,Tbilisi,f8a875c191,Метадон - (KRISTAL) - VHQ - 0.27 G (SALE),True,4,5,Тбилиси,0.27 гр,0.0202,12860,4902,442,200.0,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.27 G (SALE)
79,79,23-02-2020 06:43:26,Tbilisi,f8a875c191,Метадон - (KRISTAL) - VHQ - 0.35 G (SALE),True,нет,5,Тбилиси,0.35 гр,0.0252,16075,6128,553,250.0,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.35 G (SALE)
80,80,23-02-2020 06:43:26,Tbilisi,f8a875c191,Метадон - (KRISTAL) - VHQ - 1 G (SALE),True,нет,5,Тбилиси,1 гр,0.0606,38580,14706,1327,600.0,,,,,,,,,Metadon - (KRISTAL) - VHQ - 1 G (SALE)
81,81,23-02-2020 06:43:26,Tbilisi,cb721d4bca,2 гр Afghan Mazar-i-Sharif Hash топ товар !!! Оплата BITCOIN -10% Скидка,True,нет,5,Тбилиси,2 гр,0.0167,10738,4093,369,167.0,,,,,,,,,2 gr Afghan Mazar-i-Sharif Hash top tovar !!! Oplata BITCOIN -10% Skidka
82,82,23-02-2020 06:43:26,Tbilisi,7c395c455d,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,8,Тбилиси,4 гр,0.04,25720,9804,885,400.0,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
83,83,23-02-2020 06:43:26,Tbilisi,4a91350669,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.055,35365,13481,1217,550.0,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
84,84,23-02-2020 06:43:26,Tbilisi,bb1791277e,5 gr GORILLA GLUE марихуана BUDS saburtalo!! если платите с бтк скидка 1%,True,нет,8,Тбилиси,5 гр,0.024,15432,5882,531,240.0,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS saburtalo!! esli platite s btk skidka 1%
85,85,23-02-2020 06:43:26,Tbilisi,cb721d4bca,5 gr Шишки “OG KUSH VHQ”,True,нет,10,Тбилиси,5 гр,0.025,16075,6128,553,250.0,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
86,86,23-02-2020 06:43:26,Tbilisi,ce030318fd,"5g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)",True,нет,9,Тбилиси,5 гр,0.1363,96451,36765,3318,1500.0,,,,,,,,,"5g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)"
87,87,23-02-2020 06:43:26,Tbilisi,bb1791277e,5gr Cream Cookies Auto марихуана BUDS saburtalo !! если платите с бтк скидка 10% !!,True,нет,2,Тбилиси,5 гр,0.025,16075,6128,553,250.0,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS saburtalo !! esli platite s btk skidka 10% !!
88,88,23-02-2020 06:43:26,Tbilisi,cb721d4bca,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,10,Тбилиси,5 гр,0.025,16075,6128,553,250.0,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
89,89,23-02-2020 06:43:26,Tbilisi,cb721d4bca,"5gr WHITE WIDOW марихуана шишки, Оплата BITCOIN -10% Скидка.",True,нет,2,Тбилиси,5 гр,0.0199,12796,4877,440,199.0,,,,,,,,,"5gr WHITE WIDOW marihuana shishki, Oplata BITCOIN -10% Skidka."
90,90,23-02-2020 06:43:26,Tbilisi,bb1791277e,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,4,Тбилиси,5 гр,0.025,16075,6128,553,250.0,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
91,91,23-02-2020 06:43:26,Tbilisi,1dfc50c91e,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0199,14082,5368,484,219.0,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
92,92,23-02-2020 06:43:26,Tbilisi,851e5b91a0,"Godfather OG - (Only Buds, IMPORT) Шишки(всегда подъезд) 5G (BTC sale 10%) (предзаказ будет сделан очень оперативно)",True,нет,5,Тбилиси,5 гр,0.019,13439,5123,462,209.0,,,,,,,,,"Godfather OG - (Only Buds, IMPORT) Shishki(vsegda pod'ezd) 5G (BTC sale 10%) (predzakaz budet sdelan ochen' operativno)"
93,93,23-02-2020 06:43:26,Tbilisi,851e5b91a0,"NEW! O.G. Kush - (Only Buds, IMPORT) Шишки(всегда подъезд) 5G (BTC sale 10%)",True,нет,4,Тбилиси,5 гр,0.019,13439,5123,462,209.0,,,,,,,,,"NEW! O.G. Kush - (Only Buds, IMPORT) Shishki(vsegda pod'ezd) 5G (BTC sale 10%)"
94,94,23-02-2020 06:43:26,Tbilisi,bb1791277e,NORTHEN LIGHTS 5 gr марихуана SABURTALO! если платите с бтк скидка 10% !!,True,нет,10,Тбилиси,5 гр,0.025,16075,6128,553,250.0,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana SABURTALO! esli platite s btk skidka 10% !!
95,95,23-02-2020 06:43:26,Tbilisi,ea97036e14,Метамфетамин рацемат 5 г. (MQ),True,нет,19,Тбилиси,5 гр,0.0182,12860,4902,442,200.0,,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
96,96,23-02-2020 06:43:26,Tbilisi,16be2c8499,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2686,190000,87429,6536,,,,,,,,,,reagent 25i nbome. 5gr
97,97,23-02-2020 06:43:26,Tbilisi,16be2c8499,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2727,192902,73530,6636,3000.0,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
98,98,23-02-2020 06:43:26,Tbilisi,dd631c4acf,💘✨5g. MDMA ✨💘,True,нет,1,Тбилиси,5 гр,0.0494,31443,11985,1082,489.0,,,,,,,,,💘✨5g. MDMA ✨💘
99,99,23-02-2020 06:43:26,Tbilisi,7c395c455d,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.0809,52000,23928,1789,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
100,100,23-02-2020 06:43:26,Tbilisi,4a91350669,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,5,Тбилиси,10 гр,0.07,45011,17157,1548,700.0,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
101,101,23-02-2020 06:43:26,Tbilisi,bb1791277e,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,8,Тбилиси,10 гр,0.0399,25656,9779,883,399.0,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
102,102,23-02-2020 06:44:25,Tbilisi,ce030318fd,"10g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)",True,нет,2,Тбилиси,10 гр,0.1818,128602,49020,4424,2000.0,,,,,,,,,"10g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)"
103,103,23-02-2020 06:44:25,Tbilisi,c9a56b2b4a,10x Extasy Duracell 223mg MDMA.,True,1,5,Тбилиси,10 гр,0.0353,22505,8579,774,350.0,,,,,,,,,10x Extasy Duracell 223mg MDMA.
104,104,23-02-2020 06:44:25,Tbilisi,cb721d4bca,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,5,Тбилиси,10 гр,0.08,51441,19608,1770,800.0,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
105,105,23-02-2020 06:44:25,Tbilisi,851e5b91a0,"Godfather OG - (Only Buds, IMPORT) Шишки(всегда подъезд) 10G (BTC sale 10%) (предзаказ будет сделан очень оперативно)",True,нет,5,Тбилиси,10 гр,0.0363,25656,9779,883,399.0,,,,,,,,,"Godfather OG - (Only Buds, IMPORT) Shishki(vsegda pod'ezd) 10G (BTC sale 10%) (predzakaz budet sdelan ochen' operativno)"
106,106,23-02-2020 06:44:25,Tbilisi,35c7cbba1f,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2224,143069,54535,4922,2225.0,,,,,,,,,Amfetamin [White] [Import] 10G
