,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Gldani,Varketili,Vake,Дигоми,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
104,104,21-02-2020 13:28:25,Tbilisi,dd631c4acf,💘✨5g. MDMA ✨💘,True,нет,1,Тбилиси,5 гр,0.049,31170,11985,1078,489.0,,,,,,,,,,,💘✨5g. MDMA ✨💘
105,105,21-02-2020 13:28:25,Tbilisi,7c395c455d,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.081,52000,23928,1798,,,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
106,106,21-02-2020 13:28:25,Tbilisi,bb1791277e,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,8,Тбилиси,10 гр,0.0396,25433,9779,880,399.0,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
107,107,21-02-2020 13:28:25,Tbilisi,ce030318fd,"10g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)",True,нет,3,Тбилиси,10 гр,0.1805,127483,49020,4410,2000.0,,,,,,,,,,,"10g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)"
108,108,21-02-2020 13:28:25,Tbilisi,c9a56b2b4a,10x Extasy Duracell 223mg MDMA.,True,2,5,Тбилиси,10 гр,0.0351,22309,8579,772,350.0,,,,,,,,,,,10x Extasy Duracell 223mg MDMA.
109,109,21-02-2020 13:28:25,Tbilisi,cb721d4bca,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,5,Тбилиси,10 гр,0.0794,50993,19608,1764,800.0,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
110,110,21-02-2020 13:28:25,Tbilisi,851e5b91a0,"Godfather OG - (Only Buds, IMPORT) Шишки(всегда подъезд) 10G (BTC sale 10%) (предзаказ будет сделан очень оперативно)",True,нет,5,Тбилиси,10 гр,0.036000000000000004,25433,9779,880,399.0,,,,,,,,,,,"Godfather OG - (Only Buds, IMPORT) Shishki(vsegda pod'ezd) 10G (BTC sale 10%) (predzakaz budet sdelan ochen' operativno)"
111,111,21-02-2020 13:28:25,Tbilisi,35c7cbba1f,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2209,141824,54535,4906,2225.0,,,,,,,,,,,Amfetamin [White] [Import] 10G
112,112,21-02-2020 13:28:25,Tbilisi,ce030318fd,"20g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)",True,нет,8,Тбилиси,20 гр,0.2978,210346,80883,7276,3300.0,,,,,,,,,,,"20g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)"
113,113,21-02-2020 13:28:25,Tbilisi,c9a56b2b4a,20x Extasy Duracell 223mg MDMA.,True,1,5,Тбилиси,20 гр,0.0702,44619,17157,1543,700.0,,,,,,,,,,,20x Extasy Duracell 223mg MDMA.
114,114,21-02-2020 13:28:25,Tbilisi,64284550d9,25G -- HYBRID-> Скидка 5% за BTC,True,нет,2,Тбилиси,25 гр,0.0667,44619,17157,1543,700.0,,,,,,,,,,,25G -- HYBRID-> Skidka 5% za BTC
115,115,21-02-2020 13:28:25,Tbilisi,61bec147f3,50 gr 23% THC Amnesia Haze top quality,True,нет,1,Тбилиси,50 гр,0.1083,76490,29412,2646,1200.0,,,,,,,,,,,50 gr 23% THC Amnesia Haze top quality
116,116,21-02-2020 13:28:25,Tbilisi,64284550d9,50G -- HYBRID-> Скидка 5% за BTC,True,нет,1,Тбилиси,50 гр,0.0952,63678,24485,2203,999.0,,,,,,,,,,,50G -- HYBRID-> Skidka 5% za BTC
117,117,21-02-2020 13:28:25,Tbilisi,30f48d507d,Hybrid Skunk! 50 gr,True,нет,2,Тбилиси,50 гр,0.0943,60554,23285,2095,950.0,,,,,,,,,,,Hybrid Skunk! 50 gr
118,118,21-02-2020 13:28:25,Tbilisi,ef3dc4de6c,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.1985,127483,49020,4410,2000.0,,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
119,119,21-02-2020 13:28:25,Tbilisi,30f48d507d,Hybrid Skunk! 100 gr,True,нет,1,Тбилиси,100 гр,0.1787,114734,44118,3969,1800.0,,,,,,,,,,,Hybrid Skunk! 100 gr
120,120,21-02-2020 13:28:25,Tbilisi,35c7cbba1f,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2482,159353,61275,5512,2500.0,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
121,121,21-02-2020 13:28:25,Tbilisi,ce6827deee,"марки 25i-nbome 2,5mg (100шт)",True,нет,2,Тбилиси,100 гр,0.0388,27409,10539,948,430.0,,,,,,,,,,,"marki 25i-nbome 2,5mg (100sht)"
122,122,21-02-2020 13:28:25,Tbilisi,ef3dc4de6c,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.4566,293210,112746,10142,4600.0,,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
123,123,21-02-2020 13:28:25,Tbilisi,ef3dc4de6c,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.7445,478060,183825,16536,7500.0,,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
124,124,21-02-2020 13:28:25,Tbilisi,16be2c8499,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.8438,541801,208335,18741,8500.0,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
125,125,21-02-2020 13:28:25,Tbilisi,f9eb3bf4d6,KURYER..500RUB.+BONUS,True,1,нет,Тбилиси,1 гр,0.018000000000000002,12748,4902,441,200.0,,,,,,,,,,,KURYER..500RUB.+BONUS
126,126,21-02-2020 13:28:25,Tbilisi,8528108b62,Требуется Курьер,True,1,нет,Тбилиси,1 гр,0.018000000000000002,12748,4902,441,200.0,,,,,,,,,,,Trebuetsja Kur'er
127,127,21-02-2020 13:28:25,Tbilisi,cb721d4bca,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0199,12748,4902,441,200.0,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
128,128,21-02-2020 13:28:25,Tbilisi,21de5577be,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0248,15935,6128,551,250.0,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
129,129,21-02-2020 13:28:25,Tbilisi,ea97036e14,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.5025,956120,367650,33072,15000.0,,,,,,,,,,,Vakansija optovogo kur'era na mef
130,130,21-02-2020 13:29:49,Batumi,c72111ac1a,NZT-52 mind storm limited 1г мука,,3,нет,Батуми,1 гр,0.0172,12111,4657,419,190.0,,,,,,,,True,,,NZT-52 mind storm limited 1g muka
131,131,21-02-2020 13:29:49,Batumi,d4df7908c3,"Шишки / weeds OG Kush, 2г",,4,нет,Батуми,2 гр,0.009000000000000001,5737,2206,198,90.0,,,,,,,,True,,,"Shishki / weeds OG Kush, 2g"
132,132,21-02-2020 13:29:49,Batumi,d4df7908c3,"Шишки OG Kush, 3гр.",,1,нет,Батуми,3 гр,0.0135,8605,3309,298,135.0,,,,,,,,True,,,"Shishki OG Kush, 3gr."
133,133,21-02-2020 13:29:49,Batumi,d4df7908c3,"Шишки / weed OG Kush, 5гр",,1,нет,Батуми,5 гр,0.0226,14342,5515,496,225.0,,,,,,,,True,,,"Shishki / weed OG Kush, 5gr"
134,134,21-02-2020 13:29:49,Batumi,f8a875c191,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE ),,нет,9,Батуми,0.27 гр,0.0228,14469,5564,500,227.0,,,,,,,,True,,,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE )
135,135,21-02-2020 13:29:49,Batumi,ea97036e14,Метамфетамин рацемат 5 г. (MQ),,нет,18,Батуми,5 гр,0.0181,12748,4902,441,200.0,,,,,,,,True,,,Metamfetamin ratsemat 5 g. (MQ)
136,136,21-02-2020 13:29:49,Batumi,30f48d507d,Hybrid Skunk! 50 gr,,нет,2,Батуми,50 гр,0.0944,60554,23285,2095,950.0,,,,,,,,True,,,Hybrid Skunk! 50 gr
137,137,21-02-2020 13:29:49,Batumi,30f48d507d,Hybrid Skunk! 100 gr,,нет,1,Батуми,100 гр,0.1788,114734,44118,3969,1800.0,,,,,,,,True,,,Hybrid Skunk! 100 gr
138,138,21-02-2020 13:29:49,Batumi,f8a875c191,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.301,191224,73530,6614,3000.0,,,,,,,,True,,,SUBOXIN - HQ - 100 G.
139,139,21-02-2020 13:29:49,Batumi,f8a875c191,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,5,Батуми,150 гр,0.2508,159353,61275,5512,2500.0,,,,,,,,True,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
140,140,21-02-2020 13:29:49,Batumi,d4df7908c3,"Приходите к нам работать вторым кладменом (кладчик, курьер)",,1,нет,Батуми,1 гр,0.01,6374,2451,220,100.0,,,,,,,,True,,,"Prihodite k nam rabotat' vtorym kladmenom (kladchik, kur'er)"
141,141,21-02-2020 13:29:49,Batumi,22610cd7c4,курьер в Батуми,,1,нет,Батуми,1 гр,0.0045,3187,1226,110,50.0,,,,,,,,True,,,kur'er v Batumi
142,142,21-02-2020 13:29:50,Batumi,a5417660bf,Вакансия Курьера в Батуми,,1,нет,Батуми,3 гр,0.0045,3187,1226,110,50.0,,,,,,,,True,,,Vakansija Kur'era v Batumi
143,143,21-02-2020 13:29:50,Batumi,a5417660bf,Вакансия Курьера в Батуми,,1,нет,Батуми,5 гр,0.0071,5000,2301,173,,,,,,,,,True,,,Vakansija Kur'era v Batumi
144,144,21-02-2020 13:29:50,Batumi,012f23b5ea,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0226,15935,6128,551,250.0,,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
145,145,21-02-2020 13:29:50,Batumi,ce6827deee,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0226,15935,6128,551,250.0,,,,,,,,True,,,Ischu kur'era v Gruzii!
146,146,21-02-2020 13:29:50,Batumi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.5035,956120,367650,33072,15000.0,,,,,,,,True,,,Vakansija optovogo kur'era na mef
147,147,21-02-2020 13:29:50,Batumi,16be2c8499,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0497,31871,12255,1102,500.0,,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
148,148,21-02-2020 13:31:37,Kutaisi,d4df7908c3,"Шишки/weeds Afghan Kush, - 0,5г - Удобные клады в подъездах",,2,нет,Кутаиси,0.5 гр,0.002,1275,490,44,20.0,,,,,,,,,,True,"Shishki/weeds Afghan Kush, - 0,5g - Udobnye klady v pod'ezdah"
149,149,21-02-2020 13:31:37,Kutaisi,d4df7908c3,"Шишки/weed Afghan Kush, 1г - Удобные клады в подъездах",,3,нет,Кутаиси,1 гр,0.0038,2422,931,84,38.0,,,,,,,,,,True,"Shishki/weed Afghan Kush, 1g - Udobnye klady v pod'ezdah"
150,150,21-02-2020 13:31:37,Kutaisi,d4df7908c3,Шишки / weeds Afghan Kush - 2г,,2,нет,Кутаиси,2 гр,0.0074,4717,1814,163,74.0,,,,,,,,,,True,Shishki / weeds Afghan Kush - 2g
151,151,21-02-2020 13:31:37,Kutaisi,d4df7908c3,"Шишки / Weed Afghan Kush, 3g",,2,3,Кутаиси,3 гр,0.0108,6884,2647,238,108.0,,,,,,,,,,True,"Shishki / Weed Afghan Kush, 3g"
152,152,21-02-2020 13:31:37,Kutaisi,d4df7908c3,"Приходите к нам работать вторым кладменом (кладчик, курьер)",,1,нет,Кутаиси,1 гр,0.01,6374,2451,220,100.0,,,,,,,,,,True,"Prihodite k nam rabotat' vtorym kladmenom (kladchik, kur'er)"
