,Unnamed: 0,time_stamp,region,sell_code,description,Saburtalo,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Тбилиси,Gldani,Дигоми,€,Didube,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
86,86,18-03-2020 17:40:02,Tbilisi,54915c4374,Работа на марки (курьер),,1,нет,Тбилиси,10 гр,0.0235,11582,4245,355,150.0,True,,,,,,,,,,Rabota na marki (kur'er)
87,87,18-03-2020 17:40:02,Tbilisi,cb721d4bca,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",,нет,2,Тбилиси,1 гр,0.0345,15443,5660,473,200.0,True,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
88,88,18-03-2020 17:40:02,Tbilisi,21de5577be,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",,нет,1,Тбилиси,1 гр,0.0432,19303,7075,592,250.0,True,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
89,89,18-03-2020 17:40:02,Tbilisi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Тбилиси,400 гр,2.613,1158197,424500,35510,15000.0,True,,,,,,,,,,Vakansija optovogo kur'era na mef
90,90,18-03-2020 17:41:49,Batumi,c72111ac1a,NZT-52 limited 1 г мука,,28,нет,Батуми,1 гр,0.0295,14670,5377,450,190.0,,,,,,,,True,,,NZT-52 limited 1 g muka
91,91,18-03-2020 17:41:49,Batumi,c72111ac1a,NZT-52 limited 2г мука,,12,нет,Батуми,2 гр,0.0528,26252,9622,805,340.0,,,,,,,,True,,,NZT-52 limited 2g muka
92,92,18-03-2020 17:41:49,Batumi,3ee37c89bb,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.3757,169869,62260,5208,2200.0,,,,,,,,True,,,[100g] SPAIN HASH
93,93,18-03-2020 17:41:49,Batumi,ea97036e14,Метамфетамин рацемат 5 г. (MQ),,нет,15,Батуми,5 гр,0.0311,15443,5660,473,200.0,,,,,,,,True,,,Metamfetamin ratsemat 5 g. (MQ)
94,94,18-03-2020 17:41:49,Batumi,f8a875c191,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.345,154426,56600,4735,2000.0,,,,,,,,True,,,SUBOXIN - HQ - 100 G.
95,95,18-03-2020 17:41:49,Batumi,f8a875c191,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,3,Батуми,150 гр,0.2587,115820,42450,3551,1500.0,,,,,,,,True,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
96,96,18-03-2020 17:41:49,Batumi,22610cd7c4,курьер в Батуми,,1,нет,Батуми,1 гр,0.0155,7721,2830,237,100.0,,,,,,,,True,,,kur'er v Batumi
97,97,18-03-2020 17:41:49,Batumi,012f23b5ea,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0388,19303,7075,592,250.0,,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
98,98,18-03-2020 17:41:49,Batumi,54915c4374,Работа на марки (курьер),,1,нет,Батуми,10 гр,0.0233,11582,4245,355,150.0,,,,,,,,True,,,Rabota na marki (kur'er)
99,99,18-03-2020 17:41:49,Batumi,ce6827deee,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0388,19303,7075,592,250.0,,,,,,,,True,,,Ischu kur'era v Gruzii!
100,100,18-03-2020 17:41:49,Batumi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,2.5849,1158197,424500,35510,15000.0,,,,,,,,True,,,Vakansija optovogo kur'era na mef
