,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,€,Vake,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
0,07-02-2020 09:25:56,Tbilisi,BP40,WakeShop,Metadon VHQ 0.25 24/7,True,10,нет,Тбилиси,0.25 гр,0.0162,11304,4464,389,180,,,,,,,,,Metadon VHQ 0.25 24/7
1,07-02-2020 09:25:56,Tbilisi,72B,CHINATOWN,"NZT-52 mind storm limited 0,3г мука",True,1,нет,Тбилиси,0.3 гр,0.0063,4396,1736,151,70,,,,,,,,,"NZT-52 mind storm limited 0,3g muka"
2,07-02-2020 09:25:56,Tbilisi,1IZXK,BadboysTbl,Метадон 0.30гр,True,3,нет,Тбилиси,0.3 гр,0.0162,11932,4712,411,190,,,,,,,,,Metadon 0.30gr
3,07-02-2020 09:25:56,Tbilisi,TI21,Campaari,"A PVP 0,33 VHQ",True,4,нет,Тбилиси,0.33 гр,0.0057,3768,1488,130,60,,,,,,,,,"A PVP 0,33 VHQ"
4,07-02-2020 09:25:56,Tbilisi,LYHBG,Playboy,"0,5gr. Columbian Cocaine NEW SALE! SALE!**************NEW SALE! SALE!",True,6,нет,Тбилиси,0.5 гр,0.0119,7473,2951,257,119,,,,,,,,,"0,5gr. Columbian Cocaine NEW SALE! SALE!**************NEW SALE! SALE!"
5,07-02-2020 09:25:56,Tbilisi,LYHBG,Playboy,0.5 g. Ketamine,True,4,нет,Тбилиси,0.5 гр,0.0059,3705,1463,128,59,,,,,,,,,0.5 g. Ketamine
6,07-02-2020 09:25:56,Tbilisi,5JG6,BenderMan,"Cocaine, 0.5 g",True,6,нет,Тбилиси,0.5 гр,0.011,6908,2728,238,110,,,,,,,,,"Cocaine, 0.5 g"
7,07-02-2020 09:25:56,Tbilisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 0.5 BTC SALE 5%,True,1,нет,Тбилиси,0.5 гр,0.0102,6594,2604,227,105,,,,,,,,,Columbia Cocaine VHQ 0.5 BTC SALE 5%
8,07-02-2020 09:25:56,Tbilisi,5JG6,BenderMan,Ketamine 0.5g,True,21,нет,Тбилиси,0.5 гр,0.006,3768,1488,130,60,,,,,,,,,Ketamine 0.5g
9,07-02-2020 09:25:56,Tbilisi,BP40,WakeShop,Metadon VHQ 0.5 24/7,True,2,нет,Тбилиси,0.5 гр,0.0271,18839,7440,648,300,,,,,,,,,Metadon VHQ 0.5 24/7
10,07-02-2020 09:25:56,Tbilisi,9VLN,AlienShop,❄❄❄0.5g HQ COCAINE❄❄❄,True,1,нет,Тбилиси,0.5 гр,0.0099,6217,2455,214,99,,,,,,,,,❄❄❄0.5g HQ COCAINE❄❄❄
11,07-02-2020 09:25:56,Tbilisi,MJVS,Nordic,SUBUTEX B8 (ORIGINAL) 0.8 гр. (1 штука) ВНИМАНИЕ! НЕДЕЛЬНАЯ РАСПРОДАЖА! 120$!,True,15,нет,Тбилиси,0.8 гр,0.0119,7536,2976,259,120,,,,,,,,,SUBUTEX B8 (ORIGINAL) 0.8 gr. (1 shtuka) VNIMANIE! NEDEL'NAJa RASPRODAZhA! 120$!
12,07-02-2020 09:25:56,Tbilisi,18FB,Mr.Green Tbilis,1 G Hybrid Marijuana Buds За BТС 10% СКИДКА,True,12,нет,Тбилиси,1 гр,0.0041,2826,1116,97,45,,,,,,,,,1 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
13,07-02-2020 09:25:56,Tbilisi,7R3WM,RastaShop,1 gr. Auto Jamaica Feminized 100% Natural/Hybrid/ IMPORT,,1,нет,Тбилиси,1 гр,0.0047,2952,1166,102,47,True,,,,,,,,1 gr. Auto Jamaica Feminized 100% Natural/Hybrid/ IMPORT
14,07-02-2020 09:25:56,Tbilisi,ABOAB,ProGrow,1G -- AK-47 -> Sativa,,4,нет,Тбилиси,1 гр,0.0038,2449,967,84,39,True,,,,,,,,1G -- AK-47 -> Sativa
15,07-02-2020 09:25:56,Tbilisi,0WE,Khachapuri,1gr mdma (скидка в биткоин 5%),True,2,нет,Тбилиси,1 гр,0.0089,5872,2319,202,,,85,,,,,,,1gr mdma (skidka v bitkoin 5%)
16,07-02-2020 09:25:56,Tbilisi,LYHBG,Playboy,1gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!,True,1,нет,Тбилиси,1 гр,0.0198,12434,4910,428,198,,,,,,,,,1gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!
17,07-02-2020 09:25:56,Tbilisi,X4ZM,ZYX,Afghan HQ pressed buds ! NEW ! 1G,True,6,нет,Тбилиси,1 гр,0.0045,2826,1116,97,45,,,,,,,,,Afghan HQ pressed buds ! NEW ! 1G
18,07-02-2020 09:25:56,Tbilisi,BP40,WakeShop,Apvp VHQ 1g 24/7,True,11,нет,Тбилиси,1 гр,0.0119,7536,2976,259,120,,,,,,,,,Apvp VHQ 1g 24/7
