,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Varketili,Vake,€,Old Tbilisi (Старый город),Авлобари,Центр,Батуми,Кутаиси,desc_en
48,12-02-2020 00:53:03,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 0.35 G (SALE),True,1,5,Тбилиси,0.35 гр,0.0341,22382,8624,765,350,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.35 G (SALE)
49,12-02-2020 00:53:03,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 1 G (SALE),True,нет,5,Тбилиси,1 гр,0.0585,38369,14784,1311,600,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 1 G (SALE)
50,12-02-2020 00:53:03,Tbilisi,03F3,geoshop,2 gr mdma Кристаллы очен силни импорт с европи,True,нет,2,Тбилиси,2 гр,0.0212,14069,5421,481,220,,,,,,,,,,2 gr mdma Kristally ochen silni import s evropi
51,12-02-2020 00:53:03,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,10,Тбилиси,4 гр,0.0386,25580,9856,874,400,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
52,12-02-2020 00:53:03,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS saburtalo!! если платите с бтк скидка 1%,True,нет,9,Тбилиси,5 гр,0.0232,15348,5914,524,240,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS saburtalo!! esli platite s btk skidka 1%
53,12-02-2020 00:53:03,Tbilisi,SF03,CRAZYFROG,5 gr Шишки “OG KUSH VHQ”,True,нет,10,Тбилиси,5 гр,0.0241,15987,6160,546,250,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
54,12-02-2020 00:53:03,Tbilisi,7B8EQ,w1ld1nd1an,"5g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)",True,нет,9,Тбилиси,5 гр,0.1316,95924,36960,3277,1500,,,,,,,,,,"5g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)"
55,12-02-2020 00:53:03,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS saburtalo !! если платите с бтк скидка 10% !!,True,нет,2,Тбилиси,5 гр,0.0241,15987,6160,546,250,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS saburtalo !! esli platite s btk skidka 10% !!
56,12-02-2020 00:53:03,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,10,Тбилиси,5 гр,0.0241,15987,6160,546,250,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
57,12-02-2020 00:53:03,Tbilisi,SF03,CRAZYFROG,"5gr WHITE WIDOW марихуана шишки, Оплата BITCOIN -10% Скидка.",True,нет,4,Тбилиси,5 гр,0.0192,12726,4903,435,199,,,,,,,,,,"5gr WHITE WIDOW marihuana shishki, Oplata BITCOIN -10% Skidka."
58,12-02-2020 00:53:03,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,4,Тбилиси,5 гр,0.0241,15987,6160,546,250,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
59,12-02-2020 00:53:03,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0192,14005,5396,478,219,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
60,12-02-2020 00:53:03,Tbilisi,V4QM9,PotHero420,"Doctor Jamaica (Only Buds, IMPORT) Шишки(всегда подъезд) 5G (BTC sale 10%)",True,нет,3,Тбилиси,5 гр,0.0183,13365,5150,457,209,,,,,,,,,,"Doctor Jamaica (Only Buds, IMPORT) Shishki(vsegda pod'ezd) 5G (BTC sale 10%)"
61,12-02-2020 00:53:03,Tbilisi,V4QM9,PotHero420,"Jack Herer - (Only Buds, IMPORT) Шишки(всегда подъезд) 5G (BTC sale 10%)",True,нет,3,Тбилиси,5 гр,0.0183,13365,5150,457,209,,,,,,,,,,"Jack Herer - (Only Buds, IMPORT) Shishki(vsegda pod'ezd) 5G (BTC sale 10%)"
62,12-02-2020 00:53:03,Tbilisi,V4QM9,PotHero420,"NEW! O.G. Kush - (Only Buds, IMPORT) Шишки(всегда подъезд) 5G (BTC sale 10%)",True,нет,5,Тбилиси,5 гр,0.0183,13365,5150,457,209,,,,,,,,,,"NEW! O.G. Kush - (Only Buds, IMPORT) Shishki(vsegda pod'ezd) 5G (BTC sale 10%)"
63,12-02-2020 00:53:03,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана SABURTALO! если платите с бтк скидка 10% !!,True,нет,10,Тбилиси,5 гр,0.0241,15987,6160,546,250,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana SABURTALO! esli platite s btk skidka 10% !!
64,12-02-2020 00:53:53,Tbilisi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),True,нет,19,Тбилиси,5 гр,0.0175,12790,4928,437,200,,,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
65,12-02-2020 00:53:53,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.192,140000,64421,4794,,,,,,,,,,,reagent 25i nbome. 5gr
66,12-02-2020 00:53:53,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2632,191847,73920,6554,3000,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
67,12-02-2020 00:53:53,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,True,нет,8,Тбилиси,5 гр,0.0477,31271,12049,1068,489,,,,,,,,,,💘✨5g. MDMA ✨💘
68,12-02-2020 00:53:53,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,True,нет,1,Тбилиси,5 гр,0.0175,11511,4435,393,180,,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
69,12-02-2020 00:53:53,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,8,Тбилиси,10 гр,0.0385,25516,9831,872,399,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
70,12-02-2020 00:53:53,Tbilisi,7B8EQ,w1ld1nd1an,"10g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)",True,нет,4,Тбилиси,10 гр,0.1754,127898,49280,4369,2000,,,,,,,,,,"10g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)"
71,12-02-2020 00:53:53,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,5,Тбилиси,10 гр,0.0772,51159,19712,1748,800,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
72,12-02-2020 00:53:53,Tbilisi,V4QM9,PotHero420,"Doctor Jamaica (Only Buds, IMPORT) Шишки(всегда подъезд) 10G (BTC sale 10%) (предзаказ будет сделан очень оперативно)",True,нет,5,Тбилиси,10 гр,0.035,25516,9831,872,399,,,,,,,,,,"Doctor Jamaica (Only Buds, IMPORT) Shishki(vsegda pod'ezd) 10G (BTC sale 10%) (predzakaz budet sdelan ochen' operativno)"
73,12-02-2020 00:53:53,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2147,142287,54824,4861,2225,,,,,,,,,,Amfetamin [White] [Import] 10G
74,12-02-2020 00:53:53,Tbilisi,9VLN,AlienShop,💘✨10gram MDMA ✨💘,True,нет,10,Тбилиси,10 гр,0.0787,51671,19909,1765,808,,,,,,,,,,💘✨10gram MDMA ✨💘
75,12-02-2020 00:53:53,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,2,Тбилиси,10 гр,0.0291,19121,7367,653,299,,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
76,12-02-2020 00:53:53,Tbilisi,V8EPD,GREENWEED,SALE 50%. Шишки 11гр (лсд феминиз),True,2,2,Тбилиси,11 гр,0.0145,9592,3696,328,150,,,,,,,,,,SALE 50%. Shishki 11gr (lsd feminiz)
77,12-02-2020 00:53:53,Tbilisi,NVOG,ProperMgzn,15x Extasy Duracell 223mg MDMA.,True,нет,10,Тбилиси,15 гр,0.0439,28777,11088,983,450,,,,,,,,,,15x Extasy Duracell 223mg MDMA.
78,12-02-2020 00:53:53,Tbilisi,7B8EQ,w1ld1nd1an,"20g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)",True,нет,8,Тбилиси,20 гр,0.2895,211032,81312,7210,3300,,,,,,,,,,"20g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)"
79,12-02-2020 00:53:53,Tbilisi,ABOAB,ProGrow,25G -- HYBRID-> Скидка 5% за BTC,True,нет,2,Тбилиси,25 гр,0.0556,38369,14784,1311,600,,,,,,,,,,25G -- HYBRID-> Skidka 5% za BTC
80,12-02-2020 00:53:53,Tbilisi,RGIUB,SaintJoint,50 gr 23% THC Amnesia Haze top quality,True,нет,1,Тбилиси,50 гр,0.1053,76739,29568,2622,1200,,,,,,,,,,50 gr 23% THC Amnesia Haze top quality
81,12-02-2020 00:53:53,Tbilisi,ABOAB,ProGrow,50G -- HYBRID-> Скидка 5% за BTC,True,нет,2,Тбилиси,50 гр,0.0833,57554,22176,1966,900,,,,,,,,,,50G -- HYBRID-> Skidka 5% za BTC
82,12-02-2020 00:53:53,Tbilisi,9VVG,ToWeedShop,Hybrid Skunk! 50 gr,True,нет,2,Тбилиси,50 гр,0.0917,60752,23408,2075,950,,,,,,,,,,Hybrid Skunk! 50 gr
83,12-02-2020 00:53:53,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.193,127898,49280,4369,2000,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
84,12-02-2020 00:53:53,Tbilisi,9VVG,ToWeedShop,Hybrid Skunk! 100 gr,True,нет,1,Тбилиси,100 гр,0.1737,115108,44352,3932,1800,,,,,,,,,,Hybrid Skunk! 100 gr
85,12-02-2020 00:53:53,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2412,159873,61600,5462,2500,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
86,12-02-2020 00:53:53,Tbilisi,F8K,BestAcid,"марки 25i-nbome 2,5mg (100шт)",True,нет,2,Тбилиси,100 гр,0.0377,27498,10595,939,430,,,,,,,,,,"marki 25i-nbome 2,5mg (100sht)"
87,12-02-2020 00:53:53,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.4439,294165,113344,10050,4600,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
88,12-02-2020 00:53:53,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.7237,479618,184800,16385,7500,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
89,12-02-2020 00:53:53,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.8202,543567,209440,18570,8500,,,,,,,,,,10000sht marki 25i-nbome. predoplata
90,12-02-2020 00:53:53,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,1,нет,Тбилиси,1 гр,0.0175,12790,4928,437,200,,,,,,,,,,KURYER..500RUB.+BONUS
91,12-02-2020 00:53:53,Tbilisi,3TGJ9,Elegant,Требуется Курьер,True,1,нет,Тбилиси,1 гр,0.0175,12790,4928,437,200,,,,,,,,,,Trebuetsja Kur'er
92,12-02-2020 00:53:53,Tbilisi,62YA,WhiteRebit,Требуется сотрудник,True,1,нет,Тбилиси,1 гр,0.0193,12790,4928,437,200,,,,,,,,,,Trebuetsja sotrudnik
93,12-02-2020 00:53:53,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,1,Тбилиси,1 гр,0.0193,12790,4928,437,200,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
94,12-02-2020 00:53:53,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.4605,959235,369600,32771,15000,,,,,,,,,,Vakansija optovogo kur'era na mef
95,12-02-2020 00:55:19,Batumi,O9SXJ,Parnavaz,"Шишки / weeds OGKZ, 2г",,2,нет,Батуми,2 гр,0.0097,6331,2439,216,99,,,,,,,True,,,"Shishki / weeds OGKZ, 2g"
96,12-02-2020 00:55:19,Batumi,XH0NP,XX-PABLO-XX,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE - SALE - SALE ),,7,10,Батуми,0.27 гр,0.0221,14516,5593,496,227,,,,,,,,True,,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE - SALE - SALE )
97,12-02-2020 00:55:19,Batumi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),,нет,19,Батуми,5 гр,0.0176,12790,4928,437,200,,,,,,,,True,,Metamfetamin ratsemat 5 g. (MQ)
98,12-02-2020 00:55:19,Batumi,9VVG,ToWeedShop,Hybrid Skunk! 50 gr,,нет,2,Батуми,50 гр,0.0917,60752,23408,2075,950,,,,,,,,True,,Hybrid Skunk! 50 gr
99,12-02-2020 00:55:19,Batumi,9VVG,ToWeedShop,Hybrid Skunk! 100 gr,,нет,1,Батуми,100 гр,0.1738,115108,44352,3932,1800,,,,,,,,True,,Hybrid Skunk! 100 gr
100,12-02-2020 00:55:19,Batumi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.2925,191847,73920,6554,3000,,,,,,,,True,,SUBOXIN - HQ - 100 G.
101,12-02-2020 00:55:19,Batumi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,5,Батуми,150 гр,0.2438,159873,61600,5462,2500,,,,,,,,True,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
102,12-02-2020 00:55:19,Batumi,O9SXJ,Parnavaz,"Приходите к нам работать вторым кладменом (кладчик, курьер)",,1,нет,Батуми,1 гр,0.0098,6395,2464,218,100,,,,,,,,True,,"Prihodite k nam rabotat' vtorym kladmenom (kladchik, kur'er)"
103,12-02-2020 00:55:19,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0044,3197,1232,109,50,,,,,,,,True,,kur'er v Batumi
104,12-02-2020 00:55:19,Batumi,5SSE9,BIGBROSH0P,Вакансия Курьера в Батуми,,1,нет,Батуми,3 гр,0.0044,3197,1232,109,50,,,,,,,,True,,Vakansija Kur'era v Batumi
105,12-02-2020 00:55:19,Batumi,5SSE9,BIGBROSH0P,Вакансия Курьера в Батуми,,1,нет,Батуми,5 гр,0.0069,5000,2301,171,,,,,,,,,True,,Vakansija Kur'era v Batumi
106,12-02-2020 00:55:19,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0219,15987,6160,546,250,,,,,,,,True,,Ischu kur'era v Gruzii!
107,12-02-2020 00:55:19,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.4613,959235,369600,32771,15000,,,,,,,,True,,Vakansija optovogo kur'era na mef
