,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Varketili,Vake,€,Old Tbilisi (Старый город),Авлобари,Центр,Батуми,Кутаиси,desc_en
0,12-02-2020 00:52:16,Tbilisi,1IZXK,BadboysTbl,Метадон 0.15гр,True,3,нет,Тбилиси,0.15 гр,0.0114,8313,3203,284,130,,,,,,,,,,Metadon 0.15gr
1,12-02-2020 00:52:16,Tbilisi,BP40,WakeShop,Metadon VHQ 0.25 24/7,True,7,нет,Тбилиси,0.25 гр,0.0158,11511,4435,393,180,,,,,,,,,,Metadon VHQ 0.25 24/7
2,12-02-2020 00:52:16,Tbilisi,RM0T,Funtomass,"methadone 0,29 gr",,4,нет,Тбилиси,0.29 гр,0.0203,13429,5174,459,210,True,,,,,,,,,"methadone 0,29 gr"
3,12-02-2020 00:52:16,Tbilisi,1IZXK,BadboysTbl,Метадон 0.30гр,True,3,нет,Тбилиси,0.3 гр,0.0157,12150,4682,415,190,,,,,,,,,,Metadon 0.30gr
4,12-02-2020 00:52:16,Tbilisi,7R3WM,RastaShop,0.5 gr. Blue Berry Kush 100% IMPORT/ Indica,,5,нет,Тбилиси,0.5 гр,0.0028,1855,715,63,29,,True,,,,,,,,0.5 gr. Blue Berry Kush 100% IMPORT/ Indica
5,12-02-2020 00:52:16,Tbilisi,Y7587,PVPStore,ALFA PVP in City 0.5g,True,5,нет,Тбилиси,0.5 гр,0.0077,5116,1971,175,80,,,,,,,,,,ALFA PVP in City 0.5g
6,12-02-2020 00:52:16,Tbilisi,5JG6,BenderMan,"Cocaine, 0.5 g",True,6,нет,Тбилиси,0.5 гр,0.0107,7034,2710,240,110,,,,,,,,,,"Cocaine, 0.5 g"
7,12-02-2020 00:52:16,Tbilisi,BP40,WakeShop,Metadon VHQ 0.5 24/7,True,4,нет,Тбилиси,0.5 гр,0.0263,19185,7392,655,300,,,,,,,,,,Metadon VHQ 0.5 24/7
8,12-02-2020 00:52:16,Tbilisi,91Z98,Avocado,Pure COCAINE VHQ 0.5g,True,3,нет,Тбилиси,0.5 гр,0.0096,6970,2686,238,109,,,,,,,,,,Pure COCAINE VHQ 0.5g
9,12-02-2020 00:52:16,Tbilisi,9VLN,AlienShop,❄❄❄0.5g HQ COCAINE❄❄❄,True,2,нет,Тбилиси,0.5 гр,0.0097,6331,2439,216,99,,,,,,,,,,❄❄❄0.5g HQ COCAINE❄❄❄
10,12-02-2020 00:52:16,Tbilisi,1IZXK,BadboysTbl,Метадон 0.6гр,True,2,нет,Тбилиси,0.6 гр,0.0263,19185,7392,655,300,,,,,,,,,,Metadon 0.6gr
11,12-02-2020 00:52:16,Tbilisi,MJVS,Nordic,SUBUTEX B8 (ORIGINAL) 0.8 гр. (1 штука) ВНИМАНИЕ! НЕДЕЛЬНАЯ РАСПРОДАЖА! 120$!,True,5,нет,Тбилиси,0.8 гр,0.0116,7674,2957,262,120,,,,,,,,,,SUBUTEX B8 (ORIGINAL) 0.8 gr. (1 shtuka) VNIMANIE! NEDEL'NAJa RASPRODAZhA! 120$!
12,12-02-2020 00:52:16,Tbilisi,18FB,Mr.Green Tbilis,1 G Hybrid Marijuana Buds За BТС 10% СКИДКА,True,42,нет,Тбилиси,1 гр,0.004,2878,1109,98,45,,,,,,,,,,1 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
13,12-02-2020 00:52:16,Tbilisi,SF03,CRAZYFROG,1 gr Шишки “OG KUSH VHQ”,True,10,нет,Тбилиси,1 гр,0.0048,3197,1232,109,50,,,,,,,,,,1 gr Shishki “OG KUSH VHQ”
14,12-02-2020 00:52:16,Tbilisi,7R3WM,RastaShop,1 gr. Blue Berry Kush 100% Natural/Indika/ Import,,8,нет,Тбилиси,1 гр,0.0043,2878,1109,98,45,,True,,,,,,,,1 gr. Blue Berry Kush 100% Natural/Indika/ Import
15,12-02-2020 00:52:16,Tbilisi,X4ZM,ZYX,Afghan HQ buds ! NEW ! 1G,True,1,нет,Тбилиси,1 гр,0.0043,2878,1109,98,45,,,,,,,,,,Afghan HQ buds ! NEW ! 1G
16,12-02-2020 00:52:16,Tbilisi,5JG6,BenderMan,"Cocaine, 1g",True,5,нет,Тбилиси,1 гр,0.0214,14069,5421,481,220,,,,,,,,,,"Cocaine, 1g"
17,12-02-2020 00:52:16,Tbilisi,5JG6,BenderMan,Ketamine 1g,True,6,нет,Тбилиси,1 гр,0.0097,6395,2464,218,100,,,,,,,,,,Ketamine 1g
18,12-02-2020 00:52:16,Tbilisi,LYHBG,Playboy,Ketamine 1g.,True,6,нет,Тбилиси,1 гр,0.0087,5691,2193,194,89,,,,,,,,,,Ketamine 1g.
19,12-02-2020 00:52:16,Tbilisi,5JG6,BenderMan,"LSD - 250 ug, 1piece",True,2,нет,Тбилиси,1 гр,0.0039,2558,986,87,40,,,,,,,,,,"LSD - 250 ug, 1piece"
20,12-02-2020 00:52:16,Tbilisi,BP40,WakeShop,Metadon VHQ 1 24/7,True,4,нет,Тбилиси,1 гр,0.0439,31975,12320,1092,500,,,,,,,,,,Metadon VHQ 1 24/7
21,12-02-2020 00:52:16,Tbilisi,91Z98,Avocado,VHQ BEST Cocaine 1g.,True,5,нет,Тбилиси,1 гр,0.0175,12726,4903,435,199,,,,,,,,,,VHQ BEST Cocaine 1g.
22,12-02-2020 00:52:16,Tbilisi,0WE,Khachapuri,cocaine 1g HQ / кокаин 1 гр (скидка в биткоин),True,3,нет,Тбилиси,1 гр,0.0139,9592,3696,328,150,,,,,,,,,,cocaine 1g HQ / kokain 1 gr (skidka v bitkoin)
23,12-02-2020 00:52:16,Tbilisi,5J3H,coketbs,Кокаин КОЛУМБИА 1g,,6,нет,Тбилиси,1 гр,0.0192,12726,4903,435,199,,,True,,,,,,,Kokain KOLUMBIA 1g
24,12-02-2020 00:52:16,Tbilisi,1IZXK,BadboysTbl,Метадон 1гр,True,2,нет,Тбилиси,1 гр,0.0417,28777,11088,983,450,,,,,,,,,,Metadon 1gr
25,12-02-2020 00:52:16,Tbilisi,EYO96,ROCKSHOP,"Метадон, 1gr",True,6,нет,Тбилиси,1 гр,0.0386,25580,9856,874,400,,,,,,,,,,"Metadon, 1gr"
26,12-02-2020 00:52:16,Tbilisi,Y6FO,Opiate,Methadone HQ in city 1.3g,True,1,нет,Тбилиси,1.3 гр,0.0531,35172,13552,1202,550,,,,,,,,,,Methadone HQ in city 1.3g
27,12-02-2020 00:52:16,Tbilisi,NVOG,ProperMgzn,2x Extasy Duracell 223mg MDMA.,True,6,нет,Тбилиси,2 гр,0.0068,4476,1725,153,70,,,,,,,,,,2x Extasy Duracell 223mg MDMA.
28,12-02-2020 00:52:16,Tbilisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 2.0g BTC SALE 5%,True,1,нет,Тбилиси,2 гр,0.0364,24620,9486,841,385,,,,,,,,,,Columbia Cocaine VHQ 2.0g BTC SALE 5%
29,12-02-2020 00:52:16,Tbilisi,5HOGC,NewHybrid,Hybrid Weed VHQ (2г) BТС 10% СКИДКА,True,6,нет,Тбилиси,2 гр,0.0061,4476,1725,153,70,,,,,,,,,,Hybrid Weed VHQ (2g) BTS 10% SKIDKA
30,12-02-2020 00:52:16,Tbilisi,72B,CHINATOWN,NZT-52 mind storm limited 2г мука,True,8,нет,Тбилиси,2 гр,0.0202,14708,5667,502,230,,,,,,,,,,NZT-52 mind storm limited 2g muka
31,12-02-2020 00:53:03,Tbilisi,5J3H,coketbs,Кокаин КОЛУМБИА 2g,,5,нет,Тбилиси,2 гр,0.0385,25516,9831,872,399,,,True,,,,,,,Kokain KOLUMBIA 2g
32,12-02-2020 00:53:03,Tbilisi,C7LQ,Scandal,"3 Grm Mdma , Purity A +++",True,3,нет,Тбилиси,3 гр,0.0193,14069,5421,481,220,,,,,,,,,,"3 Grm Mdma , Purity A +++"
33,12-02-2020 00:53:03,Tbilisi,72B,CHINATOWN,NZT-52 mind storm limited 3г мука,True,1,нет,Тбилиси,3 гр,0.0289,21103,8131,721,330,,,,,,,,,,NZT-52 mind storm limited 3g muka
34,12-02-2020 00:53:03,Tbilisi,9VLN,AlienShop,️‍🌈️‍🌈️‍🌈3 LSD 200ug.🌈️‍🌈️‍🌈,True,3,нет,Тбилиси,3 гр,0.0116,7610,2932,260,119,,,,,,,,,,️‍🌈️‍🌈️‍🌈3 LSD 200ug.🌈️‍🌈️‍🌈
35,12-02-2020 00:53:03,Tbilisi,6ZR,Geogrowers,*new* Cocaine peru HQ 5 gr BTC -10 %,True,2,нет,Тбилиси,5 гр,0.085,61954,23878,2124,,,,,888,,,,,,*new* Cocaine peru HQ 5 gr BTC -10 %
36,12-02-2020 00:53:03,Tbilisi,6UG,Good Enuff,Мощные жирные марки 25i nbome 5шт. Готовые клады в Грузии от производителя!,,2,нет,Тбилиси,5 гр,0.0057,4157,1602,142,65,,,,,True,,,,,Moschnye zhirnye marki 25i nbome 5sht. Gotovye klady v Gruzii ot proizvoditelja!
37,12-02-2020 00:53:03,Tbilisi,SM7B,SWEETWEED,гашиш евро 5г,True,3,нет,Тбилиси,5 гр,0.0194,13429,5174,459,210,,,,,,,,,,gashish evro 5g
38,12-02-2020 00:53:03,Tbilisi,UJP9,420Inc,Morocco Hash Ice-Scream 5+1G High THc,True,1,нет,Тбилиси,6 гр,0.0343,23661,9117,808,370,,,,,,,,,,Morocco Hash Ice-Scream 5+1G High THc
39,12-02-2020 00:53:03,Tbilisi,UJP9,420Inc,"VHQ Cx Columbia Import 5G+1G High Quality ""Btc -10% Sale""",True,1,нет,Тбилиси,6 гр,0.0702,51159,19712,1748,800,,,,,,,,,,"VHQ Cx Columbia Import 5G+1G High Quality ""Btc -10% Sale"""
40,12-02-2020 00:53:03,Tbilisi,SM7B,SWEETWEED,гашиш евро 10г,True,2,нет,Тбилиси,10 гр,0.037,25580,9856,874,400,,,,,,,,,,gashish evro 10g
41,12-02-2020 00:53:03,Tbilisi,F8K,BestAcid,"марки 25i-nbome 2,5mg (10шт)",True,23,нет,Тбилиси,10 гр,0.0088,6395,2464,218,100,,,,,,,,,,"marki 25i-nbome 2,5mg (10sht)"
42,12-02-2020 00:53:03,Tbilisi,6ZR,Geogrowers,* SALE * COCAINE Peru 11 gr BTC -50 %,True,2,нет,Тбилиси,11 гр,0.0886,116234,44799,3985,,,,,1666,,,,,,* SALE * COCAINE Peru 11 gr BTC -50 %
43,12-02-2020 00:53:03,Tbilisi,ITJ,seazon,weed leaves 13gr +,True,3,нет,Тбилиси,13 гр,0.0058,4221,1626,144,66,,,,,,,,,,weed leaves 13gr +
44,12-02-2020 00:53:03,Tbilisi,ITJ,seazon,georgian weed 15 gr salee !!!,True,1,нет,Тбилиси,15 гр,0.012,8761,3376,299,137,,,,,,,,,,georgian weed 15 gr salee !!!
45,12-02-2020 00:53:03,Tbilisi,SM7B,SWEETWEED,Гашиш Евро 20гр,True,1,нет,Тбилиси,20 гр,0.0719,49688,19145,1698,777,,,,,,,,,,Gashish Evro 20gr
46,12-02-2020 00:53:03,Tbilisi,6ZR,Geogrowers,* SALE *COCAINE Peru 20+2 gr BTC-50%,True,2,нет,Тбилиси,22 гр,0.1476,193747,74674,6643,,,,,2777,,,,,,* SALE *COCAINE Peru 20+2 gr BTC-50%
47,12-02-2020 00:53:03,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 0.27 G (SALE),True,нет,4,Тбилиси,0.27 гр,0.0244,15987,6160,546,250,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.27 G (SALE)
