,time_stamp,region,sell_code,sell_name,description,Saburtalo,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Тбилиси,Gldani,Vake,€,Didube,Дигоми,Old Tbilisi (Старый город),Авлобари,Центр,Батуми,Кутаиси,desc_en
101,29-03-2020 00:18:08,Batumi,72B,CHINATOWN,NZT-52 limited 2г мука,,3,нет,Батуми,2 гр,0.0448,26429,9690,876,340,,,,,,,,,,True,,NZT-52 limited 2g muka
102,29-03-2020 00:18:08,Batumi,A3I9,Joookerrr,Божественный эифорик!!! Марки нбооооом!!! 2 штуки!!!,,20,нет,Батуми,2 гр,0.0059,3498,1283,116,45,,,,,,,,,,True,,Bozhestvennyj eiforik!!! Marki nbooooom!!! 2 shtuki!!!
103,29-03-2020 00:18:08,Batumi,A3I9,Joookerrr,Божественный эифорик!!! Марки нбооооом!!! 4 штуки!!!,,4,нет,Батуми,4 гр,0.0092,5441,1995,180,70,,,,,,,,,,True,,Bozhestvennyj eiforik!!! Marki nbooooom!!! 4 shtuki!!!
104,29-03-2020 00:18:08,Batumi,A3I9,Joookerrr,Божественный эйфорик!!! Марки нбоооом!!! 6 штук!!!!,,2,нет,Батуми,6 гр,0.0125,7385,2708,245,95,,,,,,,,,,True,,Bozhestvennyj ejforik!!! Marki nboooom!!! 6 shtuk!!!!
105,29-03-2020 00:18:08,Batumi,CL7K,go420times,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.3191,171012,62700,5666,2200,,,,,,,,,,True,,[100g] SPAIN HASH
106,29-03-2020 00:18:08,Batumi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),,нет,13,Батуми,5 гр,0.0264,15547,5700,515,200,,,,,,,,,,True,,Metamfetamin ratsemat 5 g. (MQ)
107,29-03-2020 00:18:08,Batumi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.293,155465,57000,5151,2000,,,,,,,,,,True,,SUBOXIN - HQ - 100 G.
108,29-03-2020 00:18:08,Batumi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,3,Батуми,150 гр,0.2198,116599,42750,3863,1500,,,,,,,,,,True,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
109,29-03-2020 00:18:08,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0132,7773,2850,258,100,,,,,,,,,,True,,kur'er v Batumi
110,29-03-2020 00:18:08,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.033,19433,7125,644,250,,,,,,,,,,True,,Rabota kladmenom. Tol'ko shishki.
111,29-03-2020 00:18:08,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.033,19433,7125,644,250,,,,,,,,,,True,,Ischu kur'era v Gruzii!
112,29-03-2020 00:18:08,Batumi,A3I9,Joookerrr,Работа на марки (курьер),,1,нет,Батуми,50 гр,0.0364,21435,7938,709,,,,,250,,,,,,True,,Rabota na marki (kur'er)
113,29-03-2020 00:18:08,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,2.1958,1165988,427500,38631,15000,,,,,,,,,,True,,Vakansija optovogo kur'era na mef
114,29-03-2020 00:18:08,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0725,38866,14250,1288,500,,,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
115,29-03-2020 00:19:33,Kutaisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 1g BTC SALE 5%!! !!!SALE!!! 3 Days to go!!! КУТАИСИ!!!,,5,нет,Кутаиси,1 гр,0.0274,14847,5444,492,191,,,,,,,,,,,True,Columbia Cocaine VHQ 1g BTC SALE 5%!! !!!SALE!!! 3 Days to go!!! KUTAISI!!!
116,29-03-2020 00:19:33,Kutaisi,EIH4,San4oPan4o,MDMA from Europe!!! 1.5g BTC SALE 5%!! !!!SALE!!! 3 Days to go!!! КУТАИСИ!!!,,7,нет,Кутаиси,1.5 гр,0.0208,11271,4133,373,145,,,,,,,,,,,True,MDMA from Europe!!! 1.5g BTC SALE 5%!! !!!SALE!!! 3 Days to go!!! KUTAISI!!!
117,29-03-2020 00:19:33,Kutaisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 2g BTC SALE 5%!! !!!SALE!!! 3 Days to go!!! КУТАИСИ!!!,,10,нет,Кутаиси,2 гр,0.0524,28372,10403,940,365,,,,,,,,,,,True,Columbia Cocaine VHQ 2g BTC SALE 5%!! !!!SALE!!! 3 Days to go!!! KUTAISI!!!
118,29-03-2020 00:19:33,Kutaisi,A3I9,Joookerrr,Божественный эифорик!!! Марки нбооооом!!! 2 штуки!!!,,11,нет,Кутаиси,2 гр,0.0059,3498,1283,116,45,,,,,,,,,,,True,Bozhestvennyj eiforik!!! Marki nbooooom!!! 2 shtuki!!!
119,29-03-2020 00:19:33,Kutaisi,EIH4,San4oPan4o,ГАШИШ твердый!!! Hash!!!! 2.0 g !!BTC SALE 5%!! !!!SALE!!! 3 Days to go!!! КУТАИСИ!!!,,4,нет,Кутаиси,2 гр,0.0194,10494,3848,348,135,,,,,,,,,,,True,GAShISh tverdyj!!! Hash!!!! 2.0 g !!BTC SALE 5%!! !!!SALE!!! 3 Days to go!!! KUTAISI!!!
120,29-03-2020 00:19:33,Kutaisi,EIH4,San4oPan4o,MDMA from Europe!!! 3g BTC SALE 5%!! !!!SALE!!! 3 Days to go!!! КУТАИСИ!!!,,10,нет,Кутаиси,3 гр,0.0395,21376,7838,708,275,,,,,,,,,,,True,MDMA from Europe!!! 3g BTC SALE 5%!! !!!SALE!!! 3 Days to go!!! KUTAISI!!!
121,29-03-2020 00:19:33,Kutaisi,A3I9,Joookerrr,Работа на марки (курьер),,1,нет,Кутаиси,50 гр,0.0364,21435,7938,709,,,,,250,,,,,,,True,Rabota na marki (kur'er)
