,Unnamed: 0,time_stamp,region,sell_code,description,Saburtalo,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Тбилиси,Gldani,Дигоми,€,Didube,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
10,10,18-03-2020 07:24:04,Tbilisi,4a91350669,1 gr гашиш VHQ gorilla glue hash тгк 28 %,,2,нет,Тбилиси,1 гр,0.0146,6650,2610,213,90.0,True,,,,,,,,,,1 gr gashish VHQ gorilla glue hash tgk 28 %
11,11,18-03-2020 07:24:04,Tbilisi,cb721d4bca,"1 mdma very strong best quality , import califronia , лучши мдма на саите",,5,нет,Тбилиси,1 гр,0.0162,7389,2900,237,100.0,True,,,,,,,,,,"1 mdma very strong best quality , import califronia , luchshi mdma na saite"
12,12,18-03-2020 07:24:04,Tbilisi,7c395c455d,1 фото видно ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк,,1,нет,Тбилиси,1 гр,0.0081,3694,1450,118,50.0,True,,,,,,,,,,1 foto vidno ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk
13,13,18-03-2020 07:24:04,Tbilisi,f4d1c31614,1g MDMA (IMPORTED),True,3,нет,Тбилиси,1 гр,0.0187,8867,3480,284,120.0,,,,,,,,,,,1g MDMA (IMPORTED)
14,14,18-03-2020 07:24:04,Tbilisi,7c395c455d,2 фото видно ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк,,2,нет,Тбилиси,1 гр,0.013000000000000001,5911,2320,189,80.0,True,,,,,,,,,,2 foto vidno ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk
15,15,18-03-2020 07:24:04,Tbilisi,99accec7c7,COCAINE VHQ1gr СУПЕР COCA!!! SALE - BTC,True,5,нет,Тбилиси,1 гр,0.0324,14778,5800,473,200.0,,,,,,,,,,,COCAINE VHQ1gr SUPER COCA!!! SALE - BTC
16,16,18-03-2020 07:24:04,Tbilisi,eb7e03535b,Cocaine Pure VHQ 1g,,5,нет,Тбилиси,1 гр,0.0278,13226,5191,424,179.0,True,,,,,,,,,,Cocaine Pure VHQ 1g
17,17,18-03-2020 07:24:04,Tbilisi,ae784bef73,Gorilla Glue! 1G ! NEW !,,3,нет,Тбилиси,1 гр,0.006999999999999999,3177,1247,102,43.0,True,,,,,,,,,,Gorilla Glue! 1G ! NEW !
18,18,18-03-2020 07:24:04,Tbilisi,8ec76151d3,Metadon VHQ 1 24/7,,4,нет,Тбилиси,1 гр,0.081,40639,15950,1302,550.0,True,,,,,,,,,,Metadon VHQ 1 24/7
19,19,18-03-2020 07:24:04,Tbilisi,1768a14bbd,NEW SALE Cocaine HQ 1 гр.,,1,нет,Тбилиси,1 гр,0.0309,13965,5481,447,189.0,True,,,,,,,,,,NEW SALE Cocaine HQ 1 gr.
20,20,18-03-2020 07:24:04,Tbilisi,0a8c230fa2,VHQ BEST Cocaine 1g.,,1,нет,Тбилиси,1 гр,0.0309,14704,5771,471,199.0,True,,,,,,,,,,VHQ BEST Cocaine 1g.
21,21,18-03-2020 07:24:04,Tbilisi,d04eeb6525,Кокаин HQ 1г.,,1,нет,Тбилиси,1 гр,0.0303,13965,5481,447,189.0,True,,,,,,,,,,Kokain HQ 1g.
22,22,18-03-2020 07:24:04,Tbilisi,61df6a1c90,Метадон 1гр,,1,нет,Тбилиси,1 гр,0.1325,66501,26100,2131,900.0,True,,,,,,,,,,Metadon 1gr
23,23,18-03-2020 07:24:05,Tbilisi,16be2c8499,"Мощнейшие марки 25I nbome 1 шт. Готовые клады в Грузии, от производителя!",,3,нет,Тбилиси,1 гр,0.0029,1478,580,47,20.0,True,True,,,,,,,,,"Moschnejshie marki 25I nbome 1 sht. Gotovye klady v Gruzii, ot proizvoditelja!"
24,24,18-03-2020 07:24:05,Tbilisi,dd631c4acf,🍃💩1g. New Hush Gorilla Glue Premium💩🍃,,8,нет,Тбилиси,1 гр,0.0113,5098,2001,163,69.0,True,,,,,,,,,,🍃💩1g. New Hush Gorilla Glue Premium💩🍃
25,25,18-03-2020 07:24:05,Tbilisi,f4d1c31614,2g hybrid buds INDICA,True,3,нет,Тбилиси,2 гр,0.013999999999999999,6650,2610,213,90.0,,,,,,,,,,,2g hybrid buds INDICA
26,26,18-03-2020 07:24:05,Tbilisi,366326d4d6,2gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!,,3,нет,Тбилиси,2 гр,0.0589,26600,10440,852,360.0,True,,,,,,,,,,2gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!
27,27,18-03-2020 07:24:05,Tbilisi,be97026d1d,Columbia Cocaine VHQ 2g BTC SALE 5% ПОДЪЕЗД!!! НА МАГНИТЕ!!!,,3,нет,Тбилиси,2 гр,0.0569,26231,10295,840,355.0,,,True,,,,,,,,Columbia Cocaine VHQ 2g BTC SALE 5% POD'EZD!!! NA MAGNITE!!!
28,28,18-03-2020 07:24:05,Tbilisi,4659482266,Marijuana Blackberry 2g. Indica,,1,нет,Тбилиси,2 гр,0.0129,5837,2291,187,79.0,,True,,,,,,,,,Marijuana Blackberry 2g. Indica
29,29,18-03-2020 07:24:05,Tbilisi,0a8c230fa2,VHQ BEST Cocaine 2g.,,1,нет,Тбилиси,2 гр,0.0574,28817,11310,923,390.0,True,,,,,,,,,,VHQ BEST Cocaine 2g.
30,30,18-03-2020 07:24:05,Tbilisi,be97026d1d,ГАШИШ твердый!!! Hash!!!! !!BTC SALE 5%!! ПОДЪЕЗД!!!,,1,нет,Тбилиси,2 гр,0.0209,9532,3741,305,129.0,,,True,,,,,,,,GAShISh tverdyj!!! Hash!!!! !!BTC SALE 5%!! POD'EZD!!!
31,31,18-03-2020 07:24:05,Tbilisi,7ee4f68218,3 gr mdma (скидка в биткоин 5%),,1,нет,Тбилиси,3 гр,0.0433,20576,7950,658,,True,,,250.0,,,,,,,3 gr mdma (skidka v bitkoin 5%)
32,32,18-03-2020 07:24:05,Tbilisi,c9a56b2b4a,3x Extasy Duracell 223mg MDMA,,4,нет,Тбилиси,3 гр,0.0172,7758,3045,249,105.0,True,,,,,,,,,,3x Extasy Duracell 223mg MDMA
33,33,18-03-2020 07:24:05,Tbilisi,54915c4374,Божественный эйфорик!!! Марки нбоооом!!! 4 штуки,,2,нет,Тбилиси,4 гр,0.0088,4433,1740,142,60.0,True,,,,,,,,,,Bozhestvennyj ejforik!!! Marki nboooom!!! 4 shtuki
34,34,18-03-2020 07:24:54,Tbilisi,366326d4d6,!!!NEW!!! 5G Critical KusH !!!NEW!!!,,3,нет,Тбилиси,5 гр,0.026000000000000002,11748,4611,376,159.0,True,,,,,,,,,,!!!NEW!!! 5G Critical KusH !!!NEW!!!
35,35,18-03-2020 07:24:54,Tbilisi,366326d4d6,!!!NEW!!! 5G Jack Herer !!!NEW!!!,,2,нет,Тбилиси,5 гр,0.0253,11453,4495,367,155.0,True,,,,,,,,,,!!!NEW!!! 5G Jack Herer !!!NEW!!!
36,36,18-03-2020 07:24:54,Tbilisi,ad9cb826c6,"5 Grm MDMA , Purity A +++",,2,нет,Тбилиси,5 гр,0.0471,23645,9280,758,320.0,True,,,,,,,,,,"5 Grm MDMA , Purity A +++"
37,37,18-03-2020 07:24:54,Tbilisi,688dd1cbd1,5 Grm Mdma Pure Quality A +++,,1,нет,Тбилиси,5 гр,0.0481,22167,8700,710,300.0,True,,,,,,,,,,5 Grm Mdma Pure Quality A +++
38,38,18-03-2020 07:24:54,Tbilisi,7ee4f68218,5 gr mdma (скидка в биткоин 5%),,2,нет,Тбилиси,5 гр,0.0589,27984,10812,895,,True,,,340.0,,,,,,,5 gr mdma (skidka v bitkoin 5%)
39,39,18-03-2020 07:24:54,Tbilisi,c9a56b2b4a,5x Extasy Duracell 223mg MDMA.,,7,нет,Тбилиси,5 гр,0.0286,12931,5075,414,175.0,True,,,,,,,,,,5x Extasy Duracell 223mg MDMA.
40,40,18-03-2020 07:24:54,Tbilisi,be97026d1d,Columbia Cocaine VHQ 5g BTC SALE 5%!!,,3,нет,Тбилиси,5 гр,0.1274,58151,22823,1863,787.0,,,True,,,,,,,,Columbia Cocaine VHQ 5g BTC SALE 5%!!
41,41,18-03-2020 07:24:54,Tbilisi,366326d4d6,NEW !!! 5G OG KusH !!! NEW,,3,нет,Тбилиси,5 гр,0.026000000000000002,11748,4611,376,159.0,True,,,,,,,,,,NEW !!! 5G OG KusH !!! NEW
42,42,18-03-2020 07:24:54,Tbilisi,16be2c8499,Мощные жирные марки 25i nbome 5шт. Готовые клады в Грузии от производителя!,,10,нет,Тбилиси,5 гр,0.0096,4803,1885,154,65.0,True,,,,,,,,,,Moschnye zhirnye marki 25i nbome 5sht. Gotovye klady v Gruzii ot proizvoditelja!
43,43,18-03-2020 07:24:54,Tbilisi,be97026d1d,MDMA from Europe!!! 5g + (0.5g hash подарок !!!!) BTC SALE 5%!!,,4,нет,Тбилиси,5.5 гр,0.0526,24014,9425,769,325.0,,,True,,,,,,,,MDMA from Europe!!! 5g + (0.5g hash podarok !!!!) BTC SALE 5%!!
44,44,18-03-2020 07:24:54,Tbilisi,4c4ab8c0de,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨,,2,нет,Тбилиси,10 гр,0.0591,26970,10585,864,365.0,,,,,True,,,,,,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨
45,45,18-03-2020 07:24:54,Tbilisi,ef3dc4de6c,Extasy GUCCI 10шт. вес таблетки 450mg,,1,нет,Тбилиси,10 гр,0.0432,19729,7743,632,267.0,True,,,,,,,,,,Extasy GUCCI 10sht. ves tabletki 450mg
46,46,18-03-2020 07:24:54,Tbilisi,16be2c8499,Мощные жирные марки 25i nbome 10шт. Готовые клады в Грузии от производителя!,,6,нет,Тбилиси,10 гр,0.0146,7315,2871,234,99.0,True,True,,,,,,,,,Moschnye zhirnye marki 25i nbome 10sht. Gotovye klady v Gruzii ot proizvoditelja!
47,47,18-03-2020 07:24:54,Tbilisi,c225d2f67d,гашиш евро 10г,,2,нет,Тбилиси,10 гр,0.0621,29556,11600,947,400.0,True,,,,,,,,,,gashish evro 10g
48,48,18-03-2020 07:24:54,Tbilisi,be97026d1d,MDMA from Europe!!! 10g + (1g hash подарок !!!!) BTC SALE 5%!!,,1,нет,Тбилиси,11 гр,0.1028,46920,18415,1503,635.0,,,True,,,,,,,,MDMA from Europe!!! 10g + (1g hash podarok !!!!) BTC SALE 5%!!
49,49,18-03-2020 07:24:54,Tbilisi,f8a875c191,Метадон - (KRISTAL) - VHQ - 0.27 G - (SALE),,13,5,Тбилиси,0.27 гр,0.0371,16773,6583,537,227.0,True,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.27 G - (SALE)
50,50,18-03-2020 07:24:54,Tbilisi,2dbb5960b9,Methadone HQ in city 0.75g,,нет,1,Тбилиси,0.75 гр,0.0599,27339,10730,876,370.0,True,,,,,,,,,,Methadone HQ in city 0.75g
51,51,18-03-2020 07:24:54,Tbilisi,f8a875c191,Метадон - (KRISTAL) - VHQ - 1.1 G (SALE),,нет,3,Тбилиси,1.1 гр,0.1062,48028,18850,1539,650.0,True,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 1.1 G (SALE)
52,52,18-03-2020 07:24:54,Tbilisi,2dbb5960b9,Methadone HQ in city 1.4g,,нет,2,Тбилиси,1.4 гр,0.1133,51723,20300,1657,700.0,True,,,,,,,,,,Methadone HQ in city 1.4g
53,53,18-03-2020 07:24:54,Tbilisi,dd631c4acf,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,,нет,3,Тбилиси,3 гр,0.0964,43595,17110,1397,590.0,True,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
54,54,18-03-2020 07:24:54,Tbilisi,7c395c455d,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,,нет,7,Тбилиси,4 гр,0.0647,29556,11600,947,400.0,True,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
55,55,18-03-2020 07:24:54,Tbilisi,4a91350669,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,,нет,5,Тбилиси,5 гр,0.08900000000000001,40639,15950,1302,550.0,True,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
56,56,18-03-2020 07:24:54,Tbilisi,bb1791277e,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,,нет,3,Тбилиси,5 гр,0.0252,11527,4524,369,156.0,True,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
57,57,18-03-2020 07:24:54,Tbilisi,cb721d4bca,5 gr Шишки “OG KUSH VHQ”,,нет,10,Тбилиси,5 гр,0.0322,14704,5771,471,199.0,True,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
58,58,18-03-2020 07:24:54,Tbilisi,bb1791277e,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,,нет,1,Тбилиси,5 гр,0.0259,11822,4640,379,160.0,True,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
59,59,18-03-2020 07:24:54,Tbilisi,cb721d4bca,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",,нет,10,Тбилиси,5 гр,0.0322,14704,5771,471,199.0,True,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
60,60,18-03-2020 07:24:54,Tbilisi,cb721d4bca,"5gr WHITE WIDOW марихуана шишки, Оплата BITCOIN -10% Скидка.",,нет,1,Тбилиси,5 гр,0.0322,14704,5771,471,199.0,True,,,,,,,,,,"5gr WHITE WIDOW marihuana shishki, Oplata BITCOIN -10% Skidka."
61,61,18-03-2020 07:24:54,Tbilisi,bb1791277e,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,,нет,9,Тбилиси,5 гр,0.0235,10714,4205,343,145.0,True,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
62,62,18-03-2020 07:24:54,Tbilisi,1dfc50c91e,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",,нет,2,Тбилиси,5 гр,0.0322,16182,6351,518,219.0,True,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
63,63,18-03-2020 07:24:54,Tbilisi,3814ba5701,Hybrid Gagarin. 5g.,,нет,3,Тбилиси,5 гр,0.0342,16256,6380,521,220.0,True,,,,,,,,,,Hybrid Gagarin. 5g.
64,64,18-03-2020 07:24:54,Tbilisi,f8a875c191,MARIXYANA - 5 G. (SHISHKI) (SALE),,нет,5,Тбилиси,5 гр,0.049,22167,8700,710,300.0,True,,,,,,,,,,MARIXYANA - 5 G. (SHISHKI) (SALE)
65,65,18-03-2020 07:24:54,Tbilisi,bb1791277e,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,,нет,9,Тбилиси,5 гр,0.0243,11083,4350,355,150.0,True,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
66,66,18-03-2020 07:25:38,Tbilisi,16be2c8499,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.4431,221669,87000,7102,3000.0,,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
67,67,18-03-2020 07:25:38,Tbilisi,dd631c4acf,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,,нет,3,Тбилиси,5 гр,0.141,63471,24911,2034,859.0,True,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
68,68,18-03-2020 07:25:38,Tbilisi,dd631c4acf,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,,нет,3,Тбилиси,5 гр,0.0304,13670,5365,438,185.0,True,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
69,69,18-03-2020 07:25:38,Tbilisi,dd631c4acf,💘✨5g. MDMA ✨💘,,нет,5,Тбилиси,5 гр,0.0802,36132,14181,1158,489.0,True,,,,,,,,,,💘✨5g. MDMA ✨💘
70,70,18-03-2020 07:25:38,Tbilisi,dd631c4acf,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩,,нет,5,Тбилиси,5 гр,0.054000000000000006,24310,9541,779,329.0,True,,,,,,,,,,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩
71,71,18-03-2020 07:25:38,Tbilisi,dd631c4acf,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,,нет,9,Тбилиси,5 гр,0.0295,13300,5220,426,180.0,True,,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
72,72,18-03-2020 07:25:38,Tbilisi,7c395c455d,10 gr mdma Кристаллы очен силни импорт с европи,,нет,1,Тбилиси,10 гр,0.1462,66501,26100,2131,900.0,True,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
73,73,18-03-2020 07:25:38,Tbilisi,4a91350669,10 gr гашиш VHQ gorilla glue hash тгк 28 %,,нет,5,Тбилиси,10 гр,0.1137,51723,20300,1657,700.0,True,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
74,74,18-03-2020 07:25:38,Tbilisi,bb1791277e,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",,нет,8,Тбилиси,10 гр,0.0648,29482,11571,945,399.0,True,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
75,75,18-03-2020 07:25:38,Tbilisi,c9a56b2b4a,10x Extasy Duracell 223mg MDMA.,,нет,5,Тбилиси,10 гр,0.0574,25861,10150,829,350.0,True,,,,,,,,,,10x Extasy Duracell 223mg MDMA.
76,76,18-03-2020 07:25:38,Tbilisi,cb721d4bca,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,,нет,5,Тбилиси,10 гр,0.13,59112,23200,1894,800.0,True,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
77,77,18-03-2020 07:25:38,Tbilisi,35c7cbba1f,Амфетамин [White] [Import] 10G,,нет,1,Тбилиси,10 гр,0.3615,164404,64525,5267,2225.0,True,,,,,,,,,,Amfetamin [White] [Import] 10G
78,78,18-03-2020 07:25:38,Tbilisi,dd631c4acf,☃️❄NEW 10g.COCAINE❄☃️,,нет,9,Тбилиси,10 гр,0.2378,107066,42021,3430,1449.0,True,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
79,79,18-03-2020 07:25:38,Tbilisi,dd631c4acf,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,,нет,10,Тбилиси,10 гр,0.0606,27265,10701,874,369.0,True,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
80,80,18-03-2020 07:25:38,Tbilisi,dd631c4acf,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,,нет,3,Тбилиси,10 гр,0.0491,22093,8671,708,299.0,True,,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
81,81,18-03-2020 07:25:38,Tbilisi,dd631c4acf,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,,нет,9,Тбилиси,20 гр,0.0983,44260,17371,1418,599.0,True,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
82,82,18-03-2020 07:25:38,Tbilisi,61bec147f3,50 gr 23% THC Amnesia Haze top quality,,нет,1,Тбилиси,50 гр,0.1773,88668,34800,2841,1200.0,True,,,,,,,,,,50 gr 23% THC Amnesia Haze top quality
83,83,18-03-2020 07:25:38,Tbilisi,ef3dc4de6c,Extasy GUCCI 100шт. вес таблетки 450mg,,нет,1,Тбилиси,100 гр,0.325,147779,58000,4735,2000.0,True,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
84,84,18-03-2020 07:25:38,Tbilisi,f8a875c191,SUBOXIN - HQ - 100 G.,,нет,1,Тбилиси,100 гр,0.3282,147779,58000,4735,2000.0,True,,,,,,,,,,SUBOXIN - HQ - 100 G.
85,85,18-03-2020 07:25:38,Tbilisi,35c7cbba1f,Марихуана [Шишки] [Гали] 100G,,1,1,Тбилиси,100 гр,0.4062,184724,72500,5918,2500.0,True,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
86,86,18-03-2020 07:25:38,Tbilisi,f8a875c191,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,1,Тбилиси,150 гр,0.2462,110834,43500,3551,1500.0,True,,,,,,,,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
87,87,18-03-2020 07:25:38,Tbilisi,ef3dc4de6c,Extasy GUCCI 250шт. вес таблетки 450mg,,нет,1,Тбилиси,250 гр,0.7474,339892,133400,10890,4600.0,True,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
88,88,18-03-2020 07:25:38,Tbilisi,ef3dc4de6c,Extasy GUCCI 500шт. вес таблетки 450mg,,нет,1,Тбилиси,500 гр,1.2186,554172,217500,17755,7500.0,True,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
89,89,18-03-2020 07:25:38,Tbilisi,16be2c8499,10000шт марки 25i-nbome. предоплата,,нет,3,Тбилиси,10000 гр,1.3811,628062,246500,20122,8500.0,True,,,,,,,,,,10000sht marki 25i-nbome. predoplata
90,90,18-03-2020 07:25:38,Tbilisi,f9eb3bf4d6,KURYER..500RUB.+BONUS,,1,нет,Тбилиси,1 гр,0.0295,14778,5800,473,200.0,True,,,,,,,,,,KURYER..500RUB.+BONUS
91,91,18-03-2020 07:25:38,Tbilisi,54915c4374,Работа на марки (курьер),,1,нет,Тбилиси,10 гр,0.0222,11083,4350,355,150.0,True,,,,,,,,,,Rabota na marki (kur'er)
92,92,18-03-2020 07:25:38,Tbilisi,cb721d4bca,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",,нет,2,Тбилиси,1 гр,0.0325,14778,5800,473,200.0,True,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
93,93,18-03-2020 07:25:38,Tbilisi,21de5577be,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",,нет,1,Тбилиси,1 гр,0.0406,18472,7250,592,250.0,True,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
94,94,18-03-2020 07:25:38,Tbilisi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Тбилиси,400 гр,2.4593,1108344,435000,35510,15000.0,True,,,,,,,,,,Vakansija optovogo kur'era na mef
95,95,18-03-2020 07:26:44,Batumi,c72111ac1a,NZT-52 limited 1 г мука,,30,нет,Батуми,1 гр,0.027999999999999997,14039,5510,450,190.0,,,,,,,,True,,,NZT-52 limited 1 g muka
96,96,18-03-2020 07:26:44,Batumi,c72111ac1a,NZT-52 limited 2г мука,,12,нет,Батуми,2 гр,0.05,25122,9860,805,340.0,,,,,,,,True,,,NZT-52 limited 2g muka
97,97,18-03-2020 07:26:44,Batumi,3c4662c591,Super Critical HIGHEST QUALITY 2G,,2,нет,Батуми,2 гр,0.0162,7389,2900,237,100.0,,,,,,,,,True,,Super Critical HIGHEST QUALITY 2G
98,98,18-03-2020 07:26:44,Batumi,3ee37c89bb,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.35600000000000004,162557,63800,5208,2200.0,,,,,,,,True,,,[100g] SPAIN HASH
99,99,18-03-2020 07:26:44,Batumi,ea97036e14,Метамфетамин рацемат 5 г. (MQ),,нет,15,Батуми,5 гр,0.0294,14778,5800,473,200.0,,,,,,,,True,,,Metamfetamin ratsemat 5 g. (MQ)
100,100,18-03-2020 07:26:44,Batumi,f8a875c191,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.3269,147779,58000,4735,2000.0,,,,,,,,True,,,SUBOXIN - HQ - 100 G.
101,101,18-03-2020 07:26:44,Batumi,f8a875c191,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,3,Батуми,150 гр,0.2452,110834,43500,3551,1500.0,,,,,,,,True,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
102,102,18-03-2020 07:26:44,Batumi,22610cd7c4,курьер в Батуми,,1,нет,Батуми,1 гр,0.0147,7389,2900,237,100.0,,,,,,,,True,,,kur'er v Batumi
