,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Vake,€,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
0,0,14-02-2020 09:26:22,Tbilisi,61df6a1c90,Метадон 0.15гр,True,8,нет,Тбилиси,0.15 гр,0.0113,8268,3203,286,130.0,,,,,,,,,Metadon 0.15gr
1,1,14-02-2020 09:26:22,Tbilisi,ce030318fd,"0.25 Crystal Methadone ( New batch, incredibly strong, be careful with dosage)",True,6,нет,Тбилиси,0.25 гр,0.0131,9540,3696,330,150.0,,,,,,,,,"0.25 Crystal Methadone ( New batch, incredibly strong, be careful with dosage)"
2,2,14-02-2020 09:26:22,Tbilisi,4b4cde4fad,Iranian Sirec 0.25g.,True,2,нет,Тбилиси,0.25 гр,0.0058,3816,1478,132,60.0,,,,,,,,,Iranian Sirec 0.25g.
3,3,14-02-2020 09:26:22,Tbilisi,8ec76151d3,Metadon VHQ 0.25 24/7,True,9,нет,Тбилиси,0.25 гр,0.0157,11448,4435,396,180.0,,,,,,,,,Metadon VHQ 0.25 24/7
4,4,14-02-2020 09:26:22,Tbilisi,32e645c201,"methadone 0,29 gr",,1,нет,Тбилиси,0.29 гр,0.0201,13356,5174,462,210.0,True,,,,,,,,"methadone 0,29 gr"
5,5,14-02-2020 09:26:22,Tbilisi,61df6a1c90,Метадон 0.30гр,True,1,нет,Тбилиси,0.3 гр,0.0156,12084,4682,418,190.0,,,,,,,,,Metadon 0.30gr
6,6,14-02-2020 09:26:22,Tbilisi,8a650ecf5f,"A PVP 0,33 VHQ",True,16,нет,Тбилиси,0.33 гр,0.0055,3816,1478,132,60.0,,,,,,,,,"A PVP 0,33 VHQ"
7,7,14-02-2020 09:26:22,Tbilisi,366326d4d6,"0,5 MDMA / White sparks / purity 93%",True,6,нет,Тбилиси,0.5 гр,0.0067,4389,1700,152,69.0,,,,,,,,,"0,5 MDMA / White sparks / purity 93%"
8,8,14-02-2020 09:26:22,Tbilisi,366326d4d6,"0,5gr. Columbian Cocaine NEW SALE! SALE!**************NEW SALE! SALE!",True,4,нет,Тбилиси,0.5 гр,0.0115,7569,2932,262,119.0,,,,,,,,,"0,5gr. Columbian Cocaine NEW SALE! SALE!**************NEW SALE! SALE!"
9,9,14-02-2020 09:26:22,Tbilisi,366326d4d6,0.5 g. Ketamine,True,9,нет,Тбилиси,0.5 гр,0.0057,3753,1454,130,59.0,,,,,,,,,0.5 g. Ketamine
10,10,14-02-2020 09:26:22,Tbilisi,8219f5e7b8,"Cocaine, 0.5 g",True,3,нет,Тбилиси,0.5 гр,0.0106,6996,2710,242,110.0,,,,,,,,,"Cocaine, 0.5 g"
11,11,14-02-2020 09:26:22,Tbilisi,8219f5e7b8,Ketamine 0.5g,True,1,нет,Тбилиси,0.5 гр,0.0058,3816,1478,132,60.0,,,,,,,,,Ketamine 0.5g
12,12,14-02-2020 09:26:22,Tbilisi,8ec76151d3,Metadon VHQ 0.5 24/7,True,4,нет,Тбилиси,0.5 гр,0.0261,19080,7392,660,300.0,,,,,,,,,Metadon VHQ 0.5 24/7
13,13,14-02-2020 09:26:22,Tbilisi,1768a14bbd,"NEW Sale!! Cocaine 0,5 гр. HQ",True,5,нет,Тбилиси,0.5 гр,0.0096,6297,2439,218,99.0,,,,,,,,,"NEW Sale!! Cocaine 0,5 gr. HQ"
14,14,14-02-2020 09:26:22,Tbilisi,edfbad0151,Pineapple Express 0.5G pressed buds only (hydro),True,8,нет,Тбилиси,0.5 гр,0.0029,1908,739,66,30.0,,,,,,,,,Pineapple Express 0.5G pressed buds only (hydro)
15,15,14-02-2020 09:26:22,Tbilisi,0a8c230fa2,Pure COCAINE VHQ 0.5g,True,7,нет,Тбилиси,0.5 гр,0.01,6933,2686,240,109.0,,,,,,,,,Pure COCAINE VHQ 0.5g
16,16,14-02-2020 09:26:22,Tbilisi,1c14effaaa,Silver Haze | 90% sativa 10% indica | 0.5g,True,2,нет,Тбилиси,0.5 гр,0.0026,1908,739,66,30.0,,,,,,,,,Silver Haze | 90% sativa 10% indica | 0.5g
17,17,14-02-2020 09:26:22,Tbilisi,61df6a1c90,Метадон 0.6гр,True,2,нет,Тбилиси,0.6 гр,0.0261,19080,7392,660,300.0,,,,,,,,,Metadon 0.6gr
18,18,14-02-2020 09:26:22,Tbilisi,97bbc3dfd6,SUBUTEX B8 (ORIGINAL) 0.8 гр. (1 штука) ВНИМАНИЕ! НЕДЕЛЬНАЯ РАСПРОДАЖА! 120$!,True,10,нет,Тбилиси,0.8 гр,0.0115,7632,2957,264,120.0,,,,,,,,,SUBUTEX B8 (ORIGINAL) 0.8 gr. (1 shtuka) VNIMANIE! NEDEL'NAJa RASPRODAZhA! 120$!
19,19,14-02-2020 09:26:22,Tbilisi,89f7212915,1 G Hybrid Marijuana Buds За BТС 10% СКИДКА,True,1,нет,Тбилиси,1 гр,0.0039,2862,1109,99,45.0,,,,,,,,,1 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
20,20,14-02-2020 09:26:22,Tbilisi,7c395c455d,1 gr mdma Кристаллы очен силни импорт с европи,True,10,нет,Тбилиси,1 гр,0.0115,7632,2957,264,120.0,,,,,,,,,1 gr mdma Kristally ochen silni import s evropi
21,21,14-02-2020 09:26:22,Tbilisi,cb721d4bca,1 gr Шишки “OG KUSH VHQ”,True,1,нет,Тбилиси,1 гр,0.0048,3180,1232,110,50.0,,,,,,,,,1 gr Shishki “OG KUSH VHQ”
22,22,14-02-2020 09:26:22,Tbilisi,366326d4d6,1g MDMA - !!!NEW!!! - Purity 93%,True,2,нет,Тбилиси,1 гр,0.0106,6933,2686,240,109.0,,,,,,,,,1g MDMA - !!!NEW!!! - Purity 93%
23,23,14-02-2020 09:26:22,Tbilisi,366326d4d6,1gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!,True,9,нет,Тбилиси,1 гр,0.0192,12593,4879,436,198.0,,,,,,,,,1gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!
24,24,14-02-2020 09:26:22,Tbilisi,7c395c455d,2 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк,True,10,нет,Тбилиси,1 гр,0.0077,5088,1971,176,80.0,,,,,,,,,2 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk
25,25,14-02-2020 09:26:22,Tbilisi,8ec76151d3,Apvp VHQ 1g 24/7,True,10,нет,Тбилиси,1 гр,0.0115,7632,2957,264,120.0,,,,,,,,,Apvp VHQ 1g 24/7
26,26,14-02-2020 09:26:22,Tbilisi,8219f5e7b8,"Cocaine, 1g",True,7,нет,Тбилиси,1 гр,0.0213,13992,5421,484,220.0,,,,,,,,,"Cocaine, 1g"
27,27,14-02-2020 09:26:22,Tbilisi,8219f5e7b8,Ketamine 1g,True,2,нет,Тбилиси,1 гр,0.0097,6360,2464,220,100.0,,,,,,,,,Ketamine 1g
28,28,14-02-2020 09:26:22,Tbilisi,366326d4d6,Ketamine 1g.,True,6,нет,Тбилиси,1 гр,0.0086,5661,2193,196,89.0,,,,,,,,,Ketamine 1g.
29,29,14-02-2020 09:26:22,Tbilisi,ae784bef73,Maserati (ecstasy) 1шт,True,2,нет,Тбилиси,1 гр,0.0043,2862,1109,99,45.0,,,,,,,,,Maserati (ecstasy) 1sht
30,30,14-02-2020 09:26:22,Tbilisi,8ec76151d3,Metadon VHQ 1 24/7,True,2,нет,Тбилиси,1 гр,0.0436,31801,12320,1100,500.0,,,,,,,,,Metadon VHQ 1 24/7
31,31,14-02-2020 09:26:22,Tbilisi,1768a14bbd,NEW SALE Cocaine HQ 1 гр.,True,3,нет,Тбилиси,1 гр,0.0183,12021,4657,416,189.0,,,,,,,,,NEW SALE Cocaine HQ 1 gr.
32,32,14-02-2020 09:26:59,Tbilisi,c72111ac1a,NZT-52 mind storm limited 1г мука,True,11,нет,Тбилиси,1 гр,0.0113,8268,3203,286,130.0,,,,,,,,,NZT-52 mind storm limited 1g muka
33,33,14-02-2020 09:26:59,Tbilisi,edfbad0151,Pineapple Express 1G pressed buds(Hydro),True,2,нет,Тбилиси,1 гр,0.0046,3116,1207,108,49.0,,,,,,,,,Pineapple Express 1G pressed buds(Hydro)
34,34,14-02-2020 09:26:59,Tbilisi,0a8c230fa2,VHQ BEST Cocaine 1g.,True,3,нет,Тбилиси,1 гр,0.0183,12657,4903,438,199.0,,,,,,,,,VHQ BEST Cocaine 1g.
35,35,14-02-2020 09:26:59,Tbilisi,7ee4f68218,cocaine 1g HQ / кокаин 1 гр (скидка в биткоин),True,5,нет,Тбилиси,1 гр,0.0138,9540,3696,330,150.0,,,,,,,,,cocaine 1g HQ / kokain 1 gr (skidka v bitkoin)
36,36,14-02-2020 09:26:59,Tbilisi,b2c155ffa7,Кокаин КОЛУМБИА 1g,,6,нет,Тбилиси,1 гр,0.0191,12657,4903,438,199.0,,True,,,,,,,Kokain KOLUMBIA 1g
37,37,14-02-2020 09:26:59,Tbilisi,61df6a1c90,Метадон 1гр,True,1,нет,Тбилиси,1 гр,0.0414,28621,11088,990,450.0,,,,,,,,,Metadon 1gr
38,38,14-02-2020 09:26:59,Tbilisi,e8a987a33c,"Метадон, 1gr",True,5,нет,Тбилиси,1 гр,0.0384,25441,9856,880,400.0,,,,,,,,,"Metadon, 1gr"
39,39,14-02-2020 09:26:59,Tbilisi,7c395c455d,3 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк,True,8,нет,Тбилиси,1.2 гр,0.0115,7632,2957,264,120.0,,,,,,,,,3 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk
40,40,14-02-2020 09:26:59,Tbilisi,366326d4d6,2 Ecstasy >TEKASHI 69< !!! L I M I T E D !!!,True,10,нет,Тбилиси,2 гр,0.0077,5025,1947,174,79.0,,,,,,,,,2 Ecstasy >TEKASHI 69< !!! L I M I T E D !!!
41,41,14-02-2020 09:26:59,Tbilisi,7ee4f68218,2 ecstasy 💊Tekashi69💊 260mg mdma (скидка в биктоин),True,2,нет,Тбилиси,2 гр,0.006999999999999999,4843,1877,168,,,,70.0,,,,,,2 ecstasy 💊Tekashi69💊 260mg mdma (skidka v biktoin)
42,42,14-02-2020 09:26:59,Tbilisi,366326d4d6,2LSD ---- LSD ALBERT HOFFMAN 200ug,True,10,нет,Тбилиси,2 гр,0.0077,5025,1947,174,79.0,,,,,,,,,2LSD ---- LSD ALBERT HOFFMAN 200ug
43,43,14-02-2020 09:26:59,Tbilisi,366326d4d6,2gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!,True,5,нет,Тбилиси,2 гр,0.0349,22897,8870,792,360.0,,,,,,,,,2gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!
44,44,14-02-2020 09:26:59,Tbilisi,be97026d1d,Columbia Cocaine VHQ 2.0g BTC SALE 5%,True,1,нет,Тбилиси,2 гр,0.0362,24487,9486,847,385.0,,,,,,,,,Columbia Cocaine VHQ 2.0g BTC SALE 5%
45,45,14-02-2020 09:26:59,Tbilisi,ae784bef73,Gorilla Glue! 2G! NEW !,True,4,нет,Тбилиси,2 гр,0.0072,4770,1848,165,75.0,,,,,,,,,Gorilla Glue! 2G! NEW !
46,46,14-02-2020 09:26:59,Tbilisi,8219f5e7b8,"LSD - 250 ug, 2 pieces",True,1,нет,Тбилиси,2 гр,0.0068,4452,1725,154,70.0,,,,,,,,,"LSD - 250 ug, 2 pieces"
47,47,14-02-2020 09:26:59,Tbilisi,c72111ac1a,NZT-52 mind storm limited 2г мука,True,8,нет,Тбилиси,2 гр,0.0201,14628,5667,506,230.0,,,,,,,,,NZT-52 mind storm limited 2g muka
48,48,14-02-2020 09:26:59,Tbilisi,0a8c230fa2,VHQ BEST Cocaine 2g.,True,2,нет,Тбилиси,2 гр,0.034,24805,9610,858,390.0,,,,,,,,,VHQ BEST Cocaine 2g.
49,49,14-02-2020 09:26:59,Tbilisi,b2c155ffa7,Кокаин КОЛУМБИА 2g,,5,нет,Тбилиси,2 гр,0.0383,25377,9831,878,399.0,,True,,,,,,,Kokain KOLUMBIA 2g
50,50,14-02-2020 09:26:59,Tbilisi,366326d4d6,3 Ecstasy >TEKASHI 69< !!! L I M I T E D !!!,True,10,нет,Тбилиси,3 гр,0.0106,6933,2686,240,109.0,,,,,,,,,3 Ecstasy >TEKASHI 69< !!! L I M I T E D !!!
51,51,14-02-2020 09:26:59,Tbilisi,ad9cb826c6,"3 Grm Mdma , Purity A +++",True,1,нет,Тбилиси,3 гр,0.0192,13992,5421,484,220.0,,,,,,,,,"3 Grm Mdma , Purity A +++"
52,52,14-02-2020 09:26:59,Tbilisi,c9a56b2b4a,3x Extasy Duracell 223mg MDMA,True,6,нет,Тбилиси,3 гр,0.0102,6678,2587,231,105.0,,,,,,,,,3x Extasy Duracell 223mg MDMA
53,53,14-02-2020 09:26:59,Tbilisi,c72111ac1a,NZT-52 mind storm limited 3г мука,True,1,нет,Тбилиси,3 гр,0.0288,20989,8131,726,330.0,,,,,,,,,NZT-52 mind storm limited 3g muka
54,54,14-02-2020 09:26:59,Tbilisi,dd631c4acf,️‍🤩🌈️‍🌈️‍🌈3 LSD 200ug.🌈️‍🌈️‍🌈🤩,True,2,нет,Тбилиси,3 гр,0.0096,6297,2439,218,99.0,,,,,,,,,️‍🤩🌈️‍🌈️‍🌈3 LSD 200ug.🌈️‍🌈️‍🌈🤩
55,55,14-02-2020 09:26:59,Tbilisi,366326d4d6,!!!NEW!!! 5G Critical KusH !!!NEW!!!,True,6,нет,Тбилиси,5 гр,0.0154,10113,3918,350,159.0,,,,,,,,,!!!NEW!!! 5G Critical KusH !!!NEW!!!
56,56,14-02-2020 09:26:59,Tbilisi,366326d4d6,!!!NEW!!! 5G Jack Herer !!!NEW!!!,True,6,нет,Тбилиси,5 гр,0.015,9858,3819,341,155.0,,,,,,,,,!!!NEW!!! 5G Jack Herer !!!NEW!!!
57,57,14-02-2020 09:26:59,Tbilisi,9795761a65,*new* Cocaine peru HQ 5 gr BTC -10 %,True,1,нет,Тбилиси,5 гр,0.0842,61431,23807,2125,,,,888.0,,,,,,*new* Cocaine peru HQ 5 gr BTC -10 %
58,58,14-02-2020 09:26:59,Tbilisi,366326d4d6,5gr. Columbian Cocaine NEW SALE! SALE!**************NEW SALE! SALE!,True,1,нет,Тбилиси,5 гр,0.0824,54061,20944,1870,850.0,,,,,,,,,5gr. Columbian Cocaine NEW SALE! SALE!**************NEW SALE! SALE!
