,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Vake,Saburtalo,Gldani,€,Дигоми,Didube,Old Tbilisi (Старый город),Авлобари,Центр,Батуми,Кутаиси,desc_en
32,23-03-2020 04:14:06,Tbilisi,NVOG,ProperMgzn,5x Extasy Duracell 223mg MDMA.,True,8,нет,Тбилиси,5 гр,0.0266,13658,4918,448,175,,,,,,,,,,,,5x Extasy Duracell 223mg MDMA.
33,23-03-2020 04:14:06,Tbilisi,6UG,Good Enuff,Мощные жирные марки 25i nbome 5шт. Готовые клады в Грузии от производителя!,True,8,нет,Тбилиси,5 гр,0.0089,5073,1827,166,65,,,,,,,,,,,,Moschnye zhirnye marki 25i nbome 5sht. Gotovye klady v Gruzii ot proizvoditelja!
34,23-03-2020 04:14:56,Tbilisi,EIH4,San4oPan4o,MDMA from Europe!!! 5g + (0.5g hash подарок !!!!) BTC SALE 5%!!,,2,нет,Тбилиси,5.5 гр,0.0496,25364,9133,832,325,,,,,True,,,,,,,MDMA from Europe!!! 5g + (0.5g hash podarok !!!!) BTC SALE 5%!!
35,23-03-2020 04:14:56,Tbilisi,P5MBO,ToppoT,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨,,2,нет,Тбилиси,10 гр,0.0557,28486,10257,934,365,,,,,,True,,,,,,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨
36,23-03-2020 04:14:56,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 10шт. вес таблетки 450mg,True,1,нет,Тбилиси,10 гр,0.0407,20838,7503,683,267,,,,,,,,,,,,Extasy GUCCI 10sht. ves tabletki 450mg
37,23-03-2020 04:14:56,Tbilisi,6UG,Good Enuff,Мощные жирные марки 25i nbome 10шт. Готовые клады в Грузии от производителя!,True,6,нет,Тбилиси,10 гр,0.0137,7726,2782,253,99,,,True,,,,,,,,,Moschnye zhirnye marki 25i nbome 10sht. Gotovye klady v Gruzii ot proizvoditelja!
38,23-03-2020 04:14:56,Tbilisi,SM7B,SWEETWEED,гашиш евро 10г,True,2,нет,Тбилиси,10 гр,0.0586,31218,11240,1024,400,,,,,,,,,,,,gashish evro 10g
39,23-03-2020 04:14:56,Tbilisi,EIH4,San4oPan4o,MDMA from Europe!!! 10g + (1g hash подарок !!!!) BTC SALE 5%!!,,1,нет,Тбилиси,11 гр,0.0969,49558,17844,1625,635,,,,,True,,,,,,,MDMA from Europe!!! 10g + (1g hash podarok !!!!) BTC SALE 5%!!
40,23-03-2020 04:14:56,Tbilisi,A08BZ,Subway,Метамферамин рацемат 60 г (мини-опт),True,1,нет,Тбилиси,60 гр,0.2774,156089,56200,5118,2000,,,,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
41,23-03-2020 04:14:56,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 0.27 G - (SALE),True,14,5,Тбилиси,0.27 гр,0.0385,19511,7025,640,250,,,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.27 G - (SALE)
42,23-03-2020 04:14:56,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 0.35 G,True,нет,5,Тбилиси,0.35 гр,0.0462,23413,8430,768,300,,,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.35 G
43,23-03-2020 04:14:56,Tbilisi,Y6FO,Opiate,Methadone HQ in city 0.75g,True,нет,5,Тбилиси,0.75 гр,0.0564,28876,10397,947,370,,,,,,,,,,,,Methadone HQ in city 0.75g
44,23-03-2020 04:14:56,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 1.1 G (SALE),True,2,3,Тбилиси,1.1 гр,0.1156,58533,21075,1919,750,,,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 1.1 G (SALE)
45,23-03-2020 04:14:56,Tbilisi,9VLN,AlienShop,✨✨2gram. MDMA✨✨,True,нет,2,Тбилиси,2 гр,0.0308,15609,5620,512,200,,,,,,,,,,,,✨✨2gram. MDMA✨✨
46,23-03-2020 04:14:56,Tbilisi,9VLN,AlienShop,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,3,Тбилиси,3 гр,0.0909,46046,16579,1510,590,,,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
47,23-03-2020 04:14:56,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,7,Тбилиси,4 гр,0.061,31218,11240,1024,400,,,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
48,23-03-2020 04:14:56,Tbilisi,JVZTQ,partyshop,5 Amnesia Haze марихуана шишки тгк 25%,True,нет,4,Тбилиси,5 гр,0.0276,15531,5592,509,199,,,,,,,,,,,,5 Amnesia Haze marihuana shishki tgk 25%
49,23-03-2020 04:14:56,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0839,42924,15455,1408,550,,,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
50,23-03-2020 04:14:56,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,True,нет,1,Тбилиси,5 гр,0.0304,15531,5592,509,199,,,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
51,23-03-2020 04:14:56,Tbilisi,SF03,CRAZYFROG,5 gr Шишки “OG KUSH VHQ”,True,нет,9,Тбилиси,5 гр,0.0304,15531,5592,509,199,,,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
52,23-03-2020 04:14:56,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,True,нет,1,Тбилиси,5 гр,0.0304,15531,5592,509,199,,,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
53,23-03-2020 04:14:56,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,10,Тбилиси,5 гр,0.0304,15531,5592,509,199,,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
54,23-03-2020 04:14:56,Tbilisi,SF03,CRAZYFROG,"5gr WHITE WIDOW марихуана шишки, Оплата BITCOIN -10% Скидка.",True,нет,1,Тбилиси,5 гр,0.0304,15531,5592,509,199,,,,,,,,,,,,"5gr WHITE WIDOW marihuana shishki, Oplata BITCOIN -10% Skidka."
55,23-03-2020 04:14:56,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,9,Тбилиси,5 гр,0.0304,15531,5592,509,199,,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
56,23-03-2020 04:14:56,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0304,17092,6154,560,219,,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
57,23-03-2020 04:14:56,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - 5 G. (SHISHKI) (SALE),True,нет,5,Тбилиси,5 гр,0.0462,23413,8430,768,300,,,,,,,,,,,,MARIXYANA - 5 G. (SHISHKI) (SALE)
58,23-03-2020 04:14:56,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,7,Тбилиси,5 гр,0.0304,15531,5592,509,199,,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
59,23-03-2020 04:14:56,Tbilisi,2LA7,ACROBATS,Марихуана бошки OG KUSH этим все сказано. 5г.,,нет,1,Тбилиси,5 гр,0.0305,15609,5620,512,200,,,,,,,True,,,,,Marihuana boshki OG KUSH etim vse skazano. 5g.
60,23-03-2020 04:14:56,Tbilisi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),True,нет,15,Тбилиси,5 гр,0.0277,15609,5620,512,200,,,,,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
61,23-03-2020 04:14:56,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.3376,190000,87429,6224,,,,,,,,,,,,,reagent 25i nbome. 5gr
62,23-03-2020 04:14:56,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.4161,234133,84300,7677,3000,,,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
63,23-03-2020 04:14:56,Tbilisi,9VLN,AlienShop,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,3,Тбилиси,5 гр,0.1324,67040,24138,2198,859,,,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
64,23-03-2020 04:14:56,Tbilisi,9VLN,AlienShop,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,3,Тбилиси,5 гр,0.0285,14438,5199,473,185,,,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
65,23-03-2020 04:14:56,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,True,нет,5,Тбилиси,5 гр,0.0753,38164,13741,1251,489,,,,,,,,,,,,💘✨5g. MDMA ✨💘
66,23-03-2020 04:15:44,Tbilisi,9VLN,AlienShop,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩,True,нет,2,Тбилиси,5 гр,0.0506,25677,9245,842,329,,,,,,,,,,,,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩
67,23-03-2020 04:15:44,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,True,нет,8,Тбилиси,5 гр,0.0277,14048,5058,461,180,,,,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
68,23-03-2020 04:15:44,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.1372,70240,25290,2303,900,,,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
69,23-03-2020 04:15:44,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,5,Тбилиси,10 гр,0.1067,54631,19670,1791,700,,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
70,23-03-2020 04:15:44,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,6,Тбилиси,10 гр,0.0488,24974,8992,819,320,,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
71,23-03-2020 04:15:44,Tbilisi,NVOG,ProperMgzn,10x Extasy Duracell 223mg MDMA.,True,нет,5,Тбилиси,10 гр,0.0539,27316,9835,896,350,,,,,,,,,,,,10x Extasy Duracell 223mg MDMA.
72,23-03-2020 04:15:44,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,5,Тбилиси,10 гр,0.1219,62435,22480,2047,800,,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
73,23-03-2020 04:15:44,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.3391,173649,62523,5694,2225,,,,,,,,,,,,Amfetamin [White] [Import] 10G
74,23-03-2020 04:15:44,Tbilisi,9VLN,AlienShop,☃️❄NEW 10g.COCAINE❄☃️,True,нет,9,Тбилиси,10 гр,0.223,113086,40717,3708,1449,,,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
75,23-03-2020 04:15:44,Tbilisi,9VLN,AlienShop,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.0568,28798,10369,944,369,,,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
76,23-03-2020 04:15:44,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,3,Тбилиси,10 гр,0.046,23335,8402,765,299,,,,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
77,23-03-2020 04:15:44,Tbilisi,9VLN,AlienShop,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.0922,46749,16832,1533,599,,,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
78,23-03-2020 04:15:44,Tbilisi,RGIUB,SaintJoint,50 gr 23% THC Amnesia Haze top quality,True,нет,1,Тбилиси,50 гр,0.1663,93653,33720,3071,1200,,,,,,,,,,,,50 gr 23% THC Amnesia Haze top quality
79,23-03-2020 04:15:44,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.3048,156089,56200,5118,2000,,,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
80,23-03-2020 04:15:44,Tbilisi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,True,нет,1,Тбилиси,100 гр,0.3079,156089,56200,5118,2000,,,,,,,,,,,,SUBOXIN - HQ - 100 G.
81,23-03-2020 04:15:44,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.381,195111,70250,6398,2500,,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
82,23-03-2020 04:15:44,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,True,нет,1,Тбилиси,150 гр,0.2309,117066,42150,3839,1500,,,,,,,,,,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
83,23-03-2020 04:15:44,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.7011,359004,129260,11772,4600,,,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
84,23-03-2020 04:15:44,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,1.143,585332,210750,19193,7500,,,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
85,23-03-2020 04:15:44,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,1.2955,663377,238850,21752,8500,,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
86,23-03-2020 04:15:44,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,1,нет,Тбилиси,1 гр,0.0277,15609,5620,512,200,,,,,,,,,,,,KURYER..500RUB.+BONUS
87,23-03-2020 04:15:44,Tbilisi,8B31,Rastashop,"Работа курьером в Тбилиси, ЗП от 1500$ в месяц, работа только с марихуаной, залог от 200$",True,1,нет,Тбилиси,1 гр,0.0277,15609,5620,512,200,,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1500$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 200$"
88,23-03-2020 04:15:44,Tbilisi,A3I9,Joookerrr,Работа на марки (курьер),True,1,нет,Тбилиси,10 гр,0.0208,11707,4215,384,150,,,,,,,,,,,,Rabota na marki (kur'er)
89,23-03-2020 04:15:44,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0305,15609,5620,512,200,,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
90,23-03-2020 04:15:44,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0381,19511,7025,640,250,,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
91,23-03-2020 04:15:44,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,2.3069,1170665,421500,38387,15000,,,,,,,,,,,,Vakansija optovogo kur'era na mef
92,23-03-2020 04:17:18,Batumi,V4T,COCAcoLA,MEPHEDRONE 0.5 gr,,4,нет,Батуми,0.5 гр,0.0109,6244,2248,205,80,,,,,,,,,True,,,MEPHEDRONE 0.5 gr
93,23-03-2020 04:17:18,Batumi,V4T,COCAcoLA,COCAINE 1 gr THE BEST COCO IN GEORGIA,,4,нет,Батуми,1 гр,0.041,23413,8430,768,300,,,,,,,,,True,,,COCAINE 1 gr THE BEST COCO IN GEORGIA
94,23-03-2020 04:17:18,Batumi,72B,CHINATOWN,NZT-52 limited 1 г мука,,19,нет,Батуми,1 гр,0.026,14828,5339,486,190,,,,,,,,,,True,,NZT-52 limited 1 g muka
95,23-03-2020 04:17:18,Batumi,72B,CHINATOWN,NZT-52 limited 2г мука,,9,нет,Батуми,2 гр,0.0465,26535,9554,870,340,,,,,,,,,,True,,NZT-52 limited 2g muka
96,23-03-2020 04:17:18,Batumi,CL7K,go420times,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.3306,171697,61820,5630,2200,,,,,,,,,,True,,[100g] SPAIN HASH
97,23-03-2020 04:17:18,Batumi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - BATUMI - 0.30 G,,3,3,Батуми,0.3 гр,0.0455,23413,8430,768,300,,,,,,,,,True,,,Metadon - (KRISTAL) - VHQ - BATUMI - 0.30 G
98,23-03-2020 04:17:18,Batumi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),,нет,14,Батуми,5 гр,0.0273,15609,5620,512,200,,,,,,,,,,True,,Metamfetamin ratsemat 5 g. (MQ)
99,23-03-2020 04:17:18,Batumi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.3036,156089,56200,5118,2000,,,,,,,,,,True,,SUBOXIN - HQ - 100 G.
100,23-03-2020 04:17:18,Batumi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,3,Батуми,150 гр,0.2277,117066,42150,3839,1500,,,,,,,,,,True,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
101,23-03-2020 04:17:18,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0137,7804,2810,256,100,,,,,,,,,,True,,kur'er v Batumi
102,23-03-2020 04:17:18,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0342,19511,7025,640,250,,,,,,,,,,True,,Rabota kladmenom. Tol'ko shishki.
103,23-03-2020 04:17:18,Batumi,A3I9,Joookerrr,Работа на марки (курьер),,1,нет,Батуми,10 гр,0.0205,11707,4215,384,150,,,,,,,,,,True,,Rabota na marki (kur'er)
