,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Дигоми,€,Saburtalo,Vake,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
10,24-02-2020 11:38:39,Tbilisi,JVZTQ,partyshop,1 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,6,нет,Тбилиси,1 гр,0.0099,6366,2426,219,99,,,,,,,,,,1 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
11,24-02-2020 11:38:39,Tbilisi,JVZTQ,partyshop,1 ecstasy red maseratti VHQ екстази импорт с США,True,1,нет,Тбилиси,1 гр,0.005,3215,1226,111,50,,,,,,,,,,1 ecstasy red maseratti VHQ ekstazi import s SShA
12,24-02-2020 11:38:39,Tbilisi,03F3,geoshop,1 gr mdma Кристаллы очен силни импорт с европи,True,1,нет,Тбилиси,1 гр,0.012,7716,2941,265,120,,,,,,,,,,1 gr mdma Kristally ochen silni import s evropi
13,24-02-2020 11:38:39,Tbilisi,JVZTQ,partyshop,1 gr гашиш VHQ gorilla glue hash тгк 28 %,True,4,нет,Тбилиси,1 гр,0.009,5787,2206,199,90,,,,,,,,,,1 gr gashish VHQ gorilla glue hash tgk 28 %
14,24-02-2020 11:38:39,Tbilisi,SF03,CRAZYFROG,"1 mdma very strong best quality , import califronia , лучши мдма на саите",True,10,нет,Тбилиси,1 гр,0.01,6430,2451,221,100,,,,,,,,,,"1 mdma very strong best quality , import califronia , luchshi mdma na saite"
15,24-02-2020 11:38:39,Tbilisi,SF03,CRAZYFROG,1 гр Afghan Mazar-i-Sharif Hash топ товар !!! . Оплата BITCOIN -10% Скидка,True,2,нет,Тбилиси,1 гр,0.0085,5466,2083,188,85,,,,,,,,,,1 gr Afghan Mazar-i-Sharif Hash top tovar !!! . Oplata BITCOIN -10% Skidka
16,24-02-2020 11:38:39,Tbilisi,ABOAB,ProGrow,1G -- AK-47 -> Sativa,True,14,нет,Тбилиси,1 гр,0.0036,2379,907,82,37,,,,,,,,,,1G -- AK-47 -> Sativa
17,24-02-2020 11:38:39,Tbilisi,OX85,amnesia420,1g AMNESIA HAZE Sativa THC 20% / BTC -10% sale,True,1,нет,Тбилиси,1 гр,0.0035,2508,956,86,39,,,,,,,,,,1g AMNESIA HAZE Sativa THC 20% / BTC -10% sale
18,24-02-2020 11:38:39,Tbilisi,OX85,amnesia420,1g PURPLE HAZE Sativa THC 19% / BTC -10% sale,True,3,нет,Тбилиси,1 гр,0.0035,2508,956,86,39,,,,,,,,,,1g PURPLE HAZE Sativa THC 19% / BTC -10% sale
19,24-02-2020 11:38:39,Tbilisi,SF03,CRAZYFROG,"1gr ROYAL AFGHANI HASH FINEST QUALITY гашиш топ качество ,Оплата BITCOIN -10% Скидка",True,3,нет,Тбилиси,1 гр,0.0092,5901,2255,203,,,85,,,,,,,,"1gr ROYAL AFGHANI HASH FINEST QUALITY gashish top kachestvo ,Oplata BITCOIN -10% Skidka"
20,24-02-2020 11:38:39,Tbilisi,03F3,geoshop,1gr bubble hash thc 25% гашиш вишего качество HQ,True,8,нет,Тбилиси,1 гр,0.0085,5466,2083,188,85,,,,,,,,,,1gr bubble hash thc 25% gashish vishego kachestvo HQ
21,24-02-2020 11:38:39,Tbilisi,X4ZM,ZYX,Afghan HQ buds ! NEW ! 1G,True,4,нет,Тбилиси,1 гр,0.0047,3022,1152,104,47,,,,,,,,,,Afghan HQ buds ! NEW ! 1G
22,24-02-2020 11:38:39,Tbilisi,SDQN,YummyShop,Cocaine Pure VHQ 1g,True,5,нет,Тбилиси,1 гр,0.0172,12217,4657,420,190,,,,,,,,,,Cocaine Pure VHQ 1g
23,24-02-2020 11:38:39,Tbilisi,5JG6,BenderMan,"Cocaine, 1g",True,4,нет,Тбилиси,1 гр,0.0222,14146,5392,487,220,,,,,,,,,,"Cocaine, 1g"
24,24-02-2020 11:38:39,Tbilisi,YOI,Hashland,HASH Mexicana 1 g SALE -10% for bitcoin.,True,8,нет,Тбилиси,1 гр,0.0064,4512,1724,155,,,65,,,,,,,,HASH Mexicana 1 g SALE -10% for bitcoin.
25,24-02-2020 11:38:39,Tbilisi,5JG6,BenderMan,Ketamine 1g,True,2,нет,Тбилиси,1 гр,0.0101,6430,2451,221,100,,,,,,,,,,Ketamine 1g
26,24-02-2020 11:38:39,Tbilisi,LYHBG,Playboy,Ketamine 1g.,True,5,нет,Тбилиси,1 гр,0.009,5723,2181,197,89,,,,,,,,,,Ketamine 1g.
27,24-02-2020 11:38:39,Tbilisi,5JG6,BenderMan,"LSD - 250 ug, 1piece",True,2,нет,Тбилиси,1 гр,0.004,2572,980,88,40,,,,,,,,,,"LSD - 250 ug, 1piece"
28,24-02-2020 11:38:39,Tbilisi,BP40,WakeShop,Metadon VHQ 1 24/7,True,1,нет,Тбилиси,1 гр,0.0454,32150,12255,1106,500,,,,,,,,,,Metadon VHQ 1 24/7
29,24-02-2020 11:38:39,Tbilisi,91Z98,Avocado,VHQ BEST Cocaine 1g.,True,5,нет,Тбилиси,1 гр,0.0191,12796,4877,440,199,,,,,,,,,,VHQ BEST Cocaine 1g.
30,24-02-2020 11:38:39,Tbilisi,X4ZM,ZYX,Гашиш Double-Twesla ! 1g ! VHQ ! TOP ! NEW !,True,2,нет,Тбилиси,1 гр,0.0075,4823,1838,166,75,,,,,,,,,,Gashish Double-Twesla ! 1g ! VHQ ! TOP ! NEW !
31,24-02-2020 11:38:39,Tbilisi,EYO96,ROCKSHOP,"Метадон, 1gr",True,3,нет,Тбилиси,1 гр,0.0399,25720,9804,885,400,,,,,,,,,,"Metadon, 1gr"
32,24-02-2020 11:39:11,Tbilisi,JVZTQ,partyshop,2 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,1,нет,Тбилиси,2 гр,0.0235,15111,5760,520,235,,,,,,,,,,2 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
33,24-02-2020 11:39:11,Tbilisi,0WE,Khachapuri,"2 ecstasy New Pills! 💊""PARTY ROCK""💊 300 mg",True,2,нет,Тбилиси,2 гр,0.0073,4859,1857,167,,,70,,,,,,,,"2 ecstasy New Pills! 💊""PARTY ROCK""💊 300 mg"
34,24-02-2020 11:39:11,Tbilisi,JVZTQ,partyshop,2 ecstasy red maseratti VHQ екстази импорт с США,True,1,нет,Тбилиси,2 гр,0.009,5787,2206,199,90,,,,,,,,,,2 ecstasy red maseratti VHQ ekstazi import s SShA
35,24-02-2020 11:39:11,Tbilisi,0WE,Khachapuri,2 ecstasy 💊Tekashi69💊 260mg mdma (скидка в биктоин),True,2,нет,Тбилиси,2 гр,0.0073,4859,1857,167,,,70,,,,,,,,2 ecstasy 💊Tekashi69💊 260mg mdma (skidka v biktoin)
36,24-02-2020 11:39:11,Tbilisi,ABOAB,ProGrow,2G -- AK-47 -> Sativa,True,12,нет,Тбилиси,2 гр,0.0064,4180,1593,144,65,,,True,,,,,,,2G -- AK-47 -> Sativa
37,24-02-2020 11:39:11,Tbilisi,LYHBG,Playboy,2LSD ---- LSD ALBERT HOFFMAN 200ug,True,4,нет,Тбилиси,2 гр,0.008,5080,1936,175,79,,,,,,,,,,2LSD ---- LSD ALBERT HOFFMAN 200ug
38,24-02-2020 11:39:11,Tbilisi,OX85,amnesia420,2g PURPLE HAZE Sativa THC 19% / BTC -10%,True,1,нет,Тбилиси,2 гр,0.0068,4823,1838,166,75,,,,,,,,,,2g PURPLE HAZE Sativa THC 19% / BTC -10%
39,24-02-2020 11:39:11,Tbilisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 2.0g BTC SALE 5%,True,3,нет,Тбилиси,2 гр,0.0342,22184,8456,763,345,,,True,,,,,,,Columbia Cocaine VHQ 2.0g BTC SALE 5%
40,24-02-2020 11:39:11,Tbilisi,5JG6,BenderMan,Ketamine 2 g,True,5,нет,Тбилиси,2 гр,0.0182,11574,4412,398,180,,,,,,,,,,Ketamine 2 g
41,24-02-2020 11:39:11,Tbilisi,5JG6,BenderMan,"LSD - 250 ug, 2 pieces",True,9,нет,Тбилиси,2 гр,0.0071,4501,1716,155,70,,,,,,,,,,"LSD - 250 ug, 2 pieces"
42,24-02-2020 11:39:11,Tbilisi,UJP9,420Inc,Pineapple Express 2G pressed buds only (hydro),True,1,нет,Тбилиси,2 гр,0.0083,5466,2083,188,85,,,,,,,,,,Pineapple Express 2G pressed buds only (hydro)
43,24-02-2020 11:39:11,Tbilisi,91Z98,Avocado,VHQ BEST Cocaine 2g.,True,1,нет,Тбилиси,2 гр,0.0355,25077,9559,863,390,,,,,,,,,,VHQ BEST Cocaine 2g.
44,24-02-2020 11:39:11,Tbilisi,5J3H,coketbs,Кокаин КОЛУМБИА 2g,,3,нет,Тбилиси,2 гр,0.035,22441,8554,772,349,,,,True,,,,,,Kokain KOLUMBIA 2g
45,24-02-2020 11:39:11,Tbilisi,0WE,Khachapuri,🍃 2гр ГАШИШ 🍃,True,2,нет,Тбилиси,2 гр,0.0106,7073,2696,243,110,,,,,,,,,,🍃 2gr GAShISh 🍃
46,24-02-2020 11:39:11,Tbilisi,0WE,Khachapuri,"3 ecstasy New Pills! 💊""PARTY ROCK""💊 300 mg",True,1,нет,Тбилиси,3 гр,0.0104,6942,2653,239,,,100,,,,,,,,"3 ecstasy New Pills! 💊""PARTY ROCK""💊 300 mg"
47,24-02-2020 11:39:11,Tbilisi,0WE,Khachapuri,3 ecstasy 💊Tekashi69💊 260mg mdma (скидка в биктоин),True,1,нет,Тбилиси,3 гр,0.0104,6942,2653,239,,,100,,,,,,,,3 ecstasy 💊Tekashi69💊 260mg mdma (skidka v biktoin)
48,24-02-2020 11:39:11,Tbilisi,03F3,geoshop,3gr bubble hash thc 25% гашиш вишего качество HQ,True,1,нет,Тбилиси,3 гр,0.0245,15754,6005,542,245,,,,,,,,,,3gr bubble hash thc 25% gashish vishego kachestvo HQ
49,24-02-2020 11:39:11,Tbilisi,NVOG,ProperMgzn,3x Extasy Duracell 223mg MDMA,True,3,нет,Тбилиси,3 гр,0.0106,6752,2574,232,105,,,,,,,,,,3x Extasy Duracell 223mg MDMA
50,24-02-2020 11:39:11,Tbilisi,X4ZM,ZYX,NEW ! Easy Bud ! SALE !,True,3,нет,Тбилиси,3 гр,0.008,5144,1961,177,80,,,,,,,,,,NEW ! Easy Bud ! SALE !
51,24-02-2020 11:39:11,Tbilisi,9VLN,AlienShop,️‍🤩🌈️‍🌈️‍🌈3 LSD 200ug.🌈️‍🌈️‍🌈🤩,True,1,нет,Тбилиси,3 гр,0.01,6366,2426,219,99,,,,,,,,,,️‍🤩🌈️‍🌈️‍🌈3 LSD 200ug.🌈️‍🌈️‍🌈🤩
52,24-02-2020 11:39:11,Tbilisi,WLV7F,AGsgrowgro,metadon sirop 4ml,True,4,нет,Тбилиси,4 гр,0.0067,4308,1642,148,67,,,,,,,,,,metadon sirop 4ml
53,24-02-2020 11:39:11,Tbilisi,18FB,Mr.Green Tbilis,5 G Hybrid Marijuana Buds За BТС 10% СКИДКА,True,4,нет,Тбилиси,5 гр,0.0173,12217,4657,420,190,,,,,,,,,,5 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
54,24-02-2020 11:39:11,Tbilisi,0WE,Khachapuri,"5 ecstasy New Pills! 💊""PARTY ROCK""💊 300 mg",True,1,нет,Тбилиси,5 гр,0.0171,11454,4377,394,,,165,,,,,,,,"5 ecstasy New Pills! 💊""PARTY ROCK""💊 300 mg"
55,24-02-2020 11:39:11,Tbilisi,0WE,Khachapuri,5 ecstasy 💊Tekashi69💊 260mg mdma (скидка в биктоин),True,1,нет,Тбилиси,5 гр,0.0171,11454,4377,394,,,165,,,,,,,,5 ecstasy 💊Tekashi69💊 260mg mdma (skidka v biktoin)
56,24-02-2020 11:39:11,Tbilisi,NVOG,ProperMgzn,5x Extasy Duracell 223mg MDMA.,True,3,нет,Тбилиси,5 гр,0.0177,11253,4289,387,175,,,,,,,,,,5x Extasy Duracell 223mg MDMA.
57,24-02-2020 11:39:11,Tbilisi,5JG6,BenderMan,"LSD - 250 ug, 5 pieces",True,3,нет,Тбилиси,5 гр,0.0152,9645,3677,332,150,,,,,,,,,,"LSD - 250 ug, 5 pieces"
58,24-02-2020 11:39:11,Tbilisi,LYHBG,Playboy,NEW !!! 5G OG KusH !!! NEW,True,3,нет,Тбилиси,5 гр,0.0161,10224,3897,352,159,,,,,,,,,,NEW !!! 5G OG KusH !!! NEW
59,24-02-2020 11:39:11,Tbilisi,LYHBG,Playboy,NEW !!! 5G White Widow !!! NEW,True,3,нет,Тбилиси,5 гр,0.0156,9902,3775,341,154,,,,,,,,,,NEW !!! 5G White Widow !!! NEW
60,24-02-2020 11:39:11,Tbilisi,91Z98,Avocado,VHQ BEST Cocaine 5g.,True,1,нет,Тбилиси,5 гр,0.0782,55234,21054,1900,859,,,,,,,,,,VHQ BEST Cocaine 5g.
61,24-02-2020 11:39:11,Tbilisi,SM7B,SWEETWEED,гашиш евро 5г,True,1,нет,Тбилиси,5 гр,0.0202,13503,5147,465,210,,,,,,,,,,gashish evro 5g
62,24-02-2020 11:39:11,Tbilisi,0WE,Khachapuri,🍃 5гр ГАШИШ 🍃,True,1,нет,Тбилиси,5 гр,0.026,17361,6618,597,270,,,,,,,,,,🍃 5gr GAShISh 🍃
63,24-02-2020 11:39:11,Tbilisi,0WE,Khachapuri,"10 ecstasy New Pills! 💊""PARTY ROCK""💊 300 mg",True,1,нет,Тбилиси,10 гр,0.0311,20826,7959,717,,,300,,,,,,,,"10 ecstasy New Pills! 💊""PARTY ROCK""💊 300 mg"
64,24-02-2020 11:39:11,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 10шт. вес таблетки 450mg,True,13,нет,Тбилиси,10 гр,0.0267,17168,6544,591,267,,,,,,,,,,Extasy GUCCI 10sht. ves tabletki 450mg
65,24-02-2020 11:39:11,Tbilisi,0V3X,arinaneb,"special mix 10 g - gorila glue, amnezia, laughing buddha, northen light",True,2,нет,Тбилиси,10 гр,0.0319,22505,8579,774,350,,,,,,,,,,"special mix 10 g - gorila glue, amnezia, laughing buddha, northen light"
66,24-02-2020 11:39:11,Tbilisi,SM7B,SWEETWEED,гашиш евро 10г,True,2,нет,Тбилиси,10 гр,0.0384,25720,9804,885,400,,,,,,,,,,gashish evro 10g
67,24-02-2020 11:40:08,Tbilisi,F8K,BestAcid,"марки 25i-nbome 2,5mg (10шт)",True,14,нет,Тбилиси,10 гр,0.0086,6109,2328,210,95,,,,,,,,,,"marki 25i-nbome 2,5mg (10sht)"
68,24-02-2020 11:40:08,Tbilisi,0V3X,arinaneb,"weed gorila glue 20 gram, super duper, popcorn size",True,3,нет,Тбилиси,20 гр,0.0672,45011,17157,1548,700,,,,,,,,,,"weed gorila glue 20 gram, super duper, popcorn size"
69,24-02-2020 11:40:08,Tbilisi,SM7B,SWEETWEED,Гашиш Евро 20гр,True,1,нет,Тбилиси,20 гр,0.0746,49962,19044,1719,777,,,,,,,,,,Gashish Evro 20gr
70,24-02-2020 11:40:08,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 0.27 G (SALE),True,3,5,Тбилиси,0.27 гр,0.0229,14596,5564,502,227,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.27 G (SALE)
71,24-02-2020 11:40:08,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 0.35 G (SALE),True,нет,5,Тбилиси,0.35 гр,0.0303,19290,7353,664,300,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.35 G (SALE)
72,24-02-2020 11:40:08,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 1 G (SALE),True,нет,5,Тбилиси,1 гр,0.0606,38580,14706,1327,600,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 1 G (SALE)
73,24-02-2020 11:40:08,Tbilisi,SF03,CRAZYFROG,2 гр Afghan Mazar-i-Sharif Hash топ товар !!! Оплата BITCOIN -10% Скидка,True,нет,5,Тбилиси,2 гр,0.0167,10738,4093,369,167,,,,,,,,,,2 gr Afghan Mazar-i-Sharif Hash top tovar !!! Oplata BITCOIN -10% Skidka
74,24-02-2020 11:40:08,Tbilisi,SF03,CRAZYFROG,"2gr ROYAL AFGHANI HASH FINEST QUALITY гашиш топ качество ,Оплата BITCOIN -10% Скидка",True,нет,4,Тбилиси,2 гр,0.016,11454,4377,394,,,165,,,,,,,,"2gr ROYAL AFGHANI HASH FINEST QUALITY gashish top kachestvo ,Oplata BITCOIN -10% Skidka"
75,24-02-2020 11:40:08,Tbilisi,OX85,amnesia420,3g MIX / PURPLE HAZE + BLUE CHEESE + NORTHERN LIGHTS / BTC -10%,True,нет,1,Тбилиси,3 гр,0.01,7073,2696,243,110,,,,,,,,,,3g MIX / PURPLE HAZE + BLUE CHEESE + NORTHERN LIGHTS / BTC -10%
76,24-02-2020 11:40:08,Tbilisi,9VLN,AlienShop,❄❄❄NEW! 3g. HQ COCAINE❄❄❄,True,нет,5,Тбилиси,3 гр,0.0596,37937,14461,1305,590,,,,,,,,,,❄❄❄NEW! 3g. HQ COCAINE❄❄❄
77,24-02-2020 11:40:08,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,8,Тбилиси,4 гр,0.04,25720,9804,885,400,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
78,24-02-2020 11:40:08,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.055,35365,13481,1217,550,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
79,24-02-2020 11:40:08,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS saburtalo!! если платите с бтк скидка 1%,True,нет,8,Тбилиси,5 гр,0.024,15432,5882,531,240,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS saburtalo!! esli platite s btk skidka 1%
80,24-02-2020 11:40:08,Tbilisi,SF03,CRAZYFROG,5 gr Шишки “OG KUSH VHQ”,True,нет,10,Тбилиси,5 гр,0.025,16075,6128,553,250,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
81,24-02-2020 11:40:08,Tbilisi,7B8EQ,w1ld1nd1an,"5g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)",True,нет,9,Тбилиси,5 гр,0.1364,96451,36765,3318,1500,,,,,,,,,,"5g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)"
82,24-02-2020 11:40:08,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS saburtalo !! если платите с бтк скидка 10% !!,True,нет,2,Тбилиси,5 гр,0.025,16075,6128,553,250,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS saburtalo !! esli platite s btk skidka 10% !!
83,24-02-2020 11:40:08,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,10,Тбилиси,5 гр,0.025,16075,6128,553,250,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
84,24-02-2020 11:40:08,Tbilisi,SF03,CRAZYFROG,"5gr WHITE WIDOW марихуана шишки, Оплата BITCOIN -10% Скидка.",True,нет,2,Тбилиси,5 гр,0.0199,12796,4877,440,199,,,,,,,,,,"5gr WHITE WIDOW marihuana shishki, Oplata BITCOIN -10% Skidka."
85,24-02-2020 11:40:08,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,4,Тбилиси,5 гр,0.025,16075,6128,553,250,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
86,24-02-2020 11:40:08,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0199,14082,5368,484,219,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
87,24-02-2020 11:40:08,Tbilisi,V4QM9,PotHero420,"Godfather OG - (Only Buds, IMPORT) Шишки(всегда подъезд) 5G (BTC sale 10%) (предзаказ будет сделан очень оперативно)",True,нет,5,Тбилиси,5 гр,0.019,13439,5123,462,209,,,,,,,,,,"Godfather OG - (Only Buds, IMPORT) Shishki(vsegda pod'ezd) 5G (BTC sale 10%) (predzakaz budet sdelan ochen' operativno)"
88,24-02-2020 11:40:08,Tbilisi,V4QM9,PotHero420,"NEW! O.G. Kush - (Only Buds, IMPORT) Шишки(всегда подъезд) 5G (BTC sale 10%)",True,нет,4,Тбилиси,5 гр,0.019,13439,5123,462,209,,,,,,,,,,"NEW! O.G. Kush - (Only Buds, IMPORT) Shishki(vsegda pod'ezd) 5G (BTC sale 10%)"
89,24-02-2020 11:40:08,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана SABURTALO! если платите с бтк скидка 10% !!,True,нет,10,Тбилиси,5 гр,0.025,16075,6128,553,250,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana SABURTALO! esli platite s btk skidka 10% !!
90,24-02-2020 11:40:08,Tbilisi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),True,нет,19,Тбилиси,5 гр,0.0182,12860,4902,442,200,,,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
91,24-02-2020 11:40:08,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2686,190000,87429,6536,,,,,,,,,,,reagent 25i nbome. 5gr
92,24-02-2020 11:40:08,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2727,192902,73530,6636,3000,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
93,24-02-2020 11:40:08,Tbilisi,9VLN,AlienShop,❄❄5g. HQ coco Best OFFER❄❄,True,нет,5,Тбилиси,5 гр,0.0868,55234,21054,1900,859,,,,,,,,,,❄❄5g. HQ coco Best OFFER❄❄
94,24-02-2020 11:40:08,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,True,нет,1,Тбилиси,5 гр,0.0494,31443,11985,1082,489,,,,,,,,,,💘✨5g. MDMA ✨💘
95,24-02-2020 11:40:08,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,True,нет,5,Тбилиси,5 гр,0.0182,11574,4412,398,180,,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
96,24-02-2020 11:40:08,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.0809,52000,23928,1789,,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
97,24-02-2020 11:40:08,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,5,Тбилиси,10 гр,0.07,45011,17157,1548,700,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
98,24-02-2020 11:40:08,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,8,Тбилиси,10 гр,0.0399,25656,9779,883,399,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
99,24-02-2020 11:40:08,Tbilisi,7B8EQ,w1ld1nd1an,"10g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)",True,нет,2,Тбилиси,10 гр,0.2273,160752,61275,5530,2500,,,,,,,,,,"10g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)"
100,24-02-2020 11:40:47,Tbilisi,NVOG,ProperMgzn,10x Extasy Duracell 223mg MDMA.,True,1,5,Тбилиси,10 гр,0.0352,22505,8579,774,350,,,,,,,,,,10x Extasy Duracell 223mg MDMA.
101,24-02-2020 11:40:47,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,5,Тбилиси,10 гр,0.0796,51441,19608,1770,800,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
102,24-02-2020 11:40:47,Tbilisi,V4QM9,PotHero420,"Godfather OG - (Only Buds, IMPORT) Шишки(всегда подъезд) 10G (BTC sale 10%) (предзаказ будет сделан очень оперативно)",True,нет,5,Тбилиси,10 гр,0.0361,25656,9779,883,399,,,,,,,,,,"Godfather OG - (Only Buds, IMPORT) Shishki(vsegda pod'ezd) 10G (BTC sale 10%) (predzakaz budet sdelan ochen' operativno)"
