,time_stamp,region,sell_code,sell_name,description,Дигоми,готовых,предзаказ,город,вес,BTC,ք,₴,Br,€,Тбилиси,Old Tbilisi (Старый город),$,Saburtalo,Vake,Авлобари,Varketili,Батуми,Центр,desc_en
21,10-07-2020 06:38:57,Tbilisi,6KB,Marioshop,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀",,нет,5,Тбилиси,1 гр,0.0376,24928,9548,854,310,True,,,,,,,,,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀"
22,10-07-2020 06:38:57,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,,нет,4,Тбилиси,4 гр,0.0423,28352,10880,973,,True,,400,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
23,10-07-2020 06:38:57,Tbilisi,18FB,Mr.Green Tbilis,5 G Hybrid Marijuana Buds За BТС 10% СКИДКА,,нет,10,Тбилиси,5 гр,0.0265,17720,6800,608,,True,,250,,,,,,,5 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
24,10-07-2020 06:38:57,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,,нет,5,Тбилиси,5 гр,0.0582,38984,14960,1338,,True,,550,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
25,10-07-2020 06:38:57,Tbilisi,BB6E,WEEDSH0P,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",,нет,6,Тбилиси,5 гр,0.0286,19138,7344,657,,True,,270,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
26,10-07-2020 06:38:57,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,,нет,5,Тбилиси,5 гр,0.0296,19846,7616,681,,True,,280,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
27,10-07-2020 06:38:57,Tbilisi,SF03,CRAZYFROG,5 gr top buds white widow wишки THC 25% VHQ,,нет,6,Тбилиси,5 гр,0.0291,19492,7480,669,,True,,275,,,,,,,5 gr top buds white widow wishki THC 25% VHQ
28,10-07-2020 06:38:57,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,,нет,4,Тбилиси,5 гр,0.0254,17011,6528,584,,True,,240,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
29,10-07-2020 06:38:57,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",,нет,7,Тбилиси,5 гр,0.0296,19846,7616,681,,True,,280,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
30,10-07-2020 06:38:57,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,,нет,6,Тбилиси,5 гр,0.0286,19138,7344,657,,True,,270,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
31,10-07-2020 06:38:57,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",,нет,2,Тбилиси,5 гр,0.0211,15523,5957,533,,True,,219,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
32,10-07-2020 06:38:57,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,,нет,3,Тбилиси,5 гр,0.0286,19138,7344,657,,True,,270,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
33,10-07-2020 06:39:53,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,,нет,2,Тбилиси,5 гр,0.258,190000,87429,6521,,True,,,,,,,,,reagent 25i nbome. 5gr
34,10-07-2020 06:39:53,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2887,212640,81600,7300,,,True,3000,,,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
35,10-07-2020 06:39:53,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,,нет,1,Тбилиси,10 гр,0.0953,63792,24480,2190,,True,,900,,,,,,,10 gr mdma Kristally ochen silni import s evropi
36,10-07-2020 06:39:53,Tbilisi,SF03,CRAZYFROG,10 gr top buds white widow wишки THC 25% VHQ,,нет,10,Тбилиси,10 гр,0.0582,38984,14960,1338,,True,,550,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
37,10-07-2020 06:39:53,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,,нет,2,Тбилиси,10 гр,0.0741,49616,19040,1703,,True,,700,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
38,10-07-2020 06:39:53,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",,нет,5,Тбилиси,10 гр,0.0445,29770,11424,1022,,True,,420,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
39,10-07-2020 06:39:53,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,,нет,3,Тбилиси,10 гр,0.0847,56704,21760,1947,,True,,800,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
40,10-07-2020 06:39:53,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,,нет,1,Тбилиси,10 гр,0.2356,157708,60520,5414,,True,,2225,,,,,,,Amfetamin [White] [Import] 10G
41,10-07-2020 06:39:53,Tbilisi,6KB,Marioshop,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,,нет,5,Тбилиси,11 гр,0.0473,31361,12012,1074,390,True,,,,,,,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
42,10-07-2020 06:39:53,Tbilisi,6KB,Marioshop,"🧞‍♂️🔮🎭 XTC™️ ""1 Million Paco Rabanne®️"" 300mg MDMA©️ 10+1pc 🎭🔮🧞‍♀️",,нет,4,Тбилиси,11 гр,0.0484,32085,12289,1099,399,True,,,,,,,,,"🧞‍♂️🔮🎭 XTC™️ ""1 Million Paco Rabanne®️"" 300mg MDMA©️ 10+1pc 🎭🔮🧞‍♀️"
43,10-07-2020 06:39:53,Tbilisi,XUYA,MRweed,"Hindu Kush (photoperiod, regular) 15 гр",,нет,1,Тбилиси,15 гр,0.0626,46072,17680,1582,,True,,650,,,,,,,"Hindu Kush (photoperiod, regular) 15 gr"
44,10-07-2020 06:39:53,Tbilisi,SF03,CRAZYFROG,100 gr marijuana buds,,нет,1,Тбилиси,100 гр,0.2541,170112,65280,5840,,True,,2400,,,,,,,100 gr marijuana buds
45,10-07-2020 06:39:53,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,,1,1,Тбилиси,100 гр,0.2647,177200,68000,6083,,True,,2500,,,,,,,Marihuana [Shishki] [Gali] 100G
46,10-07-2020 06:39:53,Tbilisi,3Y9,HIGHTHC,180 gr марихуана персоално,,нет,1,Тбилиси,180 гр,0.6246,418192,160480,14356,,True,,5900,,,,,,,180 gr marihuana persoalno
47,10-07-2020 06:39:53,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,,нет,3,Тбилиси,10000 гр,0.8999,602480,231200,20682,,True,,8500,,,,,,,10000sht marki 25i-nbome. predoplata
48,10-07-2020 06:39:53,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,,2,нет,Тбилиси,1 гр,0.0193,14176,5440,487,,True,,200,,,,,,,KURYER..500RUB.+BONUS
49,10-07-2020 06:39:53,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",,1,нет,Тбилиси,1 гр,0.0265,17720,6800,608,,True,,250,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
50,10-07-2020 06:39:53,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",,нет,1,Тбилиси,1 гр,0.0212,14176,5440,487,,True,,200,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
51,10-07-2020 06:39:53,Tbilisi,A3I9,Joookerrr,Работа на марки (курьер),,нет,3,Тбилиси,1 гр,0.0265,17720,6800,608,,True,,250,,,,,,,Rabota na marki (kur'er)
52,10-07-2020 06:39:53,Tbilisi,6P9R,RickNMorty,рик и морти ишит куриера зп от 2000 $ в месец залог 500$ | Rick And Morty Need DG Sallary from 2000$ prepay 500$,,нет,1,Тбилиси,5 гр,0.0529,35440,13600,1217,,True,,500,,,,,,,rik i morti ishit kuriera zp ot 2000 $ v mesets zalog 500$ | Rick And Morty Need DG Sallary from 2000$ prepay 500$
53,10-07-2020 06:39:53,Tbilisi,X4ZM,ZYX,Работа курьером,,нет,1,Тбилиси,10 гр,0.0193,14176,5440,487,,True,,200,,,,,,,Rabota kur'erom
54,10-07-2020 06:39:53,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Тбилиси,400 гр,1.6025,1063200,408000,36498,,True,,15000,,,,,,,Vakansija optovogo kur'era na mef
55,10-07-2020 06:39:53,Tbilisi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,3,Тбилиси,1000 гр,0.0529,35440,13600,1217,,,True,500,,True,,True,,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
56,10-07-2020 06:41:24,Batumi,BN40,Panters,Метамфетамин 1г,,1,нет,Батуми,1 гр,0.0144,10632,4080,365,,,,150,,,,,True,,Metamfetamin 1g
57,10-07-2020 06:41:24,Batumi,5HQU,LIKEaBOSS,Golosa(GHS)+ DOS-vi-DOS 2g,,4,нет,Батуми,2 гр,0.0193,14176,5440,487,,,,200,,,,,True,,Golosa(GHS)+ DOS-vi-DOS 2g
58,10-07-2020 06:41:24,Batumi,BN40,Panters,Таблы Punisher 300 mg. 3шт.,,1,нет,Батуми,3 гр,0.0241,17720,6800,608,,,,250,,,,,True,,Tably Punisher 300 mg. 3sht.
59,10-07-2020 06:41:24,Batumi,6KB,Marioshop,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀",,нет,5,Батуми,1 гр,0.0376,24928,9548,854,310,,,,,,,,True,,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀"
60,10-07-2020 06:41:24,Batumi,6KB,Marioshop,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,,нет,5,Батуми,11 гр,0.0473,31361,12012,1074,390,,,,,,,,True,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
61,10-07-2020 06:41:24,Batumi,6KB,Marioshop,"🧞‍♂️🔮🎭 XTC™️ ""1 Million Paco Rabanne®️"" 300mg MDMA©️ 10+1pc 🎭🔮🧞‍♀️",,нет,4,Батуми,11 гр,0.0484,32085,12289,1099,399,,,,,,,,True,,"🧞‍♂️🔮🎭 XTC™️ ""1 Million Paco Rabanne®️"" 300mg MDMA©️ 10+1pc 🎭🔮🧞‍♀️"
62,10-07-2020 06:41:24,Batumi,QHW5I,DrugEA,❥ Твой! ГАШИШ Марокко 500 грамм ♥,,нет,1,Батуми,500 гр,0.1688,112990,51992,3878,,,,,,,,,True,,❥ Tvoj! GAShISh Marokko 500 gramm ♥
63,10-07-2020 06:41:24,Batumi,QHW5I,DrugEA,❥Твой! ГАШИШ Марокко 1000 грамм ♥,,нет,1,Батуми,1000 гр,0.2672,178900,82321,6140,,,,,,,,,True,,❥Tvoj! GAShISh Marokko 1000 gramm ♥
64,10-07-2020 06:41:24,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0096,7088,2720,243,,,,100,,,,,True,,kur'er v Batumi
65,10-07-2020 06:41:24,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0241,17720,6800,608,,,,250,,,,,True,,Rabota kladmenom. Tol'ko shishki.
66,10-07-2020 06:41:24,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0241,17720,6800,608,,,,250,,,,,True,,Ischu kur'era v Gruzii!
67,10-07-2020 06:41:24,Batumi,GGVQZ,KARAVANos,Курьер Батуми на марихуану,,нет,1,Батуми,1 гр,0.0212,14176,5440,487,,,,200,,,,,True,,Kur'er Batumi na marihuanu
68,10-07-2020 06:41:24,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.6025,1063200,408000,36498,,,,15000,,,,,True,,Vakansija optovogo kur'era na mef
69,10-07-2020 06:41:24,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0529,35440,13600,1217,,,,500,,,,,,True,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
