,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Vake,Saburtalo,Didube,Nadzaladevi,€,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
24,29-04-2020 07:44:43,Tbilisi,A3I9,Joookerrr,"MDMA чистоган!!! ""Цуунаммииии удовольсвия""!!!! 0.7 гр!!!",True,нет,2,Тбилиси,0.7 гр,0.0132,7830,2861,259,105,,,,,,,,,,,"MDMA chistogan!!! ""Tsuunammiiii udovol'svija""!!!! 0.7 gr!!!"
25,29-04-2020 07:44:43,Tbilisi,A3I9,Joookerrr,"MDMA чистоган!!! ""Цуунаммииии удовольсвия""!!!! 1 грамм",True,нет,2,Тбилиси,1 гр,0.017,10067,3679,333,135,,,,,,,,,,,"MDMA chistogan!!! ""Tsuunammiiii udovol'svija""!!!! 1 gramm"
26,29-04-2020 07:44:43,Tbilisi,A3I9,Joookerrr,"Бупренорфин 1 грамм (Предложение для тех кто хочет победить так называемую ""Ломку"")",True,нет,1,Тбилиси,1 гр,0.0408,26656,9768,874,,,,,,330,,,,,,"Buprenorfin 1 gramm (Predlozhenie dlja teh kto hochet pobedit' tak nazyvaemuju ""Lomku"")"
27,29-04-2020 07:44:43,Tbilisi,9VLN,AlienShop,❄❄2g HQ COCAINE❄❄,True,нет,8,Тбилиси,2 гр,0.0468,27517,10055,909,369,,,,,,,,,,,❄❄2g HQ COCAINE❄❄
28,29-04-2020 07:44:43,Tbilisi,A3I9,Joookerrr,"MDMA чистоган!!! ""Цуунаммииии удовольсвия""!!!! 2.5 грамм",True,нет,1,Тбилиси,2.5 гр,0.0283,16778,6131,554,225,,,,,,,,,,,"MDMA chistogan!!! ""Tsuunammiiii udovol'svija""!!!! 2.5 gramm"
29,29-04-2020 07:44:43,Tbilisi,9VLN,AlienShop,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,10,Тбилиси,3 гр,0.0735,43176,15778,1426,579,,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
30,29-04-2020 07:44:43,Tbilisi,A3I9,Joookerrr,"""JoKer Express"" - Марки н боом 4 штуки!",True,нет,1,Тбилиси,4 гр,0.0075,4474,1635,148,60,,,,,,,,,,,"""JoKer Express"" - Marki n boom 4 shtuki!"
31,29-04-2020 07:44:43,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,7,Тбилиси,4 гр,0.0503,29828,10900,985,400,,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
32,29-04-2020 07:44:43,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0691,41014,14988,1355,550,,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
33,29-04-2020 07:44:43,Tbilisi,SF03,CRAZYFROG,5 gr Шишки “OG KUSH VHQ”,True,нет,4,Тбилиси,5 гр,0.0214,12677,4633,419,170,,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
34,29-04-2020 07:45:38,Tbilisi,OX85,amnesia420,5g WEED MIX / выбери свои сорта,True,нет,3,Тбилиси,5 гр,0.0274,16256,5941,537,218,,,,,,,,,,,5g WEED MIX / vyberi svoi sorta
35,29-04-2020 07:45:38,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,9,Тбилиси,5 гр,0.025,14840,5423,490,199,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
36,29-04-2020 07:45:38,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,6,Тбилиси,5 гр,0.025,14840,5423,490,199,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
37,29-04-2020 07:45:38,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.025,16331,5968,539,219,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
38,29-04-2020 07:45:38,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,4,Тбилиси,5 гр,0.025,14840,5423,490,199,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
39,29-04-2020 07:45:38,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2912,190000,87429,6265,,,,,,,,,,,,reagent 25i nbome. 5gr
40,29-04-2020 07:45:38,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.3428,223712,81750,7389,3000,,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
41,29-04-2020 07:45:38,Tbilisi,9VLN,AlienShop,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,9,Тбилиси,5 гр,0.1218,71513,26133,2362,959,,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
42,29-04-2020 07:45:38,Tbilisi,9VLN,AlienShop,️‍🌈️‍🌈️‍🌈️‍🌈️‍🌈5шт. L S D 200ug.🌈️‍🌈️‍🌈️‍🌈️‍🌈,True,нет,5,Тбилиси,5 гр,0.024,14094,5150,466,189,,,,,,,,,,,️‍🌈️‍🌈️‍🌈️‍🌈️‍🌈5sht. L S D 200ug.🌈️‍🌈️‍🌈️‍🌈️‍🌈
43,29-04-2020 07:45:38,Tbilisi,9VLN,AlienShop,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,5,Тбилиси,5 гр,0.0241,14168,5178,468,190,,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
44,29-04-2020 07:45:38,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,True,нет,5,Тбилиси,5 гр,0.0621,36465,13325,1204,489,,,,,,,,,,,💘✨5g. MDMA ✨💘
45,29-04-2020 07:45:38,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,True,нет,5,Тбилиси,5 гр,0.024,14094,5150,466,189,,,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
46,29-04-2020 07:45:38,Tbilisi,A3I9,Joookerrr,"""Джокер экспрес"" марки нбооом 10 шт",True,нет,3,Тбилиси,10 гр,0.0138,8203,2998,271,110,,,,,,,,,,,"""Dzhoker ekspres"" marki nbooom 10 sht"
47,29-04-2020 07:45:38,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.1131,67114,24525,2217,900,,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
48,29-04-2020 07:45:38,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,3,Тбилиси,10 гр,0.088,52199,19075,1724,700,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
49,29-04-2020 07:45:38,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,5,Тбилиси,10 гр,0.0402,23863,8720,788,320,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
50,29-04-2020 07:45:38,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,4,Тбилиси,10 гр,0.1006,59656,21800,1970,800,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
51,29-04-2020 07:45:38,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2797,165920,60631,5480,2225,,,,,,,,,,,Amfetamin [White] [Import] 10G
52,29-04-2020 07:45:38,Tbilisi,9VLN,AlienShop,☃️❄NEW 10g.COCAINE❄☃️,True,нет,6,Тбилиси,10 гр,0.1979,116256,42483,3840,1559,,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
53,29-04-2020 07:45:38,Tbilisi,9VLN,AlienShop,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.0468,27517,10055,909,369,,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
54,29-04-2020 07:45:38,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,1,Тбилиси,10 гр,0.038,22297,8148,736,299,,,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
55,29-04-2020 07:45:38,Tbilisi,XH0NP,XX-PABLO-XX,METADON - 20 G.,True,нет,2,Тбилиси,20 гр,0.6348,372853,136250,12315,5000,,,,,,,,,,,METADON - 20 G.
56,29-04-2020 07:45:38,Tbilisi,9VLN,AlienShop,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.076,44668,16323,1475,599,,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
57,29-04-2020 07:45:38,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 50шт. вес таблетки 450mg,True,нет,1,Тбилиси,50 гр,0.1383,82028,29975,2709,1100,,,,,,,,,,,Extasy GUCCI 50sht. ves tabletki 450mg
58,29-04-2020 07:45:38,Tbilisi,SF03,CRAZYFROG,100 gr marijuana buds,True,нет,1,Тбилиси,100 гр,0.3017,178969,65400,5911,2400,,,,,,,,,,,100 gr marijuana buds
59,29-04-2020 07:45:38,Tbilisi,PTO3,MeDuZa777,AKA-47 ONLY BUDS 100g TOP VHQ,True,нет,3,Тбилиси,100 гр,0.3771,223712,81750,7389,3000,,,,,,,,,,,AKA-47 ONLY BUDS 100g TOP VHQ
60,29-04-2020 07:45:38,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2514,149141,54500,4926,2000,,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
61,29-04-2020 07:45:38,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.3143,186427,68125,6158,2500,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
62,29-04-2020 07:45:38,Tbilisi,3Y9,HIGHTHC,180 gr марихуана персоално,True,нет,1,Тбилиси,180 гр,0.7416,439967,160775,14532,5900,,,,,,,,,,,180 gr marihuana persoalno
63,29-04-2020 07:45:38,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.5782,343025,125350,11330,4600,,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
64,29-04-2020 07:45:38,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.9427,559280,204375,18473,7500,,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
65,29-04-2020 07:45:38,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,1.0684,633850,231625,20936,8500,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
66,29-04-2020 07:45:38,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,2,нет,Тбилиси,1 гр,0.0229,14914,5450,493,200,,,,,,,,,,,KURYER..500RUB.+BONUS
67,29-04-2020 07:45:38,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0251,14914,5450,493,200,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
68,29-04-2020 07:45:38,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0314,18643,6813,616,250,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
69,29-04-2020 07:46:32,Tbilisi,A3I9,Joookerrr,Работа на марки (курьер),True,нет,1,Тбилиси,25 гр,0.0251,14914,5450,493,200,,,,,,,,,,,Rabota na marki (kur'er)
70,29-04-2020 07:46:32,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.9026,1118559,408750,36945,15000,,,,,,,,,,,Vakansija optovogo kur'era na mef
71,29-04-2020 07:47:30,Batumi,XHR,420Factory,Power Africa 5g,,1,нет,Батуми,5 гр,0.0171,11186,4088,369,150,,,,,,,,True,,,Power Africa 5g
72,29-04-2020 07:47:30,Batumi,A3I9,Joookerrr,Батуми н-бооом 10 штук,,2,нет,Батуми,10 гр,0.0124,8077,2960,265,,,,,,100,,,True,,,Batumi n-booom 10 shtuk
73,29-04-2020 07:47:30,Batumi,CL7K,go420times,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.2765,164055,59950,5419,2200,,,,,,,,True,,,[100g] SPAIN HASH
74,29-04-2020 07:47:30,Batumi,XH0NP,XX-PABLO-XX,METADON - 20 G.,,нет,1,Батуми,20 гр,0.6348,372853,136250,12315,5000,,,,,,,,True,,,METADON - 20 G.
75,29-04-2020 07:47:30,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0114,7457,2725,246,100,,,,,,,,True,,,kur'er v Batumi
76,29-04-2020 07:47:30,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0286,18643,6813,616,250,,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
77,29-04-2020 07:47:30,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0286,18643,6813,616,250,,,,,,,,True,,,Ischu kur'era v Gruzii!
78,29-04-2020 07:47:30,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.9026,1118559,408750,36945,15000,,,,,,,,True,,,Vakansija optovogo kur'era na mef
79,29-04-2020 07:47:30,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0629,37285,13625,1232,500,,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
80,29-04-2020 07:48:55,Kutaisi,EIH4,San4oPan4o,MDMA from Europe!!! 1.5g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,2,нет,Кутаиси,1.5 гр,0.0235,14094,5150,466,189,,,,,,,,,,True,MDMA from Europe!!! 1.5g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
81,29-04-2020 07:48:55,Kutaisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 2g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,7,нет,Кутаиси,2 гр,0.0608,36092,13189,1192,484,,,,,,,,,,True,Columbia Cocaine VHQ 2g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
82,29-04-2020 07:48:55,Kutaisi,EIH4,San4oPan4o,MDMA from Europe!!! 3g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,9,нет,Кутаиси,3 гр,0.0418,24832,9074,820,333,,,,,,,,,,True,MDMA from Europe!!! 3g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
83,29-04-2020 07:48:55,Kutaisi,A3I9,Joookerrr,Работа на марки (курьер),,нет,1,Кутаиси,25 гр,0.0251,14914,5450,493,200,,,,,,,,,,True,Rabota na marki (kur'er)
