,Unnamed: 0,time_stamp,region,sell_code,description,Saburtalo,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Тбилиси,Gldani,€,Old Tbilisi (Старый город),Авлобари,Vake,Varketili,Батуми,Центр,Кутаиси,desc_en
10,10,21-07-2020 13:19:25,Tbilisi,cb721d4bca,2 gr top buds white widow wишки THC 25% VHQ,,3,нет,Тбилиси,2 гр,0.0116,7916,3058,264,110.0,True,,,,,,,,,,2 gr top buds white widow wishki THC 25% VHQ
11,11,21-07-2020 13:19:25,Tbilisi,bb1791277e,2gr LSD-25 marijuana BUDS thc 22% шишки топ!!! при пакупке бтк скидка 1%,,2,нет,Тбилиси,2 гр,0.0127,8636,3336,288,120.0,True,,,,,,,,,,2gr LSD-25 marijuana BUDS thc 22% shishki top!!! pri pakupke btk skidka 1%
12,12,21-07-2020 13:19:25,Tbilisi,e56bb6ca93,3gr чистый пудра от марихуаны. DRIED MARIJUANA POWDER,,1,нет,Тбилиси,3 гр,0.0059,3958,1529,132,55.0,True,,,,,,,,,,3gr chistyj pudra ot marihuany. DRIED MARIJUANA POWDER
13,13,21-07-2020 13:19:25,Tbilisi,83f3d55917,Badazz Kush 3G VHQ 25% THC,True,3,нет,Тбилиси,3 гр,0.0138,9355,3614,312,130.0,,,,,,,,,,,Badazz Kush 3G VHQ 25% THC
14,14,21-07-2020 13:19:25,Tbilisi,4659482266,Marijuana Super Skunk leaves 3g plan,,6,нет,Тбилиси,3 гр,0.0036,2447,945,82,34.0,,True,,,,,,,,,Marijuana Super Skunk leaves 3g plan
15,15,21-07-2020 13:19:25,Tbilisi,7c395c455d,5 gr Amnesia Haze шишки импорт с европы тгк 28%,,1,нет,Тбилиси,5 гр,0.0275,18710,7228,624,260.0,True,,,,,,,,,,5 gr Amnesia Haze shishki import s evropy tgk 28%
16,16,21-07-2020 13:19:25,Tbilisi,bb1791277e,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,,1,нет,Тбилиси,5 гр,0.0296,20150,7784,672,280.0,True,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
17,17,21-07-2020 13:19:25,Tbilisi,7c395c455d,5 marijuana BUDS northen lights 24% THC ШИШКИ!!!,,1,нет,Тбилиси,5 гр,0.0286,19430,7506,648,270.0,True,,,,,,,,,,5 marijuana BUDS northen lights 24% THC ShIShKI!!!
18,18,21-07-2020 13:19:25,Tbilisi,8528108b62,5g. марихуана шишки Critical,,1,нет,Тбилиси,5 гр,0.0188,14033,5421,468,195.0,True,,,,,,,,,,5g. marihuana shishki Critical
19,19,21-07-2020 13:19:25,Tbilisi,dd631c4acf,🚲🎉🚲 6 Pacco Rabanne 300mdma ecstasy 🚲🎉🚲,,2,нет,Тбилиси,6 гр,0.0321,21589,8340,720,300.0,True,,,,,,,,,,🚲🎉🚲 6 Pacco Rabanne 300mdma ecstasy 🚲🎉🚲
20,20,21-07-2020 13:19:25,Tbilisi,c225d2f67d,Гашиш Евро 10гр,,1,нет,Тбилиси,10 гр,0.0462,32383,12510,1080,450.0,True,,,,,,,,,,Gashish Evro 10gr
21,21,21-07-2020 13:19:25,Tbilisi,8528108b62,12g. марихуана шишки Critical,,1,нет,Тбилиси,12 гр,0.0317,23748,9174,792,330.0,True,,,,,,,,,,12g. marihuana shishki Critical
22,22,21-07-2020 13:19:25,Tbilisi,ce6827deee,"марки 25i-nbome 2,5mg (25шт)",,2,нет,Тбилиси,25 гр,0.0173,12953,5004,432,180.0,True,,,,,,,,,,"marki 25i-nbome 2,5mg (25sht)"
23,23,21-07-2020 13:19:25,Tbilisi,ea97036e14,Метамферамин рацемат 60 г (мини-опт),,1,нет,Тбилиси,60 гр,0.2135,143926,55600,4798,2000.0,True,,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
24,24,21-07-2020 13:19:25,Tbilisi,d30ed85c42,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀",,нет,4,Тбилиси,1 гр,0.0379,25541,9858,852,,True,,310.0,,,,,,,,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀"
25,25,21-07-2020 13:19:25,Tbilisi,7f1273da70,марихуана пудра высокое качество 4грам,,нет,10,Тбилиси,4 гр,0.0063,4678,1807,156,65.0,True,,,,,,,,,,marihuana pudra vysokoe kachestvo 4gram
26,26,21-07-2020 13:19:25,Tbilisi,89f7212915,5 G Hybrid Marijuana Buds За BТС 10% СКИДКА,,нет,10,Тбилиси,5 гр,0.0264,17991,6950,600,250.0,True,,,,,,,,,,5 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
27,27,21-07-2020 13:19:25,Tbilisi,4a91350669,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,,нет,2,Тбилиси,5 гр,0.0582,39580,15290,1319,550.0,True,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
28,28,21-07-2020 13:19:25,Tbilisi,bb1791277e,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",,1,6,Тбилиси,5 гр,0.0286,19430,7506,648,270.0,True,,,,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
29,29,21-07-2020 13:19:25,Tbilisi,cb721d4bca,5 gr top buds white widow wишки THC 25% VHQ,,нет,6,Тбилиси,5 гр,0.0291,19790,7645,660,275.0,True,,,,,,,,,,5 gr top buds white widow wishki THC 25% VHQ
30,30,21-07-2020 13:19:25,Tbilisi,bb1791277e,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,,1,4,Тбилиси,5 гр,0.0254,17271,6672,576,240.0,True,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
31,31,21-07-2020 13:19:25,Tbilisi,cb721d4bca,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",,нет,6,Тбилиси,5 гр,0.0296,20150,7784,672,280.0,True,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
32,32,21-07-2020 13:19:25,Tbilisi,bb1791277e,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,,нет,6,Тбилиси,5 гр,0.0286,19430,7506,648,270.0,True,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
33,33,21-07-2020 13:19:25,Tbilisi,1dfc50c91e,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",,нет,2,Тбилиси,5 гр,0.0211,15760,6088,525,219.0,True,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
34,34,21-07-2020 13:19:25,Tbilisi,54915c4374,"Extazzy ""Gucci"" для стильных людей (5 Грамм)",,нет,8,Тбилиси,5 гр,0.0249,16911,6533,564,235.0,True,,,,,,,,,,"Extazzy ""Gucci"" dlja stil'nyh ljudej (5 Gramm)"
35,35,21-07-2020 13:20:36,Tbilisi,bb1791277e,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,,нет,3,Тбилиси,5 гр,0.0286,19430,7506,648,270.0,True,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
36,36,21-07-2020 13:20:36,Tbilisi,16be2c8499,реагент 25i nbome. 5гр,,нет,2,Тбилиси,5 гр,0.2539,190000,87429,6339,,True,,,,,,,,,,reagent 25i nbome. 5gr
37,37,21-07-2020 13:20:36,Tbilisi,16be2c8499,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2885,215888,83400,7197,3000.0,,,,True,True,,,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
38,38,21-07-2020 13:20:36,Tbilisi,ccc85b93d8,🍬🍬🍬Ex Masserati Red 465 mg 5pc🍬🍬🍬,,нет,2,Тбилиси,5 гр,0.0264,17991,6950,600,250.0,True,,,,,,,,,,🍬🍬🍬Ex Masserati Red 465 mg 5pc🍬🍬🍬
39,39,21-07-2020 13:20:36,Tbilisi,d30ed85c42,🧞‍♂️🌈🌈🌈LSD 220ug from California 5pc🌈🌈🌈🧞‍♀️,,нет,3,Тбилиси,5 гр,0.0244,16478,6360,549,,True,,200.0,,,,,,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 5pc🌈🌈🌈🧞‍♀️
40,40,21-07-2020 13:20:36,Tbilisi,7c395c455d,10 gr mdma Кристаллы очен силни импорт с европи,,нет,1,Тбилиси,10 гр,0.0952,64767,25020,2159,900.0,True,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
41,41,21-07-2020 13:20:36,Tbilisi,cb721d4bca,10 gr top buds white widow wишки THC 25% VHQ,,нет,10,Тбилиси,10 гр,0.0582,39580,15290,1319,550.0,True,,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
42,42,21-07-2020 13:20:36,Tbilisi,4a91350669,10 gr гашиш VHQ gorilla glue hash тгк 28 %,,нет,2,Тбилиси,10 гр,0.0741,50374,19460,1679,700.0,True,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
43,43,21-07-2020 13:20:36,Tbilisi,bb1791277e,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",,нет,5,Тбилиси,10 гр,0.0444,30224,11676,1008,420.0,True,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
44,44,21-07-2020 13:20:36,Tbilisi,cb721d4bca,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,,нет,3,Тбилиси,10 гр,0.0846,57570,22240,1919,800.0,True,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
45,45,21-07-2020 13:20:36,Tbilisi,54915c4374,"Extazzy ""Gucci"" для стильных людей (10 грамм)",,нет,8,Тбилиси,10 гр,0.0444,30224,11676,1008,420.0,True,,,,,,,,,,"Extazzy ""Gucci"" dlja stil'nyh ljudej (10 gramm)"
46,46,21-07-2020 13:20:36,Tbilisi,7f1273da70,Northern Lights Regular [budsonly] 10gram,,1,10,Тбилиси,10 гр,0.0365,27346,10564,912,380.0,True,,,,,,,,,,Northern Lights Regular [budsonly] 10gram
47,47,21-07-2020 13:20:36,Tbilisi,35c7cbba1f,Амфетамин [White] [Import] 10G,,нет,1,Тбилиси,10 гр,0.2354,160117,61855,5338,2225.0,True,,,,,,,,,,Amfetamin [White] [Import] 10G
48,48,21-07-2020 13:20:36,Tbilisi,ccc85b93d8,🍬🍬🍬Ex Masserati Red 465 mg 10pc🍬🍬🍬,,нет,1,Тбилиси,10 гр,0.0434,29505,11398,984,410.0,True,,,,,,,,,,🍬🍬🍬Ex Masserati Red 465 mg 10pc🍬🍬🍬
49,49,21-07-2020 13:20:36,Tbilisi,d30ed85c42,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️,,нет,5,Тбилиси,10 гр,0.0538,36252,13992,1209,,True,,440.0,,,,,,,,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️
50,50,21-07-2020 13:20:36,Tbilisi,d30ed85c42,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,,нет,5,Тбилиси,11 гр,0.0477,32132,12402,1071,,True,,390.0,,,,,,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
51,51,21-07-2020 13:20:36,Tbilisi,3c9bc6f8e9,"Hindu Kush (photoperiod, regular) 15 гр",,нет,1,Тбилиси,15 гр,0.0625,46776,18070,1559,650.0,True,,,,,,,,,,"Hindu Kush (photoperiod, regular) 15 gr"
52,52,21-07-2020 13:20:36,Tbilisi,cb721d4bca,100 gr marijuana buds,,нет,1,Тбилиси,100 гр,0.2539,172711,66720,5758,2400.0,True,,,,,,,,,,100 gr marijuana buds
53,53,21-07-2020 13:20:36,Tbilisi,35c7cbba1f,Марихуана [Шишки] [Гали] 100G,,1,1,Тбилиси,100 гр,0.2645,179907,69500,5998,2500.0,True,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
54,54,21-07-2020 13:20:36,Tbilisi,16be2c8499,Мощные жирные марки 25i nbome 100шт. Готовые клады в Грузии от производителя!,,нет,3,Тбилиси,100 гр,0.037000000000000005,25187,9730,840,350.0,,,,True,True,True,,,,,Moschnye zhirnye marki 25i nbome 100sht. Gotovye klady v Gruzii ot proizvoditelja!
55,55,21-07-2020 13:20:36,Tbilisi,69672fee0d,180 gr марихуана персоално,,нет,1,Тбилиси,180 гр,0.6242,424581,164020,14154,5900.0,True,,,,,,,,,,180 gr marihuana persoalno
56,56,21-07-2020 13:20:36,Tbilisi,16be2c8499,500 шт. марки 25i nbome. готовый клад в Тбилиси.,True,нет,4,Тбилиси,500 гр,0.127,86355,33360,2879,1200.0,,,,True,True,,True,,,,500 sht. marki 25i nbome. gotovyj klad v Tbilisi.
57,57,21-07-2020 13:20:36,Tbilisi,16be2c8499,10000шт марки 25i-nbome. предоплата,,нет,3,Тбилиси,10000 гр,0.8993,611684,236300,20392,8500.0,True,,,,,,,,,,10000sht marki 25i-nbome. predoplata
58,58,21-07-2020 13:20:36,Tbilisi,f9eb3bf4d6,KURYER..500RUB.+BONUS,,2,нет,Тбилиси,1 гр,0.0192,14393,5560,480,200.0,True,,,,,,,,,,KURYER..500RUB.+BONUS
59,59,21-07-2020 13:20:36,Tbilisi,e771f4c371,Работа курьер в Тбилиси 15 лари на клад толка марихуана,True,1,нет,Тбилиси,1 гр,0.0159,10794,4170,360,150.0,,,,,,,,,,,Rabota kur'er v Tbilisi 15 lari na klad tolka marihuana
60,60,21-07-2020 13:20:36,Tbilisi,21de5577be,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",,1,нет,Тбилиси,1 гр,0.0264,17991,6950,600,250.0,True,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
61,61,21-07-2020 13:20:36,Tbilisi,f374062dcd,Курьер Фасовщик залог обязательно 400$ 5гр,,1,нет,Тбилиси,5 гр,0.0385,28785,11120,960,400.0,True,,,,,,,,,,Kur'er Fasovschik zalog objazatel'no 400$ 5gr
62,62,21-07-2020 13:20:36,Tbilisi,ebadfc162f,"Galiak ищет курьерa толка за марихуани в тбилиси, клад 8$. Залог с 200$",,1,нет,Тбилиси,10 гр,0.0192,14393,5560,480,200.0,True,,,,,,,,,,"Galiak ischet kur'era tolka za marihuani v tbilisi, klad 8$. Zalog s 200$"
63,63,21-07-2020 13:20:36,Tbilisi,cb721d4bca,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",,нет,1,Тбилиси,1 гр,0.0212,14393,5560,480,200.0,True,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
64,64,21-07-2020 13:20:36,Tbilisi,54915c4374,Работа на марки (курьер),,нет,3,Тбилиси,1 гр,0.0264,17991,6950,600,250.0,True,,,,,,,,,,Rabota na marki (kur'er)
65,65,21-07-2020 13:20:36,Tbilisi,52fe6d0af9,рик и морти ишит куриера зп от 2000 $ в месец залог 500$ | Rick And Morty Need DG Sallary from 2000$ prepay 500$,,нет,1,Тбилиси,5 гр,0.0529,35981,13900,1200,500.0,True,,,,,,,,,,rik i morti ishit kuriera zp ot 2000 $ v mesets zalog 500$ | Rick And Morty Need DG Sallary from 2000$ prepay 500$
66,66,21-07-2020 13:20:36,Tbilisi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Тбилиси,400 гр,1.6013,1079442,417000,35985,15000.0,True,,,,,,,,,,Vakansija optovogo kur'era na mef
67,67,21-07-2020 13:20:36,Tbilisi,16be2c8499,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,3,Тбилиси,1000 гр,0.0529,35981,13900,1200,500.0,,,,True,,True,True,,,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
68,68,21-07-2020 13:22:59,Batumi,3b3ba4f5a5,Мощные шишки Y-Griega (Sativa) 5г,,1,нет,Батуми,5 гр,0.037000000000000005,25187,9730,840,350.0,,,,,,,,True,,,Moschnye shishki Y-Griega (Sativa) 5g
69,69,21-07-2020 13:22:59,Batumi,3c4662c591,Super Critical 10G,,2,нет,Батуми,10 гр,0.0476,32383,12510,1080,450.0,,,,,,,,,True,,Super Critical 10G
70,70,21-07-2020 13:22:59,Batumi,d30ed85c42,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀",,нет,2,Батуми,1 гр,0.0379,25541,9858,852,,,,310.0,,,,,True,,,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀"
71,71,21-07-2020 13:22:59,Batumi,7c2ccfb3f3,Мефедрон 3г,,нет,3,Батуми,3 гр,0.0336,25187,9730,840,350.0,,,,,,,,True,,,Mefedron 3g
72,72,21-07-2020 13:22:59,Batumi,7c2ccfb3f3,Таблы Punisher 300 mg. 5шт.,,нет,5,Батуми,5 гр,0.0404,30224,11676,1008,420.0,,,,,,,,True,,,Tably Punisher 300 mg. 5sht.
73,73,21-07-2020 13:22:59,Batumi,d30ed85c42,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️,,нет,4,Батуми,10 гр,0.0537,36252,13992,1209,,,,440.0,,,,,True,,,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️
74,74,21-07-2020 13:22:59,Batumi,d30ed85c42,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,,нет,5,Батуми,11 гр,0.0476,32132,12402,1071,,,,390.0,,,,,True,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
75,75,21-07-2020 13:22:59,Batumi,d30ed85c42,"🧞‍♂️🔮🎭 XTC™️ ""1 Million Paco Rabanne®️"" 300mg MDMA©️ 10+1pc 🎭🔮🧞‍♀️",,нет,2,Батуми,11 гр,0.0487,32874,12688,1096,,,,399.0,,,,,True,,,"🧞‍♂️🔮🎭 XTC™️ ""1 Million Paco Rabanne®️"" 300mg MDMA©️ 10+1pc 🎭🔮🧞‍♀️"
76,76,21-07-2020 13:22:59,Batumi,321e2f622a,❥ Твой! ГАШИШ Марокко 500 грамм ♥,,нет,1,Батуми,500 гр,0.166,112990,51992,3770,,,,,,,,,True,,,❥ Tvoj! GAShISh Marokko 500 gramm ♥
77,77,21-07-2020 13:22:59,Batumi,321e2f622a,❥Твой! ГАШИШ Марокко 1000 грамм ♥,,нет,1,Батуми,1000 гр,0.2628,178900,82321,5968,,,,,,,,,True,,,❥Tvoj! GAShISh Marokko 1000 gramm ♥
78,78,21-07-2020 13:22:59,Batumi,22610cd7c4,курьер в Батуми,,1,нет,Батуми,1 гр,0.0096,7196,2780,240,100.0,,,,,,,,True,,,kur'er v Batumi
79,79,21-07-2020 13:22:59,Batumi,012f23b5ea,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.024,17991,6950,600,250.0,,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
80,80,21-07-2020 13:22:59,Batumi,ce6827deee,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.024,17991,6950,600,250.0,,,,,,,,True,,,Ischu kur'era v Gruzii!
81,81,21-07-2020 13:22:59,Batumi,3b3ba4f5a5,Курьер Батуми на марихуану,,нет,1,Батуми,1 гр,0.0211,14393,5560,480,200.0,,,,,,,,True,,,Kur'er Batumi na marihuanu
82,82,21-07-2020 13:22:59,Batumi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.6,1079442,417000,35985,15000.0,,,,,,,,True,,,Vakansija optovogo kur'era na mef
83,83,21-07-2020 13:22:59,Batumi,16be2c8499,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0529,35981,13900,1200,500.0,,,,,,,,,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
84,84,21-07-2020 13:25:04,Kutaisi,b7446e2cca,CUSTOM Шишки 230g 3in1,,1,нет,Кутаиси,230 гр,0.4461,303683,117316,10124,4220.0,,,,,,,,,,True,CUSTOM Shishki 230g 3in1
