,Unnamed: 0,time_stamp,region,sell_code,description,Saburtalo,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Тбилиси,Gldani,€,Old Tbilisi (Старый город),Авлобари,Vake,Varketili,Батуми,Центр,Кутаиси,desc_en
17,17,21-07-2020 23:19:34,Tbilisi,cb721d4bca,2 gr top buds white widow wишки THC 25% VHQ,,2,нет,Тбилиси,2 гр,0.0114,7806,3075,264,110.0,True,,,,,,,,,,2 gr top buds white widow wishki THC 25% VHQ
18,18,21-07-2020 23:19:34,Tbilisi,69672fee0d,2 г SOUR DIESEL марихуана шишки топ качество тгк 28%,,2,нет,Тбилиси,2 гр,0.0104,7097,2795,240,100.0,True,,,,,,,,,,2 g SOUR DIESEL marihuana shishki top kachestvo tgk 28%
19,19,21-07-2020 23:19:34,Tbilisi,3c9bc6f8e9,"Amnesia Haze (photoperiod, regular) 2 гр. Спокойно, Надёжно, Качественно.",,2,нет,Тбилиси,2 гр,0.0104,7806,3075,264,110.0,True,,,,,,,,,,"Amnesia Haze (photoperiod, regular) 2 gr. Spokojno, Nadezhno, Kachestvenno."
20,20,21-07-2020 23:19:34,Tbilisi,83f3d55917,Badazz Kush 3G VHQ 25% THC,True,3,нет,Тбилиси,3 гр,0.0135,9226,3634,312,130.0,,,,,,,,,,,Badazz Kush 3G VHQ 25% THC
21,21,21-07-2020 23:19:34,Tbilisi,4659482266,Marijuana Super Skunk leaves 3g plan,,5,нет,Тбилиси,3 гр,0.003,2058,811,70,29.0,,True,,,,,,,,,Marijuana Super Skunk leaves 3g plan
22,22,21-07-2020 23:19:34,Tbilisi,e771f4c371,Red Cherry 4.2G 27%THC *VHQ* FROM EUROPE,,1,нет,Тбилиси,4.2 гр,0.0208,14193,5590,480,200.0,True,,,,,,,,,,Red Cherry 4.2G 27%THC *VHQ* FROM EUROPE
23,23,21-07-2020 23:19:34,Tbilisi,7c395c455d,5 gr Amnesia Haze шишки импорт с европы тгк 28%,,1,нет,Тбилиси,5 гр,0.027000000000000003,18451,7267,624,260.0,True,,,,,,,,,,5 gr Amnesia Haze shishki import s evropy tgk 28%
24,24,21-07-2020 23:19:34,Tbilisi,bb1791277e,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,,1,нет,Тбилиси,5 гр,0.0291,19871,7826,672,280.0,True,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
25,25,21-07-2020 23:19:34,Tbilisi,7c395c455d,5 marijuana BUDS northen lights 24% THC ШИШКИ!!!,,1,нет,Тбилиси,5 гр,0.0281,19161,7547,648,270.0,True,,,,,,,,,,5 marijuana BUDS northen lights 24% THC ShIShKI!!!
26,26,21-07-2020 23:19:34,Tbilisi,8528108b62,5g. марихуана шишки Critical,,1,нет,Тбилиси,5 гр,0.0184,13839,5450,468,195.0,True,,,,,,,,,,5g. marihuana shishki Critical
27,27,21-07-2020 23:19:34,Tbilisi,3c9bc6f8e9,"Hindu Kush (photoperiod, regular) 5гр",,1,нет,Тбилиси,5 гр,0.0227,17032,6708,576,240.0,True,,,,,,,,,,"Hindu Kush (photoperiod, regular) 5gr"
28,28,21-07-2020 23:19:34,Tbilisi,8528108b62,12g. марихуана шишки Critical,,1,нет,Тбилиси,12 гр,0.0312,23419,9224,792,330.0,True,,,,,,,,,,12g. marihuana shishki Critical
29,29,21-07-2020 23:19:34,Tbilisi,ce6827deee,"марки 25i-nbome 2,5mg (25шт)",,2,нет,Тбилиси,25 гр,0.017,12774,5031,432,180.0,True,,,,,,,,,,"marki 25i-nbome 2,5mg (25sht)"
30,30,21-07-2020 23:19:34,Tbilisi,ea97036e14,Метамферамин рацемат 60 г (мини-опт),,1,нет,Тбилиси,60 гр,0.2098,141934,55900,4798,2000.0,True,,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
31,31,21-07-2020 23:19:34,Tbilisi,d30ed85c42,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀",,нет,4,Тбилиси,1 гр,0.0372,25187,9905,852,,True,,310.0,,,,,,,,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀"
32,32,21-07-2020 23:19:34,Tbilisi,7f1273da70,марихуана пудра высокое качество 4грам,,нет,10,Тбилиси,4 гр,0.0061,4613,1817,156,65.0,True,,,,,,,,,,marihuana pudra vysokoe kachestvo 4gram
33,33,21-07-2020 23:19:34,Tbilisi,89f7212915,5 G Hybrid Marijuana Buds За BТС 10% СКИДКА,,нет,10,Тбилиси,5 гр,0.026000000000000002,17742,6988,600,250.0,True,,,,,,,,,,5 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
34,34,21-07-2020 23:19:34,Tbilisi,4a91350669,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,,нет,2,Тбилиси,5 гр,0.0572,39032,15373,1319,550.0,True,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
35,35,21-07-2020 23:20:34,Tbilisi,bb1791277e,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",,1,6,Тбилиси,5 гр,0.0281,19161,7547,648,270.0,True,,,,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
36,36,21-07-2020 23:20:34,Tbilisi,cb721d4bca,5 gr top buds white widow wишки THC 25% VHQ,,нет,6,Тбилиси,5 гр,0.0286,19516,7686,660,275.0,True,,,,,,,,,,5 gr top buds white widow wishki THC 25% VHQ
37,37,21-07-2020 23:20:34,Tbilisi,bb1791277e,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,,1,4,Тбилиси,5 гр,0.025,17032,6708,576,240.0,True,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
38,38,21-07-2020 23:20:34,Tbilisi,cb721d4bca,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",,нет,6,Тбилиси,5 гр,0.0291,19871,7826,672,280.0,True,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
39,39,21-07-2020 23:20:34,Tbilisi,bb1791277e,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,,нет,6,Тбилиси,5 гр,0.0281,19161,7547,648,270.0,True,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
40,40,21-07-2020 23:20:34,Tbilisi,1dfc50c91e,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",,нет,2,Тбилиси,5 гр,0.0207,15542,6121,525,219.0,True,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
41,41,21-07-2020 23:20:34,Tbilisi,54915c4374,"Extazzy ""Gucci"" для стильных людей (5 Грамм)",,нет,8,Тбилиси,5 гр,0.0244,16677,6568,564,235.0,True,,,,,,,,,,"Extazzy ""Gucci"" dlja stil'nyh ljudej (5 Gramm)"
42,42,21-07-2020 23:20:34,Tbilisi,bb1791277e,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,,нет,3,Тбилиси,5 гр,0.0281,19161,7547,648,270.0,True,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
43,43,21-07-2020 23:20:34,Tbilisi,16be2c8499,реагент 25i nbome. 5гр,,нет,2,Тбилиси,5 гр,0.253,190000,87429,6339,,True,,,,,,,,,,reagent 25i nbome. 5gr
44,44,21-07-2020 23:20:34,Tbilisi,16be2c8499,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2835,212900,83850,7197,3000.0,,,,True,True,,,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
45,45,21-07-2020 23:20:34,Tbilisi,ccc85b93d8,🍬🍬🍬Ex Masserati Red 465 mg 5pc🍬🍬🍬,,нет,2,Тбилиси,5 гр,0.026000000000000002,17742,6988,600,250.0,True,,,,,,,,,,🍬🍬🍬Ex Masserati Red 465 mg 5pc🍬🍬🍬
46,46,21-07-2020 23:20:34,Tbilisi,d30ed85c42,🧞‍♂️🌈🌈🌈LSD 220ug from California 5pc🌈🌈🌈🧞‍♀️,,нет,2,Тбилиси,5 гр,0.024,16250,6390,549,,True,,200.0,,,,,,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 5pc🌈🌈🌈🧞‍♀️
47,47,21-07-2020 23:20:34,Tbilisi,7c395c455d,10 gr mdma Кристаллы очен силни импорт с европи,,нет,1,Тбилиси,10 гр,0.0936,63870,25155,2159,900.0,True,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
48,48,21-07-2020 23:20:34,Tbilisi,cb721d4bca,10 gr top buds white widow wишки THC 25% VHQ,,нет,10,Тбилиси,10 гр,0.0572,39032,15373,1319,550.0,True,,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
49,49,21-07-2020 23:20:34,Tbilisi,4a91350669,10 gr гашиш VHQ gorilla glue hash тгк 28 %,,нет,2,Тбилиси,10 гр,0.0728,49677,19565,1679,700.0,True,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
50,50,21-07-2020 23:20:34,Tbilisi,bb1791277e,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",,нет,5,Тбилиси,10 гр,0.0437,29806,11739,1008,420.0,True,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
51,51,21-07-2020 23:20:34,Tbilisi,cb721d4bca,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,,нет,3,Тбилиси,10 гр,0.0832,56773,22360,1919,800.0,True,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
52,52,21-07-2020 23:20:34,Tbilisi,54915c4374,"Extazzy ""Gucci"" для стильных людей (10 грамм)",,нет,8,Тбилиси,10 гр,0.0437,29806,11739,1008,420.0,True,,,,,,,,,,"Extazzy ""Gucci"" dlja stil'nyh ljudej (10 gramm)"
53,53,21-07-2020 23:20:34,Tbilisi,7f1273da70,Northern Lights Regular [budsonly] 10gram,,1,10,Тбилиси,10 гр,0.0359,26967,10621,912,380.0,True,,,,,,,,,,Northern Lights Regular [budsonly] 10gram
54,54,21-07-2020 23:20:34,Tbilisi,35c7cbba1f,Амфетамин [White] [Import] 10G,,нет,1,Тбилиси,10 гр,0.2313,157901,62189,5338,2225.0,True,,,,,,,,,,Amfetamin [White] [Import] 10G
55,55,21-07-2020 23:20:34,Tbilisi,ccc85b93d8,🍬🍬🍬Ex Masserati Red 465 mg 10pc🍬🍬🍬,,нет,1,Тбилиси,10 гр,0.0426,29096,11460,984,410.0,True,,,,,,,,,,🍬🍬🍬Ex Masserati Red 465 mg 10pc🍬🍬🍬
56,56,21-07-2020 23:20:34,Tbilisi,d30ed85c42,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️,,нет,5,Тбилиси,10 гр,0.0529,35750,14058,1209,,True,,440.0,,,,,,,,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️
57,57,21-07-2020 23:20:34,Tbilisi,d30ed85c42,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,,нет,5,Тбилиси,11 гр,0.0468,31687,12461,1071,,True,,390.0,,,,,,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
58,58,21-07-2020 23:20:34,Tbilisi,3c9bc6f8e9,"Hindu Kush (photoperiod, regular) 15 гр",,нет,1,Тбилиси,15 гр,0.0614,46128,18168,1559,650.0,True,,,,,,,,,,"Hindu Kush (photoperiod, regular) 15 gr"
59,59,21-07-2020 23:20:34,Tbilisi,cb721d4bca,100 gr marijuana buds,,нет,1,Тбилиси,100 гр,0.2495,170320,67080,5758,2400.0,True,,,,,,,,,,100 gr marijuana buds
60,60,21-07-2020 23:20:34,Tbilisi,35c7cbba1f,Марихуана [Шишки] [Гали] 100G,,1,1,Тбилиси,100 гр,0.2599,177417,69875,5998,2500.0,True,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
61,61,21-07-2020 23:20:34,Tbilisi,16be2c8499,Мощные жирные марки 25i nbome 100шт. Готовые клады в Грузии от производителя!,,нет,3,Тбилиси,100 гр,0.0364,24838,9783,840,350.0,,,,True,True,True,,,,,Moschnye zhirnye marki 25i nbome 100sht. Gotovye klady v Gruzii ot proizvoditelja!
62,62,21-07-2020 23:20:34,Tbilisi,69672fee0d,180 gr марихуана персоално,,нет,1,Тбилиси,180 гр,0.6134,418704,164905,14154,5900.0,True,,,,,,,,,,180 gr marihuana persoalno
63,63,21-07-2020 23:20:34,Tbilisi,16be2c8499,500 шт. марки 25i nbome. готовый клад в Тбилиси.,True,нет,4,Тбилиси,500 гр,0.1248,85160,33540,2879,1200.0,,,,True,True,,True,,,,500 sht. marki 25i nbome. gotovyj klad v Tbilisi.
64,64,21-07-2020 23:20:34,Tbilisi,16be2c8499,10000шт марки 25i-nbome. предоплата,,нет,3,Тбилиси,10000 гр,0.8837,603218,237575,20392,8500.0,True,,,,,,,,,,10000sht marki 25i-nbome. predoplata
65,65,21-07-2020 23:20:34,Tbilisi,f9eb3bf4d6,KURYER..500RUB.+BONUS,,2,нет,Тбилиси,1 гр,0.0189,14193,5590,480,200.0,True,,,,,,,,,,KURYER..500RUB.+BONUS
66,66,21-07-2020 23:20:34,Tbilisi,e771f4c371,Работа курьер в Тбилиси 15 лари на клад толка марихуана,True,1,нет,Тбилиси,1 гр,0.0156,10645,4193,360,150.0,,,,,,,,,,,Rabota kur'er v Tbilisi 15 lari na klad tolka marihuana
67,67,21-07-2020 23:20:34,Tbilisi,21de5577be,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",,1,нет,Тбилиси,1 гр,0.026000000000000002,17742,6988,600,250.0,True,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
68,68,21-07-2020 23:20:34,Tbilisi,f374062dcd,Курьер Фасовщик залог обязательно 400$ 5гр,,1,нет,Тбилиси,5 гр,0.0378,28387,11180,960,400.0,True,,,,,,,,,,Kur'er Fasovschik zalog objazatel'no 400$ 5gr
69,69,21-07-2020 23:20:34,Tbilisi,ebadfc162f,"ищеm курьерa толка за марихуани в тбилиси, клад 8$. Залог с 200$",,1,нет,Тбилиси,10 гр,0.0189,14193,5590,480,200.0,True,,,,,,,,,,"ischem kur'era tolka za marihuani v tbilisi, klad 8$. Zalog s 200$"
70,70,21-07-2020 23:21:33,Tbilisi,54915c4374,Работа на марки (курьер),,нет,3,Тбилиси,1 гр,0.026000000000000002,17742,6988,600,250.0,True,,,,,,,,,,Rabota na marki (kur'er)
71,71,21-07-2020 23:21:33,Tbilisi,52fe6d0af9,рик и морти ишит куриера зп от 2000 $ в месец залог 500$ | Rick And Morty Need DG Sallary from 2000$ prepay 500$,,нет,1,Тбилиси,5 гр,0.0519,35483,13975,1200,500.0,True,,,,,,,,,,rik i morti ishit kuriera zp ot 2000 $ v mesets zalog 500$ | Rick And Morty Need DG Sallary from 2000$ prepay 500$
72,72,21-07-2020 23:21:33,Tbilisi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Тбилиси,400 гр,1.5717,1064502,419250,35985,15000.0,True,,,,,,,,,,Vakansija optovogo kur'era na mef
73,73,21-07-2020 23:21:33,Tbilisi,16be2c8499,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,3,Тбилиси,1000 гр,0.0519,35483,13975,1200,500.0,,,,True,,True,True,,,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
74,74,21-07-2020 23:23:47,Batumi,3b3ba4f5a5,Мелкие шишки (Indica) 2г,,3,нет,Батуми,2 гр,0.0044,2981,1174,101,42.0,,,,,,,,True,,,Melkie shishki (Indica) 2g
75,75,21-07-2020 23:23:47,Batumi,3c9bc6f8e9,Gelato Grinded Moonrocks (измельченные мунроки) Эксклюзив. 5гр,,1,нет,Батуми,5 гр,0.0283,21290,8385,720,300.0,,,,,,,,True,,,Gelato Grinded Moonrocks (izmel'chennye munroki) Ekskljuziv. 5gr
76,76,21-07-2020 23:23:47,Batumi,3b3ba4f5a5,Мощные шишки Y-Griega (Sativa) 5г,,1,нет,Батуми,5 гр,0.0364,24838,9783,840,350.0,,,,,,,,True,,,Moschnye shishki Y-Griega (Sativa) 5g
77,77,21-07-2020 23:23:47,Batumi,3c4662c591,Super Critical 10G,,2,нет,Батуми,10 гр,0.0468,31935,12578,1080,450.0,,,,,,,,,True,,Super Critical 10G
78,78,21-07-2020 23:23:47,Batumi,d30ed85c42,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀",,нет,2,Батуми,1 гр,0.0372,25187,9905,852,,,,310.0,,,,,True,,,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀"
79,79,21-07-2020 23:23:47,Batumi,7c2ccfb3f3,Мефедрон 3г,,нет,3,Батуми,3 гр,0.0331,24838,9783,840,350.0,,,,,,,,True,,,Mefedron 3g
80,80,21-07-2020 23:23:47,Batumi,7c2ccfb3f3,Таблы Punisher 300 mg. 5шт.,,нет,5,Батуми,5 гр,0.0397,29806,11739,1008,420.0,,,,,,,,True,,,Tably Punisher 300 mg. 5sht.
81,81,21-07-2020 23:23:47,Batumi,d30ed85c42,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️,,нет,4,Батуми,10 гр,0.0528,35750,14058,1209,,,,440.0,,,,,True,,,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️
82,82,21-07-2020 23:23:47,Batumi,d30ed85c42,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,,нет,5,Батуми,11 гр,0.0468,31687,12461,1071,,,,390.0,,,,,True,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
83,83,21-07-2020 23:23:47,Batumi,d30ed85c42,"🧞‍♂️🔮🎭 XTC™️ ""1 Million Paco Rabanne®️"" 300mg MDMA©️ 10+1pc 🎭🔮🧞‍♀️",,нет,2,Батуми,11 гр,0.0479,32419,12748,1096,,,,399.0,,,,,True,,,"🧞‍♂️🔮🎭 XTC™️ ""1 Million Paco Rabanne®️"" 300mg MDMA©️ 10+1pc 🎭🔮🧞‍♀️"
84,84,21-07-2020 23:23:47,Batumi,321e2f622a,❥ Твой! ГАШИШ Марокко 500 грамм ♥,,нет,1,Батуми,500 гр,0.1655,112990,51992,3770,,,,,,,,,True,,,❥ Tvoj! GAShISh Marokko 500 gramm ♥
85,85,21-07-2020 23:23:47,Batumi,321e2f622a,❥Твой! ГАШИШ Марокко 1000 грамм ♥,,нет,1,Батуми,1000 гр,0.262,178900,82321,5968,,,,,,,,,True,,,❥Tvoj! GAShISh Marokko 1000 gramm ♥
86,86,21-07-2020 23:23:47,Batumi,22610cd7c4,курьер в Батуми,,1,нет,Батуми,1 гр,0.0094,7097,2795,240,100.0,,,,,,,,True,,,kur'er v Batumi
87,87,21-07-2020 23:23:47,Batumi,012f23b5ea,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0236,17742,6988,600,250.0,,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
88,88,21-07-2020 23:23:47,Batumi,ce6827deee,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0236,17742,6988,600,250.0,,,,,,,,True,,,Ischu kur'era v Gruzii!
89,89,21-07-2020 23:23:47,Batumi,3b3ba4f5a5,Курьер Батуми на марихуану,,нет,1,Батуми,1 гр,0.0208,14193,5590,480,200.0,,,,,,,,True,,,Kur'er Batumi na marihuanu
90,90,21-07-2020 23:23:47,Batumi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.5731,1064502,419250,35985,15000.0,,,,,,,,True,,,Vakansija optovogo kur'era na mef
91,91,21-07-2020 23:23:47,Batumi,16be2c8499,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.052000000000000005,35483,13975,1200,500.0,,,,,,,,,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
92,92,21-07-2020 23:26:08,Kutaisi,b7446e2cca,CUSTOM Шишки 230g 3in1,,1,нет,Кутаиси,230 гр,0.4386,299480,117949,10124,4220.0,,,,,,,,,,True,CUSTOM Shishki 230g 3in1
