,time_stamp,region,sell_code,sell_name,description,Saburtalo,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Тбилиси,Gldani,Дигоми,€,Nadzaladevi,Didube,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
27,19-03-2020 03:27:40,Tbilisi,A3I9,Joookerrr,Божественный эифорик!!! Марки нбооооом!!! 3 штуки!!!,,5,нет,Тбилиси,3 гр,0.0073,3861,1415,122,50,True,,,,,,,,,,,Bozhestvennyj eiforik!!! Marki nbooooom!!! 3 shtuki!!!
28,19-03-2020 03:27:40,Tbilisi,C7LQ,Scandal,"5 Grm MDMA , Purity A +++",,2,нет,Тбилиси,5 гр,0.047,24708,9056,781,320,True,,,,,,,,,,,"5 Grm MDMA , Purity A +++"
29,19-03-2020 03:27:40,Tbilisi,BCF,Doitgod,5 Grm Mdma Pure Quality A +++,,1,нет,Тбилиси,5 гр,0.0479,23164,8490,732,300,True,,,,,,,,,,,5 Grm Mdma Pure Quality A +++
30,19-03-2020 03:27:40,Tbilisi,0WE,Khachapuri,5 gr mdma (скидка в биткоин 5%),,2,нет,Тбилиси,5 гр,0.0545,27164,9888,859,,True,,,320,,,,,,,,5 gr mdma (skidka v bitkoin 5%)
31,19-03-2020 03:27:40,Tbilisi,NVOG,ProperMgzn,5x Extasy Duracell 223mg MDMA.,,7,нет,Тбилиси,5 гр,0.0285,13512,4953,427,175,True,,,,,,,,,,,5x Extasy Duracell 223mg MDMA.
32,19-03-2020 03:27:40,Tbilisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 5g BTC SALE 5%!!,,3,нет,Тбилиси,5 гр,0.1271,60767,22272,1921,787,,,True,,,,,,,,,Columbia Cocaine VHQ 5g BTC SALE 5%!!
33,19-03-2020 03:27:40,Tbilisi,TDSHF,THC,Hybrid Gagarin. 5g.,,1,нет,Тбилиси,5 гр,0.0341,16987,6226,537,220,,,,,True,,,,,,,Hybrid Gagarin. 5g.
34,19-03-2020 03:28:26,Tbilisi,6UG,Good Enuff,Мощные жирные марки 25i nbome 5шт. Готовые клады в Грузии от производителя!,,10,нет,Тбилиси,5 гр,0.0096,5019,1840,159,65,True,,,,,,,,,,,Moschnye zhirnye marki 25i nbome 5sht. Gotovye klady v Gruzii ot proizvoditelja!
35,19-03-2020 03:28:26,Tbilisi,EIH4,San4oPan4o,MDMA from Europe!!! 5g + (0.5g hash подарок !!!!) BTC SALE 5%!!,,4,нет,Тбилиси,5.5 гр,0.0526,25094,9198,793,325,,,True,,,,,,,,,MDMA from Europe!!! 5g + (0.5g hash podarok !!!!) BTC SALE 5%!!
36,19-03-2020 03:28:26,Tbilisi,UJP9,420Inc,THC Snow Leavs 6G,,1,нет,Тбилиси,6 гр,0.0081,4247,1557,134,55,True,,,,,,,,,,,THC Snow Leavs 6G
37,19-03-2020 03:28:26,Tbilisi,P5MBO,ToppoT,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨,,1,нет,Тбилиси,10 гр,0.059,28183,10330,891,365,,,,,,True,,,,,,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨
38,19-03-2020 03:28:26,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 10шт. вес таблетки 450mg,,1,нет,Тбилиси,10 гр,0.0432,20616,7556,652,267,True,,,,,,,,,,,Extasy GUCCI 10sht. ves tabletki 450mg
39,19-03-2020 03:28:26,Tbilisi,6UG,Good Enuff,Мощные жирные марки 25i nbome 10шт. Готовые клады в Грузии от производителя!,,6,нет,Тбилиси,10 гр,0.0146,7644,2802,242,99,True,True,,,,,,,,,,Moschnye zhirnye marki 25i nbome 10sht. Gotovye klady v Gruzii ot proizvoditelja!
40,19-03-2020 03:28:26,Tbilisi,SM7B,SWEETWEED,гашиш евро 10г,,2,нет,Тбилиси,10 гр,0.0621,30885,11320,977,400,True,,,,,,,,,,,gashish evro 10g
41,19-03-2020 03:28:26,Tbilisi,EIH4,San4oPan4o,MDMA from Europe!!! 10g + (1g hash подарок !!!!) BTC SALE 5%!!,,1,нет,Тбилиси,11 гр,0.1027,49030,17971,1550,635,,,True,,,,,,,,,MDMA from Europe!!! 10g + (1g hash podarok !!!!) BTC SALE 5%!!
42,19-03-2020 03:28:26,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 0.27 G (SALE),,10,10,Тбилиси,0.27 гр,0.0371,17527,6424,554,227,True,,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.27 G (SALE)
43,19-03-2020 03:28:26,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 0.27 G - (SALE),,14,5,Тбилиси,0.27 гр,0.0371,17527,6424,554,227,True,,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.27 G - (SALE)
44,19-03-2020 03:28:26,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 1.1 G (SALE),,2,3,Тбилиси,1.1 гр,0.1062,50189,18395,1587,650,True,,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 1.1 G (SALE)
45,19-03-2020 03:28:26,Tbilisi,9VLN,AlienShop,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,,нет,3,Тбилиси,3 гр,0.0964,45556,16697,1440,590,True,,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
46,19-03-2020 03:28:26,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,,нет,7,Тбилиси,4 гр,0.0647,30885,11320,977,400,True,,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
47,19-03-2020 03:28:26,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,,нет,5,Тбилиси,5 гр,0.0889,42467,15565,1343,550,True,,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
48,19-03-2020 03:28:26,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,,нет,3,Тбилиси,5 гр,0.0252,12045,4415,381,156,True,,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
49,19-03-2020 03:28:26,Tbilisi,SF03,CRAZYFROG,5 gr Шишки “OG KUSH VHQ”,,нет,10,Тбилиси,5 гр,0.0322,15365,5632,486,199,True,,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
50,19-03-2020 03:28:26,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,,нет,1,Тбилиси,5 гр,0.0259,12354,4528,391,160,True,,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
51,19-03-2020 03:28:26,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",,нет,10,Тбилиси,5 гр,0.0322,15365,5632,486,199,True,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
52,19-03-2020 03:28:26,Tbilisi,SF03,CRAZYFROG,"5gr WHITE WIDOW марихуана шишки, Оплата BITCOIN -10% Скидка.",,нет,1,Тбилиси,5 гр,0.0322,15365,5632,486,199,True,,,,,,,,,,,"5gr WHITE WIDOW marihuana shishki, Oplata BITCOIN -10% Skidka."
53,19-03-2020 03:28:26,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,,нет,9,Тбилиси,5 гр,0.0234,11196,4104,354,145,True,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
54,19-03-2020 03:28:26,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",,нет,2,Тбилиси,5 гр,0.0322,16910,6198,535,219,True,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
55,19-03-2020 03:28:26,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - 5 G. (SHISHKI) (SALE),,нет,5,Тбилиси,5 гр,0.049,23164,8490,732,300,True,,,,,,,,,,,MARIXYANA - 5 G. (SHISHKI) (SALE)
56,19-03-2020 03:28:26,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,,нет,9,Тбилиси,5 гр,0.0243,11582,4245,366,150,True,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
57,19-03-2020 03:28:26,Tbilisi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),,нет,15,Тбилиси,5 гр,0.0294,15443,5660,488,200,True,,,,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
58,19-03-2020 03:28:26,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,,нет,2,Тбилиси,5 гр,0.3617,190000,87429,5999,,True,,,,,,,,,,,reagent 25i nbome. 5gr
59,19-03-2020 03:28:26,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.441,231639,84900,7324,3000,,,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
60,19-03-2020 03:28:26,Tbilisi,9VLN,AlienShop,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,,нет,3,Тбилиси,5 гр,0.1403,66326,24310,2097,859,True,,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
61,19-03-2020 03:28:26,Tbilisi,9VLN,AlienShop,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,,нет,3,Тбилиси,5 гр,0.0302,14284,5236,452,185,True,,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
62,19-03-2020 03:28:26,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,,нет,5,Тбилиси,5 гр,0.0799,37757,13839,1194,489,True,,,,,,,,,,,💘✨5g. MDMA ✨💘
63,19-03-2020 03:28:26,Tbilisi,9VLN,AlienShop,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩,,нет,5,Тбилиси,5 гр,0.0537,25403,9311,803,329,True,,,,,,,,,,,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩
64,19-03-2020 03:28:26,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,,нет,8,Тбилиси,5 гр,0.0294,13898,5094,439,180,True,,,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
65,19-03-2020 03:28:26,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,,нет,1,Тбилиси,10 гр,0.1455,69492,25470,2197,900,True,,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
66,19-03-2020 03:29:44,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,,нет,8,Тбилиси,5 гр,0.0294,13898,5094,439,180,True,,,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
67,19-03-2020 03:29:44,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,,нет,1,Тбилиси,10 гр,0.1453,69492,25470,2197,900,True,,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
68,19-03-2020 03:29:44,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,,нет,5,Тбилиси,10 гр,0.113,54049,19810,1709,700,True,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
69,19-03-2020 03:29:44,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",,нет,8,Тбилиси,10 гр,0.0644,30808,11292,974,399,True,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
70,19-03-2020 03:29:44,Tbilisi,NVOG,ProperMgzn,10x Extasy Duracell 223mg MDMA.,,нет,5,Тбилиси,10 гр,0.0571,27025,9905,854,350,True,,,,,,,,,,,10x Extasy Duracell 223mg MDMA.
71,19-03-2020 03:29:44,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,,нет,5,Тбилиси,10 гр,0.1292,61770,22640,1953,800,True,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
72,19-03-2020 03:29:44,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,,нет,1,Тбилиси,10 гр,0.3592,171799,62968,5432,2225,True,,,,,,,,,,,Amfetamin [White] [Import] 10G
73,19-03-2020 03:29:44,Tbilisi,9VLN,AlienShop,☃️❄NEW 10g.COCAINE❄☃️,,нет,9,Тбилиси,10 гр,0.2363,111882,41007,3537,1449,True,,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
74,19-03-2020 03:29:44,Tbilisi,9VLN,AlienShop,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,,нет,10,Тбилиси,10 гр,0.0602,28492,10443,901,369,True,,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
75,19-03-2020 03:29:44,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,,нет,3,Тбилиси,10 гр,0.0488,23087,8462,730,299,True,,,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
76,19-03-2020 03:29:44,Tbilisi,9VLN,AlienShop,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,,нет,9,Тбилиси,20 гр,0.0977,46251,16952,1462,599,True,,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
77,19-03-2020 03:29:44,Tbilisi,RGIUB,SaintJoint,50 gr 23% THC Amnesia Haze top quality,,нет,1,Тбилиси,50 гр,0.1761,92656,33960,2930,1200,True,,,,,,,,,,,50 gr 23% THC Amnesia Haze top quality
78,19-03-2020 03:29:44,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,,нет,1,Тбилиси,100 гр,0.3229,154426,56600,4883,2000,True,,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
79,19-03-2020 03:29:44,Tbilisi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,нет,1,Тбилиси,100 гр,0.3261,154426,56600,4883,2000,True,,,,,,,,,,,SUBOXIN - HQ - 100 G.
80,19-03-2020 03:29:44,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,,1,1,Тбилиси,100 гр,0.4036,193033,70750,6103,2500,True,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
81,19-03-2020 03:29:44,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,1,Тбилиси,150 гр,0.2446,115820,42450,3662,1500,True,,,,,,,,,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
82,19-03-2020 03:29:44,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,,нет,1,Тбилиси,250 гр,0.7426,355180,130180,11230,4600,True,,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
83,19-03-2020 03:29:44,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,,нет,1,Тбилиси,500 гр,1.2108,579098,212250,18310,7500,True,,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
84,19-03-2020 03:29:44,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,,нет,3,Тбилиси,10000 гр,1.3722,656311,240550,20751,8500,True,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
85,19-03-2020 03:29:44,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,,1,нет,Тбилиси,1 гр,0.0294,15443,5660,488,200,True,,,,,,,,,,,KURYER..500RUB.+BONUS
86,19-03-2020 03:29:44,Tbilisi,A3I9,Joookerrr,Работа на марки (курьер),,1,нет,Тбилиси,10 гр,0.022,11582,4245,366,150,True,,,,,,,,,,,Rabota na marki (kur'er)
87,19-03-2020 03:29:44,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",,нет,2,Тбилиси,1 гр,0.0323,15443,5660,488,200,True,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
88,19-03-2020 03:29:44,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",,нет,1,Тбилиси,1 гр,0.0404,19303,7075,610,250,True,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
89,19-03-2020 03:29:44,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Тбилиси,400 гр,2.4436,1158197,424500,36620,15000,True,,,,,,,,,,,Vakansija optovogo kur'era na mef
90,19-03-2020 03:30:58,Batumi,72B,CHINATOWN,NZT-52 limited 1 г мука,,27,нет,Батуми,1 гр,0.0278,14670,5377,464,190,,,,,,,,,True,,,NZT-52 limited 1 g muka
91,19-03-2020 03:30:58,Batumi,72B,CHINATOWN,NZT-52 limited 2г мука,,12,нет,Батуми,2 гр,0.0498,26252,9622,830,340,,,,,,,,,True,,,NZT-52 limited 2g muka
92,19-03-2020 03:30:58,Batumi,Z9UT,Rainbow,Super Critical HIGHEST QUALITY 2G,,1,нет,Батуми,2 гр,0.0161,7721,2830,244,100,,,,,,,,,,True,,Super Critical HIGHEST QUALITY 2G
93,19-03-2020 03:30:58,Batumi,CL7K,go420times,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.3544,169869,62260,5371,2200,,,,,,,,,True,,,[100g] SPAIN HASH
94,19-03-2020 03:30:58,Batumi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),,нет,15,Батуми,5 гр,0.0293,15443,5660,488,200,,,,,,,,,True,,,Metamfetamin ratsemat 5 g. (MQ)
95,19-03-2020 03:30:58,Batumi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.3254,154426,56600,4883,2000,,,,,,,,,True,,,SUBOXIN - HQ - 100 G.
96,19-03-2020 03:30:58,Batumi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,3,Батуми,150 гр,0.2441,115820,42450,3662,1500,,,,,,,,,True,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
97,19-03-2020 03:30:58,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0146,7721,2830,244,100,,,,,,,,,True,,,kur'er v Batumi
98,19-03-2020 03:30:58,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0366,19303,7075,610,250,,,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
99,19-03-2020 03:30:58,Batumi,A3I9,Joookerrr,Работа на марки (курьер),,1,нет,Батуми,10 гр,0.022,11582,4245,366,150,,,,,,,,,True,,,Rabota na marki (kur'er)
100,19-03-2020 03:30:58,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0366,19303,7075,610,250,,,,,,,,,True,,,Ischu kur'era v Gruzii!
101,19-03-2020 03:30:58,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,2.4385,1158197,424500,36620,15000,,,,,,,,,True,,,Vakansija optovogo kur'era na mef
