,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Vazisubani,Zahesi,Дигоми,Varketili,€,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,desc_en
0,03-07-2020 01:44:19,Tbilisi,A3I9,Joookerrr,Heroin (sirec) made from Azerbaijan 0.2 гр.,True,3,нет,Тбилиси,0.2 гр,0.0102,6770,2626,232,96,,,,,,,,,,,Heroin (sirec) made from Azerbaijan 0.2 gr.
1,03-07-2020 01:44:19,Tbilisi,C36EL,TripGuru,NEW Iranian Sirec 0.25g.,True,2,нет,Тбилиси,0.25 гр,0.0106,7052,2735,242,100,,,,,,,,,,,NEW Iranian Sirec 0.25g.
2,03-07-2020 01:44:19,Tbilisi,7LHWP,GEOBUDS,0.5 gr HYBRID buds,True,7,нет,Тбилиси,0.5 гр,0.0035,2327,903,80,33,,,,,,,,,,,0.5 gr HYBRID buds
3,03-07-2020 01:44:19,Tbilisi,3Y9,HIGHTHC,0.5 г SOUR DIESEL марихуана шишки топ качество тгк 28%,,4,нет,Тбилиси,0.5 гр,0.0035,2327,903,80,33,True,,,,,,,,,,0.5 g SOUR DIESEL marihuana shishki top kachestvo tgk 28%
4,03-07-2020 01:44:19,Tbilisi,9Y6T,WeedShop,Ak - 47 0.5г,True,17,нет,Тбилиси,0.5 гр,0.0034,2257,875,77,32,,,,,,,,,,,Ak - 47 0.5g
5,03-07-2020 01:44:19,Tbilisi,9Y6T,WeedShop,Ayahuasca Purple 100% Indica 0.5г,True,7,нет,Тбилиси,0.5 гр,0.0033,2186,848,75,31,,,,,,,,,,,Ayahuasca Purple 100% Indica 0.5g
6,03-07-2020 01:44:19,Tbilisi,PTO3,MeDuZa777,"Black Geroin, Sirec 0.5g",True,2,нет,Тбилиси,0.5 гр,0.0149,9873,3829,339,140,,,,,,,,,,,"Black Geroin, Sirec 0.5g"
7,03-07-2020 01:44:19,Tbilisi,9Y6T,WeedShop,Jamaican 0.5Г,True,19,нет,Тбилиси,0.5 гр,0.0033,2186,848,75,31,,,,,,,,,,,Jamaican 0.5G
8,03-07-2020 01:44:19,Tbilisi,U26MW,Skyhigh,VERY STRONG HYBRID GRANDADDY PURPLE WEED THC 26%++ 0.5G,,13,нет,Тбилиси,0.5 гр,0.0034,2257,875,77,32,True,,,,,,,,,,VERY STRONG HYBRID GRANDADDY PURPLE WEED THC 26%++ 0.5G
9,03-07-2020 01:44:19,Tbilisi,6P9R,RickNMorty,VHQ Hash From Morroco Iso 0.5G THC 23%+,True,11,нет,Тбилиси,0.5 гр,0.0059,3879,1504,133,55,,True,,,,,,,,,VHQ Hash From Morroco Iso 0.5G THC 23%+
10,03-07-2020 01:44:19,Tbilisi,BB6E,WEEDSH0P,"1 gr , california ,GORILLA GLUE марихуана BUDS btc sale 1%",True,4,нет,Тбилиси,1 гр,0.0064,4231,1641,145,60,,,,,,,,,,,"1 gr , california ,GORILLA GLUE marihuana BUDS btc sale 1%"
11,03-07-2020 01:44:19,Tbilisi,03F3,geoshop,1 gr Amnesia Haze шишки импорт с европы тгк 28%,True,5,нет,Тбилиси,1 гр,0.0064,4231,1641,145,60,,,,,,,,,,,1 gr Amnesia Haze shishki import s evropy tgk 28%
12,03-07-2020 01:44:19,Tbilisi,BB6E,WEEDSH0P,"1 gr california import Durban Poison марихуана BUDS 24% thc , sativa , если платите с бтк скидка",True,1,нет,Тбилиси,1 гр,0.0059,3879,1504,133,55,,,,,,,,,,,"1 gr california import Durban Poison marihuana BUDS 24% thc , sativa , esli platite s btk skidka"
13,03-07-2020 01:44:19,Tbilisi,BB6E,WEEDSH0P,1 gr super lemon haze пробник,True,5,нет,Тбилиси,1 гр,0.0063,4161,1614,143,59,,,,,,,,,,,1 gr super lemon haze probnik
14,03-07-2020 01:44:19,Tbilisi,SF03,CRAZYFROG,1 gr top buds white widow wишки THC 25% VHQ,,8,нет,Тбилиси,1 гр,0.0063,4161,1614,143,59,,,True,,,,,,,,1 gr top buds white widow wishki THC 25% VHQ
15,03-07-2020 01:44:19,Tbilisi,03F3,geoshop,1 marijuana BUDS northen lights 24% THC ШИШКИ!!!,True,3,нет,Тбилиси,1 гр,0.0064,4231,1641,145,60,,,,,,,,,,,1 marijuana BUDS northen lights 24% THC ShIShKI!!!
16,03-07-2020 01:44:19,Tbilisi,3Y9,HIGHTHC,1 г Skunk #1 марихуана шишки тгк 29% VHQ,True,5,нет,Тбилиси,1 гр,0.0063,4161,1614,143,59,True,,,,,,,,,,1 g Skunk #1 marihuana shishki tgk 29% VHQ
17,03-07-2020 01:44:19,Tbilisi,ABOAB,ProGrow,1G ---> Pineapple (BTC - Sale),True,5,нет,Тбилиси,1 гр,0.0053,3526,1368,121,50,,,,,,,,,,,1G ---> Pineapple (BTC - Sale)
18,03-07-2020 01:44:19,Tbilisi,SF03,CRAZYFROG,"1GR GORILLA GLUE AUTO Шишки ,Оплата BITCOIN -10% Скидка",,5,нет,Тбилиси,1 гр,0.0064,4231,1641,145,60,,,,True,,,,,,,"1GR GORILLA GLUE AUTO Shishki ,Oplata BITCOIN -10% Skidka"
19,03-07-2020 01:44:19,Tbilisi,7LHWP,GEOBUDS,1gr HYBRID o.g,True,2,нет,Тбилиси,1 гр,0.0052,3455,1340,119,49,,,,,,,,,,,1gr HYBRID o.g
20,03-07-2020 01:44:19,Tbilisi,9Y6T,WeedShop,Jamaican 1г High Thc,True,3,нет,Тбилиси,1 гр,0.0062,4090,1586,140,58,,,,,,,,,,,Jamaican 1g High Thc
21,03-07-2020 01:44:19,Tbilisi,C36EL,TripGuru,Iranian Black Heroin Old WHQ Не сырец 2.g. ПОДЪЕЗД,True,1,нет,Тбилиси,2 гр,0.0404,26798,10393,920,380,,,,,,,,,,,Iranian Black Heroin Old WHQ Ne syrets 2.g. POD'EZD
22,03-07-2020 01:44:19,Tbilisi,A3I9,Joookerrr,марки н-боом 2 шт.,,3,нет,Тбилиси,2 гр,0.0037,2468,957,85,35,True,,,,,,,,,,marki n-boom 2 sht.
23,03-07-2020 01:44:19,Tbilisi,7LHWP,GEOBUDS,3 gr georgian weed. Package on magnet,True,8,нет,Тбилиси,3 гр,0.0093,6135,2379,211,87,,,,,True,,,,,,3 gr georgian weed. Package on magnet
24,03-07-2020 01:44:19,Tbilisi,6UG,Good Enuff,Мощные жирные марки 25i nbome 5шт. Готовые клады в Грузии от производителя!,True,7,нет,Тбилиси,5 гр,0.0053,3879,1504,133,55,,,,,,,,,,,Moschnye zhirnye marki 25i nbome 5sht. Gotovye klady v Gruzii ot proizvoditelja!
25,03-07-2020 01:44:19,Tbilisi,7LHWP,GEOBUDS,10 gr georgian weed. Package on magnet,True,2,нет,Тбилиси,10 гр,0.0254,16854,6537,579,239,,,,,,,,,,,10 gr georgian weed. Package on magnet
26,03-07-2020 01:44:19,Tbilisi,8B31,GEOWEEDSHOP,10gr чистый пудра от марихуаны. DRIED MARIJUANA POWDER,True,5,нет,Тбилиси,10 гр,0.0138,9097,3528,312,129,,,,,,,,,,,10gr chistyj pudra ot marihuany. DRIED MARIJUANA POWDER
27,03-07-2020 01:44:19,Tbilisi,SM7B,SWEETWEED,Гашиш Евро 10гр,True,3,нет,Тбилиси,10 гр,0.0464,31734,12308,1090,450,,,,,,,,,,,Gashish Evro 10gr
28,03-07-2020 01:44:19,Tbilisi,6UG,Good Enuff,Мощные жирные марки 25i nbome 10шт. Готовые клады в Грузии от производителя!,True,5,нет,Тбилиси,10 гр,0.0082,5994,2325,206,85,,,,,,,,,,,Moschnye zhirnye marki 25i nbome 10sht. Gotovye klady v Gruzii ot proizvoditelja!
29,03-07-2020 01:44:19,Tbilisi,F8K,BestAcid,"марки 25i-nbome 2,5mg (10шт)",True,1,нет,Тбилиси,10 гр,0.0092,6699,2598,230,95,,,,,,,,,,,"marki 25i-nbome 2,5mg (10sht)"
30,03-07-2020 01:44:19,Tbilisi,3TGJ9,Elegant,акция!!! 10g.+2 g. марихуана шишки Critical,True,1,нет,Тбилиси,12 гр,0.0484,35260,13675,1211,500,,,,,,,,,,,aktsija!!! 10g.+2 g. marihuana shishki Critical
31,03-07-2020 01:44:19,Tbilisi,X4ZM,ZYX,Silver haze leaves листья 15гр sale,True,8,нет,Тбилиси,15 гр,0.0069,4584,1778,157,65,,,,,,,,,,,Silver haze leaves list'ja 15gr sale
