,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Vake,€,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
0,0,07-02-2020 18:11:40,Tbilisi,8ec76151d3,Metadon VHQ 0.25 24/7,True,5,нет,Тбилиси,0.25 гр,0.0164,11425,4446,389,180.0,,,,,,,,,Metadon VHQ 0.25 24/7
1,1,07-02-2020 18:11:40,Tbilisi,32e645c201,"methadone 0,29 gr",,8,нет,Тбилиси,0.29 гр,0.021,13329,5187,454,210.0,True,,,,,,,,"methadone 0,29 gr"
2,2,07-02-2020 18:11:40,Tbilisi,61df6a1c90,Метадон 0.30гр,True,6,нет,Тбилиси,0.3 гр,0.0163,12060,4693,411,190.0,,,,,,,,,Metadon 0.30gr
3,3,07-02-2020 18:11:40,Tbilisi,8a650ecf5f,"A PVP 0,33 VHQ",True,5,нет,Тбилиси,0.33 гр,0.0058,3808,1482,130,60.0,,,,,,,,,"A PVP 0,33 VHQ"
4,4,07-02-2020 18:11:40,Tbilisi,366326d4d6,"0,5gr. Columbian Cocaine NEW SALE! SALE!**************NEW SALE! SALE!",True,1,нет,Тбилиси,0.5 гр,0.012,7553,2939,257,119.0,,,,,,,,,"0,5gr. Columbian Cocaine NEW SALE! SALE!**************NEW SALE! SALE!"
5,5,07-02-2020 18:11:40,Tbilisi,da96c34455,ALFA PVP in City 0.5g,True,4,нет,Тбилиси,0.5 гр,0.008,5078,1976,173,80.0,,,,,,,,,ALFA PVP in City 0.5g
6,6,07-02-2020 18:11:40,Tbilisi,8219f5e7b8,"Cocaine, 0.5 g",True,2,нет,Тбилиси,0.5 гр,0.0111,6982,2717,238,110.0,,,,,,,,,"Cocaine, 0.5 g"
7,7,07-02-2020 18:11:40,Tbilisi,be97026d1d,Columbia Cocaine VHQ 0.5 BTC SALE 5%,True,1,нет,Тбилиси,0.5 гр,0.0103,6665,2594,227,105.0,,,,,,,,,Columbia Cocaine VHQ 0.5 BTC SALE 5%
8,8,07-02-2020 18:11:40,Tbilisi,8219f5e7b8,Ketamine 0.5g,True,18,нет,Тбилиси,0.5 гр,0.0061,3808,1482,130,60.0,,,,,,,,,Ketamine 0.5g
9,9,07-02-2020 18:11:40,Tbilisi,0a8c230fa2,Pure COCAINE VHQ 0.5g,True,6,нет,Тбилиси,0.5 гр,0.0099,6918,2692,236,109.0,,,,,,,,,Pure COCAINE VHQ 0.5g
10,10,07-02-2020 18:11:40,Tbilisi,61df6a1c90,Метадон 0.6гр,True,3,нет,Тбилиси,0.6 гр,0.0282,19676,7657,670,310.0,,,,,,,,,Metadon 0.6gr
11,11,07-02-2020 18:11:40,Tbilisi,97bbc3dfd6,SUBUTEX B8 (ORIGINAL) 0.8 гр. (1 штука) ВНИМАНИЕ! НЕДЕЛЬНАЯ РАСПРОДАЖА! 120$!,True,14,нет,Тбилиси,0.8 гр,0.012,7617,2964,259,120.0,,,,,,,,,SUBUTEX B8 (ORIGINAL) 0.8 gr. (1 shtuka) VNIMANIE! NEDEL'NAJa RASPRODAZhA! 120$!
12,12,07-02-2020 18:11:40,Tbilisi,ae784bef73,Afghan HQ pressed buds ! NEW ! 1G,True,5,нет,Тбилиси,1 гр,0.0045,2856,1112,97,45.0,,,,,,,,,Afghan HQ pressed buds ! NEW ! 1G
13,13,07-02-2020 18:11:40,Tbilisi,8ec76151d3,Apvp VHQ 1g 24/7,True,9,нет,Тбилиси,1 гр,0.012,7617,2964,259,120.0,,,,,,,,,Apvp VHQ 1g 24/7
14,14,07-02-2020 18:11:40,Tbilisi,8219f5e7b8,"Cocaine, 1g",True,2,нет,Тбилиси,1 гр,0.0222,13964,5434,476,220.0,,,,,,,,,"Cocaine, 1g"
15,15,07-02-2020 18:11:40,Tbilisi,8219f5e7b8,Ketamine 1g,True,14,нет,Тбилиси,1 гр,0.0101,6347,2470,216,100.0,,,,,,,,,Ketamine 1g
16,16,07-02-2020 18:11:40,Tbilisi,be97026d1d,MDMA from Europe!!! 1.0g BTC SALE 5%,True,3,нет,Тбилиси,1 гр,0.0093,6030,2347,205,95.0,,,,,,,,,MDMA from Europe!!! 1.0g BTC SALE 5%
17,17,07-02-2020 18:11:40,Tbilisi,8ec76151d3,Metadon VHQ 1 24/7,True,1,нет,Тбилиси,1 гр,0.0455,31736,12350,1081,500.0,,,,,,,,,Metadon VHQ 1 24/7
18,18,07-02-2020 18:11:40,Tbilisi,1768a14bbd,NEW SALE Cocaine HQ 1 гр.,True,6,нет,Тбилиси,1 гр,0.0181,11361,4421,387,179.0,,,,,,,,,NEW SALE Cocaine HQ 1 gr.
19,19,07-02-2020 18:11:40,Tbilisi,c72111ac1a,NZT-52 mind storm limited 1г мука,True,7,нет,Тбилиси,1 гр,0.0127,8886,3458,303,140.0,,,,,,,,,NZT-52 mind storm limited 1g muka
20,20,07-02-2020 18:11:40,Tbilisi,0a8c230fa2,VHQ BEST Cocaine 1g.,True,1,нет,Тбилиси,1 гр,0.0181,12631,4915,430,199.0,,,,,,,,,VHQ BEST Cocaine 1g.
21,21,07-02-2020 18:11:40,Tbilisi,7ee4f68218,cocaine 1g HQ / кокаин 1 гр (скидка в биткоин),True,2,нет,Тбилиси,1 гр,0.0173,11425,4446,389,180.0,,,,,,,,,cocaine 1g HQ / kokain 1 gr (skidka v bitkoin)
22,22,07-02-2020 18:11:40,Tbilisi,d04eeb6525,Кокаин HQ 1г.,True,3,нет,Тбилиси,1 гр,0.0187,11996,4668,409,189.0,,,,,,,,,Kokain HQ 1g.
23,23,07-02-2020 18:11:40,Tbilisi,b2c155ffa7,Кокаин КОЛУМБИА 1g,,4,нет,Тбилиси,1 гр,0.0199,12631,4915,430,199.0,,True,,,,,,,Kokain KOLUMBIA 1g
24,24,07-02-2020 18:11:40,Tbilisi,e8a987a33c,"Метадон, 1gr",True,6,нет,Тбилиси,1 гр,0.0451,28562,11115,973,450.0,,,,,,,,,"Metadon, 1gr"
25,25,07-02-2020 18:11:40,Tbilisi,6b3ed5f127,мощный гибрид /hybrid weed 1g strong,,11,нет,Тбилиси,1 гр,0.0032,2222,865,76,35.0,True,,,,,,,,moschnyj gibrid /hybrid weed 1g strong
26,26,07-02-2020 18:11:40,Tbilisi,dd631c4acf,✨ 1g. MDMA ✨,True,1,нет,Тбилиси,1 гр,0.011000000000000001,6918,2692,236,109.0,,,,,,,,,✨ 1g. MDMA ✨
27,27,07-02-2020 18:11:40,Tbilisi,64284550d9,2G -- AK-47 -> Sativa,,11,нет,Тбилиси,2 гр,0.0072,4633,1803,158,73.0,True,,,,,,,,2G -- AK-47 -> Sativa
28,28,07-02-2020 18:11:40,Tbilisi,366326d4d6,2gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!,True,4,нет,Тбилиси,2 гр,0.0364,22850,8892,778,360.0,,,,,,,,,2gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!
29,29,07-02-2020 18:11:40,Tbilisi,be97026d1d,Columbia Cocaine VHQ 2.0g BTC SALE 5%,True,2,нет,Тбилиси,2 гр,0.0378,24437,9510,832,385.0,,,,,,,,,Columbia Cocaine VHQ 2.0g BTC SALE 5%
30,30,07-02-2020 18:11:40,Tbilisi,8219f5e7b8,Ketamine 2 g,True,4,нет,Тбилиси,2 гр,0.0182,11425,4446,389,180.0,,,,,,,,,Ketamine 2 g
31,31,07-02-2020 18:11:40,Tbilisi,8219f5e7b8,"LSD - 250 ug, 2 pieces",True,1,нет,Тбилиси,2 гр,0.0071,4443,1729,151,70.0,,,,,,,,,"LSD - 250 ug, 2 pieces"
32,32,07-02-2020 18:12:22,Tbilisi,8219f5e7b8,Ketamine 2 g,True,4,нет,Тбилиси,2 гр,0.0181,11425,4446,389,180.0,,,,,,,,,Ketamine 2 g
33,33,07-02-2020 18:12:22,Tbilisi,8219f5e7b8,"LSD - 250 ug, 2 pieces",True,1,нет,Тбилиси,2 гр,0.0071,4443,1729,151,70.0,,,,,,,,,"LSD - 250 ug, 2 pieces"
34,34,07-02-2020 18:12:22,Tbilisi,c72111ac1a,NZT-52 mind storm limited 2г мука,True,8,нет,Тбилиси,2 гр,0.0218,15233,5928,519,240.0,,,,,,,,,NZT-52 mind storm limited 2g muka
35,35,07-02-2020 18:12:22,Tbilisi,0a8c230fa2,VHQ BEST Cocaine 2g.,True,2,нет,Тбилиси,2 гр,0.0354,24754,9633,843,390.0,,,,,,,,,VHQ BEST Cocaine 2g.
36,36,07-02-2020 18:12:22,Tbilisi,d04eeb6525,Кокаин HQ 2г.,True,6,нет,Тбилиси,2 гр,0.0363,24056,9361,819,379.0,,,,,,,,,Kokain HQ 2g.
37,37,07-02-2020 18:12:22,Tbilisi,013e75d78f,C O C A i N E 2 g +0.1 g падарка.,True,5,нет,Тбилиси,2.1 гр,0.0335,21263,8275,724,335.0,,,,,,,,,C O C A i N E 2 g +0.1 g padarka.
38,38,07-02-2020 18:12:22,Tbilisi,ad9cb826c6,"3 Grm Mdma , Purity A +++",True,2,нет,Тбилиси,3 гр,0.02,13964,5434,476,220.0,,,,,,,,,"3 Grm Mdma , Purity A +++"
39,39,07-02-2020 18:12:22,Tbilisi,366326d4d6,3LSD !!!NEW!!! 3LSD ALBERT HOFFMAN 200ug,True,2,нет,Тбилиси,3 гр,0.01,6284,2445,214,99.0,,,,,,,,,3LSD !!!NEW!!! 3LSD ALBERT HOFFMAN 200ug
40,40,07-02-2020 18:12:22,Tbilisi,c9a56b2b4a,3x Extasy Duracell 223mg MDMA,True,3,нет,Тбилиси,3 гр,0.0106,6665,2594,227,105.0,,,,,,,,,3x Extasy Duracell 223mg MDMA
41,41,07-02-2020 18:12:22,Tbilisi,99accec7c7,GASHISH 3 gr лучшая цена,True,2,нет,Тбилиси,3 гр,0.0161,10473,4076,357,165.0,True,,,,,,,,GASHISH 3 gr luchshaja tsena
42,42,07-02-2020 18:12:22,Tbilisi,c72111ac1a,NZT-52 mind storm limited 3г мука,True,1,нет,Тбилиси,3 гр,0.0309,21580,8398,735,340.0,,,,,,,,,NZT-52 mind storm limited 3g muka
43,43,07-02-2020 18:12:22,Tbilisi,9795761a65,*new* Cocaine peru HQ 5 gr BTC -10 %,True,2,нет,Тбилиси,5 гр,0.0705,49318,19192,1679,777.0,,,,,,,,,*new* Cocaine peru HQ 5 gr BTC -10 %
44,44,07-02-2020 18:12:22,Tbilisi,c9a56b2b4a,5x Extasy Duracell 223mg MDMA.,True,2,нет,Тбилиси,5 гр,0.0177,11108,4323,378,175.0,,,,,,,,,5x Extasy Duracell 223mg MDMA.
45,45,07-02-2020 18:12:22,Tbilisi,8219f5e7b8,"LSD - 250 ug, 5 pieces",True,3,нет,Тбилиси,5 гр,0.0151,9521,3705,324,150.0,,,,,,,,,"LSD - 250 ug, 5 pieces"
46,46,07-02-2020 18:12:22,Tbilisi,e501bd0ada,gorilla glue 5 g,,2,нет,Тбилиси,5 гр,0.0159,11108,4323,378,175.0,True,,,,,,,,gorilla glue 5 g
47,47,07-02-2020 18:12:22,Tbilisi,c225d2f67d,гашиш евро 5г,True,3,нет,Тбилиси,5 гр,0.0201,13329,5187,454,210.0,,,,,,,,,gashish evro 5g
