,time_stamp,region,sell_code,sell_name,description,Saburtalo,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Тбилиси,Gldani,Дигоми,€,Didube,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
87,18-03-2020 12:14:44,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,,нет,1,Тбилиси,100 гр,0.3322,147779,57000,4735,2000,True,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
88,18-03-2020 12:14:44,Tbilisi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,нет,1,Тбилиси,100 гр,0.3355,147779,57000,4735,2000,True,,,,,,,,,,SUBOXIN - HQ - 100 G.
89,18-03-2020 12:14:44,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,,1,1,Тбилиси,100 гр,0.4152,184724,71250,5918,2500,True,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
90,18-03-2020 12:14:44,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,1,Тбилиси,150 гр,0.2516,110834,42750,3551,1500,True,,,,,,,,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
91,18-03-2020 12:14:44,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,,нет,1,Тбилиси,250 гр,0.764,339892,131100,10890,4600,True,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
92,18-03-2020 12:14:44,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,,нет,1,Тбилиси,500 гр,1.2456,554172,213750,17755,7500,True,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
93,18-03-2020 12:14:44,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,,нет,3,Тбилиси,10000 гр,1.4117,628062,242250,20122,8500,True,,,,,,,,,,10000sht marki 25i-nbome. predoplata
94,18-03-2020 12:14:44,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,,1,нет,Тбилиси,1 гр,0.0302,14778,5700,473,200,True,,,,,,,,,,KURYER..500RUB.+BONUS
95,18-03-2020 12:14:44,Tbilisi,A3I9,Joookerrr,Работа на марки (курьер),,1,нет,Тбилиси,10 гр,0.0226,11083,4275,355,150,True,,,,,,,,,,Rabota na marki (kur'er)
96,18-03-2020 12:14:44,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",,нет,2,Тбилиси,1 гр,0.0332,14778,5700,473,200,True,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
