,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Gldani,Didube,Varketili,Дигоми,Vake,Old Tbilisi (Старый город),Авлобари,€,Центр,Батуми,desc_en
42,42,07-08-2020 01:05:35,Tbilisi,0dec0e1c48,2gr HYBRID buds,True,2,нет,Тбилиси,2 гр,0.0073,6428,2452,214,88.0,,,,,,,,,,,,2gr HYBRID buds
43,43,07-08-2020 01:05:35,Tbilisi,e56bb6ca93,2gr ☘NEW☘ Gorilla Cookies☘ (КЛАДИ НА МАГНИТАХ),True,6,нет,Тбилиси,2 гр,0.0083,7231,2758,241,99.0,,,,,True,,,,,,,2gr ☘NEW☘ Gorilla Cookies☘ (KLADI NA MAGNITAH)
44,44,07-08-2020 01:05:35,Tbilisi,3c9bc6f8e9,"Hindu Kush (photoperiod, regular) 2гр",True,4,нет,Тбилиси,2 гр,0.0083,8034,3065,268,110.0,,,,,True,,,,,,,"Hindu Kush (photoperiod, regular) 2gr"
45,45,07-08-2020 01:05:35,Tbilisi,366326d4d6,NEW !!! 2G OG KusH !!! NEW,True,3,нет,Тбилиси,2 гр,0.0083,7231,2758,241,99.0,,,,,,,,,,,,NEW !!! 2G OG KusH !!! NEW
46,46,07-08-2020 01:05:35,Tbilisi,366326d4d6,NEW !!! 2G White Widow !!! NEW,True,3,нет,Тбилиси,2 гр,0.0083,7231,2758,241,99.0,,,,,,,,,,,,NEW !!! 2G White Widow !!! NEW
47,47,07-08-2020 01:05:35,Tbilisi,7918572a66,TYson Budds 2G Скидка 5%,True,6,нет,Тбилиси,2 гр,0.006,5843,2229,195,80.0,,,,,,,,,,,,TYson Budds 2G Skidka 5%
48,48,07-08-2020 01:05:35,Tbilisi,64284550d9,3G ---> Big Devil (BTC - Sale),,1,нет,Тбилиси,3 гр,0.0116,10226,3900,341,140.0,True,,,,,,,,,,,3G ---> Big Devil (BTC - Sale)
49,49,07-08-2020 01:05:35,Tbilisi,7f1273da70,Northern Lights Regular [budsonly] 3gramm,True,4,нет,Тбилиси,3 гр,0.0068,6574,2507,219,90.0,,,,,,,,,,,,Northern Lights Regular [budsonly] 3gramm
50,50,07-08-2020 01:05:35,Tbilisi,54915c4374,марки н-боом 3 шт.,True,3,45,Тбилиси,3 гр,0.0041,3579,1365,119,49.0,True,,,,,,,,,,,marki n-boom 3 sht.
51,51,07-08-2020 01:05:35,Tbilisi,366326d4d6,!!!NEW!!! 5G Critical KusH !!!NEW!!!,True,1,нет,Тбилиси,5 гр,0.0133,11613,4430,387,159.0,,,,,,,,,,,,!!!NEW!!! 5G Critical KusH !!!NEW!!!
52,52,07-08-2020 01:05:35,Tbilisi,366326d4d6,!!!NEW!!! 5G Jack Herer !!!NEW!!!,True,1,нет,Тбилиси,5 гр,0.0133,11613,4430,387,159.0,,,,,,,,,,,,!!!NEW!!! 5G Jack Herer !!!NEW!!!
53,53,07-08-2020 01:05:35,Tbilisi,3c9bc6f8e9,"Hindu Kush (photoperiod, regular) 5гр",True,2,нет,Тбилиси,5 гр,0.0181,17530,6686,585,240.0,,,,,,True,,,,,,"Hindu Kush (photoperiod, regular) 5gr"
54,54,07-08-2020 01:05:35,Tbilisi,fccfd69694,Мощные Кексы / Marijuana cupcakes (75g),True,2,нет,Тбилиси,75 гр,0.0021,1826,697,61,25.0,,,,,,,,,,,,Moschnye Keksy / Marijuana cupcakes (75g)
55,55,07-08-2020 01:05:35,Tbilisi,89f7212915,5 G Hybrid Marijuana Buds За BТС 10% СКИДКА,True,нет,10,Тбилиси,5 гр,0.0208,18260,6965,609,250.0,,,,,,,,,,,,5 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
56,56,07-08-2020 01:05:35,Tbilisi,bb1791277e,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",True,нет,6,Тбилиси,5 гр,0.0224,19721,7522,658,270.0,,,,,,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
57,57,07-08-2020 01:05:35,Tbilisi,cb721d4bca,5 gr top buds white widow wишки THC 25% VHQ,True,нет,6,Тбилиси,5 гр,0.0229,20086,7662,670,275.0,,,,,,,,,,,,5 gr top buds white widow wishki THC 25% VHQ
58,58,07-08-2020 01:05:35,Tbilisi,bb1791277e,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,True,нет,3,Тбилиси,5 гр,0.0199,17530,6686,585,240.0,,,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
59,59,07-08-2020 01:05:35,Tbilisi,cb721d4bca,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,6,Тбилиси,5 гр,0.0233,20451,7801,682,280.0,,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
60,60,07-08-2020 01:05:35,Tbilisi,bb1791277e,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,6,Тбилиси,5 гр,0.0224,19721,7522,658,270.0,,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
61,61,07-08-2020 01:05:35,Tbilisi,1dfc50c91e,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0165,15996,6101,534,219.0,,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
62,62,07-08-2020 01:05:35,Tbilisi,3c9bc6f8e9,"Gorilla Breath - photoperiod, feminised 5гр",True,нет,2,Тбилиси,5 гр,0.0181,17530,6686,585,240.0,,,,,,,,,,,,"Gorilla Breath - photoperiod, feminised 5gr"
63,63,07-08-2020 01:05:35,Tbilisi,bb1791277e,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,3,Тбилиси,5 гр,0.0224,19721,7522,658,270.0,,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
64,64,07-08-2020 01:05:35,Tbilisi,f374062dcd,Очень мощный Сирец Иран 5гр,True,нет,2,Тбилиси,5 гр,0.0877,80344,30646,2680,1100.0,,,,,,,,,,,,Ochen' moschnyj Sirets Iran 5gr
65,65,07-08-2020 01:05:35,Tbilisi,16be2c8499,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.1965,190000,87429,6325,,,,,,,,,,,,,reagent 25i nbome. 5gr
66,66,07-08-2020 01:05:35,Tbilisi,16be2c8499,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2266,219119,83580,7310,3000.0,,,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
67,67,07-08-2020 01:05:35,Tbilisi,d30ed85c42,🧞‍♂️🌈🌈🌈LSD 220ug from California 5pc🌈🌈🌈🧞‍♀️,True,нет,1,Тбилиси,5 гр,0.0199,17324,6602,576,,,,,,,,,,200.0,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 5pc🌈🌈🌈🧞‍♀️
68,68,07-08-2020 01:05:35,Tbilisi,cb721d4bca,10 gr top buds white widow wишки THC 25% VHQ,True,нет,10,Тбилиси,10 гр,0.0457,40172,15323,1340,550.0,,,,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
69,69,07-08-2020 01:05:35,Tbilisi,4a91350669,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,2,Тбилиси,10 гр,0.0582,51128,19502,1706,700.0,,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
70,70,07-08-2020 01:05:35,Tbilisi,bb1791277e,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,5,Тбилиси,10 гр,0.0349,30677,11701,1023,420.0,,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
71,71,07-08-2020 01:06:40,Tbilisi,4a91350669,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,2,Тбилиси,10 гр,0.0581,51128,19502,1706,700.0,,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
72,72,07-08-2020 01:06:40,Tbilisi,bb1791277e,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,5,Тбилиси,10 гр,0.0349,30677,11701,1023,420.0,,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
73,73,07-08-2020 01:06:40,Tbilisi,cb721d4bca,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,3,Тбилиси,10 гр,0.0664,58432,22288,1949,800.0,,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
74,74,07-08-2020 01:06:40,Tbilisi,54915c4374,"Extazzy ""Gucci"" для стильных людей (10 грамм)",True,нет,1,Тбилиси,10 гр,0.0349,30677,11701,1023,420.0,,,,,,,,,,,,"Extazzy ""Gucci"" dlja stil'nyh ljudej (10 gramm)"
75,75,07-08-2020 01:06:40,Tbilisi,35c7cbba1f,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.1848,162513,61989,5422,2225.0,,,,,,,,,,,,Amfetamin [White] [Import] 10G
76,76,07-08-2020 01:06:40,Tbilisi,d30ed85c42,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,True,нет,3,Тбилиси,11 гр,0.0388,33781,12874,1124,,,,,,,,,,390.0,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
77,77,07-08-2020 01:06:40,Tbilisi,3c9bc6f8e9,"Hindu Kush (photoperiod, regular) 15 гр",True,нет,1,Тбилиси,15 гр,0.0491,47476,18109,1584,650.0,,,,,,,,,,,,"Hindu Kush (photoperiod, regular) 15 gr"
78,78,07-08-2020 01:06:40,Tbilisi,f374062dcd,Сирец мощный Иран 50гр,True,нет,1,Тбилиси,50 гр,0.7559999999999999,692942,264080,23057,,,,,,,,,,8000.0,,,Sirets moschnyj Iran 50gr
79,79,07-08-2020 01:06:40,Tbilisi,cb721d4bca,100 gr marijuana buds,True,нет,1,Тбилиси,100 гр,0.1993,175295,66864,5848,2400.0,,,,,,,,,,,,100 gr marijuana buds
80,80,07-08-2020 01:06:40,Tbilisi,8ddca45a78,"Weed cooking butter 100gr, Hight THC",True,нет,1,Тбилиси,100 гр,0.0082,7231,2758,241,99.0,,,,,,,,,,,,"Weed cooking butter 100gr, Hight THC"
81,81,07-08-2020 01:06:40,Tbilisi,35c7cbba1f,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2076,182599,69650,6092,2500.0,,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
82,82,07-08-2020 01:06:40,Tbilisi,69672fee0d,180 gr марихуана персоално,True,нет,1,Тбилиси,180 гр,0.49,430934,164374,14377,5900.0,,,,,,,,,,,,180 gr marihuana persoalno
83,83,07-08-2020 01:06:40,Tbilisi,9610a68a0a,GABAGAMA 250 shtuk,,нет,4,Тбилиси,250 гр,0.0205,18000,8283,599,,,,True,,,,,,,,,GABAGAMA 250 shtuk
84,84,07-08-2020 01:06:40,Tbilisi,16be2c8499,500 шт. марки 25i nbome. готовый клад в Тбилиси.,,нет,2,Тбилиси,500 гр,0.083,73040,27860,2437,1000.0,,,,True,,,,True,,,,500 sht. marki 25i nbome. gotovyj klad v Tbilisi.
85,85,07-08-2020 01:06:40,Tbilisi,16be2c8499,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.7059,620837,236810,20713,8500.0,,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
86,86,07-08-2020 01:06:40,Tbilisi,f9eb3bf4d6,KURYER..500RUB.+BONUS,True,2,нет,Тбилиси,1 гр,0.0151,14608,5572,487,200.0,,,,,,,,,,,,KURYER..500RUB.+BONUS
87,87,07-08-2020 01:06:40,Tbilisi,e771f4c371,Работа курьер в Тбилиси 15 лари на клад толка марихуана,,1,нет,Тбилиси,1 гр,0.0208,18260,6965,609,250.0,True,,,,,,,,,,,Rabota kur'er v Tbilisi 15 lari na klad tolka marihuana
88,88,07-08-2020 01:06:40,Tbilisi,21de5577be,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,1,нет,Тбилиси,1 гр,0.0208,18260,6965,609,250.0,,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
89,89,07-08-2020 01:06:40,Tbilisi,f374062dcd,Курьер Фасовщик залог обязательно 600$ 5гр,True,1,нет,Тбилиси,5 гр,0.0453,43824,16716,1462,600.0,,,,,,,,,,,,Kur'er Fasovschik zalog objazatel'no 600$ 5gr
90,90,07-08-2020 01:06:40,Tbilisi,cb721d4bca,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,1,Тбилиси,1 гр,0.0166,14608,5572,487,200.0,,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
91,91,07-08-2020 01:06:40,Tbilisi,54915c4374,Работа на марки (курьер),True,нет,1,Тбилиси,1 гр,0.0208,18260,6965,609,250.0,,,,,,,,,,,,Rabota na marki (kur'er)
92,92,07-08-2020 01:06:40,Tbilisi,52fe6d0af9,рик и морти ишит куриера зп от 2000 $ в месец залог 500$ | Rick And Morty Need DG Sallary from 2000$ prepay 500$,True,нет,1,Тбилиси,5 гр,0.0415,36520,13930,1218,500.0,,,,,,,,,,,,rik i morti ishit kuriera zp ot 2000 $ v mesets zalog 500$ | Rick And Morty Need DG Sallary from 2000$ prepay 500$
93,93,07-08-2020 01:06:41,Tbilisi,ccc85b93d8,HyperBoy Need Delivery Guy 5-20$ For Adrss PrePay 500$ | работат куриерам ЗП 5-20$ за адресс залог 500$,True,нет,1,Тбилиси,10 гр,0.0415,36520,13930,1218,500.0,,,,,,,,,,,,HyperBoy Need Delivery Guy 5-20$ For Adrss PrePay 500$ | rabotat kurieram ZP 5-20$ za adress zalog 500$
94,94,07-08-2020 01:06:41,Tbilisi,ea97036e14,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.2570000000000001,1095596,417900,36552,15000.0,,,,,,,,,,,,Vakansija optovogo kur'era na mef
95,95,07-08-2020 01:06:41,Tbilisi,16be2c8499,"Вакансия работа курьером на марки! Оплата от 20$ за клад, залог 250$",,нет,3,Тбилиси,1000 гр,0.0415,36520,13930,1218,500.0,,,,True,,True,True,,,,,"Vakansija rabota kur'erom na marki! Oplata ot 20$ za klad, zalog 250$"
96,96,07-08-2020 01:08:40,Batumi,3c4662c591,Hybrid Super Critical THC 28% Hydroponic 10G 100% Buds/Качественные шишки марихуаны,,1,нет,Батуми,10 гр,0.0332,29216,11144,975,400.0,,,,,,,,,,True,,Hybrid Super Critical THC 28% Hydroponic 10G 100% Buds/Kachestvennye shishki marihuany
97,97,07-08-2020 01:08:40,Batumi,f8a875c191,METADON - 0.30 - SALE,,нет,3,Батуми,0.3 гр,0.0251,21912,8358,731,300.0,,,,,,,,,,,True,METADON - 0.30 - SALE
98,98,07-08-2020 01:08:40,Batumi,d30ed85c42,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️,,нет,4,Батуми,10 гр,0.0397,34561,13171,1150,,,,,,,,,,399.0,,True,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️
99,99,07-08-2020 01:08:40,Batumi,d30ed85c42,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,,нет,3,Батуми,11 гр,0.0388,33781,12874,1124,,,,,,,,,,390.0,,True,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
