,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Vazisubani,Zahesi,Дигоми,Varketili,€,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,desc_en
0,02-07-2020 20:42:26,Tbilisi,C36EL,TripGuru,NEW Iranian Sirec 0.25g.,True,2,нет,Тбилиси,0.25 гр,0.0107,7052,2735,242,100,,,,,,,,,,,NEW Iranian Sirec 0.25g.
1,02-07-2020 20:42:26,Tbilisi,6P9R,RickNMorty,New !!! VHQ Ketamine Imported!! New!!! 0.25G,True,1,нет,Тбилиси,0.25 гр,0.007,4584,1778,158,65,,,,,,,,,,,New !!! VHQ Ketamine Imported!! New!!! 0.25G
2,02-07-2020 20:42:26,Tbilisi,03F3,geoshop,0.5 gr Amnesia Haze шишки импорт с европы тгк 28%,True,2,нет,Тбилиси,0.5 гр,0.0035,2327,903,80,33,,,,,,,,,,,0.5 gr Amnesia Haze shishki import s evropy tgk 28%
3,02-07-2020 20:42:26,Tbilisi,7LHWP,GEOBUDS,0.5 gr HYBRID buds,True,8,нет,Тбилиси,0.5 гр,0.0036,2327,903,80,33,,,,,,,,,,,0.5 gr HYBRID buds
4,02-07-2020 20:42:26,Tbilisi,9Y6T,WeedShop,Ak - 47 0.5г,True,18,нет,Тбилиси,0.5 гр,0.0034,2257,875,78,32,,,,,,,,,,,Ak - 47 0.5g
5,02-07-2020 20:42:26,Tbilisi,9Y6T,WeedShop,Ayahuasca Purple 100% Indica 0.5г,True,10,нет,Тбилиси,0.5 гр,0.0033,2186,848,75,31,,,,,,,,,,,Ayahuasca Purple 100% Indica 0.5g
6,02-07-2020 20:42:26,Tbilisi,PTO3,MeDuZa777,"Black Geroin, Sirec 0.5g",True,3,нет,Тбилиси,0.5 гр,0.015,9873,3829,339,140,,,,,,,,,,,"Black Geroin, Sirec 0.5g"
7,02-07-2020 20:42:26,Tbilisi,9Y6T,WeedShop,Jamaican 0.5Г,True,20,нет,Тбилиси,0.5 гр,0.0033,2186,848,75,31,,,,,,,,,,,Jamaican 0.5G
8,02-07-2020 20:42:26,Tbilisi,U26MW,Skyhigh,VERY STRONG HYBRID GRANDADDY PURPLE WEED THC 26%++ 0.5G,,17,нет,Тбилиси,0.5 гр,0.0034,2257,875,78,32,True,,,,,,,,,,VERY STRONG HYBRID GRANDADDY PURPLE WEED THC 26%++ 0.5G
9,02-07-2020 20:42:26,Tbilisi,6P9R,RickNMorty,VHQ Hash From Morroco Iso 0.5G THC 23%+,True,12,нет,Тбилиси,0.5 гр,0.0059,3879,1504,133,55,,True,,,,,,,,,VHQ Hash From Morroco Iso 0.5G THC 23%+
10,02-07-2020 20:42:26,Tbilisi,JVZTQ,partyshop,1 Amnesia Haze марихуана шишки тгк 25%,,1,нет,Тбилиси,1 гр,0.0064,4231,1641,145,60,True,,,,,,,,,,1 Amnesia Haze marihuana shishki tgk 25%
11,02-07-2020 20:42:26,Tbilisi,BB6E,WEEDSH0P,"1 gr , california ,GORILLA GLUE марихуана BUDS btc sale 1%",True,4,нет,Тбилиси,1 гр,0.0064,4231,1641,145,60,,,,,,,,,,,"1 gr , california ,GORILLA GLUE marihuana BUDS btc sale 1%"
12,02-07-2020 20:42:26,Tbilisi,03F3,geoshop,1 gr Amnesia Haze шишки импорт с европы тгк 28%,True,4,нет,Тбилиси,1 гр,0.0064,4231,1641,145,60,,,,,,,,,,,1 gr Amnesia Haze shishki import s evropy tgk 28%
13,02-07-2020 20:42:26,Tbilisi,BB6E,WEEDSH0P,"1 gr california import Durban Poison марихуана BUDS 24% thc , sativa , если платите с бтк скидка",True,1,нет,Тбилиси,1 гр,0.0059,3879,1504,133,55,,,,,,,,,,,"1 gr california import Durban Poison marihuana BUDS 24% thc , sativa , esli platite s btk skidka"
14,02-07-2020 20:42:26,Tbilisi,BB6E,WEEDSH0P,1 gr super lemon haze пробник,True,5,нет,Тбилиси,1 гр,0.0063,4161,1614,143,59,,,,,,,,,,,1 gr super lemon haze probnik
15,02-07-2020 20:42:26,Tbilisi,SF03,CRAZYFROG,1 gr top buds white widow wишки THC 25% VHQ,,8,нет,Тбилиси,1 гр,0.0063,4161,1614,143,59,,,True,,,,,,,,1 gr top buds white widow wishki THC 25% VHQ
16,02-07-2020 20:42:26,Tbilisi,3Y9,HIGHTHC,1 г Skunk #1 марихуана шишки тгк 29% VHQ,True,6,нет,Тбилиси,1 гр,0.0063,4161,1614,143,59,True,,,,,,,,,,1 g Skunk #1 marihuana shishki tgk 29% VHQ
17,02-07-2020 20:42:26,Tbilisi,ABOAB,ProGrow,1G ---> Big Devil (BTC - Sale),,6,нет,Тбилиси,1 гр,0.0057,3738,1450,128,53,True,,,,,,,,,,1G ---> Big Devil (BTC - Sale)
18,02-07-2020 20:42:26,Tbilisi,ABOAB,ProGrow,1G ---> Pineapple (BTC - Sale),True,6,нет,Тбилиси,1 гр,0.0054,3526,1368,121,50,,,,,,,,,,,1G ---> Pineapple (BTC - Sale)
19,02-07-2020 20:42:26,Tbilisi,SF03,CRAZYFROG,"1GR GORILLA GLUE AUTO Шишки ,Оплата BITCOIN -10% Скидка",,5,нет,Тбилиси,1 гр,0.0064,4231,1641,145,60,,,,True,,,,,,,"1GR GORILLA GLUE AUTO Shishki ,Oplata BITCOIN -10% Skidka"
20,02-07-2020 20:42:26,Tbilisi,7LHWP,GEOBUDS,1gr HYBRID o.g,True,7,нет,Тбилиси,1 гр,0.0052,3455,1340,119,49,,,,,,,,,,,1gr HYBRID o.g
21,02-07-2020 20:42:26,Tbilisi,9Y6T,WeedShop,Jamaican 1г High Thc,True,4,нет,Тбилиси,1 гр,0.0062,4090,1586,141,58,,,,,,,,,,,Jamaican 1g High Thc
22,02-07-2020 20:42:26,Tbilisi,2LA7,ACROBATS,Марихуана бошки OG KUSH этим все сказано. 1г.,,7,нет,Тбилиси,1 гр,0.0058,3808,1477,131,54,True,,,,,,,,,,Marihuana boshki OG KUSH etim vse skazano. 1g.
23,02-07-2020 20:42:26,Tbilisi,C36EL,TripGuru,Iranian Black Heroin Old WHQ Не сырец 2.g. ПОДЪЕЗД,True,1,нет,Тбилиси,2 гр,0.0407,26798,10393,921,380,,,,,,,,,,,Iranian Black Heroin Old WHQ Ne syrets 2.g. POD'EZD
24,02-07-2020 20:42:26,Tbilisi,A3I9,Joookerrr,марки н-боом 2 шт.,,5,нет,Тбилиси,2 гр,0.0037,2468,957,85,35,True,,,,,,,,,,marki n-boom 2 sht.
25,02-07-2020 20:42:26,Tbilisi,7LHWP,GEOBUDS,3 gr georgian weed. Package on magnet,True,8,нет,Тбилиси,3 гр,0.0093,6135,2379,211,87,,,,,True,,,,,,3 gr georgian weed. Package on magnet
26,02-07-2020 20:42:26,Tbilisi,6UG,Good Enuff,Мощные жирные марки 25i nbome 5шт. Готовые клады в Грузии от производителя!,True,7,нет,Тбилиси,5 гр,0.0054,3879,1504,133,55,,,,,,,,,,,Moschnye zhirnye marki 25i nbome 5sht. Gotovye klady v Gruzii ot proizvoditelja!
27,02-07-2020 20:42:26,Tbilisi,7LHWP,GEOBUDS,10 gr georgian weed. Package on magnet,True,3,нет,Тбилиси,10 гр,0.0256,16854,6537,579,239,,,,,,,,,,,10 gr georgian weed. Package on magnet
28,02-07-2020 20:42:26,Tbilisi,8B31,GEOWEEDSHOP,10gr чистый пудра от марихуаны. DRIED MARIJUANA POWDER,True,7,нет,Тбилиси,10 гр,0.0139,9097,3528,313,129,,,,,,,,,,,10gr chistyj pudra ot marihuany. DRIED MARIJUANA POWDER
29,02-07-2020 20:42:26,Tbilisi,SM7B,SWEETWEED,Гашиш Евро 10гр,True,3,нет,Тбилиси,10 гр,0.0467,31734,12308,1091,450,,,,,,,,,,,Gashish Evro 10gr
30,02-07-2020 20:42:26,Tbilisi,A3I9,Joookerrr,Марки н-боом 10 шт.,True,2,7,Тбилиси,10 гр,0.0107,7052,2735,242,100,True,,,,,,,,,,Marki n-boom 10 sht.
31,02-07-2020 20:42:26,Tbilisi,6UG,Good Enuff,Мощные жирные марки 25i nbome 10шт. Готовые клады в Грузии от производителя!,True,6,нет,Тбилиси,10 гр,0.0083,5994,2325,206,85,,,,,,,,,,,Moschnye zhirnye marki 25i nbome 10sht. Gotovye klady v Gruzii ot proizvoditelja!
32,02-07-2020 20:42:26,Tbilisi,F8K,BestAcid,"марки 25i-nbome 2,5mg (10шт)",True,2,нет,Тбилиси,10 гр,0.0092,6699,2598,230,95,,,,,,,,,,,"marki 25i-nbome 2,5mg (10sht)"
33,02-07-2020 20:42:26,Tbilisi,3TGJ9,Elegant,акция!!! 10g.+2 g. марихуана шишки Critical,True,1,нет,Тбилиси,12 гр,0.0486,35260,13675,1212,500,,,,,,,,,,,aktsija!!! 10g.+2 g. marihuana shishki Critical
34,02-07-2020 20:43:53,Tbilisi,X4ZM,ZYX,Silver haze leaves листья 15гр sale,True,8,нет,Тбилиси,15 гр,0.0069,4584,1778,158,65,,,,,,,,,,,Silver haze leaves list'ja 15gr sale
35,02-07-2020 20:43:53,Tbilisi,2LY77,SveetWeed,25 GGAMM NEW BEASTWEED,True,1,нет,Тбилиси,25 гр,0.0354,25740,9983,885,365,,,,,,,,,,,25 GGAMM NEW BEASTWEED
36,02-07-2020 20:43:53,Tbilisi,A08BZ,Subway,Метамферамин рацемат 60 г (мини-опт),True,1,нет,Тбилиси,60 гр,0.2154,141040,54700,4849,2000,,,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
37,02-07-2020 20:43:53,Tbilisi,A3I9,Joookerrr,"Extazzy ""Gucci"" VHQ (1 штука)",True,нет,2,Тбилиси,1 гр,0.0047,3103,1203,107,44,,,,,,,,,,,"Extazzy ""Gucci"" VHQ (1 shtuka)"
38,02-07-2020 20:43:53,Tbilisi,A3I9,Joookerrr,"Extazzy ""Gucci"" для стильных людей (2гр)",True,нет,9,Тбилиси,2 гр,0.0096,6347,2462,218,90,,,,,,,,,,,"Extazzy ""Gucci"" dlja stil'nyh ljudej (2gr)"
39,02-07-2020 20:43:53,Tbilisi,9VLN,AlienShop,❄❄2g HQ COCAINE❄❄,True,нет,9,Тбилиси,2 гр,0.0538,35189,13648,1210,499,,,,,,,,,,,❄❄2g HQ COCAINE❄❄
40,02-07-2020 20:43:53,Tbilisi,A3I9,Joookerrr,Комбо!!! MDMA 0.2 + марки н боом 2 шт. (2.2 гр),True,нет,9,Тбилиси,2.2 гр,0.009,5964,2308,204,,,,,,,75,,,,,Kombo!!! MDMA 0.2 + marki n boom 2 sht. (2.2 gr)
41,02-07-2020 20:43:53,Tbilisi,A3I9,Joookerrr,"Extazzy ""Gucci"" для стильных людей (3 грамма)",True,нет,6,Тбилиси,3 гр,0.0128,8462,3282,291,120,,,,,,,,,,,"Extazzy ""Gucci"" dlja stil'nyh ljudej (3 gramma)"
42,02-07-2020 20:43:53,Tbilisi,9VLN,AlienShop,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,20,Тбилиси,3 гр,0.0808,52890,20513,1818,750,,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
43,02-07-2020 20:43:53,Tbilisi,9VLN,AlienShop,🚲🎉🚲 3.Pacco Rabanne 300mdma ecstasy 🚲🎉🚲,True,нет,1,Тбилиси,3 гр,0.0129,8462,3282,291,120,,,,,,,,,,,🚲🎉🚲 3.Pacco Rabanne 300mdma ecstasy 🚲🎉🚲
44,02-07-2020 20:43:53,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,5,Тбилиси,4 гр,0.0427,28208,10940,970,400,,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
45,02-07-2020 20:43:53,Tbilisi,A3I9,Joookerrr,Combo!!! 2 Ecztazy and 2 N-BooM (4 штуки),True,нет,8,Тбилиси,4 гр,0.0128,8462,3282,291,120,,,,,,,,,,,Combo!!! 2 Ecztazy and 2 N-BooM (4 shtuki)
46,02-07-2020 20:43:53,Tbilisi,18FB,Mr.Green Tbilis,5 G Hybrid Marijuana Buds За BТС 10% СКИДКА,True,нет,10,Тбилиси,5 гр,0.0267,17630,6838,606,250,,,,,,,,,,,5 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
47,02-07-2020 20:43:53,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0587,38786,15043,1333,550,,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
48,02-07-2020 20:43:53,Tbilisi,BB6E,WEEDSH0P,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",True,нет,6,Тбилиси,5 гр,0.0288,19040,7385,655,270,,,,,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
49,02-07-2020 20:43:53,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,True,нет,5,Тбилиси,5 гр,0.0299,19746,7658,679,280,,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
50,02-07-2020 20:43:53,Tbilisi,SF03,CRAZYFROG,5 gr top buds white widow wишки THC 25% VHQ,True,нет,6,Тбилиси,5 гр,0.0294,19393,7521,667,275,,,,,,,,,,,5 gr top buds white widow wishki THC 25% VHQ
51,02-07-2020 20:43:53,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,True,нет,4,Тбилиси,5 гр,0.0256,16925,6564,582,240,,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
52,02-07-2020 20:43:53,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,7,Тбилиси,5 гр,0.0299,19746,7658,679,280,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
53,02-07-2020 20:43:53,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,6,Тбилиси,5 гр,0.0288,19040,7385,655,270,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
54,02-07-2020 20:43:53,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0212,15444,5990,531,219,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
55,02-07-2020 20:43:53,Tbilisi,A3I9,Joookerrr,"Extazzy ""Gucci"" для стильных людей (5 Грамм)",True,нет,6,Тбилиси,5 гр,0.0187,12341,4786,424,175,,,,,,,,,,,"Extazzy ""Gucci"" dlja stil'nyh ljudej (5 Gramm)"
56,02-07-2020 20:43:53,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,3,Тбилиси,5 гр,0.0288,19040,7385,655,270,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
57,02-07-2020 20:43:53,Tbilisi,A3I9,Joookerrr,Геройн (сирец) 5 гр,True,нет,2,Тбилиси,5 гр,0.1601,105780,41025,3636,1500,,,,,,,,,,,Gerojn (sirets) 5 gr
58,02-07-2020 20:43:53,Tbilisi,2LA7,ACROBATS,Марихуана бошки OG KUSH этим все сказано. 5г.,,нет,2,Тбилиси,5 гр,0.0267,17630,6838,606,250,True,,,,,,,,,,Marihuana boshki OG KUSH etim vse skazano. 5g.
59,02-07-2020 20:43:53,Tbilisi,A3I9,Joookerrr,марки н-боом 5шт.,True,нет,8,Тбилиси,5 гр,0.0069,4584,1778,158,65,,,,,,,,,,,marki n-boom 5sht.
60,02-07-2020 20:43:53,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2614,190000,87429,6490,,,,,,,,,,,,reagent 25i nbome. 5gr
61,02-07-2020 20:43:53,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2911,211559,82050,7273,3000,,,,,,,True,True,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
62,02-07-2020 20:43:53,Tbilisi,9VLN,AlienShop,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,7,Тбилиси,5 гр,0.1346,88079,34160,3028,1249,,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
