,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,₴,Br,ք,$,Saburtalo,Gldani,Didube,€,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
22,19-05-2020 14:16:26,Tbilisi,A08BZ,Subway,Метамферамин рацемат 60 г (мини-опт),True,1,нет,Тбилиси,60 гр,0.1844,53400,4873,145960,2000,,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
23,19-05-2020 14:16:26,Tbilisi,A3I9,Joookerrr,Бупренорфин (аналог суботекса) 0.2 гр.,True,нет,9,Тбилиси,0.2 гр,0.0099,2624,237,7105,,,,,90,,,,,,Buprenorfin (analog suboteksa) 0.2 gr.
24,19-05-2020 14:16:26,Tbilisi,A3I9,Joookerrr,"MDMA ""цунами удовольствия) 0.5 грамм",True,нет,10,Тбилиси,0.5 гр,0.0081,2136,195,5838,80,,,,,,,,,,"MDMA ""tsunami udovol'stvija) 0.5 gramm"
25,19-05-2020 14:16:26,Tbilisi,A3I9,Joookerrr,"MDMA чистоган!!! ""Цуунаммииии удовольсвия""!!!! 0.5 грамм (предзаказ) скидка 10%",True,нет,7,Тбилиси,0.5 гр,0.0076,2003,183,5473,75,,,,,,,,,,"MDMA chistogan!!! ""Tsuunammiiii udovol'svija""!!!! 0.5 gramm (predzakaz) skidka 10%"
26,19-05-2020 14:16:26,Tbilisi,18FB,Mr.Green Tbilis,"""Kief"" Weed trichomes 1G",True,нет,5,Тбилиси,1 гр,0.0162,4272,390,11677,160,,,,,,,,,,"""Kief"" Weed trichomes 1G"
27,19-05-2020 14:16:26,Tbilisi,9VLN,AlienShop,❄❄2g HQ COCAINE❄❄,True,нет,1,Тбилиси,2 гр,0.0378,9852,899,26930,369,,,,,,,,,,❄❄2g HQ COCAINE❄❄
28,19-05-2020 14:16:26,Tbilisi,9VLN,AlienShop,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,8,Тбилиси,3 гр,0.0593,15459,1411,42255,579,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
29,19-05-2020 14:16:26,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,7,Тбилиси,4 гр,0.0406,10680,975,29192,400,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
30,19-05-2020 14:16:26,Tbilisi,1MZLP,WeedbooM,✿ 4gr Hybrid Weed Indica Buds VHQ ❤,,нет,2,Тбилиси,4 гр,0.0142,3738,341,10217,140,True,,,,,,,,,✿ 4gr Hybrid Weed Indica Buds VHQ ❤
31,19-05-2020 14:16:26,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0558,14685,1340,40139,550,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
32,19-05-2020 14:16:26,Tbilisi,BB6E,WEEDSH0P,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",True,нет,9,Тбилиси,5 гр,0.0238,6275,573,17150,235,,,,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
33,19-05-2020 14:16:26,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,True,нет,6,Тбилиси,5 гр,0.0243,6408,585,17515,240,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
34,19-05-2020 14:17:06,Tbilisi,SF03,CRAZYFROG,5 gr top buds white widow wишки THC 25% VHQ,True,нет,9,Тбилиси,5 гр,0.0233,6141,560,16785,230,,,,,,,,,,5 gr top buds white widow wishki THC 25% VHQ
35,19-05-2020 14:17:06,Tbilisi,SF03,CRAZYFROG,5 gr Шишки “OG KUSH VHQ”,True,нет,3,Тбилиси,5 гр,0.0161,4245,387,11604,159,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
36,19-05-2020 14:17:06,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,True,нет,4,Тбилиси,5 гр,0.0243,6408,585,17515,240,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
37,19-05-2020 14:17:06,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,9,Тбилиси,5 гр,0.0243,6408,585,17515,240,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
38,19-05-2020 14:17:06,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,6,Тбилиси,5 гр,0.0233,6141,560,16785,230,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
39,19-05-2020 14:17:06,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0202,5847,534,15983,219,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
40,19-05-2020 14:17:06,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,4,Тбилиси,5 гр,0.0238,6275,573,17150,235,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
41,19-05-2020 14:17:06,Tbilisi,6P9R,RickNMorty,VHQ Jamaican Dream 19% Thc 5 Gr,True,нет,1,Тбилиси,5 гр,0.0162,4272,390,11677,160,,,,,,,,,,VHQ Jamaican Dream 19% Thc 5 Gr
42,19-05-2020 14:17:06,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2401,87429,6341,190000,,,,,,,,,,,reagent 25i nbome. 5gr
43,19-05-2020 14:17:06,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2767,80100,7310,218939,3000,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
44,19-05-2020 14:17:06,Tbilisi,9VLN,AlienShop,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,8,Тбилиси,5 гр,0.0983,25605,2337,69988,959,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
45,19-05-2020 14:17:06,Tbilisi,9VLN,AlienShop,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,3,Тбилиси,5 гр,0.0195,5073,463,13866,190,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
46,19-05-2020 14:17:06,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,True,нет,5,Тбилиси,5 гр,0.0501,13056,1191,35687,489,,,,,,,,,,💘✨5g. MDMA ✨💘
47,19-05-2020 14:17:06,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,True,нет,1,Тбилиси,5 гр,0.0194,5046,461,13793,189,,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
48,19-05-2020 14:17:06,Tbilisi,A3I9,Joookerrr,"""Express Batumi"" марки н-боооом 8 шт.",True,нет,4,Тбилиси,8 гр,0.0101,2670,244,7298,100,,,,,,,,,,"""Express Batumi"" marki n-boooom 8 sht."
49,19-05-2020 14:17:06,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.0913,24030,2193,65682,900,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
50,19-05-2020 14:17:06,Tbilisi,SF03,CRAZYFROG,10 gr top buds white widow wишки THC 25% VHQ,True,нет,10,Тбилиси,10 гр,0.0406,10680,975,29192,400,,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
51,19-05-2020 14:17:06,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,2,Тбилиси,10 гр,0.071,18690,1706,51086,700,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
52,19-05-2020 14:17:06,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,5,Тбилиси,10 гр,0.0426,11214,1023,30652,420,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
53,19-05-2020 14:17:06,Tbilisi,18FB,Mr.Green Tbilis,10G Hybrid Marijuana Leafs,True,нет,38,Тбилиси,10 гр,0.0101,2670,244,7298,100,,,,,,,,,,10G Hybrid Marijuana Leafs
54,19-05-2020 14:17:06,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,3,Тбилиси,10 гр,0.0812,21360,1949,58384,800,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
55,19-05-2020 14:17:06,Tbilisi,6P9R,RickNMorty,VHQ Jamaican Dream 19% Thc 10 Gr,True,нет,1,Тбилиси,10 гр,0.0294,7743,707,21164,290,,,,,,,,,,VHQ Jamaican Dream 19% Thc 10 Gr
56,19-05-2020 14:17:06,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2257,59408,5421,162380,2225,,,,,,,,,,Amfetamin [White] [Import] 10G
57,19-05-2020 14:17:06,Tbilisi,9VLN,AlienShop,☃️❄NEW 10g.COCAINE❄☃️,True,нет,5,Тбилиси,10 гр,0.1597,41625,3799,113776,1559,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
58,19-05-2020 14:17:06,Tbilisi,9VLN,AlienShop,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.0378,9852,899,26930,369,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
59,19-05-2020 14:17:06,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,3,Тбилиси,10 гр,0.0323,8411,768,22989,315,,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
60,19-05-2020 14:17:06,Tbilisi,XH0NP,XX-PABLO-XX,METADON - 20 G.,True,нет,1,Тбилиси,20 гр,0.5123,133500,12183,364899,5000,,,,,,,,,,METADON - 20 G.
61,19-05-2020 14:17:06,Tbilisi,9VLN,AlienShop,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.0614,15993,1459,43715,599,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
62,19-05-2020 14:17:06,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 50шт. вес таблетки 450mg,True,нет,1,Тбилиси,50 гр,0.1116,29370,2680,80278,1100,,,,,,,,,,Extasy GUCCI 50sht. ves tabletki 450mg
63,19-05-2020 14:17:06,Tbilisi,SF03,CRAZYFROG,100 gr marijuana buds,True,нет,1,Тбилиси,100 гр,0.2435,64080,5848,175152,2400,,,,,,,,,,100 gr marijuana buds
64,19-05-2020 14:17:06,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2029,53400,4873,145960,2000,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
65,19-05-2020 14:17:06,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2536,66750,6091,182450,2500,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
66,19-05-2020 14:17:06,Tbilisi,3Y9,HIGHTHC,180 gr марихуана персоално,True,нет,1,Тбилиси,180 гр,0.5985,157530,14375,430581,5900,,,,,,,,,,180 gr marihuana persoalno
67,19-05-2020 14:17:06,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.4666,122820,11208,335707,4600,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
68,19-05-2020 14:17:06,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.7608,200250,18274,547349,7500,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
69,19-05-2020 14:17:56,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0202,5320,487,14478,200,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
70,19-05-2020 14:17:56,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0252,6650,609,18098,250,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
71,19-05-2020 14:17:56,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.5274,399000,36548,1085877,15000,,,,,,,,,,Vakansija optovogo kur'era na mef
72,19-05-2020 14:19:33,Batumi,CL7K,go420times,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.222,58520,5360,159262,2200,,,,,,,True,,,[100g] SPAIN HASH
73,19-05-2020 14:19:33,Batumi,A3I9,Joookerrr,Бупренорфин (аналог суботекса) 0.2 гр.,,нет,8,Батуми,0.2 гр,0.0099,2624,237,7125,,,,,90,,,True,,,Buprenorfin (analog suboteksa) 0.2 gr.
74,19-05-2020 14:19:33,Batumi,A3I9,Joookerrr,"MDMA ""цунами удовольствия) 0.5 грамм",,нет,24,Батуми,0.5 гр,0.0091,2394,219,6515,90,,,,,,,True,,,"MDMA ""tsunami udovol'stvija) 0.5 gramm"
75,19-05-2020 14:19:33,Batumi,A3I9,Joookerrr,Батуми н-бооом 2 штуки,,нет,10,Батуми,2 гр,0.0036,962,87,2613,,,,,33,,,True,,,Batumi n-booom 2 shtuki
76,19-05-2020 14:19:33,Batumi,A3I9,Joookerrr,"""Express Batumi"" марки н-боооом 8 шт.",,нет,10,Батуми,8 гр,0.0101,2660,244,7239,100,,,,,,,True,,,"""Express Batumi"" marki n-boooom 8 sht."
77,19-05-2020 14:19:33,Batumi,QHW5I,DrugEA,❥ Твой! ГАШИШ Марокко 500 грамм ♥,,нет,1,Батуми,500 гр,0.1575,51992,3771,112990,,,,,,,,True,,,❥ Tvoj! GAShISh Marokko 500 gramm ♥
78,19-05-2020 14:19:33,Batumi,QHW5I,DrugEA,❥Твой! ГАШИШ Марокко 1000 грамм ♥,,нет,1,Батуми,1000 гр,0.2494,82321,5970,178900,,,,,,,,True,,,❥Tvoj! GAShISh Marokko 1000 gramm ♥
79,19-05-2020 14:19:33,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0092,2660,244,7239,100,,,,,,,True,,,kur'er v Batumi
80,19-05-2020 14:19:33,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0229,6650,609,18098,250,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
81,19-05-2020 14:19:33,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0229,6650,609,18098,250,,,,,,,True,,,Ischu kur'era v Gruzii!
82,19-05-2020 14:19:33,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.5274,399000,36548,1085877,15000,,,,,,,True,,,Vakansija optovogo kur'era na mef
83,19-05-2020 14:19:33,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0505,13300,1218,36196,500,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
84,19-05-2020 14:21:32,Kutaisi,EIH4,San4oPan4o,MDMA from Europe!!! 1.5g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,1,нет,Кутаиси,1.5 гр,0.0208,5586,512,15202,210,,,,,,,,,True,MDMA from Europe!!! 1.5g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
85,19-05-2020 14:21:32,Kutaisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 2g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,6,нет,Кутаиси,2 гр,0.0484,12901,1182,35110,485,,,,,,,,,True,Columbia Cocaine VHQ 2g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
86,19-05-2020 14:21:32,Kutaisi,EIH4,San4oPan4o,MDMA from Europe!!! 3g !!! SALE!!! !!! КУТАИСИ !!! BTC SALE 5%!!!!,,8,нет,Кутаиси,3 гр,0.037,9842,902,26785,370,,,,,,,,,True,MDMA from Europe!!! 3g !!! SALE!!! !!! KUTAISI !!! BTC SALE 5%!!!!
87,19-05-2020 14:21:32,Kutaisi,A3I9,Joookerrr,Работа на марки (курьер),,нет,1,Кутаиси,25 гр,0.0202,5320,487,14478,200,,,,,,,,,True,Rabota na marki (kur'er)
