,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,€,Saburtalo,Gldani,Дигоми,Didube,Old Tbilisi (Старый город),Авлобари,Центр,Батуми,Кутаиси,desc_en
24,22-03-2020 18:37:02,Tbilisi,9VLN,AlienShop,️‍🤩🌈️‍🌈️‍🌈3 LSD 200ug.🌈️‍🌈️‍🌈🤩,True,1,нет,Тбилиси,3 гр,0.0148,7726,2782,253,99,,,,,,,,,,,️‍🤩🌈️‍🌈️‍🌈3 LSD 200ug.🌈️‍🌈️‍🌈🤩
25,22-03-2020 18:37:02,Tbilisi,C7LQ,Scandal,"5 Grm MDMA , Purity A +++",True,1,нет,Тбилиси,5 гр,0.0429,24974,8992,819,320,,,,,,,,,,,"5 Grm MDMA , Purity A +++"
26,22-03-2020 18:37:02,Tbilisi,BCF,Doitgod,5 Grm Mdma Pure Quality A +++,True,2,нет,Тбилиси,5 гр,0.0438,23413,8430,768,300,,,,,,,,,,,5 Grm Mdma Pure Quality A +++
27,22-03-2020 18:37:02,Tbilisi,BB6E,WEEDSH0P,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",True,1,нет,Тбилиси,5 гр,0.0294,15531,5592,509,199,,,,,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
28,22-03-2020 18:37:02,Tbilisi,0WE,Khachapuri,5 gr mdma (скидка в биткоин 5%),True,2,нет,Тбилиси,5 гр,0.0443,24405,8802,801,,290,,,,,,,,,,5 gr mdma (skidka v bitkoin 5%)
29,22-03-2020 18:37:02,Tbilisi,NVOG,ProperMgzn,5x Extasy Duracell 223mg MDMA.,True,7,нет,Тбилиси,5 гр,0.0261,13658,4918,448,175,,,,,,,,,,,5x Extasy Duracell 223mg MDMA.
30,22-03-2020 18:37:02,Tbilisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 5g BTC SALE 5%!!,,1,нет,Тбилиси,5 гр,0.1162,61421,22115,2014,787,,,,True,,,,,,,Columbia Cocaine VHQ 5g BTC SALE 5%!!
31,22-03-2020 18:37:02,Tbilisi,6UG,Good Enuff,Мощные жирные марки 25i nbome 5шт. Готовые клады в Грузии от производителя!,True,8,нет,Тбилиси,5 гр,0.0087,5073,1827,166,65,,,,,,,,,,,Moschnye zhirnye marki 25i nbome 5sht. Gotovye klady v Gruzii ot proizvoditelja!
32,22-03-2020 18:37:02,Tbilisi,EIH4,San4oPan4o,MDMA from Europe!!! 5g + (0.5g hash подарок !!!!) BTC SALE 5%!!,,2,нет,Тбилиси,5.5 гр,0.048,25364,9133,832,325,,,,True,,,,,,,MDMA from Europe!!! 5g + (0.5g hash podarok !!!!) BTC SALE 5%!!
33,22-03-2020 18:37:02,Tbilisi,P5MBO,ToppoT,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨,,2,нет,Тбилиси,10 гр,0.0539,28486,10257,934,365,,,,,True,,,,,,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨
34,22-03-2020 18:38:35,Tbilisi,SM7B,SWEETWEED,гашиш евро 10г,True,2,нет,Тбилиси,10 гр,0.0566,31218,11240,1024,400,,,,,,,,,,,gashish evro 10g
35,22-03-2020 18:38:35,Tbilisi,EIH4,San4oPan4o,MDMA from Europe!!! 10g + (1g hash подарок !!!!) BTC SALE 5%!!,,1,нет,Тбилиси,11 гр,0.0937,49558,17844,1625,635,,,,True,,,,,,,MDMA from Europe!!! 10g + (1g hash podarok !!!!) BTC SALE 5%!!
36,22-03-2020 18:38:35,Tbilisi,A08BZ,Subway,Метамферамин рацемат 60 г (мини-опт),True,1,нет,Тбилиси,60 гр,0.2683,156089,56200,5118,2000,,,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
37,22-03-2020 18:38:35,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 0.27 G - (SALE),True,14,5,Тбилиси,0.27 гр,0.0373,19511,7025,640,250,,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.27 G - (SALE)
38,22-03-2020 18:38:35,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 0.35 G,True,нет,5,Тбилиси,0.35 гр,0.0447,23413,8430,768,300,,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.35 G
39,22-03-2020 18:38:35,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 1.1 G (SALE),True,2,3,Тбилиси,1.1 гр,0.1118,58533,21075,1919,750,,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 1.1 G (SALE)
40,22-03-2020 18:38:35,Tbilisi,9VLN,AlienShop,✨✨2gram. MDMA✨✨,True,нет,3,Тбилиси,2 гр,0.0298,15609,5620,512,200,,,,,,,,,,,✨✨2gram. MDMA✨✨
41,22-03-2020 18:38:35,Tbilisi,9VLN,AlienShop,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,3,Тбилиси,3 гр,0.0879,46046,16579,1510,590,,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
42,22-03-2020 18:38:35,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,7,Тбилиси,4 гр,0.059,31218,11240,1024,400,,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
43,22-03-2020 18:38:35,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0812,42924,15455,1408,550,,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
44,22-03-2020 18:38:35,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,True,нет,1,Тбилиси,5 гр,0.0294,15531,5592,509,199,,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
45,22-03-2020 18:38:35,Tbilisi,SF03,CRAZYFROG,5 gr Шишки “OG KUSH VHQ”,True,нет,9,Тбилиси,5 гр,0.0294,15531,5592,509,199,,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
46,22-03-2020 18:38:35,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,True,нет,1,Тбилиси,5 гр,0.0294,15531,5592,509,199,,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
47,22-03-2020 18:38:35,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,10,Тбилиси,5 гр,0.0294,15531,5592,509,199,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
48,22-03-2020 18:38:35,Tbilisi,SF03,CRAZYFROG,"5gr WHITE WIDOW марихуана шишки, Оплата BITCOIN -10% Скидка.",True,нет,1,Тбилиси,5 гр,0.0294,15531,5592,509,199,,,,,,,,,,,"5gr WHITE WIDOW marihuana shishki, Oplata BITCOIN -10% Skidka."
49,22-03-2020 18:38:35,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,9,Тбилиси,5 гр,0.0294,15531,5592,509,199,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
50,22-03-2020 18:38:35,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0294,17092,6154,560,219,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
51,22-03-2020 18:38:35,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - 5 G. (SHISHKI) (SALE),True,нет,5,Тбилиси,5 гр,0.0447,23413,8430,768,300,,,,,,,,,,,MARIXYANA - 5 G. (SHISHKI) (SALE)
52,22-03-2020 18:38:35,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,7,Тбилиси,5 гр,0.0294,15531,5592,509,199,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
53,22-03-2020 18:38:35,Tbilisi,2LA7,ACROBATS,Марихуана бошки OG KUSH этим все сказано. 5г.,,нет,1,Тбилиси,5 гр,0.0295,15609,5620,512,200,,,,,,True,,,,,Marihuana boshki OG KUSH etim vse skazano. 5g.
54,22-03-2020 18:38:35,Tbilisi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),True,нет,15,Тбилиси,5 гр,0.0268,15609,5620,512,200,,,,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
55,22-03-2020 18:38:35,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.3266,190000,87429,6224,,,,,,,,,,,,reagent 25i nbome. 5gr
56,22-03-2020 18:38:35,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.4024,234133,84300,7677,3000,,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
57,22-03-2020 18:38:35,Tbilisi,9VLN,AlienShop,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,3,Тбилиси,5 гр,0.128,67040,24138,2198,859,,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
58,22-03-2020 18:38:35,Tbilisi,9VLN,AlienShop,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,3,Тбилиси,5 гр,0.0276,14438,5199,473,185,,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
59,22-03-2020 18:38:35,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,True,нет,5,Тбилиси,5 гр,0.0729,38164,13741,1251,489,,,,,,,,,,,💘✨5g. MDMA ✨💘
60,22-03-2020 18:38:35,Tbilisi,9VLN,AlienShop,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩,True,нет,3,Тбилиси,5 гр,0.049,25677,9245,842,329,,,,,,,,,,,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩
61,22-03-2020 18:38:35,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,True,нет,8,Тбилиси,5 гр,0.0268,14048,5058,461,180,,,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
62,22-03-2020 18:38:35,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.1328,70240,25290,2303,900,,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
63,22-03-2020 18:38:35,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,5,Тбилиси,10 гр,0.1033,54631,19670,1791,700,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
64,22-03-2020 18:38:35,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,6,Тбилиси,10 гр,0.0472,24974,8992,819,320,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
65,22-03-2020 18:38:35,Tbilisi,NVOG,ProperMgzn,10x Extasy Duracell 223mg MDMA.,True,нет,5,Тбилиси,10 гр,0.0522,27316,9835,896,350,,,,,,,,,,,10x Extasy Duracell 223mg MDMA.
66,22-03-2020 18:40:07,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,5,Тбилиси,10 гр,0.1183,62435,22480,2047,800,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
67,22-03-2020 18:40:07,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.3291,173649,62523,5694,2225,,,,,,,,,,,Amfetamin [White] [Import] 10G
68,22-03-2020 18:40:07,Tbilisi,9VLN,AlienShop,☃️❄NEW 10g.COCAINE❄☃️,True,нет,9,Тбилиси,10 гр,0.2165,113086,40717,3708,1449,,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
69,22-03-2020 18:40:07,Tbilisi,9VLN,AlienShop,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.0551,28798,10369,944,369,,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
70,22-03-2020 18:40:07,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,3,Тбилиси,10 гр,0.0447,23335,8402,765,299,,,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
71,22-03-2020 18:40:07,Tbilisi,9VLN,AlienShop,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.0895,46749,16832,1533,599,,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
72,22-03-2020 18:40:07,Tbilisi,RGIUB,SaintJoint,50 gr 23% THC Amnesia Haze top quality,True,нет,1,Тбилиси,50 гр,0.1614,93653,33720,3071,1200,,,,,,,,,,,50 gr 23% THC Amnesia Haze top quality
73,22-03-2020 18:40:07,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2959,156089,56200,5118,2000,,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
74,22-03-2020 18:40:07,Tbilisi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,True,нет,1,Тбилиси,100 гр,0.2988,156089,56200,5118,2000,,,,,,,,,,,SUBOXIN - HQ - 100 G.
75,22-03-2020 18:40:07,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.3698,195111,70250,6398,2500,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
76,22-03-2020 18:40:07,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,True,нет,1,Тбилиси,150 гр,0.2241,117066,42150,3839,1500,,,,,,,,,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
77,22-03-2020 18:40:07,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.6805,359004,129260,11772,4600,,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
78,22-03-2020 18:40:07,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,1.1095,585332,210750,19193,7500,,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
79,22-03-2020 18:40:07,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,1.2574,663377,238850,21752,8500,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
80,22-03-2020 18:40:07,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,1,нет,Тбилиси,1 гр,0.0269,15609,5620,512,200,,,,,,,,,,,KURYER..500RUB.+BONUS
81,22-03-2020 18:40:07,Tbilisi,8B31,Rastashop,"Работа курьером в Тбилиси, ЗП от 1500$ в месяц, работа только с марихуаной, залог от 200$",True,1,нет,Тбилиси,1 гр,0.0269,15609,5620,512,200,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1500$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 200$"
82,22-03-2020 18:40:07,Tbilisi,A3I9,Joookerrr,Работа на марки (курьер),True,1,нет,Тбилиси,10 гр,0.0202,11707,4215,384,150,,,,,,,,,,,Rabota na marki (kur'er)
83,22-03-2020 18:40:07,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0296,15609,5620,512,200,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
84,22-03-2020 18:40:07,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.037,19511,7025,640,250,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
85,22-03-2020 18:40:07,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,2.2391,1170665,421500,38387,15000,,,,,,,,,,,Vakansija optovogo kur'era na mef
86,22-03-2020 18:41:37,Batumi,V4T,COCAcoLA,MEPHEDRONE 0.5 gr,,5,нет,Батуми,0.5 гр,0.0108,6244,2248,205,80,,,,,,,,True,,,MEPHEDRONE 0.5 gr
87,22-03-2020 18:41:37,Batumi,V4T,COCAcoLA,COCAINE 1 gr THE BEST COCO IN GEORGIA,,4,нет,Батуми,1 гр,0.0404,23413,8430,768,300,,,,,,,,True,,,COCAINE 1 gr THE BEST COCO IN GEORGIA
88,22-03-2020 18:41:37,Batumi,72B,CHINATOWN,NZT-52 limited 1 г мука,,20,нет,Батуми,1 гр,0.0256,14828,5339,486,190,,,,,,,,,True,,NZT-52 limited 1 g muka
89,22-03-2020 18:41:37,Batumi,72B,CHINATOWN,NZT-52 limited 2г мука,,9,нет,Батуми,2 гр,0.0457,26535,9554,870,340,,,,,,,,,True,,NZT-52 limited 2g muka
90,22-03-2020 18:41:37,Batumi,CL7K,go420times,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.3256,171697,61820,5630,2200,,,,,,,,,True,,[100g] SPAIN HASH
91,22-03-2020 18:41:37,Batumi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - BATUMI - 0.30 G,,2,3,Батуми,0.3 гр,0.0448,23413,8430,768,300,,,,,,,,True,,,Metadon - (KRISTAL) - VHQ - BATUMI - 0.30 G
92,22-03-2020 18:41:37,Batumi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),,нет,14,Батуми,5 гр,0.0269,15609,5620,512,200,,,,,,,,,True,,Metamfetamin ratsemat 5 g. (MQ)
93,22-03-2020 18:41:37,Batumi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.299,156089,56200,5118,2000,,,,,,,,,True,,SUBOXIN - HQ - 100 G.
94,22-03-2020 18:41:37,Batumi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,3,Батуми,150 гр,0.2242,117066,42150,3839,1500,,,,,,,,,True,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
95,22-03-2020 18:41:37,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0135,7804,2810,256,100,,,,,,,,,True,,kur'er v Batumi
96,22-03-2020 18:41:37,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0336,19511,7025,640,250,,,,,,,,,True,,Rabota kladmenom. Tol'ko shishki.
97,22-03-2020 18:41:37,Batumi,A3I9,Joookerrr,Работа на марки (курьер),,1,нет,Батуми,10 гр,0.0202,11707,4215,384,150,,,,,,,,,True,,Rabota na marki (kur'er)
98,22-03-2020 18:41:37,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0336,19511,7025,640,250,,,,,,,,,True,,Ischu kur'era v Gruzii!
99,22-03-2020 18:41:37,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,2.2403,1170665,421500,38387,15000,,,,,,,,,True,,Vakansija optovogo kur'era na mef
100,22-03-2020 18:41:37,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.074,39022,14050,1280,500,,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
101,22-03-2020 18:43:09,Kutaisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 1g BTC SALE 5%!! КУТАИСИ!!!,,8,нет,Кутаиси,1 гр,0.03,15999,5761,525,205,,,,,,,,,,True,Columbia Cocaine VHQ 1g BTC SALE 5%!! KUTAISI!!!
102,22-03-2020 18:43:09,Kutaisi,EIH4,San4oPan4o,MDMA from Europe!!! 1.5g BTC SALE 5%!! КУТАИСИ!!!,,8,нет,Кутаиси,1.5 гр,0.0262,13970,5030,458,179,,,,,,,,,,True,MDMA from Europe!!! 1.5g BTC SALE 5%!! KUTAISI!!!
103,22-03-2020 18:43:09,Kutaisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 2g BTC SALE 5%!! КУТАИСИ!!!,,11,нет,Кутаиси,2 гр,0.057,30359,10931,995,389,,,,,,,,,,True,Columbia Cocaine VHQ 2g BTC SALE 5%!! KUTAISI!!!
