,time_stamp,region,sell_code,sell_name,description,Дигоми,готовых,предзаказ,город,вес,BTC,ք,₴,Br,€,Тбилиси,$,Gldani,Nadzaladevi,Saburtalo,Zahesi,Varketili,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,desc_en
36,26-06-2020 23:38:27,Tbilisi,8B31,GEOWEEDSHOP,10gr чистый пудра от марихуаны. DRIED MARIJUANA POWDER,,24,нет,Тбилиси,10 гр,0.0133,8918,3458,307,,True,129,,,,,,,,,,10gr chistyj pudra ot marihuany. DRIED MARIJUANA POWDER
37,26-06-2020 23:38:27,Tbilisi,SM7B,SWEETWEED,Гашиш Евро 10гр,,3,нет,Тбилиси,10 гр,0.0447,31108,12065,1072,,True,450,,,,,,,,,,Gashish Evro 10gr
38,26-06-2020 23:38:27,Tbilisi,2LY77,SveetWeed,11+ GRAMM BEASTWEED NEW,,1,нет,Тбилиси,11 гр,0.0168,12443,4826,429,,True,180,,,,,,,,,,11+ GRAMM BEASTWEED NEW
39,26-06-2020 23:38:27,Tbilisi,3TGJ9,Elegant,акция!!! 10g.+2 g. марихуана шишки Critical,,1,нет,Тбилиси,12 гр,0.0465,34564,13405,1191,,True,500,,,,,,,,,,aktsija!!! 10g.+2 g. marihuana shishki Critical
40,26-06-2020 23:38:27,Tbilisi,X4ZM,ZYX,Silver haze leaves листья 15гр,,8,нет,Тбилиси,15 гр,0.0092,6222,2413,214,,True,90,,,,,,,,,,Silver haze leaves list'ja 15gr
41,26-06-2020 23:38:27,Tbilisi,SM7B,SWEETWEED,Гашиш Евро 20гр,,1,нет,Тбилиси,20 гр,0.0763,53713,20831,1851,,True,777,,,,,,,,,,Gashish Evro 20gr
42,26-06-2020 23:38:27,Tbilisi,A08BZ,Subway,Метамферамин рацемат 60 г (мини-опт),,1,нет,Тбилиси,60 гр,0.2066,138257,53620,4765,,True,2000,,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
43,26-06-2020 23:38:27,Tbilisi,A3I9,Joookerrr,"MDMA чистоган!!! ""Цуунаммииии удовольсвия""!!!! 0.5 грамм",,нет,3,Тбилиси,0.5 гр,0.0092,6222,2413,214,,True,90,,,,,,,,,,"MDMA chistogan!!! ""Tsuunammiiii udovol'svija""!!!! 0.5 gramm"
44,26-06-2020 23:38:27,Tbilisi,A3I9,Joookerrr,"Extazzy ""Gucci"" VHQ (1 штука)",,нет,6,Тбилиси,1 гр,0.0046,3111,1206,107,,True,45,,,,,,,,,,"Extazzy ""Gucci"" VHQ (1 shtuka)"
45,26-06-2020 23:38:27,Tbilisi,A3I9,Joookerrr,"Extazzy ""Gucci"" для стильных людей (2гр)",,нет,9,Тбилиси,2 гр,0.0092,6222,2413,214,,True,90,,,,,,,,,,"Extazzy ""Gucci"" dlja stil'nyh ljudej (2gr)"
46,26-06-2020 23:38:27,Tbilisi,9VLN,AlienShop,✨✨2gram. MDMA✨✨,,нет,1,Тбилиси,2 гр,0.0217,14517,5630,500,,True,210,,,,,,,,,,✨✨2gram. MDMA✨✨
47,26-06-2020 23:38:27,Tbilisi,9VLN,AlienShop,❄❄2g HQ COCAINE❄❄,,нет,3,Тбилиси,2 гр,0.0382,25508,9893,879,,True,369,,,,,,,,,,❄❄2g HQ COCAINE❄❄
48,26-06-2020 23:38:27,Tbilisi,A3I9,Joookerrr,Комбо!!! MDMA 0.2 + марки н боом 2 шт. (2.2 гр),,нет,9,Тбилиси,2.2 гр,0.0086,5816,2261,201,75,True,,,,,,,,,,,Kombo!!! MDMA 0.2 + marki n boom 2 sht. (2.2 gr)
49,26-06-2020 23:38:27,Tbilisi,A3I9,Joookerrr,"Extazzy ""Gucci"" для стильных людей (3 грамма)",,нет,8,Тбилиси,3 гр,0.0123,8295,3217,286,,True,120,,,,,,,,,,"Extazzy ""Gucci"" dlja stil'nyh ljudej (3 gramma)"
50,26-06-2020 23:38:27,Tbilisi,9VLN,AlienShop,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,,нет,3,Тбилиси,3 гр,0.0599,40025,15523,1380,,True,579,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
51,26-06-2020 23:38:27,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,,нет,6,Тбилиси,4 гр,0.0409,27651,10724,953,,True,400,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
52,26-06-2020 23:38:27,Tbilisi,A3I9,Joookerrr,Combo!!! 2 Ecztazy and 2 N-BooM (4 штуки),,нет,9,Тбилиси,4 гр,0.0123,8295,3217,286,,True,120,,,,,,,,,,Combo!!! 2 Ecztazy and 2 N-BooM (4 shtuki)
53,26-06-2020 23:38:27,Tbilisi,18FB,Mr.Green Tbilis,5 G Hybrid Marijuana Buds За BТС 10% СКИДКА,,нет,10,Тбилиси,5 гр,0.0256,17282,6703,596,,True,250,,,,,,,,,,5 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
54,26-06-2020 23:38:27,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,,нет,5,Тбилиси,5 гр,0.0563,38021,14746,1310,,True,550,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
55,26-06-2020 23:38:27,Tbilisi,BB6E,WEEDSH0P,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",,нет,6,Тбилиси,5 гр,0.0276,18665,7239,643,,True,270,,,,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
56,26-06-2020 23:38:27,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,,нет,5,Тбилиси,5 гр,0.0287,19356,7507,667,,True,280,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
57,26-06-2020 23:38:27,Tbilisi,SF03,CRAZYFROG,5 gr top buds white widow wишки THC 25% VHQ,,нет,6,Тбилиси,5 гр,0.0282,19010,7373,655,,True,275,,,,,,,,,,5 gr top buds white widow wishki THC 25% VHQ
58,26-06-2020 23:38:27,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,,нет,4,Тбилиси,5 гр,0.0246,16591,6434,572,,True,240,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
59,26-06-2020 23:38:27,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",,нет,7,Тбилиси,5 гр,0.0287,19356,7507,667,,True,280,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
60,26-06-2020 23:38:27,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,,нет,6,Тбилиси,5 гр,0.0276,18665,7239,643,,True,270,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
61,26-06-2020 23:38:27,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",,нет,2,Тбилиси,5 гр,0.0204,15139,5871,522,,True,219,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
62,26-06-2020 23:38:27,Tbilisi,A3I9,Joookerrr,"Extazzy ""Gucci"" для стильных людей (5 Грамм)",,нет,9,Тбилиси,5 гр,0.0179,12097,4692,417,,True,175,,,,,,,,,,"Extazzy ""Gucci"" dlja stil'nyh ljudej (5 Gramm)"
63,26-06-2020 23:38:27,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,,нет,4,Тбилиси,5 гр,0.0276,18665,7239,643,,True,270,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
64,26-06-2020 23:38:27,Tbilisi,A3I9,Joookerrr,Геройн (сирец) 5 гр,,нет,2,Тбилиси,5 гр,0.1536,103693,40215,3574,,True,1500,,,,,,,,,,Gerojn (sirets) 5 gr
65,26-06-2020 23:38:27,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,,нет,2,Тбилиси,5 гр,0.2558,190000,87429,6526,,True,,,,,,,,,,,reagent 25i nbome. 5gr
66,26-06-2020 23:38:27,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2792,207385,80430,7148,,,3000,,,,,,True,True,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
67,26-06-2020 23:38:27,Tbilisi,9VLN,AlienShop,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,,нет,7,Тбилиси,5 гр,0.0992,66294,25711,2285,,True,959,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
68,26-06-2020 23:38:27,Tbilisi,9VLN,AlienShop,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,,нет,9,Тбилиси,5 гр,0.0196,13134,5094,453,,True,190,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
69,26-06-2020 23:38:27,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,,нет,9,Тбилиси,5 гр,0.0506,33804,13110,1165,,True,489,,,,,,,,,,💘✨5g. MDMA ✨💘
70,26-06-2020 23:38:27,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,,нет,1,Тбилиси,10 гр,0.0921,62216,24129,2144,,True,900,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
71,26-06-2020 23:39:17,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,,нет,1,Тбилиси,10 гр,0.0921,62216,24129,2144,,True,900,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
72,26-06-2020 23:39:17,Tbilisi,SF03,CRAZYFROG,10 gr top buds white widow wишки THC 25% VHQ,,нет,10,Тбилиси,10 гр,0.0563,38021,14746,1310,,True,550,,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
73,26-06-2020 23:39:17,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,,нет,2,Тбилиси,10 гр,0.0717,48390,18767,1668,,True,700,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
74,26-06-2020 23:39:17,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",,нет,5,Тбилиси,10 гр,0.043,29034,11260,1001,,True,420,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
75,26-06-2020 23:39:17,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,,нет,3,Тбилиси,10 гр,0.0819,55303,21448,1906,,True,800,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
76,26-06-2020 23:39:17,Tbilisi,A3I9,Joookerrr,"Extazzy ""Gucci"" для стильных людей (10 грамм)",,нет,10,Тбилиси,10 гр,0.0338,22812,8847,786,,True,330,,,,,,,,,,"Extazzy ""Gucci"" dlja stil'nyh ljudej (10 gramm)"
77,26-06-2020 23:39:17,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,,нет,1,Тбилиси,10 гр,0.2278,153811,59652,5302,,True,2225,,,,,,,,,,Amfetamin [White] [Import] 10G
78,26-06-2020 23:39:17,Tbilisi,A3I9,Joookerrr,Марки н-боом 10 шт.,,нет,8,Тбилиси,10 гр,0.0102,6913,2681,238,,True,100,,,,,,,,,,Marki n-boom 10 sht.
79,26-06-2020 23:39:17,Tbilisi,A3I9,Joookerrr,Сирец (геройн) очень сильный 10 гр,,нет,2,Тбилиси,10 гр,0.2252,152082,58982,5242,,True,2200,,,,,,,,,,Sirets (gerojn) ochen' sil'nyj 10 gr
80,26-06-2020 23:39:17,Tbilisi,9VLN,AlienShop,☃️❄NEW 10g.COCAINE❄☃️,,нет,9,Тбилиси,10 гр,0.1612,107771,41797,3715,,True,1559,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
81,26-06-2020 23:39:17,Tbilisi,9VLN,AlienShop,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,,нет,8,Тбилиси,10 гр,0.0382,25508,9893,879,,True,369,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
82,26-06-2020 23:39:17,Tbilisi,6KB,Marioshop,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,,нет,1,Тбилиси,11 гр,0.0451,30241,11759,1044,390,True,,,,,,,,,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
83,26-06-2020 23:39:17,Tbilisi,9VLN,AlienShop,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,,нет,9,Тбилиси,20 гр,0.0619,41408,16059,1427,,True,599,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
84,26-06-2020 23:39:17,Tbilisi,SF03,CRAZYFROG,100 gr marijuana buds,,нет,1,Тбилиси,100 гр,0.2457,165908,64344,5718,,True,2400,,,,,,,,,,100 gr marijuana buds
85,26-06-2020 23:39:17,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,,нет,1,Тбилиси,100 гр,0.2047,138257,53620,4765,,True,2000,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
86,26-06-2020 23:39:17,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,,1,1,Тбилиси,100 гр,0.2559,172821,67025,5957,,True,2500,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
87,26-06-2020 23:39:17,Tbilisi,3Y9,HIGHTHC,180 gr марихуана персоално,,нет,1,Тбилиси,180 гр,0.604,407858,158179,14058,,True,5900,,,,,,,,,,180 gr marihuana persoalno
88,26-06-2020 23:39:17,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,,нет,1,Тбилиси,250 гр,0.4709,317991,123326,10960,,True,4600,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
89,26-06-2020 23:39:17,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,,нет,1,Тбилиси,500 гр,0.7678,518463,201075,17870,,True,7500,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
90,26-06-2020 23:39:17,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,,нет,3,Тбилиси,10000 гр,0.8701,587591,227885,20253,,True,8500,,,,,,,,,,10000sht marki 25i-nbome. predoplata
91,26-06-2020 23:39:17,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,,2,нет,Тбилиси,1 гр,0.0186,13826,5362,477,,True,200,,,,,,,,,,KURYER..500RUB.+BONUS
92,26-06-2020 23:39:17,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",,нет,1,Тбилиси,1 гр,0.0205,13826,5362,477,,True,200,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
93,26-06-2020 23:39:17,Tbilisi,A3I9,Joookerrr,Работа на марки (курьер),,нет,3,Тбилиси,1 гр,0.0256,17282,6703,596,,True,250,,,,,,,,,,Rabota na marki (kur'er)
94,26-06-2020 23:39:17,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Тбилиси,400 гр,1.5495,1036926,402150,35741,,True,15000,,,,,,,,,,Vakansija optovogo kur'era na mef
95,26-06-2020 23:41:57,Batumi,EIH4,San4oPan4o,!! БАТУМИ!! !!! Iranian Sirec 0.25g !!! Героин(сырец) Олдовый(Лучшее качество) !!! BTC SALE 5%!!!! SALE !!!! !! БАТУМИ !!,,1,нет,Батуми,0.25 гр,0.0125,8607,3347,297,111,,,,,,,,,,True,,!! BATUMI!! !!! Iranian Sirec 0.25g !!! Geroin(syrets) Oldovyj(Luchshee kachestvo) !!! BTC SALE 5%!!!! SALE !!!! !! BATUMI !!
96,26-06-2020 23:41:57,Batumi,XH0NP,XX-PABLO-XX,METADON - 0.25 - SALE,,7,10,Батуми,0.25 гр,0.0259,17282,6703,596,,,250,,,,,,,,True,,METADON - 0.25 - SALE
97,26-06-2020 23:41:57,Batumi,A3I9,Joookerrr,Геройн (сирец) 5 гр,,нет,2,Батуми,5 гр,0.1538,103693,40215,3574,,,1500,,,,,,,,True,,Gerojn (sirets) 5 gr
98,26-06-2020 23:41:57,Batumi,A3I9,Joookerrr,Сирец (геройн) очень сильный 10 гр,,нет,2,Батуми,10 гр,0.2255,152082,58982,5242,,,2200,,,,,,,,True,,Sirets (gerojn) ochen' sil'nyj 10 gr
99,26-06-2020 23:41:57,Batumi,QHW5I,DrugEA,❥ Твой! ГАШИШ Марокко 500 грамм ♥,,нет,1,Батуми,500 гр,0.1676,112990,51992,3881,,,,,,,,,,,True,,❥ Tvoj! GAShISh Marokko 500 gramm ♥
100,26-06-2020 23:41:57,Batumi,QHW5I,DrugEA,❥Твой! ГАШИШ Марокко 1000 грамм ♥,,нет,1,Батуми,1000 гр,0.2653,178900,82321,6144,,,,,,,,,,,True,,❥Tvoj! GAShISh Marokko 1000 gramm ♥
101,26-06-2020 23:41:57,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0093,6913,2681,238,,,100,,,,,,,,True,,kur'er v Batumi
