,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Vake,Saburtalo,Gldani,€,Дигоми,Didube,Old Tbilisi (Старый город),Авлобари,Центр,Батуми,Кутаиси,desc_en
0,23-03-2020 14:57:02,Tbilisi,C36EL,TripGuru,Iranian Black Heroin Old WHQ Не сырец 0.25g,True,1,нет,Тбилиси,0.25 гр,0.0135,7024,2556,230,90,,,,,,,,,,,,Iranian Black Heroin Old WHQ Ne syrets 0.25g
1,23-03-2020 14:57:02,Tbilisi,TI21,Campaari,"Метадон VHQ 0,25",True,6,нет,Тбилиси,0.25 гр,0.0285,14828,5396,486,190,,,,,,,,,,,,"Metadon VHQ 0,25"
2,23-03-2020 14:57:02,Tbilisi,SDQN,YummyShop,Cocaine Pure VHQ 0.5g,True,3,нет,Тбилиси,0.5 гр,0.0143,7726,2812,253,99,,,,,,,,,,,,Cocaine Pure VHQ 0.5g
3,23-03-2020 14:57:02,Tbilisi,V4T,COCAcoLA,MDMA 0.5gr огромные камни!,True,2,нет,Тбилиси,0.5 гр,0.0098,5073,1846,166,65,,,,,,,,,,,,MDMA 0.5gr ogromnye kamni!
4,23-03-2020 14:57:02,Tbilisi,91Z98,Avocado,Pure COCAINE VHQ 0.5g,True,5,нет,Тбилиси,0.5 гр,0.0173,9365,3408,307,120,,,,,,,,,,,,Pure COCAINE VHQ 0.5g
5,23-03-2020 14:57:02,Tbilisi,9VLN,AlienShop,☃️ 0.5g HQ COCAINE ☃️,True,1,нет,Тбилиси,0.5 гр,0.015,7726,2812,253,99,,,,,,,,,,,,☃️ 0.5g HQ COCAINE ☃️
6,23-03-2020 14:57:02,Tbilisi,BB6E,WEEDSH0P,"1 gr , california ,GORILLA GLUE марихуана BUDS btc sale 1%",True,8,нет,Тбилиси,1 гр,0.0068,3512,1278,115,45,,,,,,,,,,,,"1 gr , california ,GORILLA GLUE marihuana BUDS btc sale 1%"
7,23-03-2020 14:57:02,Tbilisi,03F3,geoshop,1 gr Amnesia Haze шишки импорт с европы тгк 28%,True,6,нет,Тбилиси,1 гр,0.0066,3434,1250,113,44,,,,,,,,,,,,1 gr Amnesia Haze shishki import s evropy tgk 28%
8,23-03-2020 14:57:02,Tbilisi,SF03,CRAZYFROG,1 gr Шишки “OG KUSH VHQ”,True,1,нет,Тбилиси,1 гр,0.0068,3512,1278,115,45,,,,,,,,,,,,1 gr Shishki “OG KUSH VHQ”
9,23-03-2020 14:57:02,Tbilisi,03F3,geoshop,1 фото видно ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк,True,5,нет,Тбилиси,1 гр,0.0075,3902,1420,128,50,,,,,,,,,,,,1 foto vidno ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk
10,23-03-2020 14:57:02,Tbilisi,42AF,Leningrad6,Amsterdam weed sativa 1гр,True,8,нет,Тбилиси,1 гр,0.0069,3590,1306,118,46,,,,,,,,,,,,Amsterdam weed sativa 1gr
11,23-03-2020 14:57:02,Tbilisi,UJP9,420Inc,Blue Cheese Auto 1G pressed buds(Hydro),True,2,нет,Тбилиси,1 гр,0.0066,3512,1278,115,45,,,,,,,,,,,,Blue Cheese Auto 1G pressed buds(Hydro)
12,23-03-2020 14:57:02,Tbilisi,SDQN,YummyShop,Cocaine Pure VHQ 1g,True,4,нет,Тбилиси,1 гр,0.0273,14750,5368,484,189,,,,,,,,,,,,Cocaine Pure VHQ 1g
13,23-03-2020 14:57:02,Tbilisi,A3I9,Joookerrr,Божественный эифорик!!! Марки нбооооом!!! 1 штука!!!,True,3,нет,Тбилиси,1 гр,0.0031,1795,653,59,23,,,,,,,,,,,,Bozhestvennyj eiforik!!! Marki nbooooom!!! 1 shtuka!!!
14,23-03-2020 14:57:02,Tbilisi,5J3H,coketbs,Кокаин КОЛУМБИА 1g,,1,нет,Тбилиси,1 гр,0.0269,13970,5084,458,179,True,,,,,,,,,,,Kokain KOLUMBIA 1g
15,23-03-2020 14:57:02,Tbilisi,1IZXK,BadboysTbl,Метадон 1гр,True,1,нет,Тбилиси,1 гр,0.1229,70240,25560,2303,900,,,,,,,,,,,,Metadon 1gr
16,23-03-2020 14:57:02,Tbilisi,18FB,Mr.Green Tbilis,2 G Hybrid Marijuana Buds За BТС 10% СКИДКА,True,6,нет,Тбилиси,2 гр,0.0143,8195,2982,269,105,,,,,,,,,,,,2 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
17,23-03-2020 14:57:02,Tbilisi,JVZTQ,partyshop,2 ecstasy red maseratti фотки видно VHQ екстази импорт с США,True,6,нет,Тбилиси,2 гр,0.0135,7024,2556,230,90,,,,,,,,,,,,2 ecstasy red maseratti fotki vidno VHQ ekstazi import s SShA
18,23-03-2020 14:57:02,Tbilisi,SF03,CRAZYFROG,2 gr Шишки “OG KUSH VHQ”,True,3,нет,Тбилиси,2 гр,0.0119,6166,2244,202,79,,,,,,,,,,,,2 gr Shishki “OG KUSH VHQ”
19,23-03-2020 14:57:02,Tbilisi,ABOAB,ProGrow,2G ---> ONLY BUDS,,1,нет,Тбилиси,2 гр,0.0092,4761,1732,156,61,,True,,,,,,,,,,2G ---> ONLY BUDS
