,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Gldani,Varketili,Дигоми,Old Tbilisi (Старый город),Авлобари,€,Didube,Vake,Батуми,Центр,desc_en
14,05-08-2020 06:13:25,Tbilisi,18FB,Mr.Green Tbilis,1 G Hybrid Marijuana Buds,True,7,нет,Тбилиси,1 гр,0.0052,4329,1649,144,59,,,,,,,,,,,,1 G Hybrid Marijuana Buds
15,05-08-2020 06:13:25,Tbilisi,BB6E,WEEDSH0P,"1 gr , california ,GORILLA GLUE марихуана BUDS btc sale 1%",True,1,нет,Тбилиси,1 гр,0.0053,4403,1677,146,60,,,,,,,,,,,,"1 gr , california ,GORILLA GLUE marihuana BUDS btc sale 1%"
16,05-08-2020 06:13:25,Tbilisi,03F3,geoshop,1 gr Amnesia Haze шишки импорт с европы тгк 28%,True,10,нет,Тбилиси,1 гр,0.0053,4403,1677,146,60,,,,,,,,,,,,1 gr Amnesia Haze shishki import s evropy tgk 28%
17,05-08-2020 06:13:25,Tbilisi,BB6E,WEEDSH0P,"1 gr california import Durban Poison марихуана BUDS 24% thc , sativa , если платите с бтк скидка",True,2,нет,Тбилиси,1 гр,0.0048,4036,1537,134,55,,,,,,,,,,,,"1 gr california import Durban Poison marihuana BUDS 24% thc , sativa , esli platite s btk skidka"
18,05-08-2020 06:13:25,Tbilisi,SF03,CRAZYFROG,1 gr top buds white widow wишки THC 25% VHQ,True,1,нет,Тбилиси,1 гр,0.0052,4329,1649,144,59,,,,,,,,,,,,1 gr top buds white widow wishki THC 25% VHQ
19,05-08-2020 06:13:25,Tbilisi,3Y9,HIGHTHC,1 г SOUR DIESEL марихуана шишки топ качество тгк 28%,True,3,нет,Тбилиси,1 гр,0.0052,4329,1649,144,59,,,,,,,,,,,,1 g SOUR DIESEL marihuana shishki top kachestvo tgk 28%
20,05-08-2020 06:13:25,Tbilisi,QUZIV,Hollyweed,1 г.Super Skunk top class buds! (подезд),,4,нет,Тбилиси,1 гр,0.0049,4036,1537,134,55,,True,,,,,,,,,,1 g.Super Skunk top class buds! (podezd)
21,05-08-2020 06:13:25,Tbilisi,7R3WM,RastaShop,1.0 gr. Afghan kush 100% Natural (Indika),,1,нет,Тбилиси,1 гр,0.0046,3889,1481,129,53,True,,,,,,,,,,,1.0 gr. Afghan kush 100% Natural (Indika)
22,05-08-2020 06:13:25,Tbilisi,7R3WM,RastaShop,1.0 gr. Amnesia Haze 100% Natural/ IMPORT / Sativa,,2,нет,Тбилиси,1 гр,0.0046,3889,1481,129,53,True,,,,,,,,,,,1.0 gr. Amnesia Haze 100% Natural/ IMPORT / Sativa
23,05-08-2020 06:13:25,Tbilisi,SF03,CRAZYFROG,"1GR GORILLA GLUE AUTO Шишки ,Оплата BITCOIN -10% Скидка",True,2,нет,Тбилиси,1 гр,0.0053,4403,1677,146,60,,,,,,,,,,,,"1GR GORILLA GLUE AUTO Shishki ,Oplata BITCOIN -10% Skidka"
24,05-08-2020 06:13:25,Tbilisi,7LHWP,GEOBUDS,1gr HYBRID o.g,True,22,нет,Тбилиси,1 гр,0.0043,3596,1370,120,49,,,,,,,,,,,,1gr HYBRID o.g
25,05-08-2020 06:13:25,Tbilisi,8B31,GEOWEEDSHOP,1гр Топ класс HYBRID шишки. 50% sativa 50% indica (КЛАДИ НА МАГНИТАХ),True,8,нет,Тбилиси,1 гр,0.0043,3596,1370,120,49,,,,,,,,,,,,1gr Top klass HYBRID shishki. 50% sativa 50% indica (KLADI NA MAGNITAH)
26,05-08-2020 06:13:25,Tbilisi,42AF,Leningrad6,Amsterdam weed sativa 1гр,True,14,нет,Тбилиси,1 гр,0.004,3376,1286,112,46,,,,,,,,,,,,Amsterdam weed sativa 1gr
27,05-08-2020 06:13:25,Tbilisi,H9FHF,OldStar,Auto Amnesia Haze 1 gr,True,15,нет,Тбилиси,1 гр,0.0035,3000,1380,100,,,,,,,,,,,,,Auto Amnesia Haze 1 gr
28,05-08-2020 06:13:25,Tbilisi,7IU5,ANASHA777,Hybrid Ana-sha 1G.,True,1,нет,Тбилиси,1 гр,0.0033,3009,1146,100,41,,,,,,,,,,,,Hybrid Ana-sha 1G.
29,05-08-2020 06:13:25,Tbilisi,X4ZM,ZYX,NEW ! Super Critical ! NEW ! HQ BUDS ! 1G,True,4,нет,Тбилиси,1 гр,0.0051,4256,1621,141,58,,,,,,,,,,,,NEW ! Super Critical ! NEW ! HQ BUDS ! 1G
30,05-08-2020 06:13:25,Tbilisi,X4ZM,ZYX,NEW * Green Gelato * NEW * BUDS ! 1G VHQ,True,5,нет,Тбилиси,1 гр,0.0055,4623,1761,154,63,,,True,,,,,,,,,NEW * Green Gelato * NEW * BUDS ! 1G VHQ
31,05-08-2020 06:13:25,Tbilisi,X4ZM,ZYX,NEW * Royal Moby * NEW ! HQ BUDS 1G,True,5,нет,Тбилиси,1 гр,0.0052,4329,1649,144,59,,,,,,,,,,,,NEW * Royal Moby * NEW ! HQ BUDS 1G
32,05-08-2020 06:13:25,Tbilisi,9CK,Hyperboy,VHQ Hybrid MJ Buds 1G,True,1,нет,Тбилиси,1 гр,0.0044,3669,1398,122,50,,,,,,,,,,,,VHQ Hybrid MJ Buds 1G
33,05-08-2020 06:13:25,Tbilisi,9CK,Hyperboy,🍬🍬🍬Ex Masserati Red 465 mg 1pc🍬🍬🍬,,1,нет,Тбилиси,1 гр,0.0048,4036,1537,134,55,,True,,,,,,,,,,🍬🍬🍬Ex Masserati Red 465 mg 1pc🍬🍬🍬
34,05-08-2020 06:13:25,Tbilisi,18FB,Mr.Green Tbilis,2 G Hybrid Marijuana Buds,True,4,нет,Тбилиси,2 гр,0.0095,7998,3047,266,109,,,,,,,,,,,,2 G Hybrid Marijuana Buds
35,05-08-2020 06:13:25,Tbilisi,03F3,geoshop,2 marijuana BUDS northen lights 24% THC ШИШКИ!!!,True,1,нет,Тбилиси,2 гр,0.0105,8806,3354,293,120,,,,,,,,,,,,2 marijuana BUDS northen lights 24% THC ShIShKI!!!
36,05-08-2020 06:14:38,Tbilisi,ABOAB,ProGrow,2G ---> Big Devil (BTC - Sale),,2,нет,Тбилиси,2 гр,0.0096,8072,3075,268,110,True,,,,,,,,,,,2G ---> Big Devil (BTC - Sale)
37,05-08-2020 06:14:38,Tbilisi,7LHWP,GEOBUDS,2gr HYBRID buds,True,3,нет,Тбилиси,2 гр,0.0077,6458,2460,215,88,,,,,,,,,,,,2gr HYBRID buds
38,05-08-2020 06:14:38,Tbilisi,BB6E,WEEDSH0P,2gr LSD-25 marijuana BUDS thc 22% шишки топ!!! при пакупке бтк скидка 1%,True,1,нет,Тбилиси,2 гр,0.0105,8806,3354,293,120,,,,,,,,,,,,2gr LSD-25 marijuana BUDS thc 22% shishki top!!! pri pakupke btk skidka 1%
39,05-08-2020 06:14:38,Tbilisi,XUYA,MRweed,"Hindu Kush (photoperiod, regular) 2гр",True,4,нет,Тбилиси,2 гр,0.0088,8072,3075,268,110,,,,True,,,,,,,,"Hindu Kush (photoperiod, regular) 2gr"
40,05-08-2020 06:14:38,Tbilisi,ABOAB,ProGrow,3G ---> Big Devil (BTC - Sale),,1,нет,Тбилиси,3 гр,0.0132,11007,4193,366,150,True,,,,,,,,,,,3G ---> Big Devil (BTC - Sale)
41,05-08-2020 06:14:38,Tbilisi,R4156,bestchoice,Northern Lights Regular [budsonly] 3gramm,True,2,нет,Тбилиси,3 гр,0.0072,6604,2516,220,90,,,,,,,,,,,,Northern Lights Regular [budsonly] 3gramm
42,05-08-2020 06:14:38,Tbilisi,JVZTQ,partyshop,5 ecstasy red maseratti VHQ екстази импорт с США,True,8,нет,Тбилиси,5 гр,0.0219,18345,6988,610,250,,,,,,,,,,,,5 ecstasy red maseratti VHQ ekstazi import s SShA
43,05-08-2020 06:14:38,Tbilisi,LD5U,Marshydroo,LSD-25 шишки 10gram,True,1,нет,Тбилиси,10 гр,0.0311,27151,10342,903,370,,,,,,,,,,,,LSD-25 shishki 10gram
44,05-08-2020 06:14:38,Tbilisi,2LY77,SveetWeed,15 + GRAMM NEW BEASTWEED,True,1,нет,Тбилиси,15 гр,0.0167,15337,5842,510,209,,,,,,,,,,,,15 + GRAMM NEW BEASTWEED
45,05-08-2020 06:14:38,Tbilisi,A3I9,Joookerrr,"Extazzy ""Gucci"" для стильных людей (1 грамм)",True,нет,23,Тбилиси,1 гр,0.0044,3669,1398,122,50,,,,,,,,,,,,"Extazzy ""Gucci"" dlja stil'nyh ljudej (1 gramm)"
46,05-08-2020 06:14:38,Tbilisi,A3I9,Joookerrr,"Extazzy ""Gucci"" для стильных людей (3 грамма)",True,нет,9,Тбилиси,3 гр,0.0123,10273,3913,342,140,,,,,,,,,,,,"Extazzy ""Gucci"" dlja stil'nyh ljudej (3 gramma)"
47,05-08-2020 06:14:38,Tbilisi,A3I9,Joookerrr,марки н-боом 3 шт.,True,нет,49,Тбилиси,3 гр,0.0043,3596,1370,120,49,,,,,,,,,,,,marki n-boom 3 sht.
48,05-08-2020 06:14:38,Tbilisi,18FB,Mr.Green Tbilis,5 G Hybrid Marijuana Buds За BТС 10% СКИДКА,True,нет,10,Тбилиси,5 гр,0.0219,18345,6988,610,250,,,,,,,,,,,,5 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
49,05-08-2020 06:14:38,Tbilisi,BB6E,WEEDSH0P,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",True,нет,6,Тбилиси,5 гр,0.0237,19813,7547,659,270,,,,,,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
50,05-08-2020 06:14:38,Tbilisi,SF03,CRAZYFROG,5 gr top buds white widow wишки THC 25% VHQ,True,нет,6,Тбилиси,5 гр,0.0241,20180,7686,671,275,,,,,,,,,,,,5 gr top buds white widow wishki THC 25% VHQ
51,05-08-2020 06:14:38,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,True,нет,3,Тбилиси,5 гр,0.021,17611,6708,585,240,,,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
52,05-08-2020 06:14:38,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,6,Тбилиси,5 гр,0.0246,20547,7826,683,280,,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
53,05-08-2020 06:14:38,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,6,Тбилиси,5 гр,0.0237,19813,7547,659,270,,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
54,05-08-2020 06:14:38,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0175,16070,6121,534,219,,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
55,05-08-2020 06:14:38,Tbilisi,XUYA,MRweed,"Gorilla Breath - photoperiod, feminised 5гр",True,нет,2,Тбилиси,5 гр,0.0191,17611,6708,585,240,,,,,,,,,,,,"Gorilla Breath - photoperiod, feminised 5gr"
56,05-08-2020 06:14:38,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,3,Тбилиси,5 гр,0.0237,19813,7547,659,270,,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
57,05-08-2020 06:14:38,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2064,190000,87429,6311,,,,,,,,,,,,,reagent 25i nbome. 5gr
58,05-08-2020 06:14:38,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2392,220142,83850,7318,3000,,,,,True,True,,,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
59,05-08-2020 06:14:38,Tbilisi,SF03,CRAZYFROG,10 gr top buds white widow wишки THC 25% VHQ,True,нет,10,Тбилиси,10 гр,0.0482,40359,15373,1342,550,,,,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
60,05-08-2020 06:14:38,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,2,Тбилиси,10 гр,0.0614,51366,19565,1708,700,,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
61,05-08-2020 06:14:38,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,5,Тбилиси,10 гр,0.0368,30820,11739,1025,420,,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
62,05-08-2020 06:14:38,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,3,Тбилиси,10 гр,0.0702,58704,22360,1952,800,,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
63,05-08-2020 06:14:38,Tbilisi,A3I9,Joookerrr,"Extazzy ""Gucci"" для стильных людей (10 грамм)",True,нет,3,Тбилиси,10 гр,0.0368,30820,11739,1025,420,,,,,,,,,,,,"Extazzy ""Gucci"" dlja stil'nyh ljudej (10 gramm)"
64,05-08-2020 06:14:38,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.1951,163272,62189,5428,2225,,,,,,,,,,,,Amfetamin [White] [Import] 10G
65,05-08-2020 06:14:38,Tbilisi,6KB,Marioshop,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,True,нет,4,Тбилиси,11 гр,0.0407,33735,12792,1122,,,,,,,,390,,,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
66,05-08-2020 06:14:38,Tbilisi,XUYA,MRweed,"Hindu Kush (photoperiod, regular) 15 гр",True,нет,1,Тбилиси,15 гр,0.0518,47697,18168,1586,650,,,,,,,,,,,,"Hindu Kush (photoperiod, regular) 15 gr"
67,05-08-2020 06:14:38,Tbilisi,7U9YP,ChitosPizz,Сирец мощный Иран 50гр,True,нет,1,Тбилиси,50 гр,0.7936,692009,262400,23011,,,,,,,,8000,,,,,Sirets moschnyj Iran 50gr
68,05-08-2020 06:14:38,Tbilisi,SF03,CRAZYFROG,100 gr marijuana buds,True,нет,1,Тбилиси,100 гр,0.2105,176113,67080,5855,2400,,,,,,,,,,,,100 gr marijuana buds
69,05-08-2020 06:14:38,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2193,183452,69875,6099,2500,,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
70,05-08-2020 06:15:47,Tbilisi,3Y9,HIGHTHC,180 gr марихуана персоално,True,нет,1,Тбилиси,180 гр,0.5174,432946,164905,14392,5900,,,,,,,,,,,,180 gr marihuana persoalno
71,05-08-2020 06:15:47,Tbilisi,HWUW,opiopi,GABAGAMA 250 shtuk,,нет,4,Тбилиси,250 гр,0.0215,18000,8283,598,,,,,,,,,True,,,,GABAGAMA 250 shtuk
72,05-08-2020 06:15:47,Tbilisi,6UG,Good Enuff,500 шт. марки 25i nbome. готовый клад в Тбилиси.,,нет,2,Тбилиси,500 гр,0.0877,73381,27950,2439,1000,,,True,,,True,,,,,,500 sht. marki 25i nbome. gotovyj klad v Tbilisi.
73,05-08-2020 06:15:47,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.7455,623735,237575,20735,8500,,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
74,05-08-2020 06:15:47,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,2,нет,Тбилиси,1 гр,0.0159,14676,5590,488,200,,,,,,,,,,,,KURYER..500RUB.+BONUS
75,05-08-2020 06:15:47,Tbilisi,9R7SU,ClownBaroN,Работа курьер в Тбилиси 15 лари на клад толка марихуана,,1,нет,Тбилиси,1 гр,0.0219,18345,6988,610,250,True,,,,,,,,,,,Rabota kur'er v Tbilisi 15 lari na klad tolka marihuana
76,05-08-2020 06:15:47,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,1,нет,Тбилиси,1 гр,0.0219,18345,6988,610,250,,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
77,05-08-2020 06:15:47,Tbilisi,7U9YP,ChitosPizz,Курьер Фасовщик залог обязательно 600$ 5гр,True,1,нет,Тбилиси,5 гр,0.0478,44028,16770,1464,600,,,,,,,,,,,,Kur'er Fasovschik zalog objazatel'no 600$ 5gr
78,05-08-2020 06:15:47,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,1,Тбилиси,1 гр,0.0175,14676,5590,488,200,,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
79,05-08-2020 06:15:47,Tbilisi,A3I9,Joookerrr,Работа на марки (курьер),True,нет,2,Тбилиси,1 гр,0.0219,18345,6988,610,250,,,,,,,,,,,,Rabota na marki (kur'er)
80,05-08-2020 06:15:47,Tbilisi,6P9R,RickNMorty,рик и морти ишит куриера зп от 2000 $ в месец залог 500$ | Rick And Morty Need DG Sallary from 2000$ prepay 500$,True,нет,1,Тбилиси,5 гр,0.0439,36690,13975,1220,500,,,,,,,,,,,,rik i morti ishit kuriera zp ot 2000 $ v mesets zalog 500$ | Rick And Morty Need DG Sallary from 2000$ prepay 500$
81,05-08-2020 06:15:47,Tbilisi,9CK,Hyperboy,HyperBoy Need Delivery Guy 5-20$ For Adrss PrePay 500$ | работат куриерам ЗП 5-20$ за адресс залог 500$,True,нет,1,Тбилиси,10 гр,0.0439,36690,13975,1220,500,,,,,,,,,,,,HyperBoy Need Delivery Guy 5-20$ For Adrss PrePay 500$ | rabotat kurieram ZP 5-20$ za adress zalog 500$
82,05-08-2020 06:15:47,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.3275,1100709,419250,36591,15000,,,,,,,,,,,,Vakansija optovogo kur'era na mef
83,05-08-2020 06:15:47,Tbilisi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 20$ за клад, залог 250$",,нет,3,Тбилиси,1000 гр,0.0439,36690,13975,1220,500,,,True,,True,,,,True,,,"Vakansija rabota kur'erom na marki! Oplata ot 20$ za klad, zalog 250$"
84,05-08-2020 06:18:08,Batumi,GGVQZ,KARAVANos,Мелкие шишки (Indica) 2г,,3,нет,Батуми,2 гр,0.0029,2422,922,81,33,,,,,,,,,,True,,Melkie shishki (Indica) 2g
85,05-08-2020 06:18:08,Batumi,Z9UT,Rainbow,Hybrid Super Critical THC 28% Hydroponic 10G 100% Buds/Качественные шишки марихуаны,,1,нет,Батуми,10 гр,0.035,29352,11180,976,400,,,,,,,,,,,True,Hybrid Super Critical THC 28% Hydroponic 10G 100% Buds/Kachestvennye shishki marihuany
86,05-08-2020 06:18:08,Batumi,6KB,Marioshop,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️,,1,4,Батуми,10 гр,0.0415,34514,13087,1148,,,,,,,,399,,,True,True,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️
87,05-08-2020 06:18:08,Batumi,XH0NP,XX-PABLO-XX,METADON - 0.30 - SALE,,нет,4,Батуми,0.3 гр,0.0265,22014,8385,732,300,,,,,,,,,,True,,METADON - 0.30 - SALE
88,05-08-2020 06:18:08,Batumi,6KB,Marioshop,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,,нет,3,Батуми,11 гр,0.0406,33735,12792,1122,,,,,,,,390,,,True,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
89,05-08-2020 06:18:08,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.008,7338,2795,244,100,,,,,,,,,,True,,kur'er v Batumi
90,05-08-2020 06:18:08,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0199,18345,6988,610,250,,,,,,,,,,True,,Rabota kladmenom. Tol'ko shishki.
91,05-08-2020 06:18:08,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0199,18345,6988,610,250,,,,,,,,,,True,,Ischu kur'era v Gruzii!
92,05-08-2020 06:18:08,Batumi,GGVQZ,KARAVANos,Курьер Батуми на марихуану,,нет,1,Батуми,1 гр,0.0175,14676,5590,488,200,,,,,,,,,,True,,Kur'er Batumi na marihuanu
93,05-08-2020 06:18:08,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.3251,1100709,419250,36591,15000,,,,,,,,,,True,,Vakansija optovogo kur'era na mef
94,05-08-2020 06:18:08,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 20$ за клад, залог 250$",,нет,2,Батуми,1000 гр,0.0438,36690,13975,1220,500,,,,,,,,,,,True,"Vakansija rabota kur'erom na marki! Oplata ot 20$ za klad, zalog 250$"
