,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,€,Old Tbilisi (Старый город),Saburtalo,Gldani,Дигоми,Didube,Авлобари,Батуми,Центр,Кутаиси,desc_en
10,10,13-03-2020 02:40:28,Tbilisi,8ddca45a78,1g AMNESIA HAZE Sativa THC 20% / BTC -5% sale,True,6,нет,Тбилиси,1 гр,0.0059,2961,1067,94,40.0,,,,,,,,,,,1g AMNESIA HAZE Sativa THC 20% / BTC -5% sale
11,11,13-03-2020 02:40:28,Tbilisi,7ee4f68218,1gr mdma (скидка в биткоин 5%),True,1,нет,Тбилиси,1 гр,0.0158,7948,2855,251,,95.0,,,,,,,,,,1gr mdma (skidka v bitkoin 5%)
12,12,13-03-2020 02:40:28,Tbilisi,da96c34455,ALFA PVP 1g,True,1,нет,Тбилиси,1 гр,0.0195,10364,3734,329,140.0,,,,,,,,,,,ALFA PVP 1g
13,13,13-03-2020 02:40:28,Tbilisi,8ec76151d3,Apvp VHQ 1g 24/7,True,13,нет,Тбилиси,1 гр,0.023,11104,4001,352,150.0,,,,,,,,,,,Apvp VHQ 1g 24/7
14,14,13-03-2020 02:40:28,Tbilisi,eb7e03535b,Cocaine Pure VHQ 1g,True,1,нет,Тбилиси,1 гр,0.0264,13251,4774,420,179.0,,,,,,,,,,,Cocaine Pure VHQ 1g
15,15,13-03-2020 02:40:28,Tbilisi,8ec76151d3,Metadon VHQ 1 24/7,True,4,нет,Тбилиси,1 гр,0.0837,44416,16002,1408,600.0,,,,,,,,,,,Metadon VHQ 1 24/7
16,16,13-03-2020 02:40:28,Tbilisi,0a8c230fa2,VHQ BEST Cocaine 1g.,True,1,нет,Тбилиси,1 гр,0.0293,14731,5307,467,199.0,,,,,,,,,,,VHQ BEST Cocaine 1g.
17,17,13-03-2020 02:40:28,Tbilisi,d04eeb6525,Кокаин HQ 1г.,True,1,нет,Тбилиси,1 гр,0.0287,13991,5041,444,189.0,,,,,,,,,,,Kokain HQ 1g.
18,18,13-03-2020 02:40:28,Tbilisi,b2c155ffa7,Кокаин КОЛУМБИА 1g,,2,нет,Тбилиси,1 гр,0.0275,13251,4774,420,179.0,,True,,,,,,,,,Kokain KOLUMBIA 1g
19,19,13-03-2020 02:40:28,Tbilisi,61df6a1c90,Метадон 1гр,True,1,нет,Тбилиси,1 гр,0.1256,66625,24003,2113,900.0,,,,,,,,,,,Metadon 1gr
20,20,13-03-2020 02:40:28,Tbilisi,16be2c8499,"Мощнейшие марки 25I nbome 1 шт. Готовые клады в Грузии, от производителя!",True,10,нет,Тбилиси,1 гр,0.0028,1481,533,47,20.0,,,,,,,,,,,"Moschnejshie marki 25I nbome 1 sht. Gotovye klady v Gruzii, ot proizvoditelja!"
21,21,13-03-2020 02:40:28,Tbilisi,dd631c4acf,✨ 1g. MDMA ✨,True,3,нет,Тбилиси,1 гр,0.0169,8069,2907,256,109.0,,,,,,,,,,,✨ 1g. MDMA ✨
22,22,13-03-2020 02:40:28,Tbilisi,dd631c4acf,🍃💩1g. New Hush Gorilla Glue Premium💩🍃,True,2,нет,Тбилиси,1 гр,0.0107,5108,1840,162,69.0,,,,,,,,,,,🍃💩1g. New Hush Gorilla Glue Premium💩🍃
23,23,13-03-2020 02:40:28,Tbilisi,4a91350669,2 Amnesia Haze марихуана шишки тгк 25%,True,4,нет,Тбилиси,2 гр,0.0098,5182,1867,164,70.0,,,,,,,,,,,2 Amnesia Haze marihuana shishki tgk 25%
24,24,13-03-2020 02:40:28,Tbilisi,cb721d4bca,2 gr Шишки “OG KUSH VHQ”,True,1,нет,Тбилиси,2 гр,0.0121,5848,2107,185,79.0,,,,,,,,,,,2 gr Shishki “OG KUSH VHQ”
25,25,13-03-2020 02:40:28,Tbilisi,64284550d9,2G ---> INDICA,,11,нет,Тбилиси,2 гр,0.0093,4590,1654,146,62.0,,,True,,,,,,,,2G ---> INDICA
26,26,13-03-2020 02:40:28,Tbilisi,4659482266,2g super Skunk top class buds. Indica,,1,нет,Тбилиси,2 гр,0.0122,5848,2107,185,79.0,,,,True,,,,,,,2g super Skunk top class buds. Indica
27,27,13-03-2020 02:40:28,Tbilisi,c72111ac1a,NZT-52 mind storm limited 2г мука,True,1,нет,Тбилиси,2 гр,0.0307,16286,5867,516,220.0,,,,,,,,,,,NZT-52 mind storm limited 2g muka
28,28,13-03-2020 02:40:28,Tbilisi,0a8c230fa2,VHQ BEST Cocaine 2g.,True,1,нет,Тбилиси,2 гр,0.0544,28871,10401,915,390.0,,,,,,,,,,,VHQ BEST Cocaine 2g.
29,29,13-03-2020 02:40:28,Tbilisi,54915c4374,Божественный эифорик!!! Марки нбоооом!!! 2 штуки,True,3,нет,Тбилиси,2 гр,0.0049,2591,933,82,35.0,,,,,,,,,,,Bozhestvennyj eiforik!!! Marki nboooom!!! 2 shtuki
30,30,13-03-2020 02:40:28,Tbilisi,d04eeb6525,Кокаин HQ 2г.,True,4,нет,Тбилиси,2 гр,0.0558,28056,10108,890,379.0,,,,,,,,,,,Kokain HQ 2g.
31,31,13-03-2020 02:40:28,Tbilisi,dd631c4acf,🍃🍃2g. New! Gorilla Glue Premium Hush🍃🍃,True,1,нет,Тбилиси,2 гр,0.0184,8809,3174,279,119.0,,,,,,,,,,,🍃🍃2g. New! Gorilla Glue Premium Hush🍃🍃
32,32,13-03-2020 02:40:28,Tbilisi,e56bb6ca93,3 gr Indica dominant Buds,True,1,нет,Тбилиси,3 гр,0.0128,6440,2320,204,87.0,,,,,,,,,,,3 gr Indica dominant Buds
33,33,13-03-2020 02:40:28,Tbilisi,7ee4f68218,3 gr mdma (скидка в биткоин 5%),True,2,нет,Тбилиси,3 гр,0.0416,20915,7513,662,,250.0,,,,,,,,,,3 gr mdma (skidka v bitkoin 5%)
34,34,13-03-2020 02:41:35,Tbilisi,64284550d9,3G ---> INDICA,,19,нет,Тбилиси,3 гр,0.0121,6440,2320,204,87.0,,,True,,,,,,,,3G ---> INDICA
35,35,13-03-2020 02:41:35,Tbilisi,c9a56b2b4a,3x Extasy Duracell 223mg MDMA,True,8,нет,Тбилиси,3 гр,0.0163,7773,2800,246,105.0,,,,,,,,,,,3x Extasy Duracell 223mg MDMA
36,36,13-03-2020 02:41:35,Tbilisi,dd631c4acf,️‍🤩🌈️‍🌈️‍🌈3 LSD 200ug.🌈️‍🌈️‍🌈🤩,True,1,нет,Тбилиси,3 гр,0.0153,7329,2640,232,99.0,,,,,,,,,,,️‍🤩🌈️‍🌈️‍🌈3 LSD 200ug.🌈️‍🌈️‍🌈🤩
37,37,13-03-2020 02:41:35,Tbilisi,dd631c4acf,🚲🎉🚲 3.Pacco Rabanne 300mdma ecstasy 🚲🎉🚲,True,4,нет,Тбилиси,3 гр,0.0178,8513,3067,270,115.0,,,,,,,,,,,🚲🎉🚲 3.Pacco Rabanne 300mdma ecstasy 🚲🎉🚲
38,38,13-03-2020 02:41:35,Tbilisi,ad9cb826c6,"5 Grm MDMA , Purity A +++",True,1,нет,Тбилиси,5 гр,0.0446,23689,8534,751,320.0,,,,,,,,,,,"5 Grm MDMA , Purity A +++"
39,39,13-03-2020 02:41:35,Tbilisi,7ee4f68218,5 gr mdma (скидка в биткоин 5%),True,3,нет,Тбилиси,5 гр,0.0599,30117,10818,953,,360.0,,,,,,,,,,5 gr mdma (skidka v bitkoin 5%)
40,40,13-03-2020 02:41:35,Tbilisi,e56bb6ca93,5gr georgian indica (hight quality),,4,нет,Тбилиси,5 гр,0.0194,10290,3707,326,139.0,,True,,,,,,,,,5gr georgian indica (hight quality)
41,41,13-03-2020 02:41:35,Tbilisi,c9a56b2b4a,5x Extasy Duracell 223mg MDMA.,True,4,нет,Тбилиси,5 гр,0.0271,12955,4667,411,175.0,,,,,,,,,,,5x Extasy Duracell 223mg MDMA.
42,42,13-03-2020 02:41:35,Tbilisi,d04eeb6525,5шт Ecstazy 280мг MDMA (Gray Duracell),True,3,нет,Тбилиси,5 гр,0.0228,11104,4001,352,150.0,,,,,,,,,,,5sht Ecstazy 280mg MDMA (Gray Duracell)
43,43,13-03-2020 02:41:35,Tbilisi,be97026d1d,Columbia Cocaine VHQ 5g BTC SALE 5%!!,True,5,4,Тбилиси,5 гр,0.1208,58260,20989,1847,787.0,,,,,True,,,,,,Columbia Cocaine VHQ 5g BTC SALE 5%!!
44,44,13-03-2020 02:41:35,Tbilisi,0fa6c5b020,Hybrid Weed VHQ (5г) BТС 10% СКИДКА,True,3,нет,Тбилиси,5 гр,0.0237,12585,4534,399,170.0,,,,,,,,,,,Hybrid Weed VHQ (5g) BTS 10% SKIDKA
45,45,13-03-2020 02:41:35,Tbilisi,16be2c8499,Мощные жирные марки 25i nbome 5шт. Готовые клады в Грузии от производителя!,True,7,нет,Тбилиси,5 гр,0.0091,4812,1734,153,65.0,,,,,,,,,,,Moschnye zhirnye marki 25i nbome 5sht. Gotovye klady v Gruzii ot proizvoditelja!
46,46,13-03-2020 02:41:35,Tbilisi,be97026d1d,MDMA from Europe!!! 5g + (0.5g hash подарок !!!!) BTC SALE 5%!!,True,4,4,Тбилиси,5.5 гр,0.0675,32868,11841,1042,444.0,,,,,True,,,,,,MDMA from Europe!!! 5g + (0.5g hash podarok !!!!) BTC SALE 5%!!
47,47,13-03-2020 02:41:35,Tbilisi,4c4ab8c0de,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨,,2,нет,Тбилиси,10 гр,0.055999999999999994,27020,9735,857,365.0,,,,,,True,,,,,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨
48,48,13-03-2020 02:41:35,Tbilisi,ef3dc4de6c,Extasy GUCCI 10шт. вес таблетки 450mg,True,2,нет,Тбилиси,10 гр,0.040999999999999995,19765,7121,627,267.0,,,,,,,,,,,Extasy GUCCI 10sht. ves tabletki 450mg
49,49,13-03-2020 02:41:35,Tbilisi,16be2c8499,Мощные жирные марки 25i nbome 10шт. Готовые клады в Грузии от производителя!,True,4,нет,Тбилиси,10 гр,0.0138,7329,2640,232,99.0,,,,,,,,,,,Moschnye zhirnye marki 25i nbome 10sht. Gotovye klady v Gruzii ot proizvoditelja!
50,50,13-03-2020 02:41:35,Tbilisi,c225d2f67d,гашиш евро 10г,True,2,нет,Тбилиси,10 гр,0.0589,29611,10668,939,400.0,,,,,,,,,,,gashish evro 10g
51,51,13-03-2020 02:41:35,Tbilisi,be97026d1d,MDMA from Europe!!! 10g + (1g hash подарок !!!!) BTC SALE 5%!!,True,2,2,Тбилиси,11 гр,0.1301,62775,22616,1991,848.0,,,,,True,,,,,,MDMA from Europe!!! 10g + (1g hash podarok !!!!) BTC SALE 5%!!
52,52,13-03-2020 02:41:35,Tbilisi,f8a875c191,Метадон - (KRISTAL) - VHQ - TBILISI- 0.27 G,True,10,5,Тбилиси,0.27 гр,0.0419,19987,7201,634,270.0,,,,,,,,,,,Metadon - (KRISTAL) - VHQ - TBILISI- 0.27 G
53,53,13-03-2020 02:41:35,Tbilisi,2dbb5960b9,Methadone HQ in city 0.35g,True,нет,3,Тбилиси,0.35 гр,0.0353,17026,6134,540,230.0,,,,,,,,,,,Methadone HQ in city 0.35g
54,54,13-03-2020 02:41:35,Tbilisi,2dbb5960b9,Methadone HQ in city 0.75g,True,нет,2,Тбилиси,0.75 гр,0.0568,27390,9868,869,370.0,,,,,,,,,,,Methadone HQ in city 0.75g
55,55,13-03-2020 02:41:35,Tbilisi,2dbb5960b9,Methadone HQ in city 1.4g,True,нет,1,Тбилиси,1.4 гр,0.1074,51819,18669,1643,700.0,,,,,,,,,,,Methadone HQ in city 1.4g
56,56,13-03-2020 02:41:35,Tbilisi,be97026d1d,Columbia Cocaine VHQ 2g BTC SALE 5%,True,нет,10,Тбилиси,2 гр,0.0545,26576,9575,843,359.0,,,,,,,,,,,Columbia Cocaine VHQ 2g BTC SALE 5%
57,57,13-03-2020 02:41:35,Tbilisi,dd631c4acf,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,3,Тбилиси,3 гр,0.0915,43676,15735,1385,590.0,,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
58,58,13-03-2020 02:41:35,Tbilisi,7c395c455d,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,7,Тбилиси,4 гр,0.0614,29611,10668,939,400.0,,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
59,59,13-03-2020 02:41:35,Tbilisi,4a91350669,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0844,40715,14669,1291,550.0,,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
60,60,13-03-2020 02:41:35,Tbilisi,bb1791277e,5 gr GORILLA GLUE марихуана BUDS saburtalo!! если платите с бтк скидка 1%,True,нет,8,Тбилиси,5 гр,0.0239,11548,4161,366,156.0,,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS saburtalo!! esli platite s btk skidka 1%
61,61,13-03-2020 02:41:35,Tbilisi,cb721d4bca,5 gr Шишки “OG KUSH VHQ”,True,нет,10,Тбилиси,5 гр,0.0305,14731,5307,467,199.0,,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
62,62,13-03-2020 02:41:35,Tbilisi,bb1791277e,5gr Cream Cookies Auto марихуана BUDS saburtalo !! если платите с бтк скидка 10% !!,True,нет,2,Тбилиси,5 гр,0.0246,11844,4267,376,160.0,,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS saburtalo !! esli platite s btk skidka 10% !!
63,63,13-03-2020 02:41:35,Tbilisi,cb721d4bca,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,10,Тбилиси,5 гр,0.0305,14731,5307,467,199.0,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
64,64,13-03-2020 02:41:35,Tbilisi,cb721d4bca,"5gr WHITE WIDOW марихуана шишки, Оплата BITCOIN -10% Скидка.",True,нет,2,Тбилиси,5 гр,0.0305,14731,5307,467,199.0,,,,,,,,,,,"5gr WHITE WIDOW marihuana shishki, Oplata BITCOIN -10% Skidka."
65,65,13-03-2020 02:41:35,Tbilisi,bb1791277e,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,9,Тбилиси,5 гр,0.0223,10734,3867,340,145.0,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
66,66,13-03-2020 02:41:35,Tbilisi,1dfc50c91e,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0306,16212,5841,514,219.0,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
67,67,13-03-2020 02:42:38,Tbilisi,ea97036e14,Метамфетамин рацемат 5 г. (MQ),True,нет,15,Тбилиси,5 гр,0.0279,14805,5334,469,200.0,,,,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
68,68,13-03-2020 02:42:38,Tbilisi,16be2c8499,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.3581,190000,87429,6015,,,,,,,,,,,,reagent 25i nbome. 5gr
69,69,13-03-2020 02:42:38,Tbilisi,16be2c8499,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.418,222082,80010,7042,3000.0,,True,,,,,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
70,70,13-03-2020 02:42:38,Tbilisi,dd631c4acf,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,3,Тбилиси,5 гр,0.133,63590,22910,2016,859.0,,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
71,71,13-03-2020 02:42:38,Tbilisi,dd631c4acf,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,3,Тбилиси,5 гр,0.0286,13695,4934,434,185.0,,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
72,72,13-03-2020 02:42:38,Tbilisi,dd631c4acf,💘✨5g. MDMA ✨💘,True,нет,5,Тбилиси,5 гр,0.0757,36199,13042,1148,489.0,,,,,,,,,,,💘✨5g. MDMA ✨💘
73,73,13-03-2020 02:42:38,Tbilisi,dd631c4acf,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩,True,нет,5,Тбилиси,5 гр,0.0509,24355,8774,772,329.0,,,,,,,,,,,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩
74,74,13-03-2020 02:42:38,Tbilisi,7c395c455d,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.1379,66625,24003,2113,900.0,,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
75,75,13-03-2020 02:42:38,Tbilisi,4a91350669,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,5,Тбилиси,10 гр,0.1073,51819,18669,1643,700.0,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
76,76,13-03-2020 02:42:38,Tbilisi,bb1791277e,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,8,Тбилиси,10 гр,0.0612,29537,10641,937,399.0,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
77,77,13-03-2020 02:42:38,Tbilisi,c9a56b2b4a,10x Extasy Duracell 223mg MDMA.,True,нет,5,Тбилиси,10 гр,0.0542,25910,9335,822,350.0,,,,,,,,,,,10x Extasy Duracell 223mg MDMA.
78,78,13-03-2020 02:42:38,Tbilisi,cb721d4bca,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,5,Тбилиси,10 гр,0.1226,59222,21336,1878,800.0,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
79,79,13-03-2020 02:42:38,Tbilisi,35c7cbba1f,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.341,164711,59341,5223,2225.0,,,,,,,,,,,Amfetamin [White] [Import] 10G
80,80,13-03-2020 02:42:38,Tbilisi,dd631c4acf,☃️❄NEW 10g.COCAINE❄☃️,True,нет,9,Тбилиси,10 гр,0.2243,107266,38645,3401,1449.0,,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
81,81,13-03-2020 02:42:38,Tbilisi,dd631c4acf,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.0571,27316,9841,866,369.0,,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
82,82,13-03-2020 02:42:38,Tbilisi,dd631c4acf,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,3,Тбилиси,10 гр,0.0463,22134,7974,702,299.0,,,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
83,83,13-03-2020 02:42:38,Tbilisi,be97026d1d,MDMA 20 g,True,нет,1,Тбилиси,20 гр,0.2605,125847,45339,3991,1700.0,,,,,,,,,,,MDMA 20 g
84,84,13-03-2020 02:42:38,Tbilisi,dd631c4acf,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.0927,44342,15975,1406,599.0,,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
85,85,13-03-2020 02:42:38,Tbilisi,64284550d9,25G -- HYBRID-> Скидка 5% за BTC,True,нет,2,Тбилиси,25 гр,0.1029,51819,18669,1643,700.0,,,,,,,,,,,25G -- HYBRID-> Skidka 5% za BTC
86,86,13-03-2020 02:42:38,Tbilisi,61bec147f3,50 gr 23% THC Amnesia Haze top quality,True,нет,1,Тбилиси,50 гр,0.1672,88833,32004,2817,1200.0,,,,,,,,,,,50 gr 23% THC Amnesia Haze top quality
87,87,13-03-2020 02:42:38,Tbilisi,64284550d9,50G -- HYBRID-> Скидка 5% за BTC,True,нет,1,Тбилиси,50 гр,0.1469,73953,26643,2345,999.0,,,,,,,,,,,50G -- HYBRID-> Skidka 5% za BTC
88,88,13-03-2020 02:42:38,Tbilisi,ef3dc4de6c,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.3065,148055,53340,4695,2000.0,,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
89,89,13-03-2020 02:42:38,Tbilisi,f8a875c191,SUBOXIN - HQ - 100 G.,True,нет,1,Тбилиси,100 гр,0.3096,148055,53340,4695,2000.0,,,,,,,,,,,SUBOXIN - HQ - 100 G.
90,90,13-03-2020 02:42:38,Tbilisi,35c7cbba1f,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.3831,185069,66675,5869,2500.0,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
91,91,13-03-2020 02:42:38,Tbilisi,f8a875c191,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,True,нет,1,Тбилиси,150 гр,0.2322,111041,40005,3521,1500.0,,,,,,,,,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
92,92,13-03-2020 02:42:38,Tbilisi,ef3dc4de6c,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.705,340526,122682,10798,4600.0,,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
93,93,13-03-2020 02:42:38,Tbilisi,ef3dc4de6c,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,1.1494,555206,200025,17606,7500.0,,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
94,94,13-03-2020 02:42:38,Tbilisi,16be2c8499,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,1.3027,629233,226695,19953,8500.0,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
95,95,13-03-2020 02:42:38,Tbilisi,f9eb3bf4d6,KURYER..500RUB.+BONUS,True,1,нет,Тбилиси,1 гр,0.0279,14805,5334,469,200.0,,,,,,,,,,,KURYER..500RUB.+BONUS
96,96,13-03-2020 02:42:38,Tbilisi,54915c4374,Работа на марки (курьер),True,1,нет,Тбилиси,10 гр,0.0209,11104,4001,352,150.0,,,,,,,,,,,Rabota na marki (kur'er)
97,97,13-03-2020 02:42:38,Tbilisi,cb721d4bca,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0307,14805,5334,469,200.0,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
98,98,13-03-2020 02:42:38,Tbilisi,21de5577be,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0383,18507,6668,587,250.0,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
99,99,13-03-2020 02:42:38,Tbilisi,ea97036e14,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,2.3198,1110411,400050,35211,15000.0,,,,,,,,,,,Vakansija optovogo kur'era na mef
100,100,13-03-2020 02:44:20,Batumi,c72111ac1a,NZT-52 limited 1 г мука,,20,нет,Батуми,1 гр,0.0279,14805,5334,469,200.0,,,,,,,,True,,,NZT-52 limited 1 g muka
101,101,13-03-2020 02:44:20,Batumi,012f23b5ea,Power Africa 1g,,1,нет,Батуми,1 гр,0.006999999999999999,3701,1334,117,50.0,,,,,,,,True,,,Power Africa 1g
102,102,13-03-2020 02:44:20,Batumi,c72111ac1a,NZT-52 limited 2г мука,,11,нет,Батуми,2 гр,0.0502,26650,9601,845,360.0,,,,,,,,True,,,NZT-52 limited 2g muka
103,103,13-03-2020 02:44:20,Batumi,30f48d507d,Skunk! 50 gr.,,1,нет,Батуми,50 гр,0.2299,111041,40005,3521,1500.0,,,,,,,,True,,,Skunk! 50 gr.
104,104,13-03-2020 02:44:20,Batumi,f8a875c191,Метадон - (KRISTAL) - VHQ - BATUMI - 0.27 G,,3,5,Батуми,0.27 гр,0.0418,19987,7201,634,270.0,,,,,,,,True,,,Metadon - (KRISTAL) - VHQ - BATUMI - 0.27 G
105,105,13-03-2020 02:44:20,Batumi,ea97036e14,Метамфетамин рацемат 5 г. (MQ),,нет,16,Батуми,5 гр,0.0279,14805,5334,469,200.0,,,,,,,,True,,,Metamfetamin ratsemat 5 g. (MQ)
106,106,13-03-2020 02:44:20,Batumi,f8a875c191,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.3096,148055,53340,4695,2000.0,,,,,,,,True,,,SUBOXIN - HQ - 100 G.
