,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Vake,Дигоми,Nadzaladevi,€,Varketili,Didube,Old Tbilisi (Старый город),Авлобари,Центр,Батуми,Кутаиси,desc_en
100,11-02-2020 07:00:36,Tbilisi,62YA,WhiteRebit,Требуется сотрудник,True,1,нет,Тбилиси,1 гр,0.0199,12754,4940,437,200,,,,,,,,,,,,,Trebuetsja sotrudnik
101,11-02-2020 07:00:36,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0199,12754,4940,437,200,,,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
102,11-02-2020 07:00:36,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0249,15943,6175,546,250,,,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
103,11-02-2020 07:00:36,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.5069,956562,370500,32771,15000,,,,,,,,,,,,,Vakansija optovogo kur'era na mef
104,11-02-2020 07:01:47,Batumi,O9SXJ,Parnavaz,"Шишки / weeds OGKZ, 2г",,1,нет,Батуми,2 гр,0.01,6313,2445,216,99,,,,,,,,,,True,,,"Shishki / weeds OGKZ, 2g"
105,11-02-2020 07:01:47,Batumi,XH0NP,XX-PABLO-XX,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE - SALE - SALE ),,2,10,Батуми,0.27 гр,0.0228,14476,5607,496,227,,,,,,,,,,,True,,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE - SALE - SALE )
106,11-02-2020 07:01:47,Batumi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),,нет,19,Батуми,5 гр,0.0181,12754,4940,437,200,,,,,,,,,,,True,,Metamfetamin ratsemat 5 g. (MQ)
107,11-02-2020 07:01:47,Batumi,9VVG,ToWeedShop,Hybrid Skunk! 50 gr,,нет,2,Батуми,50 гр,0.0946,60582,23465,2075,950,,,,,,,,,,,True,,Hybrid Skunk! 50 gr
108,11-02-2020 07:01:47,Batumi,9VVG,ToWeedShop,Hybrid Skunk! 100 gr,,нет,1,Батуми,100 гр,0.1792,114787,44460,3932,1800,,,,,,,,,,,True,,Hybrid Skunk! 100 gr
109,11-02-2020 07:01:47,Batumi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.3017,191312,74100,6554,3000,,,,,,,,,,,True,,SUBOXIN - HQ - 100 G.
110,11-02-2020 07:01:47,Batumi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,5,Батуми,150 гр,0.2514,159427,61750,5462,2500,,,,,,,,,,,True,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
111,11-02-2020 07:01:47,Batumi,O9SXJ,Parnavaz,"Приходите к нам работать вторым кладменом (кладчик, курьер)",,1,нет,Батуми,1 гр,0.0101,6377,2470,218,100,,,,,,,,,,,True,,"Prihodite k nam rabotat' vtorym kladmenom (kladchik, kur'er)"
112,11-02-2020 07:01:47,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0045,3189,1235,109,50,,,,,,,,,,,True,,kur'er v Batumi
113,11-02-2020 07:01:47,Batumi,5SSE9,BIGBROSH0P,Вакансия Курьера в Батуми,,1,нет,Батуми,3 гр,0.0045,3189,1235,109,50,,,,,,,,,,,True,,Vakansija Kur'era v Batumi
114,11-02-2020 07:01:47,Batumi,5SSE9,BIGBROSH0P,Вакансия Курьера в Батуми,,1,нет,Батуми,5 гр,0.0071,5000,2301,171,,,,,,,,,,,,True,,Vakansija Kur'era v Batumi
115,11-02-2020 07:01:47,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0226,15943,6175,546,250,,,,,,,,,,,True,,Ischu kur'era v Gruzii!
116,11-02-2020 07:01:47,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.5069,956562,370500,32771,15000,,,,,,,,,,,True,,Vakansija optovogo kur'era na mef
117,11-02-2020 07:01:47,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0498,31885,12350,1092,500,,,,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
118,11-02-2020 07:03:08,Kutaisi,O9SXJ,Parnavaz,"Шишки/weeds Afghan Kush, - 0,5г - Удобные клады в подъездах",,6,нет,Кутаиси,0.5 гр,0.002,1275,494,44,20,,,,,,,,,,,,True,"Shishki/weeds Afghan Kush, - 0,5g - Udobnye klady v pod'ezdah"
119,11-02-2020 07:03:08,Kutaisi,O9SXJ,Parnavaz,Шишки / weeds Afghan Kush - 2г,,2,нет,Кутаиси,2 гр,0.0074,4719,1828,162,74,,,,,,,,,,,,True,Shishki / weeds Afghan Kush - 2g
120,11-02-2020 07:03:08,Kutaisi,O9SXJ,Parnavaz,"Шишки/weed Afghan Kush, 1г - Удобные клады в подъездах",,4,2,Кутаиси,1 гр,0.0037,2360,914,81,37,,,,,,,,,,,,True,"Shishki/weed Afghan Kush, 1g - Udobnye klady v pod'ezdah"
121,11-02-2020 07:03:08,Kutaisi,O9SXJ,Parnavaz,"Шишки / Weed Afghan Kush, 3g",,2,3,Кутаиси,3 гр,0.0106,6696,2594,229,105,,,,,,,,,,,,True,"Shishki / Weed Afghan Kush, 3g"
122,11-02-2020 07:03:08,Kutaisi,O9SXJ,Parnavaz,"Приходите к нам работать вторым кладменом (кладчик, курьер)",,1,нет,Кутаиси,1 гр,0.0101,6377,2470,218,100,,,,,,,,,,,,True,"Prihodite k nam rabotat' vtorym kladmenom (kladchik, kur'er)"
