,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Vake,Saburtalo,Дигоми,Gldani,Varketili,Авлобари,Nadzaladevi,€,Old Tbilisi (Старый город),Центр,Батуми,Кутаиси,desc_en
14,04-05-2020 07:54:00,Tbilisi,SDQN,YummyShop,Cocaine Pure VHQ 1g,True,2,нет,Тбилиси,1 гр,0.0254,17091,6392,567,235,,,,,,,,,,,,,Cocaine Pure VHQ 1g
15,04-05-2020 07:54:00,Tbilisi,7IU5,ANASHA777,Hybrid Ana-sha 1G.,True,1,нет,Тбилиси,1 гр,0.004,2982,1115,99,41,,,,,,,,,,,,,Hybrid Ana-sha 1G.
16,04-05-2020 07:54:00,Tbilisi,X4ZM,ZYX,NEW ! Auto Opium ! NEW ! BUDS ! 1G VHQ !,True,3,нет,Тбилиси,1 гр,0.0059,4000,1496,133,55,,,,,,,,,,,,,NEW ! Auto Opium ! NEW ! BUDS ! 1G VHQ !
17,04-05-2020 07:54:00,Tbilisi,A3SS3,Parrots,"Somango, MARIJUANA BUDS 1G, BTC SALE 10%",,5,нет,Тбилиси,1 гр,0.0048,3564,1333,118,49,,True,True,True,True,,,,,,,,"Somango, MARIJUANA BUDS 1G, BTC SALE 10%"
18,04-05-2020 07:54:00,Tbilisi,6P9R,RickNMorty,VHQ Jamaican Dream 19% Thc 1 Gr,True,7,нет,Тбилиси,1 гр,0.0044,2982,1115,99,41,,,,,,,,,,,,,VHQ Jamaican Dream 19% Thc 1 Gr
19,04-05-2020 07:54:00,Tbilisi,1IZXK,BadboysTbl,Метадон 1гр,True,1,нет,Тбилиси,1 гр,0.0884,65454,24480,2173,900,,,,,,,,,,,,,Metadon 1gr
20,04-05-2020 07:54:00,Tbilisi,9VLN,AlienShop,☃️❄1g. New Columbian COCAINE!!❄☃️,,2,нет,Тбилиси,1 гр,0.0261,17382,6501,577,239,,True,,,,,,,,,,,☃️❄1g. New Columbian COCAINE!!❄☃️
21,04-05-2020 07:54:00,Tbilisi,A3SS3,Parrots,"Somango, MARIJUANA BUDS 1.5G, BTC SALE 10%",,11,нет,Тбилиси,1.5 гр,0.0069,5091,1904,169,70,,True,True,True,True,True,True,,,,,,"Somango, MARIJUANA BUDS 1.5G, BTC SALE 10%"
22,04-05-2020 07:54:00,Tbilisi,LYHBG,Playboy,2 ECSTASY << PACO RABANNE >>,True,5,нет,Тбилиси,2 гр,0.0097,6473,2421,215,89,,,,,,,,,,,,,2 ECSTASY << PACO RABANNE >>
23,04-05-2020 07:54:00,Tbilisi,LYHBG,Playboy,2LSD ---- LSD ALBERT HOFFMAN 200ug,True,5,нет,Тбилиси,2 гр,0.0097,6473,2421,215,89,,,,,,,,,,,,,2LSD ---- LSD ALBERT HOFFMAN 200ug
24,04-05-2020 07:54:00,Tbilisi,QUZIV,Hollyweed,2g super Skunk top class buds.,,7,нет,Тбилиси,2 гр,0.0093,6182,2312,205,85,,,,True,,,,,,,,,2g super Skunk top class buds.
25,04-05-2020 07:54:00,Tbilisi,NVOG,ProperMgzn,2x Extasy Duracell 223mg MDMA.,True,3,нет,Тбилиси,2 гр,0.0076,5091,1904,169,70,,,,,,,,,,,,,2x Extasy Duracell 223mg MDMA.
26,04-05-2020 07:54:00,Tbilisi,8B31,GEOWEEDSHOP,2гр Топ класс HYBRID шишки. 50% sativa 50% indica (КЛАДИ НА МАГНИТАХ),True,7,нет,Тбилиси,2 гр,0.0096,6473,2421,215,89,,,,,,,,,,,,,2gr Top klass HYBRID shishki. 50% sativa 50% indica (KLADI NA MAGNITAH)
27,04-05-2020 07:54:00,Tbilisi,1MZLP,WeedbooM,✿ 2gr Hybrid Weed Indica Buds VHQ ❤,,4,нет,Тбилиси,2 гр,0.0092,6182,2312,205,85,,True,,,,,,,,,,,✿ 2gr Hybrid Weed Indica Buds VHQ ❤
28,04-05-2020 07:54:00,Tbilisi,LYHBG,Playboy,3 ECSTASY << PACO RABANNE >>,True,4,нет,Тбилиси,3 гр,0.013,8654,3237,287,119,,,,,,,,,,,,,3 ECSTASY << PACO RABANNE >>
29,04-05-2020 07:54:00,Tbilisi,LYHBG,Playboy,3LSD !!!NEW!!! 3LSD ALBERT HOFFMAN 200ug,True,5,нет,Тбилиси,3 гр,0.013,8654,3237,287,119,,,,,,,,,,,,,3LSD !!!NEW!!! 3LSD ALBERT HOFFMAN 200ug
30,04-05-2020 07:54:00,Tbilisi,QUZIV,Hollyweed,3g superskunk top class buds.,,4,нет,Тбилиси,3 гр,0.013,8654,3237,287,119,,,,True,,,,,,,,,3g superskunk top class buds.
31,04-05-2020 07:54:00,Tbilisi,NVOG,ProperMgzn,3x Extasy Duracell 223mg MDMA,True,4,нет,Тбилиси,3 гр,0.0115,7636,2856,254,105,,,,,,,,,,,,,3x Extasy Duracell 223mg MDMA
32,04-05-2020 07:54:00,Tbilisi,PTO3,MeDuZa777,AKA-47 ONLY BUDS 3g TOP VHQ,True,8,нет,Тбилиси,3 гр,0.0108,7273,2720,241,100,,,,,,,,,,,,,AKA-47 ONLY BUDS 3g TOP VHQ
33,04-05-2020 07:54:00,Tbilisi,9VLN,AlienShop,️‍🤩🌈️‍🌈️‍🌈3 LSD 200ug.🌈️‍🌈️‍🌈🤩,,1,нет,Тбилиси,3 гр,0.013,8654,3237,287,119,,True,,,,,,,,,,,️‍🤩🌈️‍🌈️‍🌈3 LSD 200ug.🌈️‍🌈️‍🌈🤩
34,04-05-2020 07:54:00,Tbilisi,V76M,Endorphin,Suboxene 4mg,,1,нет,Тбилиси,4 гр,0.0039,2909,1088,97,40,,True,,,,,,,,,,,Suboxene 4mg
35,04-05-2020 07:54:00,Tbilisi,C7LQ,Scandal,"5 Grm MDMA , Purity A +++",True,2,нет,Тбилиси,5 гр,0.0332,23272,8704,773,320,,,,,,,,,,,,,"5 Grm MDMA , Purity A +++"
36,04-05-2020 07:55:09,Tbilisi,BCF,Doitgod,5 Grm Mdma Pure Quality A +++,True,3,нет,Тбилиси,5 гр,0.0321,21818,8160,724,300,,,,,,,,,,,,,5 Grm Mdma Pure Quality A +++
37,04-05-2020 07:55:09,Tbilisi,NVOG,ProperMgzn,5x Extasy Duracell 223mg MDMA.,True,3,нет,Тбилиси,5 гр,0.0191,12727,4760,423,175,,,,,,,,,,,,,5x Extasy Duracell 223mg MDMA.
38,04-05-2020 07:55:09,Tbilisi,PTO3,MeDuZa777,AKA-47 ONLY BUDS 5g TOP VHQ,True,4,нет,Тбилиси,5 гр,0.0173,11636,4352,386,160,,,,,,,,,,,,,AKA-47 ONLY BUDS 5g TOP VHQ
39,04-05-2020 07:55:09,Tbilisi,PTO3,MeDuZa777,BANANA KUSH SUPER BUDS 10g TOP VHQ THC 28%,True,4,нет,Тбилиси,10 гр,0.041,27636,10336,917,380,,,,,,,,,,,,,BANANA KUSH SUPER BUDS 10g TOP VHQ THC 28%
40,04-05-2020 07:55:09,Tbilisi,SM7B,SWEETWEED,гашиш евро 10г,True,2,нет,Тбилиси,10 гр,0.0414,29091,10880,966,400,,,,,,,,,,,,,gashish evro 10g
41,04-05-2020 07:55:09,Tbilisi,8B31,GEOWEEDSHOP,20 gr Indica marijuana buds (hight quality),True,7,нет,Тбилиси,20 гр,0.0437,29454,11016,978,405,,,True,,,,,,,,,,20 gr Indica marijuana buds (hight quality)
42,04-05-2020 07:55:09,Tbilisi,SM7B,SWEETWEED,Гашиш Евро 20гр,True,1,нет,Тбилиси,20 гр,0.0805,56508,21134,1876,777,,,,,,,,,,,,,Gashish Evro 20gr
43,04-05-2020 07:55:09,Tbilisi,A08BZ,Subway,Метамферамин рацемат 60 г (мини-опт),True,1,нет,Тбилиси,60 гр,0.1963,145453,54400,4829,2000,,,,,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
44,04-05-2020 07:55:09,Tbilisi,A3I9,Joookerrr,"MDMA чистоган!!! ""Цуунаммииии удовольсвия""!!!! 0.2 грамм",True,нет,13,Тбилиси,0.2 гр,0.0042,2836,1061,94,39,,,,,,,,,,,,,"MDMA chistogan!!! ""Tsuunammiiii udovol'svija""!!!! 0.2 gramm"
45,04-05-2020 07:55:09,Tbilisi,18FB,Mr.Green Tbilis,"""Kief"" Weed trichomes 1G",True,нет,7,Тбилиси,1 гр,0.0173,11636,4352,386,160,,,,,,,,,,,,,"""Kief"" Weed trichomes 1G"
46,04-05-2020 07:55:09,Tbilisi,A3I9,Joookerrr,"MDMA чистоган!!! ""Цуунаммииии удовольсвия""!!!! 1 грамм",True,нет,2,Тбилиси,1 гр,0.0146,9818,3672,326,135,,,,,,,,,,,,,"MDMA chistogan!!! ""Tsuunammiiii udovol'svija""!!!! 1 gramm"
47,04-05-2020 07:55:09,Tbilisi,A3I9,Joookerrr,"Бупренорфин 1 грамм (Предложение для тех кто хочет победить так называемую ""Ломку"")",True,нет,1,Тбилиси,1 гр,0.0352,26109,9801,867,,,,,,,,,330,,,,,"Buprenorfin 1 gramm (Predlozhenie dlja teh kto hochet pobedit' tak nazyvaemuju ""Lomku"")"
48,04-05-2020 07:55:09,Tbilisi,A3I9,Joookerrr,"""JoKer Express"" - Марки н боом 2 штуки!",True,нет,43,Тбилиси,2 гр,0.0038,2545,952,85,35,,,,,,,,,,,,,"""JoKer Express"" - Marki n boom 2 shtuki!"
49,04-05-2020 07:55:09,Tbilisi,9VLN,AlienShop,✨✨2gram. MDMA✨✨,True,нет,4,Тбилиси,2 гр,0.0229,15273,5712,507,210,,,,,,,,,,,,,✨✨2gram. MDMA✨✨
50,04-05-2020 07:55:09,Tbilisi,9VLN,AlienShop,❄❄2g HQ COCAINE❄❄,True,нет,5,Тбилиси,2 гр,0.0402,26836,10037,891,369,,,,,,,,,,,,,❄❄2g HQ COCAINE❄❄
51,04-05-2020 07:55:09,Tbilisi,9VLN,AlienShop,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,10,Тбилиси,3 гр,0.0631,42109,15749,1398,579,,,,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
52,04-05-2020 07:55:09,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,7,Тбилиси,4 гр,0.0432,29091,10880,966,400,,,,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
53,04-05-2020 07:55:09,Tbilisi,A3I9,Joookerrr,Предзаказ н-бооом 4 штуки!!!,True,нет,6,Тбилиси,4 гр,0.0065,4364,1632,145,60,,,,,,,,,,,,,Predzakaz n-booom 4 shtuki!!!
54,04-05-2020 07:55:09,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0594,39999,14960,1328,550,,,,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
55,04-05-2020 07:55:09,Tbilisi,BB6E,WEEDSH0P,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",True,нет,10,Тбилиси,5 гр,0.0254,17091,6392,567,235,,,,,,,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
56,04-05-2020 07:55:09,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,True,нет,7,Тбилиси,5 гр,0.0259,17454,6528,579,240,,,,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
57,04-05-2020 07:55:09,Tbilisi,SF03,CRAZYFROG,5 gr top buds white widow wишки THC 25% VHQ,True,нет,10,Тбилиси,5 гр,0.0248,16727,6256,555,230,,,,,,,,,,,,,5 gr top buds white widow wishki THC 25% VHQ
58,04-05-2020 07:55:09,Tbilisi,SF03,CRAZYFROG,5 gr Шишки “OG KUSH VHQ”,True,нет,3,Тбилиси,5 гр,0.0259,17454,6528,579,240,,,,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
59,04-05-2020 07:55:09,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,True,нет,5,Тбилиси,5 гр,0.0259,17454,6528,579,240,,,,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
60,04-05-2020 07:55:09,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,9,Тбилиси,5 гр,0.0259,17454,6528,579,240,,,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
61,04-05-2020 07:55:09,Tbilisi,BB6E,WEEDSH0P,5gr Stardawg Auto WEED BUDS,True,нет,10,Тбилиси,5 гр,0.0259,17454,6528,579,240,,,,,,,,,,,,,5gr Stardawg Auto WEED BUDS
62,04-05-2020 07:55:09,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,6,Тбилиси,5 гр,0.0248,16727,6256,555,230,,,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
63,04-05-2020 07:55:09,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0215,15927,5957,529,219,,,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
64,04-05-2020 07:55:09,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,4,Тбилиси,5 гр,0.0254,17091,6392,567,235,,,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
65,04-05-2020 07:55:09,Tbilisi,6P9R,RickNMorty,VHQ Jamaican Dream 19% Thc 5 Gr,True,нет,2,Тбилиси,5 гр,0.0173,11636,4352,386,160,,,,,,,,,,,,,VHQ Jamaican Dream 19% Thc 5 Gr
66,04-05-2020 07:55:09,Tbilisi,A3I9,Joookerrr,"Марки Н-ВоооооМ!!!! ""Джокер экспресс"" 5 штук",True,нет,75,Тбилиси,5 гр,0.0054,3636,1360,121,50,,,,,,,,,,,,,"Marki N-VoooooM!!!! ""Dzhoker ekspress"" 5 shtuk"
67,04-05-2020 07:55:09,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2564,190000,87429,6306,,,,,,,,,,,,,,reagent 25i nbome. 5gr
68,04-05-2020 07:55:09,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2944,218179,81600,7243,3000,,,,,,True,,,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
69,04-05-2020 07:55:09,Tbilisi,9VLN,AlienShop,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,9,Тбилиси,5 гр,0.1046,69745,26085,2315,959,,,,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
70,04-05-2020 07:55:56,Tbilisi,9VLN,AlienShop,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,9,Тбилиси,5 гр,0.1047,69745,26085,2315,959,,,,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
71,04-05-2020 07:55:56,Tbilisi,9VLN,AlienShop,️‍🌈️‍🌈️‍🌈️‍🌈️‍🌈5шт. L S D 200ug.🌈️‍🌈️‍🌈️‍🌈️‍🌈,True,нет,3,Тбилиси,5 гр,0.0206,13745,5141,456,189,,,,,,,,,,,,,️‍🌈️‍🌈️‍🌈️‍🌈️‍🌈5sht. L S D 200ug.🌈️‍🌈️‍🌈️‍🌈️‍🌈
72,04-05-2020 07:55:56,Tbilisi,9VLN,AlienShop,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,5,Тбилиси,5 гр,0.0207,13818,5168,459,190,,,,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
73,04-05-2020 07:55:56,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,True,нет,5,Тбилиси,5 гр,0.0534,35563,13301,1181,489,,,,,,,,,,,,,💘✨5g. MDMA ✨💘
74,04-05-2020 07:55:56,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,True,нет,3,Тбилиси,5 гр,0.0206,13745,5141,456,189,,,,,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
75,04-05-2020 07:55:56,Tbilisi,A3I9,Joookerrr,"""Джокер экспрес"" марки нбооом 10 шт",True,нет,8,Тбилиси,10 гр,0.0119,8000,2992,266,110,,,,,,,,,,,,,"""Dzhoker ekspres"" marki nbooom 10 sht"
76,04-05-2020 07:55:56,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.0973,65454,24480,2173,900,,,,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
77,04-05-2020 07:55:56,Tbilisi,SF03,CRAZYFROG,10 gr top buds white widow wишки THC 25% VHQ,True,нет,10,Тбилиси,10 гр,0.0432,29091,10880,966,400,,,,,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
78,04-05-2020 07:55:56,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,3,Тбилиси,10 гр,0.0756,50908,19040,1690,700,,,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
79,04-05-2020 07:55:56,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,5,Тбилиси,10 гр,0.0346,23272,8704,773,320,,,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
80,04-05-2020 07:55:56,Tbilisi,18FB,Mr.Green Tbilis,10G Hybrid Marijuana Leafs,True,нет,40,Тбилиси,10 гр,0.0108,7273,2720,241,100,,,,,,,,,,,,,10G Hybrid Marijuana Leafs
81,04-05-2020 07:55:56,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,4,Тбилиси,10 гр,0.0865,58181,21760,1931,800,,,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
82,04-05-2020 07:55:56,Tbilisi,6P9R,RickNMorty,VHQ Jamaican Dream 19% Thc 10 Gr,True,нет,2,Тбилиси,10 гр,0.0313,21091,7888,700,290,,,,,,,,,,,,,VHQ Jamaican Dream 19% Thc 10 Gr
83,04-05-2020 07:55:56,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2404,161816,60520,5372,2225,,,,,,,,,,,,,Amfetamin [White] [Import] 10G
84,04-05-2020 07:55:56,Tbilisi,9VLN,AlienShop,☃️❄NEW 10g.COCAINE❄☃️,True,нет,5,Тбилиси,10 гр,0.1702,113380,42405,3764,1559,,,,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
85,04-05-2020 07:55:56,Tbilisi,9VLN,AlienShop,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.0403,26836,10037,891,369,,,,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
86,04-05-2020 07:55:56,Tbilisi,XH0NP,XX-PABLO-XX,METADON - 20 G.,True,нет,1,Тбилиси,20 гр,0.5457,363632,136000,12072,5000,,,,,,,,,,,,,METADON - 20 G.
87,04-05-2020 07:55:56,Tbilisi,9VLN,AlienShop,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.0654,43563,16293,1446,599,,,,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
88,04-05-2020 07:55:56,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 50шт. вес таблетки 450mg,True,нет,1,Тбилиси,50 гр,0.1189,79999,29920,2656,1100,,,,,,,,,,,,,Extasy GUCCI 50sht. ves tabletki 450mg
89,04-05-2020 07:55:56,Tbilisi,6P9R,RickNMorty,White Russia Fem Buds Only 21%+ THC 50G,True,нет,1,Тбилиси,50 гр,0.1498,101817,38080,3380,1400,,,,,,,,,,,,,White Russia Fem Buds Only 21%+ THC 50G
90,04-05-2020 07:55:56,Tbilisi,SF03,CRAZYFROG,100 gr marijuana buds,True,нет,1,Тбилиси,100 гр,0.2594,174543,65280,5794,2400,,,,,,,,,,,,,100 gr marijuana buds
91,04-05-2020 07:55:56,Tbilisi,PTO3,MeDuZa777,AKA-47 ONLY BUDS 100g TOP VHQ,True,нет,2,Тбилиси,100 гр,0.3242,218179,81600,7243,3000,,,,,,,,,,,,,AKA-47 ONLY BUDS 100g TOP VHQ
92,04-05-2020 07:55:56,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2161,145453,54400,4829,2000,,,,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
93,04-05-2020 07:55:56,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2702,181816,68000,6036,2500,,,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
94,04-05-2020 07:55:56,Tbilisi,3Y9,HIGHTHC,180 gr марихуана персоално,True,нет,1,Тбилиси,180 гр,0.6376,429085,160480,14244,5900,,,,,,,,,,,,,180 gr marihuana persoalno
95,04-05-2020 07:55:56,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.4971,334541,125120,11106,4600,,,,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
96,04-05-2020 07:55:56,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.8105,545447,204000,18107,7500,,,,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
97,04-05-2020 07:55:56,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.9186,618174,231200,20522,8500,,,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
98,04-05-2020 07:55:56,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,2,нет,Тбилиси,1 гр,0.0196,14545,5440,483,200,,,,,,,,,,,,,KURYER..500RUB.+BONUS
99,04-05-2020 07:55:56,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0216,14545,5440,483,200,,,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
100,04-05-2020 07:55:56,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.027,18182,6800,604,250,,,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
