,time_stamp,region,sell_code,sell_name,description,Тбилиси,Дигоми,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,€,Didube,Old Tbilisi (Старый город),Авлобари,Vake,Varketili,Батуми,Центр,Кутаиси,desc_en
40,18-07-2020 07:59:32,Tbilisi,SF03,CRAZYFROG,5 gr top buds white widow wишки THC 25% VHQ,True,,нет,6,Тбилиси,5 гр,0.029,19721,7604,660,275,,,,,,,,,,,5 gr top buds white widow wishki THC 25% VHQ
41,18-07-2020 07:59:32,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,True,,1,4,Тбилиси,5 гр,0.0253,17211,6636,576,240,,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
42,18-07-2020 07:59:32,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,,нет,6,Тбилиси,5 гр,0.0295,20080,7742,672,280,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
43,18-07-2020 07:59:32,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,,нет,6,Тбилиси,5 гр,0.0285,19363,7466,648,270,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
44,18-07-2020 07:59:32,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,,нет,2,Тбилиси,5 гр,0.021,15705,6055,525,219,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
45,18-07-2020 07:59:32,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,,нет,3,Тбилиси,5 гр,0.0285,19363,7466,648,270,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
46,18-07-2020 07:59:32,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,,нет,2,Тбилиси,5 гр,0.2541,190000,87429,6356,,,,,,,,,,,,reagent 25i nbome. 5gr
47,18-07-2020 07:59:32,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,,нет,2,Тбилиси,5 гр,0.2877,215142,82950,7198,3000,,,,True,True,,,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
48,18-07-2020 07:59:32,Tbilisi,9CK,Hyperboy,🍭🍭🍭VHQ MDMA Brown A+++ Imported 95% Pure 5G🍭🍭🍭,True,,нет,5,Тбилиси,5 гр,0.0528,35857,13825,1200,500,,,,,,,,,,,🍭🍭🍭VHQ MDMA Brown A+++ Imported 95% Pure 5G🍭🍭🍭
49,18-07-2020 07:59:32,Tbilisi,6KB,Marioshop,🧞‍♂️🌈🌈🌈LSD 220ug from California 5pc🌈🌈🌈🧞‍♀️,True,,нет,3,Тбилиси,5 гр,0.0243,16336,6290,546,,,200,,,,,,,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 5pc🌈🌈🌈🧞‍♀️
50,18-07-2020 07:59:32,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,True,,нет,1,Тбилиси,10 гр,0.095,64543,24885,2159,900,,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
51,18-07-2020 07:59:32,Tbilisi,SF03,CRAZYFROG,10 gr top buds white widow wишки THC 25% VHQ,True,,нет,10,Тбилиси,10 гр,0.058,39443,15208,1320,550,,,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
52,18-07-2020 07:59:32,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,,нет,2,Тбилиси,10 гр,0.0739,50200,19355,1680,700,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
53,18-07-2020 07:59:32,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,,нет,5,Тбилиси,10 гр,0.0443,30120,11613,1008,420,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
54,18-07-2020 07:59:32,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,,нет,3,Тбилиси,10 гр,0.0844,57371,22120,1920,800,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
55,18-07-2020 07:59:32,Tbilisi,R4156,bestchoice,Northern Lights Regular [budsonly] 10gram,True,,1,10,Тбилиси,10 гр,0.0364,27251,10507,912,380,,,,,,,,,,,Northern Lights Regular [budsonly] 10gram
56,18-07-2020 07:59:32,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,,нет,1,Тбилиси,10 гр,0.2347,159563,61521,5339,2225,,,,,,,,,,,Amfetamin [White] [Import] 10G
57,18-07-2020 07:59:32,Tbilisi,6KB,Marioshop,🧞‍♂️☄🍭 RQS©️ Green Gelato™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️,True,,нет,5,Тбилиси,10 гр,0.0534,35940,13838,1202,,,440,,,,,,,,,🧞‍♂️☄🍭 RQS©️ Green Gelato™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️
58,18-07-2020 07:59:32,Tbilisi,6KB,Marioshop,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,True,,нет,5,Тбилиси,11 гр,0.0473,31856,12266,1065,,,390,,,,,,,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
59,18-07-2020 07:59:32,Tbilisi,XUYA,MRweed,"Hindu Kush (photoperiod, regular) 15 гр",True,,нет,1,Тбилиси,15 гр,0.0623,46614,17973,1560,650,,,,,,,,,,,"Hindu Kush (photoperiod, regular) 15 gr"
60,18-07-2020 07:59:32,Tbilisi,SF03,CRAZYFROG,100 gr marijuana buds,True,,нет,1,Тбилиси,100 гр,0.2532,172113,66360,5759,2400,,,,,,,,,,,100 gr marijuana buds
61,18-07-2020 07:59:32,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,,1,1,Тбилиси,100 гр,0.2638,179285,69125,5999,2500,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
62,18-07-2020 07:59:32,Tbilisi,3Y9,HIGHTHC,180 gr марихуана персоално,True,,нет,1,Тбилиси,180 гр,0.6225,423112,163135,14156,5900,,,,,,,,,,,180 gr marihuana persoalno
63,18-07-2020 07:59:32,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,,нет,3,Тбилиси,10000 гр,0.8968,609568,235025,20395,8500,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
64,18-07-2020 07:59:32,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,,2,нет,Тбилиси,1 гр,0.0192,14343,5530,480,200,,,,,,,,,,,KURYER..500RUB.+BONUS
65,18-07-2020 07:59:32,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,,1,нет,Тбилиси,1 гр,0.0264,17928,6913,600,250,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
66,18-07-2020 07:59:32,Tbilisi,QVK5,Galiak,"Galiak ищет курьерa толка за марихуани в тбилиси, клад 7$. Залог с 200$",True,,1,нет,Тбилиси,10 гр,0.0192,14343,5530,480,200,,,,,,,,,,,"Galiak ischet kur'era tolka za marihuani v tbilisi, klad 7$. Zalog s 200$"
67,18-07-2020 07:59:32,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,,нет,1,Тбилиси,1 гр,0.0211,14343,5530,480,200,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
68,18-07-2020 07:59:32,Tbilisi,A3I9,Joookerrr,Работа на марки (курьер),True,,нет,3,Тбилиси,1 гр,0.0264,17928,6913,600,250,,,,,,,,,,,Rabota na marki (kur'er)
69,18-07-2020 08:00:42,Tbilisi,6P9R,RickNMorty,рик и морти ишит куриера зп от 2000 $ в месец залог 500$ | Rick And Morty Need DG Sallary from 2000$ prepay 500$,True,,нет,1,Тбилиси,5 гр,0.0528,35857,13825,1200,500,,,,,,,,,,,rik i morti ishit kuriera zp ot 2000 $ v mesets zalog 500$ | Rick And Morty Need DG Sallary from 2000$ prepay 500$
70,18-07-2020 08:00:42,Tbilisi,X4ZM,ZYX,Работа курьером,True,,нет,1,Тбилиси,10 гр,0.0211,14343,5530,480,200,,,,,,,,,,,Rabota kur'erom
71,18-07-2020 08:00:42,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,,нет,1,Тбилиси,400 гр,1.5969,1075709,414750,35991,15000,,,,,,,,,,,Vakansija optovogo kur'era na mef
72,18-07-2020 08:00:42,Tbilisi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,,нет,3,Тбилиси,1000 гр,0.0528,35857,13825,1200,500,,,,True,,True,True,,,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
73,18-07-2020 08:02:25,Batumi,5HQU,LIKEaBOSS,ASTRAL 1g,,,4,нет,Батуми,1 гр,0.0081,5737,2212,192,80,,,,,,,,True,True,,ASTRAL 1g
74,18-07-2020 08:02:25,Batumi,GGVQZ,KARAVANos,Мелкие шишки (Indica) 2г,,,8,нет,Батуми,2 гр,0.0044,3012,1161,101,42,,,,,,,,True,,,Melkie shishki (Indica) 2g
75,18-07-2020 08:02:25,Batumi,Z9UT,Rainbow,шишки марихуаны 5G,,,1,нет,Батуми,5 гр,0.0264,17928,6913,600,250,,,,,,,,,True,,shishki marihuany 5G
76,18-07-2020 08:02:25,Batumi,XH0NP,XX-PABLO-XX,METADON - 0.30 - SALE,,,3,5,Батуми,0.3 гр,0.032,21514,8295,720,300,,,,,,,,True,,,METADON - 0.30 - SALE
77,18-07-2020 08:02:25,Batumi,6KB,Marioshop,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀",,,нет,2,Батуми,1 гр,0.0376,25321,9750,847,,,310,,,,,,True,,,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀"
78,18-07-2020 08:02:25,Batumi,BN40,Panters,Мефедрон 3г,,,нет,3,Батуми,3 гр,0.0336,25100,9678,840,350,,,,,,,,True,,,Mefedron 3g
79,18-07-2020 08:02:25,Batumi,BN40,Panters,Таблы Punisher 300 mg. 5шт.,,,нет,5,Батуми,5 гр,0.0403,30120,11613,1008,420,,,,,,,,True,,,Tably Punisher 300 mg. 5sht.
80,18-07-2020 08:02:25,Batumi,6KB,Marioshop,🧞‍♂️☄🍭 RQS©️ Green Gelato™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️,,,нет,4,Батуми,10 гр,0.0534,35940,13838,1202,,,440,,,,,,True,,,🧞‍♂️☄🍭 RQS©️ Green Gelato™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️
81,18-07-2020 08:02:25,Batumi,6KB,Marioshop,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,,,нет,5,Батуми,11 гр,0.0473,31856,12266,1065,,,390,,,,,,True,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
82,18-07-2020 08:02:25,Batumi,6KB,Marioshop,"🧞‍♂️🔮🎭 XTC™️ ""1 Million Paco Rabanne®️"" 300mg MDMA©️ 10+1pc 🎭🔮🧞‍♀️",,,нет,2,Батуми,11 гр,0.0484,32591,12549,1090,,,399,,,,,,True,,,"🧞‍♂️🔮🎭 XTC™️ ""1 Million Paco Rabanne®️"" 300mg MDMA©️ 10+1pc 🎭🔮🧞‍♀️"
83,18-07-2020 08:02:25,Batumi,QHW5I,DrugEA,❥ Твой! ГАШИШ Марокко 500 грамм ♥,,,нет,1,Батуми,500 гр,0.1662,112990,51992,3780,,,,,,,,,True,,,❥ Tvoj! GAShISh Marokko 500 gramm ♥
84,18-07-2020 08:02:25,Batumi,QHW5I,DrugEA,❥Твой! ГАШИШ Марокко 1000 грамм ♥,,,нет,1,Батуми,1000 гр,0.2632,178900,82321,5984,,,,,,,,,True,,,❥Tvoj! GAShISh Marokko 1000 gramm ♥
85,18-07-2020 08:02:25,Batumi,42AF,Leningrad6,курьер в Батуми,,,1,нет,Батуми,1 гр,0.0096,7171,2765,240,100,,,,,,,,True,,,kur'er v Batumi
86,18-07-2020 08:02:25,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,,1,нет,Батуми,5 гр,0.024,17928,6913,600,250,,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
87,18-07-2020 08:02:25,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,,1,нет,Батуми,50 гр,0.024,17928,6913,600,250,,,,,,,,True,,,Ischu kur'era v Gruzii!
88,18-07-2020 08:02:25,Batumi,GGVQZ,KARAVANos,Курьер Батуми на марихуану,,,нет,1,Батуми,1 гр,0.0211,14343,5530,480,200,,,,,,,,True,,,Kur'er Batumi na marihuanu
89,18-07-2020 08:02:25,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,,нет,1,Батуми,400 гр,1.5969,1075709,414750,35991,15000,,,,,,,,True,,,Vakansija optovogo kur'era na mef
90,18-07-2020 08:02:25,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,,нет,2,Батуми,1000 гр,0.0528,35857,13825,1200,500,,,,,,,,,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
91,18-07-2020 08:03:47,Kutaisi,2I03,bananaa,CUSTOM Шишки 230g 3in1,,,1,нет,Кутаиси,230 гр,0.4452,302633,116683,10125,4220,,,,,,,,,,True,CUSTOM Shishki 230g 3in1
