,time_stamp,region,sell_code,sell_name,description,Тбилиси,Дигоми,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,€,Didube,Old Tbilisi (Старый город),Авлобари,Vake,Varketili,Батуми,Центр,Кутаиси,desc_en
0,18-07-2020 07:58:53,Tbilisi,JVZTQ,partyshop,1 Amnesia Haze марихуана шишки тгк 25%,True,True,7,нет,Тбилиси,1 гр,0.0063,4303,1659,144,60,,,,,,,,,,,1 Amnesia Haze marihuana shishki tgk 25%
1,18-07-2020 07:58:53,Tbilisi,BB6E,WEEDSH0P,"1 gr , california ,GORILLA GLUE марихуана BUDS btc sale 1%",True,,10,нет,Тбилиси,1 гр,0.0063,4303,1659,144,60,,,,,,,,,,,"1 gr , california ,GORILLA GLUE marihuana BUDS btc sale 1%"
2,18-07-2020 07:58:53,Tbilisi,SF03,CRAZYFROG,1 gr top buds white widow wишки THC 25% VHQ,True,,1,нет,Тбилиси,1 гр,0.0062,4231,1631,142,59,,,,,,,,,,,1 gr top buds white widow wishki THC 25% VHQ
3,18-07-2020 07:58:53,Tbilisi,03F3,geoshop,1 marijuana BUDS northen lights 24% THC ШИШКИ!!!,True,,1,нет,Тбилиси,1 гр,0.0063,4303,1659,144,60,,,,,,,,,,,1 marijuana BUDS northen lights 24% THC ShIShKI!!!
4,18-07-2020 07:58:53,Tbilisi,3Y9,HIGHTHC,1 г SOUR DIESEL марихуана шишки топ качество тгк 28%,True,,10,нет,Тбилиси,1 гр,0.0062,4231,1631,142,59,,,,,,,,,,,1 g SOUR DIESEL marihuana shishki top kachestvo tgk 28%
5,18-07-2020 07:58:53,Tbilisi,3Y9,HIGHTHC,1 г Skunk #1 марихуана шишки тгк 29% VHQ,True,,1,нет,Тбилиси,1 гр,0.0062,4231,1631,142,59,,,,,,,,,,,1 g Skunk #1 marihuana shishki tgk 29% VHQ
6,18-07-2020 07:58:53,Tbilisi,7R3WM,RastaShop,1.0 gr. Magic Kush (INDICA),,,7,нет,Тбилиси,1 гр,0.0055,3729,1438,125,52,True,,,,,,,,,,1.0 gr. Magic Kush (INDICA)
7,18-07-2020 07:58:53,Tbilisi,ABOAB,ProGrow,1G ---> Big Devil (BTC - Sale),True,,3,нет,Тбилиси,1 гр,0.0053,3586,1383,120,50,,,,,,,,,,,1G ---> Big Devil (BTC - Sale)
8,18-07-2020 07:58:53,Tbilisi,SF03,CRAZYFROG,"1GR GORILLA GLUE AUTO Шишки ,Оплата BITCOIN -10% Скидка",True,,1,нет,Тбилиси,1 гр,0.0063,4303,1659,144,60,,,,,,,,,,,"1GR GORILLA GLUE AUTO Shishki ,Oplata BITCOIN -10% Skidka"
9,18-07-2020 07:58:53,Tbilisi,BB6E,WEEDSH0P,1гр new!! OG kush марихуана BUDS 23% thc если платите с бтк скидка 10% 49реално !,True,,1,нет,Тбилиси,1 гр,0.0063,4303,1659,144,60,,,,,,,,,,,1gr new!! OG kush marihuana BUDS 23% thc esli platite s btk skidka 10% 49realno !
10,18-07-2020 07:58:53,Tbilisi,6KB,Marioshop,🧞‍♂️☄🍭 RQS©️ Green Gelato™️ Regular(Photo) 26% THC®️ 1g 🍭☄🧞‍♀️,True,,3,нет,Тбилиси,1 гр,0.0073,4901,1887,164,,,60,,,,,,,,,🧞‍♂️☄🍭 RQS©️ Green Gelato™️ Regular(Photo) 26% THC®️ 1g 🍭☄🧞‍♀️
11,18-07-2020 07:58:53,Tbilisi,JVZTQ,partyshop,2 Amnesia Haze марихуана шишки тгк 25%,,True,3,нет,Тбилиси,2 гр,0.0104,7100,2737,238,99,,,,,,,,,,,2 Amnesia Haze marihuana shishki tgk 25%
12,18-07-2020 07:58:53,Tbilisi,18FB,Mr.Green Tbilis,2 G Hybrid Marijuana Buds,,True,4,нет,Тбилиси,2 гр,0.0115,7817,3014,262,109,,,,,,,,,,,2 G Hybrid Marijuana Buds
13,18-07-2020 07:58:53,Tbilisi,03F3,geoshop,2 gr Amnesia Haze шишки импорт с европы тгк 28%,True,,8,нет,Тбилиси,2 гр,0.0127,8606,3318,288,120,,,,,,,,,,,2 gr Amnesia Haze shishki import s evropy tgk 28%
14,18-07-2020 07:58:53,Tbilisi,SF03,CRAZYFROG,2 gr top buds white widow wишки THC 25% VHQ,True,,1,нет,Тбилиси,2 гр,0.0116,7889,3042,264,110,,,,,,,,,,,2 gr top buds white widow wishki THC 25% VHQ
15,18-07-2020 07:58:53,Tbilisi,03F3,geoshop,2 marijuana BUDS northen lights 24% THC ШИШКИ!!!,True,,3,нет,Тбилиси,2 гр,0.0127,8606,3318,288,120,,,,,,,,,,,2 marijuana BUDS northen lights 24% THC ShIShKI!!!
16,18-07-2020 07:58:53,Tbilisi,3Y9,HIGHTHC,2 г SOUR DIESEL марихуана шишки топ качество тгк 28%,True,,1,нет,Тбилиси,2 гр,0.0106,7171,2765,240,100,,,,,,,,,,,2 g SOUR DIESEL marihuana shishki top kachestvo tgk 28%
17,18-07-2020 07:58:53,Tbilisi,3Y9,HIGHTHC,2 г Skunk #1 марихуана шишки тгк 29% VHQ,True,,1,нет,Тбилиси,2 гр,0.0106,7171,2765,240,100,,,,,,,,,,,2 g Skunk #1 marihuana shishki tgk 29% VHQ
18,18-07-2020 07:58:53,Tbilisi,XUYA,MRweed,"Amnesia Haze (photoperiod, regular) 2 гр. Спокойно, Надёжно, Качественно.",,True,4,нет,Тбилиси,2 гр,0.0106,7889,3042,264,110,,,True,,,,,,,,"Amnesia Haze (photoperiod, regular) 2 gr. Spokojno, Nadezhno, Kachestvenno."
19,18-07-2020 07:58:53,Tbilisi,BB6E,WEEDSH0P,Crystal METH 2gr Auto марихуана BUDS ! 15% pay bitcoin discount !,True,,2,нет,Тбилиси,2 гр,0.0127,8606,3318,288,120,,,,,,,,,,,Crystal METH 2gr Auto marihuana BUDS ! 15% pay bitcoin discount !
20,18-07-2020 07:58:53,Tbilisi,R4156,bestchoice,Northern Lights Regular [budsonly] 2gram,True,,1,нет,Тбилиси,2 гр,0.0084,6311,2433,211,88,,,,,,,,,,,Northern Lights Regular [budsonly] 2gram
21,18-07-2020 07:58:53,Tbilisi,8B31,GEOWEEDSHOP,3gr чистый пудра от марихуаны. DRIED MARIJUANA POWDER,True,,16,нет,Тбилиси,3 гр,0.0059,3944,1521,132,55,,,,,,,,,,,3gr chistyj pudra ot marihuany. DRIED MARIJUANA POWDER
22,18-07-2020 07:58:53,Tbilisi,LGRP8,Walker12,Badazz Kush 3G VHQ 25% THC,,,3,нет,Тбилиси,3 гр,0.0158,10757,4148,360,150,True,,,,,,,,,,Badazz Kush 3G VHQ 25% THC
23,18-07-2020 07:58:53,Tbilisi,QUZIV,Hollyweed,Marijuana Super Skunk leaves 3g plan,,True,7,нет,Тбилиси,3 гр,0.0036,2438,940,82,34,,,,,,,,,,,Marijuana Super Skunk leaves 3g plan
24,18-07-2020 07:58:53,Tbilisi,9R7SU,ClownBaroN,4.2G Delta Kush 26%THC *VHQ* FROM EUROPE,True,,2,нет,Тбилиси,4.2 гр,0.0211,14343,5530,480,200,,,,,,,,,,,4.2G Delta Kush 26%THC *VHQ* FROM EUROPE
25,18-07-2020 07:58:53,Tbilisi,03F3,geoshop,5 gr Amnesia Haze шишки импорт с европы тгк 28%,True,,1,нет,Тбилиси,5 гр,0.0274,18646,7189,624,260,,,,,,,,,,,5 gr Amnesia Haze shishki import s evropy tgk 28%
26,18-07-2020 07:58:53,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,True,,1,нет,Тбилиси,5 гр,0.0295,20080,7742,672,280,,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
27,18-07-2020 07:58:53,Tbilisi,03F3,geoshop,5 marijuana BUDS northen lights 24% THC ШИШКИ!!!,True,,2,нет,Тбилиси,5 гр,0.0285,19363,7466,648,270,,,,,,,,,,,5 marijuana BUDS northen lights 24% THC ShIShKI!!!
28,18-07-2020 07:58:53,Tbilisi,3TGJ9,Elegant,5g. марихуана шишки Critical,True,,1,нет,Тбилиси,5 гр,0.0187,13984,5392,468,195,,,,,,,,,,,5g. marihuana shishki Critical
29,18-07-2020 07:58:53,Tbilisi,43MUT,Canartvelo,"Трим и низовые шишки, 5 г Trichome trim 5 g",True,,3,нет,Тбилиси,5 гр,0.0043,2869,1106,96,40,,,,,,,,,,,"Trim i nizovye shishki, 5 g Trichome trim 5 g"
30,18-07-2020 07:58:53,Tbilisi,SM7B,SWEETWEED,Гашиш Евро 10гр,True,,2,нет,Тбилиси,10 гр,0.046,32271,12443,1080,450,,,,,,,,,,,Gashish Evro 10gr
31,18-07-2020 07:58:53,Tbilisi,3TGJ9,Elegant,12g. марихуана шишки Critical,True,,1,нет,Тбилиси,12 гр,0.0317,23666,9125,792,330,,,,,,,,,,,12g. marihuana shishki Critical
32,18-07-2020 07:58:53,Tbilisi,A08BZ,Subway,Метамферамин рацемат 60 г (мини-опт),True,,1,нет,Тбилиси,60 гр,0.2129,143428,55300,4799,2000,,,,,,,,,,,Metamferamin ratsemat 60 g (mini-opt)
33,18-07-2020 07:58:53,Tbilisi,6P9R,RickNMorty,VHQ MDMA Champagne Imported 0.25 A+++,True,,нет,17,Тбилиси,0.25 гр,0.0042,2869,1106,96,40,,,,,,,,,,,VHQ MDMA Champagne Imported 0.25 A+++
34,18-07-2020 07:58:53,Tbilisi,6P9R,RickNMorty,NEW!!! Columbian Winter Meds C O K E 90% Pure VHQ 0.5G On Iron Magnet,True,,нет,2,Тбилиси,0.5 гр,0.0222,15060,5807,504,210,,,,,,,,,,,NEW!!! Columbian Winter Meds C O K E 90% Pure VHQ 0.5G On Iron Magnet
35,18-07-2020 07:59:32,Tbilisi,6KB,Marioshop,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀",True,,нет,4,Тбилиси,1 гр,0.0376,25321,9750,847,,,310,,,,,,,,,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀"
36,18-07-2020 07:59:32,Tbilisi,R4156,bestchoice,марихуана пудра высокое качество 4грам,True,,нет,10,Тбилиси,4 гр,0.0062,4661,1797,156,65,,,,,,,,,,,marihuana pudra vysokoe kachestvo 4gram
37,18-07-2020 07:59:32,Tbilisi,18FB,Mr.Green Tbilis,5 G Hybrid Marijuana Buds За BТС 10% СКИДКА,True,,нет,10,Тбилиси,5 гр,0.0264,17928,6913,600,250,,,,,,,,,,,5 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
38,18-07-2020 07:59:32,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,,нет,3,Тбилиси,5 гр,0.058,39443,15208,1320,550,,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
39,18-07-2020 07:59:32,Tbilisi,BB6E,WEEDSH0P,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",True,,2,6,Тбилиси,5 гр,0.0285,19363,7466,648,270,,,,,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
