,Unnamed: 0,time_stamp,region,sell_code,description,Saburtalo,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Тбилиси,Gldani,Дигоми,€,Didube,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
0,0,18-03-2020 03:09:38,Tbilisi,99accec7c7,HEROINE 0.25 VHQ tru heroine из авганистана!,True,9,нет,Тбилиси,0.25 гр,0.0293,14778,5800,473,200.0,,,,,,,,,,,HEROINE 0.25 VHQ tru heroine iz avganistana!
1,1,18-03-2020 03:09:38,Tbilisi,4b4cde4fad,Iranian Black Heroin Old WHQ Не сырец 0.25g,,2,нет,Тбилиси,0.25 гр,0.0145,6650,2610,213,90.0,True,,,,,,,,,,Iranian Black Heroin Old WHQ Ne syrets 0.25g
2,2,18-03-2020 03:09:38,Tbilisi,8ec76151d3,Metadon VHQ 0.25 24/7,,3,нет,Тбилиси,0.25 гр,0.0278,14039,5510,450,190.0,True,,,,,,,,,,Metadon VHQ 0.25 24/7
3,3,18-03-2020 03:09:38,Tbilisi,f8a875c191,Метадон - (KRISTAL) - VHQ - 0.27 G (SALE),,10,10,Тбилиси,0.27 гр,0.0369,16773,6583,537,227.0,True,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.27 G (SALE)
4,4,18-03-2020 03:09:38,Tbilisi,366326d4d6,"0,5gr. Columbian Cocaine NEW SALE! SALE!**************NEW SALE! SALE!",,1,нет,Тбилиси,0.5 гр,0.0177,8054,3161,258,109.0,True,,,,,,,,,,"0,5gr. Columbian Cocaine NEW SALE! SALE!**************NEW SALE! SALE!"
5,5,18-03-2020 03:09:38,Tbilisi,99accec7c7,COCAINE VHQ!!! 0.5gr,True,4,нет,Тбилиси,0.5 гр,0.016,8054,3161,258,109.0,,,,,,,,,,,COCAINE VHQ!!! 0.5gr
6,6,18-03-2020 03:09:38,Tbilisi,eb7e03535b,Cocaine Pure VHQ 0.5g,,3,нет,Тбилиси,0.5 гр,0.0153,7315,2871,234,99.0,True,,,,,,,,,,Cocaine Pure VHQ 0.5g
7,7,18-03-2020 03:09:38,Tbilisi,99accec7c7,MEPHEDRONE 0.5 лучший меф! лечит корона вирус!!!))),True,19,нет,Тбилиси,0.5 гр,0.0117,5911,2320,189,80.0,,,,,,,,,,,MEPHEDRONE 0.5 luchshij mef! lechit korona virus!!!)))
8,8,18-03-2020 03:09:38,Tbilisi,1768a14bbd,"NEW Sale!! Cocaine 0,5 гр. HQ",,4,нет,Тбилиси,0.5 гр,0.0161,7315,2871,234,99.0,True,,,,,,,,,,"NEW Sale!! Cocaine 0,5 gr. HQ"
9,9,18-03-2020 03:09:38,Tbilisi,4a91350669,1 ecstasy red maseratti фотки видно VHQ екстази импорт с США,,3,нет,Тбилиси,1 гр,0.0081,3694,1450,118,50.0,True,,,,,,,,,,1 ecstasy red maseratti fotki vidno VHQ ekstazi import s SShA
10,10,18-03-2020 03:09:38,Tbilisi,e56bb6ca93,1 gr Indica dominant Buds,True,1,нет,Тбилиси,1 гр,0.0053,2438,957,78,33.0,,,,,,,,,,,1 gr Indica dominant Buds
11,11,18-03-2020 03:09:38,Tbilisi,7c395c455d,1 gr mdma Кристаллы очен силни импорт с европи,,8,нет,Тбилиси,1 гр,0.0193,8867,3480,284,120.0,True,,,,,,,,,,1 gr mdma Kristally ochen silni import s evropi
12,12,18-03-2020 03:09:38,Tbilisi,4a91350669,1 gr гашиш VHQ gorilla glue hash тгк 28 %,,2,нет,Тбилиси,1 гр,0.0145,6650,2610,213,90.0,True,,,,,,,,,,1 gr gashish VHQ gorilla glue hash tgk 28 %
13,13,18-03-2020 03:09:38,Tbilisi,f4d1c31614,1g MDMA (IMPORTED),True,2,нет,Тбилиси,1 гр,0.0176,8867,3480,284,120.0,,,,,,,,,,,1g MDMA (IMPORTED)
14,14,18-03-2020 03:09:38,Tbilisi,7c395c455d,2 фото видно ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк,,3,нет,Тбилиси,1 гр,0.0129,5911,2320,189,80.0,True,,,,,,,,,,2 foto vidno ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk
15,15,18-03-2020 03:09:38,Tbilisi,eb7e03535b,Cocaine Pure VHQ 1g,,5,нет,Тбилиси,1 гр,0.0277,13226,5191,424,179.0,True,,,,,,,,,,Cocaine Pure VHQ 1g
16,16,18-03-2020 03:09:38,Tbilisi,8ec76151d3,Metadon VHQ 1 24/7,,4,нет,Тбилиси,1 гр,0.0806,40639,15950,1302,550.0,True,,,,,,,,,,Metadon VHQ 1 24/7
17,17,18-03-2020 03:09:38,Tbilisi,1768a14bbd,NEW SALE Cocaine HQ 1 гр.,,1,нет,Тбилиси,1 гр,0.0308,13965,5481,447,189.0,True,,,,,,,,,,NEW SALE Cocaine HQ 1 gr.
18,18,18-03-2020 03:09:38,Tbilisi,99accec7c7,cocaine 1gr СУПЕР COCA!!!,True,5,нет,Тбилиси,1 гр,0.0293,14778,5800,473,200.0,,,,,,,,,,,cocaine 1gr SUPER COCA!!!
19,19,18-03-2020 03:09:38,Tbilisi,d04eeb6525,Кокаин HQ 1г.,,1,нет,Тбилиси,1 гр,0.0301,13965,5481,447,189.0,True,,,,,,,,,,Kokain HQ 1g.
20,20,18-03-2020 03:09:38,Tbilisi,61df6a1c90,Метадон 1гр,,1,нет,Тбилиси,1 гр,0.1318,66501,26100,2131,900.0,True,,,,,,,,,,Metadon 1gr
21,21,18-03-2020 03:09:38,Tbilisi,16be2c8499,"Мощнейшие марки 25I nbome 1 шт. Готовые клады в Грузии, от производителя!",,3,нет,Тбилиси,1 гр,0.0029,1478,580,47,20.0,True,True,,,,,,,,,"Moschnejshie marki 25I nbome 1 sht. Gotovye klady v Gruzii, ot proizvoditelja!"
22,22,18-03-2020 03:09:38,Tbilisi,366326d4d6,2gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!,,3,нет,Тбилиси,2 гр,0.0586,26600,10440,852,360.0,True,,,,,,,,,,2gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!
23,23,18-03-2020 03:09:38,Tbilisi,be97026d1d,Columbia Cocaine VHQ 2g BTC SALE 5% ПОДЪЕЗД!!! НА МАГНИТЕ!!!,,3,нет,Тбилиси,2 гр,0.0566,26231,10295,840,355.0,,,True,,,,,,,,Columbia Cocaine VHQ 2g BTC SALE 5% POD'EZD!!! NA MAGNITE!!!
24,24,18-03-2020 03:09:38,Tbilisi,4659482266,Marijuana Blackberry 2g. Indica,,1,нет,Тбилиси,2 гр,0.0128,5837,2291,187,79.0,,True,,,,,,,,,Marijuana Blackberry 2g. Indica
25,25,18-03-2020 03:09:38,Tbilisi,0a8c230fa2,VHQ BEST Cocaine 2g.,,1,нет,Тбилиси,2 гр,0.0571,28817,11310,923,390.0,True,,,,,,,,,,VHQ BEST Cocaine 2g.
26,26,18-03-2020 03:09:38,Tbilisi,be97026d1d,ГАШИШ твердый!!! Hash!!!! !!BTC SALE 5%!! ПОДЪЕЗД!!!,,1,нет,Тбилиси,2 гр,0.0208,9532,3741,305,129.0,,,True,,,,,,,,GAShISh tverdyj!!! Hash!!!! !!BTC SALE 5%!! POD'EZD!!!
27,27,18-03-2020 03:09:38,Tbilisi,7ee4f68218,3 gr mdma (скидка в биткоин 5%),,1,нет,Тбилиси,3 гр,0.0431,20576,7950,658,,True,,,250.0,,,,,,,3 gr mdma (skidka v bitkoin 5%)
28,28,18-03-2020 03:09:38,Tbilisi,c9a56b2b4a,3x Extasy Duracell 223mg MDMA,,4,нет,Тбилиси,3 гр,0.0171,7758,3045,249,105.0,True,,,,,,,,,,3x Extasy Duracell 223mg MDMA
29,29,18-03-2020 03:09:38,Tbilisi,54915c4374,Божественный эйфорик!!! Марки нбоооом!!! 4 штуки,,3,нет,Тбилиси,4 гр,0.0088,4433,1740,142,60.0,True,,,,,,,,,,Bozhestvennyj ejforik!!! Marki nboooom!!! 4 shtuki
30,30,18-03-2020 03:09:38,Tbilisi,366326d4d6,!!!NEW!!! 5G Critical KusH !!!NEW!!!,,2,нет,Тбилиси,5 гр,0.0259,11748,4611,376,159.0,True,,,,,,,,,,!!!NEW!!! 5G Critical KusH !!!NEW!!!
31,31,18-03-2020 03:09:38,Tbilisi,366326d4d6,!!!NEW!!! 5G Jack Herer !!!NEW!!!,,2,нет,Тбилиси,5 гр,0.0252,11453,4495,367,155.0,True,,,,,,,,,,!!!NEW!!! 5G Jack Herer !!!NEW!!!
32,32,18-03-2020 03:09:38,Tbilisi,ad9cb826c6,"5 Grm MDMA , Purity A +++",,2,нет,Тбилиси,5 гр,0.0469,23645,9280,758,320.0,True,,,,,,,,,,"5 Grm MDMA , Purity A +++"
33,33,18-03-2020 03:09:38,Tbilisi,688dd1cbd1,5 Grm Mdma Pure Quality A +++,,1,нет,Тбилиси,5 гр,0.0479,22167,8700,710,300.0,True,,,,,,,,,,5 Grm Mdma Pure Quality A +++
34,34,18-03-2020 03:10:33,Tbilisi,7ee4f68218,5 gr mdma (скидка в биткоин 5%),,2,нет,Тбилиси,5 гр,0.0586,27984,10812,895,,True,,,340.0,,,,,,,5 gr mdma (skidka v bitkoin 5%)
35,35,18-03-2020 03:10:33,Tbilisi,c9a56b2b4a,5x Extasy Duracell 223mg MDMA.,,7,нет,Тбилиси,5 гр,0.0285,12931,5075,414,175.0,True,,,,,,,,,,5x Extasy Duracell 223mg MDMA.
36,36,18-03-2020 03:10:33,Tbilisi,be97026d1d,Columbia Cocaine VHQ 5g BTC SALE 5%!!,,3,нет,Тбилиси,5 гр,0.1268,58151,22823,1863,787.0,,,True,,,,,,,,Columbia Cocaine VHQ 5g BTC SALE 5%!!
37,37,18-03-2020 03:10:33,Tbilisi,16be2c8499,Мощные жирные марки 25i nbome 5шт. Готовые клады в Грузии от производителя!,,10,нет,Тбилиси,5 гр,0.0095,4803,1885,154,65.0,True,,,,,,,,,,Moschnye zhirnye marki 25i nbome 5sht. Gotovye klady v Gruzii ot proizvoditelja!
38,38,18-03-2020 03:10:33,Tbilisi,be97026d1d,MDMA from Europe!!! 5g + (0.5g hash подарок !!!!) BTC SALE 5%!!,,4,нет,Тбилиси,5.5 гр,0.0524,24014,9425,769,325.0,,,True,,,,,,,,MDMA from Europe!!! 5g + (0.5g hash podarok !!!!) BTC SALE 5%!!
39,39,18-03-2020 03:10:33,Tbilisi,4c4ab8c0de,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨,,2,нет,Тбилиси,10 гр,0.0588,26970,10585,864,365.0,,,,,True,,,,,,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨
40,40,18-03-2020 03:10:33,Tbilisi,ef3dc4de6c,Extasy GUCCI 10шт. вес таблетки 450mg,,2,нет,Тбилиси,10 гр,0.043,19729,7743,632,267.0,True,,,,,,,,,,Extasy GUCCI 10sht. ves tabletki 450mg
41,41,18-03-2020 03:10:33,Tbilisi,16be2c8499,Мощные жирные марки 25i nbome 10шт. Готовые клады в Грузии от производителя!,,6,нет,Тбилиси,10 гр,0.0145,7315,2871,234,99.0,True,True,,,,,,,,,Moschnye zhirnye marki 25i nbome 10sht. Gotovye klady v Gruzii ot proizvoditelja!
42,42,18-03-2020 03:10:33,Tbilisi,c225d2f67d,гашиш евро 10г,,2,нет,Тбилиси,10 гр,0.0618,29556,11600,947,400.0,True,,,,,,,,,,gashish evro 10g
43,43,18-03-2020 03:10:33,Tbilisi,be97026d1d,MDMA from Europe!!! 10g + (1g hash подарок !!!!) BTC SALE 5%!!,,1,нет,Тбилиси,11 гр,0.1023,46920,18415,1503,635.0,,,True,,,,,,,,MDMA from Europe!!! 10g + (1g hash podarok !!!!) BTC SALE 5%!!
44,44,18-03-2020 03:10:33,Tbilisi,f8a875c191,Метадон - (KRISTAL) - VHQ - 0.27 G - (SALE),,13,5,Тбилиси,0.27 гр,0.0369,16773,6583,537,227.0,True,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.27 G - (SALE)
