,Unnamed: 0,time_stamp,region,sell_code,description,Saburtalo,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Тбилиси,Gldani,Дигоми,€,Didube,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
45,45,18-03-2020 03:10:33,Tbilisi,f8a875c191,Метадон - (KRISTAL) - VHQ - 1.1 G (SALE),,нет,3,Тбилиси,1.1 гр,0.1058,48028,18850,1539,650.0,True,,,,,,,,,,Metadon - (KRISTAL) - VHQ - 1.1 G (SALE)
46,46,18-03-2020 03:10:33,Tbilisi,2dbb5960b9,Methadone HQ in city 1.4g,,нет,2,Тбилиси,1.4 гр,0.1128,51723,20300,1657,700.0,True,,,,,,,,,,Methadone HQ in city 1.4g
47,47,18-03-2020 03:10:33,Tbilisi,dd631c4acf,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,,нет,3,Тбилиси,3 гр,0.096,43595,17110,1397,590.0,True,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
48,48,18-03-2020 03:10:33,Tbilisi,7c395c455d,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,,нет,7,Тбилиси,4 гр,0.0645,29556,11600,947,400.0,True,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
49,49,18-03-2020 03:10:33,Tbilisi,4a91350669,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,,нет,5,Тбилиси,5 гр,0.0886,40639,15950,1302,550.0,True,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
50,50,18-03-2020 03:10:33,Tbilisi,bb1791277e,5 gr GORILLA GLUE марихуана BUDS если платите с бтк скидка 1%,,нет,3,Тбилиси,5 гр,0.0251,11527,4524,369,156.0,True,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS esli platite s btk skidka 1%
51,51,18-03-2020 03:10:33,Tbilisi,cb721d4bca,5 gr Шишки “OG KUSH VHQ”,,нет,10,Тбилиси,5 гр,0.0321,14704,5771,471,199.0,True,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
52,52,18-03-2020 03:10:33,Tbilisi,bb1791277e,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,,нет,1,Тбилиси,5 гр,0.0258,11822,4640,379,160.0,True,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
53,53,18-03-2020 03:10:33,Tbilisi,cb721d4bca,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",,нет,10,Тбилиси,5 гр,0.0321,14704,5771,471,199.0,True,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
54,54,18-03-2020 03:10:33,Tbilisi,cb721d4bca,"5gr WHITE WIDOW марихуана шишки, Оплата BITCOIN -10% Скидка.",,нет,1,Тбилиси,5 гр,0.0321,14704,5771,471,199.0,True,,,,,,,,,,"5gr WHITE WIDOW marihuana shishki, Oplata BITCOIN -10% Skidka."
55,55,18-03-2020 03:10:33,Tbilisi,bb1791277e,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,,нет,9,Тбилиси,5 гр,0.0234,10714,4205,343,145.0,True,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
56,56,18-03-2020 03:10:33,Tbilisi,1dfc50c91e,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",,нет,2,Тбилиси,5 гр,0.0321,16182,6351,518,219.0,True,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
57,57,18-03-2020 03:10:33,Tbilisi,3814ba5701,Hybrid Gagarin. 5g.,,нет,3,Тбилиси,5 гр,0.034,16256,6380,521,220.0,True,,,,,,,,,,Hybrid Gagarin. 5g.
58,58,18-03-2020 03:10:33,Tbilisi,f8a875c191,MARIXYANA - 5 G. (SHISHKI) (SALE),,нет,5,Тбилиси,5 гр,0.0488,22167,8700,710,300.0,True,,,,,,,,,,MARIXYANA - 5 G. (SHISHKI) (SALE)
59,59,18-03-2020 03:10:33,Tbilisi,bb1791277e,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,,нет,9,Тбилиси,5 гр,0.0242,11083,4350,355,150.0,True,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
60,60,18-03-2020 03:10:33,Tbilisi,ea97036e14,Метамфетамин рацемат 5 г. (MQ),,нет,15,Тбилиси,5 гр,0.0293,14778,5800,473,200.0,True,,,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
61,61,18-03-2020 03:10:33,Tbilisi,16be2c8499,реагент 25i nbome. 5гр,,нет,2,Тбилиси,5 гр,0.3767,190000,87429,6063,,True,,,,,,,,,,reagent 25i nbome. 5gr
62,62,18-03-2020 03:10:33,Tbilisi,16be2c8499,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.4394,221669,87000,7102,3000.0,,,,,,True,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
63,63,18-03-2020 03:10:33,Tbilisi,dd631c4acf,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,,нет,3,Тбилиси,5 гр,0.1398,63471,24911,2034,859.0,True,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
64,64,18-03-2020 03:10:33,Tbilisi,dd631c4acf,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,,нет,3,Тбилиси,5 гр,0.0301,13670,5365,438,185.0,True,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
65,65,18-03-2020 03:10:33,Tbilisi,dd631c4acf,💘✨5g. MDMA ✨💘,,нет,5,Тбилиси,5 гр,0.0796,36132,14181,1158,489.0,True,,,,,,,,,,💘✨5g. MDMA ✨💘
66,66,18-03-2020 03:14:58,Tbilisi,dd631c4acf,💘✨5g. MDMA ✨💘,,нет,5,Тбилиси,5 гр,0.0792,36132,14181,1158,489.0,True,,,,,,,,,,💘✨5g. MDMA ✨💘
67,67,18-03-2020 03:14:58,Tbilisi,dd631c4acf,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩,,нет,5,Тбилиси,5 гр,0.0533,24310,9541,779,329.0,True,,,,,,,,,,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩
68,68,18-03-2020 03:14:58,Tbilisi,dd631c4acf,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,,нет,9,Тбилиси,5 гр,0.0292,13300,5220,426,180.0,True,,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
69,69,18-03-2020 03:14:58,Tbilisi,7c395c455d,10 gr mdma Кристаллы очен силни импорт с европи,,нет,1,Тбилиси,10 гр,0.1444,66501,26100,2131,900.0,True,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
70,70,18-03-2020 03:14:58,Tbilisi,4a91350669,10 gr гашиш VHQ gorilla glue hash тгк 28 %,,нет,5,Тбилиси,10 гр,0.1123,51723,20300,1657,700.0,True,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
71,71,18-03-2020 03:14:58,Tbilisi,bb1791277e,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",,нет,8,Тбилиси,10 гр,0.064,29482,11571,945,399.0,True,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
72,72,18-03-2020 03:14:58,Tbilisi,c9a56b2b4a,10x Extasy Duracell 223mg MDMA.,,нет,5,Тбилиси,10 гр,0.0567,25861,10150,829,350.0,True,,,,,,,,,,10x Extasy Duracell 223mg MDMA.
73,73,18-03-2020 03:14:58,Tbilisi,cb721d4bca,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,,нет,5,Тбилиси,10 гр,0.1284,59112,23200,1894,800.0,True,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
74,74,18-03-2020 03:14:58,Tbilisi,35c7cbba1f,Амфетамин [White] [Import] 10G,,нет,1,Тбилиси,10 гр,0.35700000000000004,164404,64525,5267,2225.0,True,,,,,,,,,,Amfetamin [White] [Import] 10G
75,75,18-03-2020 03:14:58,Tbilisi,dd631c4acf,☃️❄NEW 10g.COCAINE❄☃️,,нет,9,Тбилиси,10 гр,0.2348,107066,42021,3430,1449.0,True,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
76,76,18-03-2020 03:14:58,Tbilisi,dd631c4acf,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,,нет,10,Тбилиси,10 гр,0.0598,27265,10701,874,369.0,True,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
77,77,18-03-2020 03:14:58,Tbilisi,dd631c4acf,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,,нет,3,Тбилиси,10 гр,0.0485,22093,8671,708,299.0,True,,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
78,78,18-03-2020 03:14:58,Tbilisi,dd631c4acf,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,,нет,9,Тбилиси,20 гр,0.0971,44260,17371,1418,599.0,True,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
79,79,18-03-2020 03:14:58,Tbilisi,61bec147f3,50 gr 23% THC Amnesia Haze top quality,,нет,1,Тбилиси,50 гр,0.175,88668,34800,2841,1200.0,True,,,,,,,,,,50 gr 23% THC Amnesia Haze top quality
80,80,18-03-2020 03:14:58,Tbilisi,ef3dc4de6c,Extasy GUCCI 100шт. вес таблетки 450mg,,нет,1,Тбилиси,100 гр,0.3209,147779,58000,4735,2000.0,True,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
81,81,18-03-2020 03:14:58,Tbilisi,f8a875c191,SUBOXIN - HQ - 100 G.,,нет,1,Тбилиси,100 гр,0.3241,147779,58000,4735,2000.0,True,,,,,,,,,,SUBOXIN - HQ - 100 G.
82,82,18-03-2020 03:14:58,Tbilisi,35c7cbba1f,Марихуана [Шишки] [Гали] 100G,,1,1,Тбилиси,100 гр,0.4011,184724,72500,5918,2500.0,True,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
83,83,18-03-2020 03:14:58,Tbilisi,f8a875c191,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,1,Тбилиси,150 гр,0.2431,110834,43500,3551,1500.0,True,,,,,,,,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
84,84,18-03-2020 03:14:58,Tbilisi,ef3dc4de6c,Extasy GUCCI 250шт. вес таблетки 450mg,,нет,1,Тбилиси,250 гр,0.7381,339892,133400,10890,4600.0,True,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
85,85,18-03-2020 03:14:58,Tbilisi,ef3dc4de6c,Extasy GUCCI 500шт. вес таблетки 450mg,,нет,1,Тбилиси,500 гр,1.2034,554172,217500,17755,7500.0,True,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
86,86,18-03-2020 03:14:58,Tbilisi,16be2c8499,10000шт марки 25i-nbome. предоплата,,нет,3,Тбилиси,10000 гр,1.3638,628062,246500,20122,8500.0,True,,,,,,,,,,10000sht marki 25i-nbome. predoplata
87,87,18-03-2020 03:14:58,Tbilisi,f9eb3bf4d6,KURYER..500RUB.+BONUS,,1,нет,Тбилиси,1 гр,0.0292,14778,5800,473,200.0,True,,,,,,,,,,KURYER..500RUB.+BONUS
88,88,18-03-2020 03:14:58,Tbilisi,54915c4374,Работа на марки (курьер),,1,нет,Тбилиси,10 гр,0.0219,11083,4350,355,150.0,True,,,,,,,,,,Rabota na marki (kur'er)
89,89,18-03-2020 03:14:58,Tbilisi,cb721d4bca,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",,нет,2,Тбилиси,1 гр,0.0321,14778,5800,473,200.0,True,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
90,90,18-03-2020 03:14:58,Tbilisi,21de5577be,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",,нет,1,Тбилиси,1 гр,0.0401,18472,7250,592,250.0,True,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
91,91,18-03-2020 03:14:58,Tbilisi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Тбилиси,400 гр,2.4286,1108344,435000,35510,15000.0,True,,,,,,,,,,Vakansija optovogo kur'era na mef
92,92,18-03-2020 03:16:41,Batumi,c72111ac1a,NZT-52 limited 1 г мука,,30,нет,Батуми,1 гр,0.0277,14039,5510,450,190.0,,,,,,,,True,,,NZT-52 limited 1 g muka
93,93,18-03-2020 03:16:41,Batumi,c72111ac1a,NZT-52 limited 2г мука,,12,нет,Батуми,2 гр,0.0496,25122,9860,805,340.0,,,,,,,,True,,,NZT-52 limited 2g muka
94,94,18-03-2020 03:16:41,Batumi,3c4662c591,Super Critical HIGHEST QUALITY 2G,,2,нет,Батуми,2 гр,0.016,7389,2900,237,100.0,,,,,,,,,True,,Super Critical HIGHEST QUALITY 2G
95,95,18-03-2020 03:16:41,Batumi,3ee37c89bb,[100g] SPAIN HASH,,1,нет,Батуми,105 гр,0.353,162557,63800,5208,2200.0,,,,,,,,True,,,[100g] SPAIN HASH
96,96,18-03-2020 03:16:41,Batumi,ea97036e14,Метамфетамин рацемат 5 г. (MQ),,нет,15,Батуми,5 гр,0.0292,14778,5800,473,200.0,,,,,,,,True,,,Metamfetamin ratsemat 5 g. (MQ)
97,97,18-03-2020 03:16:41,Batumi,f8a875c191,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.3241,147779,58000,4735,2000.0,,,,,,,,True,,,SUBOXIN - HQ - 100 G.
98,98,18-03-2020 03:16:41,Batumi,f8a875c191,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,3,Батуми,150 гр,0.2431,110834,43500,3551,1500.0,,,,,,,,True,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
99,99,18-03-2020 03:16:41,Batumi,22610cd7c4,курьер в Батуми,,1,нет,Батуми,1 гр,0.0146,7389,2900,237,100.0,,,,,,,,True,,,kur'er v Batumi
100,100,18-03-2020 03:16:41,Batumi,012f23b5ea,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0365,18472,7250,592,250.0,,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
101,101,18-03-2020 03:16:41,Batumi,54915c4374,Работа на марки (курьер),,1,нет,Батуми,10 гр,0.0219,11083,4350,355,150.0,,,,,,,,True,,,Rabota na marki (kur'er)
102,102,18-03-2020 03:16:41,Batumi,ce6827deee,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0365,18472,7250,592,250.0,,,,,,,,True,,,Ischu kur'era v Gruzii!
103,103,18-03-2020 03:16:41,Batumi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,2.4288,1108344,435000,35510,15000.0,,,,,,,,True,,,Vakansija optovogo kur'era na mef
