,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Old Tbilisi (Старый город),€,Saburtalo,Дигоми,Didube,Авлобари,Батуми,Центр,Кутаиси,desc_en
22,12-03-2020 04:31:26,Tbilisi,LYHBG,Playboy,2gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!,True,3,нет,Тбилиси,2 гр,0.0425,25730,9540,833,360,,,,,,,,,,2gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!
23,12-03-2020 04:31:26,Tbilisi,UJP9,420Inc,THC Snow Buds Only 2G (THC 23+%),True,1,нет,Тбилиси,2 гр,0.0099,6075,2253,197,85,,,,,,,,,,THC Snow Buds Only 2G (THC 23+%)
24,12-03-2020 04:31:26,Tbilisi,A3I9,Joookerrr,Божественный эифорик!!! Марки нбоооом!!! 2 штуки,True,8,нет,Тбилиси,2 гр,0.0037,2502,928,81,35,,,,,,,,,,Bozhestvennyj eiforik!!! Marki nboooom!!! 2 shtuki
25,12-03-2020 04:31:26,Tbilisi,5LZ,ExtraShop,Кокаин HQ 2г.,True,4,нет,Тбилиси,2 гр,0.0425,27088,10044,877,379,,,,,,,,,,Kokain HQ 2g.
26,12-03-2020 04:31:26,Tbilisi,0WE,Khachapuri,3 gr mdma (скидка в биткоин 5%),True,2,нет,Тбилиси,3 гр,0.0331,21065,7813,682,,,260,,,,,,,,3 gr mdma (skidka v bitkoin 5%)
27,12-03-2020 04:31:26,Tbilisi,ABOAB,ProGrow,3G ---> INDICA,,20,нет,Тбилиси,3 гр,0.0099,6647,2465,215,93,,,True,,,,,,,3G ---> INDICA
28,12-03-2020 04:31:26,Tbilisi,LYHBG,Playboy,!!!NEW!!! 5G Critical KusH !!!NEW!!!,True,4,нет,Тбилиси,5 гр,0.0188,11364,4214,368,159,,,,,,,,,,!!!NEW!!! 5G Critical KusH !!!NEW!!!
29,12-03-2020 04:31:26,Tbilisi,LYHBG,Playboy,!!!NEW!!! 5G Jack Herer !!!NEW!!!,True,4,нет,Тбилиси,5 гр,0.0183,11078,4108,359,155,,,,,,,,,,!!!NEW!!! 5G Jack Herer !!!NEW!!!
30,12-03-2020 04:31:26,Tbilisi,C7LQ,Scandal,"5 Grm MDMA , Purity A +++",True,1,нет,Тбилиси,5 гр,0.034,22871,8480,741,320,,,,,,,,,,"5 Grm MDMA , Purity A +++"
31,12-03-2020 04:31:26,Tbilisi,0WE,Khachapuri,5 gr mdma (скидка в биткоин 5%),True,3,нет,Тбилиси,5 гр,0.0477,30383,11269,983,,,375,,,,,,,,5 gr mdma (skidka v bitkoin 5%)
32,12-03-2020 04:31:26,Tbilisi,8B31,bobbyz,5gr georgian indica (hight quality),True,5,нет,Тбилиси,5 гр,0.0148,9935,3684,322,139,True,,,,,,,,,5gr georgian indica (hight quality)
33,12-03-2020 04:31:26,Tbilisi,5LZ,ExtraShop,5шт Ecstazy 280мг MDMA (Gray Duracell),True,4,нет,Тбилиси,5 гр,0.0174,10721,3975,347,150,,,,,,,,,,5sht Ecstazy 280mg MDMA (Gray Duracell)
34,12-03-2020 04:31:26,Tbilisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 5g BTC SALE 5%!!,True,5,4,Тбилиси,5 гр,0.092,56248,20856,1821,787,,,,True,,,,,,Columbia Cocaine VHQ 5g BTC SALE 5%!!
35,12-03-2020 04:32:13,Tbilisi,5HOGC,NewHybrid,Hybrid Weed VHQ (5г) BТС 10% СКИДКА,True,3,нет,Тбилиси,5 гр,0.0181,12150,4505,393,170,,,,,,,,,,Hybrid Weed VHQ (5g) BTS 10% SKIDKA
36,12-03-2020 04:32:13,Tbilisi,LYHBG,Playboy,NEW !!! 5G OG KusH !!! NEW,True,3,нет,Тбилиси,5 гр,0.0188,11364,4214,368,159,,,,,,,,,,NEW !!! 5G OG KusH !!! NEW
37,12-03-2020 04:32:13,Tbilisi,6UG,Good Enuff,Мощные жирные марки 25i nbome 5шт. Готовые клады в Грузии от производителя!,True,9,нет,Тбилиси,5 гр,0.0069,4646,1723,150,65,,,,,,,,,,Moschnye zhirnye marki 25i nbome 5sht. Gotovye klady v Gruzii ot proizvoditelja!
38,12-03-2020 04:32:13,Tbilisi,EIH4,San4oPan4o,MDMA from Europe!!! 5g + (0.5g hash подарок !!!!) BTC SALE 5%!!,True,4,4,Тбилиси,5.5 гр,0.0514,31734,11766,1027,444,,,,True,,,,,,MDMA from Europe!!! 5g + (0.5g hash podarok !!!!) BTC SALE 5%!!
39,12-03-2020 04:32:13,Tbilisi,P5MBO,ToppoT,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨,,2,нет,Тбилиси,10 гр,0.0427,26087,9673,845,365,,,,,True,,,,,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨
40,12-03-2020 04:32:13,Tbilisi,6UG,Good Enuff,Мощные жирные марки 25i nbome 10шт. Готовые клады в Грузии от производителя!,True,4,нет,Тбилиси,10 гр,0.0105,7076,2624,229,99,,,,,,,,,,Moschnye zhirnye marki 25i nbome 10sht. Gotovye klady v Gruzii ot proizvoditelja!
41,12-03-2020 04:32:13,Tbilisi,SM7B,SWEETWEED,гашиш евро 10г,True,2,нет,Тбилиси,10 гр,0.0449,28589,10600,926,400,,,,,,,,,,gashish evro 10g
42,12-03-2020 04:32:13,Tbilisi,EIH4,San4oPan4o,MDMA from Europe!!! 10g + (1g hash подарок !!!!) BTC SALE 5%!!,True,2,2,Тбилиси,11 гр,0.0992,60608,22472,1962,848,,,,True,,,,,,MDMA from Europe!!! 10g + (1g hash podarok !!!!) BTC SALE 5%!!
43,12-03-2020 04:32:13,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - TBILISI- 0.27 G,True,8,5,Тбилиси,0.27 гр,0.0319,19297,7155,625,270,,,,,,,,,,Metadon - (KRISTAL) - VHQ - TBILISI- 0.27 G
44,12-03-2020 04:32:13,Tbilisi,Y6FO,Opiate,Methadone HQ in city 0.35g,True,нет,2,Тбилиси,0.35 гр,0.0269,16439,6095,532,230,,,,,,,,,,Methadone HQ in city 0.35g
45,12-03-2020 04:32:13,Tbilisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 2g BTC SALE 5%,True,нет,10,Тбилиси,2 гр,0.0416,25658,9514,831,359,,,,,,,,,,Columbia Cocaine VHQ 2g BTC SALE 5%
46,12-03-2020 04:32:13,Tbilisi,9VLN,AlienShop,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,3,Тбилиси,3 гр,0.0697,42168,15635,1365,590,,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
47,12-03-2020 04:32:13,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,7,Тбилиси,4 гр,0.0468,28589,10600,926,400,,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
48,12-03-2020 04:32:13,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0643,39310,14575,1273,550,,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
49,12-03-2020 04:32:13,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS saburtalo!! если платите с бтк скидка 1%,True,нет,8,Тбилиси,5 гр,0.0182,11150,4134,361,156,,,,,,,,,,5 gr GORILLA GLUE marihuana BUDS saburtalo!! esli platite s btk skidka 1%
50,12-03-2020 04:32:13,Tbilisi,SF03,CRAZYFROG,5 gr Шишки “OG KUSH VHQ”,True,нет,10,Тбилиси,5 гр,0.0233,14223,5274,461,199,,,,,,,,,,5 gr Shishki “OG KUSH VHQ”
51,12-03-2020 04:32:13,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS saburtalo !! если платите с бтк скидка 10% !!,True,нет,2,Тбилиси,5 гр,0.0187,11436,4240,370,160,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS saburtalo !! esli platite s btk skidka 10% !!
52,12-03-2020 04:32:13,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,10,Тбилиси,5 гр,0.0233,14223,5274,461,199,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
53,12-03-2020 04:32:13,Tbilisi,SF03,CRAZYFROG,"5gr WHITE WIDOW марихуана шишки, Оплата BITCOIN -10% Скидка.",True,нет,2,Тбилиси,5 гр,0.0233,14223,5274,461,199,,,,,,,,,,"5gr WHITE WIDOW marihuana shishki, Oplata BITCOIN -10% Skidka."
54,12-03-2020 04:32:13,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,9,Тбилиси,5 гр,0.017,10363,3843,336,145,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
55,12-03-2020 04:32:13,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0233,15652,5804,507,219,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
56,12-03-2020 04:32:13,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - 5 G. (SHISHKI) (SALE),True,нет,5,Тбилиси,5 гр,0.0709,42883,15900,1388,600,,,,,,,,,,MARIXYANA - 5 G. (SHISHKI) (SALE)
57,12-03-2020 04:32:13,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана SABURTALO! если платите с бтк скидка 10% !!,True,нет,10,Тбилиси,5 гр,0.0175,10721,3975,347,150,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana SABURTALO! esli platite s btk skidka 10% !!
58,12-03-2020 04:32:13,Tbilisi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),True,нет,15,Тбилиси,5 гр,0.0213,14294,5300,463,200,,,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
59,12-03-2020 04:32:13,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2826,190000,87429,6149,,,,,,,,,,,reagent 25i nbome. 5gr
60,12-03-2020 04:32:13,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.3189,214416,79500,6942,3000,True,,,,,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
61,12-03-2020 04:32:13,Tbilisi,9VLN,AlienShop,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,3,Тбилиси,5 гр,0.1014,61394,22764,1988,859,,,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
62,12-03-2020 04:32:13,Tbilisi,9VLN,AlienShop,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,3,Тбилиси,5 гр,0.0218,13222,4903,428,185,,,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
63,12-03-2020 04:32:13,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,True,нет,5,Тбилиси,5 гр,0.0578,34950,12959,1132,489,,,,,,,,,,💘✨5g. MDMA ✨💘
64,12-03-2020 04:32:13,Tbilisi,9VLN,AlienShop,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩,True,нет,5,Тбилиси,5 гр,0.0389,23514,8719,761,329,,,,,,,,,,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩
65,12-03-2020 04:32:13,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,True,нет,1,Тбилиси,5 гр,0.0213,12865,4770,417,180,,,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
66,12-03-2020 04:32:13,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.1052,64325,23850,2083,900,,,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
67,12-03-2020 04:32:13,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,5,Тбилиси,10 гр,0.0819,50030,18550,1620,700,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
68,12-03-2020 04:32:13,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,8,Тбилиси,10 гр,0.0467,28517,10574,923,399,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
69,12-03-2020 04:32:51,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,8,Тбилиси,10 гр,0.0466,28517,10574,923,399,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
70,12-03-2020 04:32:51,Tbilisi,NVOG,ProperMgzn,10x Extasy Duracell 223mg MDMA.,True,нет,5,Тбилиси,10 гр,0.0413,25015,9275,810,350,,,,,,,,,,10x Extasy Duracell 223mg MDMA.
71,12-03-2020 04:32:51,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,5,Тбилиси,10 гр,0.0934,57178,21200,1851,800,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
72,12-03-2020 04:32:51,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2598,159025,58963,5149,2225,,,,,,,,,,Amfetamin [White] [Import] 10G
73,12-03-2020 04:32:51,Tbilisi,9VLN,AlienShop,☃️❄NEW 10g.COCAINE❄☃️,True,нет,9,Тбилиси,10 гр,0.1709,103563,38399,3353,1449,,,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
74,12-03-2020 04:32:51,Tbilisi,9VLN,AlienShop,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.0435,26373,9779,854,369,,,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
75,12-03-2020 04:32:51,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,4,Тбилиси,10 гр,0.0353,21370,7924,692,299,,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
76,12-03-2020 04:32:51,Tbilisi,EIH4,San4oPan4o,MDMA 20 g,True,нет,1,Тбилиси,20 гр,0.1985,121502,45050,3934,1700,,,,,,,,,,MDMA 20 g
77,12-03-2020 04:32:51,Tbilisi,9VLN,AlienShop,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.0706,42812,15874,1386,599,,,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
78,12-03-2020 04:32:51,Tbilisi,ABOAB,ProGrow,25G -- HYBRID-> Скидка 5% за BTC,True,нет,2,Тбилиси,25 гр,0.0784,50030,18550,1620,700,,,,,,,,,,25G -- HYBRID-> Skidka 5% za BTC
79,12-03-2020 04:32:51,Tbilisi,RGIUB,SaintJoint,50 gr 23% THC Amnesia Haze top quality,True,нет,1,Тбилиси,50 гр,0.1274,85766,31800,2777,1200,,,,,,,,,,50 gr 23% THC Amnesia Haze top quality
80,12-03-2020 04:32:51,Tbilisi,ABOAB,ProGrow,50G -- HYBRID-> Скидка 5% за BTC,True,нет,1,Тбилиси,50 гр,0.1119,71401,26474,2312,999,,,,,,,,,,50G -- HYBRID-> Skidka 5% za BTC
81,12-03-2020 04:32:51,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2335,142944,53000,4628,2000,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
82,12-03-2020 04:32:51,Tbilisi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,True,нет,1,Тбилиси,100 гр,0.2358,142944,53000,4628,2000,,,,,,,,,,SUBOXIN - HQ - 100 G.
83,12-03-2020 04:32:51,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2919,178680,66250,5785,2500,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
84,12-03-2020 04:32:51,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,True,нет,1,Тбилиси,150 гр,0.1769,107208,39750,3471,1500,,,,,,,,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
85,12-03-2020 04:32:51,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.5371,328771,121900,10645,4600,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
86,12-03-2020 04:32:51,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.8757,536040,198750,17356,7500,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
87,12-03-2020 04:32:51,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.9924,607512,225250,19670,8500,,,,,,,,,,10000sht marki 25i-nbome. predoplata
88,12-03-2020 04:32:51,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,1,нет,Тбилиси,1 гр,0.0212,14294,5300,463,200,,,,,,,,,,KURYER..500RUB.+BONUS
89,12-03-2020 04:32:51,Tbilisi,A3I9,Joookerrr,Работа на марки (курьер),True,1,нет,Тбилиси,10 гр,0.0159,10721,3975,347,150,,,,,,,,,,Rabota na marki (kur'er)
90,12-03-2020 04:32:51,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0234,14294,5300,463,200,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
91,12-03-2020 04:32:51,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0292,17868,6625,579,250,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
92,12-03-2020 04:32:51,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.7673,1072080,397500,34712,15000,,,,,,,,,,Vakansija optovogo kur'era na mef
93,12-03-2020 04:34:44,Batumi,72B,CHINATOWN,NZT-52 limited 1 г мука,,15,нет,Батуми,1 гр,0.0213,14294,5300,463,200,,,,,,,True,,,NZT-52 limited 1 g muka
94,12-03-2020 04:34:44,Batumi,CL7K,go420times,ORANGE PUNCH [1g],,3,нет,Батуми,1 гр,0.007,4288,1590,139,60,,,,,,,True,,,ORANGE PUNCH [1g]
95,12-03-2020 04:34:44,Batumi,XHR,420Factory,Power Africa 1g,,2,нет,Батуми,1 гр,0.0053,3574,1325,116,50,,,,,,,True,,,Power Africa 1g
96,12-03-2020 04:34:44,Batumi,72B,CHINATOWN,NZT-52 limited 2г мука,,11,нет,Батуми,2 гр,0.0383,25730,9540,833,360,,,,,,,True,,,NZT-52 limited 2g muka
97,12-03-2020 04:34:44,Batumi,Z9UT,Rainbow,Super Critical HIGHEST QUALITY 5G,,1,нет,Батуми,5 гр,0.0292,17868,6625,579,250,,,,,,,,True,,Super Critical HIGHEST QUALITY 5G
98,12-03-2020 04:34:44,Batumi,9VVG,ToWeedShop,Skunk! 50 gr.,,1,нет,Батуми,50 гр,0.1754,107208,39750,3471,1500,,,,,,,True,,,Skunk! 50 gr.
99,12-03-2020 04:34:44,Batumi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - BATUMI - 0.27 G,,2,4,Батуми,0.27 гр,0.0319,19297,7155,625,270,,,,,,,True,,,Metadon - (KRISTAL) - VHQ - BATUMI - 0.27 G
100,12-03-2020 04:34:44,Batumi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),,нет,16,Батуми,5 гр,0.0213,14294,5300,463,200,,,,,,,True,,,Metamfetamin ratsemat 5 g. (MQ)
101,12-03-2020 04:34:44,Batumi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.2362,142944,53000,4628,2000,,,,,,,True,,,SUBOXIN - HQ - 100 G.
102,12-03-2020 04:34:44,Batumi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,3,Батуми,150 гр,0.1772,107208,39750,3471,1500,,,,,,,True,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
103,12-03-2020 04:34:44,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0053,3574,1325,116,50,,,,,,,True,,,kur'er v Batumi
104,12-03-2020 04:34:44,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0266,17868,6625,579,250,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
105,12-03-2020 04:34:44,Batumi,A3I9,Joookerrr,Работа на марки (курьер),,1,нет,Батуми,10 гр,0.0159,10721,3975,347,150,,,,,,,True,,,Rabota na marki (kur'er)
