,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Gldani,Saburtalo,Zahesi,Дигоми,Varketili,€,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,desc_en
95,95,25-06-2020 01:44:55,Tbilisi,16be2c8499,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.8688,585120,227885,20138,8500.0,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
96,96,25-06-2020 01:44:55,Tbilisi,f9eb3bf4d6,KURYER..500RUB.+BONUS,True,2,нет,Тбилиси,1 гр,0.0186,13768,5362,474,200.0,,,,,,,,,,,KURYER..500RUB.+BONUS
97,97,25-06-2020 01:44:55,Tbilisi,cb721d4bca,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,1,Тбилиси,1 гр,0.0204,13768,5362,474,200.0,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
98,98,25-06-2020 01:44:55,Tbilisi,54915c4374,Работа на марки (курьер),True,нет,3,Тбилиси,1 гр,0.0256,17209,6703,592,250.0,,,,,,,,,,,Rabota na marki (kur'er)
99,99,25-06-2020 01:44:55,Tbilisi,ea97036e14,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.547,1032564,402150,35538,15000.0,,,,,,,,,,,Vakansija optovogo kur'era na mef
100,100,25-06-2020 01:47:37,Batumi,be97026d1d,!! БАТУМИ!! !!! Iranian Sirec 0.25g !!! Героин(сырец) Олдовый(Лучшее качество) !!! BTC SALE 5%!!!! SALE !!!! !! БАТУМИ !!,,4,нет,Батуми,0.25 гр,0.0134,9253,3596,318,,,,,,,119.0,,,True,,!! BATUMI!! !!! Iranian Sirec 0.25g !!! Geroin(syrets) Oldovyj(Luchshee kachestvo) !!! BTC SALE 5%!!!! SALE !!!! !! BATUMI !!
101,101,25-06-2020 01:47:37,Batumi,f8a875c191,METADON - 0.25 - SALE,,1,10,Батуми,0.25 гр,0.0309,20651,8043,711,300.0,,,,,,,,,True,,METADON - 0.25 - SALE
102,102,25-06-2020 01:47:37,Batumi,54915c4374,Геройн (сирец) 5 гр,,нет,2,Батуми,5 гр,0.153,103256,40215,3554,1500.0,,,,,,,,,True,,Gerojn (sirets) 5 gr
103,103,25-06-2020 01:47:37,Batumi,54915c4374,Сирец (геройн) очень сильный 10 гр,,нет,2,Батуми,10 гр,0.2244,151443,58982,5212,2200.0,,,,,,,,,True,,Sirets (gerojn) ochen' sil'nyj 10 gr
104,104,25-06-2020 01:47:37,Batumi,321e2f622a,❥ Твой! ГАШИШ Марокко 500 грамм ♥,,нет,1,Батуми,500 гр,0.1675,112990,51992,3893,,,,,,,,,,True,,❥ Tvoj! GAShISh Marokko 500 gramm ♥
105,105,25-06-2020 01:47:37,Batumi,321e2f622a,❥Твой! ГАШИШ Марокко 1000 грамм ♥,,нет,1,Батуми,1000 гр,0.2651,178900,82321,6164,,,,,,,,,,True,,❥Tvoj! GAShISh Marokko 1000 gramm ♥
106,106,25-06-2020 01:47:37,Batumi,22610cd7c4,курьер в Батуми,,1,нет,Батуми,1 гр,0.0093,6884,2681,237,100.0,,,,,,,,,True,,kur'er v Batumi
107,107,25-06-2020 01:47:37,Batumi,012f23b5ea,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0232,17209,6703,592,250.0,,,,,,,,,True,,Rabota kladmenom. Tol'ko shishki.
108,108,25-06-2020 01:47:37,Batumi,ce6827deee,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0232,17209,6703,592,250.0,,,,,,,,,True,,Ischu kur'era v Gruzii!
109,109,25-06-2020 01:47:37,Batumi,3b3ba4f5a5,Курьер Батуми на марихуану,,нет,2,Батуми,1 гр,0.0204,13768,5362,474,200.0,,,,,,,,,True,,Kur'er Batumi na marihuanu
110,110,25-06-2020 01:47:37,Batumi,ea97036e14,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.5442,1032564,402150,35538,15000.0,,,,,,,,,True,,Vakansija optovogo kur'era na mef
111,111,25-06-2020 01:47:37,Batumi,16be2c8499,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.051,34419,13405,1185,500.0,,,,,,,,,True,True,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
