,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Vazisubani,Tbilisis Zgva,Дигоми,€,Old Tbilisi (Старый город),Авлобари,Varketili,Vake,Центр,Батуми,desc_en
14,30-07-2020 01:39:12,Tbilisi,BB6E,WEEDSH0P,2gr Amnesia Haze Auto сжатая марихуана BUDS,True,2,нет,Тбилиси,2 гр,0.0106,8668,3342,290,120,,,,,,,,,,,,2gr Amnesia Haze Auto szhataja marihuana BUDS
15,30-07-2020 01:39:12,Tbilisi,BB6E,WEEDSH0P,2gr LSD-25 marijuana BUDS thc 22% шишки топ!!! при пакупке бтк скидка 1%,True,1,нет,Тбилиси,2 гр,0.0106,8668,3342,290,120,,,,,,,,,,,,2gr LSD-25 marijuana BUDS thc 22% shishki top!!! pri pakupke btk skidka 1%
16,30-07-2020 01:39:12,Tbilisi,XUYA,MRweed,"Hindu Kush (photoperiod, regular) 2гр",True,1,нет,Тбилиси,2 гр,0.0088,7946,3064,266,110,,,,,,,,,,,,"Hindu Kush (photoperiod, regular) 2gr"
17,30-07-2020 01:39:12,Tbilisi,6P9R,RickNMorty,NEW!!! Columbian Winter Meds C O K E 90% Pure VHQ 2G On Iron Magnet,True,1,нет,Тбилиси,2 гр,0.0617,50564,19495,1693,700,,,,,,,,,,,,NEW!!! Columbian Winter Meds C O K E 90% Pure VHQ 2G On Iron Magnet
18,30-07-2020 01:39:12,Tbilisi,9R7SU,ClownBaroN,Skunk 2G (25 % THC)*VHQ* IMPORT SPECIAL PRICE,,1,нет,Тбилиси,2 гр,0.0084,6862,2646,230,95,True,,,,,,,,,,,Skunk 2G (25 % THC)*VHQ* IMPORT SPECIAL PRICE
19,30-07-2020 01:39:12,Tbilisi,LGRP8,Walker12,!!! NEW !!! 3G Jack Herer(VHQ 24%THC),,2,нет,Тбилиси,3 гр,0.0132,10835,4178,363,150,True,,,,,,,,,,,!!! NEW !!! 3G Jack Herer(VHQ 24%THC)
20,30-07-2020 01:39:12,Tbilisi,R4156,bestchoice,Northern Lights Regular [budsonly] 3gramm,True,4,нет,Тбилиси,3 гр,0.0079,7151,2757,239,99,,,,,,,,,,,,Northern Lights Regular [budsonly] 3gramm
21,30-07-2020 01:39:12,Tbilisi,03F3,geoshop,5 marijuana BUDS northen lights 24% THC ШИШКИ!!!,True,1,нет,Тбилиси,5 гр,0.0238,19503,7520,653,270,,,,,,,,,,,,5 marijuana BUDS northen lights 24% THC ShIShKI!!!
22,30-07-2020 01:39:12,Tbilisi,R4156,bestchoice,Northern Lights Regular [budsonly] 10gram,True,1,нет,Тбилиси,10 гр,0.024,21598,8327,723,299,,,,,,,,,,,,Northern Lights Regular [budsonly] 10gram
23,30-07-2020 01:39:12,Tbilisi,6P9R,RickNMorty,VHQ Methadon 0.25G max 12 Hours for adrss,True,нет,1,Тбилиси,0.25 гр,0.0247,20226,7798,677,280,,,,,,,,,,,,VHQ Methadon 0.25G max 12 Hours for adrss
24,30-07-2020 01:39:12,Tbilisi,6P9R,RickNMorty,VHQ Methadon 0.5G max 12 Hours for adrss,True,нет,1,Тбилиси,0.5 гр,0.0485,39729,15318,1330,550,,,,,,,,,,,,VHQ Methadon 0.5G max 12 Hours for adrss
25,30-07-2020 01:39:12,Tbilisi,6P9R,RickNMorty,VHQ Methadon 1G max 12 Hours for adrss,True,нет,1,Тбилиси,1 гр,0.0881,72235,27850,2418,1000,,,,,,,,,,,,VHQ Methadon 1G max 12 Hours for adrss
26,30-07-2020 01:39:12,Tbilisi,6KB,Marioshop,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀",True,нет,4,Тбилиси,1 гр,0.0324,26323,10122,881,,,,,,310,,,,,,,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀"
27,30-07-2020 01:39:12,Tbilisi,03F3,geoshop,10 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,8,Тбилиси,4 гр,0.0353,28894,11140,967,400,,,,,,,,,,,,10 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
28,30-07-2020 01:39:12,Tbilisi,18FB,Mr.Green Tbilis,5 G Hybrid Marijuana Buds За BТС 10% СКИДКА,True,нет,10,Тбилиси,5 гр,0.022,18059,6963,605,250,,,,,,,,,,,,5 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
29,30-07-2020 01:39:12,Tbilisi,BB6E,WEEDSH0P,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",True,нет,6,Тбилиси,5 гр,0.0238,19503,7520,653,270,,,,,,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
30,30-07-2020 01:39:12,Tbilisi,SF03,CRAZYFROG,5 gr top buds white widow wишки THC 25% VHQ,True,нет,6,Тбилиси,5 гр,0.0242,19865,7659,665,275,,,,,,,,,,,,5 gr top buds white widow wishki THC 25% VHQ
31,30-07-2020 01:39:12,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,True,нет,3,Тбилиси,5 гр,0.0212,17336,6684,580,240,,,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
32,30-07-2020 01:39:12,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,6,Тбилиси,5 гр,0.0247,20226,7798,677,280,,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
33,30-07-2020 01:39:12,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,6,Тбилиси,5 гр,0.0238,19503,7520,653,270,,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
34,30-07-2020 01:39:12,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0175,15819,6099,530,219,,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
35,30-07-2020 01:40:01,Tbilisi,A3I9,Joookerrr,"Extazzy ""Gucci"" для стильных людей (5 Грамм)",True,нет,5,Тбилиси,5 гр,0.0207,16975,6545,568,235,,,,,,,,,,,,"Extazzy ""Gucci"" dlja stil'nyh ljudej (5 Gramm)"
36,30-07-2020 01:40:01,Tbilisi,XUYA,MRweed,"Gorilla Breath - photoperiod, feminised 5гр",True,нет,2,Тбилиси,5 гр,0.0192,17336,6684,580,240,,,,,,,,,,,,"Gorilla Breath - photoperiod, feminised 5gr"
37,30-07-2020 01:40:01,Tbilisi,XUYA,MRweed,"Hindu Kush (photoperiod, regular) 5гр",True,нет,1,Тбилиси,5 гр,0.0192,17336,6684,580,240,,,,,,,,,,,,"Hindu Kush (photoperiod, regular) 5gr"
38,30-07-2020 01:40:01,Tbilisi,X4ZM,ZYX,NEW ! Silver Haze NEW ! HQ BUDS 5G,True,нет,3,Тбилиси,5 гр,0.0207,16975,6545,568,235,,,,,,,,,,,,NEW ! Silver Haze NEW ! HQ BUDS 5G
39,30-07-2020 01:40:01,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,3,Тбилиси,5 гр,0.0238,19503,7520,653,270,,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
40,30-07-2020 01:40:01,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2108,190000,87429,6358,,,,,,,,,,,,,reagent 25i nbome. 5gr
41,30-07-2020 01:40:01,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2404,216704,83550,7254,3000,,,,,,True,True,,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
42,30-07-2020 01:40:01,Tbilisi,6KB,Marioshop,🧞‍♂️🌈🌈🌈LSD 220ug from California 5pc🌈🌈🌈🧞‍♀️,True,нет,2,Тбилиси,5 гр,0.0209,16982,6530,568,,,,,,200,,,,,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 5pc🌈🌈🌈🧞‍♀️
43,30-07-2020 01:40:01,Tbilisi,SF03,CRAZYFROG,10 gr top buds white widow wишки THC 25% VHQ,True,нет,10,Тбилиси,10 гр,0.0485,39729,15318,1330,550,,,,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
44,30-07-2020 01:40:01,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,2,Тбилиси,10 гр,0.0617,50564,19495,1693,700,,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
45,30-07-2020 01:40:01,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,5,Тбилиси,10 гр,0.037,30339,11697,1016,420,,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
46,30-07-2020 01:40:01,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,3,Тбилиси,10 гр,0.0705,57788,22280,1934,800,,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
47,30-07-2020 01:40:01,Tbilisi,A3I9,Joookerrr,"Extazzy ""Gucci"" для стильных людей (10 грамм)",True,нет,8,Тбилиси,10 гр,0.037,30339,11697,1016,420,,,,,,,,,,,,"Extazzy ""Gucci"" dlja stil'nyh ljudej (10 gramm)"
48,30-07-2020 01:40:01,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.1962,160722,61966,5380,2225,,,,,,,,,,,,Amfetamin [White] [Import] 10G
49,30-07-2020 01:40:01,Tbilisi,9CK,Hyperboy,🍬🍬🍬Ex Masserati Red 465 mg 10pc🍬🍬🍬,True,нет,1,Тбилиси,10 гр,0.0361,29616,11419,991,410,,,,,,,,,,,,🍬🍬🍬Ex Masserati Red 465 mg 10pc🍬🍬🍬
50,30-07-2020 01:40:01,Tbilisi,6KB,Marioshop,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️,True,нет,5,Тбилиси,10 гр,0.046,37361,14366,1250,,,,,,440,,,,,,,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️
51,30-07-2020 01:40:01,Tbilisi,6KB,Marioshop,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,True,нет,5,Тбилиси,11 гр,0.0408,33116,12734,1108,,,,,,390,,,,,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
52,30-07-2020 01:40:01,Tbilisi,XUYA,MRweed,"Hindu Kush (photoperiod, regular) 15 гр",True,нет,1,Тбилиси,15 гр,0.0521,46953,18103,1572,650,,,,,,,,,,,,"Hindu Kush (photoperiod, regular) 15 gr"
53,30-07-2020 01:40:01,Tbilisi,SF03,CRAZYFROG,100 gr marijuana buds,True,нет,1,Тбилиси,100 гр,0.2116,173364,66840,5803,2400,,,,,,,,,,,,100 gr marijuana buds
54,30-07-2020 01:40:01,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2204,180587,69625,6045,2500,,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
55,30-07-2020 01:40:01,Tbilisi,3Y9,HIGHTHC,180 gr марихуана персоално,True,нет,1,Тбилиси,180 гр,0.5202,426185,164315,14266,5900,,,,,,,,,,,,180 gr marihuana persoalno
56,30-07-2020 01:40:01,Tbilisi,6UG,Good Enuff,500 шт. марки 25i nbome. готовый клад в Тбилиси.,,нет,3,Тбилиси,500 гр,0.0882,72235,27850,2418,1000,True,,,,,,True,True,,,,500 sht. marki 25i nbome. gotovyj klad v Tbilisi.
57,30-07-2020 01:40:01,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.7494,613996,236725,20553,8500,,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
58,30-07-2020 01:40:01,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,2,нет,Тбилиси,1 гр,0.016,14447,5570,484,200,,,,,,,,,,,,KURYER..500RUB.+BONUS
59,30-07-2020 01:40:01,Tbilisi,9R7SU,ClownBaroN,Работа курьер в Тбилиси 15 лари на клад толка марихуана,,1,нет,Тбилиси,1 гр,0.022,18059,6963,605,250,True,,,,,,,,,,,Rabota kur'er v Tbilisi 15 lari na klad tolka marihuana
60,30-07-2020 01:40:01,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,1,нет,Тбилиси,1 гр,0.022,18059,6963,605,250,,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
61,30-07-2020 01:40:01,Tbilisi,7U9YP,ChitosPizz,Курьер Фасовщик залог обязательно 600$ 5гр,True,1,нет,Тбилиси,5 гр,0.0481,43341,16710,1451,600,,,,,,,,,,,,Kur'er Fasovschik zalog objazatel'no 600$ 5gr
62,30-07-2020 01:40:01,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,1,Тбилиси,1 гр,0.0176,14447,5570,484,200,,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
63,30-07-2020 01:40:01,Tbilisi,A3I9,Joookerrr,Работа на марки (курьер),True,нет,3,Тбилиси,1 гр,0.022,18059,6963,605,250,,,,,,,,,,,,Rabota na marki (kur'er)
64,30-07-2020 01:40:01,Tbilisi,6P9R,RickNMorty,рик и морти ишит куриера зп от 2000 $ в месец залог 500$ | Rick And Morty Need DG Sallary from 2000$ prepay 500$,True,нет,1,Тбилиси,5 гр,0.0441,36117,13925,1209,500,,,,,,,,,,,,rik i morti ishit kuriera zp ot 2000 $ v mesets zalog 500$ | Rick And Morty Need DG Sallary from 2000$ prepay 500$
65,30-07-2020 01:40:01,Tbilisi,9CK,Hyperboy,HyperBoy Need Delivery Guy 5-20$ For Adrss PrePay 500$ | работат куриерам ЗП 5-20$ за адресс залог 500$,True,нет,1,Тбилиси,10 гр,0.0441,36117,13925,1209,500,,,,,,,,,,,,HyperBoy Need Delivery Guy 5-20$ For Adrss PrePay 500$ | rabotat kurieram ZP 5-20$ za adress zalog 500$
66,30-07-2020 01:40:01,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.3345,1083522,417750,36270,15000,,,,,,,,,,,,Vakansija optovogo kur'era na mef
67,30-07-2020 01:40:01,Tbilisi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 20$ за клад, залог 250$",,нет,3,Тбилиси,1000 гр,0.0441,36117,13925,1209,500,,,,,,True,,True,True,,,"Vakansija rabota kur'erom na marki! Oplata ot 20$ za klad, zalog 250$"
68,30-07-2020 01:41:34,Batumi,6KB,Marioshop,⚜⭕💉SUBUTEX™️(Limited Edition) Original for EU & UK 1/2шт (0.4мг)!💉⭕⚜,,4,нет,Батуми,0.4 гр,0.0093,7557,2906,253,,,,,,89,,,,,True,,⚜⭕💉SUBUTEX™️(Limited Edition) Original for EU & UK 1/2sht (0.4mg)!💉⭕⚜
69,30-07-2020 01:41:34,Batumi,6KB,Marioshop,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 0.5g 🍭☄🧞‍♀️,,15,нет,Батуми,0.5 гр,0.0037,2972,1143,99,,,,,,35,,,,,True,,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 0.5g 🍭☄🧞‍♀️
70,30-07-2020 01:41:34,Batumi,6KB,Marioshop,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀",,1,2,Батуми,1 гр,0.0324,26323,10122,881,,,,,,310,,,,,True,True,"🚀🌡💢 Italian Heroine™️ ""777"" VHQ 1g 💢🌡🚀"
71,30-07-2020 01:41:34,Batumi,GGVQZ,KARAVANos,Мелкие шишки (Indica) 2г,,14,нет,Батуми,2 гр,0.0029,2384,919,80,33,,,,,,,,,,,True,Melkie shishki (Indica) 2g
72,30-07-2020 01:41:34,Batumi,6KB,Marioshop,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️,,1,4,Батуми,10 гр,0.046,37361,14366,1250,,,,,,440,,,,,True,True,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️
73,30-07-2020 01:41:34,Batumi,6KB,Marioshop,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,,нет,4,Батуми,11 гр,0.0408,33116,12734,1108,,,,,,390,,,,,,True,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
74,30-07-2020 01:41:34,Batumi,6KB,Marioshop,"🧞‍♂️🔮🎭 XTC™️ ""1 Million Paco Rabanne®️"" 300mg MDMA©️ 10+1pc 🎭🔮🧞‍♀️",,нет,1,Батуми,11 гр,0.0417,33880,13027,1134,,,,,,399,,,,,,True,"🧞‍♂️🔮🎭 XTC™️ ""1 Million Paco Rabanne®️"" 300mg MDMA©️ 10+1pc 🎭🔮🧞‍♀️"
75,30-07-2020 01:41:34,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.008,7223,2785,242,100,,,,,,,,,,,True,kur'er v Batumi
76,30-07-2020 01:41:34,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.02,18059,6963,605,250,,,,,,,,,,,True,Rabota kladmenom. Tol'ko shishki.
77,30-07-2020 01:41:34,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.02,18059,6963,605,250,,,,,,,,,,,True,Ischu kur'era v Gruzii!
78,30-07-2020 01:41:34,Batumi,GGVQZ,KARAVANos,Курьер Батуми на марихуану,,нет,1,Батуми,1 гр,0.0176,14447,5570,484,200,,,,,,,,,,,True,Kur'er Batumi na marihuanu
79,30-07-2020 01:41:34,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.3339,1083522,417750,36270,15000,,,,,,,,,,,True,Vakansija optovogo kur'era na mef
80,30-07-2020 01:41:34,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 20$ за клад, залог 250$",,нет,2,Батуми,1000 гр,0.0441,36117,13925,1209,500,,,,,,,,,,True,,"Vakansija rabota kur'erom na marki! Oplata ot 20$ za klad, zalog 250$"
