,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Old Tbilisi (Старый город),€,Didube,Авлобари,Батуми,Центр,Кутаиси,desc_en
13,10-03-2020 02:16:46,Tbilisi,5LZ,ExtraShop,Кокаин HQ 2г.,True,3,нет,Тбилиси,2 гр,0.0401,25589,9771,891,379,,,,,,,,Kokain HQ 2g.
14,10-03-2020 02:16:46,Tbilisi,LYHBG,Playboy,!!!NEW!!! 5G Critical KusH !!!NEW!!!,True,4,нет,Тбилиси,5 гр,0.0177,10735,4099,374,159,,,,,,,,!!!NEW!!! 5G Critical KusH !!!NEW!!!
15,10-03-2020 02:16:46,Tbilisi,LYHBG,Playboy,!!!NEW!!! 5G Jack Herer !!!NEW!!!,True,4,нет,Тбилиси,5 гр,0.0173,10465,3996,365,155,,,,,,,,!!!NEW!!! 5G Jack Herer !!!NEW!!!
16,10-03-2020 02:16:46,Tbilisi,C7LQ,Scandal,"5 Grm MDMA , Purity A +++",True,1,нет,Тбилиси,5 гр,0.0321,21606,8250,753,320,,,,,,,,"5 Grm MDMA , Purity A +++"
17,10-03-2020 02:16:46,Tbilisi,0WE,Khachapuri,5 gr mdma (скидка в биткоин 5%),True,2,нет,Тбилиси,5 гр,0.0446,28441,11063,1003,,,375,,,,,,5 gr mdma (skidka v bitkoin 5%)
18,10-03-2020 02:16:46,Tbilisi,8B31,bobbyz,5gr georgian indica (hight quality),,6,нет,Тбилиси,5 гр,0.0139,9385,3583,327,139,True,,,,,,,5gr georgian indica (hight quality)
19,10-03-2020 02:16:46,Tbilisi,NVOG,ProperMgzn,5x Extasy Duracell 223mg MDMA.,True,4,нет,Тбилиси,5 гр,0.0195,11816,4512,412,175,,,,,,,,5x Extasy Duracell 223mg MDMA.
20,10-03-2020 02:16:46,Tbilisi,5LZ,ExtraShop,5шт Ecstazy 280мг MDMA (Gray Duracell),True,8,нет,Тбилиси,5 гр,0.0164,10128,3867,353,150,,,,,,,,5sht Ecstazy 280mg MDMA (Gray Duracell)
21,10-03-2020 02:16:46,Tbilisi,LYHBG,Playboy,NEW !!! 5G OG KusH !!! NEW,True,2,нет,Тбилиси,5 гр,0.0177,10735,4099,374,159,,,,,,,,NEW !!! 5G OG KusH !!! NEW
22,10-03-2020 02:16:46,Tbilisi,91Z98,Avocado,VHQ BEST Cocaine 5g.,True,1,нет,Тбилиси,5 гр,0.0861,57998,22145,2020,859,,,,,,,,VHQ BEST Cocaine 5g.
23,10-03-2020 02:16:46,Tbilisi,P5MBO,ToppoT,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨,,3,нет,Тбилиси,10 гр,0.0403,24644,9410,858,365,,,True,,,,,10pc. LSD California sunshine 200ug.✨✨🍃🍃🍃🍃✨✨
24,10-03-2020 02:16:46,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 10шт. вес таблетки 450mg,True,2,нет,Тбилиси,10 гр,0.0295,18027,6883,628,267,,,,,,,,Extasy GUCCI 10sht. ves tabletki 450mg
25,10-03-2020 02:16:46,Tbilisi,SM7B,SWEETWEED,гашиш евро 10г,True,2,нет,Тбилиси,10 гр,0.0423,27007,10312,941,400,,,,,,,,gashish evro 10g
26,10-03-2020 02:16:46,Tbilisi,SM7B,SWEETWEED,Гашиш Евро 20гр,True,1,нет,Тбилиси,20 гр,0.0822,52461,20031,1827,777,,,,,,,,Gashish Evro 20gr
27,10-03-2020 02:16:46,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - TBILISI- 0.27 G,True,6,5,Тбилиси,0.27 гр,0.0301,18230,6961,635,270,,,,,,,,Metadon - (KRISTAL) - VHQ - TBILISI- 0.27 G
28,10-03-2020 02:16:46,Tbilisi,9VLN,AlienShop,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,3,Тбилиси,3 гр,0.0657,39835,15210,1388,590,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
29,10-03-2020 02:16:46,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,7,Тбилиси,4 гр,0.0441,27007,10312,941,400,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
30,10-03-2020 02:16:46,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0607,37135,14179,1293,550,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
31,10-03-2020 02:16:46,Tbilisi,BB6E,WEEDSH0P,5 gr GORILLA GLUE марихуана BUDS saburtalo!! если платите с бтк скидка 1%,True,нет,8,Тбилиси,5 гр,0.0172,10533,4022,367,156,,,,,,,,5 gr GORILLA GLUE marihuana BUDS saburtalo!! esli platite s btk skidka 1%
32,10-03-2020 02:16:46,Tbilisi,SF03,CRAZYFROG,5 gr Шишки “OG KUSH VHQ”,True,нет,10,Тбилиси,5 гр,0.022,13436,5130,468,199,,,,,,,,5 gr Shishki “OG KUSH VHQ”
33,10-03-2020 02:16:46,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS saburtalo !! если платите с бтк скидка 10% !!,True,нет,2,Тбилиси,5 гр,0.0177,10803,4125,376,160,,,,,,,,5gr Cream Cookies Auto marihuana BUDS saburtalo !! esli platite s btk skidka 10% !!
34,10-03-2020 02:16:46,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,10,Тбилиси,5 гр,0.022,13436,5130,468,199,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
35,10-03-2020 02:17:57,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,9,Тбилиси,5 гр,0.0161,9790,3738,341,145,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
36,10-03-2020 02:17:57,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0221,14786,5646,515,219,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
37,10-03-2020 02:17:57,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - 5 G. (SHISHKI) (SALE),True,нет,5,Тбилиси,5 гр,0.0224,13504,5156,470,200,,,,,,,,MARIXYANA - 5 G. (SHISHKI) (SALE)
38,10-03-2020 02:17:57,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана SABURTALO! если платите с бтк скидка 10% !!,True,нет,10,Тбилиси,5 гр,0.0166,10128,3867,353,150,,,,,,,,NORTHEN LIGHTS 5 gr marihuana SABURTALO! esli platite s btk skidka 10% !!
39,10-03-2020 02:17:57,Tbilisi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),True,нет,15,Тбилиси,5 гр,0.0201,13504,5156,470,200,,,,,,,,Metamfetamin ratsemat 5 g. (MQ)
40,10-03-2020 02:17:57,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.2835,190000,87429,6009,,,,,,,,,reagent 25i nbome. 5gr
41,10-03-2020 02:17:57,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.3022,202553,77340,7055,3000,True,,,True,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
42,10-03-2020 02:17:57,Tbilisi,9VLN,AlienShop,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄,True,нет,3,Тбилиси,5 гр,0.0961,57998,22145,2020,859,,,,,,,,❄☃️☃️❄5g. HQ coco Best OFFER❄☃️☃️❄
43,10-03-2020 02:17:57,Tbilisi,9VLN,AlienShop,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉,True,нет,3,Тбилиси,5 гр,0.0207,12491,4769,435,185,,,,,,,,🎉🚲🚲🚲 5. Pacco Rabanne 300mdma ecstasy 🚲🚲🚲🎉
44,10-03-2020 02:17:57,Tbilisi,9VLN,AlienShop,💘✨5g. MDMA ✨💘,True,нет,5,Тбилиси,5 гр,0.0547,33016,12606,1150,489,,,,,,,,💘✨5g. MDMA ✨💘
45,10-03-2020 02:17:57,Tbilisi,9VLN,AlienShop,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩,True,нет,5,Тбилиси,5 гр,0.0368,22213,8482,774,329,,,,,,,,💩🍃5 New! Gorilla Glue Premium Hush 5g🍃💩
46,10-03-2020 02:17:57,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️,True,нет,3,Тбилиси,5 гр,0.0201,12153,4640,423,180,,,,,,,,🧚‍♂️🌈️🌈️🤩 5 LSD 200ug.🤩🌈️🌈️🧚‍♂️
47,10-03-2020 02:17:57,Tbilisi,03F3,geoshop,10 gr mdma Кристаллы очен силни импорт с европи,True,нет,1,Тбилиси,10 гр,0.0997,60766,23202,2117,900,,,,,,,,10 gr mdma Kristally ochen silni import s evropi
48,10-03-2020 02:17:57,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,5,Тбилиси,10 гр,0.0776,47262,18046,1646,700,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
49,10-03-2020 02:17:57,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,8,Тбилиси,10 гр,0.0442,26939,10286,938,399,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
50,10-03-2020 02:17:57,Tbilisi,NVOG,ProperMgzn,10x Extasy Duracell 223mg MDMA.,True,нет,5,Тбилиси,10 гр,0.0392,23631,9023,823,350,,,,,,,,10x Extasy Duracell 223mg MDMA.
51,10-03-2020 02:17:57,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,5,Тбилиси,10 гр,0.0886,54014,20624,1881,800,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
52,10-03-2020 02:17:57,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2465,150226,57361,5233,2225,,,,,,,,Amfetamin [White] [Import] 10G
53,10-03-2020 02:17:57,Tbilisi,9VLN,AlienShop,☃️❄NEW 10g.COCAINE❄☃️,True,нет,9,Тбилиси,10 гр,0.1622,97833,37355,3408,1449,,,,,,,,☃️❄NEW 10g.COCAINE❄☃️
54,10-03-2020 02:17:57,Tbilisi,9VLN,AlienShop,🚲10. Pacco Rabanne 300mdma ecstasy 🚲,True,нет,10,Тбилиси,10 гр,0.0413,24914,9513,868,369,,,,,,,,🚲10. Pacco Rabanne 300mdma ecstasy 🚲
55,10-03-2020 02:17:57,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,4,Тбилиси,10 гр,0.0335,20188,7708,703,299,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
56,10-03-2020 02:17:57,Tbilisi,9VLN,AlienShop,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲,True,нет,9,Тбилиси,20 гр,0.067,40443,15442,1409,599,,,,,,,,🚲🚲 20. Pacco Rabanne 300mdma ecstasy 🚲🚲
57,10-03-2020 02:17:57,Tbilisi,ABOAB,ProGrow,25G -- HYBRID-> Скидка 5% за BTC,True,нет,2,Тбилиси,25 гр,0.0744,47262,18046,1646,700,,,,,,,,25G -- HYBRID-> Skidka 5% za BTC
58,10-03-2020 02:17:57,Tbilisi,EIH4,San4oPan4o,MDMA from Europe!!! 40g,True,нет,1,Тбилиси,40 гр,0.3546,216056,82496,7526,3200,,,,,,,,MDMA from Europe!!! 40g
59,10-03-2020 02:17:57,Tbilisi,RGIUB,SaintJoint,50 gr 23% THC Amnesia Haze top quality,True,нет,1,Тбилиси,50 гр,0.1209,81021,30936,2822,1200,,,,,,,,50 gr 23% THC Amnesia Haze top quality
60,10-03-2020 02:17:57,Tbilisi,ABOAB,ProGrow,50G -- HYBRID-> Скидка 5% за BTC,True,нет,1,Тбилиси,50 гр,0.1062,67450,25754,2349,999,,,,,,,,50G -- HYBRID-> Skidka 5% za BTC
61,10-03-2020 02:17:57,Tbilisi,EIH4,San4oPan4o,MDMA from Europe!!! 50g,True,нет,1,Тбилиси,50 гр,0.4432,270070,103120,9407,4000,,,,,,,,MDMA from Europe!!! 50g
62,10-03-2020 02:17:57,Tbilisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 70g,True,нет,1,Тбилиси,70 гр,1.1634,708934,270690,24694,10500,,,,,,,,Columbia Cocaine VHQ 70g
63,10-03-2020 02:17:57,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2216,135035,51560,4704,2000,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
64,10-03-2020 02:17:57,Tbilisi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,True,нет,1,Тбилиси,100 гр,0.2238,135035,51560,4704,2000,,,,,,,,SUBOXIN - HQ - 100 G.
65,10-03-2020 02:17:57,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.277,168794,64450,5880,2500,,,,,,,,Marihuana [Shishki] [Gali] 100G
66,10-03-2020 02:17:57,Tbilisi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,True,нет,1,Тбилиси,150 гр,0.1679,101276,38670,3528,1500,,,,,,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
67,10-03-2020 02:17:57,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.5097,310581,118588,10818,4600,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
68,10-03-2020 02:17:57,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.831,506381,193350,17639,7500,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
69,10-03-2020 02:17:57,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.9418,573899,219130,19990,8500,,,,,,,,10000sht marki 25i-nbome. predoplata
70,10-03-2020 02:18:52,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,1,нет,Тбилиси,1 гр,0.0201,13504,5156,470,200,,,,,,,,KURYER..500RUB.+BONUS
71,10-03-2020 02:18:52,Tbilisi,A3I9,Joookerrr,Работа на марки (курьер),True,1,нет,Тбилиси,10 гр,0.0151,10128,3867,353,150,,,,,,,,Rabota na marki (kur'er)
72,10-03-2020 02:18:52,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0222,13504,5156,470,200,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
73,10-03-2020 02:18:52,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0277,16879,6445,588,250,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
74,10-03-2020 02:18:52,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.6771,1012763,386700,35277,15000,,,,,,,,Vakansija optovogo kur'era na mef
75,10-03-2020 02:21:05,Batumi,72B,CHINATOWN,NZT-52 limited 1 г мука,,21,нет,Батуми,1 гр,0.0201,13504,5156,470,200,,,,,True,,,NZT-52 limited 1 g muka
76,10-03-2020 02:21:05,Batumi,CL7K,go420times,ORANGE PUNCH [1g],,3,нет,Батуми,1 гр,0.0066,4051,1547,141,60,,,,,True,,,ORANGE PUNCH [1g]
77,10-03-2020 02:21:05,Batumi,XHR,420Factory,Power Africa 1g,,3,нет,Батуми,1 гр,0.005,3376,1289,118,50,,,,,True,,,Power Africa 1g
78,10-03-2020 02:21:05,Batumi,72B,CHINATOWN,NZT-52 limited 2г мука,,12,нет,Батуми,2 гр,0.0361,24306,9281,847,360,,,,,True,,,NZT-52 limited 2g muka
79,10-03-2020 02:21:05,Batumi,Z9UT,Rainbow,Super Critical HIGHEST QUALITY 2G,,2,нет,Батуми,2 гр,0.011,6752,2578,235,100,,,,,,True,,Super Critical HIGHEST QUALITY 2G
80,10-03-2020 02:21:05,Batumi,Z9UT,Rainbow,Super Critical HIGHEST QUALITY 5G,,2,нет,Батуми,5 гр,0.0276,16879,6445,588,250,,,,,,True,,Super Critical HIGHEST QUALITY 5G
81,10-03-2020 02:21:05,Batumi,9VVG,ToWeedShop,Skunk! 50 gr.,,1,нет,Батуми,50 гр,0.1655,101276,38670,3528,1500,,,,,True,,,Skunk! 50 gr.
82,10-03-2020 02:21:05,Batumi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - BATUMI - 0.27 G,,5,4,Батуми,0.27 гр,0.0301,18230,6961,635,270,,,,,True,,,Metadon - (KRISTAL) - VHQ - BATUMI - 0.27 G
83,10-03-2020 02:21:05,Batumi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),,нет,16,Батуми,5 гр,0.0201,13504,5156,470,200,,,,,True,,,Metamfetamin ratsemat 5 g. (MQ)
84,10-03-2020 02:21:05,Batumi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.2228,135035,51560,4704,2000,,,,,True,,,SUBOXIN - HQ - 100 G.
85,10-03-2020 02:21:05,Batumi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,3,Батуми,150 гр,0.1671,101276,38670,3528,1500,,,,,True,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
86,10-03-2020 02:21:05,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.005,3376,1289,118,50,,,,,True,,,kur'er v Batumi
87,10-03-2020 02:21:05,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0251,16879,6445,588,250,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
88,10-03-2020 02:21:05,Batumi,A3I9,Joookerrr,Работа на марки (курьер),,1,нет,Батуми,10 гр,0.015,10128,3867,353,150,,,,,True,,,Rabota na marki (kur'er)
89,10-03-2020 02:21:05,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0251,16879,6445,588,250,,,,,True,,,Ischu kur'era v Gruzii!
90,10-03-2020 02:21:05,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.6697,1012763,386700,35277,15000,,,,,True,,,Vakansija optovogo kur'era na mef
91,10-03-2020 02:21:05,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0552,33759,12890,1176,500,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
92,10-03-2020 02:24:08,Kutaisi,A3I9,Joookerrr,Работа на марки (курьер),,1,нет,Кутаиси,10 гр,0.015,10128,3867,353,150,,,,,,,True,Rabota na marki (kur'er)
