,time_stamp,region,sell_code,sell_name,description,Батуми,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Центр,Кутаиси,desc_en
0,04-03-2020 10:19:57,Batumi,9VVG,ToWeedShop,Skunk! 50 gr.,True,1,нет,Батуми,50 гр,0.1644,99666,37605,3351,1500,,,Skunk! 50 gr.
1,04-03-2020 10:19:57,Batumi,XH0NP,XX-PABLO-XX,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE ),True,нет,5,Батуми,0.27 гр,0.0299,17940,6769,603,270,,,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE )
2,04-03-2020 10:19:57,Batumi,OSN8,KOLOVSKI,Subotex B8 Francce,,нет,2,Батуми,1.4 гр,0.0279,18604,7020,626,280,True,,Subotex B8 Francce
3,04-03-2020 10:19:57,Batumi,OSN8,KOLOVSKI,"Метадон прямиком с Ленинграда 3+0,5гр",,нет,1,Батуми,3.5 гр,0.1345,89699,33845,3016,1350,True,,"Metadon prjamikom s Leningrada 3+0,5gr"
4,04-03-2020 10:19:57,Batumi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),True,нет,17,Батуми,5 гр,0.0199,13289,5014,447,200,,,Metamfetamin ratsemat 5 g. (MQ)
5,04-03-2020 10:19:57,Batumi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,True,нет,2,Батуми,100 гр,0.2215,132887,50140,4468,2000,,,SUBOXIN - HQ - 100 G.
6,04-03-2020 10:19:57,Batumi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,True,нет,3,Батуми,150 гр,0.1661,99666,37605,3351,1500,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
7,04-03-2020 10:19:57,Batumi,O9SXJ,Parnavaz,"Ищу курьера (кладчик, кладмен)",True,1,нет,Батуми,1 гр,0.0111,6644,2507,223,100,,,"Ischu kur'era (kladchik, kladmen)"
8,04-03-2020 10:19:57,Batumi,42AF,Leningrad6,курьер в Батуми,True,1,нет,Батуми,1 гр,0.005,3322,1254,112,50,,,kur'er v Batumi
9,04-03-2020 10:19:57,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,True,1,нет,Батуми,5 гр,0.0249,16611,6268,559,250,,,Rabota kladmenom. Tol'ko shishki.
10,04-03-2020 10:19:57,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,True,1,нет,Батуми,50 гр,0.0249,16611,6268,559,250,,,Ischu kur'era v Gruzii!
11,04-03-2020 10:19:57,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Батуми,400 гр,1.6594,996656,376050,33513,15000,,,Vakansija optovogo kur'era na mef
12,04-03-2020 10:19:57,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",True,нет,2,Батуми,1000 гр,0.0548,33222,12535,1117,500,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
13,04-03-2020 10:22:01,Kutaisi,O9SXJ,Parnavaz,Шишки / weeds Afghan Kush - 2г,,1,нет,Кутаиси,2 гр,0.0082,4917,1855,165,74,,True,Shishki / weeds Afghan Kush - 2g
14,04-03-2020 10:22:01,Kutaisi,O9SXJ,Parnavaz,"Шишки / Weed Afghan Kush, 3g",,1,3,Кутаиси,3 гр,0.012,7176,2708,241,108,,True,"Shishki / Weed Afghan Kush, 3g"
15,04-03-2020 10:22:01,Kutaisi,O9SXJ,Parnavaz,"Ищу курьера (кладчик, кладмен)",,1,нет,Кутаиси,1 гр,0.0111,6644,2507,223,100,,True,"Ischu kur'era (kladchik, kladmen)"
