,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Vake,€,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
0,29-02-2020 03:35:01,Tbilisi,LYHBG,Playboy,"0,5gr. Columbian Cocaine NEW SALE! SALE!**************NEW SALE! SALE!",True,2,нет,Тбилиси,0.5 гр,0.012,7302,2692,244,109,,,,,,,,,"0,5gr. Columbian Cocaine NEW SALE! SALE!**************NEW SALE! SALE!"
1,29-02-2020 03:35:01,Tbilisi,OSN8,KOLOVSKI,Bio-555 вес 0.5,True,1,нет,Тбилиси,0.5 гр,0.0055,3685,1359,123,55,,,,,,,,,Bio-555 ves 0.5
2,29-02-2020 03:35:01,Tbilisi,MJVS,Nordic,SUBUTEX B8 (ORIGINAL) 0.8 гр. (1 штука),True,2,нет,Тбилиси,0.8 гр,0.0164,10049,3705,336,150,,,,,,,,,SUBUTEX B8 (ORIGINAL) 0.8 gr. (1 shtuka)
3,29-02-2020 03:35:01,Tbilisi,ABOAB,ProGrow,1G -- ФОТО РАБОТАЕТ -> Sativa,,21,нет,Тбилиси,1 гр,0.0042,2613,963,87,39,True,,,,,,,,1G -- FOTO RABOTAET -> Sativa
4,29-02-2020 03:35:01,Tbilisi,LYHBG,Playboy,1gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!,True,1,нет,Тбилиси,1 гр,0.0219,13264,4891,443,198,,,,,,,,,1gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!
5,29-02-2020 03:35:01,Tbilisi,SDQN,YummyShop,Cocaine Pure VHQ 1g,True,1,нет,Тбилиси,1 гр,0.0189,12728,4693,425,190,,,,,,,,,Cocaine Pure VHQ 1g
6,29-02-2020 03:35:01,Tbilisi,5JG6,BenderMan,"LSD - 250 ug, 1piece",True,2,нет,Тбилиси,1 гр,0.0044,2680,988,90,40,,,,,,,,,"LSD - 250 ug, 1piece"
7,29-02-2020 03:35:01,Tbilisi,18FB,Mr.Green Tbilis,2 G Hybrid Marijuana Buds За BТС 10% СКИДКА,True,1,нет,Тбилиси,2 гр,0.0084,5694,2100,190,85,,,,,,,,,2 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
8,29-02-2020 03:35:01,Tbilisi,LYHBG,Playboy,2gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!,True,3,нет,Тбилиси,2 гр,0.0397,24117,8892,806,360,,,,,,,,,2gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!
9,29-02-2020 03:35:01,Tbilisi,EIH4,San4oPan4o,Columbia Cocaine VHQ 2.0g BTC SALE 5% SALE!!! SALE!!!,,2,нет,Тбилиси,2 гр,0.0346,21437,7904,717,320,True,,,,,,,,Columbia Cocaine VHQ 2.0g BTC SALE 5% SALE!!! SALE!!!
10,29-02-2020 03:35:01,Tbilisi,5JG6,BenderMan,"LSD - 250 ug, 2 pieces",True,1,нет,Тбилиси,2 гр,0.0077,4689,1729,157,70,,,,,,,,,"LSD - 250 ug, 2 pieces"
11,29-02-2020 03:35:01,Tbilisi,5J3H,coketbs,Кокаин КОЛУМБИА 2g,,2,нет,Тбилиси,2 гр,0.0381,23380,8620,781,349,,True,,,,,,,Kokain KOLUMBIA 2g
12,29-02-2020 03:35:01,Tbilisi,LYHBG,Playboy,!!!NEW!!! 5G Critical KusH !!!NEW!!!,True,3,нет,Тбилиси,5 гр,0.0176,10652,3927,356,159,,,,,,,,,!!!NEW!!! 5G Critical KusH !!!NEW!!!
13,29-02-2020 03:35:01,Tbilisi,LYHBG,Playboy,!!!NEW!!! 5G Jack Herer !!!NEW!!!,True,5,нет,Тбилиси,5 гр,0.0171,10384,3829,347,155,,,,,,,,,!!!NEW!!! 5G Jack Herer !!!NEW!!!
14,29-02-2020 03:35:01,Tbilisi,LYHBG,Playboy,5gr. Columbian Cocaine NEW SALE! SALE!**************NEW SALE! SALE!,True,1,нет,Тбилиси,5 гр,0.0938,56942,20995,1903,850,,,,,,,,,5gr. Columbian Cocaine NEW SALE! SALE!**************NEW SALE! SALE!
15,29-02-2020 03:35:01,Tbilisi,5JG6,BenderMan,"LSD - 250 ug, 5 pieces",True,2,нет,Тбилиси,5 гр,0.0165,10049,3705,336,150,,,,,,,,,"LSD - 250 ug, 5 pieces"
16,29-02-2020 03:35:01,Tbilisi,LYHBG,Playboy,NEW !!! 5G OG KusH !!! NEW,True,5,нет,Тбилиси,5 гр,0.0176,10652,3927,356,159,,,,,,,,,NEW !!! 5G OG KusH !!! NEW
17,29-02-2020 03:35:01,Tbilisi,LYHBG,Playboy,NEW !!! 5G White Widow !!! NEW,True,4,нет,Тбилиси,5 гр,0.017,10317,3804,345,154,,,,,,,,,NEW !!! 5G White Widow !!! NEW
18,29-02-2020 03:35:01,Tbilisi,5JG6,BenderMan,"LSD - 250 ug, 10 pieces",True,1,нет,Тбилиси,10 гр,0.0331,20097,7410,672,300,,,,,,,,,"LSD - 250 ug, 10 pieces"
19,29-02-2020 03:35:01,Tbilisi,0V3X,arinaneb,"special mix 10 g - gorila glue, amnezia, laughing buddha, northen light - mukhattskaro, close to road",True,1,нет,Тбилиси,10 гр,0.0252,16078,5928,537,240,,,,,,,,,"special mix 10 g - gorila glue, amnezia, laughing buddha, northen light - mukhattskaro, close to road"
20,29-02-2020 03:35:01,Tbilisi,SM7B,SWEETWEED,гашиш евро 10г,True,2,нет,Тбилиси,10 гр,0.042,26796,9880,896,400,,,,,,,,,gashish evro 10g
21,29-02-2020 03:35:01,Tbilisi,F8K,BestAcid,"марки 25i-nbome 2,5mg (10шт)",True,1,нет,Тбилиси,10 гр,0.0094,6364,2347,213,95,,,,,,,,,"marki 25i-nbome 2,5mg (10sht)"
22,29-02-2020 03:35:01,Tbilisi,0V3X,arinaneb,"weed gorila glue 20 gram, super duper, popcorn size - mukhattskaro, close to road",True,2,нет,Тбилиси,20 гр,0.0472,30146,11115,1008,450,,,,,,,,,"weed gorila glue 20 gram, super duper, popcorn size - mukhattskaro, close to road"
23,29-02-2020 03:35:01,Tbilisi,SM7B,SWEETWEED,Гашиш Евро 20гр,True,1,нет,Тбилиси,20 гр,0.0815,52052,19192,1740,777,,,,,,,,,Gashish Evro 20gr
24,29-02-2020 03:35:01,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 0.17 G,True,нет,5,Тбилиси,0.17 гр,0.0188,11388,4199,381,170,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.17 G
25,29-02-2020 03:35:01,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 0.27 G (SALE),True,нет,5,Тбилиси,0.27 гр,0.0298,18088,6669,605,270,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.27 G (SALE)
26,29-02-2020 03:35:01,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 0.35 G (SALE),True,нет,5,Тбилиси,0.35 гр,0.0331,20097,7410,672,300,,,,,,,,,Metadon - (KRISTAL) - VHQ - 0.35 G (SALE)
27,29-02-2020 03:35:01,Tbilisi,XH0NP,XX-PABLO-XX,Метадон - (KRISTAL) - VHQ - 1.5 G (SALE),True,нет,5,Тбилиси,1.5 гр,0.1104,66991,24700,2239,1000,,,,,,,,,Metadon - (KRISTAL) - VHQ - 1.5 G (SALE)
28,29-02-2020 03:35:01,Tbilisi,SF03,CRAZYFROG,2 гр Afghan Mazar-i-Sharif Hash топ товар !!! Оплата BITCOIN -10% Скидка,True,нет,5,Тбилиси,2 гр,0.0183,11187,4125,374,167,,,,,,,,,2 gr Afghan Mazar-i-Sharif Hash top tovar !!! Oplata BITCOIN -10% Skidka
29,29-02-2020 03:35:01,Tbilisi,SF03,CRAZYFROG,"2gr ROYAL AFGHANI HASH FINEST QUALITY гашиш топ качество ,Оплата BITCOIN -10% Скидка",True,нет,3,Тбилиси,2 гр,0.0178,12164,4473,407,,,,165,,,,,,"2gr ROYAL AFGHANI HASH FINEST QUALITY gashish top kachestvo ,Oplata BITCOIN -10% Skidka"
30,29-02-2020 03:35:01,Tbilisi,OX85,amnesia420,3g MIX / PURPLE HAZE + BLUE CHEESE + NORTHERN LIGHTS / BTC -10%,True,нет,1,Тбилиси,3 гр,0.0109,7369,2717,246,110,,,,,,,,,3g MIX / PURPLE HAZE + BLUE CHEESE + NORTHERN LIGHTS / BTC -10%
31,29-02-2020 03:35:01,Tbilisi,9VLN,AlienShop,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄,True,нет,4,Тбилиси,3 гр,0.0651,39525,14573,1321,590,,,,,,,,,❄☃️❄NEW! 3g. HQ COCAINE❄☃️❄
32,29-02-2020 03:35:01,Tbilisi,9VLN,AlienShop,🍃💩💩3g. New! Gorilla Glue Premium Hush💩💩🍃,True,нет,5,Тбилиси,3 гр,0.0188,12661,4668,423,189,,,,,,,,,🍃💩💩3g. New! Gorilla Glue Premium Hush💩💩🍃
33,29-02-2020 03:35:01,Tbilisi,03F3,geoshop,10+1 ecstasy RED MASERATI 300mg md екстази топ !! скидка за бтк 4g,True,нет,8,Тбилиси,4 гр,0.0437,26796,9880,896,400,,,,,,,,,10+1 ecstasy RED MASERATI 300mg md ekstazi top !! skidka za btk 4g
34,29-02-2020 03:35:01,Tbilisi,JVZTQ,partyshop,5 MDMA VHQ Кристаллы высокого качества импорт США purity 95%,True,нет,5,Тбилиси,5 гр,0.0601,36845,13585,1232,550,,,,,,,,,5 MDMA VHQ Kristally vysokogo kachestva import SShA purity 95%
