,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Varketili,Дигоми,€,Vake,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
106,20-02-2020 19:06:01,Tbilisi,NVOG,ProperMgzn,10x Extasy Duracell 223mg MDMA.,True,2,5,Тбилиси,10 гр,0.0356,22309,8579,771,350,,,,,,,,,,,10x Extasy Duracell 223mg MDMA.
107,20-02-2020 19:06:01,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,5,Тбилиси,10 гр,0.0806,50993,19608,1763,800,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
108,20-02-2020 19:06:01,Tbilisi,V4QM9,PotHero420,"Godfather OG - (Only Buds, IMPORT) Шишки(всегда подъезд) 10G (BTC sale 10%) (предзаказ будет сделан очень оперативно)",True,нет,5,Тбилиси,10 гр,0.0365,25433,9779,879,399,,,,,,,,,,,"Godfather OG - (Only Buds, IMPORT) Shishki(vsegda pod'ezd) 10G (BTC sale 10%) (predzakaz budet sdelan ochen' operativno)"
109,20-02-2020 19:06:01,Tbilisi,1HAB,atpablo,Амфетамин [White] [Import] 10G,True,нет,1,Тбилиси,10 гр,0.2242,141824,54535,4904,2225,,,,,,,,,,,Amfetamin [White] [Import] 10G
110,20-02-2020 19:06:01,Tbilisi,9VLN,AlienShop,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️,True,нет,1,Тбилиси,10 гр,0.0304,19059,7328,659,299,,,,,,,,,,,🧚‍♂️🌈️🤩 10 LSD 200ug.🤩🌈️🧚‍♂️
111,20-02-2020 19:06:01,Tbilisi,7B8EQ,w1ld1nd1an,"20g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)",True,нет,8,Тбилиси,20 гр,0.3022,210346,80883,7273,3300,,,,,,,,,,,"20g Crystal Methadone ( New batch, incredibly strong, be careful with dosage)"
112,20-02-2020 19:06:01,Tbilisi,NVOG,ProperMgzn,20x Extasy Duracell 223mg MDMA.,True,1,5,Тбилиси,20 гр,0.0712,44619,17157,1543,700,,,,,,,,,,,20x Extasy Duracell 223mg MDMA.
113,20-02-2020 19:06:01,Tbilisi,ABOAB,ProGrow,25G -- HYBRID-> Скидка 5% за BTC,True,нет,2,Тбилиси,25 гр,0.0677,44619,17157,1543,700,,,,,,,,,,,25G -- HYBRID-> Skidka 5% za BTC
114,20-02-2020 19:06:01,Tbilisi,RGIUB,SaintJoint,50 gr 23% THC Amnesia Haze top quality,True,нет,1,Тбилиси,50 гр,0.1099,76490,29412,2645,1200,,,,,,,,,,,50 gr 23% THC Amnesia Haze top quality
115,20-02-2020 19:06:01,Tbilisi,ABOAB,ProGrow,50G -- HYBRID-> Скидка 5% за BTC,True,нет,1,Тбилиси,50 гр,0.0966,63678,24485,2202,999,,,,,,,,,,,50G -- HYBRID-> Skidka 5% za BTC
116,20-02-2020 19:06:01,Tbilisi,9VVG,ToWeedShop,Hybrid Skunk! 50 gr,True,нет,2,Тбилиси,50 гр,0.0957,60554,23285,2094,950,,,,,,,,,,,Hybrid Skunk! 50 gr
117,20-02-2020 19:06:01,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 100шт. вес таблетки 450mg,True,нет,1,Тбилиси,100 гр,0.2015,127483,49020,4408,2000,,,,,,,,,,,Extasy GUCCI 100sht. ves tabletki 450mg
118,20-02-2020 19:06:01,Tbilisi,9VVG,ToWeedShop,Hybrid Skunk! 100 gr,True,нет,1,Тбилиси,100 гр,0.1813,114734,44118,3967,1800,,,,,,,,,,,Hybrid Skunk! 100 gr
119,20-02-2020 19:06:01,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,нет,1,Тбилиси,100 гр,0.2519,159353,61275,5510,2500,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
120,20-02-2020 19:06:01,Tbilisi,F8K,BestAcid,"марки 25i-nbome 2,5mg (100шт)",True,нет,2,Тбилиси,100 гр,0.0394,27409,10539,948,430,,,,,,,,,,,"marki 25i-nbome 2,5mg (100sht)"
121,20-02-2020 19:06:01,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 250шт. вес таблетки 450mg,True,нет,1,Тбилиси,250 гр,0.4634,293210,112746,10138,4600,,,,,,,,,,,Extasy GUCCI 250sht. ves tabletki 450mg
122,20-02-2020 19:06:01,Tbilisi,SNXLT,MOSKOWM,Extasy GUCCI 500шт. вес таблетки 450mg,True,нет,1,Тбилиси,500 гр,0.7556,478060,183825,16530,7500,,,,,,,,,,,Extasy GUCCI 500sht. ves tabletki 450mg
123,20-02-2020 19:06:01,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.8563,541801,208335,18734,8500,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
124,20-02-2020 19:06:01,Tbilisi,NE1F8,Jakfresko,KURYER..500RUB.+BONUS,True,1,нет,Тбилиси,1 гр,0.0183,12748,4902,441,200,,,,,,,,,,,KURYER..500RUB.+BONUS
125,20-02-2020 19:06:01,Tbilisi,3TGJ9,Elegant,Требуется Курьер,True,1,нет,Тбилиси,1 гр,0.0183,12748,4902,441,200,,,,,,,,,,,Trebuetsja Kur'er
126,20-02-2020 19:06:01,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,2,Тбилиси,1 гр,0.0201,12748,4902,441,200,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
127,20-02-2020 19:06:01,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,нет,1,Тбилиси,1 гр,0.0252,15935,6128,551,250,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
128,20-02-2020 19:06:01,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.5249,956120,367650,33060,15000,,,,,,,,,,,Vakansija optovogo kur'era na mef
129,20-02-2020 19:07:14,Batumi,72B,CHINATOWN,NZT-52 mind storm limited 1г мука,,3,нет,Батуми,1 гр,0.0174,12111,4657,419,190,,,,,,,,True,,,NZT-52 mind storm limited 1g muka
130,20-02-2020 19:07:14,Batumi,XH0NP,XX-PABLO-XX,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE ),,нет,10,Батуми,0.27 гр,0.0232,14469,5564,500,227,,,,,,,,True,,,METADON - VHQ - (KRISTAL) - 0.27 G ( SALE )
131,20-02-2020 19:07:14,Batumi,A08BZ,Subway,Метамфетамин рацемат 5 г. (MQ),,нет,18,Батуми,5 гр,0.0184,12748,4902,441,200,,,,,,,,True,,,Metamfetamin ratsemat 5 g. (MQ)
132,20-02-2020 19:07:14,Batumi,9VVG,ToWeedShop,Hybrid Skunk! 50 gr,,нет,2,Батуми,50 гр,0.096,60554,23285,2094,950,,,,,,,,True,,,Hybrid Skunk! 50 gr
133,20-02-2020 19:07:14,Batumi,9VVG,ToWeedShop,Hybrid Skunk! 100 gr,,нет,1,Батуми,100 гр,0.1818,114734,44118,3967,1800,,,,,,,,True,,,Hybrid Skunk! 100 gr
134,20-02-2020 19:07:14,Batumi,XH0NP,XX-PABLO-XX,SUBOXIN - HQ - 100 G.,,нет,2,Батуми,100 гр,0.3061,191224,73530,6612,3000,,,,,,,,True,,,SUBOXIN - HQ - 100 G.
135,20-02-2020 19:07:14,Batumi,XH0NP,XX-PABLO-XX,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC,,нет,5,Батуми,150 гр,0.2551,159353,61275,5510,2500,,,,,,,,True,,,MARIXYANA - 150 G. (SHISHKI) SALE 10% BTC
136,20-02-2020 19:07:14,Batumi,O9SXJ,Parnavaz,"Приходите к нам работать вторым кладменом (кладчик, курьер)",,1,нет,Батуми,1 гр,0.0102,6374,2451,220,100,,,,,,,,True,,,"Prihodite k nam rabotat' vtorym kladmenom (kladchik, kur'er)"
137,20-02-2020 19:07:14,Batumi,42AF,Leningrad6,курьер в Батуми,,1,нет,Батуми,1 гр,0.0046,3187,1226,110,50,,,,,,,,True,,,kur'er v Batumi
138,20-02-2020 19:07:14,Batumi,5SSE9,BIGBROSH0P,Вакансия Курьера в Батуми,,1,нет,Батуми,3 гр,0.0046,3187,1226,110,50,,,,,,,,True,,,Vakansija Kur'era v Batumi
139,20-02-2020 19:07:14,Batumi,5SSE9,BIGBROSH0P,Вакансия Курьера в Батуми,,1,нет,Батуми,5 гр,0.0072,5000,2301,173,,,,,,,,,True,,,Vakansija Kur'era v Batumi
140,20-02-2020 19:07:14,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.023,15935,6128,551,250,,,,,,,,True,,,Rabota kladmenom. Tol'ko shishki.
141,20-02-2020 19:07:14,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.023,15935,6128,551,250,,,,,,,,True,,,Ischu kur'era v Gruzii!
142,20-02-2020 19:07:14,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.529,956120,367650,33060,15000,,,,,,,,True,,,Vakansija optovogo kur'era na mef
143,20-02-2020 19:07:14,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 50$ за клад, залог 500$",,нет,2,Батуми,1000 гр,0.0505,31871,12255,1102,500,,,,,,,,True,True,,"Vakansija rabota kur'erom na marki! Oplata ot 50$ za klad, zalog 500$"
144,20-02-2020 19:08:36,Kutaisi,O9SXJ,Parnavaz,"Шишки/weeds Afghan Kush, - 0,5г - Удобные клады в подъездах",,2,нет,Кутаиси,0.5 гр,0.002,1275,490,44,20,,,,,,,,,,True,"Shishki/weeds Afghan Kush, - 0,5g - Udobnye klady v pod'ezdah"
145,20-02-2020 19:08:36,Kutaisi,O9SXJ,Parnavaz,"Шишки/weed Afghan Kush, 1г - Удобные клады в подъездах",,3,нет,Кутаиси,1 гр,0.0039,2422,931,84,38,,,,,,,,,,True,"Shishki/weed Afghan Kush, 1g - Udobnye klady v pod'ezdah"
146,20-02-2020 19:08:36,Kutaisi,O9SXJ,Parnavaz,Шишки / weeds Afghan Kush - 2г,,2,нет,Кутаиси,2 гр,0.0076,4717,1814,163,74,,,,,,,,,,True,Shishki / weeds Afghan Kush - 2g
147,20-02-2020 19:08:36,Kutaisi,O9SXJ,Parnavaz,"Шишки / Weed Afghan Kush, 3g",,2,3,Кутаиси,3 гр,0.011,6884,2647,238,108,,,,,,,,,,True,"Shishki / Weed Afghan Kush, 3g"
148,20-02-2020 19:08:36,Kutaisi,O9SXJ,Parnavaz,"Приходите к нам работать вторым кладменом (кладчик, курьер)",,1,нет,Кутаиси,1 гр,0.0102,6374,2451,220,100,,,,,,,,,,True,"Prihodite k nam rabotat' vtorym kladmenom (kladchik, kur'er)"
