,Unnamed: 0,time_stamp,region,sell_code,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Vake,€,Old Tbilisi (Старый город),Авлобари,Батуми,Центр,Кутаиси,desc_en
0,0,29-02-2020 08:19:47,Tbilisi,adf2d19b92,Bio-555 вес 0.5,True,1,нет,Тбилиси,0.5 гр,0.0055,3685,1359,123,55.0,,,,,,,,,Bio-555 ves 0.5
1,1,29-02-2020 08:19:47,Tbilisi,97bbc3dfd6,SUBUTEX B8 (ORIGINAL) 0.8 гр. (1 штука),True,2,нет,Тбилиси,0.8 гр,0.0165,10049,3705,336,150.0,,,,,,,,,SUBUTEX B8 (ORIGINAL) 0.8 gr. (1 shtuka)
2,2,29-02-2020 08:19:47,Tbilisi,64284550d9,1G -- ФОТО РАБОТАЕТ -> Sativa,,21,нет,Тбилиси,1 гр,0.0042,2613,963,87,39.0,True,,,,,,,,1G -- FOTO RABOTAET -> Sativa
3,3,29-02-2020 08:19:47,Tbilisi,366326d4d6,1gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!,True,1,нет,Тбилиси,1 гр,0.022000000000000002,13264,4891,443,198.0,,,,,,,,,1gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!
4,4,29-02-2020 08:19:47,Tbilisi,eb7e03535b,Cocaine Pure VHQ 1g,True,1,нет,Тбилиси,1 гр,0.019,12728,4693,425,190.0,,,,,,,,,Cocaine Pure VHQ 1g
5,5,29-02-2020 08:19:47,Tbilisi,89f7212915,2 G Hybrid Marijuana Buds За BТС 10% СКИДКА,True,2,нет,Тбилиси,2 гр,0.0085,5694,2100,190,85.0,,,,,,,,,2 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
6,6,29-02-2020 08:19:47,Tbilisi,4a91350669,2 ecstasy red maseratti фотки видно VHQ екстази импорт с США,True,1,нет,Тбилиси,2 гр,0.0099,6029,2223,202,90.0,,,,,,,,,2 ecstasy red maseratti fotki vidno VHQ ekstazi import s SShA
7,7,29-02-2020 08:19:47,Tbilisi,366326d4d6,2gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!,True,3,нет,Тбилиси,2 гр,0.0399,24117,8892,806,360.0,,,,,,,,,2gr. Columbian Cocaine !!!!!!!!MEGA SALE!*****MEGA SALE!!!!!!!!!!
8,8,29-02-2020 08:19:47,Tbilisi,be97026d1d,Columbia Cocaine VHQ 2.0g BTC SALE 5% SALE!!! SALE!!!,,2,нет,Тбилиси,2 гр,0.0348,21437,7904,717,320.0,True,,,,,,,,Columbia Cocaine VHQ 2.0g BTC SALE 5% SALE!!! SALE!!!
9,9,29-02-2020 08:19:47,Tbilisi,b2c155ffa7,Кокаин КОЛУМБИА 2g,,2,нет,Тбилиси,2 гр,0.0383,23380,8620,781,349.0,,True,,,,,,,Kokain KOLUMBIA 2g
