,time_stamp,region,sell_code,sell_name,description,Тбилиси,готовых,предзаказ,город,вес,BTC,ք,₴,Br,$,Saburtalo,Gldani,Tbilisis Zgva,Old Tbilisi (Старый город),Авлобари,€,Didube,Vake,Varketili,Батуми,Центр,desc_en
14,10-08-2020 09:34:24,Tbilisi,BB6E,WEEDSH0P,"1 gr california import Durban Poison марихуана BUDS 24% thc , sativa , если платите с бтк скидка",True,1,нет,Тбилиси,1 гр,0.0046,4050,1532,135,55,,,,,,,,,,,,"1 gr california import Durban Poison marihuana BUDS 24% thc , sativa , esli platite s btk skidka"
15,10-08-2020 09:34:24,Tbilisi,BB6E,WEEDSH0P,1 gr super lemon haze пробник,True,3,нет,Тбилиси,1 гр,0.005,4345,1644,144,59,,,,,,,,,,,,1 gr super lemon haze probnik
16,10-08-2020 09:34:24,Tbilisi,03F3,geoshop,1 marijuana BUDS northen lights 24% THC ШИШКИ!!!,True,5,нет,Тбилиси,1 гр,0.005,4418,1672,147,60,,,,,,,,,,,,1 marijuana BUDS northen lights 24% THC ShIShKI!!!
17,10-08-2020 09:34:24,Tbilisi,3Y9,HIGHTHC,1 г SOUR DIESEL марихуана шишки топ качество тгк 28%,True,7,нет,Тбилиси,1 гр,0.005,4345,1644,144,59,,,,,,,,,,,,1 g SOUR DIESEL marihuana shishki top kachestvo tgk 28%
18,10-08-2020 09:34:24,Tbilisi,3Y9,HIGHTHC,1 г Skunk #1 марихуана шишки тгк 29% VHQ,True,5,нет,Тбилиси,1 гр,0.005,4345,1644,144,59,,,,,,,,,,,,1 g Skunk #1 marihuana shishki tgk 29% VHQ
19,10-08-2020 09:34:24,Tbilisi,QUZIV,Hollyweed,1 г.Super Skunk top class buds! (подезд),,1,нет,Тбилиси,1 гр,0.0047,4050,1532,135,55,,True,,,,,,,,,,1 g.Super Skunk top class buds! (podezd)
20,10-08-2020 09:34:24,Tbilisi,OX85,amnesia420,1G 🍇 GRAPE APE,True,2,нет,Тбилиси,1 гр,0.004,3535,1337,118,48,,,,,,,,,,,,1G 🍇 GRAPE APE
21,10-08-2020 09:34:24,Tbilisi,OX85,amnesia420,1G 👨🏻WHITE RUSSIAN (hybrid < indica),True,3,нет,Тбилиси,1 гр,0.004,3535,1337,118,48,,,,,,,,,,,,1G 👨🏻WHITE RUSSIAN (hybrid < indica)
22,10-08-2020 09:34:24,Tbilisi,SF03,CRAZYFROG,"1GR GORILLA GLUE AUTO Шишки ,Оплата BITCOIN -10% Скидка",True,3,нет,Тбилиси,1 гр,0.005,4418,1672,147,60,,,,,,,,,,,,"1GR GORILLA GLUE AUTO Shishki ,Oplata BITCOIN -10% Skidka"
23,10-08-2020 09:34:24,Tbilisi,7LHWP,GEOBUDS,1gr HYBRID o.g,True,33,нет,Тбилиси,1 гр,0.0041,3608,1365,120,49,,,,,,,,,,,,1gr HYBRID o.g
24,10-08-2020 09:34:24,Tbilisi,8B31,GEOWEEDSHOP,1gr ☘NEW☘ Gorilla Cookies☘ (КЛАДИ НА МАГНИТАХ),True,15,нет,Тбилиси,1 гр,0.0048,4197,1588,140,57,,,,,,,,,,,,1gr ☘NEW☘ Gorilla Cookies☘ (KLADI NA MAGNITAH)
25,10-08-2020 09:34:24,Tbilisi,8B31,GEOWEEDSHOP,1гр Топ класс HYBRID шишки. 50% sativa 50% indica (КЛАДИ НА МАГНИТАХ),True,4,нет,Тбилиси,1 гр,0.0041,3608,1365,120,49,,,,,,,,,,,,1gr Top klass HYBRID shishki. 50% sativa 50% indica (KLADI NA MAGNITAH)
26,10-08-2020 09:34:24,Tbilisi,H9FHF,OldStar,Auto Amnesia Haze 1 gr,True,13,нет,Тбилиси,1 гр,0.0034,3000,1380,100,,,,,,,,,,,,,Auto Amnesia Haze 1 gr
27,10-08-2020 09:34:24,Tbilisi,9R7SU,ClownBaroN,CLOWNBARON ШИШКИ* 1G *VHQ*♤THC 28%♤ SPECIAL PRICE,,5,нет,Тбилиси,1 гр,0.0048,4197,1588,140,57,True,,,,,,,,,,,CLOWNBARON ShIShKI* 1G *VHQ*♤THC 28%♤ SPECIAL PRICE
28,10-08-2020 09:34:24,Tbilisi,X4ZM,ZYX,NEW ! Super Critical ! NEW ! HQ BUDS ! 1G,True,4,нет,Тбилиси,1 гр,0.0045,3976,1504,132,54,,,,,,,,,,,,NEW ! Super Critical ! NEW ! HQ BUDS ! 1G
29,10-08-2020 09:34:24,Tbilisi,X4ZM,ZYX,NEW * Green Gelato * NEW * BUDS ! 1G VHQ,True,4,нет,Тбилиси,1 гр,0.0049,4271,1616,142,58,,,,,,,,,,,,NEW * Green Gelato * NEW * BUDS ! 1G VHQ
30,10-08-2020 09:34:24,Tbilisi,X4ZM,ZYX,NEW * Royal Moby * NEW ! HQ BUDS 1G,True,5,нет,Тбилиси,1 гр,0.0046,4050,1532,135,55,,,,,,,,,,,,NEW * Royal Moby * NEW ! HQ BUDS 1G
31,10-08-2020 09:34:24,Tbilisi,5XD8,TYsonWeed,TYson Budds 1G Скидка 5%,True,13,нет,Тбилиси,1 гр,0.0036,3240,1226,108,44,,,,,,,,,,,,TYson Budds 1G Skidka 5%
32,10-08-2020 09:34:24,Tbilisi,9CK,Hyperboy,VHQ Hybrid MJ Buds 1G,True,1,нет,Тбилиси,1 гр,0.0042,3682,1393,122,50,,,,,,,,,,,,VHQ Hybrid MJ Buds 1G
33,10-08-2020 09:34:24,Tbilisi,43MUT,Canartvelo,Бошки OG Kush 1g.,True,1,нет,Тбилиси,1 гр,0.0038,3314,1254,110,45,,,,,,,,,,,,Boshki OG Kush 1g.
34,10-08-2020 09:34:24,Tbilisi,42AF,Leningrad6,🎇SUPER SKITKA🎇Amsterdam weed sativa 1гр,True,13,нет,Тбилиси,1 гр,0.003,2651,1003,88,36,,,,,,,,,,,,🎇SUPER SKITKA🎇Amsterdam weed sativa 1gr
35,10-08-2020 09:34:24,Tbilisi,I7IU,MrPickless,1.2гр перемолотые шишки btc 5% sale,True,1,нет,Тбилиси,1.2 гр,0.0028,2577,975,86,35,,,,,,,,,,,,1.2gr peremolotye shishki btc 5% sale
36,10-08-2020 09:35:44,Tbilisi,I7IU,MrPickless,1.2гр перемолотые шишки btc 5% sale,True,1,нет,Тбилиси,1.2 гр,0.0028,2577,975,86,35,,,,,,,,,,,,1.2gr peremolotye shishki btc 5% sale
37,10-08-2020 09:35:44,Tbilisi,LYHBG,Playboy,!!!NEW!!! 2G Jack Herer !!!NEW!!!,True,7,нет,Тбилиси,2 гр,0.0084,7290,2758,242,99,,,,,,,,,,,,!!!NEW!!! 2G Jack Herer !!!NEW!!!
38,10-08-2020 09:35:44,Tbilisi,03F3,geoshop,2 marijuana BUDS northen lights 24% THC ШИШКИ!!!,True,1,нет,Тбилиси,2 гр,0.0101,8837,3343,294,120,,,,,,,,,,,,2 marijuana BUDS northen lights 24% THC ShIShKI!!!
39,10-08-2020 09:35:44,Tbilisi,3Y9,HIGHTHC,2 г SOUR DIESEL марихуана шишки топ качество тгк 28%,True,5,нет,Тбилиси,2 гр,0.0084,7364,2786,245,100,,,,,,,,,,,,2 g SOUR DIESEL marihuana shishki top kachestvo tgk 28%
40,10-08-2020 09:35:44,Tbilisi,ABOAB,ProGrow,2G ---> Big Devil (BTC - Sale),True,3,нет,Тбилиси,2 гр,0.0083,7290,2758,242,99,,,,,,,,,,,,2G ---> Big Devil (BTC - Sale)
41,10-08-2020 09:35:44,Tbilisi,7LHWP,GEOBUDS,2gr HYBRID buds,True,5,нет,Тбилиси,2 гр,0.0074,6480,2452,215,88,,,,,,,,,,,,2gr HYBRID buds
42,10-08-2020 09:35:44,Tbilisi,8B31,GEOWEEDSHOP,2gr ☘NEW☘ Gorilla Cookies☘ (КЛАДИ НА МАГНИТАХ),True,3,нет,Тбилиси,2 гр,0.0084,7290,2758,242,99,,,,,,,,,,,,2gr ☘NEW☘ Gorilla Cookies☘ (KLADI NA MAGNITAH)
43,10-08-2020 09:35:44,Tbilisi,XUYA,MRweed,"Hindu Kush (photoperiod, regular) 2гр",True,1,нет,Тбилиси,2 гр,0.0084,8100,3065,269,110,,,,,,,,,,,,"Hindu Kush (photoperiod, regular) 2gr"
44,10-08-2020 09:35:44,Tbilisi,LYHBG,Playboy,NEW !!! 2G OG KusH !!! NEW,True,9,нет,Тбилиси,2 гр,0.0084,7290,2758,242,99,,,,,,,,,,,,NEW !!! 2G OG KusH !!! NEW
45,10-08-2020 09:35:44,Tbilisi,LYHBG,Playboy,NEW !!! 2G White Widow !!! NEW,True,5,нет,Тбилиси,2 гр,0.0084,7290,2758,242,99,,,,,,,,,,,,NEW !!! 2G White Widow !!! NEW
46,10-08-2020 09:35:44,Tbilisi,5XD8,TYsonWeed,TYson Budds 2G Скидка 5%,True,7,нет,Тбилиси,2 гр,0.0061,5891,2229,196,80,,,,,,,,,,,,TYson Budds 2G Skidka 5%
47,10-08-2020 09:35:44,Tbilisi,43MUT,Canartvelo,Бошки OG Kush 2g.,True,3,нет,Тбилиси,2 гр,0.0068,5891,2229,196,80,,,,,,,,,,,,Boshki OG Kush 2g.
48,10-08-2020 09:35:44,Tbilisi,QUZIV,Hollyweed,Marijuana Super Skunk leaves 3g plan (подезд),,2,нет,Тбилиси,3 гр,0.002,1767,669,59,24,,True,,,,,,,,,,Marijuana Super Skunk leaves 3g plan (podezd)
49,10-08-2020 09:35:44,Tbilisi,R4156,bestchoice,Northern Lights Regular [budsonly] 3gramm,True,3,нет,Тбилиси,3 гр,0.0069,6627,2507,220,90,,,,,,,,,,,,Northern Lights Regular [budsonly] 3gramm
50,10-08-2020 09:35:44,Tbilisi,XUYA,MRweed,"Amnesia Haze (photoperiod, regular) 5 гр. Спокойно, Надёжно, Качественно.",,1,нет,Тбилиси,5 гр,0.0183,17673,6686,588,240,,,True,,,,,,,,,"Amnesia Haze (photoperiod, regular) 5 gr. Spokojno, Nadezhno, Kachestvenno."
51,10-08-2020 09:35:44,Tbilisi,XUYA,MRweed,"Gorilla Breath - photoperiod, feminised 5гр",True,1,2,Тбилиси,5 гр,0.0183,17673,6686,588,240,,,True,,,,,,,,,"Gorilla Breath - photoperiod, feminised 5gr"
52,10-08-2020 09:35:44,Tbilisi,2LY77,SveetWeed,15 + GRAMM NEW BEASTWEED,True,2,нет,Тбилиси,15 гр,0.016,15390,5823,512,209,,,,,,,,,,,,15 + GRAMM NEW BEASTWEED
53,10-08-2020 09:35:44,Tbilisi,18FB,Mr.Green Tbilis,5 G Hybrid Marijuana Buds За BТС 10% СКИДКА,True,нет,10,Тбилиси,5 гр,0.021,18409,6965,612,250,,,,,,,,,,,,5 G Hybrid Marijuana Buds Za BTS 10% SKIDKA
54,10-08-2020 09:35:44,Tbilisi,BB6E,WEEDSH0P,"5 gr Durban Poison марихуана BUDS 23% thc , sativa , если платите с бтк скидка 10% !! 235 $",True,нет,6,Тбилиси,5 гр,0.0227,19882,7522,661,270,,,,,,,,,,,,"5 gr Durban Poison marihuana BUDS 23% thc , sativa , esli platite s btk skidka 10% !! 235 $"
55,10-08-2020 09:35:44,Tbilisi,SF03,CRAZYFROG,5 gr top buds white widow wишки THC 25% VHQ,True,нет,6,Тбилиси,5 гр,0.0231,20250,7662,673,275,,,,,,,,,,,,5 gr top buds white widow wishki THC 25% VHQ
56,10-08-2020 09:35:44,Tbilisi,BB6E,WEEDSH0P,5gr Cream Cookies Auto марихуана BUDS если платите с бтк скидка 10% !!,True,нет,2,Тбилиси,5 гр,0.0202,17673,6686,588,240,,,,,,,,,,,,5gr Cream Cookies Auto marihuana BUDS esli platite s btk skidka 10% !!
57,10-08-2020 09:35:44,Tbilisi,SF03,CRAZYFROG,"5gr Sour Diesel Haze марихуана шишки , Оплата BITCOIN -10% Скидка.",True,нет,6,Тбилиси,5 гр,0.0235,20619,7801,686,280,,,,,,,,,,,,"5gr Sour Diesel Haze marihuana shishki , Oplata BITCOIN -10% Skidka."
58,10-08-2020 09:35:44,Tbilisi,BB6E,WEEDSH0P,Amnesia Haze Auto марихуана 5 GR BUDS imported !!,True,нет,6,Тбилиси,5 гр,0.0227,19882,7522,661,270,,,,,,,,,,,,Amnesia Haze Auto marihuana 5 GR BUDS imported !!
59,10-08-2020 09:35:44,Tbilisi,A3SS3,Parrots,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%",True,нет,2,Тбилиси,5 гр,0.0167,16127,6101,536,219,,,,,,,,,,,,"Black Domina, MARIJUANA BUDS 5G, BTC SALE 10%"
60,10-08-2020 09:35:44,Tbilisi,BB6E,WEEDSH0P,NORTHEN LIGHTS 5 gr марихуана если платите с бтк скидка 10% !!,True,нет,3,Тбилиси,5 гр,0.0227,19882,7522,661,270,,,,,,,,,,,,NORTHEN LIGHTS 5 gr marihuana esli platite s btk skidka 10% !!
61,10-08-2020 09:35:44,Tbilisi,6UG,Good Enuff,реагент 25i nbome. 5гр,True,нет,2,Тбилиси,5 гр,0.1972,190000,87429,6317,,,,,,,,,,,,,reagent 25i nbome. 5gr
62,10-08-2020 09:35:44,Tbilisi,6UG,Good Enuff,реагент 25i nbome. марочный реагент. 5 грамм. скидка при оплате биткойн 10%,,нет,2,Тбилиси,5 гр,0.2293,220913,83580,7345,3000,,,,True,True,,,,,,,reagent 25i nbome. marochnyj reagent. 5 gramm. skidka pri oplate bitkojn 10%
63,10-08-2020 09:35:44,Tbilisi,SF03,CRAZYFROG,10 gr top buds white widow wишки THC 25% VHQ,True,нет,10,Тбилиси,10 гр,0.0462,40501,15323,1347,550,,,,,,,,,,,,10 gr top buds white widow wishki THC 25% VHQ
64,10-08-2020 09:35:44,Tbilisi,JVZTQ,partyshop,10 gr гашиш VHQ gorilla glue hash тгк 28 %,True,нет,2,Тбилиси,10 гр,0.0588,51546,19502,1714,700,,,,,,,,,,,,10 gr gashish VHQ gorilla glue hash tgk 28 %
65,10-08-2020 09:35:44,Tbilisi,BB6E,WEEDSH0P,"10 gr сжатая марихуана GORILLA GLUE шишки !! BUDS , btc sale 5%",True,нет,5,Тбилиси,10 гр,0.0353,30928,11701,1028,420,,,,,,,,,,,,"10 gr szhataja marihuana GORILLA GLUE shishki !! BUDS , btc sale 5%"
66,10-08-2020 09:35:44,Tbilisi,SF03,CRAZYFROG,Afghan Mazar-i-Sharif Hash топ товар !!! 10 гр,True,нет,3,Тбилиси,10 гр,0.0672,58910,22288,1959,800,,,,,,,,,,,,Afghan Mazar-i-Sharif Hash top tovar !!! 10 gr
67,10-08-2020 09:35:44,Tbilisi,HWUW,opiopi,GABAGAMA 10 shtuk,True,нет,9,Тбилиси,10 гр,0.0012,1031,390,34,14,,,,,,,,,,,,GABAGAMA 10 shtuk
68,10-08-2020 09:35:44,Tbilisi,6KB,Marioshop,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,True,нет,3,Тбилиси,11 гр,0.0392,33997,12792,1130,,,,,,,390,,,,,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
69,10-08-2020 09:35:44,Tbilisi,XUYA,MRweed,"Hindu Kush (photoperiod, regular) 15 гр",True,нет,1,Тбилиси,15 гр,0.0497,47864,18109,1591,650,,,,,,,,,,,,"Hindu Kush (photoperiod, regular) 15 gr"
70,10-08-2020 09:37:08,Tbilisi,SF03,CRAZYFROG,100 gr marijuana buds,True,нет,1,Тбилиси,100 гр,0.2017,176730,66864,5876,2400,,,,,,,,,,,,100 gr marijuana buds
71,10-08-2020 09:37:08,Tbilisi,1HAB,atpablo,Марихуана [Шишки] [Гали] 100G,True,1,1,Тбилиси,100 гр,0.2102,184094,69650,6121,2500,,,,,,,,,,,,Marihuana [Shishki] [Gali] 100G
72,10-08-2020 09:37:08,Tbilisi,3Y9,HIGHTHC,180 gr марихуана персоално,True,нет,1,Тбилиси,180 гр,0.496,434462,164374,14444,5900,,,,,,,,,,,,180 gr marihuana persoalno
73,10-08-2020 09:37:08,Tbilisi,HWUW,opiopi,GABAGAMA 250 shtuk,,нет,4,Тбилиси,250 гр,0.024,21000,9663,698,,,,,,,,True,,,,,GABAGAMA 250 shtuk
74,10-08-2020 09:37:08,Tbilisi,6UG,Good Enuff,10000шт марки 25i-nbome. предоплата,True,нет,3,Тбилиси,10000 гр,0.7145,625920,236810,20810,8500,,,,,,,,,,,,10000sht marki 25i-nbome. predoplata
75,10-08-2020 09:37:08,Tbilisi,9R7SU,ClownBaroN,Работа курьер в Тбилиси 15 лари на клад толка марихуана,,1,нет,Тбилиси,1 гр,0.021,18409,6965,612,250,True,,,,,,,,,,,Rabota kur'er v Tbilisi 15 lari na klad tolka marihuana
76,10-08-2020 09:37:08,Tbilisi,7R3WM,RastaShop,"Работа курьером в Тбилиси, ЗП от 1200$ в месяц, работа только с марихуаной, залог от 250$",True,1,нет,Тбилиси,1 гр,0.021,18409,6965,612,250,,,,,,,,,,,,"Rabota kur'erom v Tbilisi, ZP ot 1200$ v mesjats, rabota tol'ko s marihuanoj, zalog ot 250$"
77,10-08-2020 09:37:08,Tbilisi,7U9YP,ChitosPizz,Курьер Фасовщик залог обязательно 600$ 5гр,True,1,нет,Тбилиси,5 гр,0.0459,44183,16716,1469,600,,,,,,,,,,,,Kur'er Fasovschik zalog objazatel'no 600$ 5gr
78,10-08-2020 09:37:08,Tbilisi,SF03,CRAZYFROG,"А ишим Курьера толка для марихуани иногда гаш, в месяц 3000-4000 $",True,нет,1,Тбилиси,1 гр,0.0168,14728,5572,490,200,,,,,,,,,,,,"A ishim Kur'era tolka dlja marihuani inogda gash, v mesjats 3000-4000 $"
79,10-08-2020 09:37:08,Tbilisi,A3I9,Joookerrr,Работа на марки (курьер),True,нет,3,Тбилиси,1 гр,0.021,18409,6965,612,250,,,,,,,,,,,,Rabota na marki (kur'er)
80,10-08-2020 09:37:08,Tbilisi,6P9R,RickNMorty,рик и морти ишит куриера зп от 2000 $ в месец залог 500$ | Rick And Morty Need DG Sallary from 2000$ prepay 500$,True,нет,1,Тбилиси,5 гр,0.042,36819,13930,1224,500,,,,,,,,,,,,rik i morti ishit kuriera zp ot 2000 $ v mesets zalog 500$ | Rick And Morty Need DG Sallary from 2000$ prepay 500$
81,10-08-2020 09:37:08,Tbilisi,9CK,Hyperboy,HyperBoy Need Delivery Guy 5-20$ For Adrss PrePay 500$ | работат куриерам ЗП 5-20$ за адресс залог 500$,True,нет,1,Тбилиси,10 гр,0.042,36819,13930,1224,500,,,,,,,,,,,,HyperBoy Need Delivery Guy 5-20$ For Adrss PrePay 500$ | rabotat kurieram ZP 5-20$ za adress zalog 500$
82,10-08-2020 09:37:08,Tbilisi,A08BZ,Subway,Вакансия оптового курьера на меф,True,нет,1,Тбилиси,400 гр,1.2724,1104564,417900,36723,15000,,,,,,,,,,,,Vakansija optovogo kur'era na mef
83,10-08-2020 09:37:08,Tbilisi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 20$ за клад, залог 250$",,нет,3,Тбилиси,1000 гр,0.042,36819,13930,1224,500,,,,True,,,,True,True,,,"Vakansija rabota kur'erom na marki! Oplata ot 20$ za klad, zalog 250$"
84,10-08-2020 09:39:08,Batumi,6KB,Marioshop,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️,,нет,4,Батуми,10 гр,0.0401,34782,13087,1156,,,,,,,399,,,,True,,🧞‍♂️☄🍭 RQS©️ Euphoria™️ Regular(Photo) 26% THC®️ 10g 🍭☄🧞‍♀️
85,10-08-2020 09:39:08,Batumi,6KB,Marioshop,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️,,нет,3,Батуми,11 гр,0.0392,33997,12792,1130,,,,,,,390,,,,True,,🧞‍♂️🌈🌈🌈LSD 220ug from California 10+1pc(for gift)🌈🌈🌈🧞‍♀️
86,10-08-2020 09:39:08,Batumi,XHR,420Factory,Работа кладмэном. Только шишки.,,1,нет,Батуми,5 гр,0.0191,18409,6965,612,250,,,,,,,,,,True,,Rabota kladmenom. Tol'ko shishki.
87,10-08-2020 09:39:08,Batumi,F8K,BestAcid,Ищу курьера в Грузии!,,1,нет,Батуми,50 гр,0.0191,18409,6965,612,250,,,,,,,,,,True,,Ischu kur'era v Gruzii!
88,10-08-2020 09:39:08,Batumi,GGVQZ,KARAVANos,Курьер Батуми на марихуану,,нет,1,Батуми,1 гр,0.0168,14728,5572,490,200,,,,,,,,,,True,,Kur'er Batumi na marihuanu
89,10-08-2020 09:39:08,Batumi,A08BZ,Subway,Вакансия оптового курьера на меф,,нет,1,Батуми,400 гр,1.2724,1104564,417900,36723,15000,,,,,,,,,,True,,Vakansija optovogo kur'era na mef
90,10-08-2020 09:39:08,Batumi,6UG,Good Enuff,"Вакансия работа курьером на марки! Оплата от 20$ за клад, залог 250$",,нет,2,Батуми,1000 гр,0.042,36819,13930,1224,500,,,,,,,,,,,True,"Vakansija rabota kur'erom na marki! Oplata ot 20$ za klad, zalog 250$"
